"transab_cat2","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2018","Not Employed","(1b) general elementary school","638","0.758492217282208","0.737123035108104","0.779861399456313"
"Very low transfer dependency","2018","Not Employed","(1c) basic vocational qualification","1873","0.879441106720953","0.865989834850178","0.892892378591728"
"Very low transfer dependency","2018","Not Employed","(2b) intermediate general qualification","264","0.774245401020844","0.732911210571079","0.81557959147061"
"Very low transfer dependency","2018","Not Employed","(2a) intermediate vocational","1139","0.87155733002064","0.853840319228035","0.889274340813244"
"Very low transfer dependency","2018","Not Employed","(2c_gen) general maturity certificate","337","0.721129176541627","0.691976782697549","0.750281570385705"
"Very low transfer dependency","2018","Not Employed","(2c_voc) vocational maturity certificate","324","0.753771422540232","0.716813980742562","0.790728864337903"
"Very low transfer dependency","2018","Not Employed","(3a) lower tertiary education","489","0.95851418802431","0.941341737201284","0.975686638847336"
"Very low transfer dependency","2018","Not Employed","(3b) higher tertiary education","857","0.825024885382472","0.805867443072454","0.844182327692489"
"Very low transfer dependency","2018","Employed","(0) in school","55","0.803501456187488","0.708356955368278","0.898645957006697"
"Very low transfer dependency","2018","Employed","(1a) inadequately completed","184","0.643197924540557","0.595530879362861","0.690864969718253"
"Very low transfer dependency","2018","Employed","(1b) general elementary school","708","0.784582595787923","0.759775176308375","0.809390015267472"
"Very low transfer dependency","2018","Employed","(1c) basic vocational qualification","2318","0.914022359427025","0.903284086416658","0.924760632437392"
"Very low transfer dependency","2018","Employed","(2b) intermediate general qualification","386","0.826754324138685","0.793141651196142","0.860366997081229"
"Very low transfer dependency","2018","Employed","(2a) intermediate vocational","4049","0.943385242957407","0.936551991102661","0.950218494812153"
"Very low transfer dependency","2018","Employed","(2c_gen) general maturity certificate","852","0.860862247837673","0.840017846150582","0.881706649524764"
"Very low transfer dependency","2018","Employed","(2c_voc) vocational maturity certificate","1888","0.945985774853325","0.936255058391736","0.955716491314913"
"Very low transfer dependency","2018","Employed","(3a) lower tertiary education","1412","0.972410495100289","0.963988556786376","0.980832433414202"
"Very low transfer dependency","2018","Employed","(3b) higher tertiary education","3195","0.959859531184269","0.953280982408256","0.966438079960283"
"Low transfer dependency","2018","Not Employed","(0) in school","62","0.0644416698232765","0.044956598436117","0.083926741210436"
"Low transfer dependency","2018","Not Employed","(1a) inadequately completed","69","0.11695919678435","0.100337381739302","0.133581011829398"
"Low transfer dependency","2018","Not Employed","(1b) general elementary school","124","0.0743900239224897","0.0612886110145245","0.0874914368304549"
"Low transfer dependency","2018","Not Employed","(1c) basic vocational qualification","127","0.0526555893209136","0.0434290989898347","0.0618820796519925"
"Low transfer dependency","2018","Not Employed","(2b) intermediate general qualification","38","0.0682606592710011","0.04332710040108","0.0931942181409221"
"Low transfer dependency","2018","Not Employed","(2a) intermediate vocational","77","0.0381396202725196","0.0279974240695802","0.0482818164754591"
"Low transfer dependency","2018","Not Employed","(2c_gen) general maturity certificate","59","0.0664344827900934","0.0502449122085354","0.0826240533716514"
"Low transfer dependency","2018","Not Employed","(2c_voc) vocational maturity certificate","48","0.0728473314478697","0.0505529570832786","0.0951417058124609"
"Low transfer dependency","2018","Not Employed","(3a) lower tertiary education","15","","",""
"Low transfer dependency","2018","Not Employed","(3b) higher tertiary education","71","0.0349125646449509","0.0256572739034836","0.0441678553864182"
"Low transfer dependency","2018","Employed","(0) in school","5","","",""
"Low transfer dependency","2018","Employed","(1a) inadequately completed","67","0.15210975832127","0.11637584456615","0.18784367207639"
"Low transfer dependency","2018","Employed","(1b) general elementary school","160","0.10254753649942","0.0842416736553354","0.120853399343504"
"Low transfer dependency","2018","Employed","(1c) basic vocational qualification","159","0.0461802554196587","0.0381408377988371","0.0542196730404804"
"Low transfer dependency","2018","Employed","(2b) intermediate general qualification","51","0.0882961151920899","0.0630972309694058","0.113494999414774"
"Low transfer dependency","2018","Employed","(2a) intermediate vocational","245","0.0370240029908522","0.0314410048663688","0.0426070011153355"
"Low transfer dependency","2018","Employed","(2c_gen) general maturity certificate","88","0.0578276673474882","0.0437693571629863","0.0718859775319901"
"Low transfer dependency","2018","Employed","(2c_voc) vocational maturity certificate","130","0.0392471720213479","0.0308880924350083","0.0476062516076876"
"Low transfer dependency","2018","Employed","(3a) lower tertiary education","30","0.0192828648920833","0.0122119933937404","0.0263537363904261"
"Low transfer dependency","2018","Employed","(3b) higher tertiary education","137","0.0297360323362365","0.0240432903593228","0.0354287743131502"
"High transfer dependency","2018","Not Employed","(0) in school","42","0.0399773537682353","0.0244309145183816","0.055523793018089"
"High transfer dependency","2018","Not Employed","(1a) inadequately completed","128","0.127605737491889","0.110348853788674","0.144862621195104"
"High transfer dependency","2018","Not Employed","(1b) general elementary school","135","0.0508814764846685","0.0399094499562581","0.0618535030130789"
"High transfer dependency","2018","Not Employed","(1c) basic vocational qualification","77","0.0237776925443253","0.017483796567266","0.0300715885213845"
"High transfer dependency","2018","Not Employed","(2b) intermediate general qualification","33","0.0373781149181535","0.0186243538394094","0.0561318759968976"
"High transfer dependency","2018","Not Employed","(2a) intermediate vocational","50","0.0267905166658231","0.0182402134114013","0.0353408199202449"
"High transfer dependency","2018","Not Employed","(2c_gen) general maturity certificate","77","0.046049428563321","0.0324242811933492","0.0596745759332929"
"High transfer dependency","2018","Not Employed","(2c_voc) vocational maturity certificate","30","0.04542700832577","0.0275631823624335","0.0632908342891065"
"High transfer dependency","2018","Not Employed","(3a) lower tertiary education","8","","",""
"High transfer dependency","2018","Not Employed","(3b) higher tertiary education","66","0.0305720813251229","0.0218917535773012","0.0392524090729447"
"High transfer dependency","2018","Employed","(0) in school","6","","",""
"High transfer dependency","2018","Employed","(1a) inadequately completed","77","0.105372665624396","0.0748222380244348","0.135923093224358"
"High transfer dependency","2018","Employed","(1b) general elementary school","127","0.0859121945208819","0.0690022094118938","0.10282217962987"
"High transfer dependency","2018","Employed","(1c) basic vocational qualification","98","0.0266762245769385","0.0205038237838572","0.0328486253700199"
"High transfer dependency","2018","Employed","(2b) intermediate general qualification","36","0.0470409662348188","0.028236593850987","0.0658453386186506"
"High transfer dependency","2018","Employed","(2a) intermediate vocational","71","0.0123281324059674","0.00906546314238508","0.0155908016695496"
"High transfer dependency","2018","Employed","(2c_gen) general maturity certificate","75","0.0572130714998722","0.0432251070776668","0.0712010359220777"
"High transfer dependency","2018","Employed","(2c_voc) vocational maturity certificate","35","0.0101203663766816","0.00581175075261543","0.0144289820007478"
"High transfer dependency","2018","Employed","(3a) lower tertiary education","9","","",""
"High transfer dependency","2018","Employed","(3b) higher tertiary education","57","0.00643467286395279","0.00375490923795724","0.00911443648994835"
"Very high transfer dependency","2018","Not Employed","(0) in school","48","0.0774286375970965","0.0562189648769887","0.0986383103172043"
"Very high transfer dependency","2018","Not Employed","(1a) inadequately completed","1131","0.419796909734999","0.394271042356155","0.445322777113843"
"Very high transfer dependency","2018","Not Employed","(1b) general elementary school","644","0.116236282310633","0.100233860599523","0.132238704021744"
"Very high transfer dependency","2018","Not Employed","(1c) basic vocational qualification","174","0.0441256114138079","0.0356415046646755","0.0526097181629403"
"Very high transfer dependency","2018","Not Employed","(2b) intermediate general qualification","58","0.120115824790001","0.0879744326676095","0.152257216912393"
"Very high transfer dependency","2018","Not Employed","(2a) intermediate vocational","104","0.0635125330410177","0.0505983032696124","0.076426762812423"
"Very high transfer dependency","2018","Not Employed","(2c_gen) general maturity certificate","436","0.166386912104959","0.1421761760734","0.190597648136517"
