"transab_cat2","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2001","Not Employed","(2b) intermediate general qualification","6","","",""
"High transfer dependency","2001","Not Employed","(2a) intermediate vocational","42","0.0243071268019773","0.015343888491418","0.0332703651125365"
"High transfer dependency","2001","Not Employed","(2c_gen) general maturity certificate","8","","",""
"High transfer dependency","2001","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","2001","Not Employed","(3a) lower tertiary education","9","","",""
"High transfer dependency","2001","Not Employed","(3b) higher tertiary education","8","","",""
"High transfer dependency","2001","Employed","(0) in school","2","","",""
"High transfer dependency","2001","Employed","(1a) inadequately completed","5","","",""
"High transfer dependency","2001","Employed","(1b) general elementary school","22","","",""
"High transfer dependency","2001","Employed","(1c) basic vocational qualification","67","0.0163710668686951","0.0123235726522145","0.0204185610851757"
"High transfer dependency","2001","Employed","(2b) intermediate general qualification","14","","",""
"High transfer dependency","2001","Employed","(2a) intermediate vocational","63","0.0147094774933817","0.0109594356310049","0.0184595193557586"
"High transfer dependency","2001","Employed","(2c_gen) general maturity certificate","14","","",""
"High transfer dependency","2001","Employed","(2c_voc) vocational maturity certificate","12","","",""
"High transfer dependency","2001","Employed","(3a) lower tertiary education","8","","",""
"High transfer dependency","2001","Employed","(3b) higher tertiary education","11","","",""
"Very high transfer dependency","2001","Not Employed","(0) in school","15","","",""
"Very high transfer dependency","2001","Not Employed","(1a) inadequately completed","13","","",""
"Very high transfer dependency","2001","Not Employed","(1b) general elementary school","75","0.0492552011496346","0.0380431182092557","0.0604672840900134"
"Very high transfer dependency","2001","Not Employed","(1c) basic vocational qualification","154","0.047097018515459","0.0396860753355226","0.0545079616953955"
"Very high transfer dependency","2001","Not Employed","(2b) intermediate general qualification","15","","",""
"Very high transfer dependency","2001","Not Employed","(2a) intermediate vocational","86","0.0757345949413272","0.0603357882837699","0.0911334015988845"
"Very high transfer dependency","2001","Not Employed","(2c_gen) general maturity certificate","15","","",""
"Very high transfer dependency","2001","Not Employed","(2c_voc) vocational maturity certificate","31","0.0779279117619044","0.0508692463116998","0.104986577212109"
"Very high transfer dependency","2001","Not Employed","(3a) lower tertiary education","12","","",""
"Very high transfer dependency","2001","Not Employed","(3b) higher tertiary education","23","","",""
"Very high transfer dependency","2001","Employed","(0) in school","","","",""
"Very high transfer dependency","2001","Employed","(1a) inadequately completed","5","","",""
"Very high transfer dependency","2001","Employed","(1b) general elementary school","20","","",""
"Very high transfer dependency","2001","Employed","(1c) basic vocational qualification","30","0.0104621153696056","0.0072167913540877","0.0137074393851236"
"Very high transfer dependency","2001","Employed","(2b) intermediate general qualification","11","","",""
"Very high transfer dependency","2001","Employed","(2a) intermediate vocational","20","","",""
"Very high transfer dependency","2001","Employed","(2c_gen) general maturity certificate","8","","",""
"Very high transfer dependency","2001","Employed","(2c_voc) vocational maturity certificate","5","","",""
"Very high transfer dependency","2001","Employed","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2001","Employed","(3b) higher tertiary education","7","","",""
"Very low transfer dependency","2002","Not Employed","(0) in school","425","0.821617677441562","0.787511252036913","0.85572410284621"
"Very low transfer dependency","2002","Not Employed","(1a) inadequately completed","118","0.657170040658326","0.586440098771703","0.727899982544949"
"Very low transfer dependency","2002","Not Employed","(1b) general elementary school","1138","0.863230219776332","0.844873970218065","0.881586469334599"
"Very low transfer dependency","2002","Not Employed","(1c) basic vocational qualification","2718","0.892342063509948","0.881383452301182","0.903300674718714"
"Very low transfer dependency","2002","Not Employed","(2b) intermediate general qualification","186","0.849082420141356","0.802308725873427","0.895856114409285"
"Very low transfer dependency","2002","Not Employed","(2a) intermediate vocational","936","0.793639481303828","0.770636607258036","0.81664235534962"
"Very low transfer dependency","2002","Not Employed","(2c_gen) general maturity certificate","275","0.820262814838799","0.778582137205632","0.861943492471965"
"Very low transfer dependency","2002","Not Employed","(2c_voc) vocational maturity certificate","329","0.787284526049435","0.747478348675356","0.827090703423514"
"Very low transfer dependency","2002","Not Employed","(3a) lower tertiary education","385","0.902665472355196","0.874810653359705","0.930520291350687"
"Very low transfer dependency","2002","Not Employed","(3b) higher tertiary education","464","0.86441742822342","0.834705783459255","0.894129072987586"
"Very low transfer dependency","2002","Employed","(0) in school","117","0.895471939150284","0.842676589154008","0.94826728914656"
"Very low transfer dependency","2002","Employed","(1a) inadequately completed","92","0.782835382090913","0.708441564650559","0.857229199531267"
"Very low transfer dependency","2002","Employed","(1b) general elementary school","818","0.886452090726571","0.865984607371624","0.906919574081518"
"Very low transfer dependency","2002","Employed","(1c) basic vocational qualification","3281","0.925362774133672","0.916717720911361","0.934007827355982"
"Very low transfer dependency","2002","Employed","(2b) intermediate general qualification","364","0.811518831019708","0.774510224819151","0.848527437220264"
"Very low transfer dependency","2002","Employed","(2a) intermediate vocational","3797","0.911078412027805","0.902391403543239","0.919765420512372"
"Very low transfer dependency","2002","Employed","(2c_gen) general maturity certificate","486","0.842316148487681","0.812104573940182","0.87252772303518"
"Very low transfer dependency","2002","Employed","(2c_voc) vocational maturity certificate","1114","0.937708408095293","0.92390697877231","0.951509837418276"
"Very low transfer dependency","2002","Employed","(3a) lower tertiary education","1304","0.963428370023284","0.953463261400144","0.973393478646425"
"Very low transfer dependency","2002","Employed","(3b) higher tertiary education","2188","0.953285707006777","0.944571980475133","0.96199943353842"
"Low transfer dependency","2002","Not Employed","(0) in school","32","0.0878612862972275","0.0626407316591894","0.113081840935266"
"Low transfer dependency","2002","Not Employed","(1a) inadequately completed","20","","",""
"Low transfer dependency","2002","Not Employed","(1b) general elementary school","92","0.0531507137347824","0.0411661966306903","0.0651352308388745"
"Low transfer dependency","2002","Not Employed","(1c) basic vocational qualification","151","0.0409322062355369","0.0339269497420657","0.0479374627290081"
"Low transfer dependency","2002","Not Employed","(2b) intermediate general qualification","12","","",""
"Low transfer dependency","2002","Not Employed","(2a) intermediate vocational","112","0.0761820808941542","0.0611029340589067","0.0912612277294018"
"Low transfer dependency","2002","Not Employed","(2c_gen) general maturity certificate","25","","",""
"Low transfer dependency","2002","Not Employed","(2c_voc) vocational maturity certificate","41","0.0953657675109443","0.0667952677381903","0.123936267283698"
"Low transfer dependency","2002","Not Employed","(3a) lower tertiary education","26","","",""
"Low transfer dependency","2002","Not Employed","(3b) higher tertiary education","16","","",""
"Low transfer dependency","2002","Employed","(0) in school","11","","",""
"Low transfer dependency","2002","Employed","(1a) inadequately completed","20","","",""
"Low transfer dependency","2002","Employed","(1b) general elementary school","63","0.0620757119575316","0.0465091757453855","0.0776422481696776"
"Low transfer dependency","2002","Employed","(1c) basic vocational qualification","198","0.0523317619876373","0.0450061357648605","0.0596573882104141"
"Low transfer dependency","2002","Employed","(2b) intermediate general qualification","42","0.110570581205283","0.0808952902197149","0.140245872190851"
"Low transfer dependency","2002","Employed","(2a) intermediate vocational","248","0.0676682309401568","0.0600022732916216","0.0753341885886919"
"Low transfer dependency","2002","Employed","(2c_gen) general maturity certificate","51","0.0879562673900969","0.0644770609604589","0.111435473819735"
"Low transfer dependency","2002","Employed","(2c_voc) vocational maturity certificate","46","0.0443753627513661","0.0326158298136961","0.056134895689036"
"Low transfer dependency","2002","Employed","(3a) lower tertiary education","51","0.0311725523696022","0.0219466349742048","0.0403984697649996"
"Low transfer dependency","2002","Employed","(3b) higher tertiary education","53","0.0369715185837293","0.029180025211447","0.0447630119560117"
"High transfer dependency","2002","Not Employed","(0) in school","18","","",""
"High transfer dependency","2002","Not Employed","(1a) inadequately completed","10","","",""
"High transfer dependency","2002","Not Employed","(1b) general elementary school","37","0.0246785115336832","0.0163903360357572","0.0329666870316092"
"High transfer dependency","2002","Not Employed","(1c) basic vocational qualification","72","0.0229939719044936","0.0176946240163108","0.0282933197926764"
"High transfer dependency","2002","Not Employed","(2b) intermediate general qualification","11","","",""
"High transfer dependency","2002","Not Employed","(2a) intermediate vocational","50","0.0435646817067195","0.0319621640275117","0.0551671993859273"
"High transfer dependency","2002","Not Employed","(2c_gen) general maturity certificate","12","","",""
"High transfer dependency","2002","Not Employed","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","2002","Not Employed","(3a) lower tertiary education","9","","",""
"High transfer dependency","2002","Not Employed","(3b) higher tertiary education","6","","",""
"High transfer dependency","2002","Employed","(0) in school","1","","",""
"High transfer dependency","2002","Employed","(1a) inadequately completed","3","","",""
"High transfer dependency","2002","Employed","(1b) general elementary school","30","0.0415828282142364","0.0287038459329562","0.0544618104955165"
"High transfer dependency","2002","Employed","(1c) basic vocational qualification","50","0.0165443880173299","0.012348376713388","0.0207403993212718"
"High transfer dependency","2002","Employed","(2b) intermediate general qualification","18","","",""
"High transfer dependency","2002","Employed","(2a) intermediate vocational","65","0.0175398924807883","0.0135334428362956","0.021546342125281"
"High transfer dependency","2002","Employed","(2c_gen) general maturity certificate","17","","",""
"High transfer dependency","2002","Employed","(2c_voc) vocational maturity certificate","12","","",""
"High transfer dependency","2002","Employed","(3a) lower tertiary education","6","","",""
"High transfer dependency","2002","Employed","(3b) higher tertiary education","11","","",""
"Very high transfer dependency","2002","Not Employed","(0) in school","9","","",""
"Very high transfer dependency","2002","Not Employed","(1a) inadequately completed","25","","",""
"Very high transfer dependency","2002","Not Employed","(1b) general elementary school","79","0.0589405549552027","0.0463588006425667","0.0715223092678387"
"Very high transfer dependency","2002","Not Employed","(1c) basic vocational qualification","132","0.0437317583500215","0.0365014778341159","0.0509620388659271"
"Very high transfer dependency","2002","Not Employed","(2b) intermediate general qualification","16","","",""
"Very high transfer dependency","2002","Not Employed","(2a) intermediate vocational","91","0.0866137560952983","0.0706263563780531","0.102601155812543"
"Very high transfer dependency","2002","Not Employed","(2c_gen) general maturity certificate","14","","",""
"Very high transfer dependency","2002","Not Employed","(2c_voc) vocational maturity certificate","29","","",""
"Very high transfer dependency","2002","Not Employed","(3a) lower tertiary education","15","","",""
"Very high transfer dependency","2002","Not Employed","(3b) higher tertiary education","24","","",""
"Very high transfer dependency","2002","Employed","(0) in school","","","",""
"Very high transfer dependency","2002","Employed","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2002","Employed","(1b) general elementary school","12","","",""
"Very high transfer dependency","2002","Employed","(1c) basic vocational qualification","21","","",""
"Very high transfer dependency","2002","Employed","(2b) intermediate general qualification","5","","",""
"Very high transfer dependency","2002","Employed","(2a) intermediate vocational","14","","",""
"Very high transfer dependency","2002","Employed","(2c_gen) general maturity certificate","5","","",""
"Very high transfer dependency","2002","Employed","(2c_voc) vocational maturity certificate","6","","",""
"Very high transfer dependency","2002","Employed","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2002","Employed","(3b) higher tertiary education","1","","",""
"Very low transfer dependency","2003","Not Employed","(0) in school","420","0.812187452285813","0.777816015038137","0.846558889533488"
"Very low transfer dependency","2003","Not Employed","(1a) inadequately completed","107","0.577947546418754","0.503041429815312","0.652853663022196"
"Very low transfer dependency","2003","Not Employed","(1b) general elementary school","1085","0.852427416613279","0.833095256947979","0.871759576278579"
"Very low transfer dependency","2003","Not Employed","(1c) basic vocational qualification","2684","0.889389059670003","0.878200827546337","0.900577291793669"
"Very low transfer dependency","2003","Not Employed","(2b) intermediate general qualification","167","0.796873462479989","0.742843296187572","0.850903628772407"
"Very low transfer dependency","2003","Not Employed","(2a) intermediate vocational","915","0.807391846748268","0.784737522396484","0.830046171100051"
"Very low transfer dependency","2003","Not Employed","(2c_gen) general maturity certificate","271","0.765906063354806","0.720697992295632","0.81111413441398"
"Very low transfer dependency","2003","Not Employed","(2c_voc) vocational maturity certificate","336","0.858972875958376","0.824518363623724","0.893427388293027"
"Very low transfer dependency","2003","Not Employed","(3a) lower tertiary education","392","0.881397927463944","0.851591424525124","0.911204430402763"
"Very low transfer dependency","2003","Not Employed","(3b) higher tertiary education","472","0.883093588083089","0.855370234011441","0.910816942154737"
"Very low transfer dependency","2003","Employed","(0) in school","107","0.878035213874526","0.8187388099139","0.937331617835152"
"Very low transfer dependency","2003","Employed","(1a) inadequately completed","86","0.766856630781688","0.688548347648423","0.845164913914952"
"Very low transfer dependency","2003","Employed","(1b) general elementary school","733","0.864452660664426","0.841521432531608","0.887383888797245"
"Very low transfer dependency","2003","Employed","(1c) basic vocational qualification","3005","0.919100848704167","0.909779005251334","0.928422692157"
"Very low transfer dependency","2003","Employed","(2b) intermediate general qualification","350","0.814441597737041","0.77703964057444","0.851843554899642"
"Very low transfer dependency","2003","Employed","(2a) intermediate vocational","3575","0.896949377433552","0.887465874228071","0.906432880639033"
"Very low transfer dependency","2003","Employed","(2c_gen) general maturity certificate","461","0.857950688261575","0.8280029816444","0.887898394878749"
"Very low transfer dependency","2003","Employed","(2c_voc) vocational maturity certificate","1084","0.906422991123116","0.889742083418007","0.923103898828225"
"Very low transfer dependency","2003","Employed","(3a) lower tertiary education","1205","0.958498663048877","0.947516532978953","0.969480793118801"
"Very low transfer dependency","2003","Employed","(3b) higher tertiary education","2046","0.961217133472615","0.952984684509549","0.969449582435681"
"Low transfer dependency","2003","Not Employed","(0) in school","44","0.0995228144878558","0.0731774061400062","0.125868222835705"
"Low transfer dependency","2003","Not Employed","(1a) inadequately completed","24","","",""
"Low transfer dependency","2003","Not Employed","(1b) general elementary school","99","0.0660535975850836","0.0525154874299415","0.0795917077402258"
"Low transfer dependency","2003","Not Employed","(1c) basic vocational qualification","138","0.03792824808498","0.0311142554846668","0.0447422406852931"
"Low transfer dependency","2003","Not Employed","(2b) intermediate general qualification","22","","",""
"Low transfer dependency","2003","Not Employed","(2a) intermediate vocational","107","0.069220038311358","0.054638241878731","0.0838018347439849"
"Low transfer dependency","2003","Not Employed","(2c_gen) general maturity certificate","35","0.0707563917434903","0.0433797123052149","0.0981330711817656"
"Low transfer dependency","2003","Not Employed","(2c_voc) vocational maturity certificate","22","","",""
"Low transfer dependency","2003","Not Employed","(3a) lower tertiary education","34","0.0712246982812706","0.0475137178719731","0.0949356786905681"
"Low transfer dependency","2003","Not Employed","(3b) higher tertiary education","18","","",""
"Low transfer dependency","2003","Employed","(0) in school","8","","",""
"Low transfer dependency","2003","Employed","(1a) inadequately completed","18","","",""
"Low transfer dependency","2003","Employed","(1b) general elementary school","74","0.0791881132626742","0.0610986090152559","0.0972776175100924"
"Low transfer dependency","2003","Employed","(1c) basic vocational qualification","198","0.0553871882741043","0.0475676733265801","0.0632067032216284"
"Low transfer dependency","2003","Employed","(2b) intermediate general qualification","38","0.0931488481266032","0.0651860394293912","0.121111656823815"
"Low transfer dependency","2003","Employed","(2a) intermediate vocational","276","0.0733585308387738","0.0652257195064771","0.0814913421710705"
"Low transfer dependency","2003","Employed","(2c_gen) general maturity certificate","39","0.0667743119508892","0.0453596662888844","0.0881889576128939"
"Low transfer dependency","2003","Employed","(2c_voc) vocational maturity certificate","72","0.080273011037147","0.064710349020484","0.09583567305381"
"Low transfer dependency","2003","Employed","(3a) lower tertiary education","49","0.0296960142388644","0.0203492180534377","0.039042810424291"
"Low transfer dependency","2003","Employed","(3b) higher tertiary education","57","0.0289628230362039","0.0218123180038506","0.0361133280685572"
"High transfer dependency","2003","Not Employed","(0) in school","14","","",""
"High transfer dependency","2003","Not Employed","(1a) inadequately completed","14","","",""
"High transfer dependency","2003","Not Employed","(1b) general elementary school","32","0.0180119219599053","0.0107628574514263","0.0252609864683843"
"High transfer dependency","2003","Not Employed","(1c) basic vocational qualification","60","0.0181800023577511","0.0134142723039258","0.0229457324115764"
"High transfer dependency","2003","Not Employed","(2b) intermediate general qualification","7","","",""
"High transfer dependency","2003","Not Employed","(2a) intermediate vocational","46","0.0384922393696476","0.0274403994246618","0.0495440793146334"
"High transfer dependency","2003","Not Employed","(2c_gen) general maturity certificate","12","","",""
"High transfer dependency","2003","Not Employed","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","2003","Not Employed","(3a) lower tertiary education","8","","",""
"High transfer dependency","2003","Not Employed","(3b) higher tertiary education","5","","",""
"High transfer dependency","2003","Employed","(0) in school","2","","",""
"High transfer dependency","2003","Employed","(1a) inadequately completed","4","","",""
"High transfer dependency","2003","Employed","(1b) general elementary school","31","0.0311155017310691","0.0194840046363895","0.0427469988257487"
"High transfer dependency","2003","Employed","(1c) basic vocational qualification","59","0.0173451058942885","0.0128819996275421","0.0218082121610349"
"High transfer dependency","2003","Employed","(2b) intermediate general qualification","20","","",""
"High transfer dependency","2003","Employed","(2a) intermediate vocational","58","0.0169506800175849","0.0129240591916173","0.0209773008435526"
"High transfer dependency","2003","Employed","(2c_gen) general maturity certificate","19","","",""
"High transfer dependency","2003","Employed","(2c_voc) vocational maturity certificate","11","","",""
"High transfer dependency","2003","Employed","(3a) lower tertiary education","11","","",""
"High transfer dependency","2003","Employed","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","2003","Not Employed","(0) in school","18","","",""
"Very high transfer dependency","2003","Not Employed","(1a) inadequately completed","22","","",""
"Very high transfer dependency","2003","Not Employed","(1b) general elementary school","77","0.0635070638417323","0.0502143976547171","0.0767997300287475"
"Very high transfer dependency","2003","Not Employed","(1c) basic vocational qualification","137","0.0545026898872659","0.0464051023480265","0.0626002774265054"
"Very high transfer dependency","2003","Not Employed","(2b) intermediate general qualification","17","","",""
"Very high transfer dependency","2003","Not Employed","(2a) intermediate vocational","96","0.0848958755707269","0.0688837070162828","0.100908044125171"
"Very high transfer dependency","2003","Not Employed","(2c_gen) general maturity certificate","19","","",""
"Very high transfer dependency","2003","Not Employed","(2c_voc) vocational maturity certificate","27","","",""
"Very high transfer dependency","2003","Not Employed","(3a) lower tertiary education","18","","",""
"Very high transfer dependency","2003","Not Employed","(3b) higher tertiary education","21","","",""
"Very high transfer dependency","2003","Employed","(0) in school","","","",""
"Very high transfer dependency","2003","Employed","(1a) inadequately completed","4","","",""
"Very high transfer dependency","2003","Employed","(1b) general elementary school","18","","",""
"Very high transfer dependency","2003","Employed","(1c) basic vocational qualification","25","","",""
"Very high transfer dependency","2003","Employed","(2b) intermediate general qualification","7","","",""
"Very high transfer dependency","2003","Employed","(2a) intermediate vocational","39","0.0127414117100894","0.00924289660121625","0.0162399268189625"
"Very high transfer dependency","2003","Employed","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","2003","Employed","(2c_voc) vocational maturity certificate","4","","",""
"Very high transfer dependency","2003","Employed","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2003","Employed","(3b) higher tertiary education","8","","",""
"Very low transfer dependency","2004","Not Employed","(0) in school","462","0.814966650517539","0.782244308295858","0.847688992739219"
"Very low transfer dependency","2004","Not Employed","(1a) inadequately completed","115","0.747743922363534","0.678700300999559","0.81678754372751"
"Very low transfer dependency","2004","Not Employed","(1b) general elementary school","1043","0.844211682184875","0.824034741233515","0.864388623136236"
"Very low transfer dependency","2004","Not Employed","(1c) basic vocational qualification","2609","0.889208494992906","0.877862842998509","0.900554146987304"
"Very low transfer dependency","2004","Not Employed","(2b) intermediate general qualification","159","0.760753043178778","0.703052021374047","0.818454064983509"
"Very low transfer dependency","2004","Not Employed","(2a) intermediate vocational","935","0.789900856906003","0.766966043341238","0.812835670470767"
"Very low transfer dependency","2004","Not Employed","(2c_gen) general maturity certificate","283","0.743792708399198","0.698253818528347","0.789331598270049"
"Very low transfer dependency","2004","Not Employed","(2c_voc) vocational maturity certificate","326","0.864218610555077","0.830089533810838","0.898347687299317"
"Very low transfer dependency","2004","Not Employed","(3a) lower tertiary education","410","0.891795569657183","0.863408252371495","0.920182886942872"
"Very low transfer dependency","2004","Not Employed","(3b) higher tertiary education","486","0.872580157053041","0.844325346542465","0.900834967563618"
"Very low transfer dependency","2004","Employed","(0) in school","83","0.852392103068628","0.780301091116025","0.92448311502123"
"Very low transfer dependency","2004","Employed","(1a) inadequately completed","85","0.799774187658246","0.724992463790005","0.874555911526487"
"Very low transfer dependency","2004","Employed","(1b) general elementary school","638","0.806198163114898","0.778369196073749","0.834027130156048"
"Very low transfer dependency","2004","Employed","(1c) basic vocational qualification","2822","0.905341341642065","0.895049480109039","0.915633203175091"
"Very low transfer dependency","2004","Employed","(2b) intermediate general qualification","328","0.831226722996446","0.794195896456067","0.868257549536826"
"Very low transfer dependency","2004","Employed","(2a) intermediate vocational","3411","0.906356823113704","0.897046085284313","0.915667560943096"
"Very low transfer dependency","2004","Employed","(2c_gen) general maturity certificate","431","0.848508606719569","0.816796181887404","0.880221031551734"
"Very low transfer dependency","2004","Employed","(2c_voc) vocational maturity certificate","1091","0.911069452762096","0.894794101037839","0.927344804486354"
"Very low transfer dependency","2004","Employed","(3a) lower tertiary education","1184","0.949827667091503","0.937706522681558","0.961948811501448"
"Very low transfer dependency","2004","Employed","(3b) higher tertiary education","1983","0.941742714913477","0.931623037671027","0.951862392155927"
"Low transfer dependency","2004","Not Employed","(0) in school","43","0.106793022206469","0.0807676499273726","0.132818394485565"
"Low transfer dependency","2004","Not Employed","(1a) inadequately completed","16","","",""
"Low transfer dependency","2004","Not Employed","(1b) general elementary school","82","0.0626734167550388","0.0491884663616162","0.0761583671484614"
"Low transfer dependency","2004","Not Employed","(1c) basic vocational qualification","136","0.0402697013204388","0.0331634881224095","0.047375914518468"
"Low transfer dependency","2004","Not Employed","(2b) intermediate general qualification","28","","",""
"Low transfer dependency","2004","Not Employed","(2a) intermediate vocational","122","0.0757822176231698","0.060882858224806","0.0906815770215336"
"Low transfer dependency","2004","Not Employed","(2c_gen) general maturity certificate","43","0.159810620715228","0.121585210812159","0.198036030618297"
"Low transfer dependency","2004","Not Employed","(2c_voc) vocational maturity certificate","24","","",""
"Low transfer dependency","2004","Not Employed","(3a) lower tertiary education","19","","",""
"Low transfer dependency","2004","Not Employed","(3b) higher tertiary education","20","","",""
"Low transfer dependency","2004","Employed","(0) in school","7","","",""
"Low transfer dependency","2004","Employed","(1a) inadequately completed","15","","",""
"Low transfer dependency","2004","Employed","(1b) general elementary school","80","0.10727956227531","0.0854917575140527","0.129067367036567"
"Low transfer dependency","2004","Employed","(1c) basic vocational qualification","199","0.0634270281785783","0.0548583155525188","0.0719957408046377"
"Low transfer dependency","2004","Employed","(2b) intermediate general qualification","39","0.0855278864367565","0.0578781548960122","0.113177617977501"
"Low transfer dependency","2004","Employed","(2a) intermediate vocational","250","0.0621671325733677","0.0544502913083546","0.0698839738383809"
"Low transfer dependency","2004","Employed","(2c_gen) general maturity certificate","45","0.0940941899967249","0.0682697881243634","0.119918591869086"
"Low transfer dependency","2004","Employed","(2c_voc) vocational maturity certificate","65","0.0664620437798709","0.052219682635658","0.0807044049240838"
"Low transfer dependency","2004","Employed","(3a) lower tertiary education","50","0.0405157115865707","0.0295680909620542","0.0514633322110872"
"Low transfer dependency","2004","Employed","(3b) higher tertiary education","60","0.0436642129893205","0.0348355807168473","0.0524928452617937"
"High transfer dependency","2004","Not Employed","(0) in school","13","","",""
"High transfer dependency","2004","Not Employed","(1a) inadequately completed","6","","",""
"High transfer dependency","2004","Not Employed","(1b) general elementary school","34","0.0233356324872579","0.0149363021853043","0.0317349627892114"
"High transfer dependency","2004","Not Employed","(1c) basic vocational qualification","57","0.0185461081810952","0.0136692989101888","0.0234229174520015"
"High transfer dependency","2004","Not Employed","(2b) intermediate general qualification","7","","",""
"High transfer dependency","2004","Not Employed","(2a) intermediate vocational","35","0.0191332969359446","0.011420770194186","0.0268458236777033"
"High transfer dependency","2004","Not Employed","(2c_gen) general maturity certificate","11","","",""
"High transfer dependency","2004","Not Employed","(2c_voc) vocational maturity certificate","10","","",""
"High transfer dependency","2004","Not Employed","(3a) lower tertiary education","11","","",""
"High transfer dependency","2004","Not Employed","(3b) higher tertiary education","10","","",""
"High transfer dependency","2004","Employed","(0) in school","2","","",""
"High transfer dependency","2004","Employed","(1a) inadequately completed","7","","",""
"High transfer dependency","2004","Employed","(1b) general elementary school","43","0.0674458308743738","0.0497890377614418","0.0851026239873059"
"High transfer dependency","2004","Employed","(1c) basic vocational qualification","58","0.0190403270192441","0.0142355817865879","0.0238450722519003"
"High transfer dependency","2004","Employed","(2b) intermediate general qualification","16","","",""
"High transfer dependency","2004","Employed","(2a) intermediate vocational","66","0.0203902288456","0.0158733959004256","0.0249070617907743"
"High transfer dependency","2004","Employed","(2c_gen) general maturity certificate","11","","",""
"High transfer dependency","2004","Employed","(2c_voc) vocational maturity certificate","14","","",""
"High transfer dependency","2004","Employed","(3a) lower tertiary education","8","","",""
"High transfer dependency","2004","Employed","(3b) higher tertiary education","10","","",""
"Very high transfer dependency","2004","Not Employed","(0) in school","23","","",""
"Very high transfer dependency","2004","Not Employed","(1a) inadequately completed","15","","",""
"Very high transfer dependency","2004","Not Employed","(1b) general elementary school","82","0.069779268572828","0.0556044204666896","0.0839541166789664"
"Very high transfer dependency","2004","Not Employed","(1c) basic vocational qualification","138","0.0519756955055598","0.0439518175143686","0.0599995734967511"
"Very high transfer dependency","2004","Not Employed","(2b) intermediate general qualification","16","","",""
"Very high transfer dependency","2004","Not Employed","(2a) intermediate vocational","120","0.115183628534883","0.0972107047054813","0.133156552364285"
"Very high transfer dependency","2004","Not Employed","(2c_gen) general maturity certificate","16","","",""
"Very high transfer dependency","2004","Not Employed","(2c_voc) vocational maturity certificate","27","","",""
"Very high transfer dependency","2004","Not Employed","(3a) lower tertiary education","20","","",""
"Very high transfer dependency","2004","Not Employed","(3b) higher tertiary education","19","","",""
"Very high transfer dependency","2004","Employed","(0) in school","1","","",""
"Very high transfer dependency","2004","Employed","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2004","Employed","(1b) general elementary school","14","","",""
"Very high transfer dependency","2004","Employed","(1c) basic vocational qualification","29","","",""
"Very high transfer dependency","2004","Employed","(2b) intermediate general qualification","10","","",""
"Very high transfer dependency","2004","Employed","(2a) intermediate vocational","34","0.0110858154673278","0.00773955648477002","0.0144320744498856"
"Very high transfer dependency","2004","Employed","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","2004","Employed","(2c_voc) vocational maturity certificate","5","","",""
"Very high transfer dependency","2004","Employed","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2004","Employed","(3b) higher tertiary education","5","","",""
"Very low transfer dependency","2005","Not Employed","(0) in school","454","0.785651983829347","0.751293605958982","0.820010361699713"
"Very low transfer dependency","2005","Not Employed","(1a) inadequately completed","92","0.640496304693514","0.564461511465221","0.716531097921807"
"Very low transfer dependency","2005","Not Employed","(1b) general elementary school","960","0.821710595749652","0.799759870184902","0.843661321314403"
"Very low transfer dependency","2005","Not Employed","(1c) basic vocational qualification","2478","0.876193318812387","0.864030711725199","0.888355925899575"
"Very low transfer dependency","2005","Not Employed","(2b) intermediate general qualification","154","0.75430333888575","0.695657721762904","0.812948956008596"
"Very low transfer dependency","2005","Not Employed","(2a) intermediate vocational","877","0.787364754701823","0.763507828854023","0.811221680549623"
"Very low transfer dependency","2005","Not Employed","(2c_gen) general maturity certificate","243","0.711755209631117","0.661576211852756","0.761934207409477"
"Very low transfer dependency","2005","Not Employed","(2c_voc) vocational maturity certificate","306","0.83760410711415","0.800325378845137","0.874882835383162"
"Very low transfer dependency","2005","Not Employed","(3a) lower tertiary education","404","0.898476246210117","0.870876422462477","0.926076069957757"
"Very low transfer dependency","2005","Not Employed","(3b) higher tertiary education","489","0.867332100688671","0.838721508468783","0.895942692908559"
"Very low transfer dependency","2005","Employed","(0) in school","92","0.879261722076228","0.816030790944206","0.942492653208251"
"Very low transfer dependency","2005","Employed","(1a) inadequately completed","74","0.792414297477889","0.709538246693326","0.875290348262451"
"Very low transfer dependency","2005","Employed","(1b) general elementary school","566","0.794793777909099","0.764660523559769","0.824927032258429"
"Very low transfer dependency","2005","Employed","(1c) basic vocational qualification","2627","0.905080918241425","0.894407726489415","0.915754109993435"
