"transab_cat2","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2003","(Married) couple without C. ","Male","43","0.0120562812480448","0.0085088912168915","0.0156036712791981"
"High transfer dependency","2003","(Married) couple without C. ","Female","42","0.012763880015776","0.00913360521025936","0.0163941548212927"
"High transfer dependency","2003","Single parent ","Male","22","","",""
"High transfer dependency","2003","Single parent ","Female","55","0.0780235807166501","0.0589426282980986","0.0971045331352016"
"High transfer dependency","2003","Couple + C. LE 16 ","Male","52","0.0245751901345083","0.0180077746369877","0.0311426056320288"
"High transfer dependency","2003","Couple + C. LE 16 ","Female","58","0.0261721023305921","0.0194934130397964","0.0328507916213879"
"High transfer dependency","2003","Couple + C. GT 16 ","Male","39","0.0216878105004786","0.0154113553042533","0.027964265696704"
"High transfer dependency","2003","Couple + C. GT 16 ","Female","33","0.0187925961328829","0.0126363320843758","0.02494886018139"
"High transfer dependency","2003","Couple + C. LE and GT 16","Male","11","","",""
"High transfer dependency","2003","Couple + C. LE and GT 16","Female","16","","",""
"Very high transfer dependency","2003","1-pers.-HH","Male","88","0.0744610726182775","0.0600116513490633","0.0889104938874917"
"Very high transfer dependency","2003","1-pers.-HH","Female","60","0.0273626437730006","0.019643947529874","0.0350813400161272"
"Very high transfer dependency","2003","(Married) couple without C. ","Male","46","0.0173848480092401","0.0131365660703098","0.0216331299481705"
"Very high transfer dependency","2003","(Married) couple without C. ","Female","47","0.0163001515950407","0.0122050493380543","0.0203952538520271"
"Very high transfer dependency","2003","Single parent ","Male","12","","",""
"Very high transfer dependency","2003","Single parent ","Female","108","0.157933584973703","0.131989543910864","0.183877626036543"
"Very high transfer dependency","2003","Couple + C. LE 16 ","Male","64","0.0426089119702489","0.0340416102136534","0.0511762137268443"
"Very high transfer dependency","2003","Couple + C. LE 16 ","Female","63","0.0411625685905579","0.0328515442861935","0.0494735928949223"
"Very high transfer dependency","2003","Couple + C. GT 16 ","Male","22","","",""
"Very high transfer dependency","2003","Couple + C. GT 16 ","Female","25","","",""
"Very high transfer dependency","2003","Couple + C. LE and GT 16","Male","20","","",""
"Very high transfer dependency","2003","Couple + C. LE and GT 16","Female","20","","",""
"Very low transfer dependency","2004","1-pers.-HH","Male","1051","0.856435406764803","0.836855360380105","0.876015453149501"
"Very low transfer dependency","2004","1-pers.-HH","Female","1541","0.914537354385559","0.901228148889582","0.927846559881536"
"Very low transfer dependency","2004","(Married) couple without C. ","Male","3407","0.939325012426203","0.931525455015048","0.947124569837358"
"Very low transfer dependency","2004","(Married) couple without C. ","Female","3473","0.937238819951388","0.929387863916582","0.945089775986193"
"Very low transfer dependency","2004","Single parent ","Male","281","0.82435439269601","0.784084853893128","0.864623931498892"
"Very low transfer dependency","2004","Single parent ","Female","478","0.649943806403262","0.61541330445112","0.684474308355404"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Male","1669","0.834488565282113","0.818110630247692","0.850866500316535"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Female","1706","0.81887550284023","0.802147012875787","0.835603992804674"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Male","1855","0.885691665959642","0.871870667107722","0.899512664811562"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Female","1691","0.8827285913709","0.868114631167224","0.897342551574576"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Male","729","0.803703509067895","0.777666953381984","0.829740064753807"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Female","708","0.791910666797115","0.764951776019334","0.818869557574896"
"Low transfer dependency","2004","1-pers.-HH","Male","51","0.0417012482781728","0.0305385875313411","0.0528639090250045"
"Low transfer dependency","2004","1-pers.-HH","Female","59","0.0339355380111481","0.0253158080131951","0.0425552680091011"
"Low transfer dependency","2004","(Married) couple without C. ","Male","110","0.0310389026021812","0.0253730728938538","0.0367047323105086"
"Low transfer dependency","2004","(Married) couple without C. ","Female","112","0.0319051434825293","0.0262160749155084","0.0375942120495501"
"Low transfer dependency","2004","Single parent ","Male","27","","",""
"Low transfer dependency","2004","Single parent ","Female","97","0.133426534787939","0.108810397770896","0.158042671804983"
"Low transfer dependency","2004","Couple + C. LE 16 ","Male","198","0.0992004264593865","0.0860267861027809","0.112374066815992"
"Low transfer dependency","2004","Couple + C. LE 16 ","Female","215","0.11810432483229","0.104085851777372","0.132122797887209"
"Low transfer dependency","2004","Couple + C. GT 16 ","Male","117","0.0725014108780034","0.0612375037236651","0.0837653180323416"
"Low transfer dependency","2004","Couple + C. GT 16 ","Female","119","0.0805666384290704","0.0682044316551117","0.092928845203029"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Male","117","0.129844126861171","0.107810346564365","0.151877907157978"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Female","111","0.137665649886476","0.114783878026411","0.160547421746541"
"High transfer dependency","2004","1-pers.-HH","Male","33","0.019823607405333","0.0120399054084708","0.0276073094021953"
"High transfer dependency","2004","1-pers.-HH","Female","27","","",""
"High transfer dependency","2004","(Married) couple without C. ","Male","39","0.0150947267299986","0.0111112065040245","0.0190782469559727"
"High transfer dependency","2004","(Married) couple without C. ","Female","39","0.0169210697863956","0.0127460363003513","0.0210961032724399"
"High transfer dependency","2004","Single parent ","Male","18","","",""
"High transfer dependency","2004","Single parent ","Female","51","0.0773149466141694","0.0579794835858822","0.0966504096424566"
"High transfer dependency","2004","Couple + C. LE 16 ","Male","47","0.0235327210712307","0.0168523610485359","0.0302130810939254"
"High transfer dependency","2004","Couple + C. LE 16 ","Female","48","0.0204152966973408","0.014272614462462","0.0265579789322197"
"High transfer dependency","2004","Couple + C. GT 16 ","Male","40","0.0231253065222941","0.0165966716159711","0.0296539414286171"
"High transfer dependency","2004","Couple + C. GT 16 ","Female","33","0.0194346722957065","0.0131644183508427","0.0257049262405702"
"High transfer dependency","2004","Couple + C. LE and GT 16","Male","26","","",""
"High transfer dependency","2004","Couple + C. LE and GT 16","Female","24","","",""
"Very high transfer dependency","2004","1-pers.-HH","Male","97","0.0820397375516912","0.0667159257701071","0.0973635493332753"
"Very high transfer dependency","2004","1-pers.-HH","Female","68","0.0384459247391659","0.0292926762648741","0.0475991732134576"
"Very high transfer dependency","2004","(Married) couple without C. ","Male","43","0.014541358241617","0.0106304389307989","0.018452277552435"
"Very high transfer dependency","2004","(Married) couple without C. ","Female","42","0.0139349667796874","0.0101404401164422","0.0177294934429325"
"Very high transfer dependency","2004","Single parent ","Male","17","","",""
"Very high transfer dependency","2004","Single parent ","Female","107","0.13931471219463","0.114246879677451","0.164382544711808"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Male","64","0.0427782871872693","0.0338605860436597","0.051695988330879"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Female","67","0.0426048756301382","0.0338321517374371","0.0513775995228393"
"Very high transfer dependency","2004","Couple + C. GT 16 ","Male","24","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","Female","19","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Male","22","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Female","28","","",""
"Very low transfer dependency","2005","1-pers.-HH","Male","1059","0.831802407385317","0.811058677622152","0.852546137148482"
"Very low transfer dependency","2005","1-pers.-HH","Female","1531","0.90077682829924","0.886602835258113","0.914950821340367"
"Very low transfer dependency","2005","(Married) couple without C. ","Male","3277","0.937666141525901","0.92963951932051","0.945692763731292"
"Very low transfer dependency","2005","(Married) couple without C. ","Female","3333","0.931495941512301","0.923182781666699","0.939809101357902"
"Very low transfer dependency","2005","Single parent ","Male","271","0.793487104351126","0.750395589013246","0.836578619689005"
"Very low transfer dependency","2005","Single parent ","Female","477","0.614330746347739","0.579494921855162","0.649166570840316"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Male","1516","0.83390443494403","0.816716314250427","0.851092555637634"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Female","1572","0.830803024276997","0.813841640254062","0.847764408299931"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Male","1728","0.890013687542775","0.875963948278358","0.904063426807192"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Female","1571","0.885927202723208","0.870929741091251","0.900924664355165"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Male","680","0.772234546921134","0.744057086385507","0.800412007456761"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Female","663","0.782808364708587","0.754756720540368","0.810860008876805"
"Low transfer dependency","2005","1-pers.-HH","Male","51","0.0439843144756876","0.0326120148222932","0.0553566141290821"
"Low transfer dependency","2005","1-pers.-HH","Female","66","0.0421859984397266","0.0326558027918194","0.0517161940876339"
"Low transfer dependency","2005","(Married) couple without C. ","Male","124","0.0349159657066966","0.0288214206173489","0.0410105107960443"
"Low transfer dependency","2005","(Married) couple without C. ","Female","131","0.0411097893660917","0.0345758580480985","0.0476437206840849"
"Low transfer dependency","2005","Single parent ","Male","30","0.0769496583329241","0.0485793351233101","0.105319981542538"
"Low transfer dependency","2005","Single parent ","Female","103","0.142853383193213","0.117810156656015","0.167896609730411"
"Low transfer dependency","2005","Couple + C. LE 16 ","Male","184","0.101645279582221","0.0876893500123647","0.115601209152078"
"Low transfer dependency","2005","Couple + C. LE 16 ","Female","199","0.103131348327092","0.0893727014394231","0.116889995214761"
"Low transfer dependency","2005","Couple + C. GT 16 ","Male","124","0.0750943186398542","0.0632597382203943","0.0869288990593141"
"Low transfer dependency","2005","Couple + C. GT 16 ","Female","103","0.0726773258899775","0.0604299624846289","0.0849246892953261"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Male","119","0.159642224946617","0.135033488889938","0.184250961003297"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Female","103","0.125093565646407","0.102587098133724","0.14760003315909"
"High transfer dependency","2005","1-pers.-HH","Male","31","0.0249777134102844","0.0163230440216684","0.0336323827989005"
"High transfer dependency","2005","1-pers.-HH","Female","34","0.0162244002819736","0.0102346404473996","0.0222141601165476"
"High transfer dependency","2005","(Married) couple without C. ","Male","42","0.0108973958991613","0.00745049547929063","0.0143442963190319"
"High transfer dependency","2005","(Married) couple without C. ","Female","41","0.0103791780682113","0.00704388968795842","0.0137144664484642"
"High transfer dependency","2005","Single parent ","Male","24","","",""
"High transfer dependency","2005","Single parent ","Female","67","0.100857908536088","0.0793059569532327","0.122409860118944"
"High transfer dependency","2005","Couple + C. LE 16 ","Male","47","0.0274287707872806","0.0198855795841086","0.0349719619904527"
"High transfer dependency","2005","Couple + C. LE 16 ","Female","52","0.0347417354354552","0.0264572893973168","0.0430261814735935"
"High transfer dependency","2005","Couple + C. GT 16 ","Male","33","0.0216801637677346","0.0151402456641486","0.0282200818713206"
"High transfer dependency","2005","Couple + C. GT 16 ","Female","32","0.0249523283433885","0.0175937120383616","0.0323109446484154"
"High transfer dependency","2005","Couple + C. LE and GT 16","Male","25","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","Female","24","","",""
"Very high transfer dependency","2005","1-pers.-HH","Male","108","0.0992355647287109","0.0826547388009469","0.115816390656475"
"Very high transfer dependency","2005","1-pers.-HH","Female","78","0.0408127729790593","0.0314322553318424","0.0501932906262763"
"Very high transfer dependency","2005","(Married) couple without C. ","Male","42","0.0165204968682414","0.0122885431562218","0.020752450580261"
"Very high transfer dependency","2005","(Married) couple without C. ","Female","42","0.0170150910533965","0.01275902792769","0.0212711541791029"
"Very high transfer dependency","2005","Single parent ","Male","14","","",""
"Very high transfer dependency","2005","Single parent ","Female","103","0.141957961922959","0.116980309377547","0.166935614468371"
"Very high transfer dependency","2005","Couple + C. LE 16 ","Male","54","0.0370215146864676","0.0283013112179027","0.0457417181550324"
"Very high transfer dependency","2005","Couple + C. LE 16 ","Female","54","0.0313238919604561","0.0234435854960845","0.0392041984248277"
"Very high transfer dependency","2005","Couple + C. GT 16 ","Male","20","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","Female","20","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Male","27","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Female","40","0.0612309821400169","0.0449202283662402","0.0775417359137936"
"Very low transfer dependency","2006","1-pers.-HH","Male","1187","0.832487630063082","0.813044082719093","0.851931177407071"
"Very low transfer dependency","2006","1-pers.-HH","Female","1718","0.891466855905962","0.877546267836238","0.905387443975686"
"Very low transfer dependency","2006","(Married) couple without C. ","Male","3677","0.940672045764431","0.933251177965505","0.948092913563357"
"Very low transfer dependency","2006","(Married) couple without C. ","Female","3744","0.936078052601041","0.928466065899143","0.943690039302938"
"Very low transfer dependency","2006","Single parent ","Male","267","0.754033506547315","0.708980079673095","0.799086933421534"
"Very low transfer dependency","2006","Single parent ","Female","524","0.596730325226003","0.563635224698697","0.629825425753309"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Male","1578","0.801819360304368","0.783942127756899","0.819696592851838"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Female","1639","0.793578559506814","0.775813859451774","0.811343259561855"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Male","1788","0.885581283939959","0.871585026977957","0.899577540901961"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Female","1643","0.898740667779505","0.884804397357042","0.912676938201968"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Male","662","0.771660891182859","0.742824607819459","0.800497174546259"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Female","628","0.747901782443225","0.717331150848806","0.778472414037644"
"Low transfer dependency","2006","1-pers.-HH","Male","59","0.0390516538885923","0.0289653301502843","0.0491379776269004"
"Low transfer dependency","2006","1-pers.-HH","Female","68","0.0337936266865425","0.0257068371661233","0.0418804162069618"
"Low transfer dependency","2006","(Married) couple without C. ","Male","133","0.0338525240842305","0.0281715458044194","0.0395335023640417"
"Low transfer dependency","2006","(Married) couple without C. ","Female","134","0.0353886458597264","0.0296392111311011","0.0411380805883516"
"Low transfer dependency","2006","Single parent ","Male","39","0.113540715845274","0.0803512897127409","0.146730141977808"
"Low transfer dependency","2006","Single parent ","Female","87","0.106405190558896","0.0856020648538892","0.127208316263902"
"Low transfer dependency","2006","Couple + C. LE 16 ","Male","196","0.117099885674474","0.10267988006065","0.131519891288298"
"Low transfer dependency","2006","Couple + C. LE 16 ","Female","210","0.120906565179831","0.106596949358905","0.135216181000757"
"Low transfer dependency","2006","Couple + C. GT 16 ","Male","115","0.0645353008524438","0.0537318741749919","0.0753387275298957"
"Low transfer dependency","2006","Couple + C. GT 16 ","Female","87","0.0520703530473488","0.0418068609386123","0.0623338451560853"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Male","95","0.133679763996077","0.110301731759058","0.157057796233096"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Female","82","0.111660516533939","0.0894868996908835","0.133834133376995"
"High transfer dependency","2006","1-pers.-HH","Male","48","0.0300741982511956","0.0211815840484132","0.038966812453978"
"High transfer dependency","2006","1-pers.-HH","Female","42","0.0215347723546693","0.015038464008744","0.0280310807005945"
"High transfer dependency","2006","(Married) couple without C. ","Male","40","0.0110497558375434","0.00776601063720042","0.0143335010378864"
"High transfer dependency","2006","(Married) couple without C. ","Female","42","0.0132324617617195","0.00967660104216566","0.0167883224812733"
"High transfer dependency","2006","Single parent ","Male","14","","",""
"High transfer dependency","2006","Single parent ","Female","81","0.112054182159434","0.0907735690640405","0.133334795254827"
"High transfer dependency","2006","Couple + C. LE 16 ","Male","60","0.0335331603978058","0.0254596551980513","0.0416066655975604"
"High transfer dependency","2006","Couple + C. LE 16 ","Female","66","0.036384342642616","0.0281658020506371","0.044602883234595"
"High transfer dependency","2006","Couple + C. GT 16 ","Male","51","0.0287234982925114","0.0213793867451572","0.0360676098398657"
"High transfer dependency","2006","Couple + C. GT 16 ","Female","41","0.0245858325282516","0.0174318343109475","0.0317398307455556"
"High transfer dependency","2006","Couple + C. LE and GT 16","Male","29","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","Female","30","0.0681006866967954","0.0503646131421906","0.0858367602514002"
"Very high transfer dependency","2006","1-pers.-HH","Male","123","0.0983865177971301","0.0828790403068244","0.113893995287436"
"Very high transfer dependency","2006","1-pers.-HH","Female","90","0.0532047450528263","0.0431602754412087","0.0632492146644439"
"Very high transfer dependency","2006","(Married) couple without C. ","Male","43","0.0144256743137948","0.0106800980738119","0.0181712505537777"
"Very high transfer dependency","2006","(Married) couple without C. ","Female","47","0.0153008397775135","0.0114811648119434","0.0191205147430836"
"Very high transfer dependency","2006","Single parent ","Male","31","0.0896426613322368","0.0597573453332517","0.119527977331222"
"Very high transfer dependency","2006","Single parent ","Female","152","0.184810302055668","0.15862429398318","0.210996310128156"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Male","76","0.0475475936233516","0.0380038817325094","0.0570913055141938"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Female","79","0.0491305326707388","0.0396436899291783","0.0586173754122992"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Male","33","0.0211599169150855","0.014831981920236","0.0274878519099351"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Female","29","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Male","28","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Female","35","0.07233701432604","0.0540992061430427","0.0905748225090374"
"Very low transfer dependency","2007","1-pers.-HH","Male","1119","0.842137189820065","0.822490042252393","0.861784337387738"
"Very low transfer dependency","2007","1-pers.-HH","Female","1637","0.895219414266849","0.881225334778254","0.909213493755444"
"Very low transfer dependency","2007","(Married) couple without C. ","Male","3459","0.938858130958846","0.93109925207014","0.946617009847552"
"Very low transfer dependency","2007","(Married) couple without C. ","Female","3477","0.932186692158855","0.924079886096593","0.940293498221118"
"Very low transfer dependency","2007","Single parent ","Male","249","0.742725878769079","0.696329591218886","0.789122166319271"
"Very low transfer dependency","2007","Single parent ","Female","473","0.569258294812874","0.535008855700393","0.603507733925355"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Male","1479","0.83228125373494","0.814716216896036","0.849846290573845"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Female","1556","0.83352661162131","0.816455044779416","0.850598178463204"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Male","1743","0.88483157936288","0.870574946616065","0.899088212109695"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Female","1582","0.896570333641879","0.882212432258234","0.910928235025523"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Male","616","0.772983747718116","0.7428018955585","0.803165599877732"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Female","602","0.752003644437551","0.72052532310425","0.783481965770852"
"Low transfer dependency","2007","1-pers.-HH","Male","56","0.0409681516977186","0.0302872511983745","0.0516490521970627"
"Low transfer dependency","2007","1-pers.-HH","Female","65","0.0336356080732752","0.0253978453104701","0.0418733708360802"
"Low transfer dependency","2007","(Married) couple without C. ","Male","117","0.035009927227616","0.0290576019175577","0.0409622525376743"
"Low transfer dependency","2007","(Married) couple without C. ","Female","126","0.0427820301971828","0.0362570832313387","0.0493069771630269"
"Low transfer dependency","2007","Single parent ","Male","37","0.0732632743807799","0.0456070907001507","0.100919458061409"
"Low transfer dependency","2007","Single parent ","Female","114","0.138995432333071","0.115068153509264","0.162922711156879"
"Low transfer dependency","2007","Couple + C. LE 16 ","Male","152","0.0898513262340589","0.0764069201672778","0.10329573230084"
"Low transfer dependency","2007","Couple + C. LE 16 ","Female","161","0.0895967686144341","0.076507833737243","0.102685703491625"
"Low transfer dependency","2007","Couple + C. GT 16 ","Male","115","0.0675246394439537","0.0563181452861258","0.0787311336017816"
"Low transfer dependency","2007","Couple + C. GT 16 ","Female","90","0.0581574047354715","0.0471225176197687","0.0691922918511743"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Male","76","0.121529398246289","0.0979877687142381","0.145071027778339"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Female","75","0.139937875497987","0.114650049658299","0.165225701337675"
"High transfer dependency","2007","1-pers.-HH","Male","34","0.033148635493165","0.0235018892581961","0.0427953817281338"
"High transfer dependency","2007","1-pers.-HH","Female","42","0.0189594315850789","0.0127278925569234","0.0251909706132344"
"High transfer dependency","2007","(Married) couple without C. ","Male","51","0.014468513954841","0.0106014901339346","0.0183355377757475"
"High transfer dependency","2007","(Married) couple without C. ","Female","51","0.0130729042144291","0.00941047326391971","0.0167353351649385"
"High transfer dependency","2007","Single parent ","Male","22","","",""
"High transfer dependency","2007","Single parent ","Female","79","0.111601375150777","0.0898228216992419","0.133379928602313"
"High transfer dependency","2007","Couple + C. LE 16 ","Male","48","0.032396201193485","0.0240724511330789","0.0407199512538911"
"High transfer dependency","2007","Couple + C. LE 16 ","Female","51","0.0356452040752961","0.0271483098220291","0.0441420983285631"
"High transfer dependency","2007","Couple + C. GT 16 ","Male","38","0.0341471316690647","0.0260365397398073","0.0422577235983222"
"High transfer dependency","2007","Couple + C. GT 16 ","Female","32","0.0300004790695717","0.0219573307609083","0.0380436273782351"
"High transfer dependency","2007","Couple + C. LE and GT 16","Male","17","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","Female","12","","",""
"Very high transfer dependency","2007","1-pers.-HH","Male","114","0.083746022989051","0.0688195155654881","0.098672530412614"
"Very high transfer dependency","2007","1-pers.-HH","Female","96","0.0521855460747971","0.0420236216820821","0.062347470467512"
"Very high transfer dependency","2007","(Married) couple without C. ","Male","36","0.0116634278586966","0.00818650409314723","0.0151403516242459"
"Very high transfer dependency","2007","(Married) couple without C. ","Female","41","0.0119583734295327","0.00845356288939959","0.0154631839696659"
"Very high transfer dependency","2007","Single parent ","Male","33","0.129277962211843","0.093667884727781","0.164888039695905"
"Very high transfer dependency","2007","Single parent ","Female","137","0.180144897703277","0.153563987195217","0.206725808211338"
"Very high transfer dependency","2007","Couple + C. LE 16 ","Male","59","0.0454712188375157","0.0356766343537112","0.0552658033213202"
"Very high transfer dependency","2007","Couple + C. LE 16 ","Female","61","0.0412314156889597","0.0321194461507929","0.0503433852271265"
"Very high transfer dependency","2007","Couple + C. GT 16 ","Male","30","0.0134966495241016","0.00834338759650262","0.0186499114517005"
"Very high transfer dependency","2007","Couple + C. GT 16 ","Female","24","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","Male","31","0.0679595023467539","0.049826291238107","0.0860927134554008"
"Very high transfer dependency","2007","Couple + C. LE and GT 16","Female","34","0.0778614500419398","0.0583298296406317","0.0973930704432479"
"Very low transfer dependency","2008","1-pers.-HH","Male","1093","0.827134001023824","0.806483390944182","0.847784611103465"
"Very low transfer dependency","2008","1-pers.-HH","Female","1555","0.874694390793931","0.85918772435814","0.890201057229722"
"Very low transfer dependency","2008","(Married) couple without C. ","Male","3345","0.952686460295302","0.945660818305137","0.959712102285466"
"Very low transfer dependency","2008","(Married) couple without C. ","Female","3372","0.944829778243247","0.937319378284261","0.952340178202232"
"Very low transfer dependency","2008","Single parent ","Male","250","0.73873828108173","0.691481706172358","0.785994855991101"
"Very low transfer dependency","2008","Single parent ","Female","489","0.588438654779625","0.553969145869858","0.622908163689392"
"Very low transfer dependency","2008","Couple + C. LE 16 ","Male","1318","0.833462364337674","0.814950826934413","0.851973901740936"
"Very low transfer dependency","2008","Couple + C. LE 16 ","Female","1393","0.837513494850416","0.819675999827557","0.855350989873276"
"Very low transfer dependency","2008","Couple + C. GT 16 ","Male","1677","0.913447021370602","0.90047186753789","0.926422175203315"
"Very low transfer dependency","2008","Couple + C. GT 16 ","Female","1507","0.916778401297956","0.903319517419239","0.930237285176672"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","Male","592","0.86305156666818","0.837135347152326","0.888967786184034"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","Female","571","0.857472566668886","0.830555982978824","0.884389150358948"
"Low transfer dependency","2008","1-pers.-HH","Male","65","0.0595208558269534","0.0465997605858562","0.0724419510680505"
"Low transfer dependency","2008","1-pers.-HH","Female","67","0.0391052234900427","0.0300257572032979","0.0481846897767874"
"Low transfer dependency","2008","(Married) couple without C. ","Male","94","0.024832736158485","0.0196831759216514","0.0299822963953186"
"Low transfer dependency","2008","(Married) couple without C. ","Female","103","0.0308359693192261","0.0251492556636628","0.0365226829747893"
"Low transfer dependency","2008","Single parent ","Male","39","0.123201785857205","0.0878478817985589","0.158555689915852"
"Low transfer dependency","2008","Single parent ","Female","101","0.145929655890953","0.121201837057386","0.17065747472452"
"Low transfer dependency","2008","Couple + C. LE 16 ","Male","147","0.0934652152298124","0.0790021436213627","0.107928286838262"
"Low transfer dependency","2008","Couple + C. LE 16 ","Female","157","0.0957480799554796","0.0815202368977818","0.109975923013177"
"Low transfer dependency","2008","Couple + C. GT 16 ","Male","74","0.0519450105299993","0.0417045731118263","0.0621854479481722"
"Low transfer dependency","2008","Couple + C. GT 16 ","Female","64","0.0450558557642472","0.0349488284641489","0.0551628830643456"
"Low transfer dependency","2008","Couple + C. LE and GT 16","Male","57","0.0769941837055273","0.0568983549451655","0.0970900124658891"
"Low transfer dependency","2008","Couple + C. LE and GT 16","Female","49","0.085556117322007","0.0640201367259171","0.107092097918097"
"High transfer dependency","2008","1-pers.-HH","Male","42","0.0375343282876988","0.0271543341599231","0.0479143224154745"
"High transfer dependency","2008","1-pers.-HH","Female","29","","",""
"High transfer dependency","2008","(Married) couple without C. ","Male","36","0.00896696519581528","0.00584746435941577","0.0120864660322148"
"High transfer dependency","2008","(Married) couple without C. ","Female","37","0.00969294540586893","0.00647004611997257","0.0129158446917653"
"High transfer dependency","2008","Single parent ","Male","12","","",""
"High transfer dependency","2008","Single parent ","Female","56","0.0788783209773097","0.0599982100922235","0.0977584318623959"
"High transfer dependency","2008","Couple + C. LE 16 ","Male","47","0.0424755250388137","0.0324550660608059","0.0524959840168215"
"High transfer dependency","2008","Couple + C. LE 16 ","Female","51","0.039097392813937","0.0297251637607616","0.0484696218671124"
"High transfer dependency","2008","Couple + C. GT 16 ","Male","22","","",""
"High transfer dependency","2008","Couple + C. GT 16 ","Female","23","","",""
"High transfer dependency","2008","Couple + C. LE and GT 16","Male","14","","",""
"High transfer dependency","2008","Couple + C. LE and GT 16","Female","12","","",""
"Very high transfer dependency","2008","1-pers.-HH","Male","88","0.0758108148615243","0.0613552128464721","0.0902664168765765"
"Very high transfer dependency","2008","1-pers.-HH","Female","100","0.0623188702680969","0.0509963686364956","0.0736413718996982"
"Very high transfer dependency","2008","(Married) couple without C. ","Male","33","0.0135138383503979","0.00969304844934788","0.0173346282514479"
"Very high transfer dependency","2008","(Married) couple without C. ","Female","38","0.0146413070316583","0.0106901798010918","0.0185924342622248"
"Very high transfer dependency","2008","Single parent ","Male","31","0.11441416606988","0.0801741248101658","0.148654207329594"
"Very high transfer dependency","2008","Single parent ","Female","137","0.186753368352112","0.159456516142483","0.214050220561741"
"Very high transfer dependency","2008","Couple + C. LE 16 ","Male","44","0.0305968953936997","0.0220396462095093","0.03915414457789"
"Very high transfer dependency","2008","Couple + C. LE 16 ","Female","42","0.027641032380167","0.0197138335541935","0.0355682312061406"
"Very high transfer dependency","2008","Couple + C. GT 16 ","Male","31","0.0161554249766198","0.0103377123426463","0.0219731376105934"
"Very high transfer dependency","2008","Couple + C. GT 16 ","Female","24","","",""
"Very high transfer dependency","2008","Couple + C. LE and GT 16","Male","13","","",""
"Very high transfer dependency","2008","Couple + C. LE and GT 16","Female","16","","",""
"Very low transfer dependency","2009","1-pers.-HH","Male","1048","0.833341955806105","0.812412920477155","0.854270991135056"
"Very low transfer dependency","2009","1-pers.-HH","Female","1495","0.884914964871299","0.869636796881777","0.90019313286082"
"Very low transfer dependency","2009","(Married) couple without C. ","Male","3158","0.95328873707186","0.946090131726799","0.960487342416921"
"Very low transfer dependency","2009","(Married) couple without C. ","Female","3214","0.950223175734576","0.94287495897553","0.957571392493622"
