"transab_cat2","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1985","Other degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1985","Other degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","no degree/no degree yet","(0) in school","2","","",""
"High transfer dependency","1985","no degree/no degree yet","(1a) inadequately completed","10","","",""
"High transfer dependency","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","lower secondary degree","(1b) general elementary school","52","0.0262346433686772","0.0192280577034794","0.0332412290338751"
"Very high transfer dependency","1985","lower secondary degree","(1c) basic vocational qualification","43","0.0138039980075663","0.00990613366054914","0.0177018623545835"
"Very high transfer dependency","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","1985","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1985","secondary school degree","(2b) intermediate general qualification","7","","",""
"Very high transfer dependency","1985","secondary school degree","(2a) intermediate vocational","15","","",""
"Very high transfer dependency","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1985","college entrance qualification","(2c_gen) general maturity certificate","11","","",""
"Very high transfer dependency","1985","college entrance qualification","(2c_voc) vocational maturity certificate","6","","",""
"Very high transfer dependency","1985","college entrance qualification","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1985","college entrance qualification","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","Other degree","(0) in school","","","",""
"Very high transfer dependency","1985","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","Other degree","(1b) general elementary school","10","","",""
"Very high transfer dependency","1985","Other degree","(1c) basic vocational qualification","5","","",""
"Very high transfer dependency","1985","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1985","Other degree","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","1985","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1985","Other degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","Other degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(0) in school","4","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(1a) inadequately completed","28","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
