"transab_cat2","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2008","66 and older","Male","4","","","","3"
"Very high transfer dependency","2008","66 and older","Female","4","","","","3"
"Very low transfer dependency","2008","16-34 y.","Male","1827","0.816741741517162","0.800538564110762","0.832944918923562","0"
"Very low transfer dependency","2008","16-34 y.","Female","1911","0.771659033580955","0.754801972820719","0.788516094341191","0"
"Very low transfer dependency","2008","35-65 y.","Male","4593","0.884897822840045","0.876132869965388","0.893662775714701","0"
"Very low transfer dependency","2008","35-65 y.","Female","4933","0.865749880798581","0.856775798656526","0.874723962940636","0"
"Very low transfer dependency","2008","66 and older","Male","1990","0.96377069529033","0.955673919105201","0.97186747147546","0"
"Very low transfer dependency","2008","66 and older","Female","2235","0.964081377642958","0.956479653352763","0.971683101933153","0"
"High transfer dependency","2009","16-34 y.","Male","57","0.0271044051895608","0.020066320411859","0.0341424899672626","2"
"High transfer dependency","2009","16-34 y.","Female","86","0.0368558940905528","0.0289305652612443","0.0447812229198613","2"
"High transfer dependency","2009","35-65 y.","Female","111","0.0263030537833036","0.0219322685518174","0.0306738390147898","2"
"High transfer dependency","2009","35-65 y.","Male","71","0.0189483143129027","0.0150533164285662","0.0228433121972393","2"
"High transfer dependency","2009","66 and older","Male","8","","","","2"
"High transfer dependency","2009","66 and older","Female","6","","","","2"
"Low transfer dependency","2009","16-34 y.","Male","170","0.0949800215489098","0.0822729156302335","0.107687127467586","1"
"Low transfer dependency","2009","16-34 y.","Female","209","0.102242984415413","0.0894987326629474","0.114987236167878","1"
"Low transfer dependency","2009","35-65 y.","Female","287","0.0649911667740845","0.0582586181247459","0.0717237154234231","1"
"Low transfer dependency","2009","35-65 y.","Male","237","0.0541123254672412","0.0476491808436177","0.0605754700908647","1"
"Low transfer dependency","2009","66 and older","Male","45","0.0258927308044513","0.0189167579619169","0.0328687036469857","1"
"Low transfer dependency","2009","66 and older","Female","54","0.0266949275565015","0.0199836982220395","0.0334061568909635","1"
"Very high transfer dependency","2009","16-34 y.","Male","75","0.048856662125642","0.0395136628239881","0.0581996614272959","3"
"Very high transfer dependency","2009","16-34 y.","Female","124","0.0692267429225239","0.0585490586026285","0.0799044272424194","3"
"Very high transfer dependency","2009","35-65 y.","Male","134","0.0383585487453955","0.0328718178094183","0.0438452796813728","3"
"Very high transfer dependency","2009","35-65 y.","Female","144","0.0355638379719889","0.0305057598699491","0.0406219160740288","3"
"Very high transfer dependency","2009","66 and older","Male","4","","","","3"
"Very high transfer dependency","2009","66 and older","Female","5","","","","3"
"Very low transfer dependency","2009","16-34 y.","Male","1743","0.829058911135887","0.812742773368142","0.845375048903633","0"
"Very low transfer dependency","2009","16-34 y.","Female","1752","0.791674378571511","0.774591430638568","0.808757326504454","0"
"Very low transfer dependency","2009","35-65 y.","Male","4265","0.888580811474461","0.879591954862266","0.897569668086655","0"
"Very low transfer dependency","2009","35-65 y.","Female","4608","0.873141941470623","0.864052317194503","0.882231565746743","0"
"Very low transfer dependency","2009","66 and older","Female","2151","0.964827853898536","0.957157991657565","0.972497716139508","0"
"Very low transfer dependency","2009","66 and older","Male","1934","0.964193539417037","0.956031940163551","0.972355138670523","0"
"High transfer dependency","2010","16-34 y.","Male","145","0.0408602696436426","0.0336811057625157","0.0480394335247696","2"
"High transfer dependency","2010","16-34 y.","Female","301","0.0544304318232996","0.0473213043571612","0.0615395592894379","2"
"High transfer dependency","2010","35-65 y.","Male","168","0.0198359613490292","0.0163564623580895","0.0233154603399688","2"
"High transfer dependency","2010","35-65 y.","Female","315","0.0313664478830852","0.0273100034145467","0.0354228923516237","2"
"High transfer dependency","2010","66 and older","Female","9","","","","2"
"High transfer dependency","2010","66 and older","Male","7","","","","2"
"Low transfer dependency","2010","16-34 y.","Male","372","0.095983801133389","0.0853013874765577","0.10666621479022","1"
"Low transfer dependency","2010","16-34 y.","Female","548","0.0814938326561151","0.0729204525688901","0.09006721274334","1"
"Low transfer dependency","2010","35-65 y.","Female","639","0.0676665347225233","0.0618212493885516","0.073511820056495","1"
"Low transfer dependency","2010","35-65 y.","Male","553","0.0575680764910722","0.0517556622302454","0.063380490751899","1"
"Low transfer dependency","2010","66 and older","Female","55","0.0277178838676197","0.0207593070680555","0.0346764606671839","1"
"Low transfer dependency","2010","66 and older","Male","36","0.0227265721415872","0.016081196379374","0.0293719479038005","1"
"Very high transfer dependency","2010","16-34 y.","Male","210","0.0603103432114298","0.0516771703709218","0.0689435160519379","3"
"Very high transfer dependency","2010","16-34 y.","Female","440","0.071984748368265","0.0638854673040044","0.0800840294325256","3"
"Very high transfer dependency","2010","35-65 y.","Male","258","0.0468990233248616","0.0416231779040105","0.0521748687457128","3"
"Very high transfer dependency","2010","35-65 y.","Female","345","0.0376680359168108","0.0332372368595484","0.0420988349740732","3"
"Very high transfer dependency","2010","66 and older","Male","4","","","","3"
"Very high transfer dependency","2010","66 and older","Female","3","","","","3"
"Very low transfer dependency","2010","16-34 y.","Male","2194","0.802845586011538","0.78841773739403","0.817273434629047","0"
"Very low transfer dependency","2010","16-34 y.","Female","2623","0.79209098715232","0.779374332947044","0.804807641357597","0"
"Very low transfer dependency","2010","35-65 y.","Male","5190","0.875696938835037","0.867463930906137","0.883929946763937","0"
"Very low transfer dependency","2010","35-65 y.","Female","5794","0.863298981477581","0.85530432880549","0.871293634149672","0"
"Very low transfer dependency","2010","66 and older","Male","1885","0.970039348028329","0.962437576103","0.977641119953658","0"
"Very low transfer dependency","2010","66 and older","Female","2071","0.96287782715371","0.954863879010425","0.970891775296995","0"
"High transfer dependency","2011","16-34 y.","Male","185","0.0517813381464484","0.0440469317206641","0.0595157445722327","2"
"High transfer dependency","2011","16-34 y.","Female","345","0.0600791084800562","0.0527972750157723","0.06736094194434","2"
"High transfer dependency","2011","35-65 y.","Female","391","0.0330881607550931","0.0293641410470235","0.0368121804631628","2"
"High transfer dependency","2011","35-65 y.","Male","240","0.0297431201917893","0.0258754777898109","0.0336107625937677","2"
"High transfer dependency","2011","66 and older","Male","22","","","","2"
"High transfer dependency","2011","66 and older","Female","24","","","","2"
"Low transfer dependency","2011","16-34 y.","Male","451","0.0931311050286708","0.0829871868684894","0.103275023188852","1"
"Low transfer dependency","2011","16-34 y.","Female","612","0.0942018007304856","0.0852506539215793","0.103152947539392","1"
"Low transfer dependency","2011","35-65 y.","Female","828","0.0615579856352479","0.0565538607492422","0.0665621105212535","1"
"Low transfer dependency","2011","35-65 y.","Male","653","0.0504829478200193","0.0454983121393342","0.0554675835007044","1"
"Low transfer dependency","2011","66 and older","Male","58","0.0267465079490956","0.02041315806505","0.0330798578331411","1"
"Low transfer dependency","2011","66 and older","Female","58","0.0249852618952673","0.0191034382412678","0.0308670855492668","1"
"Very high transfer dependency","2011","16-34 y.","Male","223","0.052485389957875","0.0447014715060387","0.0602693084097113","3"
"Very high transfer dependency","2011","16-34 y.","Female","436","0.067563630043712","0.0598723355343877","0.0752549245530363","3"
"Very high transfer dependency","2011","35-65 y.","Male","299","0.0402782651484049","0.0358019801683844","0.0447545501284254","3"
"Very high transfer dependency","2011","35-65 y.","Female","475","0.0398607324605736","0.0357876615463275","0.0439338033748197","3"
"Very high transfer dependency","2011","66 and older","Male","8","","","","3"
"Very high transfer dependency","2011","66 and older","Female","4","","","","3"
"Very low transfer dependency","2011","16-34 y.","Male","2294","0.802602166867006","0.788708801397522","0.81649553233649","0"
"Very low transfer dependency","2011","35-65 y.","Male","6219","0.879495666839787","0.872083795561684","0.886907538117889","0"
"Very low transfer dependency","2011","16-34 y.","Female","2698","0.778155460745746","0.765423628507379","0.790887292984113","0"
"Very low transfer dependency","2011","35-65 y.","Female","7168","0.865493121149085","0.858389393934266","0.872596848363905","0"
"Very low transfer dependency","2011","66 and older","Male","2405","0.956082828416722","0.948039201995238","0.964126454838206","0"
"Very low transfer dependency","2011","66 and older","Female","2619","0.95892460781606","0.951445538686487","0.966403676945634","0"
"High transfer dependency","2012","16-34 y.","Male","170","0.0411519851666721","0.0340579899850095","0.0482459803483348","2"
"High transfer dependency","2012","16-34 y.","Female","319","0.0605252781647493","0.0529505404532997","0.0681000158761989","2"
"High transfer dependency","2012","35-65 y.","Male","217","0.02617948299153","0.0224980313055174","0.0298609346775427","2"
"High transfer dependency","2012","35-65 y.","Female","366","0.0275752974234159","0.024150658852758","0.0309999359940739","2"
"High transfer dependency","2012","66 and older","Female","25","","","","2"
"High transfer dependency","2012","66 and older","Male","21","","","","2"
"Low transfer dependency","2012","16-34 y.","Male","344","0.0891597766990741","0.0789826262708293","0.0993369271273189","1"
"Low transfer dependency","2012","16-34 y.","Female","493","0.0859079335022785","0.0770063297399804","0.0948095372645765","1"
"Low transfer dependency","2012","35-65 y.","Female","736","0.0622580765683124","0.0572048803151912","0.0673112728214335","1"
"Low transfer dependency","2012","35-65 y.","Male","549","0.0491428199053972","0.0441587193666705","0.054126920444124","1"
"Low transfer dependency","2012","66 and older","Female","51","0.017193858596234","0.0122987289924416","0.0220889882000263","1"
"Low transfer dependency","2012","66 and older","Male","54","0.0197184024206415","0.0143126388624291","0.0251241659788538","1"
"Very high transfer dependency","2012","16-34 y.","Male","181","0.0455222168935516","0.0380780650853807","0.0529663687017225","3"
"Very high transfer dependency","2012","16-34 y.","Female","353","0.0576613387068103","0.0502567231049456","0.0650659543086749","3"
"Very high transfer dependency","2012","35-65 y.","Male","285","0.0423194036377625","0.0376776805720576","0.0469611267034674","3"
"Very high transfer dependency","2012","35-65 y.","Female","435","0.0400360457538766","0.0359360849853355","0.0441360065224176","3"
"Very high transfer dependency","2012","66 and older","Male","7","","","","3"
"Very high transfer dependency","2012","66 and older","Female","5","","","","3"
"Very low transfer dependency","2012","16-34 y.","Male","2317","0.824166021240702","0.810571016552897","0.837761025928507","0"
"Very low transfer dependency","2012","35-65 y.","Male","6175","0.88235829346531","0.874929774159681","0.889786812770939","0"
"Very low transfer dependency","2012","35-65 y.","Female","7246","0.870130580254395","0.863100305218203","0.877160855290587","0"
"Very low transfer dependency","2012","16-34 y.","Female","2642","0.795905449626162","0.783102704608337","0.808708194643987","0"
"Very low transfer dependency","2012","66 and older","Male","2459","0.961240651692744","0.953735662758313","0.968745640627174","0"
"Very low transfer dependency","2012","66 and older","Female","2628","0.963540840349731","0.956482835063351","0.970598845636111","0"
"High transfer dependency","2013","16-34 y.","Male","227","0.0442000514271553","0.0375745575881118","0.0508255452661988","2"
"High transfer dependency","2013","16-34 y.","Female","371","0.0549276438025678","0.0483599309123243","0.0614953566928114","2"
"High transfer dependency","2013","35-65 y.","Male","289","0.0266428154993229","0.0231148792468804","0.0301707517517654","2"
"High transfer dependency","2013","35-65 y.","Female","455","0.0304733840511878","0.0270364452080513","0.0339103228943243","2"
"High transfer dependency","2013","66 and older","Male","22","","","","2"
"High transfer dependency","2013","66 and older","Female","16","","","","2"
"Low transfer dependency","2013","16-34 y.","Male","403","0.0844453320384446","0.0754823334054426","0.0934083306714467","1"
"Low transfer dependency","2013","16-34 y.","Female","579","0.0950707634078762","0.0866156985226268","0.103525828293126","1"
"Low transfer dependency","2013","35-65 y.","Female","781","0.0589450678346605","0.0542356977864207","0.0636544378829004","1"
"Low transfer dependency","2013","35-65 y.","Male","592","0.0542161541723592","0.0492553183911535","0.0591769899535648","1"
"Low transfer dependency","2013","66 and older","Male","51","0.0170443255577327","0.0119439151780262","0.0221447359374392","1"
"Low transfer dependency","2013","66 and older","Female","71","0.0250505293667596","0.0190755705199839","0.0310254882135353","1"
"Very high transfer dependency","2013","16-34 y.","Male","251","0.0520725492774043","0.0449108622901514","0.0592342362646572","3"
"Very high transfer dependency","2013","16-34 y.","Female","424","0.0671157905779765","0.0599028497335009","0.0743287314224522","3"
"Very high transfer dependency","2013","35-65 y.","Male","394","0.0478727619117231","0.0431955581780329","0.0525499656454133","3"
"Very high transfer dependency","2013","35-65 y.","Female","551","0.042306178203564","0.0382813547607277","0.0463310016464004","3"
"Very high transfer dependency","2013","66 and older","Male","15","","","","3"
"Very high transfer dependency","2013","66 and older","Female","13","","","","3"
"Very low transfer dependency","2013","16-34 y.","Male","2816","0.819282067256996","0.806878668238695","0.831685466275296","0"
"Very low transfer dependency","2013","35-65 y.","Male","6729","0.871268268416595","0.863931356499389","0.878605180333801","0"
"Very low transfer dependency","2013","16-34 y.","Female","3249","0.78288580221158","0.771001341890332","0.794770262532827","0"
"Very low transfer dependency","2013","35-65 y.","Female","7821","0.868275369910588","0.861513079334362","0.875037660486813","0"
"Very low transfer dependency","2013","66 and older","Male","2386","0.969843723315623","0.963104839283581","0.976582607347666","0"
"Very low transfer dependency","2013","66 and older","Female","2528","0.962896766872893","0.95567021453513","0.970123319210656","0"
"High transfer dependency","2014","16-34 y.","Male","214","0.0515074433662155","0.0439154144543813","0.0590994722780497","2"
"High transfer dependency","2014","16-34 y.","Female","298","0.0570513055645701","0.0496990132179014","0.0644035979112389","2"
"High transfer dependency","2014","35-65 y.","Female","357","0.0295006926988828","0.0258987174755071","0.0331026679222584","2"
"High transfer dependency","2014","35-65 y.","Male","228","0.0265211924811514","0.0227552290255426","0.0302871559367601","2"
"High transfer dependency","2014","66 and older","Female","22","","","","2"
"High transfer dependency","2014","66 and older","Male","18","","","","2"
"Low transfer dependency","2014","16-34 y.","Male","381","0.0949859727281603","0.0849151886291703","0.10505675682715","1"
"Low transfer dependency","2014","16-34 y.","Female","489","0.103155779707192","0.0935141326001235","0.112797426814261","1"
"Low transfer dependency","2014","35-65 y.","Female","696","0.0631305088869031","0.0579534131910201","0.0683076045827862","1"
"Low transfer dependency","2014","35-65 y.","Male","509","0.0521297384799623","0.0469197885570069","0.0573396884029176","1"
"Low transfer dependency","2014","66 and older","Female","57","0.0194929356299502","0.0141322958278094","0.0248535754320909","1"
"Low transfer dependency","2014","66 and older","Male","51","0.0205658698348274","0.0149321869325874","0.0261995527370674","1"
"Very high transfer dependency","2014","16-34 y.","Male","214","0.0591288692775944","0.0510272701266295","0.0672304684285594","3"
"Very high transfer dependency","2014","16-34 y.","Female","336","0.0683207593867358","0.0603232364583569","0.0763182823151146","3"
"Very high transfer dependency","2014","35-65 y.","Male","329","0.0500284648542375","0.0449189435846227","0.0551379861238523","3"
"Very high transfer dependency","2014","35-65 y.","Female","463","0.0432795158087897","0.0389477922560559","0.0476112393615234","3"
"Very high transfer dependency","2014","66 and older","Male","18","","","","3"
"Very high transfer dependency","2014","66 and older","Female","12","","","","3"
"Very low transfer dependency","2014","16-34 y.","Male","2447","0.79437771462803","0.780495635683887","0.808259793572173","0"
"Very low transfer dependency","2014","35-65 y.","Male","5927","0.871320604184649","0.863472589166892","0.879168619202406","0"
"Very low transfer dependency","2014","35-65 y.","Female","6961","0.864089282605424","0.856794150494183","0.871384414716665","0"
"Very low transfer dependency","2014","16-34 y.","Female","2700","0.771472155341502","0.758162229623704","0.7847820810593","0"
"Very low transfer dependency","2014","66 and older","Male","2351","0.966406015352319","0.95925377974672","0.973558250957919","0"
"Very low transfer dependency","2014","66 and older","Female","2464","0.968084402647459","0.961268698367531","0.974900106927386","0"
"High transfer dependency","2015","16-34 y.","Male","211","0.0501544360620169","0.0427177254382882","0.0575911466857455","2"
"High transfer dependency","2015","16-34 y.","Female","293","0.0587378771964849","0.0513421852943348","0.066133569098635","2"
"High transfer dependency","2015","35-65 y.","Female","325","0.0291462423799133","0.0255264645703096","0.0327660201895171","2"
"High transfer dependency","2015","35-65 y.","Male","201","0.0217533260738091","0.0182967702039238","0.0252098819436944","2"
"High transfer dependency","2015","66 and older","Male","14","","","","2"
"High transfer dependency","2015","66 and older","Female","22","","","","2"
"Low transfer dependency","2015","16-34 y.","Male","315","0.0730093936717778","0.064145454952142","0.0818733323914136","1"
"Low transfer dependency","2015","16-34 y.","Female","434","0.0850717944676468","0.0762967222213783","0.0938468667139153","1"
"Low transfer dependency","2015","35-65 y.","Male","445","0.0517632633969071","0.046513668767882","0.0570128580259322","1"
"Low transfer dependency","2015","35-65 y.","Female","621","0.0606907613987204","0.0555529363794738","0.065828586417967","1"
"Low transfer dependency","2015","66 and older","Male","52","0.0193635648000649","0.0138654209368182","0.0248617086633116","1"
"Low transfer dependency","2015","66 and older","Female","60","0.0227705504059346","0.0169693713537446","0.0285717294581247","1"
"Very high transfer dependency","2015","16-34 y.","Male","256","0.0646858960024719","0.0563051390079058","0.0730666529970379","3"
"Very high transfer dependency","2015","16-34 y.","Female","365","0.0628305453948913","0.0551981849329906","0.070462905856792","3"
"Very high transfer dependency","2015","35-65 y.","Male","358","0.0534273845818067","0.0480987556123577","0.0587560135512558","3"
"Very high transfer dependency","2015","35-65 y.","Female","462","0.043732008108315","0.0393314958108798","0.0481325204057502","3"
"Very high transfer dependency","2015","66 and older","Male","21","","","","3"
"Very high transfer dependency","2015","66 and older","Female","15","","","","3"
"Very low transfer dependency","2015","16-34 y.","Male","2527","0.812150274263733","0.798841955710887","0.82545859281658","0"
"Very low transfer dependency","2015","16-34 y.","Female","2791","0.793359782940977","0.78062454947079","0.806095016411164","0"
"Very low transfer dependency","2015","35-65 y.","Male","5838","0.873056025947477","0.865167721600503","0.880944330294451","0"
"Very low transfer dependency","2015","35-65 y.","Female","6888","0.866430988113051","0.859110609151841","0.873751367074261","0"
"Very low transfer dependency","2015","66 and older","Male","2326","0.968588168129464","0.961628546294543","0.975547789964386","0"
"Very low transfer dependency","2015","66 and older","Female","2443","0.965041577687694","0.957898585792067","0.972184569583321","0"
"High transfer dependency","2016","16-34 y.","Male","147","0.0456165761924377","0.0379251305793578","0.0533080218055176","2"
"High transfer dependency","2016","16-34 y.","Female","199","0.0549007928316048","0.0471136839618617","0.0626879017013479","2"
"High transfer dependency","2016","35-65 y.","Female","277","0.0251453056662007","0.0216370810355289","0.0286535302968724","2"
"High transfer dependency","2016","35-65 y.","Male","170","0.0258385604987229","0.021887514231694","0.0297896067657518","2"
"High transfer dependency","2016","66 and older","Female","30","0.0112869972054444","0.00709799403417084","0.015476000376718","2"
"High transfer dependency","2016","66 and older","Male","13","","","","2"
"Low transfer dependency","2016","16-34 y.","Male","314","0.0960954822935595","0.0852312773229411","0.106959687264178","1"
"Low transfer dependency","2016","16-34 y.","Female","425","0.112083393714413","0.101298770805147","0.122868016623679","1"
"Low transfer dependency","2016","35-65 y.","Female","579","0.0529653866395059","0.0479469552647977","0.057983818014214","1"
"Low transfer dependency","2016","35-65 y.","Male","429","0.0533063823688547","0.0477119397953102","0.0589008249423992","1"
"Low transfer dependency","2016","66 and older","Female","54","0.0221981296036409","0.0163560162305442","0.0280402429767376","1"
"Low transfer dependency","2016","66 and older","Male","43","0.0211029112284257","0.0152619686024111","0.0269438538544402","1"
"Very high transfer dependency","2016","16-34 y.","Male","213","0.0638509411167809","0.0548385228175639","0.0728633594159978","3"
"Very high transfer dependency","2016","16-34 y.","Female","288","0.0586463383105077","0.0506139425586646","0.0666787340623509","3"
"Very high transfer dependency","2016","35-65 y.","Male","292","0.0479951754332032","0.0426718764760466","0.0533184743903598","3"
"Very high transfer dependency","2016","35-65 y.","Female","402","0.0382872733217932","0.0339875660345061","0.0425869806090804","3"
"Very high transfer dependency","2016","66 and older","Male","24","","","","3"
"Very high transfer dependency","2016","66 and older","Female","13","","","","3"
"Very low transfer dependency","2016","16-34 y.","Male","2153","0.794437000397222","0.779540392334131","0.809333608460313","0"
"Very low transfer dependency","2016","35-65 y.","Male","5303","0.872859881699219","0.86456374188485","0.881156021513589","0"
"Very low transfer dependency","2016","16-34 y.","Female","2375","0.774369475143475","0.760079835450041","0.788659114836908","0"
"Very low transfer dependency","2016","35-65 y.","Female","6393","0.8836020343725","0.876415987617744","0.890788081127256","0"
"Very low transfer dependency","2016","66 and older","Male","2246","0.962809548432171","0.955119498566861","0.970499598297481","0"
"Very low transfer dependency","2016","66 and older","Female","2346","0.963681543216728","0.956263030910693","0.971100055522764","0"
"High transfer dependency","2017","16-34 y.","Male","229","0.0434989062882894","0.0370848246450981","0.0499129879314808","2"
"High transfer dependency","2017","16-34 y.","Female","234","0.0519702729539319","0.0450376319453756","0.0589029139624881","2"
"High transfer dependency","2017","35-65 y.","Male","242","0.0272090469448053","0.0235208940305874","0.0308971998590233","2"
"High transfer dependency","2017","35-65 y.","Female","349","0.0300452083598027","0.0264796946808592","0.0336107220387463","2"
"High transfer dependency","2017","66 and older","Male","17","","","","2"
"High transfer dependency","2017","66 and older","Female","28","","","","2"
"Low transfer dependency","2017","16-34 y.","Male","366","0.0771112602837525","0.0687227246521743","0.0854997959153306","1"
"Low transfer dependency","2017","16-34 y.","Female","427","0.100080784732079","0.0907075962831693","0.109453973180988","1"
"Low transfer dependency","2017","35-65 y.","Male","420","0.0451999687563282","0.0404905449797902","0.0499093925328662","1"
"Low transfer dependency","2017","35-65 y.","Female","565","0.0475008582846414","0.0430582116059507","0.0519435049633322","1"
"Low transfer dependency","2017","66 and older","Male","46","0.022320334346098","0.0165005200290608","0.0281401486631352","1"
"Low transfer dependency","2017","66 and older","Female","60","0.0246990809347045","0.0186832940801229","0.0307148677892862","1"
"Very high transfer dependency","2017","16-34 y.","Male","777","0.0743185756654296","0.0660708911035952","0.082566260227264","3"
"Very high transfer dependency","2017","16-34 y.","Female","626","0.0626223230611576","0.0550551768448185","0.0701894692774968","3"
"Very high transfer dependency","2017","35-65 y.","Male","806","0.0497344620478351","0.0448062011075055","0.0546627229881648","3"
"Very high transfer dependency","2017","35-65 y.","Female","694","0.0389453305949107","0.0349045944319561","0.0429860667578653","3"
"Very high transfer dependency","2017","66 and older","Male","28","","","","3"
"Very high transfer dependency","2017","66 and older","Female","24","","","","3"
"Very low transfer dependency","2017","16-34 y.","Male","2513","0.805071257762529","0.792614423658234","0.817528091866823","0"
"Very low transfer dependency","2017","35-65 y.","Male","6007","0.877856522251031","0.870433352306956","0.885279692195106","0"
"Very low transfer dependency","2017","16-34 y.","Female","2651","0.785326619252832","0.772502590230085","0.798150648275579","0"
"Very low transfer dependency","2017","35-65 y.","Female","7198","0.883508602760645","0.87680804324622","0.89020916227507","0"
"Very low transfer dependency","2017","66 and older","Male","2384","0.963149194124705","0.955727026351964","0.970571361897445","0"
"Very low transfer dependency","2017","66 and older","Female","2445","0.964029859621429","0.956812156141085","0.971247563101773","0"
"High transfer dependency","2018","16-34 y.","Male","305","0.0424249874163719","0.0363473890327264","0.0485025858000174","2"
"High transfer dependency","2018","16-34 y.","Female","313","0.0459793045079001","0.0395424884055957","0.0524161206102044","2"
"High transfer dependency","2018","35-65 y.","Female","372","0.0278243849726398","0.0243519829968844","0.0312967869483952","2"
"High transfer dependency","2018","35-65 y.","Male","288","0.028025411747436","0.0242675357654989","0.0317832877293732","2"
"High transfer dependency","2018","66 and older","Male","28","","","","2"
"High transfer dependency","2018","66 and older","Female","32","0.0107804773690455","0.00680800319503914","0.0147529515430518","2"
"Low transfer dependency","2018","16-34 y.","Male","396","0.0746946486679154","0.0667674085051481","0.0826218888306828","1"
"Low transfer dependency","2018","16-34 y.","Female","376","0.0821541879355269","0.0737148044099918","0.090593571461062","1"
"Low transfer dependency","2018","35-65 y.","Male","422","0.0457581305248592","0.0410003724220733","0.0505158886276451","1"
"Low transfer dependency","2018","35-65 y.","Female","562","0.0534913739978549","0.0487407680187738","0.058241979976936","1"
"Low transfer dependency","2018","66 and older","Male","54","0.0180577564132417","0.012810610871202","0.0233049019552815","1"
"Low transfer dependency","2018","66 and older","Female","76","0.0232482144167399","0.0174514899851858","0.029044938848294","1"
"Very high transfer dependency","2018","16-34 y.","Male","996","0.069492879157066","0.0618251857811098","0.0771605725330222","3"
"Very high transfer dependency","2018","16-34 y.","Female","801","0.0641757801164451","0.056644067793749","0.0717074924391412","3"
"Very high transfer dependency","2018","35-65 y.","Male","1053","0.0487768756132881","0.043872461021116","0.0536812902054603","3"
"Very high transfer dependency","2018","35-65 y.","Female","868","0.0428056858225455","0.0385320684998998","0.0470793031451912","3"
"Very high transfer dependency","2018","66 and older","Male","36","0.00929391150409636","0.00551279616046653","0.0130750268477262","3"
"Very high transfer dependency","2018","66 and older","Female","32","0.00568521959697623","0.00279299965177633","0.00857743954217614","3"
"Very low transfer dependency","2018","16-34 y.","Male","2528","0.813387484758647","0.801639757354364","0.825135212162929","0"
"Very low transfer dependency","2018","35-65 y.","Male","5647","0.877439582114417","0.869972985061744","0.88490617916709","0"
"Very low transfer dependency","2018","16-34 y.","Female","2577","0.807690727440128","0.79557823090316","0.819803223977096","0"
"Very low transfer dependency","2018","35-65 y.","Female","6816","0.87587855520696","0.868917257552933","0.882839852860987","0"
"Very low transfer dependency","2018","66 and older","Male","2356","0.957042677582687","0.949052940330645","0.965032414834728","0"
"Very low transfer dependency","2018","66 and older","Female","2456","0.960286088617238","0.952773884205195","0.967798293029282","0"
"High transfer dependency","2019","16-34 y.","Male","266","0.0414213078263072","0.0350782745778282","0.0477643410747862","2"
"High transfer dependency","2019","16-34 y.","Female","240","0.0428896513528266","0.0363364423576238","0.0494428603480293","2"
"High transfer dependency","2019","35-65 y.","Male","262","0.0274601613460064","0.0238933669625412","0.0310269557294716","2"
"High transfer dependency","2019","35-65 y.","Female","306","0.0259851517735484","0.0226280569403583","0.0293422466067384","2"
"High transfer dependency","2019","66 and older","Female","27","","","","2"
"High transfer dependency","2019","66 and older","Male","33","0.0135640765749556","0.00916083225572199","0.0179673208941892","2"
"Low transfer dependency","2019","16-34 y.","Male","343","0.0806725487811173","0.0720035448045662","0.0893415527576685","1"
"Low transfer dependency","2019","16-34 y.","Female","341","0.0916416594039758","0.0823097216954338","0.100973597112518","1"
"Low transfer dependency","2019","35-65 y.","Female","495","0.0543673867273439","0.0495827536085453","0.0591520198461425","1"
"Low transfer dependency","2019","35-65 y.","Male","371","0.0493341008114303","0.0446073751366437","0.0540608264862169","1"
"Low transfer dependency","2019","66 and older","Male","57","0.0203714769093072","0.0149939177603758","0.0257490360582385","1"
"Low transfer dependency","2019","66 and older","Female","78","0.0280242873657297","0.0216876933815115","0.0343608813499479","1"
"Very high transfer dependency","2019","16-34 y.","Male","765","0.0651021797495251","0.0572489005575022","0.072955458941548","3"
"Very high transfer dependency","2019","16-34 y.","Female","718","0.0613485190981641","0.0535869240280644","0.0691101141682638","3"
"Very high transfer dependency","2019","35-65 y.","Male","1001","0.0439400936104726","0.0394666097655912","0.048413577455354","3"
"Very high transfer dependency","2019","35-65 y.","Female","824","0.0362899325272798","0.0323436836593212","0.0402361813952385","3"
"Very high transfer dependency","2019","66 and older","Male","42","0.0123112682230562","0.00811363321365636","0.0165089032324561","3"
"Very high transfer dependency","2019","66 and older","Female","30","0.00635445384551512","0.00330363974305083","0.00940526794797941","3"
"Very low transfer dependency","2019","16-34 y.","Male","2417","0.81280396364305","0.800387085197769","0.825220842088332","0"
"Very low transfer dependency","2019","35-65 y.","Male","6430","0.879265644232091","0.872154355403212","0.88637693306097","0"
"Very low transfer dependency","2019","16-34 y.","Female","2373","0.804120170145034","0.791283508566822","0.816956831723245","0"
"Very low transfer dependency","2019","35-65 y.","Female","7002","0.883357528971828","0.876584002924725","0.890131055018931","0"
"Very low transfer dependency","2019","66 and older","Male","2519","0.953753178292681","0.945758478285107","0.961747878300255","0"
"Very low transfer dependency","2019","66 and older","Female","2471","0.957099023153754","0.949319142901946","0.964878903405561","0"
