"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1986","Hesse","no migration background","630","0.956298519845935","0.940678558338086","0.971918481353784"
"Very low transfer dependency","1986","Hesse","direct migration background","346","0.922293758905937","0.895412587588609","0.949174930223266"
"Very low transfer dependency","1986","Hesse","indirect migration background","9","","",""
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","no migration background","609","0.96096214088213","0.945873769288226","0.976050512476034"
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","direct migration background","122","0.970314226784749","0.940796927908625","0.999831525660873"
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Very low transfer dependency","1986","Baden-Württemberg","no migration background","1153","0.974687364404551","0.965732877528895","0.983641851280207"
"Very low transfer dependency","1986","Baden-Württemberg","direct migration background","713","0.941420592083291","0.924844382174519","0.957996801992062"
"Very low transfer dependency","1986","Baden-Württemberg","indirect migration background","40","0.963935038856795","0.907546600963253","1.02032347675034"
"Very low transfer dependency","1986","Bavaria","no migration background","1304","0.946361835389635","0.934427123750138","0.958296547029133"
"Very low transfer dependency","1986","Bavaria","direct migration background","369","0.954156107911711","0.93304418098276","0.975268034840662"
"Very low transfer dependency","1986","Bavaria","indirect migration background","32","1","1","1"
"Very low transfer dependency","1986","Berlin","no migration background","235","0.967563445670176","0.9452892496474","0.989837641692953"
"Very low transfer dependency","1986","Berlin","direct migration background","84","0.865488420627554","0.799912878711622","0.931063962543485"
"Very low transfer dependency","1986","Berlin","indirect migration background","2","","",""
"Very low transfer dependency","1986","Brandenburg","no migration background","","","",""
"Very low transfer dependency","1986","Brandenburg","direct migration background","","","",""
"Very low transfer dependency","1986","Brandenburg","indirect migration background","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very low transfer dependency","1986","Saxony","no migration background","","","",""
"Very low transfer dependency","1986","Saxony","direct migration background","","","",""
"Very low transfer dependency","1986","Saxony","indirect migration background","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","no migration background","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","direct migration background","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","indirect migration background","","","",""
"Very low transfer dependency","1986","Thuringia","no migration background","","","",""
"Very low transfer dependency","1986","Thuringia","direct migration background","","","",""
"Very low transfer dependency","1986","Thuringia","indirect migration background","","","",""
"Low transfer dependency","1986","Schleswig-Holstein","no migration background","16","","",""
"Low transfer dependency","1986","Schleswig-Holstein","direct migration background","1","","",""
"Low transfer dependency","1986","Schleswig-Holstein","indirect migration background","","","",""
"Low transfer dependency","1986","Hamburg","no migration background","1","","",""
"Low transfer dependency","1986","Hamburg","direct migration background","8","","",""
"Low transfer dependency","1986","Hamburg","indirect migration background","","","",""
"Low transfer dependency","1986","Lower Saxony","no migration background","36","0.0385204659976751","0.0261318151794069","0.0509091168159434"
"Low transfer dependency","1986","Lower Saxony","direct migration background","10","","",""
"Low transfer dependency","1986","Lower Saxony","indirect migration background","","","",""
"Low transfer dependency","1986","Bremen","no migration background","1","","",""
"Low transfer dependency","1986","Bremen","direct migration background","5","","",""
"Low transfer dependency","1986","Bremen","indirect migration background","","","",""
"Low transfer dependency","1986","North Rhine-Westphalia","no migration background","50","0.0248401111038976","0.0180763649757331","0.031603857232062"
"Low transfer dependency","1986","North Rhine-Westphalia","direct migration background","39","0.0553832703298288","0.0392487315313696","0.0715178091282881"
"Low transfer dependency","1986","North Rhine-Westphalia","indirect migration background","2","","",""
"Low transfer dependency","1986","Hesse","no migration background","14","","",""
"Low transfer dependency","1986","Hesse","direct migration background","20","","",""
"Low transfer dependency","1986","Hesse","indirect migration background","","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","no migration background","9","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Low transfer dependency","1986","Baden-Württemberg","no migration background","17","","",""
"Low transfer dependency","1986","Baden-Württemberg","direct migration background","40","0.040979129346917","0.0269859534025336","0.0549723052913005"
"Low transfer dependency","1986","Baden-Württemberg","indirect migration background","2","","",""
"Low transfer dependency","1986","Bavaria","no migration background","34","0.025025341728286","0.0167510078903126","0.0332996755662594"
"Low transfer dependency","1986","Bavaria","direct migration background","6","","",""
"Low transfer dependency","1986","Bavaria","indirect migration background","","","",""
"Low transfer dependency","1986","Berlin","no migration background","6","","",""
