"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2000","1-pers.-HH","Rural Area","869","0.906753917190636","0.888473968305208","0.925033866076063"
"Very low transfer dependency","2000","(Married) couple without C. ","Urban Area","4807","0.955108799675","0.949413041509063","0.960804557840938"
"Very low transfer dependency","2000","(Married) couple without C. ","Rural Area","2257","0.919288147005","0.908597737151084","0.929978556858915"
"Very low transfer dependency","2000","Single parent ","Urban Area","617","0.777775414639771","0.749020407737903","0.806530421541638"
"Very low transfer dependency","2000","Single parent ","Rural Area","256","0.688146387057727","0.641932739742095","0.73436003437336"
"Very low transfer dependency","2000","Couple + C. LE 16 ","Urban Area","3010","0.880629098194817","0.869800748494652","0.891457447894981"
"Very low transfer dependency","2000","Couple + C. LE 16 ","Rural Area","1375","0.805355700048187","0.786731057596172","0.823980342500202"
"Very low transfer dependency","2000","Couple + C. GT 16 ","Urban Area","2255","0.936968270729022","0.927309800201202","0.946626741256842"
"Very low transfer dependency","2000","Couple + C. GT 16 ","Rural Area","1390","0.934748104181214","0.922307856789249","0.94718835157318"
"Very low transfer dependency","2000","Couple + C. LE and GT 16","Urban Area","1004","0.866604659455164","0.847080786711697","0.886128532198632"
"Very low transfer dependency","2000","Couple + C. LE and GT 16","Rural Area","624","0.806183561021656","0.778353797640522","0.83401332440279"
"Low transfer dependency","2000","1-pers.-HH","Urban Area","52","0.0187359796091289","0.013289705024396","0.0241822541938617"
"Low transfer dependency","2000","1-pers.-HH","Rural Area","37","0.0350087768426267","0.0234539056404472","0.0465636480448061"
"Low transfer dependency","2000","(Married) couple without C. ","Urban Area","160","0.0253420339651726","0.0210189729814954","0.0296650949488499"
"Low transfer dependency","2000","(Married) couple without C. ","Rural Area","146","0.0476080441835904","0.0392510924110075","0.0559649959561733"
"Low transfer dependency","2000","Single parent ","Urban Area","80","0.0876617788803456","0.0681015743005374","0.107221983460154"
"Low transfer dependency","2000","Single parent ","Rural Area","48","0.127664259450998","0.0943729454476177","0.160955573454377"
"Low transfer dependency","2000","Couple + C. LE 16 ","Urban Area","291","0.0785032651246823","0.0695205571692277","0.0874859730801369"
"Low transfer dependency","2000","Couple + C. LE 16 ","Rural Area","261","0.139515843487586","0.123217013324649","0.155814673650524"
"Low transfer dependency","2000","Couple + C. GT 16 ","Urban Area","119","0.0429210562549817","0.0348658737042559","0.0509762388057074"
"Low transfer dependency","2000","Couple + C. GT 16 ","Rural Area","85","0.0435975286784396","0.0333117675494988","0.0538832898073803"
"Low transfer dependency","2000","Couple + C. LE and GT 16","Urban Area","103","0.0768719539160607","0.0615751724878716","0.0921687353442497"
"Low transfer dependency","2000","Couple + C. LE and GT 16","Rural Area","102","0.136066928416302","0.111928244942965","0.160205611889639"
"High transfer dependency","2000","1-pers.-HH","Urban Area","42","0.0152145716340378","0.0102979242211476","0.020131219046928"
"High transfer dependency","2000","1-pers.-HH","Rural Area","22","","",""
"High transfer dependency","2000","(Married) couple without C. ","Urban Area","43","0.00632389717293924","0.00414338090111628","0.00850441344476221"
"High transfer dependency","2000","(Married) couple without C. ","Rural Area","46","0.014601882503316","0.00989416758917668","0.0193095974174554"
"High transfer dependency","2000","Single parent ","Urban Area","39","0.0519663672771509","0.0366144235444533","0.0673183110098484"
"High transfer dependency","2000","Single parent ","Rural Area","33","0.0681571307892659","0.0430161954193065","0.0932980661592254"
"High transfer dependency","2000","Couple + C. LE 16 ","Urban Area","41","0.0149365802691312","0.0108854686986853","0.018987691839577"
"High transfer dependency","2000","Couple + C. LE 16 ","Rural Area","46","0.027920867084898","0.0201711028332159","0.0356706313365801"
"High transfer dependency","2000","Couple + C. GT 16 ","Urban Area","34","0.0105860699743209","0.00651861554262332","0.0146535244060185"
"High transfer dependency","2000","Couple + C. GT 16 ","Rural Area","33","0.0172402505669919","0.0106836214102247","0.0237968797237591"
"High transfer dependency","2000","Couple + C. LE and GT 16","Urban Area","30","0.0276660699395328","0.018247898665117","0.0370842412139485"
"High transfer dependency","2000","Couple + C. LE and GT 16","Rural Area","33","0.0352729295824512","0.0222855887522509","0.0482602704126516"
"Very high transfer dependency","2000","1-pers.-HH","Urban Area","98","0.0362667004157151","0.0287573763223839","0.0437760245090463"
"Very high transfer dependency","2000","1-pers.-HH","Rural Area","44","0.0368985491054388","0.0250475320844756","0.0487495661264021"
"Very high transfer dependency","2000","(Married) couple without C. ","Urban Area","67","0.013225269186888","0.0100829103340949","0.0163676280396811"
"Very high transfer dependency","2000","(Married) couple without C. ","Rural Area","45","0.0185019263080942","0.0132131759752805","0.0237906766409078"
"Very high transfer dependency","2000","Single parent ","Urban Area","67","0.082596439202733","0.0635571297973488","0.101635748608117"
"Very high transfer dependency","2000","Single parent ","Rural Area","49","0.116032222702009","0.0840828775111104","0.147981567892908"
"Very high transfer dependency","2000","Couple + C. LE 16 ","Urban Area","102","0.0259310564113697","0.0206231718009559","0.0312389410217835"
"Very high transfer dependency","2000","Couple + C. LE 16 ","Rural Area","54","0.0272075893793284","0.0195546486512674","0.0348605301073893"
"Very high transfer dependency","2000","Couple + C. GT 16 ","Urban Area","24","","",""
"Very high transfer dependency","2000","Couple + C. GT 16 ","Rural Area","6","","",""
"Very high transfer dependency","2000","Couple + C. LE and GT 16","Urban Area","28","","",""
"Very high transfer dependency","2000","Couple + C. LE and GT 16","Rural Area","16","","",""
"Very low transfer dependency","2001","1-pers.-HH","Urban Area","1951","0.920948656246233","0.90952488907542","0.932372423417045"
"Very low transfer dependency","2001","1-pers.-HH","Rural Area","760","0.902410230534094","0.882622528096584","0.922197932971603"
"Very low transfer dependency","2001","(Married) couple without C. ","Urban Area","4343","0.948164594087521","0.941758042993857","0.954571145181186"
"Very low transfer dependency","2001","(Married) couple without C. ","Rural Area","2078","0.924234443929809","0.913398605301558","0.93507028255806"
"Very low transfer dependency","2001","Single parent ","Urban Area","541","0.748181982992392","0.716716353449716","0.779647612535068"
"Very low transfer dependency","2001","Single parent ","Rural Area","263","0.751190427526978","0.707949894003765","0.794430961050192"
"Very low transfer dependency","2001","Couple + C. LE 16 ","Urban Area","2749","0.87400673510893","0.862434844147754","0.885578626070107"
"Very low transfer dependency","2001","Couple + C. LE 16 ","Rural Area","1230","0.805837732222856","0.78619010986698","0.825485354578732"
"Very low transfer dependency","2001","Couple + C. GT 16 ","Urban Area","2067","0.945796019992852","0.936341158486852","0.955250881498851"
"Very low transfer dependency","2001","Couple + C. GT 16 ","Rural Area","1273","0.91143293893507","0.896681338666335","0.926184539203804"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","Urban Area","939","0.890991777028058","0.872248207109249","0.909735346946868"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","Rural Area","508","0.788883298898721","0.757677659711503","0.820088938085939"
"Low transfer dependency","2001","1-pers.-HH","Urban Area","66","0.0280222015036968","0.0210347902680635","0.0350096127393301"
"Low transfer dependency","2001","1-pers.-HH","Rural Area","34","0.0302688999129443","0.0188449786684312","0.0416928211574575"
"Low transfer dependency","2001","(Married) couple without C. ","Urban Area","148","0.0288910872460375","0.0240506444938972","0.0337315299981777"
"Low transfer dependency","2001","(Married) couple without C. ","Rural Area","125","0.0417116616885306","0.0335248953787014","0.0498984279983598"
"Low transfer dependency","2001","Single parent ","Urban Area","75","0.0908608366444211","0.0700258631883049","0.111695810100537"
"Low transfer dependency","2001","Single parent ","Rural Area","44","0.0911422508395155","0.0623556549659652","0.119928846713066"
"Low transfer dependency","2001","Couple + C. LE 16 ","Urban Area","254","0.0742580319285378","0.0651150055688188","0.0834010582882569"
"Low transfer dependency","2001","Couple + C. LE 16 ","Rural Area","235","0.137927170616001","0.12079940634792","0.155054934884082"
"Low transfer dependency","2001","Couple + C. GT 16 ","Urban Area","97","0.0402803877859874","0.0320700722359613","0.0484907033360135"
"Low transfer dependency","2001","Couple + C. GT 16 ","Rural Area","117","0.0653552293214152","0.0525229406590732","0.0781875179837571"
"Low transfer dependency","2001","Couple + C. LE and GT 16","Urban Area","89","0.0737184836424753","0.0580023566903536","0.0894346105945971"
"Low transfer dependency","2001","Couple + C. LE and GT 16","Rural Area","118","0.148453733528817","0.121266495284067","0.175640971773566"
"High transfer dependency","2001","1-pers.-HH","Urban Area","34","0.0151616675383211","0.00998806617709189","0.0203352688995504"
"High transfer dependency","2001","1-pers.-HH","Rural Area","19","","",""
"High transfer dependency","2001","(Married) couple without C. ","Urban Area","61","0.0123380085469463","0.00914797038087603","0.0155280467130165"
"High transfer dependency","2001","(Married) couple without C. ","Rural Area","39","0.0117903530709857","0.00737034058384796","0.0162103655581234"
"High transfer dependency","2001","Single parent ","Urban Area","39","0.0543242203594868","0.037893474181398","0.0707549665375756"
"High transfer dependency","2001","Single parent ","Rural Area","31","0.0544336558785041","0.0317422066646272","0.0771251050923809"
"High transfer dependency","2001","Couple + C. LE 16 ","Urban Area","73","0.0238944245227272","0.0185688071277439","0.0292200419177105"
"High transfer dependency","2001","Couple + C. LE 16 ","Rural Area","46","0.0269267147101363","0.0188864889380927","0.0349669404821798"
"High transfer dependency","2001","Couple + C. GT 16 ","Urban Area","20","","",""
"High transfer dependency","2001","Couple + C. GT 16 ","Rural Area","26","","",""
"High transfer dependency","2001","Couple + C. LE and GT 16","Urban Area","16","","",""
"High transfer dependency","2001","Couple + C. LE and GT 16","Rural Area","19","","",""
"Very high transfer dependency","2001","1-pers.-HH","Urban Area","92","0.0358674747117494","0.0279941933285723","0.0437407560949265"
"Very high transfer dependency","2001","1-pers.-HH","Rural Area","51","0.0514790272171921","0.0367447154628308","0.0662133389715535"
"Very high transfer dependency","2001","(Married) couple without C. ","Urban Area","48","0.0106063101194949","0.00764600890067998","0.0135666113383099"
"Very high transfer dependency","2001","(Married) couple without C. ","Rural Area","49","0.0222635413106746","0.0162220580816848","0.0283050245396645"
"Very high transfer dependency","2001","Single parent ","Urban Area","76","0.1066329600037","0.0842586269892394","0.129007293018161"
"Very high transfer dependency","2001","Single parent ","Rural Area","46","0.103233665755002","0.072801504161354","0.13366582734865"
"Very high transfer dependency","2001","Couple + C. LE 16 ","Urban Area","83","0.0278408084398049","0.0221038342968568","0.0335777825827529"
"Very high transfer dependency","2001","Couple + C. LE 16 ","Rural Area","46","0.0293083824510066","0.020930382578395","0.0376863823236181"
"Very high transfer dependency","2001","Couple + C. GT 16 ","Urban Area","19","","",""
"Very high transfer dependency","2001","Couple + C. GT 16 ","Rural Area","9","","",""
"Very high transfer dependency","2001","Couple + C. LE and GT 16","Urban Area","18","","",""
"Very high transfer dependency","2001","Couple + C. LE and GT 16","Rural Area","12","","",""
"Very low transfer dependency","2002","1-pers.-HH","Urban Area","1961","0.910005782564348","0.89792336523752","0.922088199891175"
