"pli0092_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","2001","Bremen","Female","","","","","1"
"Daily","2001","North Rhine-Westphalia","Male","","","","","1"
"Daily","2001","North Rhine-Westphalia","Female","","","","","1"
"Daily","2001","Hesse","Male","","","","","1"
"Daily","2001","Hesse","Female","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2001","Baden-Württemberg","Male","","","","","1"
"Daily","2001","Baden-Württemberg","Female","","","","","1"
"Daily","2001","Bavaria","Male","","","","","1"
"Daily","2001","Bavaria","Female","","","","","1"
"Daily","2001","Berlin","Male","","","","","1"
"Daily","2001","Berlin","Female","","","","","1"
"Daily","2001","Brandenburg","Male","","","","","1"
"Daily","2001","Brandenburg","Female","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2001","Saxony","Male","","","","","1"
"Daily","2001","Saxony","Female","","","","","1"
"Daily","2001","Saxony-Anhalt","Male","","","","","1"
"Daily","2001","Saxony-Anhalt","Female","","","","","1"
"Daily","2001","Thuringia","Male","","","","","1"
"Daily","2001","Thuringia","Female","","","","","1"
"Min 1x per month","2001","Hamburg","Male","4","","","","3"
"Min 1x per month","2001","Hamburg","Female","5","","","","3"
"Min 1x per month","2001","Schleswig-Holstein","Female","32","0.0790655696837237","0.0503408169367533","0.107790322430694","3"
"Min 1x per month","2001","Schleswig-Holstein","Male","30","0.100261032481548","0.0664984505901309","0.134023614372966","3"
"Min 1x per month","2001","Lower Saxony","Male","71","0.0731199063889989","0.0561961899394772","0.0900436228385206","3"
"Min 1x per month","2001","Lower Saxony","Female","56","0.0620758372634699","0.0465929331480411","0.0775587413788986","3"
"Min 1x per month","2001","Bremen","Male","7","","","","3"
"Min 1x per month","2001","Bremen","Female","4","","","","3"
"Min 1x per month","2001","North Rhine-Westphalia","Male","159","0.068859597693364","0.058335847617352","0.0793833477693761","3"
"Min 1x per month","2001","North Rhine-Westphalia","Female","135","0.0541683832381091","0.0451145631265316","0.0632222033496865","3"
"Min 1x per month","2001","Hesse","Male","45","0.0588904760441533","0.0415982576877513","0.0761826944005552","3"
"Min 1x per month","2001","Hesse","Female","31","0.0434443569662072","0.0290642788040666","0.0578244351283479","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","Male","27","","","","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","Female","24","","","","3"
"Min 1x per month","2001","Baden-Württemberg","Male","105","0.0856076984645883","0.0701775854524097","0.101037811476767","3"
"Min 1x per month","2001","Baden-Württemberg","Female","82","0.0655285182996261","0.0522890655759214","0.0787679710233309","3"
"Min 1x per month","2001","Bavaria","Male","121","0.0860319693722768","0.0714932079020692","0.100570730842484","3"
"Min 1x per month","2001","Bavaria","Female","112","0.0614065594085142","0.0496394443801241","0.0731736744369043","3"
"Min 1x per month","2001","Berlin","Male","30","0.0712870086465914","0.0455852002163248","0.096988817076858","3"
"Min 1x per month","2001","Berlin","Female","29","","","","3"
"Min 1x per month","2001","Brandenburg","Male","33","0.0841561656626037","0.0588956167432722","0.109416714581935","3"
"Min 1x per month","2001","Brandenburg","Female","24","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","Male","16","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","Female","15","","","","3"
"Min 1x per month","2001","Saxony","Male","47","0.0524913193992311","0.0369201824069166","0.0680624563915455","3"
"Min 1x per month","2001","Saxony","Female","41","0.0441299793319517","0.0303712764836204","0.057888682180283","3"
"Min 1x per month","2001","Saxony-Anhalt","Male","25","","","","3"
"Min 1x per month","2001","Saxony-Anhalt","Female","17","","","","3"
"Min 1x per month","2001","Thuringia","Male","25","","","","3"
"Min 1x per month","2001","Thuringia","Female","20","","","","3"
"Min 1x per week","2001","Hesse","Male","223","0.320114404359341","0.285847204098354","0.354381604620329","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","Male","174","0.265385308063002","0.231015927486107","0.299754688639897","2"
"Min 1x per week","2001","Hesse","Female","221","0.266846269232773","0.235645339676838","0.298047198788708","2"
"Min 1x per week","2001","North Rhine-Westphalia","Female","699","0.287695826033185","0.269588616126662","0.305803035939709","2"
"Min 1x per week","2001","Schleswig-Holstein","Female","85","0.243920994714036","0.198206236983783","0.289635752444289","2"
"Min 1x per week","2001","Hamburg","Male","39","0.298237473996173","0.21604145135444","0.380433496637905","2"
"Min 1x per week","2001","Hamburg","Female","54","0.372779249910669","0.295397502017341","0.450160997803997","2"
"Min 1x per week","2001","Lower Saxony","Male","268","0.303997045364377","0.274094622942249","0.333899467786506","2"
"Min 1x per week","2001","Lower Saxony","Female","279","0.30568309334533","0.276121907678486","0.335244279012174","2"
"Min 1x per week","2001","Bremen","Male","21","","","","2"
"Min 1x per week","2001","Bremen","Female","29","","","","2"
"Min 1x per week","2001","North Rhine-Westphalia","Male","680","0.301817297924293","0.282739101966075","0.320895493882511","2"
"Min 1x per week","2001","Thuringia","Male","94","0.187771582205357","0.152577346065196","0.222965818345518","2"
"Min 1x per week","2001","Thuringia","Female","73","0.122638689102106","0.0936245068681538","0.151652871336058","2"
"Min 1x per week","2001","Schleswig-Holstein","Male","68","0.223825354935346","0.176971463597153","0.270679246273539","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","Male","49","0.193546064947943","0.143247467668602","0.243844662227285","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","Female","64","0.213725306343592","0.165274962080877","0.262175650606307","2"
"Min 1x per week","2001","Saxony","Male","173","0.229999713233535","0.200616852749866","0.259382573717204","2"
"Min 1x per week","2001","Saxony","Female","175","0.200010431712024","0.17321383166335","0.226807031760699","2"
"Min 1x per week","2001","Saxony-Anhalt","Male","89","0.155383388277873","0.122804715373753","0.187962061181993","2"
"Min 1x per week","2001","Saxony-Anhalt","Female","102","0.178912033633747","0.145937471914025","0.21188659535347","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","Female","188","0.25252857940515","0.220660818580103","0.284396340230197","2"
"Min 1x per week","2001","Baden-Württemberg","Male","386","0.317645931393199","0.291970192120025","0.343321670666373","2"
"Min 1x per week","2001","Baden-Württemberg","Female","373","0.281011725419852","0.256962839743433","0.30506061109627","2"
"Min 1x per week","2001","Bavaria","Male","429","0.286448149352967","0.263007601628121","0.309888697077813","2"
"Min 1x per week","2001","Bavaria","Female","420","0.264220769253881","0.242609459019596","0.285832079488165","2"
"Min 1x per week","2001","Berlin","Male","120","0.305574074561678","0.259560185405069","0.351587963718286","2"
"Min 1x per week","2001","Berlin","Female","125","0.276164750156606","0.232728245231018","0.319601255082194","2"
"Min 1x per week","2001","Brandenburg","Male","100","0.202733899623235","0.166153037459981","0.239314761786488","2"
"Min 1x per week","2001","Brandenburg","Female","89","0.181306476370202","0.14712384305501","0.215489109685395","2"
"Never","2001","Schleswig-Holstein","Male","131","0.440070322373638","0.384269694804468","0.495870949942807","5"
"Never","2001","Schleswig-Holstein","Female","158","0.495525142639422","0.442301958566108","0.548748326712737","5"
"Never","2001","Hamburg","Male","54","0.469079862657131","0.379416999258386","0.558742726055877","5"
"Never","2001","Hamburg","Female","77","0.531823137950901","0.451970172516112","0.611676103385689","5"
"Never","2001","Lower Saxony","Male","413","0.457613179480071","0.425226235106095","0.490000123854047","5"
"Never","2001","Lower Saxony","Female","441","0.479108468374595","0.447053316326239","0.511163620422951","5"
"Never","2001","Bremen","Male","29","","","","5"
"Never","2001","Bremen","Female","38","0.506641874461978","0.399726507334497","0.613557241589459","5"
"Never","2001","North Rhine-Westphalia","Male","1001","0.455665787341899","0.434967389689842","0.476364184993957","5"
"Never","2001","North Rhine-Westphalia","Female","1212","0.522621649535689","0.502642496710973","0.542600802360404","5"
"Never","2001","Hesse","Male","346","0.481198760160344","0.444498356018717","0.517899164301971","5"
"Never","2001","Hesse","Female","419","0.57853355937832","0.543701013417461","0.613366105339179","5"
"Never","2001","Rhineland-Palatinate,Saarland","Male","320","0.509003594772727","0.470089848480906","0.547917341064549","5"
"Never","2001","Rhineland-Palatinate,Saarland","Female","413","0.593434677711125","0.557405810125284","0.629463545296966","5"
"Never","2001","Baden-Württemberg","Male","569","0.431892573896538","0.404574535115161","0.459210612677915","5"
"Never","2001","Baden-Württemberg","Female","697","0.518869155497389","0.492137099621198","0.545601211373581","5"
"Never","2001","Bavaria","Male","617","0.444339058941223","0.41857619397962","0.470101923902827","5"
"Never","2001","Bavaria","Female","797","0.522094814443754","0.497611544529103","0.546578084358404","5"
"Never","2001","Berlin","Male","141","0.376305386423871","0.327913345321975","0.424697427525768","5"
"Never","2001","Berlin","Female","165","0.446199098891238","0.39790522320206","0.494492974580416","5"
"Never","2001","Brandenburg","Male","238","0.510231850230957","0.464746855074981","0.555716845386932","5"
"Never","2001","Brandenburg","Female","274","0.589809894130983","0.546169687612439","0.633450100649526","5"
"Never","2001","Mecklenburg-Western Pomerania","Male","126","0.565232033119379","0.502119433325602","0.628344632913155","5"
"Never","2001","Mecklenburg-Western Pomerania","Female","150","0.579048053055948","0.520696111872151","0.637399994239745","5"
"Never","2001","Saxony","Male","414","0.541870476104439","0.507082683915728","0.576658268293149","5"
"Never","2001","Saxony","Female","494","0.604300096789777","0.57154186039509","0.637058333184463","5"
"Never","2001","Saxony-Anhalt","Male","278","0.637462483015079","0.59423050771597","0.680694458314188","5"
"Never","2001","Saxony-Anhalt","Female","326","0.66603089781375","0.625455317007646","0.706606478619855","5"
"Never","2001","Thuringia","Male","256","0.575462447937636","0.530918975417744","0.620005920457529","5"
"Never","2001","Thuringia","Female","312","0.695476642896567","0.654770596437512","0.736182689355622","5"
"Rarely","2001","North Rhine-Westphalia","Male","384","0.173657317040444","0.157913597811702","0.189401036269185","4"
"Rarely","2001","North Rhine-Westphalia","Female","355","0.135514141193017","0.121823516462222","0.149204765923811","4"
"Rarely","2001","Baden-Württemberg","Male","203","0.164853796245675","0.144390426678273","0.185317165813077","4"
"Rarely","2001","Baden-Württemberg","Female","190","0.134590600783133","0.116331053619068","0.152850147947198","4"
"Rarely","2001","Bavaria","Male","262","0.183180822333532","0.16312525547017","0.203236389196895","4"
"Rarely","2001","Hesse","Male","98","0.139796359436162","0.11432473379866","0.165267985073663","4"
"Rarely","2001","Hesse","Female","101","0.1111758144227","0.0890013809792326","0.133350247866168","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Male","113","0.181257488984412","0.151271034984426","0.211243942984398","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Female","89","0.124876559377166","0.100628660859345","0.149124457894986","4"
"Rarely","2001","Schleswig-Holstein","Male","75","0.235843290209468","0.188121769219999","0.283564811198936","4"
"Rarely","2001","Schleswig-Holstein","Female","64","0.181488292962818","0.140459853608086","0.22251673231755","4"
"Rarely","2001","Hamburg","Male","22","","","","4"
"Rarely","2001","Bremen","Female","13","","","","4"
"Rarely","2001","Hamburg","Female","14","","","","4"
"Rarely","2001","Lower Saxony","Male","157","0.165269868766553","0.1411243780696","0.189415359463505","4"
"Rarely","2001","Lower Saxony","Female","157","0.153132601016605","0.130025322125049","0.176239879908161","4"
"Rarely","2001","Bremen","Male","16","","","","4"
"Rarely","2001","Thuringia","Female","86","0.150540449000859","0.118910004116063","0.182170893885655","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Male","46","0.170480567953077","0.122603820139145","0.218357315767009","4"
"Rarely","2001","Berlin","Male","94","0.24683353036786","0.203764480371285","0.289902580364435","4"
"Rarely","2001","Brandenburg","Female","101","0.184989130239452","0.150538832020418","0.219439428458486","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Female","46","0.148290939830991","0.106287516585661","0.19029436307632","4"
"Rarely","2001","Saxony","Male","154","0.175638491262795","0.149070808067294","0.202206174458297","4"
"Rarely","2001","Saxony","Female","146","0.151559492166247","0.127537253525635","0.175581730806859","4"
"Rarely","2001","Saxony-Anhalt","Male","83","0.155164685887899","0.122604733658733","0.187724638117065","4"
"Rarely","2001","Saxony-Anhalt","Female","74","0.128817759537776","0.0999969092428516","0.157638609832701","4"
"Rarely","2001","Thuringia","Male","98","0.174341208318051","0.14014973214484","0.208532684491262","4"
"Rarely","2001","Bavaria","Female","270","0.152277856893851","0.134667465802641","0.169888247985062","4"
"Rarely","2001","Brandenburg","Male","93","0.202878084483205","0.166287525565095","0.239468643401315","4"
"Rarely","2001","Berlin","Female","88","0.209810003040205","0.170252420289826","0.249367585790584","4"
"Daily","2002","Schleswig-Holstein","Male","","","","","1"
"Daily","2002","Schleswig-Holstein","Female","","","","","1"
"Daily","2002","Hamburg","Male","","","","","1"
"Daily","2002","Hamburg","Female","","","","","1"
"Daily","2002","Lower Saxony","Male","","","","","1"
"Daily","2002","Lower Saxony","Female","","","","","1"
"Daily","2002","Bremen","Male","","","","","1"
"Daily","2002","Bremen","Female","","","","","1"
"Daily","2002","North Rhine-Westphalia","Male","","","","","1"
"Daily","2002","North Rhine-Westphalia","Female","","","","","1"
"Daily","2002","Hesse","Male","","","","","1"
"Daily","2002","Hesse","Female","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2002","Baden-Württemberg","Male","","","","","1"
"Daily","2002","Baden-Württemberg","Female","","","","","1"
"Daily","2002","Bavaria","Male","","","","","1"
"Daily","2002","Bavaria","Female","","","","","1"
"Daily","2002","Berlin","Male","","","","","1"
"Daily","2002","Berlin","Female","","","","","1"
"Daily","2002","Brandenburg","Male","","","","","1"
"Daily","2002","Brandenburg","Female","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2002","Saxony","Male","","","","","1"
"Daily","2002","Saxony","Female","","","","","1"
"Daily","2002","Saxony-Anhalt","Male","","","","","1"
"Daily","2002","Saxony-Anhalt","Female","","","","","1"
"Daily","2002","Thuringia","Male","","","","","1"
"Daily","2002","Thuringia","Female","","","","","1"
"Min 1x per month","2002","Hamburg","Female","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2002","Hamburg","Male","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2002","Lower Saxony","Male","","","","","3"
"Min 1x per month","2002","Lower Saxony","Female","","","","","3"
"Min 1x per month","2002","Bremen","Male","","","","","3"
"Min 1x per month","2002","Bremen","Female","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2002","Hesse","Male","","","","","3"
"Min 1x per month","2002","Hesse","Female","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2002","Bavaria","Male","","","","","3"
"Min 1x per month","2002","Bavaria","Female","","","","","3"
"Min 1x per month","2002","Berlin","Male","","","","","3"
"Min 1x per month","2002","Berlin","Female","","","","","3"
"Min 1x per month","2002","Brandenburg","Male","","","","","3"
"Min 1x per month","2002","Brandenburg","Female","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2002","Saxony","Male","","","","","3"
"Min 1x per month","2002","Saxony","Female","","","","","3"
"Min 1x per month","2002","Thuringia","Female","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2002","Thuringia","Male","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Male","","","","","3"
"Min 1x per week","2002","Lower Saxony","Male","","","","","2"
"Min 1x per week","2002","Lower Saxony","Female","","","","","2"
"Min 1x per week","2002","Hamburg","Female","","","","","2"
"Min 1x per week","2002","Hesse","Male","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2002","Bremen","Male","","","","","2"
"Min 1x per week","2002","Hesse","Female","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2002","Hamburg","Male","","","","","2"
"Min 1x per week","2002","Bremen","Female","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2002","Saxony","Male","","","","","2"
"Min 1x per week","2002","Saxony","Female","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2002","Thuringia","Male","","","","","2"
"Min 1x per week","2002","Thuringia","Female","","","","","2"
"Min 1x per week","2002","Bavaria","Male","","","","","2"
"Min 1x per week","2002","Bavaria","Female","","","","","2"
"Min 1x per week","2002","Berlin","Male","","","","","2"
"Min 1x per week","2002","Berlin","Female","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2002","Brandenburg","Male","","","","","2"
"Min 1x per week","2002","Brandenburg","Female","","","","","2"
"Never","2002","Schleswig-Holstein","Male","","","","","5"
"Never","2002","Schleswig-Holstein","Female","","","","","5"
"Never","2002","Hamburg","Male","","","","","5"
"Never","2002","Hamburg","Female","","","","","5"
"Never","2002","Lower Saxony","Male","","","","","5"
"Never","2002","Lower Saxony","Female","","","","","5"
"Never","2002","Bremen","Male","","","","","5"
"Never","2002","Bremen","Female","","","","","5"
"Never","2002","North Rhine-Westphalia","Male","","","","","5"
"Never","2002","North Rhine-Westphalia","Female","","","","","5"
"Never","2002","Hesse","Male","","","","","5"
"Never","2002","Hesse","Female","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2002","Baden-Württemberg","Male","","","","","5"
"Never","2002","Baden-Württemberg","Female","","","","","5"
"Never","2002","Bavaria","Male","","","","","5"
"Never","2002","Bavaria","Female","","","","","5"
"Never","2002","Berlin","Male","","","","","5"
"Never","2002","Berlin","Female","","","","","5"
"Never","2002","Brandenburg","Male","","","","","5"
"Never","2002","Brandenburg","Female","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2002","Saxony","Male","","","","","5"
"Never","2002","Saxony","Female","","","","","5"
"Never","2002","Saxony-Anhalt","Male","","","","","5"
"Never","2002","Saxony-Anhalt","Female","","","","","5"
"Never","2002","Thuringia","Male","","","","","5"
"Never","2002","Thuringia","Female","","","","","5"
"Rarely","2002","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2002","Baden-Württemberg","Male","","","","","4"
"Rarely","2002","Baden-Württemberg","Female","","","","","4"
"Rarely","2002","Bavaria","Male","","","","","4"
"Rarely","2002","Hesse","Male","","","","","4"
"Rarely","2002","Hesse","Female","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2002","Schleswig-Holstein","Male","","","","","4"
"Rarely","2002","Schleswig-Holstein","Female","","","","","4"
"Rarely","2002","Hamburg","Male","","","","","4"
"Rarely","2002","Hamburg","Female","","","","","4"
"Rarely","2002","Lower Saxony","Male","","","","","4"
"Rarely","2002","Lower Saxony","Female","","","","","4"
"Rarely","2002","Bremen","Male","","","","","4"
"Rarely","2002","Bremen","Female","","","","","4"
"Rarely","2002","Thuringia","Female","","","","","4"
"Rarely","2002","Thuringia","Male","","","","","4"
"Rarely","2002","Brandenburg","Female","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2002","Saxony-Anhalt","Female","","","","","4"
"Rarely","2002","Bavaria","Female","","","","","4"
"Rarely","2002","Berlin","Male","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","2002","Brandenburg","Male","","","","","4"
"Rarely","2002","Berlin","Female","","","","","4"
"Rarely","2002","Saxony-Anhalt","Male","","","","","4"
"Rarely","2002","Saxony","Male","","","","","4"
"Rarely","2002","Saxony","Female","","","","","4"
"Daily","2003","Schleswig-Holstein","Male","15","","","","1"
"Daily","2003","Schleswig-Holstein","Female","18","","","","1"
"Daily","2003","Hamburg","Male","8","","","","1"
"Daily","2003","Hamburg","Female","9","","","","1"
"Daily","2003","Lower Saxony","Male","71","0.0598762348784964","0.0445617501968678","0.0751907195601251","1"
"Daily","2003","Lower Saxony","Female","75","0.0784654275168119","0.0616980706440188","0.0952327843896051","1"
"Daily","2003","Bremen","Male","8","","","","1"
"Daily","2003","Bremen","Female","9","","","","1"
"Daily","2003","North Rhine-Westphalia","Male","178","0.0745218171935554","0.0636753399663619","0.0853682944207489","1"
"Daily","2003","North Rhine-Westphalia","Female","173","0.0659071099120027","0.0559513586274696","0.0758628611965359","1"
"Daily","2003","Hesse","Male","47","0.0707268106408075","0.052142213835984","0.089311407445631","1"
"Daily","2003","Hesse","Female","50","0.0553161056771327","0.0391383056253094","0.0714939057289559","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Male","43","0.0502937787256907","0.0332548876459477","0.0673326698054336","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Female","42","0.0541947129436448","0.037529751919875","0.0708596739674146","1"
"Daily","2003","Baden-Württemberg","Male","94","0.0791813560470921","0.0645647929827054","0.0937979191114788","1"
"Daily","2003","Baden-Württemberg","Female","95","0.0654309501726586","0.052412365064601","0.0784495352807161","1"
"Daily","2003","Bavaria","Male","99","0.0612513948283576","0.0490182658092677","0.0734845238474475","1"
"Daily","2003","Bavaria","Female","118","0.0547935503982439","0.0438260313456873","0.0657610694508005","1"
"Daily","2003","Berlin","Male","38","0.0825439144301143","0.0559389701865131","0.109148858673715","1"
"Daily","2003","Berlin","Female","30","0.0606979785068275","0.0377528144111532","0.0836431426025018","1"
"Daily","2003","Brandenburg","Male","21","","","","1"
"Daily","2003","Brandenburg","Female","25","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Male","16","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Female","22","","","","1"
"Daily","2003","Saxony","Male","46","0.0640170104732108","0.0470121438570749","0.0810218770893468","1"
"Daily","2003","Saxony","Female","35","0.0385168276743031","0.0253612997319724","0.0516723556166339","1"
"Daily","2003","Saxony-Anhalt","Male","26","","","","1"
"Daily","2003","Saxony-Anhalt","Female","25","","","","1"
"Daily","2003","Thuringia","Male","29","","","","1"
"Daily","2003","Thuringia","Female","15","","","","1"
"Min 1x per month","2003","Schleswig-Holstein","Male","52","0.147382662843779","0.108723975009041","0.186041350678518","3"
"Min 1x per month","2003","Schleswig-Holstein","Female","46","0.0951515890128391","0.0643671450090459","0.125936033016632","3"
"Min 1x per month","2003","Hamburg","Male","10","","","","3"
"Min 1x per month","2003","Hamburg","Female","10","","","","3"
"Min 1x per month","2003","Lower Saxony","Male","70","0.0797756965596669","0.0622867044255115","0.0972646886938223","3"
"Min 1x per month","2003","Lower Saxony","Female","57","0.054955406949121","0.0407451809931686","0.0691656329050734","3"
"Min 1x per month","2003","Bremen","Male","5","","","","3"
"Min 1x per month","2003","Bremen","Female","7","","","","3"
"Min 1x per month","2003","North Rhine-Westphalia","Male","205","0.0898669722876296","0.07805516397728","0.101678780597979","3"
"Min 1x per month","2003","North Rhine-Westphalia","Female","143","0.0506099533650845","0.0418146023380885","0.0594053043920805","3"
"Min 1x per month","2003","Hesse","Male","67","0.0954715937098278","0.0741687493785156","0.11677443804114","3"
"Min 1x per month","2003","Hesse","Female","48","0.0659424259427909","0.0483785770380175","0.0835062748475643","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Male","48","0.0894482085768507","0.0671983270920619","0.111698090061639","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Female","34","0.0420183054893651","0.0272502659723447","0.0567863450063854","3"
"Min 1x per month","2003","Baden-Württemberg","Male","111","0.0808093720047526","0.0660563698828522","0.0955623741266531","3"
"Min 1x per month","2003","Baden-Württemberg","Female","88","0.0683851808470286","0.055096995722187","0.0816733659718702","3"
"Min 1x per month","2003","Bavaria","Male","138","0.0936960521662756","0.0788297657952098","0.108562338537341","3"
"Min 1x per month","2003","Bavaria","Female","139","0.080691662675722","0.067565878167436","0.093817447184008","3"
"Min 1x per month","2003","Berlin","Male","41","0.102858507848245","0.0734902786106543","0.132226737085836","3"
"Min 1x per month","2003","Berlin","Female","38","0.0841148407795635","0.0574426769401199","0.110787004619007","3"
"Min 1x per month","2003","Brandenburg","Male","37","0.0729742783982203","0.0490756382752061","0.0968729185212344","3"
"Min 1x per month","2003","Brandenburg","Female","46","0.107270091327963","0.0798701635130098","0.134670019142916","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Male","15","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Female","19","","","","3"
"Min 1x per month","2003","Saxony","Male","74","0.093357305404581","0.0731464919090992","0.113568118900063","3"
"Min 1x per month","2003","Saxony","Female","65","0.0739477936313398","0.0560585273767456","0.091837059885934","3"
"Min 1x per month","2003","Thuringia","Female","30","0.0502705645308384","0.0308842608994916","0.0696568681621852","3"
"Min 1x per month","2003","Thuringia","Male","33","0.0621297177566194","0.0402129648954541","0.0840464706177847","3"
"Min 1x per month","2003","Saxony-Anhalt","Male","26","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","Female","32","0.0538507700743524","0.033986023359175","0.0737155167895297","3"
"Min 1x per week","2003","Hesse","Male","225","0.261575498687331","0.229715849990112","0.293435147384549","2"
"Min 1x per week","2003","North Rhine-Westphalia","Female","687","0.276920004351127","0.258965095299476","0.294874913402778","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Male","163","0.254923634612159","0.220945854890602","0.288901414333716","2"
"Min 1x per week","2003","Schleswig-Holstein","Female","103","0.305794573995137","0.257455951853577","0.354133196136697","2"
"Min 1x per week","2003","Hamburg","Male","44","0.296597068141474","0.219548118841005","0.373646017441943","2"
"Min 1x per week","2003","Hamburg","Female","61","0.283951905313228","0.214516004508748","0.353387806117707","2"
"Min 1x per week","2003","Lower Saxony","Male","281","0.270044412868091","0.241386243357615","0.298702582378568","2"
"Min 1x per week","2003","Lower Saxony","Female","358","0.348503562729646","0.318791742933193","0.378215382526099","2"
"Min 1x per week","2003","Bremen","Male","26","","","","2"
"Min 1x per week","2003","North Rhine-Westphalia","Male","653","0.272916875196215","0.254518853549604","0.291314896842827","2"
"Min 1x per week","2003","Hesse","Female","260","0.270548822540399","0.239109632568","0.301988012512799","2"
"Min 1x per week","2003","Bremen","Female","34","0.345629966662271","0.24845115737238","0.442808775952161","2"
"Min 1x per week","2003","Schleswig-Holstein","Male","86","0.264563016158254","0.216458690670254","0.312667341646254","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Female","79","0.270764530001808","0.219175728447988","0.322353331555627","2"
