"pli0092_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Never","2009","no migration background","Urban Area","3414","0.359477203799737","0.350008238629114","0.368946168970359"
"Never","2009","no migration background","Rural Area","2442","0.423359412931379","0.410633805483405","0.436085020379352"
"Never","2009","direct migration background","Urban Area","702","0.494873735778072","0.468163806449841","0.521583665106302"
"Never","2009","direct migration background","Rural Area","184","0.560023298097413","0.505206873971581","0.614839722223245"
"Never","2009","indirect migration background","Urban Area","144","0.192999376793183","0.161288774084974","0.224709979501391"
"Never","2009","indirect migration background","Rural Area","38","0.295700992426462","0.21229368525365","0.379108299599275"
"Daily","2010","no migration background","Urban Area","","","",""
"Daily","2010","no migration background","Rural Area","","","",""
"Daily","2010","direct migration background","Urban Area","","","",""
"Daily","2010","direct migration background","Rural Area","","","",""
"Daily","2010","indirect migration background","Urban Area","","","",""
"Daily","2010","indirect migration background","Rural Area","","","",""
"Min 1x per week","2010","no migration background","Urban Area","","","",""
"Min 1x per week","2010","no migration background","Rural Area","","","",""
"Min 1x per week","2010","direct migration background","Urban Area","","","",""
"Min 1x per week","2010","direct migration background","Rural Area","","","",""
"Min 1x per week","2010","indirect migration background","Urban Area","","","",""
"Min 1x per week","2010","indirect migration background","Rural Area","","","",""
"Min 1x per month","2010","no migration background","Urban Area","","","",""
"Min 1x per month","2010","no migration background","Rural Area","","","",""
"Min 1x per month","2010","direct migration background","Urban Area","","","",""
"Min 1x per month","2010","direct migration background","Rural Area","","","",""
"Min 1x per month","2010","indirect migration background","Urban Area","","","",""
"Min 1x per month","2010","indirect migration background","Rural Area","","","",""
"Rarely","2010","no migration background","Urban Area","","","",""
"Rarely","2010","no migration background","Rural Area","","","",""
"Rarely","2010","direct migration background","Urban Area","","","",""
"Rarely","2010","direct migration background","Rural Area","","","",""
"Rarely","2010","indirect migration background","Urban Area","","","",""
"Rarely","2010","indirect migration background","Rural Area","","","",""
"Never","2010","no migration background","Urban Area","","","",""
"Never","2010","no migration background","Rural Area","","","",""
"Never","2010","direct migration background","Urban Area","","","",""
"Never","2010","direct migration background","Rural Area","","","",""
"Never","2010","indirect migration background","Urban Area","","","",""
"Never","2010","indirect migration background","Rural Area","","","",""
"Daily","2011","no migration background","Urban Area","","","",""
"Daily","2011","no migration background","Rural Area","","","",""
"Daily","2011","direct migration background","Urban Area","","","",""
"Daily","2011","direct migration background","Rural Area","","","",""
"Daily","2011","indirect migration background","Urban Area","","","",""
"Daily","2011","indirect migration background","Rural Area","","","",""
"Min 1x per week","2011","no migration background","Urban Area","6108","0.403196996670674","0.395302005298357","0.41109198804299"
"Min 1x per week","2011","no migration background","Rural Area","2930","0.336555380747967","0.326791876852991","0.346318884642943"
"Min 1x per week","2011","direct migration background","Urban Area","642","0.267472641728375","0.250005770260401","0.284939513196349"
"Min 1x per week","2011","direct migration background","Rural Area","187","0.26645896945268","0.235392945696585","0.297524993208774"
"Min 1x per week","2011","indirect migration background","Urban Area","428","0.435679972550252","0.405816064413225","0.465543880687279"
"Min 1x per week","2011","indirect migration background","Rural Area","83","0.270441307368545","0.21447752750486","0.32640508723223"
"Min 1x per month","2011","no migration background","Urban Area","1021","0.0703062566859808","0.0661914971789064","0.0744210161930552"
"Min 1x per month","2011","no migration background","Rural Area","545","0.0591745600114955","0.0542993071997395","0.0640498128232514"
"Min 1x per month","2011","direct migration background","Urban Area","117","0.0458661744120244","0.0376112248957923","0.0541211239282565"
"Min 1x per month","2011","direct migration background","Rural Area","29","","",""
"Min 1x per month","2011","indirect migration background","Urban Area","86","0.0832071020998109","0.0665723654596509","0.0998418387399709"
"Min 1x per month","2011","indirect migration background","Rural Area","17","","",""
"Rarely","2011","no migration background","Urban Area","2323","0.15200335130691","0.146225036949435","0.157781665664385"
"Rarely","2011","no migration background","Rural Area","1531","0.167946164365324","0.160222278370701","0.175670050359946"
"Rarely","2011","direct migration background","Urban Area","363","0.165335588361767","0.15067664600364","0.179994530719895"
"Rarely","2011","direct migration background","Rural Area","121","0.128945150938993","0.105395550044705","0.15249475183328"
"Rarely","2011","indirect migration background","Urban Area","209","0.208981989188395","0.184494304394784","0.233469673982006"
"Rarely","2011","indirect migration background","Rural Area","49","0.333564874549127","0.274161720672012","0.392968028426242"
"Never","2011","no migration background","Urban Area","5378","0.374493395336436","0.366703788345665","0.382283002327207"
"Never","2011","no migration background","Rural Area","3992","0.436323894875214","0.426076949813389","0.446570839937038"
"Never","2011","direct migration background","Urban Area","1345","0.521325595497833","0.501613257231278","0.541037933764389"
"Never","2011","direct migration background","Rural Area","441","0.569862304424015","0.535072898748189","0.604651710099842"
"Never","2011","indirect migration background","Urban Area","336","0.272130936161542","0.245325943082749","0.298935929240336"
"Never","2011","indirect migration background","Rural Area","93","0.319030145471985","0.260305525851533","0.377754765092437"
"Daily","2012","no migration background","Urban Area","","","",""
"Daily","2012","no migration background","Rural Area","","","",""
"Daily","2012","direct migration background","Urban Area","","","",""
"Daily","2012","direct migration background","Rural Area","","","",""
"Daily","2012","indirect migration background","Urban Area","","","",""
"Daily","2012","indirect migration background","Rural Area","","","",""
"Min 1x per week","2012","no migration background","Urban Area","","","",""
"Min 1x per week","2012","no migration background","Rural Area","","","",""
"Min 1x per week","2012","direct migration background","Urban Area","","","",""
"Min 1x per week","2012","direct migration background","Rural Area","","","",""
"Min 1x per week","2012","indirect migration background","Urban Area","","","",""
"Min 1x per week","2012","indirect migration background","Rural Area","","","",""
"Min 1x per month","2012","no migration background","Urban Area","","","",""
"Min 1x per month","2012","no migration background","Rural Area","","","",""
"Min 1x per month","2012","direct migration background","Urban Area","","","",""
"Min 1x per month","2012","direct migration background","Rural Area","","","",""
"Min 1x per month","2012","indirect migration background","Urban Area","","","",""
"Min 1x per month","2012","indirect migration background","Rural Area","","","",""
"Rarely","2012","no migration background","Urban Area","","","",""
"Rarely","2012","no migration background","Rural Area","","","",""
"Rarely","2012","direct migration background","Urban Area","","","",""
"Rarely","2012","direct migration background","Rural Area","","","",""
"Rarely","2012","indirect migration background","Urban Area","","","",""
"Rarely","2012","indirect migration background","Rural Area","","","",""
"Never","2012","no migration background","Urban Area","","","",""
"Never","2012","no migration background","Rural Area","","","",""
"Never","2012","direct migration background","Urban Area","","","",""
"Never","2012","direct migration background","Rural Area","","","",""
"Never","2012","indirect migration background","Urban Area","","","",""
"Never","2012","indirect migration background","Rural Area","","","",""
"Daily","2013","no migration background","Urban Area","1942","0.152329524627554","0.146244674523905","0.158414374731203"
"Daily","2013","no migration background","Rural Area","1116","0.139672484039859","0.132197347754244","0.147147620325475"
"Daily","2013","direct migration background","Urban Area","216","0.113770011880722","0.0998884867136358","0.127651537047809"
"Daily","2013","direct migration background","Rural Area","89","0.111288120930685","0.0870367257034208","0.13553951615795"
"Daily","2013","indirect migration background","Urban Area","130","0.167960545720147","0.144337485679692","0.191583605760602"
"Daily","2013","indirect migration background","Rural Area","37","0.157964501043475","0.110097016022048","0.205831986064901"
"Min 1x per week","2013","no migration background","Urban Area","5021","0.364970271128768","0.356818160098669","0.373122382158867"
"Min 1x per week","2013","no migration background","Rural Area","2526","0.309417393988928","0.299449303778637","0.319385484199218"
"Min 1x per week","2013","direct migration background","Urban Area","449","0.240263897711897","0.221586098448401","0.258941696975392"
"Min 1x per week","2013","direct migration background","Rural Area","141","0.245665185513829","0.212469188612691","0.278861182414966"
"Min 1x per week","2013","indirect migration background","Urban Area","369","0.382158901257243","0.351453064134465","0.412864738380022"
"Min 1x per week","2013","indirect migration background","Rural Area","70","0.270086634345349","0.211811556263631","0.328361712427067"
"Min 1x per month","2013","no migration background","Urban Area","672","0.0509171374925434","0.0471946918202097","0.0546395831648772"
"Min 1x per month","2013","no migration background","Rural Area","398","0.049554890570236","0.0448749691515232","0.0542348119889488"
"Min 1x per month","2013","direct migration background","Urban Area","85","0.050169930928507","0.0406267145507734","0.0597131473062405"
"Min 1x per month","2013","direct migration background","Rural Area","27","","",""
"Min 1x per month","2013","indirect migration background","Urban Area","58","0.0704237511396883","0.05425551507594","0.0865919872034366"
"Min 1x per month","2013","indirect migration background","Rural Area","15","","",""
"Rarely","2013","no migration background","Urban Area","1778","0.13068853021942","0.124980966691565","0.136396093747274"
"Rarely","2013","no migration background","Rural Area","1352","0.161341620267764","0.153409349465269","0.169273891070259"
"Rarely","2013","direct migration background","Urban Area","269","0.147010185674125","0.131529303758055","0.162491067590195"
"Rarely","2013","direct migration background","Rural Area","85","0.138867864421797","0.112201266749101","0.165534462094494"
"Rarely","2013","indirect migration background","Urban Area","147","0.142507911859614","0.120417942979139","0.164597880740088"
"Rarely","2013","indirect migration background","Rural Area","34","0.112409165712947","0.0709516832031564","0.153866648222738"
"Never","2013","no migration background","Urban Area","3984","0.301094536531715","0.293326612535754","0.308862460527676"
"Never","2013","no migration background","Rural Area","2869","0.340013611133213","0.329798398270781","0.350228823995644"
"Never","2013","direct migration background","Urban Area","991","0.448785973804749","0.427042454919206","0.470529492690292"
"Never","2013","direct migration background","Rural Area","304","0.461428984143679","0.422987003464867","0.499870964822491"
"Never","2013","indirect migration background","Urban Area","258","0.236948890023308","0.210079073029963","0.263818707016653"
"Never","2013","indirect migration background","Rural Area","67","0.35485964985874","0.29206088932053","0.41765841039695"
"Daily","2014","no migration background","Urban Area","","","",""
"Daily","2014","no migration background","Rural Area","","","",""
"Daily","2014","direct migration background","Urban Area","","","",""
"Daily","2014","direct migration background","Rural Area","","","",""
"Daily","2014","indirect migration background","Urban Area","","","",""
"Daily","2014","indirect migration background","Rural Area","","","",""
"Min 1x per week","2014","no migration background","Urban Area","","","",""
"Min 1x per week","2014","no migration background","Rural Area","","","",""
"Min 1x per week","2014","direct migration background","Urban Area","","","",""
"Min 1x per week","2014","direct migration background","Rural Area","","","",""
"Min 1x per week","2014","indirect migration background","Urban Area","","","",""
"Min 1x per week","2014","indirect migration background","Rural Area","","","",""
"Min 1x per month","2014","no migration background","Urban Area","","","",""
"Min 1x per month","2014","no migration background","Rural Area","","","",""
"Min 1x per month","2014","direct migration background","Urban Area","","","",""
"Min 1x per month","2014","direct migration background","Rural Area","","","",""
"Min 1x per month","2014","indirect migration background","Urban Area","","","",""
"Min 1x per month","2014","indirect migration background","Rural Area","","","",""
"Rarely","2014","no migration background","Urban Area","","","",""
"Rarely","2014","no migration background","Rural Area","","","",""
"Rarely","2014","direct migration background","Urban Area","","","",""
"Rarely","2014","direct migration background","Rural Area","","","",""
"Rarely","2014","indirect migration background","Urban Area","","","",""
"Rarely","2014","indirect migration background","Rural Area","","","",""
"Never","2014","no migration background","Urban Area","","","",""
"Never","2014","no migration background","Rural Area","","","",""
"Never","2014","direct migration background","Urban Area","","","",""
"Never","2014","direct migration background","Rural Area","","","",""
"Never","2014","indirect migration background","Urban Area","","","",""
"Never","2014","indirect migration background","Rural Area","","","",""
"Daily","2015","no migration background","Urban Area","","","",""
"Daily","2015","no migration background","Rural Area","","","",""
"Daily","2015","direct migration background","Urban Area","","","",""
"Daily","2015","direct migration background","Rural Area","","","",""
"Daily","2015","indirect migration background","Urban Area","","","",""
"Daily","2015","indirect migration background","Rural Area","","","",""
"Min 1x per week","2015","no migration background","Urban Area","5672","0.470735580464804","0.461770136995331","0.479701023934277"
"Min 1x per week","2015","no migration background","Rural Area","2839","0.384311960168606","0.373185341357937","0.395438578979275"
"Min 1x per week","2015","direct migration background","Urban Area","1513","0.352344160632342","0.3382739704766","0.366414350788084"
"Min 1x per week","2015","direct migration background","Rural Area","444","0.339552097330602","0.315555217007355","0.363548977653848"
"Min 1x per week","2015","indirect migration background","Urban Area","688","0.546735303067588","0.52041328209545","0.573057324039726"
"Min 1x per week","2015","indirect migration background","Rural Area","132","0.480044172856862","0.424607823884101","0.535480521829622"
"Min 1x per month","2015","no migration background","Urban Area","673","0.0568383951992875","0.0526796637728031","0.060997126625772"
"Min 1x per month","2015","no migration background","Rural Area","420","0.0546403648336198","0.0494416472706915","0.0598390823965481"
"Min 1x per month","2015","direct migration background","Urban Area","194","0.0519385770101336","0.04540264469617","0.0584745093240972"
"Min 1x per month","2015","direct migration background","Rural Area","66","0.0451925947749228","0.0346663413347147","0.0557188482151309"
"Min 1x per month","2015","indirect migration background","Urban Area","76","0.059354724087536","0.0468609022305457","0.0718485459445262"
"Min 1x per month","2015","indirect migration background","Rural Area","20","","",""
"Rarely","2015","no migration background","Urban Area","1581","0.127415753697564","0.121426645459383","0.133404861935745"
"Rarely","2015","no migration background","Rural Area","1060","0.152857640175303","0.144626449249276","0.161088831101331"
"Rarely","2015","direct migration background","Urban Area","584","0.114898205333708","0.105505352493642","0.124291058173775"
"Rarely","2015","direct migration background","Rural Area","207","0.150581026890381","0.132458097423491","0.168703956357271"
"Rarely","2015","indirect migration background","Urban Area","204","0.12781275395346","0.110158609053964","0.145466898852956"
"Rarely","2015","indirect migration background","Rural Area","59","0.175197801297928","0.133017466282788","0.217378136313068"
"Never","2015","no migration background","Urban Area","3981","0.345010270638344","0.336471798391672","0.353548742885017"
"Never","2015","no migration background","Rural Area","3023","0.408190034822471","0.396947526005712","0.41943254363923"
"Never","2015","direct migration background","Urban Area","2137","0.480819057023816","0.46610289731022","0.495535216737413"
"Never","2015","direct migration background","Rural Area","779","0.464674281004095","0.439400764872119","0.48994779713607"
"Never","2015","indirect migration background","Urban Area","406","0.266097218891416","0.242730692333786","0.289463745449046"
"Never","2015","indirect migration background","Rural Area","101","0.263696690312","0.214803147213337","0.312590233410662"
"Daily","2016","no migration background","Urban Area","","","",""
"Daily","2016","no migration background","Rural Area","","","",""
"Daily","2016","direct migration background","Urban Area","","","",""
"Daily","2016","direct migration background","Rural Area","","","",""
"Daily","2016","indirect migration background","Urban Area","","","",""
"Daily","2016","indirect migration background","Rural Area","","","",""
"Min 1x per week","2016","no migration background","Urban Area","","","",""
"Min 1x per week","2016","no migration background","Rural Area","","","",""
"Min 1x per week","2016","direct migration background","Urban Area","","","",""
"Min 1x per week","2016","direct migration background","Rural Area","","","",""
"Min 1x per week","2016","indirect migration background","Urban Area","","","",""
"Min 1x per week","2016","indirect migration background","Rural Area","","","",""
"Min 1x per month","2016","no migration background","Urban Area","","","",""
"Min 1x per month","2016","no migration background","Rural Area","","","",""
"Min 1x per month","2016","direct migration background","Urban Area","","","",""
"Min 1x per month","2016","direct migration background","Rural Area","","","",""
"Min 1x per month","2016","indirect migration background","Urban Area","","","",""
"Min 1x per month","2016","indirect migration background","Rural Area","","","",""
"Rarely","2016","no migration background","Urban Area","","","",""
"Rarely","2016","no migration background","Rural Area","","","",""
"Rarely","2016","direct migration background","Urban Area","","","",""
"Rarely","2016","direct migration background","Rural Area","","","",""
"Rarely","2016","indirect migration background","Urban Area","","","",""
"Rarely","2016","indirect migration background","Rural Area","","","",""
"Never","2016","no migration background","Urban Area","","","",""
"Never","2016","no migration background","Rural Area","","","",""
"Never","2016","direct migration background","Urban Area","","","",""
"Never","2016","direct migration background","Rural Area","","","",""
"Never","2016","indirect migration background","Urban Area","","","",""
"Never","2016","indirect migration background","Rural Area","","","",""
"Daily","2017","no migration background","Urban Area","","","",""
"Daily","2017","no migration background","Rural Area","","","",""
"Daily","2017","direct migration background","Urban Area","510","0.0106908544509036","0.0083473642173682","0.013034344684439"
"Daily","2017","direct migration background","Rural Area","215","0.0169907434500498","0.0122012801174779","0.0217802067826217"
"Daily","2017","indirect migration background","Urban Area","","","",""
"Daily","2017","indirect migration background","Rural Area","","","",""
"Min 1x per week","2017","no migration background","Urban Area","6269","0.497108491800283","0.488295694671032","0.505921288929534"
"Min 1x per week","2017","no migration background","Rural Area","3179","0.403416129710417","0.392596761299831","0.414235498121004"
"Min 1x per week","2017","direct migration background","Urban Area","2034","0.370005704978544","0.35900391257012","0.381007497386968"
"Min 1x per week","2017","direct migration background","Rural Area","697","0.370529764580055","0.352631908656696","0.388427620503415"
"Min 1x per week","2017","indirect migration background","Urban Area","701","0.54317523173048","0.517165408841997","0.569185054618964"
"Min 1x per week","2017","indirect migration background","Rural Area","139","0.529881068530268","0.473867757755082","0.585894379305454"
"Min 1x per month","2017","no migration background","Urban Area","677","0.053307953071812","0.0493483523170054","0.0572675538266185"
"Min 1x per month","2017","no migration background","Rural Area","420","0.051591351464193","0.0467129702857207","0.0564697326426654"
"Min 1x per month","2017","direct migration background","Urban Area","326","0.0408885792554848","0.0363759831006419","0.0454011754103277"
"Min 1x per month","2017","direct migration background","Rural Area","131","0.0442213526221122","0.0366023779294662","0.0518403273147582"
"Min 1x per month","2017","indirect migration background","Urban Area","75","0.0438633343508001","0.0331702399234163","0.054556428778184"
"Min 1x per month","2017","indirect migration background","Rural Area","18","","",""
"Rarely","2017","no migration background","Urban Area","1572","0.124800496041118","0.118975270864611","0.130625721217624"
"Rarely","2017","no migration background","Rural Area","1162","0.14308631519154","0.13536382944419","0.150808800938889"
"Rarely","2017","direct migration background","Urban Area","989","0.114711530248999","0.107449854242888","0.121973206255111"
"Rarely","2017","direct migration background","Rural Area","349","0.117107460139487","0.105190978109311","0.129023942169664"
"Rarely","2017","indirect migration background","Urban Area","197","0.149632122817682","0.131006601543243","0.168257644092121"
"Rarely","2017","indirect migration background","Rural Area","46","0.109061715586678","0.0740786274251615","0.144044803748195"
"Never","2017","no migration background","Urban Area","3847","0.324783059086787","0.316528965670842","0.333037152502732"
"Never","2017","no migration background","Rural Area","3137","0.40190620363385","0.391093444464971","0.412718962802728"
"Never","2017","direct migration background","Urban Area","3539","0.463703331066068","0.452339792633339","0.475066869498797"
"Never","2017","direct migration background","Rural Area","1405","0.451150679208295","0.432709476947639","0.469591881468951"
"Never","2017","indirect migration background","Urban Area","436","0.263329311101037","0.240331903053024","0.286326719149051"
"Never","2017","indirect migration background","Rural Area","102","0.248513399004655","0.200014297067047","0.297012500942262"
"Daily","2018","no migration background","Urban Area","","","",""
"Daily","2018","no migration background","Rural Area","","","",""
"Daily","2018","direct migration background","Urban Area","327","0.134693671388962","0.12213999267497","0.147247350102953"
"Daily","2018","direct migration background","Rural Area","155","0.188272103191948","0.164210346196768","0.212333860187127"
"Daily","2018","indirect migration background","Urban Area","","","",""
"Daily","2018","indirect migration background","Rural Area","","","",""
"Min 1x per week","2018","no migration background","Urban Area","","","",""
"Min 1x per week","2018","no migration background","Rural Area","","","",""
"Min 1x per week","2018","direct migration background","Urban Area","538","0.228507740384941","0.213068400832175","0.243947079937708"
"Min 1x per week","2018","direct migration background","Rural Area","182","0.230283544298104","0.204370051640798","0.25619703695541"
"Min 1x per week","2018","indirect migration background","Urban Area","","","",""
"Min 1x per week","2018","indirect migration background","Rural Area","","","",""
"Min 1x per month","2018","no migration background","Urban Area","","","",""
"Min 1x per month","2018","no migration background","Rural Area","","","",""
"Min 1x per month","2018","direct migration background","Urban Area","172","0.0706702299853468","0.0612466558557565","0.0800938041149372"
"Min 1x per month","2018","direct migration background","Rural Area","44","0.058646177000088","0.0441842750661576","0.0731080789340184"
"Min 1x per month","2018","indirect migration background","Urban Area","","","",""
"Min 1x per month","2018","indirect migration background","Rural Area","","","",""
"Rarely","2018","no migration background","Urban Area","","","",""
"Rarely","2018","no migration background","Rural Area","","","",""
"Rarely","2018","direct migration background","Urban Area","478","0.172485858221434","0.158593469290601","0.186378247152266"
"Rarely","2018","direct migration background","Rural Area","140","0.14379931272405","0.122202219408401","0.1653964060397"
"Rarely","2018","indirect migration background","Urban Area","","","",""
"Rarely","2018","indirect migration background","Rural Area","","","",""
"Never","2018","no migration background","Urban Area","","","",""
"Never","2018","no migration background","Rural Area","","","",""
"Never","2018","direct migration background","Urban Area","1326","0.393642500019317","0.375677474366884","0.411607525671749"
"Never","2018","direct migration background","Rural Area","493","0.37899886278581","0.349138556047205","0.408859169524415"
"Never","2018","indirect migration background","Urban Area","","","",""
"Never","2018","indirect migration background","Rural Area","","","",""
"Daily","2019","no migration background","Urban Area","2176","0.186352154796188","0.179227298374084","0.193477011218293"
"Daily","2019","no migration background","Rural Area","1218","0.163329232259788","0.154983068452415","0.171675396067161"
"Daily","2019","direct migration background","Urban Area","921","0.174810776835612","0.164465837622049","0.185155716049174"
"Daily","2019","direct migration background","Rural Area","344","0.198061557312789","0.180299614505855","0.215823500119723"
"Daily","2019","indirect migration background","Urban Area","268","0.219839234762031","0.197089384431582","0.24258908509248"
"Daily","2019","indirect migration background","Rural Area","74","0.245403042291822","0.198761628004871","0.292044456578773"
"Min 1x per week","2019","no migration background","Urban Area","4646","0.387042697403165","0.378130491352574","0.395954903453756"
"Min 1x per week","2019","no migration background","Rural Area","2693","0.344917533445308","0.334185469052533","0.355649597838083"
"Min 1x per week","2019","direct migration background","Urban Area","1299","0.269187610644091","0.257106758963808","0.281268462324374"
"Min 1x per week","2019","direct migration background","Rural Area","402","0.235528077095836","0.216616751622756","0.254439402568916"
"Min 1x per week","2019","indirect migration background","Urban Area","481","0.401315162632769","0.37438891701223","0.428241408253309"
"Min 1x per week","2019","indirect migration background","Rural Area","106","0.361195671674205","0.309132645443431","0.413258697904978"
"Min 1x per month","2019","no migration background","Urban Area","505","0.0483036093530008","0.0443805067097526","0.0522267119962491"
"Min 1x per month","2019","no migration background","Rural Area","365","0.0492671971878522","0.0443808332148858","0.0541535611608187"
"Min 1x per month","2019","direct migration background","Urban Area","242","0.0378063101569592","0.0326113709861069","0.0430012493278116"
"Min 1x per month","2019","direct migration background","Rural Area","103","0.046348007111434","0.0369782065061776","0.0557178077166903"
"Min 1x per month","2019","indirect migration background","Urban Area","52","0.0420277946055506","0.0310053317472295","0.0530502574638716"
"Min 1x per month","2019","indirect migration background","Rural Area","17","","",""
"Rarely","2019","no migration background","Urban Area","1408","0.127376767098761","0.121276495587654","0.133477038609868"
"Rarely","2019","no migration background","Rural Area","1108","0.153299658021629","0.145165490605544","0.161433825437714"
"Rarely","2019","direct migration background","Urban Area","668","0.131082663681936","0.12189026338638","0.140275063977493"
"Rarely","2019","direct migration background","Rural Area","242","0.112130284216555","0.0980679978054728","0.126192570627638"
"Rarely","2019","indirect migration background","Urban Area","158","0.104340835680205","0.0875476754599406","0.121133995900469"
"Rarely","2019","indirect migration background","Rural Area","47","0.14849173390333","0.109951017066249","0.187032450740412"
"Never","2019","no migration background","Urban Area","2739","0.250924771348885","0.242991996017771","0.258857546679999"
"Never","2019","no migration background","Rural Area","2152","0.289186379085423","0.278950045425816","0.29942271274503"
"Never","2019","direct migration background","Urban Area","2048","0.387112638681402","0.373845536436442","0.400379740926361"
"Never","2019","direct migration background","Rural Area","843","0.407932074263386","0.386029278663442","0.429834869863331"
"Never","2019","indirect migration background","Urban Area","314","0.232476972319445","0.209272613806155","0.255681330832734"
"Never","2019","indirect migration background","Rural Area","83","0.216380778064717","0.171749831884489","0.261011724244945"
