"ple0160","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2009","Lower Saxony","no migration background","1403","0.953107614290866","0.942296777101017","0.963918451480715"
"No","2009","Lower Saxony","direct migration background","126","0.943811556423604","0.904526509889253","0.983096602957955"
"No","2009","Lower Saxony","indirect migration background","44","0.958879235309224","0.90086235364705","1.0168961169714"
"No","2009","Bremen","no migration background","112","0.985715634517302","0.963837254146211","1.00759401488839"
"No","2009","Bremen","direct migration background","5","","",""
"No","2009","Bremen","indirect migration background","2","","",""
"No","2009","North Rhine-Westphalia","no migration background","2887","0.969649362683128","0.963507558226264","0.975791167139992"
"No","2009","North Rhine-Westphalia","direct migration background","417","0.955768692796508","0.936686778133348","0.974850607459669"
"No","2009","North Rhine-Westphalia","indirect migration background","183","0.929338456786055","0.893462906706662","0.965214006865448"
"No","2009","Hesse","no migration background","963","0.958689314150761","0.946373368309049","0.971005259992474"
"No","2009","Hesse","direct migration background","158","0.971237147477505","0.945419672032517","0.997054622922492"
"No","2009","Hesse","indirect migration background","53","0.83561774011542","0.742610989297927","0.928624490932913"
"No","2009","Rhineland-Palatinate,Saarland","no migration background","795","0.952564643619079","0.938138063948937","0.966991223289221"
"No","2009","Rhineland-Palatinate,Saarland","direct migration background","128","0.928279128363057","0.884427639537147","0.972130617188966"
"No","2009","Rhineland-Palatinate,Saarland","indirect migration background","54","0.934720801620199","0.870024055638069","0.999417547602329"
"No","2009","Baden-Württemberg","no migration background","1548","0.954751059766057","0.9445951379328","0.964906981599313"
"No","2009","Baden-Württemberg","direct migration background","331","0.906518074662616","0.876107206576096","0.936928942749136"
"No","2009","Baden-Württemberg","indirect migration background","144","0.912911480994222","0.868522310542643","0.957300651445802"
"No","2009","Bavaria","no migration background","2164","0.963387293087171","0.955609785234738","0.971164800939604"
"No","2009","Bavaria","direct migration background","257","0.982607466423598","0.966777904340238","0.998437028506958"
"No","2009","Bavaria","indirect migration background","117","0.943846858887198","0.903326335778343","0.984367381996053"
"No","2009","Berlin","no migration background","592","0.959443118759048","0.943840201798154","0.975046035719943"
"No","2009","Berlin","direct migration background","47","0.927618988806444","0.855796536923719","0.999441440689169"
"No","2009","Berlin","indirect migration background","20","","",""
"No","2009","Brandenburg","no migration background","739","0.962203215033302","0.948733340197318","0.975673089869285"
"No","2009","Brandenburg","direct migration background","12","","",""
"No","2009","Brandenburg","indirect migration background","12","","",""
"No","2009","Mecklenburg-Western Pomerania","no migration background","452","0.973379392916665","0.958795441260988","0.987963344572342"
"No","2009","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"No","2009","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2009","Saxony","no migration background","1280","0.957591957205577","0.946806264026977","0.968377650384178"
"No","2009","Saxony","direct migration background","23","","",""
"No","2009","Saxony","indirect migration background","9","","",""
"No","2009","Saxony-Anhalt","no migration background","715","0.95087099936679","0.935433378569484","0.966308620164096"
"No","2009","Saxony-Anhalt","direct migration background","13","","",""
"No","2009","Saxony-Anhalt","indirect migration background","6","","",""
"No","2009","Thuringia","no migration background","766","0.942227307468643","0.926100098465398","0.958354516471888"
"No","2009","Thuringia","direct migration background","13","","",""
"No","2009","Thuringia","indirect migration background","8","","",""
"Yes","2010","Schleswig-Holstein","no migration background","18","","",""
"Yes","2010","Schleswig-Holstein","direct migration background","1","","",""
"Yes","2010","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2010","Hamburg","no migration background","12","","",""
"Yes","2010","Hamburg","direct migration background","","","",""
"Yes","2010","Hamburg","indirect migration background","2","","",""
"Yes","2010","Lower Saxony","no migration background","70","0.0358904734457076","0.0260259633385094","0.0457549835529058"
"Yes","2010","Lower Saxony","direct migration background","8","","",""
"Yes","2010","Lower Saxony","indirect migration background","1","","",""
"Yes","2010","Bremen","no migration background","","","",""
"Yes","2010","Bremen","direct migration background","","","",""
"Yes","2010","Bremen","indirect migration background","","","",""
"Yes","2010","North Rhine-Westphalia","no migration background","83","0.0284403097436586","0.0222788812542304","0.0346017382330868"
"Yes","2010","North Rhine-Westphalia","direct migration background","8","","",""
"Yes","2010","North Rhine-Westphalia","indirect migration background","9","","",""
"Yes","2010","Hesse","no migration background","51","0.0501574735444712","0.036174362774659","0.0641405843142834"
"Yes","2010","Hesse","direct migration background","2","","",""
"Yes","2010","Hesse","indirect migration background","2","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","no migration background","37","0.035507710805812","0.022545534417273","0.0484698871943511"
"Yes","2010","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Yes","2010","Baden-Württemberg","no migration background","65","0.0474520872524083","0.0367850969757594","0.0581190775290572"
"Yes","2010","Baden-Württemberg","direct migration background","18","","",""
"Yes","2010","Baden-Württemberg","indirect migration background","11","","",""
"Yes","2010","Bavaria","no migration background","71","0.0319520243137905","0.0244065855989376","0.0394974630286434"
"Yes","2010","Bavaria","direct migration background","4","","",""
"Yes","2010","Bavaria","indirect migration background","4","","",""
"Yes","2010","Berlin","no migration background","21","","",""
"Yes","2010","Berlin","direct migration background","1","","",""
"Yes","2010","Berlin","indirect migration background","2","","",""
"Yes","2010","Brandenburg","no migration background","25","","",""
"Yes","2010","Brandenburg","direct migration background","","","",""
"Yes","2010","Brandenburg","indirect migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","no migration background","12","","",""
"Yes","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2010","Saxony","no migration background","43","0.0288101484812751","0.0193851731552409","0.0382351238073092"
"Yes","2010","Saxony","direct migration background","3","","",""
"Yes","2010","Saxony","indirect migration background","","","",""
"Yes","2010","Saxony-Anhalt","no migration background","29","","",""
"Yes","2010","Saxony-Anhalt","direct migration background","","","",""
"Yes","2010","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2010","Thuringia","no migration background","29","","",""
"Yes","2010","Thuringia","direct migration background","1","","",""
"Yes","2010","Thuringia","indirect migration background","","","",""
"No","2010","Schleswig-Holstein","no migration background","380","0.958241354094196","0.938588880860255","0.977893827328137"
"No","2010","Schleswig-Holstein","direct migration background","38","0.997382110768345","0.981345144783734","1.01341907675295"
"No","2010","Schleswig-Holstein","indirect migration background","9","","",""
"No","2010","Hamburg","no migration background","233","0.936230210179662","0.905634265498449","0.966826154860874"
"No","2010","Hamburg","direct migration background","15","","",""
"No","2010","Hamburg","indirect migration background","9","","",""
"No","2010","Lower Saxony","no migration background","1296","0.964109526554292","0.954245016447094","0.973974036661491"
"No","2010","Lower Saxony","direct migration background","102","0.902667181021688","0.847275413219043","0.958058948824333"
"No","2010","Lower Saxony","indirect migration background","41","0.996104677703241","0.977266120684262","1.01494323472222"
"No","2010","Bremen","no migration background","102","1","1","1"
"No","2010","Bremen","direct migration background","4","","",""
"No","2010","Bremen","indirect migration background","2","","",""
"No","2010","North Rhine-Westphalia","no migration background","2713","0.971559690256341","0.965398261766913","0.97772111874577"
"No","2010","North Rhine-Westphalia","direct migration background","401","0.982970482726904","0.970431628769264","0.995509336684543"
"No","2010","North Rhine-Westphalia","indirect migration background","184","0.97535284230446","0.953478563897054","0.997227120711865"
"No","2010","Hesse","no migration background","885","0.949842526455529","0.935859415685717","0.963825637225341"
"No","2010","Hesse","direct migration background","138","0.991372597725053","0.976053169621946","1.00669202582816"
"No","2010","Hesse","indirect migration background","46","0.948831009218792","0.886496960966826","1.01116505747076"
"No","2010","Rhineland-Palatinate,Saarland","no migration background","746","0.964492289194188","0.951530112805649","0.977454465582727"
"No","2010","Rhineland-Palatinate,Saarland","direct migration background","112","0.912757482751122","0.861842115303611","0.963672850198632"
"No","2010","Rhineland-Palatinate,Saarland","indirect migration background","55","0.991243790067499","0.967058072020003","1.01542950811499"
"No","2010","Baden-Württemberg","no migration background","1461","0.952547912747592","0.941880922470943","0.963214903024241"
"No","2010","Baden-Württemberg","direct migration background","286","0.939355253138323","0.912525120033585","0.966185386243061"
"No","2010","Baden-Württemberg","indirect migration background","124","0.869111499613818","0.812217076147958","0.926005923079678"
"No","2010","Bavaria","no migration background","2016","0.96804797568621","0.960502536971357","0.975593414401062"
"No","2010","Bavaria","direct migration background","233","0.987810034248252","0.973839536570777","1.00178053192573"
"No","2010","Bavaria","indirect migration background","103","0.969328963182587","0.936658444792145","1.00199948157303"
"No","2010","Berlin","no migration background","567","0.979288939436784","0.967777860767377","0.990800018106191"
"No","2010","Berlin","direct migration background","43","0.95635458547951","0.895987454452433","1.01672171650659"
"No","2010","Berlin","indirect migration background","18","","",""
"No","2010","Brandenburg","no migration background","667","0.94896777531885","0.932571582123407","0.965363968514294"
"No","2010","Brandenburg","direct migration background","13","","",""
"No","2010","Brandenburg","indirect migration background","9","","",""
"No","2010","Mecklenburg-Western Pomerania","no migration background","412","0.968284372591487","0.951604094853392","0.984964650329582"
"No","2010","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"No","2010","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2010","Saxony","no migration background","1167","0.971189851518725","0.961764876192691","0.980614826844759"
"No","2010","Saxony","direct migration background","19","","",""
"No","2010","Saxony","indirect migration background","9","","",""
"No","2010","Saxony-Anhalt","no migration background","673","0.953355326554004","0.937755924120957","0.968954728987052"
"No","2010","Saxony-Anhalt","direct migration background","8","","",""
"No","2010","Saxony-Anhalt","indirect migration background","8","","",""
"No","2010","Thuringia","no migration background","710","0.974709568857927","0.963389694587495","0.986029443128359"
"No","2010","Thuringia","direct migration background","10","","",""
"No","2010","Thuringia","indirect migration background","8","","",""
"Yes","2011","Schleswig-Holstein","no migration background","28","","",""
"Yes","2011","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2011","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2011","Hamburg","no migration background","15","","",""
"Yes","2011","Hamburg","direct migration background","1","","",""
"Yes","2011","Hamburg","indirect migration background","2","","",""
"Yes","2011","Lower Saxony","no migration background","100","0.0660814839337896","0.0542409667159079","0.0779220011516714"
"Yes","2011","Lower Saxony","direct migration background","11","","",""
"Yes","2011","Lower Saxony","indirect migration background","1","","",""
"Yes","2011","Bremen","no migration background","3","","",""
"Yes","2011","Bremen","direct migration background","","","",""
"Yes","2011","Bremen","indirect migration background","","","",""
"Yes","2011","North Rhine-Westphalia","no migration background","148","0.0494842666345786","0.0421598123329365","0.0568087209362207"
"Yes","2011","North Rhine-Westphalia","direct migration background","27","","",""
"Yes","2011","North Rhine-Westphalia","indirect migration background","9","","",""
"Yes","2011","Hesse","no migration background","64","0.0663821909159209","0.0519938895520341","0.0807704922798076"
"Yes","2011","Hesse","direct migration background","3","","",""
"Yes","2011","Hesse","indirect migration background","4","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","45","0.0386587905862837","0.0266683158563082","0.0506492653162591"
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","8","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Yes","2011","Baden-Württemberg","no migration background","95","0.0393391426398088","0.0307394004006571","0.0479388848789605"
"Yes","2011","Baden-Württemberg","direct migration background","15","","",""
"Yes","2011","Baden-Württemberg","indirect migration background","6","","",""
"Yes","2011","Bavaria","no migration background","123","0.0434380322056348","0.0358111390259779","0.0510649253852917"
"Yes","2011","Bavaria","direct migration background","11","","",""
"Yes","2011","Bavaria","indirect migration background","5","","",""
"Yes","2011","Berlin","no migration background","41","0.0585372697620927","0.0412083564183061","0.0758661831058794"
"Yes","2011","Berlin","direct migration background","2","","",""
"Yes","2011","Berlin","indirect migration background","4","","",""
"Yes","2011","Brandenburg","no migration background","49","0.0689214170275415","0.0519712214129955","0.0858716126420875"
"Yes","2011","Brandenburg","direct migration background","","","",""
"Yes","2011","Brandenburg","indirect migration background","1","","",""
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","26","","",""
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2011","Saxony","no migration background","74","0.0432236293203233","0.032455168232942","0.0539920904077045"
"Yes","2011","Saxony","direct migration background","2","","",""
"Yes","2011","Saxony","indirect migration background","2","","",""
"Yes","2011","Saxony-Anhalt","no migration background","39","0.0429780277390214","0.0292794259666517","0.056676629511391"
"Yes","2011","Saxony-Anhalt","direct migration background","","","",""
"Yes","2011","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2011","Thuringia","no migration background","52","0.0460433695001348","0.0321010158975987","0.059985723102671"
"Yes","2011","Thuringia","direct migration background","","","",""
"Yes","2011","Thuringia","indirect migration background","1","","",""
"No","2011","Schleswig-Holstein","no migration background","547","0.952728428808141","0.935382452469831","0.970074405146451"
"No","2011","Schleswig-Holstein","direct migration background","61","0.976722361987342","0.939780981177634","1.01366374279705"
"No","2011","Schleswig-Holstein","indirect migration background","14","","",""
"No","2011","Hamburg","no migration background","264","0.961346499811026","0.938727136438814","0.983965863183237"
"No","2011","Hamburg","direct migration background","20","","",""
"No","2011","Hamburg","indirect migration background","13","","",""
"No","2011","Lower Saxony","no migration background","1591","0.93391851606621","0.922077998848329","0.945759033284092"
"No","2011","Lower Saxony","direct migration background","161","0.935489338016766","0.898776408724444","0.972202267309088"
"No","2011","Lower Saxony","indirect migration background","53","0.992450253804352","0.969363027464848","1.01553748014386"
"No","2011","Bremen","no migration background","103","0.993461446037554","0.978118402286638","1.00880448978847"
"No","2011","Bremen","direct migration background","18","","",""
"No","2011","Bremen","indirect migration background","3","","",""
"No","2011","North Rhine-Westphalia","no migration background","3220","0.950515733365421","0.943191279063779","0.957840187667063"
"No","2011","North Rhine-Westphalia","direct migration background","537","0.947292017535454","0.92885083892162","0.965733196149288"
"No","2011","North Rhine-Westphalia","indirect migration background","212","0.966791228482121","0.943167703027935","0.990414753936307"
"No","2011","Hesse","no migration background","1086","0.933617809084079","0.919229507720192","0.948006110447966"
"No","2011","Hesse","direct migration background","188","0.977035935326782","0.955793169739792","0.998278700913772"
"No","2011","Hesse","indirect migration background","69","0.933691230061804","0.876612567740935","0.990769892382673"
"No","2011","Rhineland-Palatinate,Saarland","no migration background","948","0.961341209413716","0.949350734683741","0.973331684143692"
"No","2011","Rhineland-Palatinate,Saarland","direct migration background","146","0.954212237955842","0.921199242640608","0.987225233271075"
"No","2011","Rhineland-Palatinate,Saarland","indirect migration background","60","0.991606131826887","0.968896875088003","1.01431538856577"
"No","2011","Baden-Württemberg","no migration background","1868","0.960660857360191","0.952061115121039","0.969260599599343"
"No","2011","Baden-Württemberg","direct migration background","358","0.956386973326006","0.9356608243871","0.977113122264913"
"No","2011","Baden-Württemberg","indirect migration background","154","0.959582506462923","0.929067466048682","0.990097546877164"
"No","2011","Bavaria","no migration background","2621","0.956561967794365","0.948935074614708","0.964188860974022"
"No","2011","Bavaria","direct migration background","311","0.953712099946565","0.93076316468717","0.976661035205961"
"No","2011","Bavaria","indirect migration background","126","0.984656258348714","0.963607794552465","1.00570472214496"
"No","2011","Berlin","no migration background","664","0.941462730237907","0.924133816894121","0.958791643581694"
"No","2011","Berlin","direct migration background","50","0.922046518169443","0.849177889877645","0.994915146461241"
"No","2011","Berlin","indirect migration background","21","","",""
"No","2011","Brandenburg","no migration background","809","0.931078582972458","0.914128387357912","0.948028778587005"
"No","2011","Brandenburg","direct migration background","22","","",""
"No","2011","Brandenburg","indirect migration background","8","","",""
"No","2011","Mecklenburg-Western Pomerania","no migration background","486","0.938492102046188","0.917681058201946","0.959303145890429"
"No","2011","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"No","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2011","Saxony","no migration background","1296","0.956776370679677","0.946007909592295","0.967544831767058"
"No","2011","Saxony","direct migration background","24","","",""
"No","2011","Saxony","indirect migration background","11","","",""
"No","2011","Saxony-Anhalt","no migration background","803","0.957021972260979","0.943323370488609","0.970720574033348"
"No","2011","Saxony-Anhalt","direct migration background","17","","",""
"No","2011","Saxony-Anhalt","indirect migration background","8","","",""
"No","2011","Thuringia","no migration background","816","0.953956630499865","0.940014276897329","0.967898984102401"
"No","2011","Thuringia","direct migration background","13","","",""
"No","2011","Thuringia","indirect migration background","7","","",""
"Yes","2012","Schleswig-Holstein","no migration background","20","","",""
"Yes","2012","Schleswig-Holstein","direct migration background","1","","",""
"Yes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2012","Hamburg","no migration background","18","","",""
"Yes","2012","Hamburg","direct migration background","4","","",""
"Yes","2012","Hamburg","indirect migration background","","","",""
"Yes","2012","Lower Saxony","no migration background","61","0.0385358602198362","0.0293040061719501","0.0477677142677223"
"Yes","2012","Lower Saxony","direct migration background","9","","",""
"Yes","2012","Lower Saxony","indirect migration background","2","","",""
"Yes","2012","Bremen","no migration background","1","","",""
"Yes","2012","Bremen","direct migration background","","","",""
"Yes","2012","Bremen","indirect migration background","","","",""
"Yes","2012","North Rhine-Westphalia","no migration background","105","0.0379785054988898","0.0314648218282408","0.0444921891695387"
"Yes","2012","North Rhine-Westphalia","direct migration background","21","","",""
"Yes","2012","North Rhine-Westphalia","indirect migration background","14","","",""
"Yes","2012","Hesse","no migration background","52","0.0437674278652787","0.0319692652522916","0.0555655904782657"
"Yes","2012","Hesse","direct migration background","3","","",""
"Yes","2012","Hesse","indirect migration background","7","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","26","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Yes","2012","Baden-Württemberg","no migration background","79","0.0414660478000143","0.032477960929913","0.0504541346701157"
"Yes","2012","Baden-Württemberg","direct migration background","10","","",""
"Yes","2012","Baden-Württemberg","indirect migration background","7","","",""
"Yes","2012","Bavaria","no migration background","88","0.0406943065880377","0.0332485335548193","0.048140079621256"
"Yes","2012","Bavaria","direct migration background","13","","",""
"Yes","2012","Bavaria","indirect migration background","9","","",""
"Yes","2012","Berlin","no migration background","44","0.052219283556971","0.0361687564733308","0.0682698106406111"
"Yes","2012","Berlin","direct migration background","3","","",""
"Yes","2012","Berlin","indirect migration background","4","","",""
"Yes","2012","Brandenburg","no migration background","33","0.0441456275341169","0.0302042791949601","0.0580869758732737"
"Yes","2012","Brandenburg","direct migration background","1","","",""
"Yes","2012","Brandenburg","indirect migration background","3","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","18","","",""
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2012","Saxony","no migration background","52","0.0315572790271817","0.022409703581753","0.0407048544726103"
"Yes","2012","Saxony","direct migration background","2","","",""
"Yes","2012","Saxony","indirect migration background","2","","",""
"Yes","2012","Saxony-Anhalt","no migration background","35","0.0457882432235818","0.0313577909681721","0.0602186954789915"
"Yes","2012","Saxony-Anhalt","direct migration background","","","",""
"Yes","2012","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2012","Thuringia","no migration background","24","","",""
"Yes","2012","Thuringia","direct migration background","","","",""
"Yes","2012","Thuringia","indirect migration background","","","",""
"No","2012","Schleswig-Holstein","no migration background","558","0.97023002126826","0.956374885421416","0.984085157115103"
"No","2012","Schleswig-Holstein","direct migration background","55","0.995602507065871","0.978272463940465","1.01293255019128"
"No","2012","Schleswig-Holstein","indirect migration background","10","","",""
"No","2012","Hamburg","no migration background","275","0.943851192990185","0.917491744949091","0.970210641031278"
"No","2012","Hamburg","direct migration background","20","","",""
"No","2012","Hamburg","indirect migration background","20","","",""
"No","2012","Lower Saxony","no migration background","1609","0.961464139780164","0.952232285732278","0.97069599382805"
"No","2012","Lower Saxony","direct migration background","154","0.946642668250171","0.91214065970191","0.981144676798432"
"No","2012","Lower Saxony","indirect migration background","45","0.928211622694539","0.854412749382322","1.00201049600675"
"No","2012","Bremen","no migration background","108","0.999783551379219","0.997021922935343","1.00254517982309"
"No","2012","Bremen","direct migration background","20","","",""
"No","2012","Bremen","indirect migration background","4","","",""
"No","2012","North Rhine-Westphalia","no migration background","3203","0.96202149450111","0.955507810830461","0.968535178171759"
"No","2012","North Rhine-Westphalia","direct migration background","518","0.971647111788112","0.95763490160044","0.985659321975785"
"No","2012","North Rhine-Westphalia","indirect migration background","190","0.914669601082523","0.876332698781717","0.953006503383329"
"No","2012","Hesse","no migration background","1103","0.956232572134721","0.944434409521734","0.968030734747708"
"No","2012","Hesse","direct migration background","180","0.977216547431171","0.955597939723952","0.998835155138389"
"No","2012","Hesse","indirect migration background","62","0.866721015133038","0.786526614247948","0.946915416018128"
"No","2012","Rhineland-Palatinate,Saarland","no migration background","971","0.980180342931726","0.971528640494354","0.988832045369099"
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","133","0.965190748177503","0.934497579435432","0.995883916919574"
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","68","0.996535640378889","0.982771250271601","1.01030003048618"
"No","2012","Baden-Württemberg","no migration background","1811","0.958533952199986","0.949545865329884","0.967522039070087"
"No","2012","Baden-Württemberg","direct migration background","337","0.959122391584901","0.938288849790975","0.979955933378828"
"No","2012","Baden-Württemberg","indirect migration background","143","0.962191970089995","0.93166910131687","0.99271483886312"
"No","2012","Bavaria","no migration background","2617","0.959305693411962","0.951859920378744","0.966751466445181"
"No","2012","Bavaria","direct migration background","326","0.962513650127886","0.942293318795945","0.982733981459827"
"No","2012","Bavaria","indirect migration background","144","0.931844195249974","0.891911791572011","0.971776598927938"
"No","2012","Berlin","no migration background","694","0.947780716443029","0.931730189359389","0.963831243526669"
"No","2012","Berlin","direct migration background","49","0.891265924912563","0.806653741348809","0.975878108476318"
"No","2012","Berlin","indirect migration background","23","","",""
"No","2012","Brandenburg","no migration background","801","0.955854372465883","0.941913024126726","0.96979572080504"
"No","2012","Brandenburg","direct migration background","21","","",""
"No","2012","Brandenburg","indirect migration background","4","","",""
"No","2012","Mecklenburg-Western Pomerania","no migration background","475","0.969160544692941","0.953899795900488","0.984421293485393"
"No","2012","Mecklenburg-Western Pomerania","direct migration background","8","","",""
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"No","2012","Saxony","no migration background","1351","0.968442720972818","0.95929514552739","0.977590296418247"
"No","2012","Saxony","direct migration background","28","","",""
"No","2012","Saxony","indirect migration background","11","","",""
"No","2012","Saxony-Anhalt","no migration background","771","0.954211756776418","0.939781304521008","0.968642209031828"
"No","2012","Saxony-Anhalt","direct migration background","16","","",""
"No","2012","Saxony-Anhalt","indirect migration background","8","","",""
"No","2012","Thuringia","no migration background","822","0.974688160400149","0.964103970831376","0.985272349968923"
"No","2012","Thuringia","direct migration background","13","","",""
"No","2012","Thuringia","indirect migration background","9","","",""
"Yes","2013","Schleswig-Holstein","no migration background","11","","",""
"Yes","2013","Schleswig-Holstein","direct migration background","1","","",""
"Yes","2013","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2013","Hamburg","no migration background","7","","",""
"Yes","2013","Hamburg","direct migration background","1","","",""
"Yes","2013","Hamburg","indirect migration background","1","","",""
"Yes","2013","Lower Saxony","no migration background","42","0.0188532367342773","0.0121744103939456","0.025532063074609"
"Yes","2013","Lower Saxony","direct migration background","1","","",""
"Yes","2013","Lower Saxony","indirect migration background","2","","",""
"Yes","2013","Bremen","no migration background","2","","",""
"Yes","2013","Bremen","direct migration background","1","","",""
"Yes","2013","Bremen","indirect migration background","","","",""
"Yes","2013","North Rhine-Westphalia","no migration background","58","0.020134192361728","0.0151889485143444","0.0250794362091116"
"Yes","2013","North Rhine-Westphalia","direct migration background","10","","",""
"Yes","2013","North Rhine-Westphalia","indirect migration background","9","","",""
"Yes","2013","Hesse","no migration background","28","","",""
"Yes","2013","Hesse","direct migration background","4","","",""
"Yes","2013","Hesse","indirect migration background","1","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","24","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2013","Baden-Württemberg","no migration background","51","0.03093484907848","0.0227500006477333","0.0391196975092267"
"Yes","2013","Baden-Württemberg","direct migration background","7","","",""
"Yes","2013","Baden-Württemberg","indirect migration background","3","","",""
"Yes","2013","Bavaria","no migration background","64","0.0221612157524833","0.0164228268684248","0.0278996046365417"
"Yes","2013","Bavaria","direct migration background","9","","",""
"Yes","2013","Bavaria","indirect migration background","7","","",""
"Yes","2013","Berlin","no migration background","22","","",""
"Yes","2013","Berlin","direct migration background","","","",""
"Yes","2013","Berlin","indirect migration background","1","","",""
"Yes","2013","Brandenburg","no migration background","25","","",""
"Yes","2013","Brandenburg","direct migration background","","","",""
"Yes","2013","Brandenburg","indirect migration background","1","","",""
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","8","","",""
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2013","Saxony","no migration background","40","0.0309963747423126","0.0215862791440912","0.0404064703405339"
"Yes","2013","Saxony","direct migration background","","","",""
"Yes","2013","Saxony","indirect migration background","","","",""
"Yes","2013","Saxony-Anhalt","no migration background","20","","",""
"Yes","2013","Saxony-Anhalt","direct migration background","","","",""
"Yes","2013","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2013","Thuringia","no migration background","17","","",""
"Yes","2013","Thuringia","direct migration background","1","","",""
"Yes","2013","Thuringia","indirect migration background","","","",""
"No","2013","Schleswig-Holstein","no migration background","522","0.972193402101119","0.958235030706081","0.986151773496158"
"No","2013","Schleswig-Holstein","direct migration background","50","0.995438867067216","0.976945897081961","1.01393183705247"
"No","2013","Schleswig-Holstein","indirect migration background","9","","",""
"No","2013","Hamburg","no migration background","264","0.94579971595804","0.918843196516588","0.972756235399492"
"No","2013","Hamburg","direct migration background","23","","",""
"No","2013","Hamburg","indirect migration background","16","","",""
"No","2013","Lower Saxony","no migration background","1551","0.981146763265723","0.974467936925391","0.987825589606054"
"No","2013","Lower Saxony","direct migration background","140","0.992489716190871","0.978239228841452","1.00674020354029"
"No","2013","Lower Saxony","indirect migration background","48","0.941669989346329","0.876708124793192","1.00663185389947"
"No","2013","Bremen","no migration background","95","0.999381069627342","0.994431713766565","1.00433042548812"
"No","2013","Bremen","direct migration background","19","","",""
"No","2013","Bremen","indirect migration background","3","","",""
"No","2013","North Rhine-Westphalia","no migration background","3041","0.979865807638272","0.974920563790888","0.984811051485656"
"No","2013","North Rhine-Westphalia","direct migration background","438","0.960390733646849","0.942330163186926","0.978451304106772"
"No","2013","North Rhine-Westphalia","indirect migration background","176","0.949633994968121","0.918119590426819","0.981148399509424"
"No","2013","Hesse","no migration background","1035","0.975375858501005","0.966059461028325","0.984692255973685"
"No","2013","Hesse","direct migration background","162","0.984641889669607","0.965934978128687","1.00334880121053"
"No","2013","Hesse","indirect migration background","63","0.995248888400317","0.978401927399909","1.01209584940073"
"No","2013","Rhineland-Palatinate,Saarland","no migration background","887","0.978637059751211","0.969247823986275","0.988026295516147"
"No","2013","Rhineland-Palatinate,Saarland","direct migration background","127","0.995906358543595","0.984930447753542","1.00688226933365"
"No","2013","Rhineland-Palatinate,Saarland","indirect migration background","61","1","1","1"
"No","2013","Baden-Württemberg","no migration background","1668","0.96906515092152","0.960880302490773","0.977249999352267"
"No","2013","Baden-Württemberg","direct migration background","285","0.990435306430167","0.979271681100092","1.00159893176024"
"No","2013","Baden-Württemberg","indirect migration background","122","0.99086051101237","0.974178042960404","1.00754297906434"
