"ple0160","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2013","Bavaria","no migration background","2464","0.977838784247517","0.972100395363458","0.983577173131575"
"No","2013","Bavaria","direct migration background","290","0.972899898093466","0.954495058454348","0.991304737732585"
"No","2013","Bavaria","indirect migration background","129","0.932727538296149","0.890628255569608","0.974826821022689"
"No","2013","Berlin","no migration background","674","0.981090081699084","0.970970961839615","0.991209201558552"
"No","2013","Berlin","direct migration background","48","1","1","1"
"No","2013","Berlin","indirect migration background","26","","",""
"No","2013","Brandenburg","no migration background","737","0.969663037298304","0.957485286721081","0.981840787875527"
"No","2013","Brandenburg","direct migration background","18","","",""
"No","2013","Brandenburg","indirect migration background","6","","",""
"No","2013","Mecklenburg-Western Pomerania","no migration background","435","0.980669745018542","0.9678486119479","0.993490878089184"
"No","2013","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"No","2013","Mecklenburg-Western Pomerania","indirect migration background","6","","",""
"No","2013","Saxony","no migration background","1263","0.969003625257687","0.959593529659466","0.978413720855909"
"No","2013","Saxony","direct migration background","27","","",""
"No","2013","Saxony","indirect migration background","11","","",""
"No","2013","Saxony-Anhalt","no migration background","726","0.968583098563956","0.956065275884314","0.981100921243598"
"No","2013","Saxony-Anhalt","direct migration background","12","","",""
"No","2013","Saxony-Anhalt","indirect migration background","6","","",""
"No","2013","Thuringia","no migration background","771","0.978675564048147","0.968589002777873","0.98876212531842"
"No","2013","Thuringia","direct migration background","10","","",""
"No","2013","Thuringia","indirect migration background","8","","",""
"Yes","2014","Schleswig-Holstein","no migration background","26","","",""
"Yes","2014","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2014","Schleswig-Holstein","indirect migration background","3","","",""
"Yes","2014","Hamburg","no migration background","8","","",""
"Yes","2014","Hamburg","direct migration background","4","","",""
"Yes","2014","Hamburg","indirect migration background","1","","",""
"Yes","2014","Lower Saxony","no migration background","60","0.0232278002415654","0.0166461501548938","0.0298094503282369"
"Yes","2014","Lower Saxony","direct migration background","14","","",""
"Yes","2014","Lower Saxony","indirect migration background","3","","",""
"Yes","2014","Bremen","no migration background","5","","",""
"Yes","2014","Bremen","direct migration background","2","","",""
"Yes","2014","Bremen","indirect migration background","1","","",""
"Yes","2014","North Rhine-Westphalia","no migration background","103","0.0314935216909479","0.0259141516984822","0.0370728916834136"
"Yes","2014","North Rhine-Westphalia","direct migration background","42","0.0214511914883457","0.013756760774149","0.0291456222025424"
"Yes","2014","North Rhine-Westphalia","indirect migration background","23","","",""
"Yes","2014","Hesse","no migration background","41","0.0260769886791652","0.0172775726493485","0.034876404708982"
"Yes","2014","Hesse","direct migration background","12","","",""
"Yes","2014","Hesse","indirect migration background","2","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","no migration background","32","0.0194236694645628","0.0112419543668612","0.0276053845622643"
"Yes","2014","Rhineland-Palatinate,Saarland","direct migration background","16","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Yes","2014","Baden-Württemberg","no migration background","87","0.03628589354554","0.0284269986702537","0.0441447884208263"
"Yes","2014","Baden-Württemberg","direct migration background","24","","",""
"Yes","2014","Baden-Württemberg","indirect migration background","15","","",""
"Yes","2014","Bavaria","no migration background","108","0.0280943567592976","0.0223939883261805","0.0337947251924148"
"Yes","2014","Bavaria","direct migration background","34","0.0420400275620629","0.0289218524896344","0.0551582026344914"
"Yes","2014","Bavaria","indirect migration background","18","","",""
"Yes","2014","Berlin","no migration background","23","","",""
"Yes","2014","Berlin","direct migration background","7","","",""
"Yes","2014","Berlin","indirect migration background","3","","",""
"Yes","2014","Brandenburg","no migration background","25","","",""
"Yes","2014","Brandenburg","direct migration background","2","","",""
"Yes","2014","Brandenburg","indirect migration background","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","no migration background","14","","",""
"Yes","2014","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2014","Saxony","no migration background","46","0.0358306526520666","0.0265020372425424","0.0451592680615908"
"Yes","2014","Saxony","direct migration background","2","","",""
"Yes","2014","Saxony","indirect migration background","2","","",""
"Yes","2014","Saxony-Anhalt","no migration background","29","","",""
"Yes","2014","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2014","Saxony-Anhalt","indirect migration background","3","","",""
"Yes","2014","Thuringia","no migration background","25","","",""
"Yes","2014","Thuringia","direct migration background","3","","",""
"Yes","2014","Thuringia","indirect migration background","1","","",""
"No","2014","Schleswig-Holstein","no migration background","673","0.976068851528083","0.9647388100283","0.987398893027866"
"No","2014","Schleswig-Holstein","direct migration background","175","0.972689560310224","0.948745953985596","0.996633166634853"
"No","2014","Schleswig-Holstein","indirect migration background","52","0.949649541904049","0.891859881696266","1.00743920211183"
"No","2014","Hamburg","no migration background","288","0.955052013218696","0.931448814112174","0.978655212325218"
"No","2014","Hamburg","direct migration background","107","0.985180285569795","0.962701938348345","1.00765863279124"
"No","2014","Hamburg","indirect migration background","36","0.973744694690841","0.922224402470733","1.02526498691095"
"No","2014","Lower Saxony","no migration background","1952","0.976772199758435","0.970190549671763","0.983353849845106"
"No","2014","Lower Saxony","direct migration background","467","0.954616466056408","0.936015342875277","0.973217589237539"
"No","2014","Lower Saxony","indirect migration background","114","0.969217873978049","0.937919975794571","1.00051577216153"
"No","2014","Bremen","no migration background","133","0.965574723855444","0.935156054763847","0.995993392947041"
"No","2014","Bremen","direct migration background","63","0.990852673731381","0.9677084275361","1.01399691992666"
"No","2014","Bremen","indirect migration background","13","","",""
"No","2014","North Rhine-Westphalia","no migration background","3661","0.968506478309052","0.962927108316586","0.974085848301518"
"No","2014","North Rhine-Westphalia","direct migration background","1320","0.978548808511654","0.970854377797457","0.986243239225851"
"No","2014","North Rhine-Westphalia","indirect migration background","503","0.96422141189611","0.948348551234991","0.980094272557229"
"No","2014","Hesse","no migration background","1219","0.973923011320835","0.965123595291018","0.982722427350652"
"No","2014","Hesse","direct migration background","451","0.98776322444663","0.97774899543069","0.997777453462569"
"No","2014","Hesse","indirect migration background","163","0.984241317606762","0.965238549595876","1.00324408561765"
"No","2014","Rhineland-Palatinate,Saarland","no migration background","1061","0.980576330535437","0.972394615437736","0.988758045633139"
"No","2014","Rhineland-Palatinate,Saarland","direct migration background","361","0.924884638673242","0.898278271543687","0.951491005802797"
"No","2014","Rhineland-Palatinate,Saarland","indirect migration background","112","0.967313814238128","0.935230966908867","0.999396661567388"
"No","2014","Baden-Württemberg","no migration background","2088","0.96371410645446","0.955855211579174","0.971573001329746"
"No","2014","Baden-Württemberg","direct migration background","722","0.980080210343203","0.970053652550734","0.990106768135672"
"No","2014","Baden-Württemberg","indirect migration background","299","0.973460142531708","0.955681784531605","0.991238500531811"
"No","2014","Bavaria","no migration background","3120","0.971905643240702","0.966205274807585","0.977606011673819"
"No","2014","Bavaria","direct migration background","865","0.957959972437937","0.944841797365509","0.971078147510366"
"No","2014","Bavaria","indirect migration background","277","0.949419907050697","0.924413225627509","0.974426588473884"
"No","2014","Berlin","no migration background","771","0.97803218473025","0.967836700739058","0.988227668721443"
"No","2014","Berlin","direct migration background","127","0.937547764237268","0.896577724200319","0.978517804274217"
"No","2014","Berlin","indirect migration background","61","0.943527772484672","0.886975129387119","1.00008041558223"
"No","2014","Brandenburg","no migration background","889","0.978360098628725","0.968927051640831","0.987793145616618"
"No","2014","Brandenburg","direct migration background","101","0.996669481735099","0.985542920340104","1.00779604313009"
