"ple0160","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"Yes","2009","Mecklenburg-Western Pomerania","middle vocational","9","","",""
"Yes","2009","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2009","Mecklenburg-Western Pomerania","higher vocational","1","","",""
"Yes","2009","Mecklenburg-Western Pomerania","higher education","4","","",""
"Yes","2009","Saxony","in school","","","",""
"Yes","2009","Saxony","inadequately","","","",""
"Yes","2009","Saxony","general elemantary","1","","",""
"Yes","2009","Saxony","middle vocational","37","0.047528445694434","0.0323215003920704","0.0627353909967977"
"Yes","2009","Saxony","vocational + Abi","2","","",""
"Yes","2009","Saxony","higher vocational","5","","",""
"Yes","2009","Saxony","higher education","17","","",""
"Yes","2009","Saxony-Anhalt","in school","1","","",""
"Yes","2009","Saxony-Anhalt","inadequately","","","",""
"Yes","2009","Saxony-Anhalt","general elemantary","1","","",""
"Yes","2009","Saxony-Anhalt","middle vocational","23","","",""
"Yes","2009","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2009","Saxony-Anhalt","higher vocational","2","","",""
"Yes","2009","Saxony-Anhalt","higher education","10","","",""
"Yes","2009","Thuringia","in school","","","",""
"Yes","2009","Thuringia","inadequately","","","",""
"Yes","2009","Thuringia","general elemantary","1","","",""
"Yes","2009","Thuringia","middle vocational","25","","",""
"Yes","2009","Thuringia","vocational + Abi","2","","",""
"Yes","2009","Thuringia","higher vocational","1","","",""
"Yes","2009","Thuringia","higher education","9","","",""
"No","2009","Schleswig-Holstein","in school","10","","",""
"No","2009","Schleswig-Holstein","inadequately","5","","",""
"No","2009","Schleswig-Holstein","general elemantary","53","1","1","1"
"No","2009","Schleswig-Holstein","middle vocational","265","0.914861573732995","0.882171975891122","0.947551171574869"
"No","2009","Schleswig-Holstein","vocational + Abi","29","","",""
"No","2009","Schleswig-Holstein","higher vocational","43","1","1","1"
"No","2009","Schleswig-Holstein","higher education","78","0.962644256860811","0.921847969033971","1.00344054468765"
"No","2009","Hamburg","in school","8","","",""
"No","2009","Hamburg","inadequately","1","","",""
"No","2009","Hamburg","general elemantary","14","","",""
"No","2009","Hamburg","middle vocational","113","0.989157915410594","0.97039309678093","1.00792273404026"
"No","2009","Hamburg","vocational + Abi","24","","",""
"No","2009","Hamburg","higher vocational","21","","",""
"No","2009","Hamburg","higher education","78","0.946989932623894","0.898196941664313","0.995782923583475"
"No","2009","Lower Saxony","in school","29","","",""
"No","2009","Lower Saxony","inadequately","13","","",""
"No","2009","Lower Saxony","general elemantary","178","0.894938280572751","0.851565599245094","0.938310961900408"
"No","2009","Lower Saxony","middle vocational","845","0.970527017140833","0.959301516755456","0.98175251752621"
"No","2009","Lower Saxony","vocational + Abi","94","0.97214386942057","0.93956314632147","1.00472459251967"
"No","2009","Lower Saxony","higher vocational","99","0.967478106580752","0.933549820173356","1.00140639298815"
"No","2009","Lower Saxony","higher education","286","0.920116514201189","0.889740044868633","0.950492983533745"
"No","2009","Bremen","in school","3","","",""
"No","2009","Bremen","inadequately","","","",""
"No","2009","Bremen","general elemantary","12","","",""
"No","2009","Bremen","middle vocational","58","0.972252772740238","0.930342404570943","1.01416314090953"
"No","2009","Bremen","vocational + Abi","10","","",""
"No","2009","Bremen","higher vocational","6","","",""
"No","2009","Bremen","higher education","28","","",""
"No","2009","North Rhine-Westphalia","in school","71","0.963232015806429","0.920641017079555","1.0058230145333"
"No","2009","North Rhine-Westphalia","inadequately","53","1","1","1"
"No","2009","North Rhine-Westphalia","general elemantary","400","0.98283191993367","0.970319295428496","0.995344544438843"
"No","2009","North Rhine-Westphalia","middle vocational","1690","0.967974715649704","0.959744387342089","0.976205043957318"
"No","2009","North Rhine-Westphalia","vocational + Abi","252","0.935854664336669","0.90673741236953","0.964971916303808"
"No","2009","North Rhine-Westphalia","higher vocational","248","0.974896092453809","0.955694916426621","0.994097268480997"
"No","2009","North Rhine-Westphalia","higher education","710","0.953739568782358","0.938626040005615","0.968853097559101"
"No","2009","Hesse","in school","21","","",""
"No","2009","Hesse","inadequately","10","","",""
"No","2009","Hesse","general elemantary","119","0.978825955128565","0.953174615029127","1.004477295228"
"No","2009","Hesse","middle vocational","552","0.939870943745858","0.920490644556388","0.959251242935328"
"No","2009","Hesse","vocational + Abi","86","0.941962309369607","0.893656578126665","0.990268040612549"
"No","2009","Hesse","higher vocational","70","0.994259463795825","0.976686500030337","1.01183242756131"
"No","2009","Hesse","higher education","301","0.94409004889121","0.918838629366995","0.969341468415424"
"No","2009","Rhineland-Palatinate,Saarland","in school","15","","",""
"No","2009","Rhineland-Palatinate,Saarland","inadequately","13","","",""
"No","2009","Rhineland-Palatinate,Saarland","general elemantary","157","0.983750979011507","0.964099025981126","1.00340293204189"
"No","2009","Rhineland-Palatinate,Saarland","middle vocational","490","0.932493806476207","0.910908451251943","0.954079161700471"
"No","2009","Rhineland-Palatinate,Saarland","vocational + Abi","48","0.957693644076847","0.901900710020838","1.01348657813286"
"No","2009","Rhineland-Palatinate,Saarland","higher vocational","74","0.928912460294793","0.872246965993934","0.985577954595653"
"No","2009","Rhineland-Palatinate,Saarland","higher education","157","0.95575272592349","0.924279431830739","0.987226020016242"
"No","2009","Baden-Württemberg","in school","38","0.984637608171242","0.946037953770706","1.02323726257178"
"No","2009","Baden-Württemberg","inadequately","35","1","1","1"
"No","2009","Baden-Württemberg","general elemantary","263","0.913128053630416","0.879900438703743","0.94635566855709"
"No","2009","Baden-Württemberg","middle vocational","967","0.952132359504098","0.938953206558915","0.965311512449282"
"No","2009","Baden-Württemberg","vocational + Abi","111","0.916850264943707","0.867449109099259","0.966251420788155"
"No","2009","Baden-Württemberg","higher vocational","144","0.925292695367231","0.883632291448447","0.966953099286015"
"No","2009","Baden-Württemberg","higher education","425","0.942960588333356","0.921364230372221","0.964556946294491"
"No","2009","Bavaria","in school","48","1","1","1"
"No","2009","Bavaria","inadequately","16","","",""
"No","2009","Bavaria","general elemantary","267","0.971672813600928","0.952135270345521","0.991210356856334"
"No","2009","Bavaria","middle vocational","1330","0.974301179397014","0.965916079271985","0.982686279522043"
"No","2009","Bavaria","vocational + Abi","127","0.923833649022353","0.878409070501614","0.969258227543093"
"No","2009","Bavaria","higher vocational","196","0.932739879609079","0.898368884955427","0.96711087426273"
"No","2009","Bavaria","higher education","511","0.955371434391058","0.937923278076989","0.972819590705126"
"No","2009","Berlin","in school","11","","",""
"No","2009","Berlin","inadequately","9","","",""
"No","2009","Berlin","general elemantary","42","0.955045054039462","0.893820952209357","1.01626915586957"
"No","2009","Berlin","middle vocational","262","0.984847925951634","0.970277010496414","0.999418841406854"
"No","2009","Berlin","vocational + Abi","38","1","1","1"
"No","2009","Berlin","higher vocational","52","0.990590000918031","0.964597269654426","1.01658273218164"
"No","2009","Berlin","higher education","233","0.911244443384532","0.875778228840008","0.946710657929055"
"No","2009","Brandenburg","in school","12","","",""
"No","2009","Brandenburg","inadequately","","","",""
"No","2009","Brandenburg","general elemantary","54","0.986169928209629","0.955305741243669","1.01703411517559"
"No","2009","Brandenburg","middle vocational","370","0.973020474795706","0.956857080051305","0.989183869540107"
"No","2009","Brandenburg","vocational + Abi","25","","",""
"No","2009","Brandenburg","higher vocational","58","0.931452261733277","0.86804192795668","0.994862595509873"
"No","2009","Brandenburg","higher education","232","0.960852102889493","0.936263625743085","0.985440580035901"
"No","2009","Mecklenburg-Western Pomerania","in school","6","","",""
"No","2009","Mecklenburg-Western Pomerania","inadequately","4","","",""
"No","2009","Mecklenburg-Western Pomerania","general elemantary","21","","",""
"No","2009","Mecklenburg-Western Pomerania","middle vocational","235","0.980192203352952","0.962708763488208","0.997675643217695"
"No","2009","Mecklenburg-Western Pomerania","vocational + Abi","8","","",""
"No","2009","Mecklenburg-Western Pomerania","higher vocational","40","0.996388354864853","0.978026226456312","1.01475048327339"
"No","2009","Mecklenburg-Western Pomerania","higher education","131","0.966465485509844","0.936097191677755","0.996833779341933"
"No","2009","Saxony","in school","15","","",""
"No","2009","Saxony","inadequately","2","","",""
"No","2009","Saxony","general elemantary","72","0.980134322084543","0.948124655194902","1.01214398897418"
"No","2009","Saxony","middle vocational","715","0.952471554305566","0.937264609003202","0.96767849960793"
"No","2009","Saxony","vocational + Abi","51","0.951266536225295","0.893300326197202","1.00923274625339"
"No","2009","Saxony","higher vocational","116","0.965146343420098","0.932466786129191","0.997825900711005"
"No","2009","Saxony","higher education","327","0.960321799622395","0.939693983724818","0.980949615519972"
"No","2009","Saxony-Anhalt","in school","7","","",""
"No","2009","Saxony-Anhalt","inadequately","6","","",""
"No","2009","Saxony-Anhalt","general elemantary","45","0.989148783010019","0.959209650688411","1.01908791533163"
"No","2009","Saxony-Anhalt","middle vocational","377","0.937757160768882","0.914081179517199","0.961433142020566"
"No","2009","Saxony-Anhalt","vocational + Abi","27","","",""
"No","2009","Saxony-Anhalt","higher vocational","68","0.983711201733093","0.954057603320925","1.01336480014526"
"No","2009","Saxony-Anhalt","higher education","189","0.954934403549668","0.926111954209527","0.983756852889808"
"No","2009","Thuringia","in school","7","","",""
"No","2009","Thuringia","inadequately","1","","",""
"No","2009","Thuringia","general elemantary","51","0.989893055411688","0.962706730668919","1.01707938015446"
"No","2009","Thuringia","middle vocational","469","0.951817084366211","0.932932479483356","0.970701689249066"
"No","2009","Thuringia","vocational + Abi","19","","",""
"No","2009","Thuringia","higher vocational","52","0.984984981813485","0.952244286980424","1.01772567664655"
"No","2009","Thuringia","higher education","169","0.879654869007687","0.831857003015622","0.927452734999751"
"Yes","2010","Schleswig-Holstein","in school","","","",""
"Yes","2010","Schleswig-Holstein","inadequately","","","",""
"Yes","2010","Schleswig-Holstein","general elemantary","1","","",""
"Yes","2010","Schleswig-Holstein","middle vocational","13","","",""
"Yes","2010","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2010","Schleswig-Holstein","higher vocational","1","","",""
"Yes","2010","Schleswig-Holstein","higher education","4","","",""
"Yes","2010","Hamburg","in school","","","",""
"Yes","2010","Hamburg","inadequately","","","",""
"Yes","2010","Hamburg","general elemantary","1","","",""
"Yes","2010","Hamburg","middle vocational","6","","",""
"Yes","2010","Hamburg","vocational + Abi","","","",""
"Yes","2010","Hamburg","higher vocational","","","",""
"Yes","2010","Hamburg","higher education","7","","",""
"Yes","2010","Lower Saxony","in school","1","","",""
"Yes","2010","Lower Saxony","inadequately","1","","",""
"Yes","2010","Lower Saxony","general elemantary","10","","",""
"Yes","2010","Lower Saxony","middle vocational","41","0.0277171223316648","0.016334427581513","0.0390998170818167"
"Yes","2010","Lower Saxony","vocational + Abi","4","","",""
"Yes","2010","Lower Saxony","higher vocational","5","","",""
"Yes","2010","Lower Saxony","higher education","14","","",""
"Yes","2010","Bremen","in school","","","",""
"Yes","2010","Bremen","inadequately","","","",""
"Yes","2010","Bremen","general elemantary","","","",""
"Yes","2010","Bremen","middle vocational","","","",""
"Yes","2010","Bremen","vocational + Abi","","","",""
"Yes","2010","Bremen","higher vocational","","","",""
"Yes","2010","Bremen","higher education","","","",""
"Yes","2010","North Rhine-Westphalia","in school","","","",""
"Yes","2010","North Rhine-Westphalia","inadequately","1","","",""
"Yes","2010","North Rhine-Westphalia","general elemantary","10","","",""
"Yes","2010","North Rhine-Westphalia","middle vocational","41","0.0166130558257879","0.0104004356650297","0.0228256759865461"
"Yes","2010","North Rhine-Westphalia","vocational + Abi","10","","",""
"Yes","2010","North Rhine-Westphalia","higher vocational","7","","",""
"Yes","2010","North Rhine-Westphalia","higher education","26","","",""
"Yes","2010","Hesse","in school","","","",""
"Yes","2010","Hesse","inadequately","","","",""
"Yes","2010","Hesse","general elemantary","3","","",""
"Yes","2010","Hesse","middle vocational","32","0.0534245337566379","0.0339457828941413","0.0729032846191344"
"Yes","2010","Hesse","vocational + Abi","5","","",""
"Yes","2010","Hesse","higher vocational","4","","",""
"Yes","2010","Hesse","higher education","11","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","general elemantary","7","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","middle vocational","24","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","higher vocational","4","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","higher education","3","","",""
"Yes","2010","Baden-Württemberg","in school","1","","",""
"Yes","2010","Baden-Württemberg","inadequately","","","",""
"Yes","2010","Baden-Württemberg","general elemantary","5","","",""
"Yes","2010","Baden-Württemberg","middle vocational","38","0.0404860656668352","0.0278119208642909","0.0531602104693794"
"Yes","2010","Baden-Württemberg","vocational + Abi","10","","",""
"Yes","2010","Baden-Württemberg","higher vocational","7","","",""
"Yes","2010","Baden-Württemberg","higher education","31","0.0733451280857642","0.0487041180501556","0.0979861381213728"
"Yes","2010","Bavaria","in school","3","","",""
"Yes","2010","Bavaria","inadequately","","","",""
"Yes","2010","Bavaria","general elemantary","9","","",""
"Yes","2010","Bavaria","middle vocational","40","0.022799779560926","0.0145416188517318","0.0310579402701201"
"Yes","2010","Bavaria","vocational + Abi","3","","",""
"Yes","2010","Bavaria","higher vocational","4","","",""
"Yes","2010","Bavaria","higher education","19","","",""
"Yes","2010","Berlin","in school","","","",""
"Yes","2010","Berlin","inadequately","","","",""
"Yes","2010","Berlin","general elemantary","1","","",""
"Yes","2010","Berlin","middle vocational","13","","",""
"Yes","2010","Berlin","vocational + Abi","1","","",""
"Yes","2010","Berlin","higher vocational","","","",""
"Yes","2010","Berlin","higher education","8","","",""
"Yes","2010","Brandenburg","in school","","","",""
"Yes","2010","Brandenburg","inadequately","","","",""
"Yes","2010","Brandenburg","general elemantary","","","",""
"Yes","2010","Brandenburg","middle vocational","12","","",""
"Yes","2010","Brandenburg","vocational + Abi","3","","",""
"Yes","2010","Brandenburg","higher vocational","2","","",""
"Yes","2010","Brandenburg","higher education","7","","",""
"Yes","2010","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","middle vocational","8","","",""
"Yes","2010","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2010","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","higher education","2","","",""
"Yes","2010","Saxony","in school","","","",""
"Yes","2010","Saxony","inadequately","","","",""
"Yes","2010","Saxony","general elemantary","1","","",""
"Yes","2010","Saxony","middle vocational","28","","",""
"Yes","2010","Saxony","vocational + Abi","3","","",""
"Yes","2010","Saxony","higher vocational","4","","",""
"Yes","2010","Saxony","higher education","10","","",""
"Yes","2010","Saxony-Anhalt","in school","1","","",""
"Yes","2010","Saxony-Anhalt","inadequately","1","","",""
"Yes","2010","Saxony-Anhalt","general elemantary","3","","",""
"Yes","2010","Saxony-Anhalt","middle vocational","14","","",""
"Yes","2010","Saxony-Anhalt","vocational + Abi","1","","",""
"Yes","2010","Saxony-Anhalt","higher vocational","","","",""
"Yes","2010","Saxony-Anhalt","higher education","7","","",""
"Yes","2010","Thuringia","in school","","","",""
"Yes","2010","Thuringia","inadequately","","","",""
"Yes","2010","Thuringia","general elemantary","","","",""
"Yes","2010","Thuringia","middle vocational","16","","",""
"Yes","2010","Thuringia","vocational + Abi","1","","",""
"Yes","2010","Thuringia","higher vocational","1","","",""
"Yes","2010","Thuringia","higher education","11","","",""
"No","2010","Schleswig-Holstein","in school","7","","",""
"No","2010","Schleswig-Holstein","inadequately","5","","",""
"No","2010","Schleswig-Holstein","general elemantary","46","0.985297427631799","0.95088783751375","1.01970701774985"
"No","2010","Schleswig-Holstein","middle vocational","229","0.943826595652154","0.914816317965284","0.972836873339024"
"No","2010","Schleswig-Holstein","vocational + Abi","27","","",""
"No","2010","Schleswig-Holstein","higher vocational","35","0.997766187868372","0.98234440605252","1.01318796968422"
"No","2010","Schleswig-Holstein","higher education","69","0.968891927154508","0.929066459589336","1.00871739471968"
"No","2010","Hamburg","in school","6","","",""
"No","2010","Hamburg","inadequately","1","","",""
"No","2010","Hamburg","general elemantary","15","","",""
"No","2010","Hamburg","middle vocational","108","0.971465856110989","0.940903146193609","1.00202856602837"
"No","2010","Hamburg","vocational + Abi","20","","",""
"No","2010","Hamburg","higher vocational","24","","",""
"No","2010","Hamburg","higher education","79","0.835441029499374","0.757076858012132","0.913805200986617"
"No","2010","Lower Saxony","in school","28","","",""
"No","2010","Lower Saxony","inadequately","10","","",""
"No","2010","Lower Saxony","general elemantary","160","0.926217273057265","0.886920451982776","0.965514094131755"
"No","2010","Lower Saxony","middle vocational","758","0.972282877668335","0.960900182918183","0.983665572418487"
"No","2010","Lower Saxony","vocational + Abi","82","0.9938474799315","0.97732081373717","1.01037414612583"
"No","2010","Lower Saxony","higher vocational","97","0.962980512905052","0.926339121826489","0.999621903983615"
"No","2010","Lower Saxony","higher education","279","0.943196341514565","0.91669282572911","0.969699857300021"
"No","2010","Bremen","in school","2","","",""
"No","2010","Bremen","inadequately","","","",""
"No","2010","Bremen","general elemantary","12","","",""
"No","2010","Bremen","middle vocational","50","1","1","1"
"No","2010","Bremen","vocational + Abi","8","","",""
"No","2010","Bremen","higher vocational","4","","",""
"No","2010","Bremen","higher education","30","1","1","1"
"No","2010","North Rhine-Westphalia","in school","77","1","1","1"
"No","2010","North Rhine-Westphalia","inadequately","48","0.999234735756491","0.991492087621055","1.00697738389193"
"No","2010","North Rhine-Westphalia","general elemantary","369","0.989673305945999","0.979495478831336","0.999851133060663"
"No","2010","North Rhine-Westphalia","middle vocational","1585","0.983386944174212","0.977174324013454","0.98959956433497"
"No","2010","North Rhine-Westphalia","vocational + Abi","251","0.963100829162433","0.940230520849308","0.985971137475557"
"No","2010","North Rhine-Westphalia","higher vocational","233","0.915281346883653","0.880051618300137","0.950511075467169"
"No","2010","North Rhine-Westphalia","higher education","668","0.956839895548567","0.941720680760179","0.971959110336954"
"No","2010","Hesse","in school","20","","",""
"No","2010","Hesse","inadequately","7","","",""
"No","2010","Hesse","general elemantary","110","0.982868518352902","0.958943402784364","1.00679363392144"
"No","2010","Hesse","middle vocational","480","0.946575466243362","0.927096715380866","0.966054217105859"
"No","2010","Hesse","vocational + Abi","83","0.894533892936232","0.830359523082593","0.958708262789871"
"No","2010","Hesse","higher vocational","63","0.980883951602194","0.948095676907125","1.01367222629726"
"No","2010","Hesse","higher education","288","0.973416130012629","0.955182595298026","0.991649664727232"
"No","2010","Rhineland-Palatinate,Saarland","in school","13","","",""
"No","2010","Rhineland-Palatinate,Saarland","inadequately","8","","",""
"No","2010","Rhineland-Palatinate,Saarland","general elemantary","145","0.94254346494524","0.90554815191341","0.97953877797707"
"No","2010","Rhineland-Palatinate,Saarland","middle vocational","457","0.96098877758114","0.943685455552564","0.978292099609716"
"No","2010","Rhineland-Palatinate,Saarland","vocational + Abi","48","0.971088921152481","0.924173923407989","1.01800391889697"
"No","2010","Rhineland-Palatinate,Saarland","higher vocational","70","0.953616246725214","0.905697881218438","1.00153461223199"
"No","2010","Rhineland-Palatinate,Saarland","higher education","155","0.979669869948539","0.957664458074026","1.00167528182305"
"No","2010","Baden-Württemberg","in school","28","","",""
"No","2010","Baden-Württemberg","inadequately","26","","",""
"No","2010","Baden-Württemberg","general elemantary","250","0.96325608076027","0.940165140410907","0.986347021109633"
"No","2010","Baden-Württemberg","middle vocational","891","0.959513934333165","0.946839789530621","0.972188079135709"
"No","2010","Baden-Württemberg","vocational + Abi","106","0.830508168683702","0.762232582623801","0.898783754743602"
"No","2010","Baden-Württemberg","higher vocational","139","0.97078043962062","0.943461174648429","0.998099704592811"
"No","2010","Baden-Württemberg","higher education","399","0.926654871914236","0.902013861878627","0.951295881949844"
"No","2010","Bavaria","in school","48","0.947649191494067","0.886520021667099","1.00877836132104"
"No","2010","Bavaria","inadequately","13","","",""
"No","2010","Bavaria","general elemantary","239","0.972834463859549","0.952601902564491","0.993067025154606"
"No","2010","Bavaria","middle vocational","1215","0.977200220439074","0.96894205972988","0.985458381148268"
"No","2010","Bavaria","vocational + Abi","120","0.981270491982363","0.95731235246077","1.00522863150396"
"No","2010","Bavaria","higher vocational","184","0.98433376436503","0.966582770053405","1.00208475867665"
"No","2010","Bavaria","higher education","490","0.942001352804409","0.921695375566375","0.962307330042444"
"No","2010","Berlin","in school","9","","",""
"No","2010","Berlin","inadequately","7","","",""
"No","2010","Berlin","general elemantary","38","0.995139335238187","0.973311756247193","1.01696691422918"
"No","2010","Berlin","middle vocational","247","0.969146606190256","0.948127820218578","0.990165392161935"
"No","2010","Berlin","vocational + Abi","28","","",""
"No","2010","Berlin","higher vocational","53","1","1","1"
"No","2010","Berlin","higher education","239","0.961766638077856","0.937852446041142","0.98568083011457"
"No","2010","Brandenburg","in school","11","","",""
"No","2010","Brandenburg","inadequately","","","",""
"No","2010","Brandenburg","general elemantary","42","1","1","1"
"No","2010","Brandenburg","middle vocational","331","0.942498139862847","0.917861457238441","0.967134822487253"
"No","2010","Brandenburg","vocational + Abi","29","","",""
"No","2010","Brandenburg","higher vocational","56","0.908411308195704","0.834178431963398","0.982644184428011"
"No","2010","Brandenburg","higher education","212","0.964904417941606","0.940532236320484","0.989276599562727"
"No","2010","Mecklenburg-Western Pomerania","in school","4","","",""
"No","2010","Mecklenburg-Western Pomerania","inadequately","3","","",""
"No","2010","Mecklenburg-Western Pomerania","general elemantary","17","","",""
"No","2010","Mecklenburg-Western Pomerania","middle vocational","217","0.967381451606828","0.944170763009933","0.990592140203722"
"No","2010","Mecklenburg-Western Pomerania","vocational + Abi","6","","",""
"No","2010","Mecklenburg-Western Pomerania","higher vocational","39","1","1","1"
"No","2010","Mecklenburg-Western Pomerania","higher education","123","0.970041871365857","0.940157393970759","0.999926348760955"
"No","2010","Saxony","in school","7","","",""
"No","2010","Saxony","inadequately","2","","",""
"No","2010","Saxony","general elemantary","61","0.975095324915655","0.93630564253986","1.01388500729145"
"No","2010","Saxony","middle vocational","637","0.967835321478551","0.954425357545082","0.981245285412021"
"No","2010","Saxony","vocational + Abi","49","0.967783937404385","0.919791605295196","1.01577626951357"
"No","2010","Saxony","higher vocational","108","0.959732486048606","0.923324925005066","0.996140047092146"
"No","2010","Saxony","higher education","319","0.981061196216341","0.966332155471871","0.995790236960812"
"No","2010","Saxony-Anhalt","in school","3","","",""
"No","2010","Saxony-Anhalt","inadequately","5","","",""
"No","2010","Saxony-Anhalt","general elemantary","39","0.904430353672845","0.81551617934845","0.99334452799724"
"No","2010","Saxony-Anhalt","middle vocational","361","0.96014841255598","0.940350269677613","0.979946555434347"
"No","2010","Saxony-Anhalt","vocational + Abi","28","","",""
"No","2010","Saxony-Anhalt","higher vocational","66","1","1","1"
"No","2010","Saxony-Anhalt","higher education","177","0.9764130691115","0.954485439404047","0.998340698818953"
"No","2010","Thuringia","in school","2","","",""
"No","2010","Thuringia","inadequately","1","","",""
"No","2010","Thuringia","general elemantary","42","1","1","1"
"No","2010","Thuringia","middle vocational","447","0.975566109811652","0.961502971216448","0.989629248406857"
"No","2010","Thuringia","vocational + Abi","19","","",""
"No","2010","Thuringia","higher vocational","50","0.9791802711431","0.939994187163965","1.01836635512223"
"No","2010","Thuringia","higher education","151","0.92573459112527","0.885358235403835","0.966110946846706"
"Yes","2011","Schleswig-Holstein","in school","","","",""
"Yes","2011","Schleswig-Holstein","inadequately","","","",""
"Yes","2011","Schleswig-Holstein","general elemantary","2","","",""
"Yes","2011","Schleswig-Holstein","middle vocational","17","","",""
"Yes","2011","Schleswig-Holstein","vocational + Abi","4","","",""
"Yes","2011","Schleswig-Holstein","higher vocational","3","","",""
"Yes","2011","Schleswig-Holstein","higher education","5","","",""
"Yes","2011","Hamburg","in school","","","",""
"Yes","2011","Hamburg","inadequately","","","",""
"Yes","2011","Hamburg","general elemantary","","","",""
"Yes","2011","Hamburg","middle vocational","13","","",""
"Yes","2011","Hamburg","vocational + Abi","","","",""
"Yes","2011","Hamburg","higher vocational","1","","",""
"Yes","2011","Hamburg","higher education","4","","",""
"Yes","2011","Lower Saxony","in school","2","","",""
"Yes","2011","Lower Saxony","inadequately","3","","",""
"Yes","2011","Lower Saxony","general elemantary","12","","",""
"Yes","2011","Lower Saxony","middle vocational","71","0.0750130625656755","0.0589420037446164","0.0910841213867346"
"Yes","2011","Lower Saxony","vocational + Abi","5","","",""
"Yes","2011","Lower Saxony","higher vocational","9","","",""
"Yes","2011","Lower Saxony","higher education","9","","",""
"Yes","2011","Bremen","in school","","","",""
"Yes","2011","Bremen","inadequately","","","",""
"Yes","2011","Bremen","general elemantary","","","",""
"Yes","2011","Bremen","middle vocational","2","","",""
"Yes","2011","Bremen","vocational + Abi","","","",""
"Yes","2011","Bremen","higher vocational","","","",""
"Yes","2011","Bremen","higher education","","","",""
"Yes","2011","North Rhine-Westphalia","in school","1","","",""
"Yes","2011","North Rhine-Westphalia","inadequately","4","","",""
"Yes","2011","North Rhine-Westphalia","general elemantary","13","","",""
"Yes","2011","North Rhine-Westphalia","middle vocational","83","0.0459607571348897","0.0368041447657686","0.0551173695040108"
"Yes","2011","North Rhine-Westphalia","vocational + Abi","25","","",""
"Yes","2011","North Rhine-Westphalia","higher vocational","11","","",""
"Yes","2011","North Rhine-Westphalia","higher education","42","0.0578281786295358","0.0419960370180198","0.0736603202410517"
"Yes","2011","Hesse","in school","","","",""
"Yes","2011","Hesse","inadequately","","","",""
"Yes","2011","Hesse","general elemantary","3","","",""
"Yes","2011","Hesse","middle vocational","30","0.0516774434850836","0.0342661577949562","0.069088729175211"
"Yes","2011","Hesse","vocational + Abi","5","","",""
"Yes","2011","Hesse","higher vocational","7","","",""
"Yes","2011","Hesse","higher education","24","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","general elemantary","8","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","middle vocational","30","0.0445464287225034","0.0283203517735728","0.060772505671434"
"Yes","2011","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","higher education","8","","",""
"Yes","2011","Baden-Württemberg","in school","","","",""
"Yes","2011","Baden-Württemberg","inadequately","","","",""
"Yes","2011","Baden-Württemberg","general elemantary","10","","",""
"Yes","2011","Baden-Württemberg","middle vocational","73","0.0471927372679529","0.0351346066461989","0.0592508678897069"
"Yes","2011","Baden-Württemberg","vocational + Abi","9","","",""
"Yes","2011","Baden-Württemberg","higher vocational","6","","",""
"Yes","2011","Baden-Württemberg","higher education","18","","",""
"Yes","2011","Bavaria","in school","2","","",""
"Yes","2011","Bavaria","inadequately","1","","",""
"Yes","2011","Bavaria","general elemantary","15","","",""
"Yes","2011","Bavaria","middle vocational","65","0.0348915322756695","0.0261607078667091","0.0436223566846299"
"Yes","2011","Bavaria","vocational + Abi","8","","",""
"Yes","2011","Bavaria","higher vocational","8","","",""
"Yes","2011","Bavaria","higher education","38","0.0615416474163043","0.0430666888282741","0.0800166060043346"
"Yes","2011","Berlin","in school","1","","",""
"Yes","2011","Berlin","inadequately","","","",""
"Yes","2011","Berlin","general elemantary","4","","",""
"Yes","2011","Berlin","middle vocational","21","","",""
"Yes","2011","Berlin","vocational + Abi","6","","",""
"Yes","2011","Berlin","higher vocational","","","",""
