"ple0008","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Less good","2017","Employed","Part Time","960","0.128974386921867","0.121553763946425","0.136395009897309","4"
"Less good","2017","Employed","Not Working","","","","","4"
"Poor","2017","Not Employed","Full Time","","","","","5"
"Poor","2017","Not Employed","Part Time","","","","","5"
"Poor","2017","Not Employed","Not Working","732","0.0716255554411316","0.0673438048886707","0.0759073059935925","5"
"Poor","2017","Employed","Full Time","145","0.0141277153900693","0.0118668053814902","0.0163886253986484","5"
"Poor","2017","Employed","Part Time","172","0.0238238795261743","0.0204475603175441","0.0272001987348046","5"
"Poor","2017","Employed","Not Working","","","","","5"
"Satisfactory","2017","Not Employed","Full Time","","","","","3"
"Satisfactory","2017","Not Employed","Part Time","","","","","3"
"Satisfactory","2017","Employed","Full Time","3187","0.31265061437476","0.303769746752078","0.321531481997441","3"
"Satisfactory","2017","Not Employed","Not Working","3933","0.364849460777117","0.35685625557421","0.372842665980024","3"
"Satisfactory","2017","Employed","Part Time","2359","0.311305628396393","0.301054305317572","0.321556951475214","3"
"Satisfactory","2017","Employed","Not Working","","","","","3"
"Very good","2017","Not Employed","Full Time","","","","","1"
"Very good","2017","Not Employed","Part Time","","","","","1"
"Very good","2017","Not Employed","Not Working","2681","0.0723952706347711","0.0680923597914696","0.0766981814780727","1"
"Very good","2017","Employed","Full Time","1274","0.115890441246207","0.109758276272338","0.122022606220075","1"
"Very good","2017","Employed","Part Time","1006","0.120556684206586","0.113347722125586","0.127765646287586","1"
"Very good","2017","Employed","Not Working","","","","","1"
"Good","2018","Not Employed","Part Time","","","","","2"
"Good","2018","Not Employed","Full Time","","","","","2"
"Good","2018","Not Employed","Not Working","3522","0.257352701061985","0.249562852391004","0.265142549732966","2"
"Good","2018","Employed","Full Time","4647","0.450697813725741","0.440984526874733","0.460411100576749","2"
"Good","2018","Employed","Not Working","","","","","2"
"Good","2018","Employed","Part Time","3367","0.42772836554418","0.416821943739642","0.438634787348717","2"
"Less good","2018","Not Employed","Full Time","","","","","4"
"Less good","2018","Not Employed","Part Time","","","","","4"
"Less good","2018","Not Employed","Not Working","2019","0.223203237441292","0.215783691968595","0.230622782913989","4"
"Less good","2018","Employed","Part Time","886","0.115867107785977","0.108811474327302","0.122922741244651","4"
"Less good","2018","Employed","Not Working","","","","","4"
"Less good","2018","Employed","Full Time","962","0.100171218634484","0.0943102520726374","0.10603218519633","4"
"Poor","2018","Not Employed","Full Time","","","","","5"
"Poor","2018","Not Employed","Part Time","","","","","5"
"Poor","2018","Not Employed","Not Working","716","0.0751762697992231","0.0704779430019155","0.0798745965965307","5"
"Poor","2018","Employed","Full Time","106","0.0105129752224977","0.00852190903489939","0.0125040414100961","5"
"Poor","2018","Employed","Part Time","177","0.0267313925322889","0.0231756991512364","0.0302870859133414","5"
"Poor","2018","Employed","Not Working","","","","","5"
"Satisfactory","2018","Not Employed","Part Time","","","","","3"
"Satisfactory","2018","Not Employed","Full Time","","","","","3"
"Satisfactory","2018","Not Employed","Not Working","3669","0.37203798063573","0.363425392473761","0.380650568797699","3"
"Satisfactory","2018","Employed","Full Time","3013","0.313011277712775","0.303958692501815","0.322063862923736","3"
"Satisfactory","2018","Employed","Not Working","","","","","3"
"Satisfactory","2018","Employed","Part Time","2355","0.308309129632869","0.298129162678363","0.318489096587375","3"
"Very good","2018","Not Employed","Full Time","","","","","1"
"Very good","2018","Not Employed","Part Time","","","","","1"
"Very good","2018","Not Employed","Not Working","2173","0.0722298110617701","0.0676171472907495","0.0768424748327907","1"
"Very good","2018","Employed","Full Time","1352","0.125606714704502","0.119137111276581","0.132076318132423","1"
"Very good","2018","Employed","Part Time","1120","0.121364004504686","0.114165428432977","0.128562580576394","1"
"Very good","2018","Employed","Not Working","","","","","1"
"Good","2019","Not Employed","Full Time","","","","","2"
"Good","2019","Not Employed","Part Time","","","","","2"
"Good","2019","Not Employed","Not Working","3485","0.274154181280745","0.265849567128484","0.282458795433006","2"
"Good","2019","Employed","Full Time","5170","0.473125869244612","0.463736098924342","0.482515639564882","2"
"Good","2019","Employed","Not Working","","","","","2"
"Good","2019","Employed","Part Time","3282","0.420101850967971","0.40912013039057","0.431083571545371","2"
"Less good","2019","Not Employed","Full Time","","","","","4"
"Less good","2019","Not Employed","Part Time","","","","","4"
"Less good","2019","Not Employed","Not Working","1934","0.22178524497266","0.214051036256884","0.229519453688437","4"
"Less good","2019","Employed","Full Time","969","0.0989664593854581","0.0933504518782701","0.104582466892646","4"
"Less good","2019","Employed","Not Working","","","","","4"
"Less good","2019","Employed","Part Time","852","0.122131072024494","0.114845810379718","0.12941633366927","4"
"Poor","2019","Not Employed","Full Time","","","","","5"
"Poor","2019","Not Employed","Part Time","","","","","5"
"Poor","2019","Not Employed","Not Working","643","0.0687778809756852","0.0640664712987269","0.0734892906526435","5"
"Poor","2019","Employed","Full Time","107","0.0129577047000107","0.010830814330618","0.0150845950694035","5"
"Poor","2019","Employed","Part Time","166","0.0235403962204022","0.0201671250457538","0.0269136673950506","5"
"Poor","2019","Employed","Not Working","","","","","5"
"Satisfactory","2019","Not Employed","Part Time","","","","","3"
"Satisfactory","2019","Not Employed","Full Time","","","","","3"
"Satisfactory","2019","Not Employed","Not Working","3424","0.37280212300708","0.363800075288953","0.381804170725207","3"
"Satisfactory","2019","Employed","Full Time","3032","0.295355353775243","0.286775681753629","0.303935025796856","3"
"Satisfactory","2019","Employed","Not Working","","","","","3"
"Satisfactory","2019","Employed","Part Time","2252","0.29946977514872","0.289279001213392","0.309660549084048","3"
"Very good","2019","Not Employed","Full Time","","","","","1"
"Very good","2019","Not Employed","Part Time","","","","","1"
"Very good","2019","Not Employed","Not Working","1598","0.0624805697638295","0.0579748677954143","0.0669862717322447","1"
"Very good","2019","Employed","Full Time","1583","0.119594612894677","0.113492077057011","0.125697148732342","1"
"Very good","2019","Employed","Part Time","1208","0.134756905638413","0.127159561201207","0.142354250075619","1"
"Very good","2019","Employed","Not Working","","","","","1"
