"plb0037_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Limited","2014","Not Employed","general elemantary","53","0.597506390352475","0.495622889455969","0.699389891248982"
"Limited","2014","Not Employed","middle vocational","95","0.48739757205531","0.422800001764756","0.551995142345864"
"Limited","2014","Not Employed","vocational + Abi","19","","",""
"Limited","2014","Not Employed","higher vocational","4","","",""
"Limited","2014","Not Employed","higher education","26","","",""
"Limited","2014","Employed","in school","13","","",""
"Limited","2014","Employed","inadequately","40","0.232882105679935","0.165908837542101","0.299855373817769"
"Limited","2014","Employed","general elemantary","452","0.333922910653417","0.307715551685934","0.3601302696209"
"Limited","2014","Employed","middle vocational","892","0.143184520633957","0.134653787466511","0.151715253801403"
"Limited","2014","Employed","vocational + Abi","182","0.145431862539022","0.12684538031668","0.164018344761364"
"Limited","2014","Employed","higher vocational","39","0.0465325734534444","0.0323889801494141","0.0606761667574747"
"Limited","2014","Employed","higher education","483","0.150341491752165","0.138542900296227","0.162140083208103"
"Permanent","2015","Not Employed","in school","7","","",""
"Permanent","2015","Not Employed","inadequately","35","0.322489081098995","0.206138675105172","0.438839487092818"
"Permanent","2015","Not Employed","general elemantary","122","0.561505624622268","0.492907991480739","0.630103257763797"
"Permanent","2015","Not Employed","middle vocational","257","0.565353502184797","0.51800184543085","0.612705158938744"
"Permanent","2015","Not Employed","vocational + Abi","110","0.701490328000988","0.630362495223243","0.772618160778733"
"Permanent","2015","Not Employed","higher vocational","10","","",""
"Permanent","2015","Not Employed","higher education","300","0.698206794685228","0.65492024382835","0.741493345542106"
"Permanent","2015","Employed","in school","12","","",""
"Permanent","2015","Employed","inadequately","103","0.852886419911413","0.791281100670029","0.914491739152797"
"Permanent","2015","Employed","general elemantary","680","0.668585220102921","0.640433154073273","0.69673728613257"
"Permanent","2015","Employed","middle vocational","5254","0.863134601096401","0.854503737741101","0.871765464451702"
"Permanent","2015","Employed","vocational + Abi","1168","0.885363330795","0.868228824381033","0.902497837208967"
"Permanent","2015","Employed","higher vocational","805","0.971695807511204","0.960454016656354","0.982937598366054"
"Permanent","2015","Employed","higher education","2879","0.850655678577959","0.83855340811543","0.862757949040489"
"Limited","2015","Not Employed","in school","11","","",""
"Limited","2015","Not Employed","inadequately","27","","",""
"Limited","2015","Not Employed","general elemantary","79","0.438494375377732","0.369896742236203","0.507092008519261"
"Limited","2015","Not Employed","middle vocational","164","0.434646497815203","0.387294841061256","0.481998154569149"
"Limited","2015","Not Employed","vocational + Abi","49","0.298509671999012","0.227381839221267","0.369637504776758"
"Limited","2015","Not Employed","higher vocational","2","","",""
"Limited","2015","Not Employed","higher education","132","0.301793205314772","0.258506654457894","0.34507975617165"
"Limited","2015","Employed","in school","11","","",""
"Limited","2015","Employed","inadequately","24","","",""
"Limited","2015","Employed","general elemantary","394","0.331414779897079","0.30326271386743","0.359566845926728"
"Limited","2015","Employed","middle vocational","838","0.136865398903599","0.128234535548298","0.145496262258899"
"Limited","2015","Employed","vocational + Abi","160","0.114636669205","0.0975021627910326","0.131771175618967"
"Limited","2015","Employed","higher vocational","31","0.0283041924887957","0.0170624016339455","0.039545983343646"
"Limited","2015","Employed","higher education","453","0.149344321422041","0.137242050959511","0.16144659188457"
"Permanent","2016","Not Employed","in school","9","","",""
"Permanent","2016","Not Employed","inadequately","32","0.272016371752363","0.18996852324266","0.354064220262065"
"Permanent","2016","Not Employed","general elemantary","45","0.456687266328763","0.374758142213934","0.538616390443591"
"Permanent","2016","Not Employed","middle vocational","97","0.567454054014241","0.505669333153645","0.629238774874836"
"Permanent","2016","Not Employed","vocational + Abi","23","","",""
"Permanent","2016","Not Employed","higher vocational","5","","",""
"Permanent","2016","Not Employed","higher education","49","0.309870434036515","0.232434383529668","0.387306484543362"
"Permanent","2016","Employed","in school","19","","",""
"Permanent","2016","Employed","inadequately","101","0.710979257511458","0.634793882731854","0.787164632291062"
"Permanent","2016","Employed","general elemantary","642","0.664094083112997","0.635485366056107","0.692702800169887"
"Permanent","2016","Employed","middle vocational","4986","0.850510870590016","0.84132720525038","0.859694535929653"
"Permanent","2016","Employed","vocational + Abi","1221","0.86768641563676","0.849956655018392","0.885416176255127"
"Permanent","2016","Employed","higher vocational","724","0.951777184124964","0.936645172837562","0.966909195412366"
"Permanent","2016","Employed","higher education","2869","0.852385888484838","0.840375890317126","0.864395886652551"
"Limited","2016","Not Employed","in school","1","","",""
"Limited","2016","Not Employed","inadequately","81","0.727983628247637","0.645935779737935","0.81003147675734"
"Limited","2016","Not Employed","general elemantary","97","0.543312733671237","0.461383609556409","0.625241857786066"
"Limited","2016","Not Employed","middle vocational","150","0.432545945985759","0.370761225125164","0.494330666846355"
"Limited","2016","Not Employed","vocational + Abi","20","","",""
"Limited","2016","Not Employed","higher vocational","4","","",""
"Limited","2016","Not Employed","higher education","88","0.690129565963485","0.612693515456639","0.767565616470332"
"Limited","2016","Employed","in school","9","","",""
"Limited","2016","Employed","inadequately","35","0.289020742488542","0.212835367708938","0.365206117268146"
"Limited","2016","Employed","general elemantary","405","0.335905916887003","0.307297199830113","0.364514633943894"
"Limited","2016","Employed","middle vocational","805","0.149489129409984","0.140305464070347","0.15867279474962"
"Limited","2016","Employed","vocational + Abi","182","0.13231358436324","0.114583823744873","0.150043344981608"
"Limited","2016","Employed","higher vocational","46","0.0482228158750359","0.0330908045876338","0.0633548271624379"
"Limited","2016","Employed","higher education","482","0.147614111515162","0.13560411334745","0.159624109682874"
"Permanent","2017","Not Employed","in school","7","","",""
"Permanent","2017","Not Employed","inadequately","43","0.275975360330352","0.210491631239751","0.341459089420952"
"Permanent","2017","Not Employed","general elemantary","52","0.508354910230537","0.439069393924263","0.577640426536811"
"Permanent","2017","Not Employed","middle vocational","124","0.547663633495091","0.490080559294381","0.605246707695802"
"Permanent","2017","Not Employed","vocational + Abi","16","","",""
"Permanent","2017","Not Employed","higher vocational","2","","",""
"Permanent","2017","Not Employed","higher education","70","0.419354458360289","0.348055142992486","0.490653773728092"
"Permanent","2017","Employed","in school","18","","",""
"Permanent","2017","Employed","inadequately","138","0.771937684594356","0.710811584305565","0.833063784883148"
"Permanent","2017","Employed","general elemantary","784","0.707359683973868","0.681606808384248","0.733112559563487"
"Permanent","2017","Employed","middle vocational","5714","0.865018914423374","0.856791964270299","0.873245864576449"
"Permanent","2017","Employed","vocational + Abi","1373","0.880455061297899","0.864324786068019","0.896585336527778"
"Permanent","2017","Employed","higher vocational","819","0.953467522220785","0.939454904636547","0.967480139805023"
"Permanent","2017","Employed","higher education","3309","0.840892065178708","0.829366432547352","0.852417697810065"
"Limited","2017","Not Employed","in school","10","","",""
"Limited","2017","Not Employed","inadequately","136","0.724024639669648","0.658540910579048","0.789508368760249"
"Limited","2017","Not Employed","general elemantary","148","0.491645089769463","0.422359573463189","0.560930606075737"
"Limited","2017","Not Employed","middle vocational","163","0.452336366504909","0.394753292304198","0.509919440705619"
"Limited","2017","Not Employed","vocational + Abi","26","","",""
"Limited","2017","Not Employed","higher vocational","1","","",""
"Limited","2017","Not Employed","higher education","114","0.580645541639711","0.509346226271908","0.651944857007514"
"Limited","2017","Employed","in school","10","","",""
"Limited","2017","Employed","inadequately","43","0.228062315405644","0.166936215116852","0.289188415694435"
"Limited","2017","Employed","general elemantary","415","0.292640316026132","0.266887440436513","0.318393191615752"
"Limited","2017","Employed","middle vocational","913","0.134981085576626","0.126754135423551","0.143208035729701"
"Limited","2017","Employed","vocational + Abi","181","0.119544938702101","0.103414663472222","0.135675213931981"
"Limited","2017","Employed","higher vocational","49","0.0465324777792149","0.0325198601949771","0.0605450953634526"
"Limited","2017","Employed","higher education","560","0.159107934821292","0.147582302189935","0.170633567452648"
"Permanent","2018","Not Employed","in school","2","","",""
"Permanent","2018","Not Employed","inadequately","52","0.325694381680714","0.259749552346408","0.391639211015019"
"Permanent","2018","Not Employed","general elemantary","57","0.328202354830645","0.264389744764826","0.392014964896464"
"Permanent","2018","Not Employed","middle vocational","82","0.380548649460819","0.319122800896315","0.441974498025323"
"Permanent","2018","Not Employed","vocational + Abi","27","","",""
"Permanent","2018","Not Employed","higher vocational","4","","",""
"Permanent","2018","Not Employed","higher education","56","0.540524605161638","0.469096989734809","0.611952220588467"
"Permanent","2018","Employed","in school","22","","",""
"Permanent","2018","Employed","inadequately","150","0.839104758612576","0.791824070296849","0.886385446928302"
"Permanent","2018","Employed","general elemantary","771","0.693502599753601","0.667663801751715","0.719341397755486"
"Permanent","2018","Employed","middle vocational","5457","0.872584601704826","0.864377610936313","0.880791592473338"
"Permanent","2018","Employed","vocational + Abi","1321","0.887084252130996","0.871008902234108","0.903159602027883"
"Permanent","2018","Employed","higher vocational","767","0.939938876314476","0.9235762838231","0.956301468805852"
"Permanent","2018","Employed","higher education","3252","0.84329666308605","0.831708048900521","0.854885277271578"
"Limited","2018","Not Employed","in school","7","","",""
"Limited","2018","Not Employed","inadequately","142","0.674305618319286","0.608360788984981","0.740250447653592"
"Limited","2018","Not Employed","general elemantary","151","0.671797645169355","0.607985035103536","0.735610255235174"
"Limited","2018","Not Employed","middle vocational","158","0.619451350539181","0.558025501974677","0.680877199103685"
"Limited","2018","Not Employed","vocational + Abi","27","","",""
"Limited","2018","Not Employed","higher vocational","2","","",""
"Limited","2018","Not Employed","higher education","131","0.459475394838362","0.388047779411533","0.530903010265191"
"Limited","2018","Employed","in school","5","","",""
"Limited","2018","Employed","inadequately","82","0.160895241387424","0.113614553071698","0.208175929703151"
"Limited","2018","Employed","general elemantary","452","0.306497400246399","0.280658602244514","0.332336198248285"
"Limited","2018","Employed","middle vocational","884","0.127415398295174","0.119208407526662","0.135622389063686"
"Limited","2018","Employed","vocational + Abi","168","0.112915747869004","0.0968403979721165","0.128991097765892"
"Limited","2018","Employed","higher vocational","43","0.0600611236855244","0.0436985311941483","0.0764237161769004"
"Limited","2018","Employed","higher education","528","0.15670333691395","0.145114722728421","0.168291951099479"
"Permanent","2019","Not Employed","in school","8","","",""
"Permanent","2019","Not Employed","inadequately","47","0.519898984740348","0.447710990274317","0.592086979206379"
"Permanent","2019","Not Employed","general elemantary","51","0.245617066248941","0.181473923206895","0.309760209290987"
"Permanent","2019","Not Employed","middle vocational","134","0.558330595677352","0.500061220559719","0.616599970794986"
"Permanent","2019","Not Employed","vocational + Abi","27","","",""
"Permanent","2019","Not Employed","higher vocational","13","","",""
"Permanent","2019","Not Employed","higher education","87","0.692943167213418","0.626111739730701","0.759774594696135"
"Permanent","2019","Employed","in school","26","","",""
"Permanent","2019","Employed","inadequately","181","0.766314655147027","0.720587998750474","0.812041311543581"
"Permanent","2019","Employed","general elemantary","718","0.706642322055475","0.68044133525477","0.732843308856179"
"Permanent","2019","Employed","middle vocational","5050","0.872866389701393","0.864342376326643","0.881390403076143"
"Permanent","2019","Employed","vocational + Abi","1291","0.902059877629045","0.886723848320549","0.917395906937542"
"Permanent","2019","Employed","higher vocational","768","0.954331269878928","0.939864814144571","0.968797725613286"
"Permanent","2019","Employed","higher education","3258","0.854869669070938","0.843680812681775","0.866058525460101"
"Limited","2019","Not Employed","in school","7","","",""
"Limited","2019","Not Employed","inadequately","137","0.480101015259652","0.407913020793621","0.552289009725683"
"Limited","2019","Not Employed","general elemantary","122","0.754382933751059","0.690239790709013","0.818526076793105"
"Limited","2019","Not Employed","middle vocational","145","0.441669404322648","0.383400029205014","0.499938779440281"
"Limited","2019","Not Employed","vocational + Abi","26","","",""
"Limited","2019","Not Employed","higher vocational","4","","",""
"Limited","2019","Not Employed","higher education","96","0.307056832786582","0.240225405303865","0.373888260269299"
"Limited","2019","Employed","in school","14","","",""
"Limited","2019","Employed","inadequately","148","0.233685344852973","0.187958688456419","0.279412001249526"
"Limited","2019","Employed","general elemantary","442","0.293357677944525","0.267156691143821","0.31955866474523"
"Limited","2019","Employed","middle vocational","817","0.127133610298607","0.118609596923857","0.135657623673357"
"Limited","2019","Employed","vocational + Abi","152","0.0979401223709547","0.0826040930624581","0.113276151679451"
"Limited","2019","Employed","higher vocational","32","0.0456687301210717","0.0312022743867145","0.0601351858554289"
"Limited","2019","Employed","higher education","549","0.145130330929062","0.133941474539899","0.156319187318225"
