"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Limited","2000","direct migration background","(3b) higher tertiary education","32","0.23521394371638","0.172374753609438","0.298053133823322"
"Limited","2000","indirect migration background","(0) in school","2","","",""
"Limited","2000","indirect migration background","(1a) inadequately completed","","","",""
"Limited","2000","indirect migration background","(1b) general elementary school","42","0.553799504115532","0.445544772626373","0.662054235604691"
"Limited","2000","indirect migration background","(1c) basic vocational qualification","14","","",""
"Limited","2000","indirect migration background","(2b) intermediate general qualification","43","0.840716128656158","0.741254169373942","0.940178087938374"
"Limited","2000","indirect migration background","(2a) intermediate vocational","9","","",""
"Limited","2000","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Limited","2000","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Limited","2000","indirect migration background","(3a) lower tertiary education","1","","",""
"Limited","2000","indirect migration background","(3b) higher tertiary education","7","","",""
"Permanent","2001","no migration background","(0) in school","26","","",""
"Permanent","2001","no migration background","(1a) inadequately completed","25","","",""
"Permanent","2001","no migration background","(1b) general elementary school","267","0.682981259733968","0.638427132461073","0.727535387006862"
"Permanent","2001","no migration background","(1c) basic vocational qualification","2117","0.941035515586689","0.931332468482933","0.950738562690446"
"Permanent","2001","no migration background","(2b) intermediate general qualification","68","0.269403569270705","0.217158097853509","0.321649040687901"
"Permanent","2001","no migration background","(2a) intermediate vocational","2728","0.919412938546956","0.909670945312783","0.929154931781129"
"Permanent","2001","no migration background","(2c_gen) general maturity certificate","71","0.36356632619336","0.301264790655623","0.425867861731096"
"Permanent","2001","no migration background","(2c_voc) vocational maturity certificate","561","0.914228885714598","0.892061430007674","0.936396341421521"
"Permanent","2001","no migration background","(3a) lower tertiary education","845","0.928104763577933","0.9112845095229","0.944925017632967"
"Permanent","2001","no migration background","(3b) higher tertiary education","899","0.858042457972999","0.836655751996441","0.879429163949557"
"Permanent","2001","direct migration background","(0) in school","2","","",""
"Permanent","2001","direct migration background","(1a) inadequately completed","69","0.967130609463408","0.92565838725488","1.00860283167194"
"Permanent","2001","direct migration background","(1b) general elementary school","257","0.809381269269924","0.76455873121819","0.854203807321658"
"Permanent","2001","direct migration background","(1c) basic vocational qualification","423","0.881832200607515","0.852617312975904","0.911047088239126"
"Permanent","2001","direct migration background","(2b) intermediate general qualification","12","","",""
"Permanent","2001","direct migration background","(2a) intermediate vocational","89","0.938635988142524","0.890375494298149","0.986896481986899"
"Permanent","2001","direct migration background","(2c_gen) general maturity certificate","45","0.653958285702514","0.540051409874884","0.767865161530145"
"Permanent","2001","direct migration background","(2c_voc) vocational maturity certificate","175","0.915191795998585","0.875154327389272","0.955229264607898"
"Permanent","2001","direct migration background","(3a) lower tertiary education","38","0.848190739926873","0.742163453176392","0.954218026677355"
"Permanent","2001","direct migration background","(3b) higher tertiary education","129","0.822035412793114","0.76041433464365","0.883656490942578"
"Permanent","2001","indirect migration background","(0) in school","1","","",""
"Permanent","2001","indirect migration background","(1a) inadequately completed","2","","",""
"Permanent","2001","indirect migration background","(1b) general elementary school","41","0.462447554101414","0.355824746917814","0.569070361285014"
"Permanent","2001","indirect migration background","(1c) basic vocational qualification","88","0.912673005091514","0.856778783347261","0.968567226835767"
"Permanent","2001","indirect migration background","(2b) intermediate general qualification","13","","",""
"Permanent","2001","indirect migration background","(2a) intermediate vocational","72","0.887823173794611","0.819097280392878","0.956549067196344"
"Permanent","2001","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Permanent","2001","indirect migration background","(2c_voc) vocational maturity certificate","32","0.971624741404954","0.915812710104264","1.02743677270564"
"Permanent","2001","indirect migration background","(3a) lower tertiary education","10","","",""
"Permanent","2001","indirect migration background","(3b) higher tertiary education","25","","",""
"Limited","2001","no migration background","(0) in school","7","","",""
"Limited","2001","no migration background","(1a) inadequately completed","7","","",""
"Limited","2001","no migration background","(1b) general elementary school","152","0.317018740266032","0.272464612993138","0.361572867538927"
"Limited","2001","no migration background","(1c) basic vocational qualification","147","0.0589644844133107","0.0492614373095543","0.0686675315170672"
"Limited","2001","no migration background","(2b) intermediate general qualification","209","0.730596430729295","0.678350959312099","0.782841902146491"
"Limited","2001","no migration background","(2a) intermediate vocational","271","0.0805870614530442","0.070845068218871","0.0903290546872174"
"Limited","2001","no migration background","(2c_gen) general maturity certificate","158","0.63643367380664","0.574132138268904","0.698735209344377"
"Limited","2001","no migration background","(2c_voc) vocational maturity certificate","52","0.0857711142854024","0.0636036585784792","0.107938569992326"
