"hlf0001_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","2001","middle vocational","West Germany","4591","0.508412478621457","0.49786921278273","0.518955744460183","3"
"Owner","2001","middle vocational","East Germany","1343","0.381970767438616","0.364633525556495","0.399308009320737","3"
"Owner","2001","vocational + Abi","West Germany","440","0.434223316655349","0.402836705333378","0.46560992797732","3"
"Owner","2001","vocational + Abi","East Germany","38","0.243862065674899","0.16735033190886","0.320373799440939","3"
"Owner","2001","higher vocational","West Germany","731","0.548587207853086","0.520855730258549","0.576318685447624","3"
"Owner","2001","higher vocational","East Germany","224","0.468518113210122","0.422154688066636","0.514881538353608","3"
"Owner","2001","higher education","West Germany","1331","0.535444667623397","0.515237000185426","0.555652335061368","3"
"Owner","2001","higher education","East Germany","595","0.422770270257639","0.395140614570856","0.450399925944422","3"
"Sub-Tenant","2001","higher education","East Germany","20","","","","2"
"Sub-Tenant","2001","higher vocational","West Germany","15","","","","2"
"Sub-Tenant","2001","higher vocational","East Germany","6","","","","2"
"Sub-Tenant","2001","higher education","West Germany","26","","","","2"
"Sub-Tenant","2001","in school","West Germany","3","","","","2"
"Sub-Tenant","2001","in school","East Germany","3","","","","2"
"Sub-Tenant","2001","inadequately","West Germany","3","","","","2"
"Sub-Tenant","2001","inadequately","East Germany","1","","","","2"
"Sub-Tenant","2001","general elemantary","West Germany","50","0.0263444159465386","0.0202603903534476","0.0324284415396297","2"
"Sub-Tenant","2001","general elemantary","East Germany","13","","","","2"
"Sub-Tenant","2001","middle vocational","West Germany","111","0.0161450630980088","0.0134870810759124","0.0188030451201052","2"
"Sub-Tenant","2001","middle vocational","East Germany","53","0.0176153058413038","0.0129212708401884","0.0223093408424192","2"
"Sub-Tenant","2001","vocational + Abi","West Germany","14","","","","2"
"Sub-Tenant","2001","vocational + Abi","East Germany","5","","","","2"
"Tenant","2001","in school","West Germany","","","","","5"
"Tenant","2001","in school","East Germany","","","","","5"
"Tenant","2001","inadequately","West Germany","","","","","5"
"Tenant","2001","inadequately","East Germany","","","","","5"
"Tenant","2001","general elemantary","West Germany","","","","","5"
"Tenant","2001","general elemantary","East Germany","","","","","5"
"Tenant","2001","middle vocational","West Germany","","","","","5"
"Tenant","2001","middle vocational","East Germany","","","","","5"
"Tenant","2001","vocational + Abi","West Germany","","","","","5"
"Tenant","2001","vocational + Abi","East Germany","","","","","5"
"Tenant","2001","higher vocational","West Germany","","","","","5"
"Tenant","2001","higher vocational","East Germany","","","","","5"
"Tenant","2001","higher education","West Germany","","","","","5"
"Tenant","2001","higher education","East Germany","","","","","5"
"Main Tenant","2002","in school","West Germany","163","0.421677992154462","0.376696596851613","0.466659387457312","1"
"Main Tenant","2002","in school","East Germany","64","0.506039244967139","0.427075806212051","0.585002683722227","1"
"Main Tenant","2002","inadequately","West Germany","211","0.812274846914528","0.765610554261552","0.858939139567505","1"
"Main Tenant","2002","inadequately","East Germany","11","","","","1"
"Main Tenant","2002","general elemantary","West Germany","1324","0.541101660525292","0.521548791440525","0.560654529610058","1"
"Main Tenant","2002","general elemantary","East Germany","258","0.640606952344369","0.595202326155382","0.686011578533356","1"
"Main Tenant","2002","middle vocational","West Germany","3776","0.470574492847375","0.460120980352572","0.481028005342177","1"
"Main Tenant","2002","middle vocational","East Germany","1561","0.60151334483172","0.583682236577875","0.619344453085566","1"
"Main Tenant","2002","vocational + Abi","West Germany","509","0.558465640360484","0.528344020486003","0.588587260234964","1"
"Main Tenant","2002","vocational + Abi","East Germany","80","0.716936332298329","0.641224981182002","0.792647683414657","1"
"Main Tenant","2002","higher vocational","West Germany","476","0.403502313321886","0.376792368762084","0.430212257881687","1"
"Main Tenant","2002","higher vocational","East Germany","215","0.512416845845564","0.466438196411842","0.558395495279286","1"
"Main Tenant","2002","higher education","West Germany","1112","0.432288007884892","0.415245854831636","0.449330160938147","1"
"Main Tenant","2002","higher education","East Germany","625","0.572667097990515","0.546060868331154","0.599273327649876","1"
"Nursing Home/Retirement Community","2002","general elemantary","West Germany","10","","","","4"
"Nursing Home/Retirement Community","2002","general elemantary","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2002","middle vocational","West Germany","10","","","","4"
"Nursing Home/Retirement Community","2002","middle vocational","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2002","vocational + Abi","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2002","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2002","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2002","higher education","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","2002","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","in school","West Germany","","","","","4"
"Owner","2002","in school","West Germany","295","0.557364617621563","0.512121725762868","0.602607509480259","3"
"Owner","2002","in school","East Germany","89","0.489701983681227","0.410749535318968","0.568654432043487","3"
"Owner","2002","inadequately","West Germany","54","0.176214613859708","0.130684372350586","0.22174485536883","3"
"Owner","2002","inadequately","East Germany","4","","","","3"
"Owner","2002","general elemantary","West Germany","1113","0.424140880210708","0.404748728181759","0.443533032239658","3"
"Owner","2002","general elemantary","East Germany","157","0.313716027874933","0.269808425073694","0.357623630676172","3"
"Owner","2002","middle vocational","West Germany","4864","0.513580611259612","0.503112812392144","0.52404841012708","3"
"Owner","2002","middle vocational","East Germany","1264","0.375755863291754","0.358116661392497","0.393395065191012","3"
"Owner","2002","vocational + Abi","West Germany","515","0.419052160911489","0.389122592502958","0.448981729320019","3"
"Owner","2002","vocational + Abi","East Germany","48","0.237493953446518","0.165974108982836","0.309013797910201","3"
"Owner","2002","higher vocational","West Germany","802","0.569629734627629","0.54267326307667","0.596586206178589","3"
"Owner","2002","higher vocational","East Germany","231","0.465260808974346","0.419379118824846","0.511142499123846","3"
"Owner","2002","higher education","West Germany","2098","0.55084299114575","0.533731540155771","0.567954442135728","3"
"Owner","2002","higher education","East Germany","689","0.415260027640058","0.388757303922531","0.441762751357584","3"
"Sub-Tenant","2002","in school","West Germany","5","","","","2"
"Sub-Tenant","2002","in school","East Germany","1","","","","2"
"Sub-Tenant","2002","inadequately","West Germany","4","","","","2"
"Sub-Tenant","2002","inadequately","East Germany","1","","","","2"
"Sub-Tenant","2002","general elemantary","West Germany","48","0.0274309508873154","0.0210219036932258","0.033839998081405","2"
"Sub-Tenant","2002","general elemantary","East Germany","12","","","","2"
"Sub-Tenant","2002","middle vocational","West Germany","108","0.0138415486204177","0.0113946762761577","0.0162884209646777","2"
"Sub-Tenant","2002","middle vocational","East Germany","66","0.0188851810626075","0.0139276059098713","0.0238427562153436","2"
"Sub-Tenant","2002","vocational + Abi","West Germany","18","","","","2"
"Sub-Tenant","2002","vocational + Abi","East Germany","8","","","","2"
"Sub-Tenant","2002","higher vocational","West Germany","16","","","","2"
"Sub-Tenant","2002","higher vocational","East Germany","8","","","","2"
"Sub-Tenant","2002","higher education","West Germany","33","0.014478621284089","0.0103692965479511","0.0185879460202268","2"
"Sub-Tenant","2002","higher education","East Germany","14","","","","2"
"Tenant","2002","in school","West Germany","","","","","5"
"Tenant","2002","in school","East Germany","","","","","5"
"Tenant","2002","inadequately","West Germany","","","","","5"
"Tenant","2002","inadequately","East Germany","","","","","5"
"Tenant","2002","general elemantary","West Germany","","","","","5"
"Tenant","2002","general elemantary","East Germany","","","","","5"
"Tenant","2002","middle vocational","West Germany","","","","","5"
"Tenant","2002","middle vocational","East Germany","","","","","5"
"Tenant","2002","vocational + Abi","West Germany","","","","","5"
"Tenant","2002","vocational + Abi","East Germany","","","","","5"
"Tenant","2002","higher vocational","West Germany","","","","","5"
"Tenant","2002","higher vocational","East Germany","","","","","5"
"Tenant","2002","higher education","West Germany","","","","","5"
"Tenant","2002","higher education","East Germany","","","","","5"
"Main Tenant","2003","in school","West Germany","148","0.394906799084142","0.350040100747886","0.439773497420397","1"
"Main Tenant","2003","in school","East Germany","53","0.395963031505471","0.320653548939499","0.471272514071444","1"
"Main Tenant","2003","inadequately","West Germany","201","0.79259200062782","0.742925255249154","0.842258746006486","1"
"Main Tenant","2003","inadequately","East Germany","10","","","","1"
"Main Tenant","2003","general elemantary","West Germany","1221","0.536099397122545","0.515928083927976","0.556270710317114","1"
"Main Tenant","2003","general elemantary","East Germany","260","0.673430253921797","0.628527253100856","0.718333254742738","1"
"Main Tenant","2003","middle vocational","West Germany","3572","0.469235220690387","0.458531735843283","0.47993870553749","1"
"Main Tenant","2003","middle vocational","East Germany","1483","0.58631502643352","0.568157261158767","0.604472791708274","1"
"Main Tenant","2003","vocational + Abi","West Germany","477","0.533127974835759","0.502525969829204","0.563729979842313","1"
"Main Tenant","2003","vocational + Abi","East Germany","77","0.598267959580966","0.517916054145468","0.678619865016464","1"
"Main Tenant","2003","higher vocational","West Germany","460","0.421845514696033","0.394357972063115","0.449333057328951","1"
"Main Tenant","2003","higher vocational","East Germany","213","0.513536384142829","0.46756040831334","0.559512359972318","1"
"Main Tenant","2003","higher education","West Germany","1036","0.441813205700506","0.424255169663322","0.45937124173769","1"
"Main Tenant","2003","higher education","East Germany","606","0.564919962061053","0.537928672783085","0.591911251339021","1"
"Nursing Home/Retirement Community","2003","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2003","higher education","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","general elemantary","West Germany","9","","","","4"
"Nursing Home/Retirement Community","2003","general elemantary","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2003","middle vocational","West Germany","14","","","","4"
"Nursing Home/Retirement Community","2003","middle vocational","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2003","vocational + Abi","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2003","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2003","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","2003","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","in school","West Germany","","","","","4"
"Owner","2003","in school","West Germany","306","0.600809367624704","0.55585993770523","0.645758797544178","3"
"Owner","2003","in school","East Germany","105","0.542689065752138","0.465975545513606","0.61940258599067","3"
"Owner","2003","inadequately","West Germany","47","0.159780472291735","0.114897010700509","0.204663933882961","3"
"Owner","2003","inadequately","East Germany","4","","","","3"
"Owner","2003","general elemantary","West Germany","1064","0.423659475391991","0.403672499642674","0.443646451141309","3"
"Owner","2003","general elemantary","East Germany","147","0.286437488919024","0.243149040374574","0.329725937463473","3"
"Owner","2003","middle vocational","West Germany","4640","0.508325688612888","0.497603371753008","0.519048005472767","3"
"Owner","2003","middle vocational","East Germany","1258","0.384746068821882","0.366807974368785","0.402684163274978","3"
"Owner","2003","vocational + Abi","West Germany","516","0.440331443282092","0.409881217064661","0.470781669499523","3"
"Owner","2003","vocational + Abi","East Germany","59","0.29914582825349","0.224098475214095","0.374193181292885","3"
"Owner","2003","higher vocational","West Germany","766","0.559293376179553","0.531660131952578","0.586926620406527","3"
"Owner","2003","higher vocational","East Germany","234","0.461652901418569","0.415795532041345","0.507510270795793","3"
"Owner","2003","higher education","West Germany","2002","0.541355956844617","0.523738381013599","0.558973532675636","3"
"Owner","2003","higher education","East Germany","674","0.420650118745659","0.393773380647771","0.447526856843547","3"
"Sub-Tenant","2003","in school","West Germany","2","","","","2"
"Sub-Tenant","2003","in school","East Germany","4","","","","2"
"Sub-Tenant","2003","inadequately","West Germany","8","","","","2"
"Sub-Tenant","2003","inadequately","East Germany","1","","","","2"
"Sub-Tenant","2003","general elemantary","West Germany","54","0.034024352307586","0.0266914302806121","0.0413572743345599","2"
"Sub-Tenant","2003","general elemantary","East Germany","11","","","","2"
"Sub-Tenant","2003","middle vocational","West Germany","125","0.0198496797878858","0.016858090669605","0.0228412689061666","2"
"Sub-Tenant","2003","middle vocational","East Germany","81","0.0255297908018273","0.0197145202653448","0.0313450613383099","2"
"Sub-Tenant","2003","vocational + Abi","West Germany","27","","","","2"
"Sub-Tenant","2003","vocational + Abi","East Germany","7","","","","2"
"Sub-Tenant","2003","higher vocational","West Germany","12","","","","2"
"Sub-Tenant","2003","higher vocational","East Germany","7","","","","2"
"Sub-Tenant","2003","higher education","West Germany","32","0.0144575453685425","0.0102371633747778","0.0186779273623071","2"
"Sub-Tenant","2003","higher education","East Germany","16","","","","2"
"Tenant","2003","in school","West Germany","","","","","5"
"Tenant","2003","in school","East Germany","","","","","5"
"Tenant","2003","inadequately","West Germany","","","","","5"
"Tenant","2003","inadequately","East Germany","","","","","5"
"Tenant","2003","general elemantary","West Germany","","","","","5"
"Tenant","2003","general elemantary","East Germany","","","","","5"
"Tenant","2003","middle vocational","West Germany","","","","","5"
"Tenant","2003","middle vocational","East Germany","","","","","5"
"Tenant","2003","vocational + Abi","West Germany","","","","","5"
"Tenant","2003","vocational + Abi","East Germany","","","","","5"
"Tenant","2003","higher vocational","West Germany","","","","","5"
"Tenant","2003","higher vocational","East Germany","","","","","5"
"Tenant","2003","higher education","West Germany","","","","","5"
"Tenant","2003","higher education","East Germany","","","","","5"
"Main Tenant","2004","in school","West Germany","144","0.383051421299396","0.339287931808286","0.426814910790505","1"
"Main Tenant","2004","in school","East Germany","58","0.435132700699584","0.359485964169382","0.510779437229785","1"
"Main Tenant","2004","inadequately","West Germany","184","0.779364486276511","0.726681834417611","0.832047138135412","1"
"Main Tenant","2004","inadequately","East Germany","13","","","","1"
"Main Tenant","2004","general elemantary","West Germany","1172","0.556775992352146","0.53613942783807","0.577412556866223","1"
"Main Tenant","2004","general elemantary","East Germany","229","0.672688080280948","0.625259301176591","0.720116859385305","1"
"Main Tenant","2004","middle vocational","West Germany","3480","0.473102286145849","0.462217936560631","0.483986635731067","1"
"Main Tenant","2004","middle vocational","East Germany","1452","0.597326131942447","0.579039230291687","0.615613033593207","1"
"Main Tenant","2004","vocational + Abi","West Germany","483","0.546295980128972","0.515637989697566","0.576953970560378","1"
"Main Tenant","2004","vocational + Abi","East Germany","85","0.638130272375372","0.562234334652657","0.714026210098088","1"
"Main Tenant","2004","higher vocational","West Germany","434","0.401142173793958","0.373537218634519","0.428747128953396","1"
"Main Tenant","2004","higher vocational","East Germany","198","0.498492084097775","0.451613401135222","0.545370767060327","1"
"Main Tenant","2004","higher education","West Germany","1016","0.449335773305964","0.43162425849567","0.467047288116257","1"
"Main Tenant","2004","higher education","East Germany","587","0.56860400352173","0.541482326620543","0.595725680422918","1"
"Nursing Home/Retirement Community","2004","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2004","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","2004","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","general elemantary","West Germany","10","","","","4"
"Nursing Home/Retirement Community","2004","general elemantary","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2004","middle vocational","West Germany","17","","","","4"
"Nursing Home/Retirement Community","2004","middle vocational","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2004","vocational + Abi","West Germany","","","","","4"
"Nursing Home/Retirement Community","2004","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2004","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2004","higher education","East Germany","1","","","","4"
"Owner","2004","higher vocational","West Germany","760","0.579772994041636","0.551972853599602","0.60757313448367","3"
"Owner","2004","higher vocational","East Germany","232","0.483936898779348","0.437082200561658","0.530791596997038","3"
"Owner","2004","higher education","West Germany","1983","0.535227712759963","0.517468807714596","0.552986617805329","3"
"Owner","2004","higher education","East Germany","671","0.408663718663052","0.381743794606189","0.435583642719916","3"
"Owner","2004","in school","West Germany","328","0.605590938743333","0.561594041888652","0.649587835598014","3"
"Owner","2004","in school","East Germany","106","0.561285729212362","0.48556949605412","0.637001962370605","3"
"Owner","2004","inadequately","West Germany","51","0.206901350599747","0.155437191563918","0.258365509635575","3"
"Owner","2004","inadequately","East Germany","5","","","","3"
"Owner","2004","general elemantary","West Germany","996","0.406460707573229","0.386056509407055","0.426864905739402","3"
"Owner","2004","general elemantary","East Germany","136","0.282953295875079","0.237424593869008","0.32848199788115","3"
"Owner","2004","middle vocational","West Germany","4458","0.501760399229061","0.490860333566066","0.512660464892055","3"
"Owner","2004","middle vocational","East Germany","1236","0.373565712403986","0.3555281057191","0.391603319088871","3"
"Owner","2004","vocational + Abi","West Germany","517","0.438592797629585","0.408035629332283","0.469149965926887","3"
"Owner","2004","vocational + Abi","East Germany","60","0.280993327871344","0.210002507527629","0.351984148215058","3"
"Sub-Tenant","2004","in school","West Germany","2","","","","2"
"Sub-Tenant","2004","in school","East Germany","1","","","","2"
"Sub-Tenant","2004","inadequately","West Germany","3","","","","2"
"Sub-Tenant","2004","inadequately","East Germany","","","","","2"
"Sub-Tenant","2004","general elemantary","West Germany","48","0.02857604329848","0.0216546908733518","0.0354973957236083","2"
"Sub-Tenant","2004","general elemantary","East Germany","9","","","","2"
"Sub-Tenant","2004","middle vocational","West Germany","128","0.0219422657228426","0.0187486343750622","0.025135897070623","2"
"Sub-Tenant","2004","middle vocational","East Germany","70","0.0248442628069675","0.0190405261797338","0.0306479994342011","2"
"Sub-Tenant","2004","vocational + Abi","West Germany","13","","","","2"
"Sub-Tenant","2004","vocational + Abi","East Germany","9","","","","2"
"Sub-Tenant","2004","higher vocational","West Germany","15","","","","2"
"Sub-Tenant","2004","higher vocational","East Germany","7","","","","2"
"Sub-Tenant","2004","higher education","West Germany","28","","","","2"
"Sub-Tenant","2004","higher education","East Germany","22","","","","2"
"Tenant","2004","in school","West Germany","","","","","5"
"Tenant","2004","in school","East Germany","","","","","5"
"Tenant","2004","inadequately","West Germany","","","","","5"
"Tenant","2004","inadequately","East Germany","","","","","5"
"Tenant","2004","general elemantary","West Germany","","","","","5"
"Tenant","2004","general elemantary","East Germany","","","","","5"
"Tenant","2004","middle vocational","West Germany","","","","","5"
"Tenant","2004","middle vocational","East Germany","","","","","5"
"Tenant","2004","vocational + Abi","West Germany","","","","","5"
"Tenant","2004","vocational + Abi","East Germany","","","","","5"
"Tenant","2004","higher vocational","West Germany","","","","","5"
"Tenant","2004","higher vocational","East Germany","","","","","5"
"Tenant","2004","higher education","West Germany","","","","","5"
"Tenant","2004","higher education","East Germany","","","","","5"
"Main Tenant","2005","in school","West Germany","176","0.45649826078837","0.413011920946062","0.499984600630679","1"
"Main Tenant","2005","in school","East Germany","61","0.55633490048416","0.476022018674113","0.636647782294207","1"
"Main Tenant","2005","inadequately","West Germany","177","0.778267565136644","0.724346340620048","0.832188789653239","1"
"Main Tenant","2005","inadequately","East Germany","14","","","","1"
"Main Tenant","2005","general elemantary","West Germany","1075","0.557848812454233","0.536469580739746","0.579228044168721","1"
"Main Tenant","2005","general elemantary","East Germany","201","0.678818144150414","0.629403775189717","0.72823251311111","1"
"Main Tenant","2005","middle vocational","West Germany","3313","0.481975478976795","0.470790813735922","0.493160144217667","1"
"Main Tenant","2005","middle vocational","East Germany","1349","0.591009628190414","0.572255367534931","0.609763888845896","1"
"Main Tenant","2005","vocational + Abi","West Germany","469","0.538640939001531","0.507350259831397","0.569931618171665","1"
"Main Tenant","2005","vocational + Abi","East Germany","85","0.628217663768081","0.553797601078467","0.702637726457696","1"
"Main Tenant","2005","higher vocational","West Germany","408","0.414493055046747","0.385971024760083","0.443015085333411","1"
"Main Tenant","2005","higher vocational","East Germany","190","0.515919946424988","0.468239356620358","0.563600536229618","1"
"Main Tenant","2005","higher education","West Germany","1001","0.465825179566382","0.447738403083398","0.483911956049365","1"
"Main Tenant","2005","higher education","East Germany","576","0.582658653247256","0.555409025276221","0.609908281218291","1"
"Nursing Home/Retirement Community","2005","higher vocational","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2005","higher education","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2005","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2005","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2005","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","2005","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","general elemantary","West Germany","11","","","","4"
"Nursing Home/Retirement Community","2005","general elemantary","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2005","middle vocational","West Germany","9","","","","4"
"Nursing Home/Retirement Community","2005","middle vocational","East Germany","7","","","","4"
"Nursing Home/Retirement Community","2005","vocational + Abi","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2005","vocational + Abi","East Germany","","","","","4"
"Owner","2005","general elemantary","East Germany","124","0.27839660851486","0.230963423868834","0.325829793160887","3"
"Owner","2005","middle vocational","West Germany","4211","0.491423483289622","0.480233190138739","0.502613776440505","3"
"Owner","2005","middle vocational","East Germany","1231","0.378214030792554","0.359715578046156","0.396712483538953","3"
"Owner","2005","higher vocational","East Germany","229","0.476195028831906","0.428544348889944","0.523845708773869","3"
"Owner","2005","higher education","West Germany","1880","0.514498565465855","0.496377016033785","0.532620114897925","3"
"Owner","2005","higher education","East Germany","661","0.395877821674204","0.368853752353707","0.4229018909947","3"
"Owner","2005","vocational + Abi","West Germany","486","0.433274529135694","0.402170709230313","0.464378349041074","3"
"Owner","2005","vocational + Abi","East Germany","69","0.287223455132428","0.217548413821295","0.356898496443561","3"
"Owner","2005","higher vocational","West Germany","719","0.561909706183272","0.533183990029046","0.590635422337498","3"
"Owner","2005","in school","West Germany","321","0.51571168136078","0.472081370831282","0.559341991890277","3"
"Owner","2005","in school","East Germany","84","0.440983275792134","0.360720738678653","0.521245812905615","3"
"Owner","2005","inadequately","West Germany","44","0.166642041138616","0.118270630863908","0.215013451413323","3"
"Owner","2005","inadequately","East Germany","4","","","","3"
"Owner","2005","general elemantary","West Germany","927","0.399755407900371","0.378668653404399","0.420842162396344","3"
"Sub-Tenant","2005","general elemantary","East Germany","16","","","","2"
"Sub-Tenant","2005","middle vocational","West Germany","134","0.0248639756459761","0.0213785706797125","0.0283493806122397","2"
"Sub-Tenant","2005","middle vocational","East Germany","53","0.0248704929263616","0.0189300411707842","0.030810944681939","2"
"Sub-Tenant","2005","vocational + Abi","West Germany","19","","","","2"
"Sub-Tenant","2005","vocational + Abi","East Germany","8","","","","2"
"Sub-Tenant","2005","higher vocational","West Germany","16","","","","2"
"Sub-Tenant","2005","higher vocational","East Germany","3","","","","2"
"Sub-Tenant","2005","higher education","West Germany","38","0.0171185852846749","0.0124153957352083","0.0218217748341414","2"
"Sub-Tenant","2005","higher education","East Germany","18","","","","2"
"Sub-Tenant","2005","in school","West Germany","7","","","","2"
"Sub-Tenant","2005","in school","East Germany","2","","","","2"
"Sub-Tenant","2005","inadequately","West Germany","7","","","","2"
"Sub-Tenant","2005","inadequately","East Germany","","","","","2"
"Sub-Tenant","2005","general elemantary","West Germany","60","0.0336055782190844","0.0258479076484947","0.0413632487896742","2"
"Tenant","2005","in school","West Germany","","","","","5"
"Tenant","2005","in school","East Germany","","","","","5"
"Tenant","2005","inadequately","West Germany","","","","","5"
"Tenant","2005","inadequately","East Germany","","","","","5"
"Tenant","2005","general elemantary","West Germany","","","","","5"
"Tenant","2005","general elemantary","East Germany","","","","","5"
"Tenant","2005","middle vocational","West Germany","","","","","5"
"Tenant","2005","middle vocational","East Germany","","","","","5"
"Tenant","2005","vocational + Abi","West Germany","","","","","5"
"Tenant","2005","vocational + Abi","East Germany","","","","","5"
"Tenant","2005","higher vocational","West Germany","","","","","5"
"Tenant","2005","higher vocational","East Germany","","","","","5"
"Tenant","2005","higher education","West Germany","","","","","5"
"Tenant","2005","higher education","East Germany","","","","","5"
"Main Tenant","2006","in school","West Germany","156","0.429810050861737","0.386066543494517","0.473553558228957","1"
"Main Tenant","2006","in school","East Germany","58","0.51715640965672","0.436376453186639","0.5979363661268","1"
"Main Tenant","2006","inadequately","West Germany","175","0.833625605097132","0.784414228030851","0.882836982163413","1"
"Main Tenant","2006","inadequately","East Germany","18","","","","1"
"Main Tenant","2006","general elemantary","West Germany","1116","0.5566739883469","0.535757888491502","0.577590088202298","1"
"Main Tenant","2006","general elemantary","East Germany","228","0.673916590926758","0.627451462932047","0.72038171892147","1"
"Main Tenant","2006","middle vocational","West Germany","3560","0.494429477268886","0.483686380749363","0.505172573788408","1"
"Main Tenant","2006","middle vocational","East Germany","1434","0.594626239824321","0.576512028167131","0.612740451481511","1"
"Main Tenant","2006","vocational + Abi","West Germany","487","0.538216587323241","0.508047786312764","0.568385388333718","1"
"Main Tenant","2006","vocational + Abi","East Germany","94","0.651002819184726","0.579561012334995","0.722444626034457","1"
"Main Tenant","2006","higher vocational","West Germany","426","0.419080735947094","0.391517779252831","0.446643692641358","1"
"Main Tenant","2006","higher vocational","East Germany","191","0.496633714687079","0.449265570736764","0.544001858637393","1"
"Main Tenant","2006","higher education","West Germany","1093","0.448344383462393","0.431251603125252","0.465437163799534","1"
"Main Tenant","2006","higher education","East Germany","599","0.569598235191751","0.543067983292392","0.59612848709111","1"
"Nursing Home/Retirement Community","2006","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","inadequately","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2006","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","general elemantary","West Germany","11","","","","4"
"Nursing Home/Retirement Community","2006","general elemantary","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2006","middle vocational","West Germany","12","","","","4"
"Nursing Home/Retirement Community","2006","middle vocational","East Germany","9","","","","4"
"Nursing Home/Retirement Community","2006","vocational + Abi","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","higher vocational","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2006","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","higher education","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2006","higher education","East Germany","4","","","","4"
"Owner","2006","general elemantary","East Germany","144","0.277934916440144","0.233531187841588","0.322338645038701","3"
"Owner","2006","middle vocational","West Germany","4627","0.483405243683612","0.472667399363016","0.494143088004209","3"
"Owner","2006","middle vocational","East Germany","1309","0.369588845148382","0.351779786734946","0.387397903561818","3"
"Owner","2006","vocational + Abi","West Germany","542","0.442143649885012","0.412089584047748","0.472197715722276","3"
"Owner","2006","vocational + Abi","East Germany","71","0.309906261184144","0.240592533678371","0.379219988689917","3"
"Owner","2006","higher vocational","West Germany","785","0.556815032373865","0.529064772735201","0.584565292012529","3"
"Owner","2006","higher vocational","East Germany","231","0.494221759081555","0.44685570479374","0.54158781336937","3"
"Owner","2006","higher education","West Germany","2128","0.53984854951977","0.522718477469325","0.556978621570215","3"
"Owner","2006","higher education","East Germany","714","0.408859585003593","0.38251736017371","0.435201809833476","3"
"Owner","2006","in school","West Germany","331","0.539718175162335","0.495676789520502","0.583759560804169","3"
"Owner","2006","in school","East Germany","88","0.459507192750512","0.378945136970651","0.540069248530374","3"
