"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2001","Thuringia","Urban Area","152","0.640795964287479","0.584700800719804","0.696891127855155","1"
"Main Tenant","2001","Thuringia","Rural Area","255","0.469068949641603","0.431860080377901","0.506277818905304","1"
"Nursing Home/Retirement Community","2001","North Rhine-Westphalia","Urban Area","6","","","","4"
"Nursing Home/Retirement Community","2001","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Baden-Württemberg","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2001","Baden-Württemberg","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Bavaria","Urban Area","8","","","","4"
"Nursing Home/Retirement Community","2001","Hesse","Urban Area","5","","","","4"
"Nursing Home/Retirement Community","2001","Hesse","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Rhineland-Palatinate,Saarland","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2001","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2001","Schleswig-Holstein","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Hamburg","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Lower Saxony","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Lower Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2001","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2001","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2001","Brandenburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Mecklenburg-Western Pomerania","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2001","Saxony","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Saxony","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2001","Saxony-Anhalt","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","Thuringia","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Bavaria","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2001","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2001","Berlin","Rural Area","","","","","4"
"Owner","2001","Hamburg","Urban Area","70","0.21130599693627","0.1630565960863","0.259555397786241","3"
"Owner","2001","Hamburg","Rural Area","","","","","3"
"Owner","2001","Schleswig-Holstein","Rural Area","251","0.685339564345412","0.638275843239155","0.732403285451669","3"
"Owner","2001","Schleswig-Holstein","Urban Area","153","0.516139904825324","0.457500492213748","0.5747793174369","3"
"Owner","2001","Lower Saxony","Urban Area","481","0.497631390223614","0.46576978486919","0.529492995578038","3"
"Owner","2001","Lower Saxony","Rural Area","620","0.645946913833078","0.614977501800307","0.67691632586585","3"
"Owner","2001","Bremen","Urban Area","68","0.404197386484693","0.327678701110209","0.480716071859178","3"
"Owner","2001","Bremen","Rural Area","","","","","3"
"Owner","2001","North Rhine-Westphalia","Urban Area","2093","0.43593351657023","0.42154086049857","0.45032617264189","3"
"Owner","2001","North Rhine-Westphalia","Rural Area","70","0.485080374950286","0.395285575507269","0.574875174393303","3"
"Owner","2001","Hesse","Urban Area","541","0.455387581003225","0.427092628326809","0.483682533679641","3"
"Owner","2001","Hesse","Rural Area","201","0.656117873453556","0.602634041824284","0.709601705082827","3"
"Owner","2001","Rhineland-Palatinate,Saarland","Urban Area","598","0.567584783202918","0.537285753192527","0.597883813213308","3"
"Owner","2001","Rhineland-Palatinate,Saarland","Rural Area","228","0.629480450678478","0.577215823560353","0.681745077796603","3"
"Owner","2001","Baden-Württemberg","Urban Area","1190","0.50159994890577","0.481457292576488","0.521742605235053","3"
"Owner","2001","Baden-Württemberg","Rural Area","137","0.499034272936264","0.437904789818067","0.56016375605446","3"
"Owner","2001","Bavaria","Urban Area","724","0.460020120658407","0.434533374374104","0.48550686694271","3"
"Owner","2001","Bavaria","Rural Area","1048","0.641082738659708","0.61751232439412","0.664653152925295","3"
"Owner","2001","Berlin","Urban Area","119","0.119618671543419","0.0970749061481306","0.142162436938708","3"
"Owner","2001","Berlin","Rural Area","","","","","3"
"Owner","2001","Brandenburg","Urban Area","14","","","","3"
"Owner","2001","Brandenburg","Rural Area","421","0.412988781990356","0.380695313761295","0.445282250219418","3"
"Owner","2001","Mecklenburg-Western Pomerania","Urban Area","9","","","","3"
"Owner","2001","Mecklenburg-Western Pomerania","Rural Area","212","0.447105308585362","0.401116618055516","0.493093999115207","3"
"Owner","2001","Saxony","Urban Area","249","0.26346182718159","0.232802121809698","0.294121532553481","3"
"Owner","2001","Saxony","Rural Area","446","0.46546039266796","0.432123111622727","0.498797673713194","3"
"Owner","2001","Saxony-Anhalt","Urban Area","74","0.24529629913342","0.192278515526883","0.298314082739957","3"
"Owner","2001","Saxony-Anhalt","Rural Area","462","0.581630648855108","0.546373860936285","0.616887436773931","3"
"Owner","2001","Thuringia","Urban Area","127","0.354001900117635","0.298088828914596","0.409914971320673","3"
"Owner","2001","Thuringia","Rural Area","414","0.501119277934425","0.463839099400546","0.538399456468304","3"
"Sub-Tenant","2001","Hesse","Urban Area","12","","","","2"
"Sub-Tenant","2001","Rhineland-Palatinate,Saarland","Urban Area","11","","","","2"
"Sub-Tenant","2001","Hesse","Rural Area","5","","","","2"
"Sub-Tenant","2001","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","2001","Schleswig-Holstein","Rural Area","7","","","","2"
"Sub-Tenant","2001","Hamburg","Urban Area","2","","","","2"
"Sub-Tenant","2001","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2001","Lower Saxony","Urban Area","17","","","","2"
"Sub-Tenant","2001","Lower Saxony","Rural Area","15","","","","2"
"Sub-Tenant","2001","Bremen","Urban Area","6","","","","2"
"Sub-Tenant","2001","Bremen","Rural Area","","","","","2"
"Sub-Tenant","2001","North Rhine-Westphalia","Urban Area","52","0.0169368858340149","0.0131917019121003","0.0206820697559296","2"
"Sub-Tenant","2001","Thuringia","Urban Area","1","","","","2"
"Sub-Tenant","2001","Thuringia","Rural Area","22","","","","2"
"Sub-Tenant","2001","Schleswig-Holstein","Urban Area","5","","","","2"
"Sub-Tenant","2001","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"Sub-Tenant","2001","Mecklenburg-Western Pomerania","Rural Area","12","","","","2"
"Sub-Tenant","2001","Saxony","Urban Area","9","","","","2"
"Sub-Tenant","2001","Saxony","Rural Area","18","","","","2"
"Sub-Tenant","2001","Saxony-Anhalt","Urban Area","1","","","","2"
"Sub-Tenant","2001","Saxony-Anhalt","Rural Area","12","","","","2"
"Sub-Tenant","2001","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Sub-Tenant","2001","Baden-Württemberg","Urban Area","40","0.0219556836945735","0.0160522904823451","0.0278590769068019","2"
"Sub-Tenant","2001","Baden-Württemberg","Rural Area","3","","","","2"
"Sub-Tenant","2001","Bavaria","Urban Area","15","","","","2"
"Sub-Tenant","2001","Bavaria","Rural Area","24","","","","2"
"Sub-Tenant","2001","Berlin","Urban Area","18","","","","2"
"Sub-Tenant","2001","Berlin","Rural Area","","","","","2"
"Sub-Tenant","2001","Brandenburg","Urban Area","2","","","","2"
"Sub-Tenant","2001","Brandenburg","Rural Area","19","","","","2"
"Tenant","2001","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","2001","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","2001","Hamburg","Urban Area","","","","","5"
"Tenant","2001","Hamburg","Rural Area","","","","","5"
"Tenant","2001","Lower Saxony","Urban Area","","","","","5"
"Tenant","2001","Lower Saxony","Rural Area","","","","","5"
"Tenant","2001","Bremen","Urban Area","","","","","5"
"Tenant","2001","Bremen","Rural Area","","","","","5"
"Tenant","2001","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","2001","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","2001","Hesse","Urban Area","","","","","5"
"Tenant","2001","Hesse","Rural Area","","","","","5"
"Tenant","2001","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","2001","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","2001","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","2001","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","2001","Bavaria","Urban Area","","","","","5"
"Tenant","2001","Bavaria","Rural Area","","","","","5"
"Tenant","2001","Berlin","Urban Area","","","","","5"
"Tenant","2001","Berlin","Rural Area","","","","","5"
"Tenant","2001","Brandenburg","Urban Area","","","","","5"
"Tenant","2001","Brandenburg","Rural Area","","","","","5"
"Tenant","2001","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","2001","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","2001","Saxony","Urban Area","","","","","5"
"Tenant","2001","Saxony","Rural Area","","","","","5"
"Tenant","2001","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","2001","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","2001","Thuringia","Urban Area","","","","","5"
"Tenant","2001","Thuringia","Rural Area","","","","","5"
"Main Tenant","2002","Schleswig-Holstein","Urban Area","125","0.489076458767751","0.433520041282805","0.544632876252696","1"
"Main Tenant","2002","Schleswig-Holstein","Rural Area","125","0.300020736093094","0.25598354100165","0.344057931184537","1"
"Main Tenant","2002","Hamburg","Urban Area","197","0.733388760302657","0.685607621753066","0.781169898852248","1"
"Main Tenant","2002","Hamburg","Rural Area","","","","","1"
"Main Tenant","2002","Lower Saxony","Urban Area","423","0.466016754418288","0.43540328253003","0.496630226306546","1"
"Main Tenant","2002","Lower Saxony","Rural Area","272","0.321097810522732","0.291685259800418","0.350510361245046","1"
"Main Tenant","2002","Bremen","Urban Area","79","0.518148682885144","0.443691129090178","0.59260623668011","1"
"Main Tenant","2002","Bremen","Rural Area","","","","","1"
"Main Tenant","2002","North Rhine-Westphalia","Urban Area","2321","0.552925958339437","0.538823831392409","0.567028085286464","1"
"Main Tenant","2002","North Rhine-Westphalia","Rural Area","46","0.488848130284789","0.398655917214375","0.579040343355202","1"
"Main Tenant","2002","Hesse","Urban Area","644","0.529196258634347","0.502500736477781","0.555891780790913","1"
"Main Tenant","2002","Hesse","Rural Area","102","0.334211084258799","0.281097515666694","0.387324652850905","1"
"Main Tenant","2002","Rhineland-Palatinate,Saarland","Urban Area","372","0.377486052100123","0.348052733634137","0.40691937056611","1"
"Main Tenant","2002","Rhineland-Palatinate,Saarland","Rural Area","100","0.356164227960039","0.305188792744515","0.407139663175562","1"
"Main Tenant","2002","Baden-Württemberg","Urban Area","1141","0.456556682457364","0.437268868577478","0.475844496337249","1"
"Main Tenant","2002","Baden-Württemberg","Rural Area","103","0.480169529471682","0.419324322338167","0.541014736605197","1"
"Main Tenant","2002","Bavaria","Urban Area","734","0.504084801759452","0.479715191030272","0.528454412488633","1"
"Main Tenant","2002","Bavaria","Rural Area","504","0.350150560359544","0.327175761810038","0.37312535890905","1"
"Main Tenant","2002","Berlin","Urban Area","664","0.871604095197775","0.848900204736253","0.894307985659296","1"
"Main Tenant","2002","Berlin","Rural Area","","","","","1"
"Main Tenant","2002","Brandenburg","Urban Area","52","0.875592397615901","0.796563642493412","0.954621152738391","1"
"Main Tenant","2002","Brandenburg","Rural Area","464","0.562390384456916","0.530033508257685","0.594747260656147","1"
"Main Tenant","2002","Mecklenburg-Western Pomerania","Urban Area","55","0.75706173657255","0.658683219774814","0.855440253370287","1"
"Main Tenant","2002","Mecklenburg-Western Pomerania","Rural Area","209","0.530504492849771","0.484187440250466","0.576821545449076","1"
"Main Tenant","2002","Saxony","Urban Area","512","0.715232876868406","0.683959717640179","0.746506036096633","1"
"Main Tenant","2002","Saxony","Rural Area","393","0.507100310065796","0.473647649983618","0.540552970147975","1"
"Main Tenant","2002","Saxony-Anhalt","Urban Area","165","0.728422133303327","0.673507691474269","0.783336575132384","1"
"Main Tenant","2002","Saxony-Anhalt","Rural Area","290","0.437237183882693","0.401054503691987","0.473419864073399","1"
"Main Tenant","2002","Thuringia","Urban Area","147","0.677798758480348","0.623920548453177","0.731676968507518","1"
"Main Tenant","2002","Thuringia","Rural Area","246","0.451759008270345","0.414408624665378","0.489109391875313","1"
"Nursing Home/Retirement Community","2002","North Rhine-Westphalia","Urban Area","7","","","","4"
"Nursing Home/Retirement Community","2002","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Baden-Württemberg","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2002","Baden-Württemberg","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Bavaria","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2002","Hesse","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2002","Hesse","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Rhineland-Palatinate,Saarland","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2002","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","Schleswig-Holstein","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Hamburg","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2002","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Lower Saxony","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Lower Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Thuringia","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Brandenburg","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2002","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Bavaria","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","Mecklenburg-Western Pomerania","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","Saxony-Anhalt","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2002","Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","Saxony","Rural Area","2","","","","4"
"Owner","2002","Hamburg","Rural Area","","","","","3"
"Owner","2002","Schleswig-Holstein","Rural Area","287","0.684808622108444","0.640163583800186","0.729453660416703","3"
"Owner","2002","Hamburg","Urban Area","126","0.24413071449725","0.197712898537561","0.290548530456938","3"
"Owner","2002","Schleswig-Holstein","Urban Area","177","0.48727821723477","0.431726526725136","0.542829907744403","3"
"Owner","2002","Lower Saxony","Urban Area","582","0.511442307863126","0.480765917299635","0.542118698426617","3"
"Owner","2002","Lower Saxony","Rural Area","681","0.663296359581171","0.633525722724378","0.693066996437964","3"
"Owner","2002","Bremen","Urban Area","93","0.474400248365696","0.399991316728829","0.548809180002563","3"
"Owner","2002","Bremen","Rural Area","","","","","3"
"Owner","2002","North Rhine-Westphalia","Urban Area","2397","0.428260676944296","0.414225608522257","0.442295745366335","3"
"Owner","2002","North Rhine-Westphalia","Rural Area","70","0.463951846040545","0.373971959070924","0.553931733010166","3"
"Owner","2002","Hesse","Urban Area","677","0.444797939240027","0.418220263247961","0.471375615232093","3"
"Owner","2002","Hesse","Rural Area","194","0.621479195574998","0.566867589184128","0.676090801965867","3"
"Owner","2002","Rhineland-Palatinate,Saarland","Urban Area","649","0.608092077702005","0.578451209137995","0.637732946266016","3"
"Owner","2002","Rhineland-Palatinate,Saarland","Rural Area","233","0.620976115680296","0.56933222190637","0.672620009454223","3"
"Owner","2002","Baden-Württemberg","Urban Area","1382","0.52157000428932","0.502226995372572","0.540913013206069","3"
"Owner","2002","Baden-Württemberg","Rural Area","152","0.479054458900243","0.418214793771892","0.539894124028595","3"
"Owner","2002","Bavaria","Urban Area","860","0.480577373318146","0.456225343167179","0.504929403469112","3"
"Owner","2002","Bavaria","Rural Area","1125","0.630562411160371","0.607316182550807","0.653808639769934","3"
"Owner","2002","Berlin","Urban Area","154","0.109875787970113","0.0886510970730074","0.131100478867219","3"
"Owner","2002","Berlin","Rural Area","","","","","3"
"Owner","2002","Brandenburg","Urban Area","13","","","","3"
"Owner","2002","Brandenburg","Rural Area","414","0.406229663280423","0.374196540301329","0.438262786259516","3"
"Owner","2002","Mecklenburg-Western Pomerania","Urban Area","18","","","","3"
"Owner","2002","Mecklenburg-Western Pomerania","Rural Area","225","0.449952175680283","0.403781730155513","0.496122621205052","3"
"Owner","2002","Saxony","Urban Area","265","0.258343812025416","0.228011644802622","0.28867597924821","3"
"Owner","2002","Saxony","Rural Area","458","0.477744137236084","0.444321263199188","0.51116701127298","3"
"Owner","2002","Thuringia","Rural Area","409","0.503690977607181","0.466166550142524","0.541215405071837","3"
"Owner","2002","Saxony-Anhalt","Rural Area","420","0.545095713884057","0.508773200689091","0.581418227079023","3"
"Owner","2002","Thuringia","Urban Area","141","0.317682064727904","0.264004981125978","0.371359148329829","3"
"Owner","2002","Saxony-Anhalt","Urban Area","86","0.259048357358603","0.204956340516039","0.313140374201166","3"
"Sub-Tenant","2002","Lower Saxony","Urban Area","14","","","","2"
"Sub-Tenant","2002","Lower Saxony","Rural Area","15","","","","2"
"Sub-Tenant","2002","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2002","Hesse","Urban Area","19","","","","2"
"Sub-Tenant","2002","North Rhine-Westphalia","Rural Area","2","","","","2"
"Sub-Tenant","2002","Bremen","Urban Area","1","","","","2"
"Sub-Tenant","2002","Hesse","Rural Area","6","","","","2"
"Sub-Tenant","2002","Rhineland-Palatinate,Saarland","Urban Area","18","","","","2"
"Sub-Tenant","2002","Hamburg","Urban Area","4","","","","2"
"Sub-Tenant","2002","Bremen","Rural Area","","","","","2"
"Sub-Tenant","2002","North Rhine-Westphalia","Urban Area","50","0.0148121274304288","0.0113857937805048","0.0182384610803528","2"
"Sub-Tenant","2002","Schleswig-Holstein","Rural Area","3","","","","2"
"Sub-Tenant","2002","Schleswig-Holstein","Urban Area","9","","","","2"
"Sub-Tenant","2002","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","2002","Mecklenburg-Western Pomerania","Rural Area","11","","","","2"
"Sub-Tenant","2002","Saxony","Urban Area","23","","","","2"
"Sub-Tenant","2002","Saxony","Rural Area","5","","","","2"
"Sub-Tenant","2002","Saxony-Anhalt","Urban Area","","","","","2"
"Sub-Tenant","2002","Saxony-Anhalt","Rural Area","12","","","","2"
"Sub-Tenant","2002","Thuringia","Urban Area","","","","","2"
"Sub-Tenant","2002","Thuringia","Rural Area","27","","","","2"
"Sub-Tenant","2002","Bavaria","Urban Area","20","","","","2"
"Sub-Tenant","2002","Bavaria","Rural Area","26","","","","2"
"Sub-Tenant","2002","Berlin","Urban Area","16","","","","2"
"Sub-Tenant","2002","Berlin","Rural Area","","","","","2"
"Sub-Tenant","2002","Rhineland-Palatinate,Saarland","Rural Area","6","","","","2"
"Sub-Tenant","2002","Baden-Württemberg","Urban Area","35","0.0192494737542719","0.0139290376264753","0.0245699098820685","2"
"Sub-Tenant","2002","Baden-Württemberg","Rural Area","3","","","","2"
"Sub-Tenant","2002","Brandenburg","Urban Area","2","","","","2"
"Sub-Tenant","2002","Brandenburg","Rural Area","23","","","","2"
"Tenant","2002","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","2002","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","2002","Hamburg","Urban Area","","","","","5"
"Tenant","2002","Hamburg","Rural Area","","","","","5"
"Tenant","2002","Lower Saxony","Urban Area","","","","","5"
"Tenant","2002","Lower Saxony","Rural Area","","","","","5"
"Tenant","2002","Bremen","Urban Area","","","","","5"
"Tenant","2002","Bremen","Rural Area","","","","","5"
"Tenant","2002","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","2002","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","2002","Hesse","Urban Area","","","","","5"
"Tenant","2002","Hesse","Rural Area","","","","","5"
"Tenant","2002","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","2002","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","2002","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","2002","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","2002","Bavaria","Urban Area","","","","","5"
"Tenant","2002","Bavaria","Rural Area","","","","","5"
"Tenant","2002","Berlin","Urban Area","","","","","5"
"Tenant","2002","Berlin","Rural Area","","","","","5"
"Tenant","2002","Brandenburg","Urban Area","","","","","5"
"Tenant","2002","Brandenburg","Rural Area","","","","","5"
"Tenant","2002","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","2002","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","2002","Saxony","Urban Area","","","","","5"
"Tenant","2002","Saxony","Rural Area","","","","","5"
"Tenant","2002","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","2002","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","2002","Thuringia","Urban Area","","","","","5"
"Tenant","2002","Thuringia","Rural Area","","","","","5"
"Main Tenant","2003","Schleswig-Holstein","Urban Area","111","0.465248263512303","0.408037842009362","0.522458685015243","1"
"Main Tenant","2003","Schleswig-Holstein","Rural Area","116","0.276809524832218","0.232000492243544","0.321618557420893","1"
"Main Tenant","2003","Hamburg","Urban Area","187","0.735999557166051","0.685952209864661","0.786046904467442","1"
"Main Tenant","2003","Hamburg","Rural Area","","","","","1"
"Main Tenant","2003","Lower Saxony","Urban Area","403","0.469923587982845","0.438723616711822","0.501123559253868","1"
"Main Tenant","2003","Lower Saxony","Rural Area","262","0.310781013453087","0.281083976125121","0.340478050781053","1"
"Main Tenant","2003","Bremen","Urban Area","85","0.55721057477006","0.483406258364459","0.631014891175661","1"
"Main Tenant","2003","Bremen","Rural Area","","","","","1"
"Main Tenant","2003","North Rhine-Westphalia","Urban Area","2204","0.5624230138561","0.548068279353788","0.576777748358413","1"
"Main Tenant","2003","North Rhine-Westphalia","Rural Area","38","0.445391424570369","0.35165671696678","0.539126132173959","1"
"Main Tenant","2003","Hesse","Urban Area","569","0.503272061957701","0.475375465774263","0.531168658141139","1"
"Main Tenant","2003","Hesse","Rural Area","81","0.303348590473534","0.248616479820233","0.358080701126835","1"
"Main Tenant","2003","Rhineland-Palatinate,Saarland","Urban Area","383","0.386809630637233","0.357110466119462","0.416508795155004","1"
"Main Tenant","2003","Rhineland-Palatinate,Saarland","Rural Area","95","0.37473310069671","0.32186254164111","0.42760365975231","1"
"Main Tenant","2003","Baden-Württemberg","Urban Area","1073","0.460817826700715","0.441183990250807","0.480451663150624","1"
"Main Tenant","2003","Baden-Württemberg","Rural Area","88","0.438129160633366","0.374146627915772","0.502111693350961","1"
"Main Tenant","2003","Bavaria","Urban Area","711","0.515434274352079","0.49076847254622","0.540100076157938","1"
"Main Tenant","2003","Bavaria","Rural Area","476","0.33594216038914","0.312564003365916","0.359320317412363","1"
"Main Tenant","2003","Berlin","Urban Area","653","0.859955420716186","0.836360490352333","0.883550351080039","1"
"Main Tenant","2003","Berlin","Rural Area","","","","","1"
"Main Tenant","2003","Brandenburg","Urban Area","57","0.895274770779461","0.823026513055389","0.967523028503532","1"
"Main Tenant","2003","Brandenburg","Rural Area","431","0.541367283539662","0.508445354530585","0.574289212548739","1"
"Main Tenant","2003","Mecklenburg-Western Pomerania","Urban Area","56","0.758818877715703","0.660683097384469","0.856954658046936","1"
"Main Tenant","2003","Mecklenburg-Western Pomerania","Rural Area","209","0.485325209979685","0.439402737109995","0.531247682849375","1"
"Main Tenant","2003","Saxony","Urban Area","490","0.690730930491276","0.658378064752881","0.723083796229671","1"
"Main Tenant","2003","Saxony","Rural Area","377","0.509752098809424","0.475905622288777","0.54359857533007","1"
"Main Tenant","2003","Saxony-Anhalt","Urban Area","152","0.722929339755729","0.667002055308271","0.778856624203186","1"
"Main Tenant","2003","Saxony-Anhalt","Rural Area","271","0.441291514015295","0.404295880747316","0.478287147283275","1"
"Main Tenant","2003","Thuringia","Urban Area","145","0.659883612947054","0.605264251319484","0.714502974574624","1"
"Main Tenant","2003","Thuringia","Rural Area","232","0.443618415844991","0.405971778640036","0.481265053049946","1"
"Nursing Home/Retirement Community","2003","North Rhine-Westphalia","Urban Area","8","","","","4"
"Nursing Home/Retirement Community","2003","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","Hesse","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2003","Hesse","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","Baden-Württemberg","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2003","Baden-Württemberg","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Bavaria","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2003","Hamburg","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2003","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","Lower Saxony","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2003","Lower Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Schleswig-Holstein","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Brandenburg","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Mecklenburg-Western Pomerania","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Saxony-Anhalt","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Saxony-Anhalt","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Thuringia","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2003","Bavaria","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2003","Berlin","Rural Area","","","","","4"
"Owner","2003","Schleswig-Holstein","Urban Area","171","0.502901018719727","0.445552875714257","0.560249161725196","3"
"Owner","2003","Schleswig-Holstein","Rural Area","262","0.696967920382937","0.650942326428469","0.742993514337404","3"
