"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Owner","2003","Hamburg","Urban Area","106","0.247145159152765","0.198170475795378","0.296119842510153","3"
"Owner","2003","Hamburg","Rural Area","","","","","3"
"Owner","2003","Lower Saxony","Urban Area","567","0.514786561288081","0.483543660985027","0.546029461591136","3"
"Owner","2003","Lower Saxony","Rural Area","653","0.665857538657042","0.635590929864782","0.696124147449301","3"
"Owner","2003","Bremen","Urban Area","89","0.44278942522994","0.368985108824339","0.516593741635541","3"
"Owner","2003","Bremen","Rural Area","","","","","3"
"Owner","2003","North Rhine-Westphalia","Urban Area","2320","0.417807438156655","0.403536326752585","0.432078549560725","3"
"Owner","2003","North Rhine-Westphalia","Rural Area","65","0.46258447306875","0.368550054439897","0.556618891697603","3"
"Owner","2003","Hesse","Urban Area","636","0.45582680201153","0.428038691726227","0.483614912296833","3"
"Owner","2003","Hesse","Rural Area","184","0.654419852609782","0.597800347218353","0.71103935800121","3"
"Owner","2003","Rhineland-Palatinate,Saarland","Urban Area","630","0.585057674444367","0.555011364781906","0.615103984106829","3"
"Owner","2003","Rhineland-Palatinate,Saarland","Rural Area","226","0.617903220824681","0.564831022986305","0.670975418663057","3"
"Owner","2003","Baden-Württemberg","Urban Area","1353","0.51941044744397","0.499730892434936","0.539090002453005","3"
"Owner","2003","Baden-Württemberg","Rural Area","136","0.493984001040983","0.429510587138334","0.558457414943632","3"
"Owner","2003","Bavaria","Urban Area","842","0.46298236004508","0.438372522752794","0.487592197337367","3"
"Owner","2003","Bavaria","Rural Area","1061","0.636539928486349","0.612732294278829","0.660347562693869","3"
"Owner","2003","Berlin","Urban Area","159","0.105840443842758","0.0849243338745918","0.126756553810924","3"
"Owner","2003","Berlin","Rural Area","","","","","3"
"Owner","2003","Brandenburg","Urban Area","12","","","","3"
"Owner","2003","Brandenburg","Rural Area","428","0.42332397052807","0.390679537119959","0.45596840393618","3"
"Owner","2003","Mecklenburg-Western Pomerania","Urban Area","17","","","","3"
"Owner","2003","Mecklenburg-Western Pomerania","Rural Area","235","0.493524919514585","0.447586507671617","0.539463331357553","3"
"Owner","2003","Saxony","Urban Area","272","0.277215371575475","0.245882285794843","0.308548457356108","3"
"Owner","2003","Saxony","Rural Area","446","0.469501999488423","0.435712117075274","0.503291881901571","3"
"Owner","2003","Thuringia","Rural Area","400","0.484709037741173","0.446838466717171","0.522579608765176","3"
"Owner","2003","Thuringia","Urban Area","140","0.325706072986993","0.271675854725412","0.379736291248573","3"
"Owner","2003","Saxony-Anhalt","Urban Area","91","0.264396154725834","0.209286194169569","0.319506115282099","3"
"Owner","2003","Saxony-Anhalt","Rural Area","407","0.538777131111963","0.501636007600325","0.575918254623601","3"
"Sub-Tenant","2003","Hesse","Urban Area","26","","","","2"
"Sub-Tenant","2003","North Rhine-Westphalia","Rural Area","5","","","","2"
"Sub-Tenant","2003","Rhineland-Palatinate,Saarland","Urban Area","20","","","","2"
"Sub-Tenant","2003","Schleswig-Holstein","Rural Area","4","","","","2"
"Sub-Tenant","2003","Hamburg","Urban Area","3","","","","2"
"Sub-Tenant","2003","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2003","Lower Saxony","Urban Area","10","","","","2"
"Sub-Tenant","2003","Lower Saxony","Rural Area","17","","","","2"
"Sub-Tenant","2003","Bremen","Urban Area","","","","","2"
"Sub-Tenant","2003","North Rhine-Westphalia","Urban Area","56","0.0152881239873375","0.0117377992998076","0.0188384486748673","2"
"Sub-Tenant","2003","Hesse","Rural Area","5","","","","2"
"Sub-Tenant","2003","Bremen","Rural Area","","","","","2"
"Sub-Tenant","2003","Schleswig-Holstein","Urban Area","10","","","","2"
"Sub-Tenant","2003","Mecklenburg-Western Pomerania","Rural Area","10","","","","2"
"Sub-Tenant","2003","Saxony","Urban Area","22","","","","2"
"Sub-Tenant","2003","Saxony","Rural Area","14","","","","2"
"Sub-Tenant","2003","Saxony-Anhalt","Urban Area","3","","","","2"
"Sub-Tenant","2003","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","2003","Saxony-Anhalt","Rural Area","13","","","","2"
"Sub-Tenant","2003","Thuringia","Urban Area","3","","","","2"
"Sub-Tenant","2003","Thuringia","Rural Area","37","0.0716725464138356","0.0521263595452847","0.0912187332823864","2"
"Sub-Tenant","2003","Bavaria","Urban Area","20","","","","2"
"Sub-Tenant","2003","Bavaria","Rural Area","30","0.0256660035847256","0.0178387732303586","0.0334932339390926","2"
"Sub-Tenant","2003","Berlin","Urban Area","19","","","","2"
"Sub-Tenant","2003","Berlin","Rural Area","","","","","2"
"Sub-Tenant","2003","Rhineland-Palatinate,Saarland","Rural Area","1","","","","2"
"Sub-Tenant","2003","Baden-Württemberg","Urban Area","46","0.0182382603454566","0.0129675696868883","0.0235089510040248","2"
"Sub-Tenant","2003","Baden-Württemberg","Rural Area","6","","","","2"
"Sub-Tenant","2003","Brandenburg","Urban Area","","","","","2"
"Sub-Tenant","2003","Brandenburg","Rural Area","20","","","","2"
"Tenant","2003","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","2003","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","2003","Hamburg","Urban Area","","","","","5"
"Tenant","2003","Hamburg","Rural Area","","","","","5"
"Tenant","2003","Lower Saxony","Urban Area","","","","","5"
"Tenant","2003","Lower Saxony","Rural Area","","","","","5"
"Tenant","2003","Bremen","Urban Area","","","","","5"
"Tenant","2003","Bremen","Rural Area","","","","","5"
"Tenant","2003","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","2003","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","2003","Hesse","Urban Area","","","","","5"
"Tenant","2003","Hesse","Rural Area","","","","","5"
"Tenant","2003","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","2003","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","2003","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","2003","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","2003","Bavaria","Urban Area","","","","","5"
"Tenant","2003","Bavaria","Rural Area","","","","","5"
"Tenant","2003","Berlin","Urban Area","","","","","5"
"Tenant","2003","Berlin","Rural Area","","","","","5"
"Tenant","2003","Brandenburg","Urban Area","","","","","5"
"Tenant","2003","Brandenburg","Rural Area","","","","","5"
"Tenant","2003","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","2003","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","2003","Saxony","Urban Area","","","","","5"
"Tenant","2003","Saxony","Rural Area","","","","","5"
"Tenant","2003","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","2003","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","2003","Thuringia","Urban Area","","","","","5"
"Tenant","2003","Thuringia","Rural Area","","","","","5"
"Main Tenant","2004","Schleswig-Holstein","Urban Area","104","0.431832875379073","0.374921707487049","0.488744043271097","1"
"Main Tenant","2004","Schleswig-Holstein","Rural Area","118","0.299571009318374","0.253933224489673","0.345208794147074","1"
"Main Tenant","2004","Hamburg","Urban Area","184","0.70620753613938","0.654491353735309","0.757923718543451","1"
"Main Tenant","2004","Hamburg","Rural Area","","","","","1"
"Main Tenant","2004","Lower Saxony","Urban Area","380","0.450356706440183","0.418982098202353","0.481731314678012","1"
"Main Tenant","2004","Lower Saxony","Rural Area","255","0.333760335257621","0.303420954883174","0.364099715632068","1"
"Main Tenant","2004","Bremen","Urban Area","83","0.523608132631387","0.448085205986578","0.599131059276196","1"
"Main Tenant","2004","Bremen","Rural Area","","","","","1"
"Main Tenant","2004","North Rhine-Westphalia","Urban Area","2139","0.553256511898012","0.538656091285419","0.567856932510605","1"
"Main Tenant","2004","North Rhine-Westphalia","Rural Area","39","0.472352878982621","0.37775938396658","0.566946373998662","1"
"Main Tenant","2004","Hesse","Urban Area","572","0.530493819827682","0.502150348986257","0.558837290669106","1"
"Main Tenant","2004","Hesse","Rural Area","80","0.36809341296897","0.309014353535448","0.427172472402491","1"
"Main Tenant","2004","Rhineland-Palatinate,Saarland","Urban Area","366","0.411554395184175","0.381007484463336","0.442101305905013","1"
"Main Tenant","2004","Rhineland-Palatinate,Saarland","Rural Area","92","0.382404912052907","0.328219485190547","0.436590338915267","1"
"Main Tenant","2004","Baden-Württemberg","Urban Area","1043","0.464432316446781","0.444441676344602","0.484422956548961","1"
"Main Tenant","2004","Baden-Württemberg","Rural Area","81","0.394652624997491","0.331893054877358","0.457412195117625","1"
"Main Tenant","2004","Bavaria","Urban Area","677","0.546292409509116","0.521164982165855","0.571419836852376","1"
"Main Tenant","2004","Bavaria","Rural Area","495","0.357337865803321","0.333511738418365","0.381163993188277","1"
"Main Tenant","2004","Berlin","Urban Area","623","0.85407189995192","0.829789771226848","0.878354028676991","1"
"Main Tenant","2004","Berlin","Rural Area","","","","","1"
"Main Tenant","2004","Brandenburg","Urban Area","62","0.917022573985208","0.854173016552996","0.979872131417421","1"
"Main Tenant","2004","Brandenburg","Rural Area","403","0.531404345774719","0.497658514780503","0.565150176768934","1"
"Main Tenant","2004","Mecklenburg-Western Pomerania","Urban Area","61","0.820698168172092","0.73445486335817","0.906941472986015","1"
"Main Tenant","2004","Mecklenburg-Western Pomerania","Rural Area","199","0.468660180831041","0.421980160063392","0.51534020159869","1"
"Main Tenant","2004","Saxony","Urban Area","484","0.710776587723106","0.679018781833526","0.742534393612686","1"
"Main Tenant","2004","Saxony","Rural Area","345","0.505919664889688","0.471209354677564","0.540629975101813","1"
"Main Tenant","2004","Saxony-Anhalt","Urban Area","151","0.72918184566338","0.673537394960899","0.784826296365861","1"
"Main Tenant","2004","Saxony-Anhalt","Rural Area","260","0.458486663302723","0.421118162780784","0.495855163824662","1"
"Main Tenant","2004","Thuringia","Urban Area","147","0.670814811381432","0.6162582328964","0.725371389866464","1"
"Main Tenant","2004","Thuringia","Rural Area","240","0.459102101620545","0.421112945296437","0.497091257944652","1"
"Nursing Home/Retirement Community","2004","North Rhine-Westphalia","Urban Area","8","","","","4"
"Nursing Home/Retirement Community","2004","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","Hesse","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Hesse","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2004","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","Baden-Württemberg","Urban Area","6","","","","4"
"Nursing Home/Retirement Community","2004","Baden-Württemberg","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Bavaria","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2004","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2004","Schleswig-Holstein","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Hamburg","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2004","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","Lower Saxony","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2004","Lower Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2004","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","Brandenburg","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2004","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2004","Saxony-Anhalt","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2004","Berlin","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2004","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","Saxony-Anhalt","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Thuringia","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2004","Bavaria","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2004","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2004","Mecklenburg-Western Pomerania","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2004","Saxony","Urban Area","","","","","4"
"Owner","2004","Hamburg","Rural Area","","","","","3"
"Owner","2004","Schleswig-Holstein","Urban Area","177","0.512548593183194","0.455119126464667","0.569978059901721","3"
"Owner","2004","Schleswig-Holstein","Rural Area","260","0.678114039119278","0.631566685589617","0.724661392648938","3"
"Owner","2004","Hamburg","Urban Area","108","0.257253602904615","0.207623980745862","0.306883225063369","3"
"Owner","2004","Lower Saxony","Urban Area","565","0.524774322980084","0.493282647649483","0.556265998310684","3"
"Owner","2004","Lower Saxony","Rural Area","659","0.65043984616279","0.619761027455256","0.681118664870325","3"
"Owner","2004","Bremen","Urban Area","84","0.464692129582601","0.389273623935403","0.540110635229798","3"
"Owner","2004","Bremen","Rural Area","","","","","3"
"Owner","2004","North Rhine-Westphalia","Urban Area","2267","0.428122275917466","0.413590841457316","0.442653710377615","3"
"Owner","2004","North Rhine-Westphalia","Rural Area","68","0.527647121017379","0.433053626001338","0.62224061603342","3"
"Owner","2004","Hesse","Urban Area","602","0.437314951368262","0.409142667169104","0.465487235567421","3"
"Owner","2004","Hesse","Rural Area","174","0.625204509484452","0.565907015770823","0.684502003198081","3"
"Owner","2004","Rhineland-Palatinate,Saarland","Urban Area","612","0.566385199855263","0.535623629040403","0.597146770670123","3"
"Owner","2004","Rhineland-Palatinate,Saarland","Rural Area","214","0.607922880703129","0.553487803230434","0.662357958175824","3"
"Owner","2004","Baden-Württemberg","Urban Area","1303","0.514287823107837","0.494254595768704","0.53432105044697","3"
"Owner","2004","Baden-Württemberg","Rural Area","144","0.552482768672967","0.488636667717915","0.616328869628018","3"
"Owner","2004","Bavaria","Urban Area","810","0.430223262593964","0.405234386593518","0.45521213859441","3"
"Owner","2004","Bavaria","Rural Area","1022","0.606019356644279","0.581725119060396","0.630313594228163","3"
"Owner","2004","Berlin","Urban Area","165","0.116083176559538","0.094050847045528","0.138115506073547","3"
"Owner","2004","Berlin","Rural Area","","","","","3"
"Owner","2004","Brandenburg","Urban Area","12","","","","3"
"Owner","2004","Brandenburg","Rural Area","408","0.428136150342797","0.394674626138675","0.461597674546918","3"
"Owner","2004","Mecklenburg-Western Pomerania","Urban Area","15","","","","3"
"Owner","2004","Mecklenburg-Western Pomerania","Rural Area","232","0.503760366830995","0.456989700986623","0.550531032675366","3"
