"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1992","Bremen","East Germany","","","","","2"
"Sub-Tenant","1992","North Rhine-Westphalia","West Germany","36","0.0186185697424122","0.0133617472953623","0.023875392189462","2"
"Sub-Tenant","1992","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","1992","Hesse","West Germany","25","","","","2"
"Sub-Tenant","1992","Hesse","East Germany","","","","","2"
"Sub-Tenant","1992","Rhineland-Palatinate,Saarland","West Germany","15","","","","2"
"Sub-Tenant","1992","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","1992","Mecklenburg-Western Pomerania","East Germany","3","","","","2"
"Sub-Tenant","1992","Saxony","West Germany","","","","","2"
"Sub-Tenant","1992","Saxony","East Germany","40","0.0339772338280214","0.023573893197296","0.0443805744587469","2"
"Sub-Tenant","1992","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","1992","Saxony-Anhalt","East Germany","26","","","","2"
"Sub-Tenant","1992","Brandenburg","East Germany","14","","","","2"
"Sub-Tenant","1992","Baden-Württemberg","West Germany","48","0.03427070647373","0.0258026654285596","0.0427387475189004","2"
"Sub-Tenant","1992","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","1992","Bavaria","West Germany","38","0.0329636455231261","0.0243462350259482","0.041581056020304","2"
"Sub-Tenant","1992","Berlin","West Germany","20","","","","2"
"Sub-Tenant","1992","Bavaria","East Germany","","","","","2"
"Sub-Tenant","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","1992","Berlin","East Germany","3","","","","2"
"Sub-Tenant","1992","Brandenburg","West Germany","","","","","2"
"Tenant","1992","Thuringia","East Germany","","","","","5"
"Tenant","1992","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","1992","Saxony","West Germany","","","","","5"
"Tenant","1992","Saxony","East Germany","","","","","5"
"Tenant","1992","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","1992","Saxony-Anhalt","East Germany","2","","","","5"
"Tenant","1992","Thuringia","West Germany","","","","","5"
"Tenant","1992","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","1992","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","1992","Hamburg","West Germany","","","","","5"
"Tenant","1992","Hamburg","East Germany","","","","","5"
"Tenant","1992","Lower Saxony","West Germany","2","","","","5"
"Tenant","1992","Lower Saxony","East Germany","","","","","5"
"Tenant","1992","Bremen","West Germany","","","","","5"
"Tenant","1992","Bremen","East Germany","","","","","5"
"Tenant","1992","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","1992","Brandenburg","East Germany","","","","","5"
"Tenant","1992","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","1992","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","1992","Hesse","West Germany","","","","","5"
"Tenant","1992","Hesse","East Germany","","","","","5"
"Tenant","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","1992","Baden-Württemberg","West Germany","2","","","","5"
"Tenant","1992","Baden-Württemberg","East Germany","","","","","5"
"Tenant","1992","Bavaria","West Germany","","","","","5"
"Tenant","1992","Bavaria","East Germany","","","","","5"
"Tenant","1992","Berlin","West Germany","1","","","","5"
"Tenant","1992","Berlin","East Germany","1","","","","5"
"Tenant","1992","Brandenburg","West Germany","","","","","5"
"Main Tenant","1993","Schleswig-Holstein","West Germany","137","0.410373290679855","0.353463726442808","0.467282854916902","1"
"Main Tenant","1993","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","1993","Hamburg","West Germany","119","0.850367901367919","0.792307517514011","0.908428285221827","1"
"Main Tenant","1993","Hamburg","East Germany","","","","","1"
"Main Tenant","1993","Lower Saxony","West Germany","458","0.427057847738339","0.396135669925123","0.457980025551555","1"
"Main Tenant","1993","Lower Saxony","East Germany","","","","","1"
"Main Tenant","1993","Bremen","West Germany","53","0.637703262640141","0.540013703940519","0.735392821339763","1"
"Main Tenant","1993","Bremen","East Germany","","","","","1"
"Main Tenant","1993","North Rhine-Westphalia","West Germany","1540","0.56655650041107","0.547200835780486","0.585912165041653","1"
"Main Tenant","1993","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","1993","Hesse","West Germany","565","0.516132451319165","0.484185604797433","0.548079297840898","1"
"Main Tenant","1993","Hesse","East Germany","","","","","1"
"Main Tenant","1993","Rhineland-Palatinate,Saarland","West Germany","275","0.390750120358047","0.353007863733318","0.428492376982777","1"
"Main Tenant","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","1993","Baden-Württemberg","West Germany","972","0.426132549111694","0.40324306014788","0.449022038075508","1"
"Main Tenant","1993","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","1993","Bavaria","West Germany","824","0.456414964648585","0.432219466134069","0.480610463163101","1"
"Main Tenant","1993","Bavaria","East Germany","","","","","1"
"Main Tenant","1993","Berlin","West Germany","263","0.850681162054757","0.810748516225982","0.890613807883533","1"
"Main Tenant","1993","Berlin","East Germany","261","0.94750835986973","0.921101947187209","0.973914772552251","1"
"Main Tenant","1993","Brandenburg","West Germany","","","","","1"
"Main Tenant","1993","Brandenburg","East Germany","384","0.609055349493967","0.571012278271798","0.647098420716136","1"
"Main Tenant","1993","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","1993","Mecklenburg-Western Pomerania","East Germany","264","0.65830487194669","0.612171202222944","0.704438541670435","1"
"Main Tenant","1993","Saxony","West Germany","","","","","1"
"Main Tenant","1993","Saxony","East Germany","799","0.71895474882619","0.692640911304515","0.745268586347865","1"
"Main Tenant","1993","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","1993","Saxony-Anhalt","East Germany","453","0.617830223133394","0.582914232579993","0.652746213686795","1"
"Main Tenant","1993","Thuringia","West Germany","","","","","1"
"Main Tenant","1993","Thuringia","East Germany","326","0.55232602275086","0.514475663614795","0.590176381886926","1"
"Nursing Home/Retirement Community","1993","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Hamburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Lower Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Bremen","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","North Rhine-Westphalia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Hesse","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Baden-Württemberg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Bavaria","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Brandenburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Saxony-Anhalt","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Thuringia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Berlin","West Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","1993","Brandenburg","West Germany","","","","","4"
"Owner","1993","Schleswig-Holstein","West Germany","140","0.541320513691949","0.483671876640256","0.598969150743641","3"
"Owner","1993","Schleswig-Holstein","East Germany","","","","","3"
"Owner","1993","Hamburg","West Germany","25","","","","3"
"Owner","1993","Hamburg","East Germany","","","","","3"
"Owner","1993","Brandenburg","East Germany","237","0.367434940767115","0.32984839826424","0.40502148326999","3"
"Owner","1993","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","1993","Mecklenburg-Western Pomerania","East Germany","136","0.329025994517994","0.283322119110972","0.374729869925017","3"
"Owner","1993","Saxony","West Germany","","","","","3"
"Owner","1993","Saxony","East Germany","307","0.263546151003947","0.23775644497049","0.289335857037404","3"
"Owner","1993","Saxony-Anhalt","West Germany","","","","","3"
"Owner","1993","Saxony-Anhalt","East Germany","266","0.353504609608497","0.319153412202294","0.387855807014699","3"
"Owner","1993","Thuringia","West Germany","","","","","3"
"Owner","1993","Thuringia","East Germany","305","0.408285655294975","0.370872060651321","0.445699249938629","3"
"Owner","1993","North Rhine-Westphalia","West Germany","932","0.413087231726838","0.393855079287266","0.432319384166411","3"
"Owner","1993","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","1993","Hesse","West Germany","343","0.432086793847789","0.400419522416862","0.463754065278716","3"
"Owner","1993","Hesse","East Germany","","","","","3"
"Owner","1993","Rhineland-Palatinate,Saarland","West Germany","354","0.591691960264771","0.553671061673792","0.62971285885575","3"
"Owner","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","1993","Baden-Württemberg","West Germany","770","0.535927517104732","0.512843898862665","0.5590111353468","3"
"Owner","1993","Baden-Württemberg","East Germany","","","","","3"
"Owner","1993","Bavaria","West Germany","752","0.51202796765258","0.487747044290305","0.536308891014855","3"
"Owner","1993","Bavaria","East Germany","","","","","3"
"Owner","1993","Berlin","West Germany","27","","","","3"
"Owner","1993","Berlin","East Germany","10","","","","3"
"Owner","1993","Brandenburg","West Germany","","","","","3"
"Owner","1993","Bremen","West Germany","34","0.303007680564225","0.209607561157906","0.396407799970543","3"
"Owner","1993","Bremen","East Germany","","","","","3"
"Owner","1993","Lower Saxony","West Germany","490","0.537117321833663","0.505946993578817","0.568287650088509","3"
"Owner","1993","Lower Saxony","East Germany","","","","","3"
"Sub-Tenant","1993","Schleswig-Holstein","West Germany","10","","","","2"
"Sub-Tenant","1993","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","1993","Hamburg","West Germany","1","","","","2"
"Sub-Tenant","1993","Hamburg","East Germany","","","","","2"
"Sub-Tenant","1993","Lower Saxony","West Germany","35","0.0358248304279983","0.0242065628273615","0.0474430980286351","2"
"Sub-Tenant","1993","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","1993","Bremen","West Germany","6","","","","2"
"Sub-Tenant","1993","Brandenburg","East Germany","11","","","","2"
"Sub-Tenant","1993","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","1993","Mecklenburg-Western Pomerania","East Germany","6","","","","2"
"Sub-Tenant","1993","Saxony","West Germany","","","","","2"
"Sub-Tenant","1993","Saxony","East Germany","15","","","","2"
"Sub-Tenant","1993","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","1993","Saxony-Anhalt","East Germany","25","","","","2"
"Sub-Tenant","1993","Thuringia","West Germany","","","","","2"
"Sub-Tenant","1993","Thuringia","East Germany","32","0.0393883219541647","0.0245819383338257","0.0541947055745038","2"
"Sub-Tenant","1993","Bremen","East Germany","","","","","2"
"Sub-Tenant","1993","North Rhine-Westphalia","West Germany","46","0.0203562678620922","0.014840532911489","0.0258720028126953","2"
"Sub-Tenant","1993","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","1993","Hesse","West Germany","32","0.0517807548330456","0.0376155540246864","0.0659459556414048","2"
"Sub-Tenant","1993","Hesse","East Germany","","","","","2"
"Sub-Tenant","1993","Rhineland-Palatinate,Saarland","West Germany","13","","","","2"
"Sub-Tenant","1993","Baden-Württemberg","West Germany","51","0.0379399337835742","0.0290967770059262","0.0467830905612222","2"
"Sub-Tenant","1993","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","1993","Bavaria","West Germany","52","0.0315570676988355","0.0230651411608726","0.0400489942367983","2"
"Sub-Tenant","1993","Bavaria","East Germany","","","","","2"
"Sub-Tenant","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","1993","Berlin","West Germany","16","","","","2"
"Sub-Tenant","1993","Berlin","East Germany","3","","","","2"
"Sub-Tenant","1993","Brandenburg","West Germany","","","","","2"
"Tenant","1993","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","1993","Mecklenburg-Western Pomerania","West Germany","","","","","5"
