"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2002","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2002","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2002","1-pers.-HH","West Germany","638","0.272375952623368","0.254162400664147","0.290589504582589","3"
"Owner","2002","1-pers.-HH","East Germany","122","0.162024150954951","0.135294561449285","0.188753740460617","3"
"Owner","2002","(Married) couple without C. ","West Germany","3258","0.562819408353113","0.549906923296864","0.575731893409362","3"
"Owner","2002","Single parent ","West Germany","291","0.319777030604451","0.288256075220529","0.351297985988374","3"
"Owner","2002","(Married) couple without C. ","East Germany","723","0.386332784566255","0.363950810158074","0.408714758974435","3"
"Owner","2002","Single parent ","East Germany","83","0.248127914870613","0.19892259844373","0.297333231297497","3"
"Owner","2002","Couple + C. LE 16 ","West Germany","2166","0.525437099172926","0.509745017888006","0.541129180457846","3"
"Owner","2002","Couple + C. LE 16 ","East Germany","420","0.468882623677309","0.435798495168132","0.501966752186486","3"
"Owner","2002","Couple + C. GT 16 ","West Germany","2014","0.661321648177993","0.644070256573608","0.678573039782378","3"
"Owner","2002","Couple + C. GT 16 ","East Germany","727","0.570977675155561","0.542017500779793","0.59993784953133","3"
"Owner","2002","Couple + C. LE and GT 16","West Germany","986","0.616181346472513","0.591496718769806","0.64086597417522","3"
"Owner","2002","Couple + C. LE and GT 16","East Germany","316","0.62935397471631","0.585455565982507","0.673252383450114","3"
"Sub-Tenant","2002","1-pers.-HH","West Germany","81","0.0347199068451469","0.0272300641481754","0.0422097495421183","2"
"Sub-Tenant","2002","1-pers.-HH","East Germany","35","0.0435047787738952","0.0287069994827614","0.058302558065029","2"
"Sub-Tenant","2002","(Married) couple without C. ","East Germany","39","0.017523612652271","0.0114921306714111","0.0235550946331309","2"
"Sub-Tenant","2002","(Married) couple without C. ","West Germany","80","0.0166522288300604","0.0133211522542054","0.0199833054059155","2"
"Sub-Tenant","2002","Single parent ","West Germany","12","","","","2"
"Sub-Tenant","2002","Single parent ","East Germany","2","","","","2"
"Sub-Tenant","2002","Couple + C. LE 16 ","West Germany","26","","","","2"
"Sub-Tenant","2002","Couple + C. GT 16 ","West Germany","21","","","","2"
"Sub-Tenant","2002","Couple + C. LE 16 ","East Germany","23","","","","2"
"Sub-Tenant","2002","Couple + C. GT 16 ","East Germany","9","","","","2"
"Sub-Tenant","2002","Couple + C. LE and GT 16","West Germany","11","","","","2"
"Sub-Tenant","2002","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Tenant","2002","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2002","1-pers.-HH","West Germany","","","","","5"
"Tenant","2002","1-pers.-HH","East Germany","","","","","5"
"Tenant","2002","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2002","Single parent ","West Germany","","","","","5"
"Tenant","2002","Single parent ","East Germany","","","","","5"
"Tenant","2002","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2002","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2002","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2002","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2002","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2002","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2003","1-pers.-HH","West Germany","1497","0.666016035532785","0.646631383412916","0.685400687652654","1"
"Main Tenant","2003","1-pers.-HH","East Germany","553","0.772209084928899","0.741616572495489","0.802801597362309","1"
"Main Tenant","2003","(Married) couple without C. ","West Germany","2231","0.419274326679084","0.406200290126203","0.432348363231965","1"
"Main Tenant","2003","(Married) couple without C. ","East Germany","1059","0.589963977314484","0.567618035788645","0.612309918840323","1"
"Main Tenant","2003","Single parent ","West Germany","558","0.690080948230813","0.658732279080954","0.721429617380671","1"
"Main Tenant","2003","Single parent ","East Germany","194","0.740007067215532","0.689171955813163","0.790842178617902","1"
"Main Tenant","2003","Couple + C. LE 16 ","West Germany","1530","0.470246934086181","0.453892796441006","0.486601071731356","1"
"Main Tenant","2003","Couple + C. LE 16 ","East Germany","400","0.495299879977924","0.460974124689934","0.529625635265915","1"
"Main Tenant","2003","Couple + C. GT 16 ","East Germany","347","0.386435493219169","0.357981681825753","0.414889304612584","1"
"Main Tenant","2003","Couple + C. LE and GT 16","West Germany","454","0.35749253681522","0.332643786352495","0.382341287277945","1"
"Main Tenant","2003","Couple + C. GT 16 ","West Germany","796","0.32783134401254","0.310548606514662","0.345114081510418","1"
"Main Tenant","2003","Couple + C. LE and GT 16","East Germany","139","0.374100514972259","0.327712434673635","0.420488595270883","1"
"Nursing Home/Retirement Community","2003","1-pers.-HH","West Germany","26","","","","4"
"Nursing Home/Retirement Community","2003","1-pers.-HH","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2003","(Married) couple without C. ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2003","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2003","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2003","1-pers.-HH","West Germany","663","0.277209659536421","0.258811973188777","0.295607345884065","3"
"Owner","2003","1-pers.-HH","East Germany","124","0.161813916161198","0.134950722090985","0.188677110231411","3"
"Owner","2003","(Married) couple without C. ","West Germany","3158","0.563498825571958","0.5503582538026","0.576639397341316","3"
"Owner","2003","(Married) couple without C. ","East Germany","749","0.386663894672818","0.364538502335736","0.4087892870099","3"
"Owner","2003","Single parent ","West Germany","269","0.300904805555478","0.269814307984899","0.331995303126057","3"
"Owner","2003","Single parent ","East Germany","86","0.246425124343812","0.196482567577442","0.296367681110182","3"
"Owner","2003","Couple + C. LE 16 ","West Germany","2013","0.515787248938499","0.499412247962462","0.532162249914536","3"
"Owner","2003","Couple + C. LE 16 ","East Germany","397","0.490060372821276","0.455739884320957","0.524380861321596","3"
"Owner","2003","Couple + C. GT 16 ","West Germany","2007","0.660549137890518","0.643115453034225","0.677982822746812","3"
"Owner","2003","Couple + C. GT 16 ","East Germany","773","0.597252085046748","0.568592670298942","0.625911499794554","3"
"Owner","2003","Couple + C. LE and GT 16","East Germany","276","0.621688254447413","0.575197007577873","0.668179501316953","3"
"Owner","2003","Couple + C. LE and GT 16","West Germany","958","0.623368860201253","0.598246372588285","0.648491347814222","3"
"Sub-Tenant","2003","1-pers.-HH","West Germany","88","0.0432440750860004","0.0348838735408012","0.0516042766311997","2"
"Sub-Tenant","2003","1-pers.-HH","East Germany","40","0.0566514833735312","0.0397890121836504","0.073513954563412","2"
"Sub-Tenant","2003","(Married) couple without C. ","West Germany","80","0.0169113412384818","0.0134950065075688","0.0203276759693949","2"
"Sub-Tenant","2003","Single parent ","West Germany","9","","","","2"
"Sub-Tenant","2003","(Married) couple without C. ","East Germany","53","0.0233721280126981","0.0165079491772127","0.0302363068481836","2"
"Sub-Tenant","2003","Single parent ","East Germany","6","","","","2"
"Sub-Tenant","2003","Couple + C. LE 16 ","East Germany","18","","","","2"
"Sub-Tenant","2003","Couple + C. LE 16 ","West Germany","35","0.0139658169753202","0.0101207219115228","0.0178109120391176","2"
"Sub-Tenant","2003","Couple + C. GT 16 ","East Germany","5","","","","2"
"Sub-Tenant","2003","Couple + C. GT 16 ","West Germany","31","0.0116195180969423","0.00767399757451922","0.0155650386193655","2"
"Sub-Tenant","2003","Couple + C. LE and GT 16","West Germany","17","","","","2"
"Sub-Tenant","2003","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Tenant","2003","1-pers.-HH","East Germany","","","","","5"
"Tenant","2003","1-pers.-HH","West Germany","","","","","5"
"Tenant","2003","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2003","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2003","Single parent ","West Germany","","","","","5"
"Tenant","2003","Single parent ","East Germany","","","","","5"
"Tenant","2003","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2003","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2003","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2003","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2003","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2003","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2004","1-pers.-HH","West Germany","1426","0.656012077232566","0.636242615946699","0.675781538518432","1"
"Main Tenant","2004","1-pers.-HH","East Germany","554","0.781109319170762","0.750927180902683","0.81129145743884","1"
"Main Tenant","2004","(Married) couple without C. ","West Germany","2297","0.434723532091739","0.421587876237177","0.447859187946302","1"
"Main Tenant","2004","(Married) couple without C. ","East Germany","1017","0.586401239578298","0.56379429806339","0.609008181093205","1"
"Main Tenant","2004","Single parent ","West Germany","536","0.708439710669053","0.677102665369137","0.739776755968969","1"
"Main Tenant","2004","Single parent ","East Germany","208","0.787607591119483","0.740534411530612","0.834680770708354","1"
"Main Tenant","2004","Couple + C. LE 16 ","West Germany","1394","0.473678347320363","0.45668641614932","0.490670278491406","1"
"Main Tenant","2004","Couple + C. LE 16 ","East Germany","368","0.523846814441145","0.488151215663063","0.559542413219228","1"
"Main Tenant","2004","Couple + C. GT 16 ","West Germany","754","0.320220706035856","0.302930087515761","0.337511324555952","1"
"Main Tenant","2004","Couple + C. GT 16 ","East Germany","345","0.372419984930765","0.344219786659225","0.400620183202306","1"
"Main Tenant","2004","Couple + C. LE and GT 16","West Germany","480","0.396986814307661","0.371412330537092","0.42256129807823","1"
"Main Tenant","2004","Couple + C. LE and GT 16","East Germany","122","0.399732709346291","0.351117409303746","0.448348009388836","1"
"Nursing Home/Retirement Community","2004","1-pers.-HH","East Germany","8","","","","4"
"Nursing Home/Retirement Community","2004","1-pers.-HH","West Germany","27","","","","4"
"Nursing Home/Retirement Community","2004","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","(Married) couple without C. ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2004","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2004","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","Couple + C. LE 16 ","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2004","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2004","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2004","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2004","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2004","1-pers.-HH","West Germany","687","0.291475608655653","0.272563244051418","0.310387973259888","3"
"Owner","2004","1-pers.-HH","East Germany","116","0.148669652451632","0.122701522293385","0.17463778260988","3"
"Owner","2004","(Married) couple without C. ","West Germany","3096","0.545636734082944","0.532442987435475","0.558830480730413","3"
"Owner","2004","(Married) couple without C. ","East Germany","754","0.384931591489319","0.362595445223027","0.407267737755611","3"
"Owner","2004","Single parent ","West Germany","256","0.272939702066732","0.242223962102463","0.303655442031002","3"
"Owner","2004","Single parent ","East Germany","81","0.211709143984807","0.164691361273927","0.258726926695687","3"
"Owner","2004","Couple + C. LE 16 ","East Germany","372","0.46446426206442","0.428818364787441","0.500110159341399","3"
"Owner","2004","Couple + C. LE 16 ","West Germany","1884","0.515266310664569","0.498258718557406","0.532273902771732","3"
"Owner","2004","Couple + C. GT 16 ","East Germany","776","0.622921228462832","0.594650712975349","0.651191743950316","3"
"Owner","2004","Couple + C. GT 16 ","West Germany","2023","0.666892034437393","0.649424881134732","0.684359187740054","3"
"Owner","2004","Couple + C. LE and GT 16","West Germany","915","0.595291363999006","0.569635215674482","0.620947512323531","3"
"Owner","2004","Couple + C. LE and GT 16","East Germany","268","0.600267290653709","0.551651990611164","0.648882590696254","3"
"Sub-Tenant","2004","1-pers.-HH","West Germany","78","0.037183164425768","0.0293088576323146","0.0450574712192215","2"
"Sub-Tenant","2004","1-pers.-HH","East Germany","43","0.0554818477487337","0.0387724394518969","0.0721912560455706","2"
"Sub-Tenant","2004","(Married) couple without C. ","West Germany","75","0.0191253456372534","0.0154960183314965","0.0227546729430103","2"
"Sub-Tenant","2004","(Married) couple without C. ","East Germany","52","0.0286671689323835","0.0210071261786591","0.036327211686108","2"
"Sub-Tenant","2004","Single parent ","East Germany","1","","","","2"
"Sub-Tenant","2004","Single parent ","West Germany","16","","","","2"
"Sub-Tenant","2004","Couple + C. LE 16 ","West Germany","37","0.0109101760601454","0.00737501584016613","0.0144453362801246","2"
"Sub-Tenant","2004","Couple + C. LE 16 ","East Germany","12","","","","2"
"Sub-Tenant","2004","Couple + C. GT 16 ","West Germany","20","","","","2"
"Sub-Tenant","2004","Couple + C. GT 16 ","East Germany","8","","","","2"
"Sub-Tenant","2004","Couple + C. LE and GT 16","West Germany","11","","","","2"
"Sub-Tenant","2004","Couple + C. LE and GT 16","East Germany","","","","","2"
"Tenant","2004","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2004","1-pers.-HH","East Germany","","","","","5"
"Tenant","2004","1-pers.-HH","West Germany","","","","","5"
"Tenant","2004","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2004","Single parent ","West Germany","","","","","5"
"Tenant","2004","Single parent ","East Germany","","","","","5"
"Tenant","2004","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2004","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2004","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2004","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2004","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2004","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2005","1-pers.-HH","West Germany","1425","0.658317180475042","0.638702900019676","0.677931460930409","1"
"Main Tenant","2005","1-pers.-HH","East Germany","551","0.769437223017031","0.738883238496189","0.799991207537873","1"
"Main Tenant","2005","(Married) couple without C. ","West Germany","2191","0.441263759695519","0.427888301337749","0.454639218053289","1"
"Main Tenant","2005","(Married) couple without C. ","East Germany","969","0.594637338920522","0.571765061124165","0.617509616716878","1"
"Main Tenant","2005","Single parent ","West Germany","525","0.721522714805754","0.690557789048132","0.752487640563376","1"
"Main Tenant","2005","Single parent ","East Germany","204","0.771843356386101","0.724824883167672","0.81886182960453","1"
"Main Tenant","2005","Couple + C. LE 16 ","West Germany","1268","0.479313472024004","0.461522632478996","0.497104311569011","1"
"Main Tenant","2005","Couple + C. LE 16 ","East Germany","333","0.538618668736818","0.501636609517976","0.575600727955661","1"
"Main Tenant","2005","Couple + C. GT 16 ","East Germany","304","0.352432618821875","0.323550618809611","0.381314618834138","1"
"Main Tenant","2005","Couple + C. GT 16 ","West Germany","726","0.348089218366592","0.329817305193631","0.366361131539554","1"
"Main Tenant","2005","Couple + C. LE and GT 16","West Germany","465","0.408435670006398","0.382058208525974","0.434813131486822","1"
"Main Tenant","2005","Couple + C. LE and GT 16","East Germany","117","0.435718000987416","0.385464868391685","0.485971133583147","1"
"Nursing Home/Retirement Community","2005","1-pers.-HH","West Germany","23","","","","4"
"Nursing Home/Retirement Community","2005","1-pers.-HH","East Germany","10","","","","4"
"Nursing Home/Retirement Community","2005","(Married) couple without C. ","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2005","(Married) couple without C. ","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2005","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2005","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2005","1-pers.-HH","West Germany","683","0.278319864212073","0.259785073233452","0.296854655190694","3"
"Owner","2005","1-pers.-HH","East Germany","124","0.148010666178516","0.122250405914052","0.17377092644298","3"
"Owner","2005","(Married) couple without C. ","East Germany","764","0.382902737441277","0.360257206714105","0.40554826816845","3"
"Owner","2005","(Married) couple without C. ","West Germany","3015","0.535397166139997","0.521962246167095","0.548832086112899","3"
"Owner","2005","Single parent ","East Germany","93","0.219814044293072","0.173414452449007","0.266213636137138","3"
"Owner","2005","Single parent ","West Germany","266","0.258672048820151","0.228421720689429","0.288922376950873","3"
"Owner","2005","Couple + C. LE 16 ","West Germany","1734","0.509541037893676","0.491738194339314","0.527343881448039","3"
"Owner","2005","Couple + C. LE 16 ","East Germany","359","0.455993417360765","0.419044497778721","0.49294233694281","3"
"Owner","2005","Couple + C. GT 16 ","West Germany","1852","0.638198807874302","0.619767436654804","0.6566301790938","3"
"Owner","2005","Couple + C. GT 16 ","East Germany","742","0.644779223220384","0.615845692705448","0.67371275373532","3"
"Owner","2005","Couple + C. LE and GT 16","East Germany","257","0.564281999012584","0.514028866416853","0.614535131608315","3"
"Owner","2005","Couple + C. LE and GT 16","West Germany","863","0.583303804025699","0.556847611126408","0.60975999692499","3"
"Sub-Tenant","2005","1-pers.-HH","West Germany","115","0.0499766562410986","0.0409652213066941","0.0589880911755031","2"
"Sub-Tenant","2005","1-pers.-HH","East Germany","45","0.0645020883799753","0.0466826111036918","0.0823215656562588","2"
"Sub-Tenant","2005","(Married) couple without C. ","West Germany","84","0.0223432050304361","0.0183619310142257","0.0263244790466464","2"
"Sub-Tenant","2005","(Married) couple without C. ","East Germany","35","0.0220980590901095","0.0152497054735061","0.0289464127067128","2"
"Sub-Tenant","2005","Single parent ","West Germany","14","","","","2"
"Sub-Tenant","2005","Single parent ","East Germany","9","","","","2"
"Sub-Tenant","2005","Couple + C. LE 16 ","West Germany","27","","","","2"
"Sub-Tenant","2005","Couple + C. LE 16 ","East Germany","6","","","","2"
"Sub-Tenant","2005","Couple + C. GT 16 ","East Germany","5","","","","2"
"Sub-Tenant","2005","Couple + C. GT 16 ","West Germany","33","0.0137119737591057","0.00925134045913161","0.0181726070590799","2"
"Sub-Tenant","2005","Couple + C. LE and GT 16","East Germany","","","","","2"
"Sub-Tenant","2005","Couple + C. LE and GT 16","West Germany","6","","","","2"
"Tenant","2005","1-pers.-HH","West Germany","","","","","5"
"Tenant","2005","1-pers.-HH","East Germany","","","","","5"
"Tenant","2005","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2005","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2005","Single parent ","West Germany","","","","","5"
"Tenant","2005","Single parent ","East Germany","","","","","5"
"Tenant","2005","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2005","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2005","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2005","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2005","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2005","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2006","1-pers.-HH","West Germany","1601","0.664156492334419","0.645735157796489","0.682577826872349","1"
"Main Tenant","2006","1-pers.-HH","East Germany","619","0.763237556848066","0.734335160532786","0.792139953163345","1"
"Main Tenant","2006","(Married) couple without C. ","West Germany","2360","0.445089586720755","0.432434191271919","0.457744982169591","1"
"Main Tenant","2006","(Married) couple without C. ","East Germany","1010","0.577750124229428","0.555928336193594","0.599571912265262","1"
"Main Tenant","2006","Single parent ","West Germany","580","0.697082176784727","0.667143803130519","0.727020550438934","1"
"Main Tenant","2006","Single parent ","East Germany","207","0.753715693186174","0.705754564736438","0.801676821635909","1"
"Main Tenant","2006","Couple + C. LE 16 ","West Germany","1337","0.489386963841859","0.472096761103577","0.50667716658014","1"
"Main Tenant","2006","Couple + C. LE 16 ","East Germany","349","0.571259009556612","0.53511004370455","0.607407975408675","1"
"Main Tenant","2006","Couple + C. GT 16 ","East Germany","341","0.36418237956182","0.335823029607034","0.392541729516607","1"
"Main Tenant","2006","Couple + C. GT 16 ","West Germany","713","0.337960517199225","0.320092124372065","0.355828910026384","1"
"Main Tenant","2006","Couple + C. LE and GT 16","East Germany","108","0.431007278832212","0.377738258862622","0.484276298801801","1"
"Main Tenant","2006","Couple + C. LE and GT 16","West Germany","415","0.398252592011331","0.371569555637467","0.424935628385195","1"
"Nursing Home/Retirement Community","2006","1-pers.-HH","East Germany","12","","","","4"
"Nursing Home/Retirement Community","2006","1-pers.-HH","West Germany","31","0.0125479843928517","0.00820625866530546","0.0168897101203979","4"
"Nursing Home/Retirement Community","2006","(Married) couple without C. ","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2006","(Married) couple without C. ","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2006","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2006","1-pers.-HH","East Germany","157","0.165275096081918","0.140021514896623","0.190528677267212","3"
"Owner","2006","1-pers.-HH","West Germany","795","0.282587846715267","0.265025663456102","0.300150029974432","3"
"Owner","2006","(Married) couple without C. ","West Germany","3497","0.539183935348572","0.52649068506275","0.551877185634395","3"
"Owner","2006","(Married) couple without C. ","East Germany","916","0.40198455197352","0.380322657926112","0.423646446020928","3"
"Owner","2006","Single parent ","West Germany","313","0.285036308395737","0.255624895544933","0.314447721246541","3"
"Owner","2006","Single parent ","East Germany","101","0.24302499052039","0.195279376529808","0.290770604510972","3"
"Owner","2006","Couple + C. LE 16 ","East Germany","342","0.399693363250987","0.363914059618231","0.435472666883743","3"
"Owner","2006","Couple + C. LE 16 ","West Germany","1848","0.500416265367867","0.483122172289159","0.517710358446575","3"
"Owner","2006","Couple + C. GT 16 ","West Germany","1955","0.646979362870295","0.628926095072824","0.665032630667767","3"
"Owner","2006","Couple + C. GT 16 ","East Germany","756","0.63020187972301","0.601751194918004","0.658652564528016","3"
"Owner","2006","Couple + C. LE and GT 16","West Germany","870","0.594596305484336","0.567835216454343","0.621357394514329","3"
"Owner","2006","Couple + C. LE and GT 16","East Germany","224","0.568992721167788","0.515723701198199","0.622261741137378","3"
"Sub-Tenant","2006","1-pers.-HH","West Germany","98","0.0407076765574624","0.0329998658240157","0.0484154872909092","2"
"Sub-Tenant","2006","1-pers.-HH","East Germany","43","0.0554037009007776","0.0398497728023915","0.0709576289991637","2"
"Sub-Tenant","2006","(Married) couple without C. ","East Germany","39","0.019248631495103","0.0131782646878194","0.0253189983023866","2"
"Sub-Tenant","2006","(Married) couple without C. ","West Germany","65","0.0153353201490649","0.0122061356547366","0.0184645046433933","2"
"Sub-Tenant","2006","Single parent ","East Germany","2","","","","2"
"Sub-Tenant","2006","Single parent ","West Germany","12","","","","2"
"Sub-Tenant","2006","Couple + C. LE 16 ","West Germany","26","","","","2"
"Sub-Tenant","2006","Couple + C. LE 16 ","East Germany","29","","","","2"
"Sub-Tenant","2006","Couple + C. GT 16 ","West Germany","24","","","","2"
"Sub-Tenant","2006","Couple + C. LE and GT 16","West Germany","8","","","","2"
"Sub-Tenant","2006","Couple + C. LE and GT 16","East Germany","","","","","2"
"Sub-Tenant","2006","Couple + C. GT 16 ","East Germany","9","","","","2"
"Tenant","2006","1-pers.-HH","East Germany","","","","","5"
"Tenant","2006","1-pers.-HH","West Germany","","","","","5"
"Tenant","2006","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2006","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2006","Single parent ","West Germany","","","","","5"
"Tenant","2006","Single parent ","East Germany","","","","","5"
"Tenant","2006","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2006","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2006","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2006","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2006","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2006","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2007","1-pers.-HH","West Germany","1516","0.664499953860288","0.645609767613698","0.683390140106878","1"
"Main Tenant","2007","1-pers.-HH","East Germany","588","0.744918324467004","0.714366392809457","0.77547025612455","1"
"Main Tenant","2007","(Married) couple without C. ","West Germany","2139","0.421374191146524","0.408306687154447","0.4344416951386","1"
"Main Tenant","2007","(Married) couple without C. ","East Germany","974","0.572255140582076","0.5500263442006","0.594483936963551","1"
"Main Tenant","2007","Single parent ","West Germany","542","0.698868474544288","0.667937359681727","0.729799589406849","1"
"Main Tenant","2007","Single parent ","East Germany","203","0.747858823768603","0.699674863470879","0.796042784066327","1"
"Main Tenant","2007","Couple + C. LE 16 ","West Germany","1221","0.476103974127999","0.458069429739649","0.494138518516349","1"
"Main Tenant","2007","Couple + C. LE 16 ","East Germany","326","0.551968831561377","0.513650433735089","0.590287229387665","1"
"Main Tenant","2007","Couple + C. GT 16 ","West Germany","729","0.364853495706562","0.346395922565426","0.383311068847698","1"
"Main Tenant","2007","Couple + C. GT 16 ","East Germany","326","0.369865329379606","0.340938908458645","0.398791750300567","1"
"Main Tenant","2007","Couple + C. LE and GT 16","West Germany","364","0.369399692439847","0.341977639546715","0.396821745332979","1"
"Main Tenant","2007","Couple + C. LE and GT 16","East Germany","86","0.404358671471274","0.347874744301814","0.460842598640734","1"
"Nursing Home/Retirement Community","2007","(Married) couple without C. ","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2007","1-pers.-HH","West Germany","29","","","","4"
"Nursing Home/Retirement Community","2007","1-pers.-HH","East Germany","12","","","","4"
"Nursing Home/Retirement Community","2007","(Married) couple without C. ","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2007","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Couple + C. LE 16 ","East Germany","","","","","4"
