"hlf0001_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","2018","Not Employed","Rural Area","73","0.0150460779762882","0.0112814957610449","0.0188106601915316"
"Sub-Tenant","2018","Employed","Urban Area","160","0.0176226376414226","0.0152330900640752","0.02001218521877"
"Sub-Tenant","2018","Employed","Rural Area","116","0.0242805723094481","0.0204640349643452","0.0280971096545509"
"Owner","2018","Not Employed","Urban Area","2540","0.486826169275494","0.475883694952144","0.497768643598844"
"Owner","2018","Not Employed","Rural Area","1628","0.543768967096292","0.528366269252752","0.559171664939832"
"Owner","2018","Employed","Urban Area","5007","0.456444965544105","0.447398956341566","0.465490974746645"
"Owner","2018","Employed","Rural Area","3501","0.564190143569646","0.551894851433206","0.576485435706085"
"Nursing Home/Retirement Community","2018","Not Employed","Urban Area","34","0.0091857707096964","0.00709719489117497","0.0112743465282178"
"Nursing Home/Retirement Community","2018","Not Employed","Rural Area","18","","",""
"Nursing Home/Retirement Community","2018","Employed","Urban Area","2","","",""
"Nursing Home/Retirement Community","2018","Employed","Rural Area","","","",""
"Tenant","2018","Not Employed","Urban Area","","","",""
"Tenant","2018","Not Employed","Rural Area","","","",""
"Tenant","2018","Employed","Urban Area","","","",""
"Tenant","2018","Employed","Rural Area","","","",""
"Main Tenant","2019","Not Employed","Urban Area","4238","0.462201108381951","0.450464455596138","0.473937761167765"
"Main Tenant","2019","Not Employed","Rural Area","1988","0.409669411871455","0.393902343359999","0.425436480382911"
"Main Tenant","2019","Employed","Urban Area","5572","0.505077245393384","0.495810313752424","0.514344177034345"
"Main Tenant","2019","Employed","Rural Area","2443","0.410953219489438","0.398747671130289","0.423158767848586"
"Sub-Tenant","2019","Not Employed","Urban Area","194","0.020070519531163","0.0167691394025922","0.0233718996597339"
"Sub-Tenant","2019","Not Employed","Rural Area","73","0.0172674455775034","0.0130908900331104","0.0214440011218965"
"Sub-Tenant","2019","Employed","Urban Area","161","0.016751378742157","0.0143726479245998","0.0191301095597141"
"Sub-Tenant","2019","Employed","Rural Area","107","0.0228016045916048","0.0190985485339716","0.026504660649238"
"Owner","2019","Not Employed","Urban Area","2465","0.506523461888067","0.494754128860751","0.518292794915383"
"Owner","2019","Not Employed","Rural Area","1656","0.564772647372163","0.548876881390557","0.580668413353769"
"Owner","2019","Employed","Urban Area","5448","0.478032339701401","0.468773879068023","0.487290800334779"
"Owner","2019","Employed","Rural Area","3692","0.566245175918958","0.553950682881007","0.578539668956908"
"Nursing Home/Retirement Community","2019","Not Employed","Urban Area","35","0.0112049101988184","0.00872705368060331","0.0136827667170334"
"Nursing Home/Retirement Community","2019","Not Employed","Rural Area","20","","",""
"Nursing Home/Retirement Community","2019","Employed","Urban Area","1","","",""
"Nursing Home/Retirement Community","2019","Employed","Rural Area","","","",""
"Tenant","2019","Not Employed","Urban Area","","","",""
"Tenant","2019","Not Employed","Rural Area","","","",""
"Tenant","2019","Employed","Urban Area","","","",""
"Tenant","2019","Employed","Rural Area","","","",""
