"hlf0001_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2017","66 and older","West Germany","1295","0.344128402759261","0.329035131740114","0.359221673778408","1"
"Main Tenant","2017","66 and older","East Germany","667","0.547825695327223","0.520157128402366","0.57549426225208","1"
"Nursing Home/Retirement Community","2017","16-34 y.","West Germany","","","","","4"
"Nursing Home/Retirement Community","2017","16-34 y.","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2017","35-65 y.","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","35-65 y.","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","East Germany","15","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","West Germany","35","0.0115438332796146","0.00815018031229052","0.0149374862469388","4"
"Owner","2017","16-34 y.","West Germany","1927","0.330613420838568","0.319389951694194","0.341836889982942","3"
"Owner","2017","16-34 y.","East Germany","327","0.224740327985504","0.203395075570214","0.246085580400795","3"
"Owner","2017","35-65 y.","West Germany","6589","0.541454658766222","0.532977465301884","0.54993185223056","3"
"Owner","2017","35-65 y.","East Germany","1609","0.487478896464334","0.470924101506458","0.504033691422211","3"
"Owner","2017","66 and older","West Germany","2423","0.629095073306447","0.613748792449018","0.644441354163875","3"
"Owner","2017","66 and older","East Germany","532","0.398067988724386","0.370855712294126","0.425280265154647","3"
"Sub-Tenant","2017","16-34 y.","West Germany","219","0.0371347850027997","0.0326234863107605","0.041646083694839","2"
"Sub-Tenant","2017","16-34 y.","East Germany","70","0.0571769845614785","0.0453039179400983","0.0690500511828586","2"
"Sub-Tenant","2017","35-65 y.","West Germany","162","0.0143181393622788","0.0122970217839126","0.0163392569406451","2"
"Sub-Tenant","2017","35-65 y.","East Germany","60","0.0243487395777334","0.0192439767697025","0.0294535023857643","2"
"Sub-Tenant","2017","66 and older","West Germany","53","0.0152326906546775","0.0113416226427389","0.0191237586666161","2"
"Sub-Tenant","2017","66 and older","East Germany","29","","","","2"
"Tenant","2017","16-34 y.","West Germany","","","","","5"
"Tenant","2017","16-34 y.","East Germany","","","","","5"
"Tenant","2017","35-65 y.","West Germany","","","","","5"
"Tenant","2017","35-65 y.","East Germany","","","","","5"
"Tenant","2017","66 and older","West Germany","","","","","5"
"Tenant","2017","66 and older","East Germany","","","","","5"
"Main Tenant","2018","16-34 y.","West Germany","4913","0.621275896242884","0.609872658673559","0.63267913381221","1"
"Main Tenant","2018","16-34 y.","East Germany","1109","0.71208650080284","0.688987015529806","0.735185986075875","1"
"Main Tenant","2018","35-65 y.","West Germany","6741","0.448111641020316","0.439559089857445","0.456664192183188","1"
"Main Tenant","2018","35-65 y.","East Germany","1867","0.496531028654823","0.479781438176909","0.513280619132736","1"
"Main Tenant","2018","66 and older","West Germany","1370","0.354701582707627","0.339545952866177","0.369857212549076","1"
"Main Tenant","2018","66 and older","East Germany","700","0.544923208547759","0.517437904600332","0.572408512495186","1"
"Nursing Home/Retirement Community","2018","16-34 y.","West Germany","","","","","4"
"Nursing Home/Retirement Community","2018","16-34 y.","East Germany","","","","","4"
"Nursing Home/Retirement Community","2018","35-65 y.","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2018","66 and older","West Germany","38","0.0114433184224222","0.00807402444413109","0.0148126124007134","4"
"Nursing Home/Retirement Community","2018","35-65 y.","East Germany","","","","","4"
"Nursing Home/Retirement Community","2018","66 and older","East Germany","14","","","","4"
"Owner","2018","16-34 y.","West Germany","1826","0.34430759615063","0.333137733699869","0.355477458601391","3"
"Owner","2018","16-34 y.","East Germany","308","0.231397281037914","0.20988259581888","0.252911966256947","3"
"Owner","2018","35-65 y.","West Germany","6115","0.539177511383258","0.530604968457596","0.54775005430892","3"
"Owner","2018","35-65 y.","East Germany","1507","0.487641730423074","0.470896853937824","0.504386606908325","3"
"Owner","2018","66 and older","West Germany","2386","0.625033567697267","0.609697642104809","0.640369493289726","3"
"Owner","2018","66 and older","East Germany","534","0.419021169555129","0.391788596079235","0.446253743031022","3"
"Sub-Tenant","2018","16-34 y.","West Germany","212","0.0344165076064856","0.0301309951456017","0.0387020200673695","2"
"Sub-Tenant","2018","16-34 y.","East Germany","59","0.0565162181592463","0.044735855015111","0.0682965813033815","2"
"Sub-Tenant","2018","35-65 y.","West Germany","130","0.0123409960023389","0.010442299411852","0.0142396925928257","2"
"Sub-Tenant","2018","35-65 y.","East Germany","49","0.0158272409221031","0.0116462144423532","0.020008267401853","2"
"Sub-Tenant","2018","66 and older","West Germany","34","0.00882153117268391","0.00585936073954305","0.0117837016058248","2"
"Sub-Tenant","2018","66 and older","East Germany","13","","","","2"
"Tenant","2018","16-34 y.","West Germany","","","","","5"
"Tenant","2018","16-34 y.","East Germany","","","","","5"
"Tenant","2018","35-65 y.","West Germany","","","","","5"
"Tenant","2018","35-65 y.","East Germany","","","","","5"
"Tenant","2018","66 and older","West Germany","","","","","5"
"Tenant","2018","66 and older","East Germany","","","","","5"
"Main Tenant","2019","16-34 y.","West Germany","4303","0.62879240702464","0.616811921798303","0.640772892250978","1"
"Main Tenant","2019","35-65 y.","West Germany","6346","0.440640179769425","0.43221383426641","0.449066525272441","1"
"Main Tenant","2019","16-34 y.","East Germany","937","0.678193743473786","0.652600976795386","0.703786510152186","1"
"Main Tenant","2019","35-65 y.","East Germany","1744","0.475445751413051","0.458973804947378","0.491917697878724","1"
"Main Tenant","2019","66 and older","West Germany","1369","0.353667098113294","0.338759075669679","0.368575120556908","1"
"Main Tenant","2019","66 and older","East Germany","674","0.527622226159259","0.500680094021292","0.554564358297227","1"
"Nursing Home/Retirement Community","2019","16-34 y.","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2019","16-34 y.","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","East Germany","17","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","West Germany","38","0.0138869932860673","0.0102380926891055","0.0175358938830292","4"
"Owner","2019","16-34 y.","West Germany","1688","0.329640721005018","0.317983726860219","0.341297715149817","3"
"Owner","2019","16-34 y.","East Germany","300","0.269816458710263","0.245500390950686","0.29413252646984","3"
"Owner","2019","35-65 y.","East Germany","1735","0.504565514932248","0.488074357753154","0.521056672111343","3"
"Owner","2019","35-65 y.","West Germany","6818","0.549014632970172","0.540569144636914","0.557460121303429","3"
"Owner","2019","66 and older","East Germany","606","0.429995048494623","0.403277492103784","0.456712604885461","3"
"Owner","2019","66 and older","West Germany","2500","0.620167165727075","0.605033462511867","0.635300868942283","3"
"Sub-Tenant","2019","16-34 y.","West Germany","255","0.0412885950618691","0.0363549109722142","0.046222279151524","2"
"Sub-Tenant","2019","16-34 y.","East Germany","42","0.051341750306955","0.039251554481515","0.0634319461323949","2"
"Sub-Tenant","2019","35-65 y.","West Germany","168","0.00962841556701374","0.00797101272287639","0.0112858184111511","2"
"Sub-Tenant","2019","35-65 y.","East Germany","51","0.019721901417776","0.0151357512200194","0.0243080516155326","2"
"Sub-Tenant","2019","66 and older","West Germany","44","0.0122787428735639","0.00884483429321782","0.01571265145391","2"
"Sub-Tenant","2019","66 and older","East Germany","22","","","","2"
"Tenant","2019","16-34 y.","West Germany","","","","","5"
"Tenant","2019","16-34 y.","East Germany","","","","","5"
"Tenant","2019","35-65 y.","West Germany","","","","","5"
"Tenant","2019","35-65 y.","East Germany","","","","","5"
"Tenant","2019","66 and older","West Germany","","","","","5"
"Tenant","2019","66 and older","East Germany","","","","","5"
