"hlf0001_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","1998","middle vocational","Female","1843","0.502526508638144","0.486034874479462","0.519018142796826","1"
"Main Tenant","1998","vocational + Abi","Male","139","0.545765112658256","0.483163130712074","0.608367094604439","1"
"Main Tenant","1998","vocational + Abi","Female","154","0.516350076022292","0.456631473587543","0.57606867845704","1"
"Main Tenant","1998","higher vocational","Male","193","0.362194052745511","0.320065355596642","0.404322749894381","1"
"Main Tenant","1998","higher vocational","Female","169","0.520553036569669","0.466488317898183","0.574617755241156","1"
"Main Tenant","1998","higher education","Male","539","0.448637716641078","0.419057619468375","0.47821781381378","1"
"Main Tenant","1998","higher education","Female","466","0.51735106357019","0.484576968327286","0.550125158813093","1"
"Nursing Home/Retirement Community","1998","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1998","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1998","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1998","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1998","higher education","Female","","","","","4"
"Nursing Home/Retirement Community","1998","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1998","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1998","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1998","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1998","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1998","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1998","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1998","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1998","vocational + Abi","Male","","","","","4"
"Owner","1998","vocational + Abi","Female","103","0.421653082079174","0.362640610625579","0.480665553532769","3"
"Owner","1998","higher vocational","Male","298","0.619756165164673","0.577205671082584","0.662306659246761","3"
"Owner","1998","higher vocational","Female","148","0.433744603088379","0.380111319282967","0.487377886893791","3"
"Owner","1998","higher education","Male","523","0.520094849978109","0.49038146291583","0.549808237040388","3"
"Owner","1998","higher education","Female","408","0.457044772467992","0.42437216884794","0.489717376088043","3"
"Owner","1998","inadequately","Female","42","0.209197789873929","0.159947370994749","0.258448208753109","3"
"Owner","1998","general elemantary","Male","315","0.362529267006407","0.331515901161088","0.393542632851726","3"
"Owner","1998","general elemantary","Female","652","0.420846302309628","0.396937940641493","0.444754663977763","3"
"Owner","1998","in school","Male","75","0.538695393404816","0.462167489984757","0.615223296824875","3"
"Owner","1998","in school","Female","85","0.522171849801707","0.447304470804463","0.59703922879895","3"
"Owner","1998","inadequately","Male","34","0.267539925727079","0.203922235317978","0.33115761613618","3"
"Owner","1998","middle vocational","Male","1634","0.48650370066547","0.470008519326823","0.502998882004117","3"
"Owner","1998","middle vocational","Female","1573","0.460808277227785","0.444367173236612","0.477249381218958","3"
"Owner","1998","vocational + Abi","Male","96","0.4140284572834","0.352098851844964","0.475958062721835","3"
"Sub-Tenant","1998","general elemantary","Male","34","0.0488909877517118","0.034979396952848","0.0628025785505756","2"
"Sub-Tenant","1998","general elemantary","Female","50","0.0338484302179864","0.0250908718527499","0.0426059885832229","2"
"Sub-Tenant","1998","middle vocational","Male","105","0.030749163470655","0.0250517189342316","0.0364466080070783","2"
"Sub-Tenant","1998","middle vocational","Female","109","0.0337188305743686","0.0277651265280332","0.039672534620704","2"
"Sub-Tenant","1998","vocational + Abi","Male","8","","","","2"
"Sub-Tenant","1998","vocational + Abi","Female","12","","","","2"
"Sub-Tenant","1998","higher vocational","Male","9","","","","2"
"Sub-Tenant","1998","higher vocational","Female","10","","","","2"
"Sub-Tenant","1998","higher education","Male","23","","","","2"
"Sub-Tenant","1998","higher education","Female","19","","","","2"
"Sub-Tenant","1998","in school","Female","2","","","","2"
"Sub-Tenant","1998","inadequately","Male","5","","","","2"
"Sub-Tenant","1998","in school","Male","6","","","","2"
"Sub-Tenant","1998","inadequately","Female","7","","","","2"
"Tenant","1998","in school","Male","","","","","5"
"Tenant","1998","in school","Female","","","","","5"
"Tenant","1998","inadequately","Male","","","","","5"
"Tenant","1998","inadequately","Female","","","","","5"
"Tenant","1998","general elemantary","Male","","","","","5"
"Tenant","1998","general elemantary","Female","8","","","","5"
"Tenant","1998","middle vocational","Male","3","","","","5"
"Tenant","1998","middle vocational","Female","6","","","","5"
"Tenant","1998","vocational + Abi","Male","","","","","5"
"Tenant","1998","vocational + Abi","Female","","","","","5"
"Tenant","1998","higher vocational","Male","","","","","5"
"Tenant","1998","higher vocational","Female","1","","","","5"
"Tenant","1998","higher education","Male","1","","","","5"
"Tenant","1998","higher education","Female","","","","","5"
"Main Tenant","1999","in school","Male","66","0.353613772050417","0.279301564697077","0.427925979403757","1"
"Main Tenant","1999","in school","Female","74","0.476596877348327","0.399686607578897","0.553507147117756","1"
"Main Tenant","1999","inadequately","Male","138","0.720610287182879","0.654320413481405","0.786900160884352","1"
"Main Tenant","1999","inadequately","Female","197","0.72462901848535","0.669476573789947","0.779781463180753","1"
"Main Tenant","1999","general elemantary","Male","543","0.581497614151516","0.548959627479162","0.61403560082387","1"
"Main Tenant","1999","general elemantary","Female","896","0.534795878010996","0.510185947110645","0.559405808911347","1"
"Main Tenant","1999","middle vocational","Male","1778","0.493801407964532","0.477192820124271","0.510409995804793","1"
"Main Tenant","1999","middle vocational","Female","1822","0.504856315611392","0.488261530383757","0.521451100839027","1"
"Main Tenant","1999","vocational + Abi","Male","133","0.556203705301002","0.493347053304561","0.619060357297442","1"
"Main Tenant","1999","vocational + Abi","Female","156","0.532506635266961","0.47299300448054","0.592020266053381","1"
"Main Tenant","1999","higher vocational","Male","189","0.381834835981292","0.338773876844772","0.424895795117812","1"
"Main Tenant","1999","higher vocational","Female","167","0.514139334041368","0.460538549856739","0.567740118225997","1"
"Main Tenant","1999","higher education","Male","527","0.432312238810605","0.402848577785391","0.46177589983582","1"
"Main Tenant","1999","higher education","Female","444","0.508417852517086","0.475480787062442","0.541354917971731","1"
"Nursing Home/Retirement Community","1999","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1999","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1999","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1999","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1999","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1999","general elemantary","Female","8","","","","4"
"Nursing Home/Retirement Community","1999","middle vocational","Male","5","","","","4"
"Nursing Home/Retirement Community","1999","middle vocational","Female","9","","","","4"
"Nursing Home/Retirement Community","1999","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1999","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1999","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1999","higher vocational","Female","3","","","","4"
"Nursing Home/Retirement Community","1999","higher education","Male","1","","","","4"
"Nursing Home/Retirement Community","1999","higher education","Female","","","","","4"
"Owner","1999","general elemantary","Male","311","0.379540824359955","0.34753318881886","0.411548459901051","3"
"Owner","1999","general elemantary","Female","626","0.418214552995994","0.39387707404307","0.442552031948918","3"
"Owner","1999","middle vocational","Male","1614","0.477224401779296","0.460631778450714","0.493817025107879","3"
"Owner","1999","middle vocational","Female","1575","0.467782837247376","0.451221755653192","0.48434391884156","3"
"Owner","1999","vocational + Abi","Male","98","0.416218315074586","0.353855128766105","0.478581501383067","3"
"Owner","1999","vocational + Abi","Female","108","0.447563602071957","0.388252672379762","0.506874531764152","3"
"Owner","1999","higher vocational","Male","295","0.607969912273164","0.564699164056384","0.651240660489944","3"
"Owner","1999","higher vocational","Female","155","0.434012257451311","0.380859063266315","0.487165451636308","3"
"Owner","1999","higher education","Male","542","0.544742957612893","0.515124848622666","0.57436106660312","3"
"Owner","1999","higher education","Female","426","0.477495485884759","0.444587135387274","0.510403836382244","3"
"Owner","1999","in school","Male","91","0.630309469195858","0.555277627243392","0.705341311148323","3"
"Owner","1999","in school","Female","84","0.470815094622765","0.393951711361361","0.547678477884169","3"
"Owner","1999","inadequately","Male","34","0.255110958199321","0.19070855006969","0.319513366328951","3"
"Owner","1999","inadequately","Female","45","0.223753193366805","0.172297627922773","0.275208758810837","3"
"Sub-Tenant","1999","in school","Male","2","","","","2"
"Sub-Tenant","1999","in school","Female","4","","","","2"
"Sub-Tenant","1999","inadequately","Male","4","","","","2"
"Sub-Tenant","1999","inadequately","Female","10","","","","2"
"Sub-Tenant","1999","general elemantary","Male","29","","","","2"
"Sub-Tenant","1999","general elemantary","Female","48","0.0349983149842307","0.0259309270831688","0.0440657028852926","2"
"Sub-Tenant","1999","middle vocational","Male","84","0.0265122686141855","0.021175421443017","0.031849115785354","2"
"Sub-Tenant","1999","middle vocational","Female","81","0.0226340884212381","0.017697439811688","0.0275707370307882","2"
"Sub-Tenant","1999","vocational + Abi","Male","9","","","","2"
"Sub-Tenant","1999","vocational + Abi","Female","6","","","","2"
"Sub-Tenant","1999","higher vocational","Male","5","","","","2"
"Sub-Tenant","1999","higher vocational","Female","9","","","","2"
"Sub-Tenant","1999","higher education","Male","16","","","","2"
"Sub-Tenant","1999","higher education","Female","15","","","","2"
"Tenant","1999","in school","Male","","","","","5"
"Tenant","1999","in school","Female","","","","","5"
"Tenant","1999","inadequately","Male","","","","","5"
"Tenant","1999","inadequately","Female","","","","","5"
"Tenant","1999","general elemantary","Male","","","","","5"
"Tenant","1999","general elemantary","Female","","","","","5"
"Tenant","1999","middle vocational","Male","","","","","5"
"Tenant","1999","middle vocational","Female","","","","","5"
"Tenant","1999","vocational + Abi","Male","","","","","5"
"Tenant","1999","vocational + Abi","Female","","","","","5"
"Tenant","1999","higher vocational","Male","","","","","5"
"Tenant","1999","higher vocational","Female","","","","","5"
"Tenant","1999","higher education","Male","","","","","5"
"Tenant","1999","higher education","Female","","","","","5"
"Main Tenant","2000","in school","Male","108","0.453973114120102","0.390852499232682","0.517093729007523","1"
