"hlf0001_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Tenant","2003","Not Working","Single parent ","","","","","5"
"Tenant","2003","Not Working","Couple + C. LE 16 ","","","","","5"
"Main Tenant","2004","Full Time","1-pers.-HH","753","0.748614202601425","0.721939435457259","0.77528896974559","1"
"Main Tenant","2004","Full Time","(Married) couple without C. ","1283","0.534078623177689","0.514508898461703","0.553648347893675","1"
"Main Tenant","2004","Full Time","Single parent ","230","0.684628799750705","0.637024503858184","0.732233095643226","1"
"Main Tenant","2004","Full Time","Couple + C. LE 16 ","810","0.449975361017514","0.428264323327582","0.471686398707446","1"
"Main Tenant","2004","Full Time","Couple + C. LE and GT 16","196","0.338824189875591","0.303660928122803","0.373987451628379","1"
"Main Tenant","2004","Part Time","1-pers.-HH","329","0.755419954682367","0.715881025664565","0.79495888370017","1"
"Main Tenant","2004","Part Time","(Married) couple without C. ","597","0.516971947176657","0.489056876599486","0.544887017753828","1"
"Main Tenant","2004","Full Time","Couple + C. GT 16 ","447","0.300244545660168","0.278442865828276","0.322046225492059","1"
"Main Tenant","2004","Part Time","Single parent ","246","0.769439039053127","0.724602896906157","0.814275181200097","1"
"Main Tenant","2004","Part Time","Couple + C. LE 16 ","534","0.470177784741647","0.442951956229486","0.497403613253809","1"
"Main Tenant","2004","Part Time","Couple + C. GT 16 ","284","0.344019614202842","0.314923490002138","0.373115738403545","1"
"Main Tenant","2004","Part Time","Couple + C. LE and GT 16","200","0.410019332265554","0.369174082979017","0.45086458155209","1"
"Main Tenant","2004","Not Working","1-pers.-HH","898","0.614694719320233","0.589807898853595","0.639581539786872","1"
"Main Tenant","2004","Not Working","Couple + C. LE 16 ","418","0.580084620430801","0.545018935292695","0.615150305568906","1"
"Main Tenant","2004","Not Working","(Married) couple without C. ","1434","0.408426842930597","0.392295968712564","0.424557717148629","1"
"Main Tenant","2004","Not Working","Single parent ","268","0.726007189974204","0.681911934824102","0.770102445124306","1"
"Main Tenant","2004","Not Working","Couple + C. LE and GT 16","206","0.464820332274052","0.422869504242572","0.506771160305532","1"
"Main Tenant","2004","Not Working","Couple + C. GT 16 ","368","0.358468735777105","0.331381205941833","0.385556265612377","1"
"Nursing Home/Retirement Community","2004","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2004","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2004","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2004","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2004","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2004","Full Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2004","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2004","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2004","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2004","Part Time","Couple + C. LE 16 ","2","","","","4"
"Nursing Home/Retirement Community","2004","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2004","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2004","Not Working","1-pers.-HH","35","0.0293007861976264","0.0206765792609418","0.037924993134311","4"
"Nursing Home/Retirement Community","2004","Not Working","(Married) couple without C. ","2","","","","4"
"Nursing Home/Retirement Community","2004","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2004","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2004","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2004","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2004","Full Time","Single parent ","131","0.305636086526156","0.258440277566288","0.352831895486025","3"
"Owner","2004","Full Time","Couple + C. LE 16 ","1185","0.539450739055617","0.517698243781022","0.561203234330212","3"
"Owner","2004","Full Time","Couple + C. GT 16 ","1235","0.684734294664573","0.66263498775341","0.706833601575736","3"
"Owner","2004","Full Time","1-pers.-HH","221","0.203358408504986","0.178609058783222","0.228107758226751","3"
"Owner","2004","Full Time","(Married) couple without C. ","1152","0.430395210879183","0.410970868178435","0.449819553579932","3"
"Owner","2004","Full Time","Couple + C. LE and GT 16","496","0.658370887786564","0.623137352916282","0.693604422656847","3"
"Owner","2004","Part Time","1-pers.-HH","85","0.181844394830057","0.146364029817883","0.21732475984223","3"
"Owner","2004","Part Time","(Married) couple without C. ","607","0.461570136719885","0.433721593261735","0.489418680178036","3"
"Owner","2004","Part Time","Single parent ","90","0.223718017545396","0.179356287348434","0.268079747742358","3"
"Owner","2004","Part Time","Couple + C. LE 16 ","734","0.516433433371825","0.489173783192536","0.543693083551115","3"
"Owner","2004","Part Time","Couple + C. GT 16 ","736","0.65212194295957","0.622949282484662","0.681294603434477","3"
"Owner","2004","Part Time","Couple + C. LE and GT 16","352","0.575080767309729","0.534028409126616","0.616133125492841","3"
"Owner","2004","Not Working","1-pers.-HH","497","0.326366131615381","0.302388753494269","0.350343509736493","3"
"Owner","2004","Not Working","(Married) couple without C. ","2091","0.578162362514178","0.561955680630923","0.594369044397433","3"
"Owner","2004","Not Working","Single parent ","116","0.246548274928617","0.203936412553668","0.289160137303566","3"
"Owner","2004","Not Working","Couple + C. LE 16 ","337","0.410817422485309","0.37586275804161","0.445772086929007","3"
"Owner","2004","Not Working","Couple + C. LE and GT 16","335","0.532837105886772","0.490872845153122","0.574801366620421","3"
"Owner","2004","Not Working","Couple + C. GT 16 ","828","0.629070383023568","0.601784989453321","0.656355776593815","3"
"Sub-Tenant","2004","Full Time","Single parent ","5","","","","2"
"Sub-Tenant","2004","Full Time","1-pers.-HH","42","0.048027388893589","0.0348794416788043","0.0611753361083738","2"
"Sub-Tenant","2004","Full Time","(Married) couple without C. ","60","0.0354817104541416","0.0282242728956253","0.042739148012658","2"
"Sub-Tenant","2004","Full Time","Couple + C. LE 16 ","22","","","","2"
"Sub-Tenant","2004","Full Time","Couple + C. GT 16 ","16","","","","2"
"Sub-Tenant","2004","Full Time","Couple + C. LE and GT 16","4","","","","2"
"Sub-Tenant","2004","Part Time","1-pers.-HH","40","0.0627356504875758","0.0404303326326308","0.0850409683425208","2"
"Sub-Tenant","2004","Part Time","(Married) couple without C. ","27","","","","2"
"Sub-Tenant","2004","Part Time","Single parent ","3","","","","2"
"Sub-Tenant","2004","Part Time","Couple + C. LE 16 ","21","","","","2"
"Sub-Tenant","2004","Part Time","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2004","Part Time","Couple + C. LE and GT 16","5","","","","2"
"Sub-Tenant","2004","Not Working","1-pers.-HH","39","0.0296383628667595","0.0209661264695856","0.0383105992639335","2"
"Sub-Tenant","2004","Not Working","Couple + C. LE and GT 16","2","","","","2"
"Sub-Tenant","2004","Not Working","Couple + C. GT 16 ","8","","","","2"
"Sub-Tenant","2004","Not Working","(Married) couple without C. ","40","0.0126616280596894","0.00899240326027798","0.0163308528591008","2"
"Sub-Tenant","2004","Not Working","Single parent ","9","","","","2"
"Sub-Tenant","2004","Not Working","Couple + C. LE 16 ","6","","","","2"
"Tenant","2004","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2004","Full Time","1-pers.-HH","","","","","5"
"Tenant","2004","Full Time","Single parent ","","","","","5"
"Tenant","2004","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2004","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2004","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2004","Part Time","1-pers.-HH","","","","","5"
"Tenant","2004","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2004","Part Time","Single parent ","","","","","5"
"Tenant","2004","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2004","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2004","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2004","Not Working","1-pers.-HH","","","","","5"
"Tenant","2004","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2004","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2004","Not Working","Couple + C. LE and GT 16","","","","","5"
"Tenant","2004","Not Working","Single parent ","","","","","5"
"Tenant","2004","Not Working","Couple + C. LE 16 ","","","","","5"
"Main Tenant","2005","Full Time","1-pers.-HH","764","0.730505858934169","0.703858154492811","0.757153563375528","1"
"Main Tenant","2005","Full Time","(Married) couple without C. ","1179","0.540628321198222","0.520543682522363","0.560712959874081","1"
"Main Tenant","2005","Full Time","Single parent ","215","0.698799763970486","0.651075642411884","0.746523885529088","1"
"Main Tenant","2005","Full Time","Couple + C. LE 16 ","711","0.449940860366673","0.427228209074392","0.472653511658954","1"
"Main Tenant","2005","Part Time","1-pers.-HH","354","0.775641611482603","0.737967818809413","0.813315404155792","1"
"Main Tenant","2005","Part Time","(Married) couple without C. ","546","0.503870031167257","0.475281874549342","0.532458187785171","1"
"Main Tenant","2005","Full Time","Couple + C. GT 16 ","425","0.325820058355728","0.302775787850337","0.348864328861119","1"
"Main Tenant","2005","Full Time","Couple + C. LE and GT 16","198","0.357179826652762","0.32045604244874","0.393903610856785","1"
"Main Tenant","2005","Part Time","Single parent ","251","0.778036731507763","0.735109048667229","0.820964414348296","1"
"Main Tenant","2005","Part Time","Couple + C. LE 16 ","519","0.497312252232205","0.469151791952966","0.525472712511445","1"
"Main Tenant","2005","Part Time","Couple + C. GT 16 ","261","0.338599826623283","0.309061550125491","0.368138103121075","1"
"Main Tenant","2005","Part Time","Couple + C. LE and GT 16","162","0.400623100992259","0.358094509712976","0.443151692271542","1"
"Main Tenant","2005","Not Working","1-pers.-HH","858","0.614769380999965","0.589634122341924","0.639904639658006","1"
"Main Tenant","2005","Not Working","(Married) couple without C. ","1435","0.418753040388656","0.402464225986703","0.435041854790608","1"
"Main Tenant","2005","Not Working","Single parent ","263","0.719056493896652","0.674788330583891","0.763324657209413","1"
"Main Tenant","2005","Not Working","Couple + C. LE 16 ","371","0.57741979860029","0.540099855988616","0.614739741211963","1"
"Main Tenant","2005","Not Working","Couple + C. LE and GT 16","222","0.491655079937239","0.449644550907484","0.533665608966993","1"
"Main Tenant","2005","Not Working","Couple + C. GT 16 ","344","0.390406516127607","0.361405580731825","0.419407451523389","1"
"Nursing Home/Retirement Community","2005","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2005","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2005","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2005","Part Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2005","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2005","Full Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2005","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2005","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2005","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2005","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2005","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2005","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2005","Not Working","1-pers.-HH","33","0.0288028627339581","0.020164362106784","0.0374413633611321","4"
"Nursing Home/Retirement Community","2005","Not Working","(Married) couple without C. ","4","","","","4"
"Nursing Home/Retirement Community","2005","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2005","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2005","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2005","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2005","Full Time","Single parent ","133","0.285404273328059","0.238426291279293","0.332382255376824","3"
"Owner","2005","Full Time","Couple + C. LE 16 ","1116","0.542988014609819","0.520245193250162","0.565730835969476","3"
"Owner","2005","Full Time","1-pers.-HH","238","0.205564342926287","0.181293964741945","0.229834721110628","3"
"Owner","2005","Full Time","(Married) couple without C. ","1130","0.429383780194747","0.409434492557832","0.449333067831662","3"
"Owner","2005","Full Time","Couple + C. GT 16 ","1143","0.661333614982647","0.638064359524652","0.684602870440642","3"
"Owner","2005","Full Time","Couple + C. LE and GT 16","453","0.632129627728666","0.595171522659824","0.669087732797508","3"
"Owner","2005","Part Time","1-pers.-HH","82","0.158957836006637","0.125937043456968","0.191978628556305","3"
"Owner","2005","Part Time","(Married) couple without C. ","603","0.458433249543353","0.429943199726505","0.486923299360202","3"
"Owner","2005","Part Time","Single parent ","103","0.207494483294029","0.165605360587893","0.249383606000165","3"
"Owner","2005","Part Time","Couple + C. LE 16 ","682","0.485385691720291","0.457236856224556","0.513534527216026","3"
"Owner","2005","Part Time","Couple + C. GT 16 ","719","0.654637659212758","0.624958771835066","0.684316546590451","3"
"Owner","2005","Part Time","Couple + C. LE and GT 16","347","0.596566574313108","0.55398924662305","0.639143902003166","3"
"Owner","2005","Not Working","1-pers.-HH","487","0.315423584869627","0.291422830457246","0.339424339282007","3"
"Owner","2005","Not Working","(Married) couple without C. ","2046","0.566898103744202","0.550538315202508","0.583257892285897","3"
"Owner","2005","Not Working","Single parent ","123","0.259271804024117","0.216109205661854","0.30243440238638","3"
"Owner","2005","Not Working","Couple + C. LE 16 ","295","0.415120160054315","0.377892923623683","0.452347396484947","3"
"Owner","2005","Not Working","Couple + C. LE and GT 16","320","0.501796952405905","0.459780842466899","0.543813062344911","3"
"Owner","2005","Not Working","Couple + C. GT 16 ","732","0.595678529235485","0.566504078091725","0.624852980379244","3"
"Sub-Tenant","2005","Full Time","1-pers.-HH","63","0.063929798139544","0.0492378575353399","0.0786217387437481","2"
"Sub-Tenant","2005","Full Time","(Married) couple without C. ","55","0.0298689904816593","0.0230084554850556","0.0367295254782629","2"
"Sub-Tenant","2005","Full Time","Single parent ","7","","","","2"
"Sub-Tenant","2005","Full Time","Couple + C. LE 16 ","16","","","","2"
"Sub-Tenant","2005","Full Time","Couple + C. GT 16 ","21","","","","2"
"Sub-Tenant","2005","Full Time","Couple + C. LE and GT 16","3","","","","2"
"Sub-Tenant","2005","Part Time","1-pers.-HH","35","0.0654005525107608","0.0430730006862676","0.0877281043352539","2"
"Sub-Tenant","2005","Part Time","(Married) couple without C. ","25","","","","2"
"Sub-Tenant","2005","Part Time","Single parent ","6","","","","2"
"Sub-Tenant","2005","Part Time","Couple + C. LE 16 ","10","","","","2"
"Sub-Tenant","2005","Part Time","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2005","Part Time","Couple + C. LE and GT 16","1","","","","2"
"Sub-Tenant","2005","Not Working","1-pers.-HH","62","0.0410041713964506","0.0307620663894421","0.0512462764034592","2"
"Sub-Tenant","2005","Not Working","(Married) couple without C. ","39","0.0128055393672631","0.00909334733850051","0.0165177313960256","2"
"Sub-Tenant","2005","Not Working","Single parent ","10","","","","2"
"Sub-Tenant","2005","Not Working","Couple + C. LE 16 ","7","","","","2"
"Sub-Tenant","2005","Not Working","Couple + C. GT 16 ","11","","","","2"
"Sub-Tenant","2005","Not Working","Couple + C. LE and GT 16","2","","","","2"
"Tenant","2005","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2005","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2005","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2005","Full Time","1-pers.-HH","","","","","5"
"Tenant","2005","Full Time","Single parent ","","","","","5"
"Tenant","2005","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2005","Part Time","1-pers.-HH","","","","","5"
"Tenant","2005","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2005","Part Time","Single parent ","","","","","5"
"Tenant","2005","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2005","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2005","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2005","Not Working","1-pers.-HH","","","","","5"
"Tenant","2005","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2005","Not Working","Single parent ","","","","","5"
"Tenant","2005","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2005","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2005","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2006","Full Time","1-pers.-HH","844","0.735988827099586","0.7107198536309","0.761257800568272","1"
"Main Tenant","2006","Full Time","(Married) couple without C. ","1240","0.544113692106408","0.524936391044047","0.563290993168769","1"
"Main Tenant","2006","Full Time","Single parent ","210","0.627370048270853","0.578236583380791","0.676503513160915","1"
"Main Tenant","2006","Full Time","Couple + C. LE 16 ","726","0.460428300933604","0.437873590260102","0.482983011607106","1"
"Main Tenant","2006","Part Time","1-pers.-HH","366","0.767971884573824","0.730519355766077","0.805424413381571","1"
"Main Tenant","2006","Part Time","(Married) couple without C. ","552","0.482117244837882","0.454839171650823","0.509395318024942","1"
"Main Tenant","2006","Full Time","Couple + C. GT 16 ","441","0.336097937914052","0.313277808219752","0.358918067608351","1"
"Main Tenant","2006","Full Time","Couple + C. LE and GT 16","175","0.340746062036962","0.303317811835753","0.37817431223817","1"
"Main Tenant","2006","Part Time","Single parent ","280","0.755467405974608","0.712919195308416","0.7980156166408","1"
"Main Tenant","2006","Part Time","Couple + C. LE 16 ","550","0.492393525482467","0.465206402060031","0.519580648904903","1"
"Main Tenant","2006","Part Time","Couple + C. GT 16 ","251","0.313189189611266","0.284137012184642","0.34224136703789","1"
"Main Tenant","2006","Part Time","Couple + C. LE and GT 16","143","0.360748355885421","0.316959337444043","0.4045373743268","1"
"Main Tenant","2006","Not Working","1-pers.-HH","1010","0.624874506068196","0.601852874730609","0.647896137405782","1"
"Main Tenant","2006","Not Working","(Married) couple without C. ","1578","0.424663687932625","0.409368631456423","0.439958744408827","1"
"Main Tenant","2006","Not Working","Single parent ","297","0.729887405867908","0.68890851760665","0.770866294129166","1"
"Main Tenant","2006","Not Working","Couple + C. LE 16 ","410","0.611092712661993","0.576341994342971","0.645843430981014","1"
"Main Tenant","2006","Not Working","Couple + C. GT 16 ","362","0.380011313338445","0.352234064434168","0.407788562242723","1"
"Main Tenant","2006","Not Working","Couple + C. LE and GT 16","205","0.510814385898898","0.468923183492894","0.552705588304902","1"
"Nursing Home/Retirement Community","2006","Full Time","(Married) couple without C. ","2","","","","4"
"Nursing Home/Retirement Community","2006","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2006","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2006","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2006","Full Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2006","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2006","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2006","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2006","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2006","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2006","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2006","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2006","Not Working","1-pers.-HH","42","0.024765555186759","0.0173758016894453","0.0321553086840728","4"
"Nursing Home/Retirement Community","2006","Not Working","(Married) couple without C. ","3","","","","4"
"Nursing Home/Retirement Community","2006","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2006","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2006","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2006","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2006","Full Time","Single parent ","156","0.348534527237457","0.300112248147305","0.39695680632761","3"
"Owner","2006","Full Time","1-pers.-HH","267","0.212284312977523","0.188842859635798","0.235725766319249","3"
"Owner","2006","Full Time","(Married) couple without C. ","1300","0.434396439080794","0.415310497934555","0.453482380227033","3"
"Owner","2006","Full Time","Couple + C. LE 16 ","1130","0.531719838726239","0.509139732234534","0.554299945217943","3"
"Owner","2006","Full Time","Couple + C. GT 16 ","1186","0.645648599964014","0.622541344864662","0.668755855063366","3"
"Owner","2006","Full Time","Couple + C. LE and GT 16","436","0.646159826271069","0.608399887510156","0.683919765031982","3"
"Owner","2006","Part Time","1-pers.-HH","99","0.181128479735505","0.146958915956337","0.215298043514672","3"
"Owner","2006","Part Time","(Married) couple without C. ","711","0.486162470361333","0.458877388697989","0.513447552024677","3"
"Owner","2006","Part Time","Single parent ","108","0.229725296393375","0.188083228725644","0.271367364061106","3"
"Owner","2006","Part Time","Couple + C. LE 16 ","726","0.48701276986626","0.459831673700231","0.514193866032289","3"
"Owner","2006","Part Time","Couple + C. GT 16 ","720","0.674970116111785","0.645630078648821","0.704310153574749","3"
"Owner","2006","Part Time","Couple + C. LE and GT 16","318","0.637835584430433","0.594009329180515","0.681661839680351","3"
"Owner","2006","Not Working","1-pers.-HH","586","0.312981469662006","0.290932162888289","0.335030776435722","3"
"Owner","2006","Not Working","(Married) couple without C. ","2402","0.566431496781932","0.551096976696057","0.581766016867808","3"
"Owner","2006","Not Working","Single parent ","150","0.262334563265775","0.221735380227297","0.302933746304254","3"
"Owner","2006","Not Working","Couple + C. LE 16 ","334","0.375788769766972","0.341264469840896","0.410313069693048","3"
"Owner","2006","Not Working","Couple + C. GT 16 ","805","0.613278520831205","0.585409153533991","0.64114788812842","3"
"Owner","2006","Not Working","Couple + C. LE and GT 16","340","0.487456267948269","0.445568451592255","0.529344084304284","3"
"Sub-Tenant","2006","Full Time","1-pers.-HH","57","0.0498398208341469","0.0373651962598008","0.062314445408493","2"
"Sub-Tenant","2006","Full Time","(Married) couple without C. ","49","0.021289552598393","0.0157314729748248","0.0268476322219613","2"
"Sub-Tenant","2006","Full Time","Single parent ","6","","","","2"
"Sub-Tenant","2006","Full Time","Couple + C. LE 16 ","20","","","","2"
"Sub-Tenant","2006","Full Time","Couple + C. GT 16 ","19","","","","2"
"Sub-Tenant","2006","Full Time","Couple + C. LE and GT 16","5","","","","2"
"Sub-Tenant","2006","Part Time","1-pers.-HH","23","","","","2"
"Sub-Tenant","2006","Part Time","(Married) couple without C. ","26","","","","2"
"Sub-Tenant","2006","Part Time","Single parent ","4","","","","2"
"Sub-Tenant","2006","Part Time","Couple + C. LE 16 ","23","","","","2"
"Sub-Tenant","2006","Part Time","Couple + C. GT 16 ","8","","","","2"
"Sub-Tenant","2006","Part Time","Couple + C. LE and GT 16","1","","","","2"
"Sub-Tenant","2006","Not Working","1-pers.-HH","61","0.03737846908304","0.0283588137504332","0.0463981244156467","2"
"Sub-Tenant","2006","Not Working","(Married) couple without C. ","29","","","","2"
"Sub-Tenant","2006","Not Working","Single parent ","4","","","","2"
"Sub-Tenant","2006","Not Working","Couple + C. LE 16 ","12","","","","2"
"Sub-Tenant","2006","Not Working","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2006","Not Working","Couple + C. LE and GT 16","2","","","","2"
"Tenant","2006","Full Time","Single parent ","","","","","5"
"Tenant","2006","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2006","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2006","Full Time","1-pers.-HH","","","","","5"
"Tenant","2006","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2006","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2006","Part Time","1-pers.-HH","","","","","5"
"Tenant","2006","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2006","Part Time","Single parent ","","","","","5"
"Tenant","2006","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2006","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2006","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2006","Not Working","1-pers.-HH","","","","","5"
"Tenant","2006","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2006","Not Working","Single parent ","","","","","5"
"Tenant","2006","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2006","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2006","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2007","Full Time","1-pers.-HH","781","0.728800130915193","0.702371036784725","0.75522922504566","1"
"Main Tenant","2007","Full Time","(Married) couple without C. ","1115","0.510404853491399","0.490367781773383","0.530441925209414","1"
"Main Tenant","2007","Full Time","Single parent ","191","0.637689615387107","0.586370613165184","0.689008617609031","1"
"Main Tenant","2007","Full Time","Couple + C. LE 16 ","681","0.440312992847679","0.417054453905867","0.46357153178949","1"
"Main Tenant","2007","Part Time","1-pers.-HH","355","0.751356711849359","0.712770155011036","0.789943268687681","1"
"Main Tenant","2007","Part Time","(Married) couple without C. ","535","0.476241476219777","0.448124025612893","0.50435892682666","1"
"Main Tenant","2007","Part Time","Single parent ","256","0.723366048077331","0.678448359051279","0.768283737103384","1"
"Main Tenant","2007","Part Time","Couple + C. LE 16 ","516","0.4957385427471","0.467473471314818","0.524003614179381","1"
"Main Tenant","2007","Part Time","Couple + C. GT 16 ","262","0.358420002079007","0.327483673811705","0.389356330346309","1"
"Main Tenant","2007","Part Time","Couple + C. LE and GT 16","131","0.383046612482336","0.336774731705773","0.429318493258898","1"
"Main Tenant","2007","Full Time","Couple + C. GT 16 ","435","0.351182554510625","0.327866080314201","0.374499028707049","1"
"Main Tenant","2007","Full Time","Couple + C. LE and GT 16","151","0.31790017526251","0.279469510956338","0.356330839568682","1"
"Main Tenant","2007","Not Working","1-pers.-HH","968","0.624750430984246","0.601121488205691","0.6483793737628","1"
"Main Tenant","2007","Not Working","(Married) couple without C. ","1463","0.407564484591344","0.391910177175609","0.423218792007079","1"
"Main Tenant","2007","Not Working","Single parent ","298","0.747741364476388","0.707114383091874","0.788368345860901","1"
"Main Tenant","2007","Not Working","Couple + C. LE 16 ","350","0.58213734559002","0.543956232405284","0.620318458774755","1"
"Main Tenant","2007","Not Working","Couple + C. GT 16 ","358","0.393746861733293","0.365508810399195","0.421984913067391","1"
"Main Tenant","2007","Not Working","Couple + C. LE and GT 16","168","0.431677603626024","0.387911016339287","0.475444190912761","1"
"Nursing Home/Retirement Community","2007","Full Time","(Married) couple without C. ","2","","","","4"
"Nursing Home/Retirement Community","2007","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2007","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2007","Full Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2007","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2007","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","(Married) couple without C. ","2","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2007","Not Working","1-pers.-HH","40","0.0270971507905018","0.0191734611044799","0.0350208404765237","4"
"Nursing Home/Retirement Community","2007","Not Working","(Married) couple without C. ","7","","","","4"
"Nursing Home/Retirement Community","2007","Not Working","Single parent ","","","","","4"
