"m11126","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Poor","2011","Couple + C. LE and GT 16","225","0.0996993870245283","0.0874977295161567","0.1119010445329","4"
"Poor","2011","Couple + C. GT 16 ","383","0.115677838792607","0.10494757783","0.126408099755215","4"
"Satisfactory","2011","(Married) couple without C. ","3065","0.372905957299633","0.362398234209633","0.383413680389632","3"
"Satisfactory","2011","1-pers.-HH","1218","0.328876751537507","0.313523668426064","0.344229834648949","3"
"Satisfactory","2011","Single parent ","820","0.270040852704593","0.254166725146929","0.285914980262257","3"
"Satisfactory","2011","Couple + C. LE 16 ","2005","0.250710345648199","0.241218671313052","0.260202019983347","3"
"Satisfactory","2011","Couple + C. GT 16 ","1073","0.325754943606501","0.310031982507162","0.34147790470584","3"
"Satisfactory","2011","Couple + C. LE and GT 16","571","0.234089628218815","0.216844799912791","0.25133445652484","3"
"Very good","2011","1-pers.-HH","322","0.0932500989714571","0.0837474151100225","0.102752782832892","1"
"Very good","2011","(Married) couple without C. ","509","0.0659114804998975","0.0605198866198763","0.0713030743799187","1"
"Very good","2011","Single parent ","427","0.15133606160074","0.138522645166745","0.164149478034736","1"
"Very good","2011","Couple + C. LE 16 ","1135","0.134201818464565","0.126736997983852","0.141666638945278","1"
"Very good","2011","Couple + C. GT 16 ","425","0.130825464487213","0.119512417611307","0.14213851136312","1"
"Very good","2011","Couple + C. LE and GT 16","442","0.20129517657111","0.184965083824707","0.217625269317512","1"
"Bad ","2012","1-pers.-HH","196","0.0504759376616992","0.0434774030743826","0.0574744722490158","5"
"Bad ","2012","(Married) couple without C. ","368","0.0452732632083191","0.0407725528461272","0.049773973570511","5"
"Bad ","2012","Single parent ","119","0.0487159255405022","0.0409462783792986","0.0564855727017057","5"
"Bad ","2012","Couple + C. LE 16 ","108","0.0116234213384895","0.00916937039564729","0.0140774722813317","5"
"Bad ","2012","Couple + C. GT 16 ","80","0.0249058835553256","0.0195249259846821","0.030286841125969","5"
"Bad ","2012","Couple + C. LE and GT 16","48","0.0226445701909845","0.0165394565214845","0.0287496838604845","5"
"Good","2012","(Married) couple without C. ","2926","0.351463062604839","0.341127649828197","0.36179847538148","2"
"Good","2012","1-pers.-HH","1238","0.321796645642755","0.306862421979732","0.336730869305778","2"
"Good","2012","Single parent ","1176","0.36448580729023","0.347115254367486","0.381856360212974","2"
"Good","2012","Couple + C. LE 16 ","3711","0.515301584809932","0.503859059028546","0.526744110591318","2"
"Good","2012","Couple + C. GT 16 ","1430","0.427450590827219","0.410368746123124","0.444532435531315","2"
"Good","2012","Couple + C. LE and GT 16","1031","0.438975789497174","0.418610221162109","0.459341357832238","2"
"Poor","2012","1-pers.-HH","682","0.183218791871989","0.17085220637485","0.195585377369128","4"
"Poor","2012","(Married) couple without C. ","1360","0.167533211318711","0.15944868576214","0.175617736875282","4"
"Poor","2012","Single parent ","412","0.144668894007895","0.131972937716733","0.157364850299057","4"
"Poor","2012","Couple + C. LE 16 ","610","0.0785399262752326","0.0723805197830274","0.0846993327674378","4"
"Poor","2012","Couple + C. GT 16 ","310","0.0948809452360428","0.0847621763141478","0.104999714157938","4"
"Poor","2012","Couple + C. LE and GT 16","190","0.0900473633684974","0.0783002721070928","0.101794454629902","4"
"Satisfactory","2012","1-pers.-HH","1315","0.351055194196204","0.335796986927037","0.36631340146537","3"
"Satisfactory","2012","(Married) couple without C. ","3052","0.365217648088197","0.354794259632655","0.375641036543738","3"
"Satisfactory","2012","Single parent ","837","0.283021880097015","0.266763635171176","0.299280125022854","3"
"Satisfactory","2012","Couple + C. LE 16 ","1939","0.270056647817763","0.25989117985985","0.280222115775675","3"
"Satisfactory","2012","Couple + C. LE and GT 16","571","0.251943483550494","0.23412772908813","0.269759238012858","3"
"Satisfactory","2012","Couple + C. GT 16 ","1007","0.323665468770974","0.307510196279822","0.339820741262126","3"
"Very good","2012","1-pers.-HH","328","0.0934534306273533","0.0841486827076308","0.102758178547076","1"
"Very good","2012","(Married) couple without C. ","491","0.0705128147799349","0.0649706893251131","0.0760549402347566","1"
"Very good","2012","Single parent ","405","0.159107493064357","0.145905902404726","0.172309083723988","1"
"Very good","2012","Couple + C. LE 16 ","960","0.124478419758584","0.116919916206886","0.132036923310281","1"
"Very good","2012","Couple + C. LE and GT 16","441","0.19638879339285","0.180085821059013","0.212691765726688","1"
"Very good","2012","Couple + C. GT 16 ","395","0.129097111610438","0.117519247412596","0.140674975808281","1"
"Bad ","2013","1-pers.-HH","220","0.0617170579758218","0.0542097532252701","0.0692243627263735","5"
"Bad ","2013","(Married) couple without C. ","401","0.0508588008613886","0.0461987242671347","0.0555188774556424","5"
"Bad ","2013","Single parent ","115","0.0407851872216139","0.0338845568980388","0.0476858175451889","5"
"Bad ","2013","Couple + C. LE 16 ","155","0.0171583045404775","0.0143475680176743","0.0199690410632807","5"
"Bad ","2013","Couple + C. GT 16 ","97","0.0270325760307585","0.021696166490226","0.0323689855712911","5"
"Bad ","2013","Couple + C. LE and GT 16","49","0.0166563536102326","0.0119083526631015","0.0214043545573637","5"
"Good","2013","1-pers.-HH","1254","0.323979978749004","0.309379960679124","0.338579996818884","2"
"Good","2013","(Married) couple without C. ","2935","0.332903723807074","0.322908370057951","0.342899077556196","2"
"Good","2013","Single parent ","1228","0.388158944969882","0.371156800555789","0.405161089383974","2"
"Good","2013","Couple + C. GT 16 ","1494","0.410079424342162","0.393895380469936","0.426263468214388","2"
"Good","2013","Couple + C. LE 16 ","3989","0.487007327645359","0.476188891313323","0.497825763977396","2"
"Good","2013","Couple + C. LE and GT 16","1232","0.439296051630875","0.420883514745059","0.457708588516692","2"
"Poor","2013","1-pers.-HH","747","0.191323118016797","0.179051953834945","0.203594282198649","4"
"Poor","2013","(Married) couple without C. ","1384","0.167652402752115","0.159729180464103","0.175575625040128","4"
"Poor","2013","Single parent ","444","0.124942630101405","0.11340668504036","0.13647857516245","4"
"Poor","2013","Couple + C. LE 16 ","781","0.0883468165870942","0.0822042277834667","0.0944894053907216","4"
"Poor","2013","Couple + C. GT 16 ","402","0.109521126830031","0.0992452936017253","0.119796960058336","4"
"Poor","2013","Couple + C. LE and GT 16","278","0.109709956584949","0.098115325027943","0.121304588141955","4"
"Satisfactory","2013","1-pers.-HH","1340","0.339635989593757","0.324861479874945","0.354410499312569","3"
"Satisfactory","2013","(Married) couple without C. ","3202","0.376848432436432","0.366570049671037","0.387126815201826","3"
"Satisfactory","2013","Single parent ","892","0.28412589878336","0.268391384881967","0.299860412684753","3"
"Satisfactory","2013","Couple + C. LE 16 ","2086","0.265393868402918","0.255837037940389","0.274950698865446","3"
"Satisfactory","2013","Couple + C. LE and GT 16","674","0.231856088130936","0.216199442525184","0.247512733736688","3"
"Satisfactory","2013","Couple + C. GT 16 ","1023","0.307964902978322","0.292774441827868","0.323155364128776","3"
"Very good","2013","1-pers.-HH","386","0.0833438556646205","0.0747209318558493","0.0919667794733918","1"
"Very good","2013","(Married) couple without C. ","617","0.0717366401429909","0.0662633218510779","0.0772099584349039","1"
"Very good","2013","Single parent ","477","0.161987338923739","0.149133128076234","0.174841549771245","1"
"Very good","2013","Couple + C. LE 16 ","1189","0.142093682824151","0.134536699167272","0.149650666481031","1"
"Very good","2013","Couple + C. GT 16 ","532","0.145401969818727","0.133802921055918","0.157001018581536","1"
"Very good","2013","Couple + C. LE and GT 16","558","0.202481550043007","0.187573142008905","0.217389958077109","1"
"Bad ","2014","1-pers.-HH","209","0.0596628335453173","0.0519923389153781","0.0673333281752565","5"
"Bad ","2014","(Married) couple without C. ","369","0.0451024494740656","0.0405559933419098","0.0496489056062214","5"
"Bad ","2014","Single parent ","94","0.035895461870679","0.0287816906997284","0.0430092330416296","5"
"Bad ","2014","Couple + C. LE 16 ","97","0.0114193652354021","0.00890673625802621","0.013931994212778","5"
"Bad ","2014","Couple + C. GT 16 ","83","0.0238343393419105","0.0185502691726468","0.0291184095111742","5"
"Bad ","2014","Couple + C. LE and GT 16","61","0.0270020252093084","0.020659650484976","0.0333443999336408","5"
"Good","2014","1-pers.-HH","1155","0.31265002743924","0.297637706958688","0.327662347919793","2"
"Good","2014","(Married) couple without C. ","2783","0.346291669432603","0.335868313148017","0.356715025717189","2"
"Good","2014","Single parent ","1029","0.368878573883803","0.350427730097273","0.387329417670333","2"
"Good","2014","Couple + C. LE 16 ","3354","0.486327076113858","0.474507309679339","0.498146842548377","2"
"Good","2014","Couple + C. GT 16 ","1376","0.414188181908364","0.397124090461628","0.431252273355101","2"
"Good","2014","Couple + C. LE and GT 16","1112","0.450343579700754","0.430875845827324","0.469811313574185","2"
"Poor","2014","1-pers.-HH","687","0.183728754790254","0.171187660114699","0.196269849465809","4"
"Poor","2014","Single parent ","397","0.158270686700505","0.144313286736137","0.172228086664873","4"
"Poor","2014","(Married) couple without C. ","1406","0.182011912803968","0.173558775030995","0.19046505057694","4"
"Poor","2014","Couple + C. LE 16 ","646","0.0930405691655792","0.0861709692806853","0.0999101690504731","4"
"Poor","2014","Couple + C. GT 16 ","367","0.120944395708842","0.109648873808421","0.132239917609263","4"
"Poor","2014","Couple + C. LE and GT 16","231","0.0933595966463563","0.0819755995002875","0.104743593792425","4"
"Satisfactory","2014","1-pers.-HH","1268","0.350950339045081","0.335494541206845","0.366406136883316","3"
"Satisfactory","2014","(Married) couple without C. ","2961","0.359520667099058","0.349008093684647","0.370033240513468","3"
"Satisfactory","2014","Single parent ","760","0.295756134590203","0.278304083660793","0.313208185519613","3"
"Satisfactory","2014","Couple + C. LE 16 ","1943","0.282734788343582","0.27208524854846","0.293384328138705","3"
"Satisfactory","2014","Couple + C. GT 16 ","916","0.297767410712339","0.281926347522409","0.31360847390227","3"
"Satisfactory","2014","Couple + C. LE and GT 16","653","0.249431082757964","0.23250063928824","0.266361526227688","3"
"Very good","2014","1-pers.-HH","344","0.0930080451801076","0.0836023346803186","0.102413755679897","1"
"Very good","2014","(Married) couple without C. ","485","0.0670733011903062","0.0615931422687134","0.072553460111899","1"
"Very good","2014","Single parent ","347","0.14119914295481","0.12788294264176","0.154515343267861","1"
"Very good","2014","Couple + C. LE 16 ","829","0.126478201141578","0.118617775810011","0.134338626473145","1"
"Very good","2014","Couple + C. GT 16 ","459","0.143265672328544","0.131129006077347","0.155402338579741","1"
"Very good","2014","Couple + C. LE and GT 16","452","0.179863715685617","0.164835322324382","0.194892109046852","1"
"Bad ","2015","1-pers.-HH","204","0.0613454914446344","0.0536498114886525","0.0690411714006162","5"
"Bad ","2015","(Married) couple without C. ","359","0.0502871271813648","0.0454832809000078","0.0550909734627218","5"
"Bad ","2015","Single parent ","101","0.0416696917474433","0.033908983195289","0.0494304002995976","5"
"Bad ","2015","Couple + C. LE 16 ","90","0.0112152858403341","0.00870995426601743","0.0137206174146509","5"
"Bad ","2015","Couple + C. GT 16 ","70","0.0212801541014352","0.0162007380202364","0.0263595701826339","5"
"Bad ","2015","Couple + C. LE and GT 16","42","0.0204739419635268","0.0149127234722915","0.026035160454762","5"
"Good","2015","(Married) couple without C. ","2738","0.332944255914374","0.322584933397669","0.34330357843108","2"
"Good","2015","1-pers.-HH","1224","0.329711883969732","0.3146353729947","0.344788394944765","2"
"Good","2015","Single parent ","1006","0.408314805113307","0.389226097163591","0.427403513063022","2"
"Good","2015","Couple + C. LE 16 ","3340","0.492487060890144","0.480593000523529","0.50438112125676","2"
"Good","2015","Couple + C. GT 16 ","1317","0.405903639362662","0.38861992316448","0.423187355560845","2"
"Good","2015","Couple + C. LE and GT 16","1105","0.46171165002366","0.44213428970576","0.48128901034156","2"
"Poor","2015","1-pers.-HH","691","0.191876672773886","0.179248145716625","0.204505199831148","4"
"Poor","2015","(Married) couple without C. ","1309","0.166815984278638","0.158620892481918","0.175011076075357","4"
"Poor","2015","Single parent ","371","0.128534752485184","0.115536979789536","0.141532525180833","4"
"Poor","2015","Couple + C. LE 16 ","628","0.0963048453383201","0.0892863468234545","0.103323343853186","4"
"Poor","2015","Couple + C. GT 16 ","378","0.124001441901029","0.112401327529955","0.135601556272104","4"
"Poor","2015","Couple + C. LE and GT 16","244","0.0982039111265484","0.0865175367954978","0.109890285457599","4"
"Satisfactory","2015","1-pers.-HH","1243","0.338354451458418","0.323180404186594","0.353528498730241","3"
"Satisfactory","2015","(Married) couple without C. ","2916","0.367195957217722","0.356599807287005","0.377792107148439","3"
"Satisfactory","2015","Single parent ","744","0.294058683481539","0.276364320869063","0.311753046094015","3"
"Satisfactory","2015","Couple + C. LE 16 ","1822","0.276112067410852","0.265475842095313","0.28674829272639","3"
"Satisfactory","2015","Couple + C. LE and GT 16","623","0.231303569763388","0.214744732917264","0.247862406609512","3"
"Satisfactory","2015","Couple + C. GT 16 ","933","0.309671760409709","0.293398452974231","0.325945067845187","3"
"Very good","2015","1-pers.-HH","373","0.0787115003533298","0.0700753596723569","0.0873476410343027","1"
"Very good","2015","(Married) couple without C. ","628","0.0827566754079013","0.0767003622382256","0.088812988577577","1"
"Very good","2015","Single parent ","325","0.127422067172527","0.11447241645754","0.140371717887514","1"
"Very good","2015","Couple + C. LE 16 ","907","0.12388074052035","0.116042967604071","0.131718513436629","1"
"Very good","2015","Couple + C. GT 16 ","403","0.139143004225164","0.126961710863153","0.151324297587176","1"
"Very good","2015","Couple + C. LE and GT 16","477","0.188306927122877","0.172954031573729","0.203659822672024","1"
"Bad ","2016","1-pers.-HH","241","0.0600483616733127","0.0531054490212131","0.0669912743254123","5"
"Bad ","2016","(Married) couple without C. ","336","0.0447126733174539","0.0400489843609583","0.0493763622739496","5"
"Bad ","2016","Single parent ","127","0.0375810759480631","0.0303727557265907","0.0447893961695354","5"
"Bad ","2016","Couple + C. LE 16 ","150","0.0165313293112809","0.0136888815134271","0.0193737771091348","5"
"Bad ","2016","Couple + C. GT 16 ","77","0.0255892593843808","0.0199055006888733","0.0312730180798883","5"
"Bad ","2016","Couple + C. LE and GT 16","80","0.0247822777442656","0.0189538733408702","0.0306106821476611","5"
"Good","2016","1-pers.-HH","1400","0.316633749450135","0.303039860100979","0.330227638799292","2"
"Good","2016","(Married) couple without C. ","2600","0.349485092194998","0.338725638879798","0.360244545510197","2"
"Good","2016","Couple + C. LE 16 ","3507","0.490121666376035","0.478977602989407","0.501265729762664","2"
"Good","2016","Single parent ","997","0.402853097131945","0.384263013863674","0.421443180400216","2"
"Good","2016","Couple + C. GT 16 ","1240","0.435692418700759","0.417844659982292","0.453540177419227","2"
"Good","2016","Couple + C. LE and GT 16","1190","0.467191488205698","0.44848633312706","0.485896643284337","2"
"Poor","2016","1-pers.-HH","742","0.194497450657842","0.182930236354754","0.20606466496093","4"
"Poor","2016","(Married) couple without C. ","1301","0.176501085816334","0.167898035611432","0.185104136021235","4"
"Poor","2016","Couple + C. LE 16 ","728","0.0902277887938953","0.0838408194030898","0.0966147581847008","4"
"Poor","2016","Single parent ","423","0.158450922462829","0.144610335779905","0.172291509145752","4"
"Poor","2016","Couple + C. LE and GT 16","265","0.0841880324293216","0.0737778914197195","0.0945981734389237","4"
"Poor","2016","Couple + C. GT 16 ","355","0.118750419287336","0.107106403657771","0.1303944349169","4"
"Satisfactory","2016","1-pers.-HH","1344","0.342389355753235","0.328522343159582","0.356256368346889","3"
"Satisfactory","2016","(Married) couple without C. ","2789","0.365656971744336","0.354789055924072","0.3765248875646","3"
"Satisfactory","2016","Single parent ","704","0.273143857781866","0.256255503094686","0.290032212469047","3"
"Satisfactory","2016","Couple + C. LE 16 ","1885","0.272228203945332","0.262305671823757","0.282150736066907","3"
"Satisfactory","2016","Couple + C. LE and GT 16","663","0.244867003666901","0.228745515364427","0.260988491969375","3"
"Satisfactory","2016","Couple + C. GT 16 ","894","0.298375695386869","0.281906598797126","0.314844791976612","3"
"Very good","2016","1-pers.-HH","771","0.0864310824654751","0.0782191759048645","0.0946429890260856","1"
"Very good","2016","(Married) couple without C. ","518","0.0636441769268786","0.058135503252566","0.0691528506011912","1"
"Very good","2016","Single parent ","423","0.127971046675297","0.115309443363416","0.140632649987177","1"
"Very good","2016","Couple + C. LE 16 ","1460","0.130891011573456","0.123372179647107","0.138409843499805","1"
"Very good","2016","Couple + C. GT 16 ","399","0.121592207240655","0.10982870327453","0.13335571120678","1"
"Very good","2016","Couple + C. LE and GT 16","535","0.178971197953813","0.164599799054767","0.19334259685286","1"
"Bad ","2017","1-pers.-HH","242","0.0526169102758253","0.0464694161239815","0.058764404427669","5"
"Bad ","2017","(Married) couple without C. ","346","0.0429281008371213","0.0386073413768508","0.0472488602973919","5"
"Bad ","2017","Single parent ","100","0.036438353020442","0.0294892020741639","0.0433875039667201","5"
"Bad ","2017","Couple + C. LE 16 ","116","0.0104388447881962","0.00824489522645862","0.0126327943499338","5"
"Bad ","2017","Couple + C. GT 16 ","92","0.0272406323629581","0.0218446107260424","0.0326366539998738","5"
"Bad ","2017","Couple + C. LE and GT 16","85","0.0191401731249969","0.0143809291796108","0.023899417070383","5"
"Good","2017","1-pers.-HH","1625","0.318726121829559","0.305895658590231","0.331556585068888","2"
"Good","2017","(Married) couple without C. ","3080","0.350790005963898","0.340617377720954","0.360962634206842","2"
"Good","2017","Single parent ","1038","0.364010234547949","0.346166141308468","0.381854327787431","2"
"Good","2017","Couple + C. LE 16 ","3717","0.486708097716964","0.475918740007787","0.497497455426142","2"
"Good","2017","Couple + C. GT 16 ","1446","0.411071161143917","0.394761223724574","0.427381098563259","2"
"Good","2017","Couple + C. LE and GT 16","1336","0.462454830412702","0.44513659242897","0.479773068396434","2"
"Poor","2017","(Married) couple without C. ","1342","0.164812019046372","0.156903347722542","0.172720690370202","4"
"Poor","2017","1-pers.-HH","823","0.198990205744645","0.187997429132851","0.209982982356439","4"
"Poor","2017","Single parent ","400","0.14961845661197","0.136389910325011","0.16284700289893","4"
"Poor","2017","Couple + C. LE 16 ","724","0.0955256690738223","0.0891805866709172","0.101870751476727","4"
"Poor","2017","Couple + C. GT 16 ","428","0.122371494781578","0.111508292366723","0.133234697196433","4"
"Poor","2017","Couple + C. LE and GT 16","323","0.0789480274618974","0.0695815935805828","0.0883144613432121","4"
"Satisfactory","2017","1-pers.-HH","1464","0.340561885404926","0.327513472767404","0.353610298042447","3"
"Satisfactory","2017","(Married) couple without C. ","3069","0.368920185694741","0.358634687717978","0.379205683671505","3"
"Satisfactory","2017","Couple + C. LE 16 ","2047","0.269534638827439","0.259956388005143","0.279112889649734","3"
"Satisfactory","2017","Single parent ","800","0.311379317220371","0.294206263222591","0.328552371218152","3"
"Satisfactory","2017","Couple + C. GT 16 ","1030","0.308009098529116","0.292705472514436","0.323312724543797","3"
"Satisfactory","2017","Couple + C. LE and GT 16","765","0.252457131140491","0.237367680307964","0.267546581973017","3"
"Very good","2017","1-pers.-HH","913","0.0891048767450446","0.0812605158818641","0.096949237608225","1"
"Very good","2017","(Married) couple without C. ","617","0.0725496884578674","0.0670202621954163","0.0780791147203184","1"
"Very good","2017","Single parent ","455","0.138553638599267","0.125741084523643","0.151366192674891","1"
"Very good","2017","Couple + C. LE 16 ","1640","0.137792749593578","0.1303523181756","0.145233181011557","1"
"Very good","2017","Couple + C. GT 16 ","500","0.131307613182431","0.120112194487831","0.142503031877031","1"
"Very good","2017","Couple + C. LE and GT 16","675","0.186999837859913","0.17345644449679","0.200543231223037","1"
"Bad ","2018","1-pers.-HH","237","0.0525714973680828","0.0463404487778362","0.0588025459583295","5"
"Bad ","2018","(Married) couple without C. ","343","0.0432591348183537","0.0388472282849189","0.0476710413517885","5"
"Bad ","2018","Single parent ","103","0.0408878661554002","0.0334375434350764","0.048338188875724","5"
"Bad ","2018","Couple + C. LE 16 ","99","0.00955415286295392","0.00731896924230124","0.0117893364836066","5"
"Bad ","2018","Couple + C. GT 16 ","90","0.0242492420418008","0.0189543133146204","0.0295441707689812","5"
"Bad ","2018","Couple + C. LE and GT 16","75","0.0202489959509136","0.0152883630002369","0.0252096289015903","5"
"Good","2018","(Married) couple without C. ","2870","0.343068249025677","0.332772910869055","0.353363587182298","2"
"Good","2018","1-pers.-HH","1594","0.325922080071065","0.31283554468167","0.339008615460461","2"
"Good","2018","Single parent ","994","0.367922560470694","0.34977966812577","0.386065452815617","2"
"Good","2018","Couple + C. LE 16 ","3270","0.487954632570638","0.476469244091867","0.499440021049408","2"
"Good","2018","Couple + C. LE and GT 16","1253","0.446630555549858","0.429121638247746","0.46413947285197","2"
"Good","2018","Couple + C. GT 16 ","1348","0.422904735683623","0.405899344949484","0.439910126417762","2"
"Poor","2018","1-pers.-HH","795","0.18518153005421","0.174336219115006","0.196026840993414","4"
"Poor","2018","(Married) couple without C. ","1308","0.159283041899761","0.151347074030186","0.167219009769336","4"
"Poor","2018","Single parent ","359","0.149356282857711","0.135946283195391","0.162766282520031","4"
"Poor","2018","Couple + C. GT 16 ","366","0.11726877572053","0.106193691798808","0.128343859642252","4"
"Poor","2018","Couple + C. LE and GT 16","274","0.0917709599512927","0.0816031406927351","0.10193877920985","4"
"Poor","2018","Couple + C. LE 16 ","639","0.0906390363374479","0.084042324106968","0.0972357485679279","4"
"Satisfactory","2018","(Married) couple without C. ","2999","0.377209776265975","0.366698569243898","0.387720983288052","3"
"Satisfactory","2018","1-pers.-HH","1506","0.349640823534379","0.336327072086818","0.36295457498194","3"
"Satisfactory","2018","Single parent ","771","0.296769950060443","0.279582880234454","0.313957019886432","3"
"Satisfactory","2018","Couple + C. LE 16 ","1809","0.265534249749526","0.255387013000741","0.275681486498312","3"
"Satisfactory","2018","Couple + C. LE and GT 16","769","0.248555563216095","0.233334756566255","0.263776369865935","3"
"Satisfactory","2018","Couple + C. GT 16 ","959","0.295521816534354","0.279815652325106","0.311227980743602","3"
"Very good","2018","1-pers.-HH","796","0.0866840689722624","0.0788282240352182","0.0945399139093066","1"
"Very good","2018","(Married) couple without C. ","648","0.0771797979902334","0.0713921702185675","0.0829674257618992","1"
"Very good","2018","Single parent ","487","0.145063340455751","0.131814161188505","0.158312519722998","1"
"Very good","2018","Couple + C. LE 16 ","1459","0.146317928479434","0.138197132529837","0.154438724429031","1"
"Very good","2018","Couple + C. GT 16 ","479","0.140055430019692","0.128109312283019","0.152001547756365","1"
"Very good","2018","Couple + C. LE and GT 16","726","0.19279392533184","0.178900274762628","0.206687575901053","1"
"Bad ","2019","1-pers.-HH","211","0.0439951553127345","0.0382808200151518","0.0497094906103171","5"
"Bad ","2019","(Married) couple without C. ","326","0.0429029482926883","0.0386400027318002","0.0471658938535764","5"
"Bad ","2019","Single parent ","87","0.0337970086585363","0.0266546419054051","0.0409393754116675","5"
"Bad ","2019","Couple + C. LE 16 ","104","0.0104067461699757","0.00800091761368986","0.0128125747262615","5"
"Bad ","2019","Couple + C. GT 16 ","77","0.0252085650097662","0.0197789711921718","0.0306381588273606","5"
"Bad ","2019","Couple + C. LE and GT 16","73","0.0253020904585456","0.0197640980483066","0.0308400828687847","5"
"Good","2019","1-pers.-HH","1687","0.331294376952325","0.318179694921894","0.344409058982757","2"
"Good","2019","(Married) couple without C. ","3272","0.368678864005298","0.358529530737684","0.378828197272911","2"
"Good","2019","Single parent ","932","0.343440166938723","0.324671582224843","0.362208751652603","2"
"Good","2019","Couple + C. LE 16 ","3133","0.487024595192509","0.475175026306528","0.49887416407849","2"
"Good","2019","Couple + C. LE and GT 16","1283","0.442340515853068","0.424825842457182","0.459855189248954","2"
"Good","2019","Couple + C. GT 16 ","1436","0.45266674661179","0.435426136106796","0.469907357116783","2"
"Poor","2019","1-pers.-HH","814","0.197441930778439","0.186350408061485","0.208533453495394","4"
"Poor","2019","(Married) couple without C. ","1282","0.158835958638074","0.151146372041233","0.166525545234915","4"
"Poor","2019","Single parent ","329","0.14706369763477","0.133065250328798","0.161062144940742","4"
"Poor","2019","Couple + C. LE 16 ","579","0.0832647623453155","0.0767149113897082","0.0898146133009228","4"
"Poor","2019","Couple + C. LE and GT 16","288","0.0878406964733001","0.077858586086644","0.0978228068599562","4"
"Poor","2019","Couple + C. GT 16 ","371","0.115171968609424","0.104114893527033","0.126229043691816","4"
"Satisfactory","2019","(Married) couple without C. ","3043","0.357554626070441","0.347471910125254","0.367637342015628","3"
"Satisfactory","2019","1-pers.-HH","1512","0.343544435349405","0.330312378083311","0.356776492615498","3"
"Satisfactory","2019","Single parent ","708","0.315633118648041","0.297263311281965","0.334002926014116","3"
"Satisfactory","2019","Couple + C. LE 16 ","1651","0.265860519769692","0.255386942374411","0.276334097164972","3"
"Satisfactory","2019","Couple + C. LE and GT 16","747","0.255596356947197","0.240214076979579","0.270978636914815","3"
"Satisfactory","2019","Couple + C. GT 16 ","869","0.287190654340339","0.27151920109437","0.302862107586309","3"
"Very good","2019","1-pers.-HH","724","0.0837241016070962","0.0760066906890711","0.0914415125251213","1"
"Very good","2019","(Married) couple without C. ","757","0.0720276029934989","0.0665887760724061","0.0774664299145917","1"
"Very good","2019","Single parent ","403","0.16006600811993","0.145573586425881","0.174558429813979","1"
"Very good","2019","Couple + C. LE 16 ","1368","0.153443376522508","0.144898989517132","0.161987763527885","1"
"Very good","2019","Couple + C. GT 16 ","449","0.11976206542868","0.108516090620462","0.131008040236899","1"
"Very good","2019","Couple + C. LE and GT 16","698","0.188920340267889","0.175116171776539","0.20272450875924","1"
