"m11126","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Bad ","2019","Single parent ","no migration background","57","0.0338071219034354","0.0251050462905662","0.0425091975163046","5"
"Bad ","2019","Single parent ","direct migration background","23","","","","5"
"Bad ","2019","Single parent ","indirect migration background","7","","","","5"
"Bad ","2019","Couple + C. LE 16 ","no migration background","44","0.0106361618702827","0.00728754129128101","0.0139847824492843","5"
"Bad ","2019","Couple + C. LE 16 ","direct migration background","55","0.0123547767120677","0.00826906731468092","0.0164404861094545","5"
"Bad ","2019","Couple + C. LE 16 ","indirect migration background","5","","","","5"
"Bad ","2019","Couple + C. GT 16 ","no migration background","47","0.023827772445006","0.0177210296319668","0.0299345152580451","5"
"Bad ","2019","Couple + C. GT 16 ","direct migration background","22","","","","5"
"Bad ","2019","Couple + C. GT 16 ","indirect migration background","8","","","","5"
"Bad ","2019","Couple + C. LE and GT 16","no migration background","28","","","","5"
"Bad ","2019","Couple + C. LE and GT 16","direct migration background","43","0.0563070357177643","0.0431098607066171","0.0695042107289115","5"
"Bad ","2019","Couple + C. LE and GT 16","indirect migration background","2","","","","5"
"Good","2019","1-pers.-HH","direct migration background","386","0.297202314884856","0.270484176773992","0.323920452995719","2"
"Good","2019","(Married) couple without C. ","no migration background","2759","0.36592151614428","0.354897416759758","0.376945615528803","2"
"Good","2019","(Married) couple without C. ","direct migration background","386","0.359906305716235","0.331079946818102","0.388732664614368","2"
"Good","2019","(Married) couple without C. ","indirect migration background","127","0.475851390475967","0.417458789364524","0.53424399158741","2"
"Good","2019","Single parent ","no migration background","656","0.355775219871899","0.332724027365267","0.37882641237853","2"
"Good","2019","Single parent ","indirect migration background","95","0.313257949525031","0.252107475908594","0.374408423141468","2"
"Good","2019","Couple + C. LE 16 ","no migration background","1760","0.504237702200567","0.487916585803625","0.520558818597508","2"
"Good","2019","Couple + C. LE 16 ","direct migration background","1186","0.458252615088417","0.439823672075286","0.476681558101548","2"
"Good","2019","Couple + C. LE 16 ","indirect migration background","187","0.425338982698059","0.378169042221148","0.47250892317497","2"
"Good","2019","Couple + C. GT 16 ","no migration background","1094","0.467894313781031","0.447915140305757","0.487873487256304","2"
"Good","2019","Couple + C. GT 16 ","direct migration background","230","0.361235885702224","0.321163587500221","0.401308183904226","2"
"Good","2019","Couple + C. GT 16 ","indirect migration background","112","0.496377980224992","0.434890054613965","0.557865905836019","2"
"Good","2019","Couple + C. LE and GT 16","no migration background","741","0.45784367238508","0.433552510603836","0.482134834166323","2"
"Good","2019","Single parent ","direct migration background","181","0.301142309837647","0.2638396081083","0.338445011566994","2"
"Good","2019","1-pers.-HH","no migration background","1213","0.329913935347413","0.314550684036026","0.3452771866588","2"
"Good","2019","1-pers.-HH","indirect migration background","88","0.441094956446033","0.376361479878956","0.505828433013109","2"
"Good","2019","Couple + C. LE and GT 16","indirect migration background","123","0.402081058179322","0.346689598955912","0.457472517402732","2"
"Good","2019","Couple + C. LE and GT 16","direct migration background","419","0.430051267947273","0.401707192370791","0.458395343523755","2"
"Poor","2019","1-pers.-HH","no migration background","666","0.20587742932362","0.192665518008913","0.219089340638327","4"
"Poor","2019","1-pers.-HH","indirect migration background","31","0.12414680239946","0.0811558268311096","0.167137777967811","4"
"Poor","2019","(Married) couple without C. ","no migration background","1099","0.164883529835058","0.156390946819806","0.17337611285031","4"
"Poor","2019","Single parent ","no migration background","225","0.142364203947731","0.125539838683777","0.159188569211686","4"
"Poor","2019","Single parent ","direct migration background","85","0.175874629804799","0.144917672735792","0.206831586873807","4"
"Poor","2019","Couple + C. LE 16 ","direct migration background","236","0.0932033732350601","0.0824506045674799","0.10395614190264","4"
"Poor","2019","Couple + C. LE 16 ","indirect migration background","46","0.0868590510093694","0.0599890108837032","0.113729091135036","4"
"Poor","2019","Single parent ","indirect migration background","19","","","","4"
"Poor","2019","Couple + C. LE 16 ","no migration background","297","0.0793766411625601","0.0705522894323517","0.0882009928927685","4"
"Poor","2019","Couple + C. GT 16 ","no migration background","264","0.108349660594752","0.0959040630969661","0.120795258092539","4"
"Poor","2019","Couple + C. LE and GT 16","no migration background","122","0.0874443783392886","0.0736715532367987","0.101217203441779","4"
"Poor","2019","Couple + C. LE and GT 16","direct migration background","139","0.098967085223063","0.08187086895566","0.116063301490466","4"
"Poor","2019","Couple + C. GT 16 ","direct migration background","91","0.184250496546184","0.151908911945971","0.216592081146397","4"
"Poor","2019","1-pers.-HH","direct migration background","117","0.167080295792296","0.14527162879184","0.188888962792751","4"
"Poor","2019","(Married) couple without C. ","direct migration background","163","0.150546597235093","0.129069353825395","0.17202384064479","4"
"Poor","2019","(Married) couple without C. ","indirect migration background","20","","","","4"
"Poor","2019","Couple + C. LE and GT 16","indirect migration background","27","","","","4"
"Poor","2019","Couple + C. GT 16 ","indirect migration background","16","","","","4"
"Satisfactory","2019","Single parent ","indirect migration background","54","0.252720034146155","0.195425464777127","0.310014603515183","3"
"Satisfactory","2019","1-pers.-HH","indirect migration background","65","0.285628337511029","0.226736293650421","0.344520381371637","3"
"Satisfactory","2019","(Married) couple without C. ","no migration background","2630","0.360557819711807","0.349568628300842","0.371547011122772","3"
"Satisfactory","2019","(Married) couple without C. ","indirect migration background","67","0.280469604952246","0.227945047162361","0.332994162742131","3"
"Satisfactory","2019","Single parent ","no migration background","500","0.328116628355911","0.305509369692121","0.350723887019702","3"
"Satisfactory","2019","Single parent ","direct migration background","154","0.293054546725735","0.25604385436265","0.330065239088819","3"
"Satisfactory","2019","Couple + C. LE 16 ","no migration background","1003","0.273871816737272","0.259314686263753","0.288428947210791","3"
"Satisfactory","2019","Couple + C. LE 16 ","direct migration background","527","0.229639761029652","0.21408297021348","0.245196551845824","3"
"Satisfactory","2019","Couple + C. LE 16 ","indirect migration background","121","0.305777414259346","0.261818805719194","0.349736022799498","3"
"Satisfactory","2019","Couple + C. GT 16 ","no migration background","678","0.286063796357318","0.267968494346992","0.304159098367644","3"
"Satisfactory","2019","Couple + C. GT 16 ","direct migration background","146","0.362696113817035","0.322588826732331","0.402803400901738","3"
"Satisfactory","2019","Couple + C. LE and GT 16","direct migration background","270","0.284517828574718","0.258686994119044","0.310348663030393","3"
"Satisfactory","2019","Couple + C. GT 16 ","indirect migration background","45","0.160881178143373","0.115696043262832","0.206066313023913","3"
"Satisfactory","2019","Couple + C. LE and GT 16","no migration background","416","0.245576985177515","0.224591031548616","0.266562938806415","3"
"Satisfactory","2019","Couple + C. LE and GT 16","indirect migration background","61","0.243626257489553","0.195131464246317","0.292121050732789","3"
"Satisfactory","2019","1-pers.-HH","no migration background","1234","0.352267005790365","0.336658853087027","0.367875158493704","3"
"Satisfactory","2019","1-pers.-HH","direct migration background","213","0.305011495188591","0.278095412755516","0.331927577621665","3"
"Satisfactory","2019","(Married) couple without C. ","direct migration background","346","0.35762457881362","0.328838571955732","0.386410585671508","3"
"Very good","2019","1-pers.-HH","no migration background","314","0.0672542973106163","0.0590704190639438","0.0754381755572887","1"
"Very good","2019","1-pers.-HH","direct migration background","375","0.181271082373857","0.158749481152243","0.20379268359547","1"
"Very good","2019","1-pers.-HH","indirect migration background","35","0.131007830584562","0.0870181882933123","0.174997472875811","1"
"Very good","2019","(Married) couple without C. ","no migration background","579","0.0645333468577888","0.0589101422240246","0.070156551491553","1"
"Very good","2019","(Married) couple without C. ","direct migration background","120","0.0964065806626118","0.0786804822283151","0.114132679096908","1"
"Very good","2019","(Married) couple without C. ","indirect migration background","58","0.161762540117176","0.118708149910442","0.204816930323911","1"
"Very good","2019","Single parent ","no migration background","219","0.139936825921023","0.123232920490627","0.156640731351419","1"
"Very good","2019","Single parent ","direct migration background","138","0.205845155981861","0.172968855193107","0.238721456770614","1"
"Very good","2019","Couple + C. LE 16 ","no migration background","501","0.131877678029319","0.120832529405524","0.142922826653115","1"
"Very good","2019","Couple + C. LE 16 ","direct migration background","804","0.206549473934803","0.19157603650596","0.221522911363647","1"
"Very good","2019","Couple + C. LE 16 ","indirect migration background","63","0.179448475518394","0.142837215112574","0.216059735924215","1"
"Very good","2019","Couple + C. GT 16 ","no migration background","313","0.113864456821893","0.101145577350157","0.126583336293628","1"
"Very good","2019","Couple + C. GT 16 ","direct migration background","63","0.0688132813663816","0.0476962399086315","0.0899303228241317","1"
