"m11126","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Poor","2011","Part Time","Urban Area","531","0.120438750575072","0.111400957495268","0.129476543654877","4"
"Poor","2011","Part Time","Rural Area","315","0.133256147060429","0.120418081937189","0.146094212183669","4"
"Poor","2011","Not Working","Rural Area","686","0.204577847398139","0.191671987326068","0.21748370747021","4"
"Poor","2011","Not Working","Urban Area","1302","0.224587416796085","0.214755138195316","0.234419695396853","4"
"Satisfactory","2011","Full Time","Rural Area","1180","0.334433742407759","0.319450931544274","0.349416553271243","3"
"Satisfactory","2011","Full Time","Urban Area","1955","0.291511352979294","0.280732719136013","0.302289986822575","3"
"Satisfactory","2011","Part Time","Urban Area","1427","0.295127083123821","0.28246205454149","0.307792111706152","3"
"Satisfactory","2011","Part Time","Rural Area","797","0.329504593990022","0.311748836551026","0.347260351429018","3"
"Satisfactory","2011","Not Working","Urban Area","2214","0.333728156048595","0.322618075730475","0.344838236366714","3"
"Satisfactory","2011","Not Working","Rural Area","1334","0.395195262630523","0.379553983518483","0.410836541742564","3"
"Very good","2011","Full Time","Urban Area","891","0.131052402643943","0.12304873913351","0.139056066154377","1"
"Very good","2011","Full Time","Rural Area","413","0.104851738484147","0.0951225210629767","0.114580955905317","1"
"Very good","2011","Part Time","Urban Area","683","0.138254190694247","0.128669569094815","0.14783881229368","1"
"Very good","2011","Part Time","Rural Area","278","0.088086339770684","0.077379983131818","0.0987926964095499","1"
"Very good","2011","Not Working","Urban Area","703","0.0799762618759852","0.0735851692638431","0.0863673544881274","1"
"Very good","2011","Not Working","Rural Area","346","0.0653099821767401","0.0574053367522578","0.0732146276012223","1"
"Bad ","2012","Full Time","Urban Area","86","0.011478094596753","0.00890846057722982","0.0140477286162762","5"
"Bad ","2012","Full Time","Rural Area","48","0.015310333858805","0.0114237856649593","0.0191968820526508","5"
"Bad ","2012","Part Time","Urban Area","100","0.0201281809976204","0.0161899362241189","0.0240664257711219","5"
"Bad ","2012","Part Time","Rural Area","70","0.0298603167266312","0.0232953230540571","0.0364253103992054","5"
"Bad ","2012","Not Working","Urban Area","420","0.0748897768356478","0.0685473078664292","0.0812322458048663","5"
"Bad ","2012","Not Working","Rural Area","240","0.072191505365437","0.0638882289711562","0.0804947817597179","5"
"Good","2012","Full Time","Rural Area","1883","0.463747898858006","0.447962792311679","0.479533005404333","2"
"Good","2012","Full Time","Urban Area","3219","0.483223842437204","0.471168802983682","0.495278881890725","2"
"Good","2012","Part Time","Urban Area","2216","0.409854205663608","0.39606274823509","0.423645663092126","2"
"Good","2012","Part Time","Rural Area","1146","0.412840323558618","0.393849703799499","0.431830943317738","2"
"Good","2012","Not Working","Urban Area","2088","0.275023183783569","0.264263560780472","0.285782806786666","2"
"Good","2012","Not Working","Rural Area","1135","0.263286004042188","0.249156054195417","0.277415953888959","2"
"Poor","2012","Full Time","Urban Area","560","0.0824817171949328","0.0758453648642506","0.089118069525615","4"
"Poor","2012","Full Time","Rural Area","314","0.0827673389674944","0.0740458368934026","0.0914888410415862","4"
"Poor","2012","Part Time","Urban Area","557","0.12004160371339","0.110927525080953","0.129155682345826","4"
"Poor","2012","Part Time","Rural Area","272","0.114669053425539","0.102379222495454","0.126958884355623","4"
"Poor","2012","Not Working","Urban Area","1224","0.216086261215398","0.20616885600225","0.226003666428547","4"
"Poor","2012","Not Working","Rural Area","725","0.227803123109468","0.214346963470342","0.241259282748594","4"
"Satisfactory","2012","Full Time","Urban Area","1969","0.308182489955134","0.297043572658208","0.319321407252059","3"
"Satisfactory","2012","Full Time","Rural Area","1186","0.322248623908806","0.307455742470077","0.337041505347535","3"
"Satisfactory","2012","Part Time","Urban Area","1389","0.306218021472689","0.293292660302361","0.319143382643017","3"
"Satisfactory","2012","Part Time","Rural Area","786","0.33623640723899","0.318014280866237","0.354458533611743","3"
"Satisfactory","2012","Not Working","Rural Area","1330","0.370150445249982","0.354659253670632","0.385641636829332","3"
"Satisfactory","2012","Not Working","Urban Area","2213","0.355457275415461","0.343923542192799","0.366991008638123","3"
"Very good","2012","Full Time","Urban Area","767","0.114633855815977","0.106948550414473","0.122319161217481","1"
"Very good","2012","Full Time","Rural Area","403","0.115925804406889","0.105792374843681","0.126059233970096","1"
"Very good","2012","Part Time","Urban Area","623","0.143757988152693","0.133919461497423","0.153596514807962","1"
"Very good","2012","Part Time","Rural Area","308","0.106393899050222","0.0945006257970461","0.118287172303397","1"
"Very good","2012","Not Working","Rural Area","302","0.0665689222329248","0.0585714237855661","0.0745664206802835","1"
"Very good","2012","Not Working","Urban Area","671","0.0785435027499235","0.0720609972529893","0.0850260082468577","1"
"Bad ","2013","Full Time","Urban Area","91","0.0168888610475788","0.0136837819579025","0.0200939401372552","5"
"Bad ","2013","Full Time","Rural Area","47","0.0137886781537536","0.00993251566677281","0.0176448406407344","5"
"Bad ","2013","Part Time","Urban Area","108","0.0222791670454911","0.0180366340625656","0.0265217000284167","5"
"Bad ","2013","Part Time","Rural Area","67","0.0323653946903659","0.0254696054416859","0.0392611839390458","5"
"Bad ","2013","Not Working","Urban Area","548","0.0745616218428903","0.0693822264357378","0.0797410172500428","5"
"Bad ","2013","Not Working","Rural Area","242","0.071177327262837","0.0636749173782283","0.0786797371474457","5"
"Good","2013","Full Time","Urban Area","2878","0.455093445230623","0.442706946361405","0.467479944099841","2"
"Good","2013","Full Time","Rural Area","1670","0.460539229847029","0.444056760932932","0.477021698761125","2"
"Good","2013","Part Time","Urban Area","2054","0.403416409172357","0.389314407899762","0.417518410444953","2"
"Good","2013","Not Working","Urban Area","3384","0.291663729875894","0.282701654459737","0.300625805292052","2"
"Good","2013","Part Time","Rural Area","1095","0.410124968955181","0.390959213508192","0.42929072440217","2"
"Good","2013","Not Working","Rural Area","1447","0.271557460343869","0.258579929652015","0.284534991035724","2"
"Poor","2013","Full Time","Urban Area","603","0.10306063719337","0.0954981402070141","0.110623134179726","4"
"Poor","2013","Full Time","Rural Area","338","0.0943719945698799","0.0847046876880908","0.104039301451669","4"
"Poor","2013","Part Time","Urban Area","585","0.136829599706284","0.126950744598272","0.146708454814296","4"
"Poor","2013","Part Time","Rural Area","312","0.120924959055349","0.108220423888619","0.133629494222079","4"
"Poor","2013","Not Working","Urban Area","1558","0.191988286818634","0.184222350298414","0.199754223338854","4"
"Poor","2013","Not Working","Rural Area","778","0.202394834214984","0.190671335601493","0.214118332828475","4"
"Satisfactory","2013","Full Time","Urban Area","1919","0.310452892962954","0.298944436288898","0.32196134963701","3"
"Satisfactory","2013","Full Time","Rural Area","1085","0.328358646820993","0.312829344001651","0.343887949640336","3"
"Satisfactory","2013","Part Time","Urban Area","1356","0.312415126838865","0.299092265690477","0.325737987987252","3"
"Satisfactory","2013","Part Time","Rural Area","788","0.336962545486708","0.318544324620287","0.355380766353129","3"
"Satisfactory","2013","Not Working","Rural Area","1485","0.36233353804205","0.348308159201676","0.376358916882424","3"
"Satisfactory","2013","Not Working","Urban Area","2850","0.3324641967995","0.323175444864686","0.341752948734314","3"
"Very good","2013","Full Time","Urban Area","718","0.114504163565475","0.106583872130703","0.122424455000246","1"
"Very good","2013","Full Time","Rural Area","373","0.102941450608345","0.092892642504368","0.112990258712321","1"
"Very good","2013","Part Time","Urban Area","546","0.125059697237003","0.115551105180121","0.134568289293885","1"
"Very good","2013","Part Time","Rural Area","268","0.0996221318123959","0.0879519357724315","0.11129232785236","1"
"Very good","2013","Not Working","Urban Area","1541","0.109322164663081","0.103169516581307","0.115474812744856","1"
"Very good","2013","Not Working","Rural Area","560","0.0925368401362598","0.0840814163403454","0.100992263932174","1"
"Bad ","2014","Full Time","Urban Area","97","0.0133440244282442","0.010599190603995","0.0160888582524934","5"
"Bad ","2014","Full Time","Rural Area","36","0.00885292003850316","0.00575843004275184","0.0119474100342545","5"
"Bad ","2014","Part Time","Urban Area","105","0.0232690384505941","0.0191164315309516","0.0274216453702366","5"
"Bad ","2014","Part Time","Rural Area","54","0.0266121088995167","0.0203081475118317","0.0329160702872017","5"
"Bad ","2014","Not Working","Urban Area","426","0.0759579405270785","0.0695104297153903","0.0824054513387666","5"
"Bad ","2014","Not Working","Rural Area","236","0.0758909125001054","0.0670834215166369","0.0846984034835739","5"
"Good","2014","Full Time","Urban Area","3185","0.456788310520024","0.444872274379958","0.468704346660089","2"
"Good","2014","Full Time","Rural Area","1717","0.478074816558042","0.461573111554797","0.494576521561287","2"
"Good","2014","Part Time","Urban Area","2200","0.4158798950705","0.402303665678584","0.429456124462416","2"
"Good","2014","Part Time","Rural Area","1045","0.411061298125865","0.391789631655952","0.430332964595777","2"
"Good","2014","Not Working","Urban Area","1978","0.265289290915101","0.254545002362804","0.276033579467397","2"
"Good","2014","Not Working","Rural Area","1030","0.248346955105179","0.233977714074444","0.262716196135915","2"
"Poor","2014","Full Time","Urban Area","642","0.103289822299328","0.0960096009803209","0.110570043618335","4"
"Poor","2014","Part Time","Urban Area","652","0.132068680517851","0.122742867000212","0.14139449403549","4"
"Poor","2014","Full Time","Rural Area","315","0.10051750404675","0.090584194589141","0.110450813504359","4"
"Poor","2014","Part Time","Rural Area","310","0.126311375256485","0.113299781325449","0.13932296918752","4"
"Poor","2014","Not Working","Urban Area","1270","0.220997333921163","0.210899630565855","0.23109503727647","4"
"Poor","2014","Not Working","Rural Area","678","0.224988084359849","0.211100406045576","0.238875762674122","4"
"Satisfactory","2014","Full Time","Urban Area","1975","0.304868868271202","0.293856526630967","0.315881209911437","3"
"Satisfactory","2014","Full Time","Rural Area","1069","0.291885511581889","0.276866727675025","0.306904295488753","3"
"Satisfactory","2014","Part Time","Urban Area","1503","0.298437068432117","0.28583320098754","0.311040935876694","3"
"Satisfactory","2014","Part Time","Rural Area","844","0.344846069467735","0.3262288317424","0.36346330719307","3"
"Satisfactory","2014","Not Working","Urban Area","2112","0.355195304006747","0.343548485110759","0.366842122902734","3"
"Satisfactory","2014","Not Working","Rural Area","1224","0.381275636324492","0.365122240489321","0.397429032159662","3"
"Very good","2014","Full Time","Urban Area","814","0.121708974481202","0.113887830310344","0.129530118652061","1"
"Very good","2014","Full Time","Rural Area","383","0.120669247774816","0.109908283419058","0.131430212130573","1"
"Very good","2014","Part Time","Urban Area","603","0.130345317528938","0.121071356547514","0.139619278510361","1"
"Very good","2014","Part Time","Rural Area","251","0.0911691482503989","0.0798946711672519","0.102443625333546","1"
"Very good","2014","Not Working","Urban Area","700","0.0825601306299113","0.0758623085118595","0.0892579527479632","1"
"Very good","2014","Not Working","Rural Area","305","0.0694984117103751","0.0610409177075385","0.0779559057132116","1"
"Bad ","2015","Full Time","Urban Area","74","0.0110382648918833","0.00844257115582825","0.0136339586279384","5"
"Bad ","2015","Full Time","Rural Area","34","0.0116180593853422","0.00795805654492234","0.015278062225762","5"
"Bad ","2015","Part Time","Urban Area","92","0.0220218495395449","0.0178209164815725","0.0262227825975172","5"
"Bad ","2015","Part Time","Rural Area","60","0.0302990772683656","0.0235006435618596","0.0370975109748716","5"
"Bad ","2015","Not Working","Urban Area","407","0.0795688608223202","0.0733165643783474","0.085821157266293","5"
"Bad ","2015","Not Working","Rural Area","239","0.083602328059477","0.074598111061497","0.092606545057457","5"
"Good","2015","Full Time","Rural Area","1579","0.473957561728547","0.456903322725824","0.49101180073127","2"
"Good","2015","Full Time","Urban Area","2941","0.453911672244114","0.441542790956713","0.466280553531515","2"
"Good","2015","Part Time","Urban Area","2023","0.412040179576734","0.397950604430402","0.426129754723066","2"
"Good","2015","Part Time","Rural Area","1023","0.396953857468354","0.377548549191582","0.416359165745125","2"
"Good","2015","Not Working","Urban Area","2351","0.276461500281683","0.266128641536457","0.286794359026908","2"
"Good","2015","Not Working","Rural Area","1143","0.269134062731009","0.254706333838969","0.283561791623049","2"
"Poor","2015","Full Time","Urban Area","589","0.0971043163091789","0.0897481531231253","0.104460479495232","4"
"Poor","2015","Full Time","Rural Area","317","0.100057489272931","0.0898084204432511","0.110306558102611","4"
"Poor","2015","Part Time","Urban Area","596","0.128008647629512","0.118444857588925","0.137572437670099","4"
"Poor","2015","Part Time","Rural Area","287","0.133146132981293","0.119671638357725","0.146620627604861","4"
"Poor","2015","Not Working","Urban Area","1308","0.214823449998851","0.205334965697114","0.224311934300588","4"
"Poor","2015","Not Working","Rural Area","653","0.222565586284915","0.209033783311316","0.236097389258515","4"
"Satisfactory","2015","Full Time","Urban Area","1912","0.317628293353726","0.306062287834434","0.329194298873018","3"
"Satisfactory","2015","Full Time","Rural Area","1012","0.307675941774095","0.29191240345655","0.323439480091639","3"
"Satisfactory","2015","Part Time","Urban Area","1427","0.309990591454059","0.29675156493332","0.323229617974798","3"
"Satisfactory","2015","Part Time","Rural Area","839","0.347736778882958","0.328847646075948","0.366625911689968","3"
"Satisfactory","2015","Not Working","Rural Area","1199","0.355000242898866","0.339433818056066","0.370566667741666","3"
"Satisfactory","2015","Not Working","Urban Area","2110","0.333534231183072","0.322641633329026","0.344426829037118","3"
"Very good","2015","Full Time","Urban Area","708","0.120317453201098","0.112235048324296","0.1283998580779","1"
"Very good","2015","Full Time","Rural Area","351","0.106690947839085","0.0961466690570818","0.117235226621089","1"
"Very good","2015","Part Time","Urban Area","550","0.127938731800151","0.11837717059664","0.137500293003662","1"
"Very good","2015","Part Time","Rural Area","233","0.0918641533990297","0.0804083986058012","0.103319908192258","1"
"Very good","2015","Not Working","Urban Area","1021","0.095611957714074","0.0888182657598679","0.10240564966828","1"
"Very good","2015","Not Working","Rural Area","396","0.0696977800257323","0.0614142341866366","0.077981325864828","1"
"Bad ","2016","Full Time","Urban Area","83","0.0140582323918191","0.0110787841048472","0.017037680678791","5"
"Bad ","2016","Full Time","Rural Area","42","0.0170955292243549","0.012592979770531","0.0215980786781787","5"
"Bad ","2016","Part Time","Urban Area","108","0.0205311854834262","0.0164376369095636","0.0246247340572889","5"
"Bad ","2016","Part Time","Rural Area","61","0.0254171463426065","0.0190659301165575","0.0317683625686554","5"
"Bad ","2016","Not Working","Urban Area","505","0.0787893714293592","0.0731467137480859","0.0844320291106325","5"
"Bad ","2016","Not Working","Rural Area","260","0.0758559290599545","0.0680767692720055","0.0836350888479035","5"
"Good","2016","Full Time","Urban Area","2728","0.452806538799993","0.440209407539189","0.465403670060797","2"
"Good","2016","Full Time","Rural Area","1539","0.479722216299971","0.462369234232542","0.497075198367401","2"
"Good","2016","Part Time","Rural Area","1023","0.418669319136464","0.398761150503143","0.438577487769786","2"
"Good","2016","Part Time","Urban Area","1999","0.425502864018247","0.411230602131848","0.439775125904645","2"
"Good","2016","Not Working","Urban Area","2685","0.279002344986261","0.269608545862722","0.288396144109801","2"
"Good","2016","Not Working","Rural Area","1390","0.264596019895713","0.251635490927147","0.277556548864279","2"
"Poor","2016","Full Time","Urban Area","643","0.104631556319352","0.0968855634129435","0.11237754922576","4"
"Poor","2016","Full Time","Rural Area","297","0.0904932354999875","0.0805283437244145","0.10045812727556","4"
"Poor","2016","Part Time","Rural Area","278","0.14030014038784","0.126285350172233","0.154314930603447","4"
"Poor","2016","Part Time","Urban Area","558","0.129139170626152","0.119458598988284","0.138819742264019","4"
"Poor","2016","Not Working","Rural Area","758","0.229382486333998","0.217029622593644","0.241735350074352","4"
"Poor","2016","Not Working","Urban Area","1423","0.222074360997034","0.213368962234179","0.230779759759889","4"
"Satisfactory","2016","Full Time","Urban Area","1809","0.317036198100143","0.305260189098399","0.328812207101886","3"
"Satisfactory","2016","Full Time","Rural Area","959","0.320011229264714","0.303808243853926","0.336214214675502","3"
"Satisfactory","2016","Part Time","Urban Area","1355","0.291279302646711","0.278163647189326","0.304394958104095","3"
"Satisfactory","2016","Part Time","Rural Area","768","0.330720284981952","0.311734945447119","0.349705624516785","3"
"Satisfactory","2016","Not Working","Rural Area","1300","0.355304649685341","0.341242691571248","0.369366607799435","3"
"Satisfactory","2016","Not Working","Urban Area","2350","0.3379874719454","0.32808020598826","0.34789473790254","3"
"Very good","2016","Full Time","Urban Area","735","0.111467474388694","0.10350302776682","0.119431921010567","1"
"Very good","2016","Full Time","Rural Area","347","0.0926777897109728","0.0826054546033133","0.102750124818632","1"
"Very good","2016","Part Time","Urban Area","590","0.133547477225465","0.123728011517507","0.143366942933422","1"
"Very good","2016","Part Time","Rural Area","229","0.0848931091511374","0.0736456026411841","0.0961406156610907","1"
"Very good","2016","Not Working","Urban Area","1794","0.0821464506419457","0.0763953427693489","0.0878975585145424","1"
"Very good","2016","Not Working","Rural Area","742","0.0748609150249933","0.0671287846943811","0.0825930453556055","1"
"Bad ","2017","Full Time","Urban Area","95","0.0148156480514335","0.0119232040595234","0.0177080920433436","5"
"Bad ","2017","Full Time","Rural Area","50","0.0126640551594034","0.00909227704736929","0.0162358332714374","5"
"Bad ","2017","Part Time","Urban Area","113","0.0224513827968798","0.018418586136496","0.0264841794572636","5"
"Bad ","2017","Part Time","Rural Area","59","0.0269607674749234","0.0207975035296749","0.0331240314201719","5"
"Bad ","2017","Not Working","Urban Area","471","0.0670143798260843","0.0620511171588717","0.0719776424932968","5"
"Bad ","2017","Not Working","Rural Area","263","0.0749810385601971","0.067536083624486","0.0824259934959082","5"
"Good","2017","Full Time","Urban Area","3043","0.44638447185143","0.434482893773245","0.458286049929615","2"
"Good","2017","Full Time","Rural Area","1798","0.479518047220334","0.463560324412626","0.495475770028042","2"
"Good","2017","Part Time","Urban Area","2184","0.414455251208933","0.401045075658968","0.427865426758898","2"
"Good","2017","Part Time","Rural Area","1156","0.417360220957461","0.398595804679009","0.436124637235914","2"
"Good","2017","Not Working","Urban Area","3129","0.268851233776812","0.260050787910603","0.277651679643021","2"
"Good","2017","Not Working","Rural Area","1481","0.259207196307051","0.246819717210059","0.271594675404042","2"
"Poor","2017","Full Time","Rural Area","358","0.103505802950042","0.0937756046435104","0.113236001256573","4"
"Poor","2017","Full Time","Urban Area","662","0.0988710083425367","0.0917248301367311","0.106017186548342","4"
"Poor","2017","Part Time","Urban Area","639","0.123825394009031","0.114859041998695","0.132791746019367","4"
"Poor","2017","Part Time","Rural Area","321","0.140742585323894","0.127509720612326","0.153975450035461","4"
"Poor","2017","Not Working","Urban Area","1506","0.223168715205332","0.214904039951149","0.231433390459514","4"
"Poor","2017","Not Working","Rural Area","751","0.222842246934094","0.211077993106389","0.234606500761798","4"
"Satisfactory","2017","Full Time","Urban Area","2038","0.313528006380988","0.302421039890066","0.32463497287191","3"
"Satisfactory","2017","Full Time","Rural Area","1149","0.310783856393427","0.296000517010931","0.325567195775924","3"
"Satisfactory","2017","Part Time","Rural Area","845","0.32872655964526","0.31085153721625","0.346601582074269","3"
"Satisfactory","2017","Part Time","Urban Area","1514","0.303683369791373","0.291165527280168","0.316201212302579","3"
"Satisfactory","2017","Not Working","Urban Area","2547","0.345884539465831","0.336443092340714","0.355325986590947","3"
"Satisfactory","2017","Not Working","Rural Area","1444","0.380281171960787","0.366557801499666","0.394004542421907","3"
"Very good","2017","Full Time","Urban Area","864","0.126400865373612","0.118445190974987","0.134356539772237","1"
"Very good","2017","Full Time","Rural Area","410","0.0935282382767937","0.0842275707997286","0.102828905753859","1"
"Very good","2017","Part Time","Urban Area","734","0.135584602193783","0.126265329340109","0.144903875047456","1"
"Very good","2017","Part Time","Rural Area","272","0.0862098665984616","0.0755296223492098","0.0968901108477135","1"
"Very good","2017","Not Working","Urban Area","2097","0.0950811317259413","0.0892587888649417","0.100903474586941","1"
"Very good","2017","Not Working","Rural Area","868","0.0626883462378719","0.0558358872522211","0.0695408052235227","1"
"Bad ","2018","Full Time","Urban Area","68","0.0111182984112257","0.00857059410525842","0.013666002717193","5"
"Bad ","2018","Full Time","Rural Area","38","0.00918206522058638","0.00605455527732111","0.0123095751638517","5"
"Bad ","2018","Part Time","Urban Area","114","0.0242255935834184","0.0200511415093291","0.0284000456575076","5"
"Bad ","2018","Part Time","Rural Area","63","0.0321037706293966","0.025447335311217","0.0387602059475761","5"
"Bad ","2018","Not Working","Urban Area","463","0.0711336236279686","0.0656726273154235","0.0765946199405137","5"
"Bad ","2018","Not Working","Rural Area","254","0.0772624385232064","0.0691408174317393","0.0853840596146734","5"
"Good","2018","Full Time","Rural Area","1697","0.468170087172302","0.451808712344324","0.48453146200028","2"
"Good","2018","Full Time","Urban Area","2950","0.442751091361486","0.430682346085187","0.454819836637785","2"
"Good","2018","Part Time","Urban Area","2217","0.426553053243519","0.413124763475472","0.439981343011565","2"
"Good","2018","Part Time","Rural Area","1150","0.430248209390462","0.411552081056486","0.448944337724438","2"
"Good","2018","Not Working","Rural Area","1153","0.23863441874402","0.22566911844912","0.251599719038919","2"
"Good","2018","Not Working","Urban Area","2590","0.270970415100481","0.26152782123883","0.280413008962131","2"
"Poor","2018","Full Time","Urban Area","634","0.101485934503219","0.0941488578685989","0.10882301113784","4"
"Poor","2018","Full Time","Rural Area","328","0.0972805834631316","0.087563832810858","0.106997334115405","4"
"Poor","2018","Part Time","Urban Area","575","0.116072658909294","0.107375832437051","0.124769485381536","4"
"Poor","2018","Not Working","Urban Area","1338","0.220757239970518","0.211945703125558","0.229568776815478","4"
"Poor","2018","Not Working","Rural Area","699","0.210244656076408","0.19785017958273","0.222639132570086","4"
"Poor","2018","Part Time","Rural Area","311","0.11542641067688","0.103360256366841","0.127492564986918","4"
"Satisfactory","2018","Full Time","Rural Area","1087","0.324106296775007","0.30875961395086","0.339452979599153","3"
"Satisfactory","2018","Full Time","Urban Area","1926","0.307965051966405","0.296748163053235","0.319181940879574","3"
"Satisfactory","2018","Part Time","Urban Area","1484","0.296245144624691","0.283847936932048","0.308642352317334","3"
"Satisfactory","2018","Part Time","Rural Area","871","0.334174049422617","0.316361912910842","0.351986185934392","3"
"Satisfactory","2018","Not Working","Rural Area","1336","0.40477008882576","0.389839876012191","0.419700301639329","3"
"Satisfactory","2018","Not Working","Urban Area","2390","0.347456628619998","0.337340536216946","0.35757272102305","3"
"Very good","2018","Full Time","Urban Area","929","0.136679623757664","0.128333293399492","0.145025954115836","1"
"Very good","2018","Full Time","Rural Area","423","0.101260967368973","0.0913693018899986","0.111152632847948","1"
"Very good","2018","Part Time","Urban Area","821","0.136903549639079","0.127570478545545","0.146236620732612","1"
"Very good","2018","Part Time","Rural Area","299","0.088047559880645","0.0773473067307933","0.0987478130304967","1"
"Very good","2018","Not Working","Urban Area","1730","0.0896820926810341","0.0836118339031173","0.095752351458951","1"
"Very good","2018","Not Working","Rural Area","710","0.0690883978306066","0.061374458819844","0.0768023368413691","1"
"Bad ","2019","Full Time","Urban Area","67","0.0143968429148095","0.0114994321749652","0.0172942536546537","5"
"Bad ","2019","Full Time","Rural Area","32","0.0106486099253598","0.00736215267174419","0.0139350671789754","5"
"Bad ","2019","Part Time","Urban Area","107","0.0241222379559405","0.0197663411604727","0.0284781347514082","5"
"Bad ","2019","Part Time","Rural Area","49","0.0225063539756755","0.016723329716497","0.0282893782348541","5"
"Bad ","2019","Not Working","Urban Area","376","0.0642855497698596","0.0586073883035693","0.0699637112361499","5"
"Bad ","2019","Not Working","Rural Area","216","0.0666272386693171","0.0587160729926442","0.07453840434599","5"
"Good","2019","Full Time","Urban Area","3088","0.471979788742471","0.459837169874268","0.484122407610673","2"
"Good","2019","Full Time","Rural Area","1797","0.475037851509635","0.459048371229598","0.491027331789673","2"
"Good","2019","Part Time","Urban Area","2052","0.432633465566583","0.418567712619627","0.446699218513538","2"
"Good","2019","Part Time","Rural Area","1051","0.402050208603241","0.382933286288935","0.421167130917547","2"
"Good","2019","Not Working","Rural Area","1201","0.266648904246388","0.252620350985542","0.280677457507234","2"
"Good","2019","Not Working","Urban Area","2295","0.282476448046287","0.272053547566436","0.292899348526137","2"
"Poor","2019","Full Time","Urban Area","582","0.102539167121113","0.0951604980248551","0.109917836217372","4"
"Poor","2019","Full Time","Rural Area","323","0.0919396828487185","0.08268812020842","0.101191245489017","4"
"Poor","2019","Part Time","Urban Area","495","0.11483723914137","0.10578566713154","0.123888811151199","4"
"Poor","2019","Part Time","Rural Area","301","0.136853892425281","0.123453540461904","0.150254244388659","4"
"Poor","2019","Not Working","Rural Area","685","0.233418751463739","0.219999324290777","0.246838178636701","4"
"Poor","2019","Not Working","Urban Area","1154","0.211136956101648","0.201688467959256","0.220585444244041","4"
"Satisfactory","2019","Full Time","Rural Area","1109","0.326742372275407","0.311724804015135","0.341759940535679","3"
"Satisfactory","2019","Full Time","Urban Area","1770","0.28468917597913","0.27371281792045","0.29566553403781","3"
"Satisfactory","2019","Part Time","Urban Area","1328","0.281286055310041","0.268520985067014","0.294051125553068","3"
"Satisfactory","2019","Part Time","Rural Area","783","0.336599502319306","0.318175240298999","0.355023764339614","3"
"Satisfactory","2019","Not Working","Rural Area","1245","0.378528713438","0.363141961246913","0.393915465629088","3"
"Satisfactory","2019","Not Working","Urban Area","2069","0.364440437833409","0.353298241744492","0.375582633922326","3"
"Very good","2019","Full Time","Urban Area","986","0.126395025242476","0.118312484000862","0.13447756648409","1"
"Very good","2019","Full Time","Rural Area","486","0.0956314834408795","0.0862152024825906","0.105047764399168","1"
"Very good","2019","Part Time","Urban Area","784","0.147121002026067","0.137064380196957","0.157177623855177","1"
"Very good","2019","Part Time","Rural Area","343","0.101990042676496","0.0901905065866122","0.11378957876638","1"
"Very good","2019","Not Working","Urban Area","1273","0.0776606082487965","0.071464412047107","0.0838568044504859","1"
"Very good","2019","Not Working","Rural Area","470","0.0547763921825557","0.0475578249930436","0.0619949593720678","1"
