"m11126","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Satisfactory","2013","Part Time","Male","492","0.291561805368642","0.270083492380287","0.313040118356997"
"Satisfactory","2013","Part Time","Female","1652","0.333261278738384","0.320756908878685","0.345765648598083"
"Satisfactory","2013","Not Working","Male","1868","0.34484493102995","0.332986721814621","0.356703140245279"
"Satisfactory","2013","Not Working","Female","2467","0.338907225703651","0.328675299804202","0.349139151603101"
"Poor","2013","Full Time","Male","587","0.0954980338417284","0.0882992635977491","0.102696804085708"
"Poor","2013","Full Time","Female","354","0.108953763750352","0.0983535236213663","0.119554003879339"
"Poor","2013","Part Time","Male","213","0.143478359028046","0.126911268772331","0.160045449283761"
"Poor","2013","Part Time","Female","684","0.126278697633509","0.117467335444478","0.135090059822539"
"Poor","2013","Not Working","Male","882","0.164960016886108","0.155700717771274","0.174219316000942"
"Poor","2013","Not Working","Female","1454","0.218959427972285","0.210020109926497","0.227898746018074"
"Bad ","2013","Full Time","Male","85","0.0141484989710846","0.0112557065238972","0.017041291418272"
"Bad ","2013","Full Time","Female","53","0.0190703134610901","0.0144172141724362","0.023723412749744"
"Bad ","2013","Part Time","Male","59","0.0358737839095307","0.027084785061712","0.0446627827573493"
"Bad ","2013","Part Time","Female","116","0.0212990313951875","0.0174690516272921","0.0251290111630829"
"Bad ","2013","Not Working","Male","342","0.0724794530768003","0.0660109415610725","0.0789479645925281"
"Bad ","2013","Not Working","Female","448","0.0743675958253492","0.0686961091942718","0.0800390824564266"
"Very good","2014","Full Time","Male","804","0.127919450525292","0.119934992728255","0.135903908322329"
"Very good","2014","Full Time","Female","393","0.108806929268338","0.0985067008968239","0.119107157639851"
"Very good","2014","Part Time","Male","278","0.133866788476763","0.118745723384333","0.148987853569193"
"Very good","2014","Part Time","Female","576","0.110981333661721","0.102768387336334","0.119194279987109"
"Very good","2014","Not Working","Male","477","0.0927627012962588","0.083888308402707","0.101637094189811"
"Very good","2014","Not Working","Female","528","0.0676020894970252","0.0611707351630154","0.0740334438310351"
"Good","2014","Full Time","Male","3271","0.469155541869566","0.457225529162889","0.481085554576244"
"Good","2014","Full Time","Female","1631","0.452947197375783","0.436481842769158","0.469412551982407"
"Good","2014","Part Time","Male","809","0.415225216751531","0.393343076700083","0.437107356802979"
"Good","2014","Part Time","Female","2436","0.414010196620887","0.401131582722146","0.426888810519627"
"Good","2014","Not Working","Male","1219","0.271991664005231","0.258379176836821","0.285604151173641"
"Good","2014","Not Working","Female","1789","0.250773042139215","0.239669313137281","0.261876771141148"
"Satisfactory","2014","Full Time","Male","1994","0.299969525278145","0.289014941572281","0.310924108984009"
"Satisfactory","2014","Full Time","Female","1050","0.302133280293973","0.286944664265188","0.317321896322758"
"Satisfactory","2014","Part Time","Male","577","0.297906324974048","0.277597209587441","0.318215440360656"
"Satisfactory","2014","Part Time","Female","1770","0.319662326515493","0.307468877597629","0.331855775433358"
"Satisfactory","2014","Not Working","Male","1364","0.352608416784831","0.33799265782659","0.367224175743072"
"Satisfactory","2014","Not Working","Female","1972","0.371758222284575","0.359378370933272","0.384138073635878"
"Poor","2014","Full Time","Male","573","0.0921514577635486","0.0852370236584702","0.0990658918686271"
"Poor","2014","Full Time","Female","384","0.122091239320592","0.111261958424942","0.132920520216242"
"Poor","2014","Part Time","Male","234","0.12489129917977","0.110210465877727","0.139572132481812"
"Poor","2014","Part Time","Female","728","0.132844966553791","0.123970556304994","0.141719376802589"
"Poor","2014","Not Working","Male","757","0.206898653912392","0.194506845611141","0.219290462213644"
"Poor","2014","Not Working","Female","1191","0.233782194727722","0.222940340403651","0.244624049051793"
"Bad ","2014","Full Time","Male","80","0.0108040245634482","0.00833268291173279","0.0132753662151635"
"Bad ","2014","Full Time","Female","53","0.0140213537413147","0.0101321436491275","0.0179105638335019"
"Bad ","2014","Part Time","Male","50","0.0281103706178878","0.0207703822018466","0.035450359033929"
"Bad ","2014","Part Time","Female","109","0.0225011766481074","0.0186234310707536","0.0263789222254612"
"Bad ","2014","Not Working","Male","288","0.0757385640012866","0.0676448573443413","0.0838322706582318"
"Bad ","2014","Not Working","Female","374","0.0760844513514634","0.0692926366834022","0.0828762660195245"
"Very good","2015","Full Time","Male","715","0.118783890510144","0.110769307874397","0.126798473145892"
"Very good","2015","Full Time","Female","344","0.11040436600389","0.0996414820623551","0.121167249945425"
"Very good","2015","Part Time","Male","239","0.136551671603396","0.120719674499902","0.152383668706891"
"Very good","2015","Part Time","Female","544","0.107874928353804","0.0995411299535368","0.116208726754071"
"Very good","2015","Not Working","Male","666","0.0966640565326578","0.0881088535898637","0.105219259475452"
"Very good","2015","Not Working","Female","751","0.0807297505718057","0.073972732946858","0.0874867681967534"
"Good","2015","Full Time","Male","2979","0.458543732127349","0.446200383431626","0.470887080823073"
"Good","2015","Full Time","Female","1541","0.463803606347529","0.446677122208655","0.480930090486403"
"Good","2015","Part Time","Male","749","0.384345792681818","0.361917381663892","0.406774203699744"
"Good","2015","Part Time","Female","2297","0.41729855084844","0.40405158717754","0.43054551451934"
"Good","2015","Not Working","Male","1546","0.29819382498264","0.284949461905216","0.311438188060065"
"Good","2015","Not Working","Female","1948","0.255808868246033","0.244986640049986","0.266631096442081"
"Satisfactory","2015","Full Time","Male","1948","0.319928597138188","0.308373736502493","0.331483457773882"
"Satisfactory","2015","Full Time","Female","976","0.303635064862118","0.287843192652065","0.319426937072172"
"Satisfactory","2015","Part Time","Male","544","0.312966757897064","0.291586792614068","0.33434672318006"
"Satisfactory","2015","Part Time","Female","1722","0.325755777311408","0.313165811863747","0.338345742759068"
"Satisfactory","2015","Not Working","Male","1372","0.338051137050654","0.324355678332503","0.351746595768805"
"Satisfactory","2015","Not Working","Female","1937","0.341727978309849","0.329963853840798","0.3534921027789"
"Poor","2015","Full Time","Male","548","0.0902631307804787","0.0831645093014711","0.0973617522594863"
"Poor","2015","Full Time","Female","358","0.113415861367191","0.10252565553862","0.124306067195762"
"Poor","2015","Part Time","Male","224","0.134820363200829","0.119073287846763","0.150567438554895"
"Poor","2015","Part Time","Female","659","0.127360305760055","0.118404505758057","0.136316105762053"
"Poor","2015","Not Working","Male","724","0.184481131258715","0.173251483191594","0.195710779325837"
"Poor","2015","Not Working","Female","1237","0.242306814943813","0.231678947015138","0.252934682872488"
"Bad ","2015","Full Time","Male","70","0.01248064944384","0.00973052514011429","0.0152307737475657"
"Bad ","2015","Full Time","Female","38","0.00874110141927149","0.00554429866405074","0.0119379041744922"
"Bad ","2015","Part Time","Male","51","0.0313154146168927","0.0232849755289818","0.0393458537048035"
"Bad ","2015","Part Time","Female","101","0.0217104377262933","0.0177953828143313","0.0256254926382553"
"Bad ","2015","Not Working","Male","275","0.0826098501753324","0.0746397071302894","0.0905799932203753"
"Bad ","2015","Not Working","Female","371","0.079426587928499","0.0727195801401689","0.0861335957168291"
"Very good","2016","Full Time","Male","686","0.103789468450436","0.0960400114367198","0.111538925464153"
"Very good","2016","Full Time","Female","396","0.108929307823841","0.0981884030362233","0.119670212611458"
"Very good","2016","Part Time","Male","266","0.145671377623739","0.12950395354072","0.161838801706758"
"Very good","2016","Part Time","Female","553","0.105707752869362","0.097302327726694","0.11411317801203"
"Very good","2016","Not Working","Male","1597","0.0967365102138096","0.0895012564081183","0.103971764019501"
"Very good","2016","Not Working","Female","939","0.0668254553107462","0.0608879260145048","0.0727629846069876"
"Good","2016","Full Time","Male","2851","0.475859601431717","0.46316985793168","0.488549344931755"
"Good","2016","Full Time","Female","1416","0.433278804349882","0.416195146494637","0.450362462205128"
"Good","2016","Part Time","Male","777","0.420039514649327","0.397419883716778","0.442659145581876"
"Good","2016","Part Time","Female","2245","0.424879897158298","0.411366053281075","0.438393741035522"
"Good","2016","Not Working","Male","1962","0.285278251768825","0.274225913586622","0.296330589951028"
"Good","2016","Not Working","Female","2113","0.266251811347792","0.255742526413241","0.276761096282343"
"Satisfactory","2016","Full Time","Male","1783","0.314402080895547","0.302605203673895","0.326198958117199"
"Satisfactory","2016","Full Time","Female","985","0.324835715557027","0.308690307267674","0.340981123846381"
"Satisfactory","2016","Part Time","Male","519","0.274328565622244","0.253880757156245","0.294776374088243"
"Satisfactory","2016","Part Time","Female","1604","0.317114379278398","0.304392581639455","0.329836176917341"
"Satisfactory","2016","Not Working","Male","1690","0.349072102873532","0.337404669012946","0.360739536734119"
"Satisfactory","2016","Not Working","Female","1960","0.338835923490222","0.327582032374936","0.350089814605508"
"Poor","2016","Full Time","Male","557","0.0909496038419526","0.0836435310609464","0.0982556766229588"
"Poor","2016","Full Time","Female","383","0.117910964434421","0.106792476664797","0.129029452204045"
"Poor","2016","Part Time","Male","212","0.135114720779154","0.119448226481788","0.15078121507652"
"Poor","2016","Part Time","Female","624","0.131508682329169","0.122269650032742","0.140747714625595"
"Poor","2016","Not Working","Male","832","0.198067983530085","0.188312984049524","0.207822983010645"
"Poor","2016","Not Working","Female","1349","0.244726175365134","0.234503942058264","0.254948408672003"
"Bad ","2016","Full Time","Male","73","0.0149992453803468","0.0119107810152951","0.0180877097453984"
"Bad ","2016","Full Time","Female","52","0.0150452078348283","0.0108483944390097","0.0192420212306469"
"Bad ","2016","Part Time","Male","55","0.0248458213255357","0.0177122902052158","0.0319793524458556"
"Bad ","2016","Part Time","Female","114","0.0207892883647727","0.0168887511936111","0.0246898255359343"
"Bad ","2016","Not Working","Male","331","0.0708451516137486","0.0645652845572008","0.0771250186702965"
"Bad ","2016","Not Working","Female","434","0.083360634486106","0.0767880962941973","0.0899331726780147"
"Very good","2017","Full Time","Male","834","0.117579747578159","0.109886396875674","0.125273098280644"
"Very good","2017","Full Time","Female","440","0.112721306228267","0.102576304416819","0.122866308039715"
"Very good","2017","Part Time","Male","380","0.148699102814121","0.133865464898402","0.163532740729841"
"Very good","2017","Part Time","Female","626","0.106619935532551","0.0985560014362336","0.114683869628868"
"Very good","2017","Not Working","Male","1818","0.100420612222634","0.0933932183677692","0.107448006077499"
"Very good","2017","Not Working","Female","1147","0.0731466182544586","0.0672655902348072","0.07902764627411"
"Good","2017","Full Time","Male","3145","0.464304362349699","0.452392711036828","0.476216013662569"
"Good","2017","Full Time","Female","1696","0.443234707573632","0.427298974245771","0.459170440901493"
"Good","2017","Part Time","Male","907","0.401448232592721","0.38101121173999","0.421885253445452"
"Good","2017","Part Time","Female","2433","0.422218644927725","0.409313582826189","0.435123707029261"
"Good","2017","Not Working","Male","2244","0.288628010306282","0.278033503790155","0.299222516822408"
"Good","2017","Not Working","Female","2366","0.248263825803949","0.238506292338652","0.258021359269247"
"Satisfactory","2017","Full Time","Male","2054","0.310077145456677","0.299030086303485","0.32112420460987"
"Satisfactory","2017","Full Time","Female","1133","0.317478436488259","0.302545871931805","0.332411001044714"
"Satisfactory","2017","Part Time","Male","600","0.284710132718671","0.265895555986385","0.303524709450956"
"Satisfactory","2017","Part Time","Female","1759","0.324476306591854","0.312243632042716","0.336708981140992"
"Satisfactory","2017","Not Working","Male","1761","0.34924388611056","0.338097434145694","0.360390338075426"
"Satisfactory","2017","Not Working","Female","2230","0.362197216975113","0.351341303770592","0.373053130179633"
"Poor","2017","Full Time","Male","625","0.0943108595393322","0.0873304329087172","0.101291286169947"
"Poor","2017","Full Time","Female","395","0.111687753517278","0.101583489195344","0.121792017839211"
"Poor","2017","Part Time","Male","255","0.131266926879945","0.117187895043231","0.14534595871666"
"Poor","2017","Part Time","Female","705","0.127839070385414","0.119114586412254","0.136563554358574"
"Poor","2017","Not Working","Male","879","0.190279600502668","0.181102050273997","0.19945715073134"
"Poor","2017","Not Working","Female","1378","0.248409634962235","0.238650183167882","0.258169086756589"
"Bad ","2017","Full Time","Male","76","0.0137278850761327","0.0109487367280347","0.0165070334242306"
"Bad ","2017","Full Time","Female","69","0.0148777961925641","0.0109942054916599","0.0187613868934682"
"Bad ","2017","Part Time","Male","68","0.0338756049945416","0.0263331624872502","0.041418047501833"
"Bad ","2017","Part Time","Female","104","0.0188460425624557","0.0152930990957095","0.0223989860292018"
"Bad ","2017","Not Working","Male","325","0.0714278908578556","0.0654063887198289","0.0774493929958823"
"Bad ","2017","Not Working","Female","409","0.0679827040042437","0.0622972937801055","0.0736681142283819"
"Very good","2018","Full Time","Male","885","0.129979019036401","0.121778651409157","0.138179386663645"
"Very good","2018","Full Time","Female","467","0.11750041331036","0.107010527558312","0.127990299062407"
"Very good","2018","Part Time","Male","503","0.155101198123011","0.140591170927509","0.169611225318513"
"Very good","2018","Part Time","Female","617","0.104350757745475","0.0962815388827169","0.112419976608234"
"Very good","2018","Not Working","Male","1418","0.0991562900314193","0.0915481437645863","0.106764436298252"
"Very good","2018","Not Working","Female","1022","0.0711174355005602","0.0649791407270994","0.0772557302740211"
"Good","2018","Full Time","Male","3051","0.452308511268627","0.440171347610033","0.464445674927222"
"Good","2018","Full Time","Female","1596","0.447711562370322","0.43151301998727","0.463910104753373"
"Good","2018","Part Time","Male","959","0.416315087238122","0.396556376114466","0.436073798361778"
"Good","2018","Part Time","Female","2408","0.433483939714019","0.420403952207331","0.446563927220707"
"Good","2018","Not Working","Male","1760","0.28108059648942","0.269637342711373","0.292523850267466"
"Good","2018","Not Working","Female","1983","0.245481349598789","0.235202996534252","0.255759702663327"
"Satisfactory","2018","Full Time","Male","1885","0.31285345375019","0.301546984839902","0.324159922660477"
"Satisfactory","2018","Full Time","Female","1128","0.313303885114004","0.298194075538532","0.328413694689476"
"Satisfactory","2018","Part Time","Male","613","0.292871071347021","0.274630188956289","0.311111953737753"
"Satisfactory","2018","Part Time","Female","1742","0.31609435024344","0.303822185615042","0.328366514871838"
"Satisfactory","2018","Not Working","Male","1659","0.361167569043517","0.348939951559528","0.373395186527506"
"Satisfactory","2018","Not Working","Female","2067","0.368338126496752","0.356818325933249","0.379857927060255"
"Poor","2018","Full Time","Male","578","0.095083553481012","0.087930544428232","0.102236562533792"
"Poor","2018","Full Time","Female","384","0.109603807035439","0.0994273108843035","0.119780303186575"
"Poor","2018","Part Time","Male","249","0.106980027812143","0.0945909140129013","0.119369141611385"
"Poor","2018","Part Time","Female","637","0.120348751584634","0.1117607766816","0.128936726487668"
"Poor","2018","Not Working","Male","773","0.18301066844496","0.173167375961943","0.192853960927978"
"Poor","2018","Not Working","Female","1264","0.243989409009749","0.233732211498214","0.254246606521284"
"Bad ","2018","Full Time","Male","61","0.00977546246377019","0.0073762576166326","0.0121746673109078"
"Bad ","2018","Full Time","Female","45","0.0118803321698753","0.00835083474496064","0.01540982959479"
"Bad ","2018","Part Time","Male","67","0.0287326154797033","0.0220366179308697","0.0354286130285369"
"Bad ","2018","Part Time","Female","110","0.0257222007124317","0.02154379915468","0.0299006022701833"
"Bad ","2018","Not Working","Male","318","0.0755848759906834","0.0688559621563639","0.0823137898250029"
"Bad ","2018","Not Working","Female","399","0.0710736793941493","0.0649371287222044","0.0772102300660943"
"Very good","2019","Full Time","Male","1100","0.125681557356306","0.117987711710064","0.133375403002549"
"Very good","2019","Full Time","Female","483","0.108309169127909","0.0983333193252715","0.118285018930546"
"Very good","2019","Part Time","Male","553","0.176180580717434","0.161180538854951","0.191180622579916"
"Very good","2019","Part Time","Female","654","0.114882975993124","0.106281770664082","0.123484181322166"
"Very good","2019","Not Working","Male","974","0.0795346339007343","0.0722495761227907","0.086819691678678"
"Very good","2019","Not Working","Female","835","0.0631856976298688","0.057161160268121","0.0692102349916166"
"Good","2019","Full Time","Male","3447","0.473252043786489","0.46166372186032","0.484840365712658"
"Good","2019","Full Time","Female","1721","0.472722095172071","0.456695809621942","0.488748380722199"
"Good","2019","Part Time","Male","1022","0.408768441219025","0.389412471975202","0.428124410462847"
"Good","2019","Part Time","Female","2260","0.425616218834326","0.412279736364136","0.438952701304516"
"Good","2019","Not Working","Male","1649","0.29327531420079","0.281017472279091","0.305533156122489"
"Good","2019","Not Working","Female","2022","0.268026571802866","0.257058655263725","0.278994488342007"
"Satisfactory","2019","Full Time","Male","1946","0.298467756203009","0.287847245484707","0.309088266921311"
"Satisfactory","2019","Full Time","Female","1086","0.289659976025463","0.27509909922977","0.304220852821156"
"Satisfactory","2019","Part Time","Male","600","0.263697780549496","0.246348609372578","0.281046951726415"
"Satisfactory","2019","Part Time","Female","1652","0.316661550012263","0.304114352760671","0.329208747263856"
"Satisfactory","2019","Not Working","Male","1590","0.371519379091113","0.358509064056284","0.384529694125942"
"Satisfactory","2019","Not Working","Female","1889","0.362053697580009","0.350153172902733","0.373954222257286"
"Poor","2019","Full Time","Male","569","0.0881149777089087","0.0815358581014099","0.0946940973164074"
"Poor","2019","Full Time","Female","400","0.119185709704706","0.108784965664723","0.129586453744689"
"Poor","2019","Part Time","Male","235","0.119382520699456","0.106616326018426","0.132148715380486"
"Poor","2019","Part Time","Female","616","0.123330828650654","0.11446162102375","0.132200036277559"
"Poor","2019","Not Working","Male","788","0.18673308317266","0.176240599111442","0.197225567233878"
"Poor","2019","Not Working","Female","1172","0.241250120645888","0.230655860317514","0.251844380974263"
"Bad ","2019","Full Time","Male","69","0.0144836649452873","0.0117107022874682","0.0172566276031063"
"Bad ","2019","Full Time","Female","38","0.0101230499698514","0.006909711782225","0.0133363881574778"
"Bad ","2019","Part Time","Male","68","0.0319706768145891","0.0250441166376833","0.0388972369914949"
"Bad ","2019","Part Time","Female","98","0.0195084265096322","0.0157779510831909","0.0232389019360736"
"Bad ","2019","Not Working","Male","298","0.0689375896347029","0.0621162672531444","0.0757589120162615"
"Bad ","2019","Not Working","Female","347","0.065483912341368","0.0593583177071337","0.0716095069756024"
