"m11126","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Good","2007","Couple + C. LE and GT 16","vocational + Abi","38","0.453496971125742","0.337698613799539","0.569295328451946","2"
"Good","2007","Couple + C. LE and GT 16","higher vocational","46","0.370130521468606","0.278213087856148","0.462047955081063","2"
"Good","2007","Couple + C. LE and GT 16","higher education","129","0.546763516683828","0.481131741834081","0.612395291533575","2"
"Poor","2007","1-pers.-HH","in school","1","","","","4"
"Poor","2007","1-pers.-HH","inadequately","6","","","","4"
"Poor","2007","1-pers.-HH","general elemantary","127","0.305708800547738","0.262314874595354","0.349102726500122","4"
"Poor","2007","1-pers.-HH","middle vocational","311","0.181281820678743","0.16274913367409","0.199814507683396","4"
"Poor","2007","1-pers.-HH","vocational + Abi","33","0.223722258040196","0.163177637586908","0.284266878493484","4"
"Poor","2007","1-pers.-HH","higher vocational","30","0.133710431039672","0.0875692044964797","0.179851657582864","4"
"Poor","2007","1-pers.-HH","higher education","77","0.131548672846859","0.10515536681993","0.157941978873789","4"
"Poor","2007","(Married) couple without C. ","in school","","","","","4"
"Poor","2007","(Married) couple without C. ","inadequately","14","","","","4"
"Poor","2007","(Married) couple without C. ","general elemantary","173","0.261970507325687","0.228774855416551","0.295166159234822","4"
"Poor","2007","(Married) couple without C. ","middle vocational","706","0.191462877751696","0.179066783153128","0.203858972350264","4"
"Poor","2007","(Married) couple without C. ","vocational + Abi","49","0.141236779903725","0.10500876513682","0.177464794670629","4"
"Poor","2007","(Married) couple without C. ","higher vocational","115","0.184321691804351","0.152683776075358","0.215959607533344","4"
"Poor","2007","(Married) couple without C. ","higher education","258","0.156243559726789","0.139446801250978","0.1730403182026","4"
"Poor","2007","Single parent ","in school","3","","","","4"
"Poor","2007","Single parent ","inadequately","2","","","","4"
"Poor","2007","Single parent ","general elemantary","31","0.220904894789496","0.16411526102608","0.277694528552912","4"
"Poor","2007","Single parent ","middle vocational","75","0.146336684421667","0.116798305240454","0.175875063602879","4"
"Poor","2007","Single parent ","vocational + Abi","11","","","","4"
"Poor","2007","Single parent ","higher vocational","5","","","","4"
"Poor","2007","Single parent ","higher education","18","","","","4"
"Poor","2007","Couple + C. LE 16 ","in school","","","","","4"
"Poor","2007","Couple + C. LE 16 ","inadequately","5","","","","4"
"Poor","2007","Couple + C. LE 16 ","general elemantary","29","","","","4"
"Poor","2007","Couple + C. LE 16 ","middle vocational","128","0.0819086345163768","0.0689414913521837","0.0948757776805698","4"
"Poor","2007","Couple + C. LE 16 ","vocational + Abi","21","","","","4"
"Poor","2007","Couple + C. LE 16 ","higher vocational","29","","","","4"
"Poor","2007","Couple + C. LE 16 ","higher education","53","0.0645441305869236","0.0482443785035967","0.0808438826702505","4"
"Poor","2007","Couple + C. GT 16 ","in school","8","","","","4"
"Poor","2007","Couple + C. GT 16 ","inadequately","11","","","","4"
"Poor","2007","Couple + C. GT 16 ","general elemantary","51","0.143016115030284","0.109534818927331","0.176497411133236","4"
"Poor","2007","Couple + C. GT 16 ","middle vocational","205","0.11634161944784","0.101421199875064","0.131262039020616","4"
"Poor","2007","Couple + C. GT 16 ","vocational + Abi","9","","","","4"
"Poor","2007","Couple + C. GT 16 ","higher vocational","34","0.146671069605563","0.0985930148240574","0.194749124387068","4"
"Poor","2007","Couple + C. GT 16 ","higher education","51","0.0814690336394908","0.0606621405878064","0.102275926691175","4"
"Poor","2007","Couple + C. LE and GT 16","in school","7","","","","4"
"Poor","2007","Couple + C. LE and GT 16","inadequately","6","","","","4"
"Poor","2007","Couple + C. LE and GT 16","general elemantary","9","","","","4"
"Poor","2007","Couple + C. LE and GT 16","middle vocational","43","0.0698947300039763","0.0486247627884948","0.0911646972194577","4"
"Poor","2007","Couple + C. LE and GT 16","vocational + Abi","5","","","","4"
"Poor","2007","Couple + C. LE and GT 16","higher vocational","12","","","","4"
"Poor","2007","Couple + C. LE and GT 16","higher education","20","","","","4"
"Satisfactory","2007","1-pers.-HH","in school","","","","","3"
"Satisfactory","2007","1-pers.-HH","inadequately","10","","","","3"
"Satisfactory","2007","1-pers.-HH","general elemantary","151","0.340091900456492","0.295470415736469","0.384713385176515","3"
"Satisfactory","2007","1-pers.-HH","middle vocational","594","0.381074007950418","0.357711574806188","0.404436441094648","3"
"Satisfactory","2007","1-pers.-HH","vocational + Abi","45","0.221290987401545","0.160982024404461","0.28159995039863","3"
"Satisfactory","2007","1-pers.-HH","higher vocational","90","0.421090967345278","0.354153685353964","0.488028249336592","3"
"Satisfactory","2007","1-pers.-HH","higher education","178","0.271780542876367","0.237041476978925","0.306519608773809","3"
"Satisfactory","2007","(Married) couple without C. ","in school","","","","","3"
"Satisfactory","2007","(Married) couple without C. ","inadequately","28","","","","3"
"Satisfactory","2007","(Married) couple without C. ","general elemantary","267","0.381551687350163","0.344878679073998","0.418224695626327","3"
"Satisfactory","2007","(Married) couple without C. ","middle vocational","1540","0.405362401714642","0.389894175186621","0.420830628242662","3"
"Satisfactory","2007","(Married) couple without C. ","vocational + Abi","100","0.277392897657612","0.230820060432476","0.323965734882748","3"
"Satisfactory","2007","(Married) couple without C. ","higher vocational","239","0.419243525921477","0.378981984605102","0.459505067237851","3"
"Satisfactory","2007","(Married) couple without C. ","higher education","639","0.342316349602951","0.320366163407877","0.364266535798025","3"
"Satisfactory","2007","Single parent ","in school","13","","","","3"
"Satisfactory","2007","Single parent ","inadequately","8","","","","3"
"Satisfactory","2007","Single parent ","general elemantary","63","0.27940617190912","0.217982690639113","0.340829653179127","3"
"Satisfactory","2007","Single parent ","middle vocational","160","0.294689801029605","0.256588537251913","0.332791064807298","3"
"Satisfactory","2007","Single parent ","vocational + Abi","10","","","","3"
"Satisfactory","2007","Single parent ","higher vocational","18","","","","3"
"Satisfactory","2007","Single parent ","higher education","48","0.313379334522274","0.24011690058183","0.386641768462719","3"
"Satisfactory","2007","Couple + C. LE 16 ","in school","","","","","3"
"Satisfactory","2007","Couple + C. LE 16 ","inadequately","6","","","","3"
"Satisfactory","2007","Couple + C. LE 16 ","general elemantary","73","0.311955015829903","0.253704556101849","0.370205475557958","3"
"Satisfactory","2007","Couple + C. LE 16 ","middle vocational","490","0.294322028576681","0.272771834997215","0.315872222156147","3"
"Satisfactory","2007","Couple + C. LE 16 ","vocational + Abi","106","0.283708845715786","0.23681507594779","0.330602615483783","3"
"Satisfactory","2007","Couple + C. LE 16 ","higher vocational","111","0.296475655684796","0.249166994066527","0.343784317303066","3"
"Satisfactory","2007","Couple + C. LE 16 ","higher education","206","0.238075592760554","0.209823257629165","0.266327927891944","3"
"Satisfactory","2007","Couple + C. GT 16 ","in school","36","0.121453437333027","0.0831239256299225","0.159782949036131","3"
"Satisfactory","2007","Couple + C. GT 16 ","inadequately","14","","","","3"
"Satisfactory","2007","Couple + C. GT 16 ","general elemantary","119","0.293675750912889","0.250118591644133","0.337232910181645","3"
"Satisfactory","2007","Couple + C. GT 16 ","middle vocational","578","0.339058297671088","0.317029537780947","0.36108705756123","3"
"Satisfactory","2007","Couple + C. GT 16 ","vocational + Abi","48","0.326773216673345","0.249628206944927","0.403918226401764","3"
"Satisfactory","2007","Couple + C. GT 16 ","higher vocational","73","0.3722666982698","0.306571882100056","0.437961514439544","3"
"Satisfactory","2007","Couple + C. GT 16 ","higher education","237","0.35764286434965","0.321186184872312","0.394099543826988","3"
"Satisfactory","2007","Couple + C. LE and GT 16","in school","28","","","","3"
"Satisfactory","2007","Couple + C. LE and GT 16","inadequately","8","","","","3"
"Satisfactory","2007","Couple + C. LE and GT 16","general elemantary","47","0.219433004319765","0.162779441456273","0.276086567183258","3"
"Satisfactory","2007","Couple + C. LE and GT 16","middle vocational","188","0.389713560203749","0.349030073052405","0.430397047355092","3"
"Satisfactory","2007","Couple + C. LE and GT 16","vocational + Abi","21","","","","3"
"Satisfactory","2007","Couple + C. LE and GT 16","higher education","50","0.273446935319812","0.214681473450237","0.332212397189386","3"
"Satisfactory","2007","Couple + C. LE and GT 16","higher vocational","41","0.44084684563932","0.346331045161084","0.535362646117555","3"
"Very good","2007","Couple + C. GT 16 ","inadequately","","","","","1"
"Very good","2007","(Married) couple without C. ","inadequately","1","","","","1"
"Very good","2007","Couple + C. LE 16 ","in school","","","","","1"
"Very good","2007","1-pers.-HH","in school","2","","","","1"
"Very good","2007","1-pers.-HH","inadequately","","","","","1"
"Very good","2007","1-pers.-HH","general elemantary","17","","","","1"
"Very good","2007","1-pers.-HH","middle vocational","115","0.067545038466854","0.0554723302117474","0.0796177467219606","1"
"Very good","2007","1-pers.-HH","vocational + Abi","21","","","","1"
"Very good","2007","1-pers.-HH","higher vocational","10","","","","1"
"Very good","2007","1-pers.-HH","higher education","66","0.0977452230730447","0.0745557872721544","0.120934658873935","1"
"Very good","2007","(Married) couple without C. ","in school","2","","","","1"
"Very good","2007","(Married) couple without C. ","general elemantary","22","","","","1"
"Very good","2007","(Married) couple without C. ","middle vocational","175","0.0393363016800928","0.0332117393135005","0.0454608640466851","1"
"Very good","2007","(Married) couple without C. ","vocational + Abi","27","","","","1"
"Very good","2007","(Married) couple without C. ","higher vocational","19","","","","1"
"Very good","2007","(Married) couple without C. ","higher education","132","0.0810158769168263","0.0683930991181254","0.0936386547155272","1"
"Very good","2007","Single parent ","in school","37","0.347047406994726","0.251823126057341","0.442271687932112","1"
"Very good","2007","Single parent ","inadequately","","","","","1"
"Very good","2007","Single parent ","general elemantary","32","0.161401879382065","0.111039945726277","0.211763813037852","1"
"Very good","2007","Single parent ","middle vocational","62","0.102836473233431","0.0774515334177755","0.128221413049086","1"
"Very good","2007","Single parent ","vocational + Abi","3","","","","1"
"Very good","2007","Single parent ","higher vocational","5","","","","1"
"Very good","2007","Single parent ","higher education","14","","","","1"
"Very good","2007","Couple + C. LE 16 ","inadequately","5","","","","1"
"Very good","2007","Couple + C. LE 16 ","general elemantary","21","","","","1"
"Very good","2007","Couple + C. LE 16 ","middle vocational","176","0.115792810866235","0.100662274267948","0.130923347464522","1"
"Very good","2007","Couple + C. LE 16 ","vocational + Abi","43","0.155895562854129","0.118160169341402","0.193630956366856","1"
"Very good","2007","Couple + C. LE 16 ","higher vocational","38","0.140036702940214","0.104089303764793","0.175984102115635","1"
"Very good","2007","Couple + C. LE 16 ","higher education","113","0.112838859431288","0.0918508346504463","0.13382688421213","1"
"Very good","2007","Couple + C. GT 16 ","in school","99","0.346054802850166","0.290234896029437","0.401874709670895","1"
"Very good","2007","Couple + C. GT 16 ","general elemantary","73","0.17697102547215","0.140471930833475","0.213470120110824","1"
"Very good","2007","Couple + C. GT 16 ","middle vocational","158","0.0933388543369374","0.0798017736154039","0.106875935058471","1"
"Very good","2007","Couple + C. GT 16 ","vocational + Abi","16","","","","1"
"Very good","2007","Couple + C. GT 16 ","higher vocational","7","","","","1"
"Very good","2007","Couple + C. GT 16 ","higher education","60","0.0960543494778017","0.0736416726706677","0.118467026284936","1"
"Very good","2007","Couple + C. LE and GT 16","in school","83","0.406219505642849","0.343022362140973","0.469416649144725","1"
"Very good","2007","Couple + C. LE and GT 16","inadequately","","","","","1"
"Very good","2007","Couple + C. LE and GT 16","general elemantary","35","0.16726793753588","0.116178613715908","0.218357261355852","1"
"Very good","2007","Couple + C. LE and GT 16","middle vocational","36","0.0536019803392708","0.0348128845229681","0.0723910761555736","1"
"Very good","2007","Couple + C. LE and GT 16","vocational + Abi","7","","","","1"
"Very good","2007","Couple + C. LE and GT 16","higher vocational","6","","","","1"
"Very good","2007","Couple + C. LE and GT 16","higher education","22","","","","1"
"Bad ","2008","1-pers.-HH","in school","","","","","5"
"Bad ","2008","1-pers.-HH","inadequately","3","","","","5"
"Bad ","2008","1-pers.-HH","general elemantary","38","0.0990924099964969","0.070100399861609","0.128084420131385","5"
"Bad ","2008","1-pers.-HH","middle vocational","110","0.0753022757233458","0.0622950073452933","0.0883095441013982","5"
"Bad ","2008","1-pers.-HH","vocational + Abi","5","","","","5"
"Bad ","2008","1-pers.-HH","higher vocational","10","","","","5"
"Bad ","2008","1-pers.-HH","higher education","19","","","","5"
"Bad ","2008","(Married) couple without C. ","in school","","","","","5"
"Bad ","2008","(Married) couple without C. ","inadequately","2","","","","5"
"Bad ","2008","(Married) couple without C. ","general elemantary","70","0.113425310117159","0.0884842480568747","0.138366372177443","5"
"Bad ","2008","(Married) couple without C. ","middle vocational","193","0.0500854102622983","0.0430808181738095","0.0570900023507871","5"
"Bad ","2008","(Married) couple without C. ","vocational + Abi","10","","","","5"
"Bad ","2008","(Married) couple without C. ","higher vocational","26","","","","5"
"Bad ","2008","(Married) couple without C. ","higher education","44","0.0257598033836125","0.0184168862369158","0.0331027205303093","5"
"Bad ","2008","Single parent ","in school","1","","","","5"
"Bad ","2008","Single parent ","inadequately","1","","","","5"
"Bad ","2008","Single parent ","general elemantary","15","","","","5"
"Bad ","2008","Single parent ","middle vocational","18","","","","5"
"Bad ","2008","Single parent ","vocational + Abi","1","","","","5"
"Bad ","2008","Single parent ","higher vocational","2","","","","5"
"Bad ","2008","Single parent ","higher education","1","","","","5"
"Bad ","2008","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","2008","Couple + C. LE 16 ","inadequately","1","","","","5"
"Bad ","2008","Couple + C. LE 16 ","general elemantary","9","","","","5"
"Bad ","2008","Couple + C. LE 16 ","middle vocational","20","","","","5"
"Bad ","2008","Couple + C. LE 16 ","vocational + Abi","2","","","","5"
"Bad ","2008","Couple + C. LE 16 ","higher vocational","5","","","","5"
"Bad ","2008","Couple + C. LE 16 ","higher education","8","","","","5"
"Bad ","2008","Couple + C. GT 16 ","in school","","","","","5"
"Bad ","2008","Couple + C. GT 16 ","inadequately","5","","","","5"
"Bad ","2008","Couple + C. GT 16 ","general elemantary","12","","","","5"
"Bad ","2008","Couple + C. GT 16 ","middle vocational","54","0.0330816687846559","0.0245647993491492","0.0415985382201625","5"
"Bad ","2008","Couple + C. GT 16 ","vocational + Abi","2","","","","5"
"Bad ","2008","Couple + C. GT 16 ","higher vocational","6","","","","5"
"Bad ","2008","Couple + C. GT 16 ","higher education","6","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","in school","2","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","inadequately","1","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","general elemantary","1","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","middle vocational","10","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Bad ","2008","Couple + C. LE and GT 16","higher education","1","","","","5"
"Good","2008","1-pers.-HH","middle vocational","491","0.311689376277972","0.288857826474454","0.33452092608149","2"
"Good","2008","(Married) couple without C. ","inadequately","7","","","","2"
"Good","2008","(Married) couple without C. ","general elemantary","157","0.227574612108458","0.194599030336526","0.26055019388039","2"
"Good","2008","(Married) couple without C. ","middle vocational","1197","0.31393403091437","0.299030571491856","0.328837490336883","2"
"Good","2008","(Married) couple without C. ","vocational + Abi","135","0.457114271180378","0.401838170810265","0.512390371550491","2"
"Good","2008","Single parent ","general elemantary","68","0.361573316205095","0.293076420370396","0.430070212039794","2"
"Good","2008","Single parent ","middle vocational","224","0.408226167864035","0.366655285114975","0.449797050613096","2"
"Good","2008","Single parent ","vocational + Abi","20","","","","2"
"Good","2008","Single parent ","higher vocational","16","","","","2"
"Good","2008","Single parent ","higher education","68","0.38855507788869","0.310552774533296","0.466557381244083","2"
"Good","2008","Couple + C. LE 16 ","in school","1","","","","2"
"Good","2008","Couple + C. LE 16 ","inadequately","7","","","","2"
"Good","2008","Couple + C. LE 16 ","general elemantary","105","0.462744603968526","0.395940632943319","0.529548574993733","2"
"Good","2008","Couple + C. LE 16 ","middle vocational","819","0.504176360184654","0.479204977830167","0.529147742539141","2"
"Good","2008","Couple + C. LE 16 ","vocational + Abi","171","0.525627515568339","0.470745086858798","0.580509944277879","2"
"Good","2008","Couple + C. LE 16 ","higher vocational","167","0.544423203607359","0.49002691532531","0.598819491889408","2"
"Good","2008","Couple + C. GT 16 ","middle vocational","741","0.432979223885047","0.409383983681943","0.45657446408815","2"
"Good","2008","Couple + C. GT 16 ","vocational + Abi","73","0.378755025072578","0.300605223527889","0.456904826617267","2"
"Good","2008","Couple + C. GT 16 ","higher vocational","79","0.453039961829787","0.383877951655945","0.522201972003628","2"
"Good","2008","Couple + C. GT 16 ","higher education","291","0.469447235012898","0.429646847043384","0.509247622982411","2"
"Good","2008","Couple + C. LE and GT 16","in school","113","0.487970171997764","0.422217126588466","0.553723217407061","2"
"Good","2008","Couple + C. LE and GT 16","vocational + Abi","33","0.444341751560014","0.327099003383359","0.561584499736669","2"
"Good","2008","Couple + C. LE and GT 16","higher vocational","39","0.501974662923789","0.399245437800273","0.604703888047304","2"
"Good","2008","Couple + C. LE and GT 16","higher education","124","0.550059602230219","0.483249727340786","0.616869477119653","2"
"Good","2008","(Married) couple without C. ","higher vocational","182","0.33898239954282","0.299277248166602","0.378687550919038","2"
"Good","2008","(Married) couple without C. ","higher education","724","0.379243098740101","0.356753383564235","0.401732813915967","2"
"Good","2008","Single parent ","in school","44","0.614173853292142","0.514157990793536","0.714189715790748","2"
"Good","2008","Single parent ","inadequately","4","","","","2"
"Good","2008","Couple + C. LE and GT 16","inadequately","5","","","","2"
"Good","2008","Couple + C. LE and GT 16","general elemantary","85","0.515962335295228","0.441277496843556","0.590647173746901","2"
"Good","2008","Couple + C. LE and GT 16","middle vocational","219","0.453659116382202","0.409668280797188","0.497649951967216","2"
"Good","2008","1-pers.-HH","in school","3","","","","2"
"Good","2008","1-pers.-HH","inadequately","5","","","","2"
"Good","2008","1-pers.-HH","general elemantary","74","0.15216080304738","0.117308927807815","0.187012678286945","2"
"Good","2008","1-pers.-HH","vocational + Abi","72","0.361251589111866","0.291843677232521","0.430659500991211","2"
"Good","2008","1-pers.-HH","higher vocational","60","0.324302080782858","0.258260023297861","0.390344138267856","2"
"Good","2008","1-pers.-HH","higher education","263","0.430457429612173","0.391419924603334","0.469494934621013","2"
"Good","2008","(Married) couple without C. ","in school","","","","","2"
"Good","2008","Couple + C. LE 16 ","higher education","405","0.50714741488861","0.472039503814381","0.542255325962839","2"
"Good","2008","Couple + C. GT 16 ","in school","106","0.472823974132113","0.407588413002564","0.538059535261662","2"
"Good","2008","Couple + C. GT 16 ","inadequately","13","","","","2"
"Good","2008","Couple + C. GT 16 ","general elemantary","149","0.345551582338378","0.299407909080939","0.391695255595817","2"
"Poor","2008","1-pers.-HH","in school","","","","","4"
"Poor","2008","1-pers.-HH","inadequately","5","","","","4"
"Poor","2008","1-pers.-HH","general elemantary","117","0.244214384817189","0.20252716416602","0.285901605468359","4"
"Poor","2008","Couple + C. LE 16 ","in school","","","","","4"
"Poor","2008","Couple + C. LE 16 ","inadequately","4","","","","4"
"Poor","2008","Couple + C. LE 16 ","general elemantary","24","","","","4"
"Poor","2008","Couple + C. LE 16 ","middle vocational","122","0.0856825016401323","0.0717033017389659","0.0996617015412987","4"
"Poor","2008","1-pers.-HH","higher education","85","0.145155664522262","0.117383203447142","0.172928125597381","4"
"Poor","2008","(Married) couple without C. ","in school","","","","","4"
"Poor","2008","(Married) couple without C. ","inadequately","23","","","","4"
"Poor","2008","Couple + C. GT 16 ","inadequately","6","","","","4"
"Poor","2008","Couple + C. GT 16 ","general elemantary","57","0.109619605178866","0.0793051393026881","0.139934071055044","4"
"Poor","2008","Couple + C. GT 16 ","middle vocational","195","0.121070277063976","0.10553613645746","0.136604417670492","4"
"Poor","2008","Couple + C. GT 16 ","vocational + Abi","13","","","","4"
"Poor","2008","1-pers.-HH","middle vocational","309","0.182299140004674","0.163267698114081","0.201330581895268","4"
"Poor","2008","1-pers.-HH","vocational + Abi","36","0.228340016506847","0.167688287867988","0.288991745145706","4"
"Poor","2008","1-pers.-HH","higher vocational","28","","","","4"
"Poor","2008","(Married) couple without C. ","general elemantary","154","0.265465816388522","0.230735191324536","0.300196441452507","4"
"Poor","2008","(Married) couple without C. ","middle vocational","714","0.190111766826212","0.177510854319919","0.202712679332505","4"
"Poor","2008","(Married) couple without C. ","vocational + Abi","50","0.189962480860396","0.146435626947877","0.233489334772916","4"
"Poor","2008","(Married) couple without C. ","higher vocational","102","0.170270453306281","0.138742941747047","0.201797964865514","4"
"Poor","2008","(Married) couple without C. ","higher education","242","0.13955299798844","0.123491132592135","0.155614863384744","4"
"Poor","2008","Single parent ","in school","4","","","","4"
"Poor","2008","Single parent ","inadequately","6","","","","4"
"Poor","2008","Single parent ","general elemantary","27","","","","4"
"Poor","2008","Single parent ","middle vocational","73","0.125833759694901","0.0977822299546015","0.1538852894352","4"
"Poor","2008","Single parent ","vocational + Abi","8","","","","4"
"Poor","2008","Single parent ","higher vocational","6","","","","4"
"Poor","2008","Single parent ","higher education","25","","","","4"
"Poor","2008","Couple + C. LE 16 ","vocational + Abi","23","","","","4"
"Poor","2008","Couple + C. LE 16 ","higher vocational","34","0.102127929264706","0.0690529447441523","0.135202913785261","4"
"Poor","2008","Couple + C. LE 16 ","higher education","44","0.0540642550092295","0.0381837140570654","0.0699447959613936","4"
"Poor","2008","Couple + C. GT 16 ","in school","12","","","","4"
"Poor","2008","Couple + C. GT 16 ","higher vocational","18","","","","4"
"Poor","2008","Couple + C. GT 16 ","higher education","51","0.0611790359450419","0.0420663235029703","0.0802917483871134","4"
"Poor","2008","Couple + C. LE and GT 16","in school","8","","","","4"
"Poor","2008","Couple + C. LE and GT 16","inadequately","4","","","","4"
"Poor","2008","Couple + C. LE and GT 16","general elemantary","11","","","","4"
"Poor","2008","Couple + C. LE and GT 16","middle vocational","53","0.0922681652172228","0.0666958372711624","0.117840493163283","4"
"Poor","2008","Couple + C. LE and GT 16","vocational + Abi","4","","","","4"
"Poor","2008","Couple + C. LE and GT 16","higher vocational","4","","","","4"
"Poor","2008","Couple + C. LE and GT 16","higher education","12","","","","4"
"Satisfactory","2008","1-pers.-HH","vocational + Abi","50","0.261433512054047","0.19794215538958","0.324924868718514","3"
"Satisfactory","2008","(Married) couple without C. ","inadequately","26","","","","3"
"Satisfactory","2008","(Married) couple without C. ","general elemantary","223","0.353867213565295","0.31625894465662","0.391475482473971","3"
"Satisfactory","2008","1-pers.-HH","middle vocational","564","0.367690972740066","0.343923208501215","0.391458736978918","3"
"Satisfactory","2008","Single parent ","middle vocational","154","0.29985191138829","0.261098555851946","0.338605266924633","3"
"Satisfactory","2008","1-pers.-HH","inadequately","11","","","","3"
"Satisfactory","2008","Single parent ","general elemantary","54","0.241025431330395","0.180048967455503","0.302001895205287","3"
"Satisfactory","2008","Couple + C. GT 16 ","middle vocational","563","0.331559044683773","0.309140709742709","0.353977379624837","3"
"Satisfactory","2008","Couple + C. LE and GT 16","inadequately","2","","","","3"
"Satisfactory","2008","Couple + C. LE 16 ","middle vocational","430","0.295456353296752","0.272669290525503","0.318243416068001","3"
"Satisfactory","2008","Couple + C. LE 16 ","vocational + Abi","83","0.237190811894478","0.190439756477909","0.283941867311046","3"
"Satisfactory","2008","Couple + C. LE and GT 16","vocational + Abi","22","","","","3"
"Satisfactory","2008","Couple + C. GT 16 ","vocational + Abi","41","0.389115787024942","0.310567610073076","0.467663963976808","3"
"Satisfactory","2008","Couple + C. GT 16 ","higher vocational","89","0.377094300241235","0.309756691593663","0.444431908888807","3"
"Satisfactory","2008","(Married) couple without C. ","middle vocational","1445","0.396966614736211","0.381254573056917","0.412678656415506","3"
"Satisfactory","2008","(Married) couple without C. ","vocational + Abi","95","0.272613924314437","0.223202507967481","0.322025340661394","3"
"Satisfactory","2008","(Married) couple without C. ","higher vocational","221","0.407890059982318","0.366668492079618","0.449111627885019","3"
"Satisfactory","2008","(Married) couple without C. ","higher education","627","0.36548843553718","0.34316706151383","0.387809809560531","3"
"Satisfactory","2008","Single parent ","in school","9","","","","3"
"Satisfactory","2008","Single parent ","inadequately","5","","","","3"
"Satisfactory","2008","Couple + C. LE 16 ","in school","","","","","3"
"Satisfactory","2008","Couple + C. LE 16 ","inadequately","9","","","","3"
"Satisfactory","2008","Couple + C. LE 16 ","general elemantary","51","0.238852787386692","0.18172588288025","0.295979691893135","3"
"Satisfactory","2008","Couple + C. LE 16 ","higher vocational","94","0.245140047295065","0.198154912113287","0.292125182476842","3"
"Satisfactory","2008","Couple + C. LE 16 ","higher education","200","0.274693317642446","0.243348608166925","0.306038027117967","3"
"Satisfactory","2008","Couple + C. GT 16 ","higher education","211","0.374695394566218","0.336092967336557","0.413297821795879","3"
"Satisfactory","2008","Couple + C. LE and GT 16","in school","31","0.152172437942417","0.104923356653268","0.199421519231566","3"
"Satisfactory","2008","Couple + C. LE and GT 16","general elemantary","38","0.159926264788764","0.105148731938546","0.214703797638983","3"
"Satisfactory","2008","Couple + C. LE and GT 16","middle vocational","161","0.321411266973101","0.280144598375524","0.362677935570677","3"
"Satisfactory","2008","1-pers.-HH","in school","","","","","3"
"Satisfactory","2008","1-pers.-HH","general elemantary","168","0.461007027161426","0.412638447593254","0.509375606729597","3"
"Satisfactory","2008","1-pers.-HH","higher vocational","86","0.418186879357131","0.348596950370486","0.487776808343775","3"
"Satisfactory","2008","1-pers.-HH","higher education","192","0.290621353636262","0.254823526237486","0.326419181035038","3"
"Satisfactory","2008","(Married) couple without C. ","in school","","","","","3"
"Satisfactory","2008","Single parent ","vocational + Abi","15","","","","3"
"Satisfactory","2008","Single parent ","higher vocational","14","","","","3"
"Satisfactory","2008","Single parent ","higher education","40","0.330271320910608","0.25500731297312","0.405535328848096","3"
"Satisfactory","2008","Couple + C. GT 16 ","in school","28","","","","3"
"Satisfactory","2008","Couple + C. GT 16 ","inadequately","11","","","","3"
"Satisfactory","2008","Couple + C. GT 16 ","general elemantary","114","0.319385194228682","0.274144829720344","0.36462555873702","3"
"Satisfactory","2008","Couple + C. LE and GT 16","higher vocational","42","0.43732772541321","0.335407902937324","0.539247547889095","3"
"Satisfactory","2008","Couple + C. LE and GT 16","higher education","55","0.286748114620761","0.226014372790564","0.347481856450958","3"
"Very good","2008","1-pers.-HH","in school","","","","","1"
"Very good","2008","1-pers.-HH","inadequately","","","","","1"
"Very good","2008","1-pers.-HH","general elemantary","11","","","","1"
"Very good","2008","1-pers.-HH","middle vocational","107","0.0630182352539413","0.0510403308110457","0.0749961396968369","1"
"Very good","2008","1-pers.-HH","vocational + Abi","21","","","","1"
"Very good","2008","1-pers.-HH","higher vocational","9","","","","1"
"Very good","2008","1-pers.-HH","higher education","59","0.0994695452890472","0.0758730163837599","0.123066074194334","1"
"Very good","2008","(Married) couple without C. ","in school","","","","","1"
"Very good","2008","(Married) couple without C. ","inadequately","1","","","","1"
"Very good","2008","(Married) couple without C. ","general elemantary","17","","","","1"
"Very good","2008","(Married) couple without C. ","middle vocational","176","0.048902177260909","0.0419765096543929","0.0558278448674251","1"
"Very good","2008","(Married) couple without C. ","vocational + Abi","22","","","","1"
"Very good","2008","(Married) couple without C. ","higher vocational","15","","","","1"
"Very good","2008","(Married) couple without C. ","higher education","151","0.0899556643506661","0.0766936385991726","0.10321769010216","1"
"Very good","2008","Single parent ","in school","33","0.226696546919859","0.140671519037361","0.312721574802357","1"
"Very good","2008","Single parent ","inadequately","3","","","","1"
"Very good","2008","Single parent ","general elemantary","25","","","","1"
"Very good","2008","Single parent ","middle vocational","68","0.134439807969493","0.105587967166755","0.163291648772231","1"
"Very good","2008","Single parent ","vocational + Abi","5","","","","1"
"Very good","2008","Single parent ","higher vocational","2","","","","1"
"Very good","2008","Single parent ","higher education","16","","","","1"
"Very good","2008","Couple + C. LE 16 ","in school","","","","","1"
"Very good","2008","Couple + C. LE 16 ","inadequately","6","","","","1"
"Very good","2008","Couple + C. LE 16 ","general elemantary","25","","","","1"
