"m11126","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very good","2008","Couple + C. LE 16 ","middle vocational","149","0.1051932367424","0.0898701496938522","0.120516323790947","1"
"Very good","2008","Couple + C. LE 16 ","vocational + Abi","39","0.156704159172768","0.116749744567831","0.196658573777705","1"
"Very good","2008","Couple + C. LE 16 ","higher vocational","22","","","","1"
"Very good","2008","Couple + C. LE 16 ","higher education","122","0.148446473465516","0.123479248152103","0.17341369877893","1"
"Very good","2008","Couple + C. GT 16 ","in school","79","0.376990000991893","0.313665867441131","0.440314134542655","1"
"Very good","2008","Couple + C. GT 16 ","inadequately","2","","","","1"
"Very good","2008","Couple + C. GT 16 ","general elemantary","76","0.209987025365262","0.170465713491658","0.249508337238866","1"
"Very good","2008","Couple + C. GT 16 ","middle vocational","141","0.0813097855825487","0.0682946906220342","0.0943248805430633","1"
"Very good","2008","Couple + C. GT 16 ","vocational + Abi","19","","","","1"
"Very good","2008","Couple + C. GT 16 ","higher vocational","7","","","","1"
"Very good","2008","Couple + C. GT 16 ","higher education","45","0.0787704223275315","0.0572874115991217","0.100253433055941","1"
"Very good","2008","Couple + C. LE and GT 16","in school","68","0.327156707432037","0.265439469463972","0.388873945400103","1"
"Very good","2008","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Very good","2008","Couple + C. LE and GT 16","general elemantary","37","0.238423541750103","0.174741762278455","0.302105321221752","1"
"Very good","2008","Couple + C. LE and GT 16","middle vocational","49","0.110649190144593","0.082930276090695","0.138368104198491","1"
"Very good","2008","Couple + C. LE and GT 16","vocational + Abi","10","","","","1"
"Very good","2008","Couple + C. LE and GT 16","higher vocational","6","","","","1"
"Very good","2008","Couple + C. LE and GT 16","higher education","21","","","","1"
"Bad ","2009","1-pers.-HH","in school","","","","","5"
"Bad ","2009","1-pers.-HH","inadequately","3","","","","5"
"Bad ","2009","1-pers.-HH","general elemantary","42","0.0934101135938136","0.0647483517448304","0.122071875442797","5"
"Bad ","2009","1-pers.-HH","middle vocational","88","0.0562621776545201","0.0446089273776361","0.0679154279314041","5"
"Bad ","2009","1-pers.-HH","vocational + Abi","4","","","","5"
"Bad ","2009","1-pers.-HH","higher vocational","9","","","","5"
"Bad ","2009","1-pers.-HH","higher education","17","","","","5"
"Bad ","2009","(Married) couple without C. ","inadequately","9","","","","5"
"Bad ","2009","(Married) couple without C. ","general elemantary","56","0.108156561856362","0.0814108625046565","0.134902261208068","5"
"Bad ","2009","(Married) couple without C. ","vocational + Abi","15","","","","5"
"Bad ","2009","(Married) couple without C. ","higher vocational","23","","","","5"
"Bad ","2009","(Married) couple without C. ","higher education","53","0.0317569114232524","0.023512976845809","0.0400008460006957","5"
"Bad ","2009","Single parent ","in school","","","","","5"
"Bad ","2009","Single parent ","inadequately","1","","","","5"
"Bad ","2009","Single parent ","general elemantary","8","","","","5"
"Bad ","2009","Single parent ","middle vocational","16","","","","5"
"Bad ","2009","Single parent ","vocational + Abi","2","","","","5"
"Bad ","2009","Single parent ","higher vocational","2","","","","5"
"Bad ","2009","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","2009","Couple + C. LE 16 ","inadequately","2","","","","5"
"Bad ","2009","Couple + C. LE 16 ","middle vocational","18","","","","5"
"Bad ","2009","Couple + C. LE 16 ","vocational + Abi","1","","","","5"
"Bad ","2009","Couple + C. LE 16 ","higher vocational","6","","","","5"
"Bad ","2009","Couple + C. LE 16 ","higher education","10","","","","5"
"Bad ","2009","Couple + C. GT 16 ","in school","","","","","5"
"Bad ","2009","Couple + C. GT 16 ","inadequately","4","","","","5"
"Bad ","2009","Couple + C. GT 16 ","middle vocational","42","0.0302833002243217","0.021846893752228","0.0387197066964153","5"
"Bad ","2009","Couple + C. GT 16 ","vocational + Abi","1","","","","5"
"Bad ","2009","Couple + C. GT 16 ","higher education","6","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","in school","","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","inadequately","2","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","general elemantary","1","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","middle vocational","4","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Bad ","2009","Couple + C. LE and GT 16","higher education","2","","","","5"
"Bad ","2009","(Married) couple without C. ","in school","","","","","5"
"Bad ","2009","(Married) couple without C. ","middle vocational","199","0.0551785873959616","0.0476238989371823","0.0627332758547409","5"
"Bad ","2009","Single parent ","higher education","3","","","","5"
"Bad ","2009","Couple + C. LE 16 ","general elemantary","2","","","","5"
"Bad ","2009","Couple + C. GT 16 ","higher vocational","7","","","","5"
"Bad ","2009","Couple + C. GT 16 ","general elemantary","10","","","","5"
"Good","2009","1-pers.-HH","in school","1","","","","2"
"Good","2009","1-pers.-HH","inadequately","6","","","","2"
"Good","2009","1-pers.-HH","general elemantary","65","0.153622605495251","0.118107746959499","0.189137464031003","2"
"Good","2009","1-pers.-HH","middle vocational","463","0.30242667053531","0.279198334365836","0.325655006704783","2"
"Good","2009","1-pers.-HH","vocational + Abi","62","0.36554298578286","0.289728434149277","0.441357537416442","2"
"Good","2009","1-pers.-HH","higher vocational","64","0.364041239656345","0.295261752105708","0.432820727206981","2"
"Good","2009","1-pers.-HH","higher education","264","0.443012670957922","0.403592917363652","0.482432424552193","2"
"Good","2009","(Married) couple without C. ","in school","2","","","","2"
"Good","2009","(Married) couple without C. ","inadequately","6","","","","2"
"Good","2009","(Married) couple without C. ","general elemantary","117","0.190758607502317","0.156923751908564","0.224593463096069","2"
"Good","2009","(Married) couple without C. ","middle vocational","1055","0.297189519457149","0.282068110243066","0.312310928671232","2"
"Good","2009","(Married) couple without C. ","vocational + Abi","119","0.389425871904982","0.333687275879872","0.445164467930092","2"
"Good","2009","(Married) couple without C. ","higher vocational","153","0.352504416249234","0.311202783753574","0.393806048744894","2"
"Good","2009","(Married) couple without C. ","higher education","684","0.398376387839043","0.375360250724969","0.421392524953116","2"
"Good","2009","Single parent ","in school","41","0.488671408288575","0.373209070519052","0.604133746058097","2"
"Good","2009","Single parent ","inadequately","3","","","","2"
"Good","2009","Single parent ","general elemantary","69","0.354888999072279","0.284989295983413","0.424788702161145","2"
"Good","2009","Single parent ","middle vocational","192","0.380687447002041","0.337204441548925","0.424170452455156","2"
"Good","2009","Single parent ","vocational + Abi","14","","","","2"
"Good","2009","Single parent ","higher vocational","19","","","","2"
"Good","2009","Single parent ","higher education","63","0.429576838478796","0.350882171576778","0.508271505380814","2"
"Good","2009","Couple + C. LE 16 ","in school","","","","","2"
"Good","2009","Couple + C. LE 16 ","inadequately","10","","","","2"
"Good","2009","Couple + C. LE 16 ","general elemantary","80","0.453747533555413","0.381218373550757","0.52627669356007","2"
"Good","2009","Couple + C. LE 16 ","middle vocational","697","0.46187930705935","0.435363655385221","0.488394958733479","2"
"Good","2009","Couple + C. LE 16 ","vocational + Abi","153","0.527143094012985","0.469179568888355","0.585106619137615","2"
"Good","2009","Couple + C. LE 16 ","higher vocational","129","0.439128503195792","0.381712277371923","0.496544729019662","2"
"Good","2009","Couple + C. GT 16 ","middle vocational","699","0.437575417893004","0.413152808531141","0.461998027254867","2"
"Good","2009","Couple + C. GT 16 ","vocational + Abi","70","0.502626456897468","0.420098223785984","0.585154690008951","2"
"Good","2009","Couple + C. GT 16 ","higher vocational","76","0.349845938974913","0.285032810971631","0.414659066978196","2"
"Good","2009","Couple + C. GT 16 ","higher education","279","0.432974850577636","0.392719918790929","0.473229782364343","2"
"Good","2009","Couple + C. LE and GT 16","in school","108","0.516427215177943","0.449783883343205","0.583070547012681","2"
"Good","2009","Couple + C. LE and GT 16","inadequately","4","","","","2"
"Good","2009","Couple + C. LE and GT 16","general elemantary","72","0.450963328804867","0.371597983971754","0.530328673637979","2"
"Good","2009","Couple + C. LE and GT 16","middle vocational","220","0.407980102436651","0.364553766995827","0.451406437877476","2"
"Good","2009","Couple + C. LE and GT 16","vocational + Abi","32","0.448040079530525","0.330702871512713","0.565377287548336","2"
"Good","2009","Couple + C. LE and GT 16","higher vocational","40","0.58599604366155","0.476688439018959","0.695303648304141","2"
"Good","2009","Couple + C. LE and GT 16","higher education","120","0.549078061757835","0.48145666267214","0.61669946084353","2"
"Good","2009","Couple + C. LE 16 ","higher education","384","0.527463816896152","0.490637387599531","0.564290246192773","2"
"Good","2009","Couple + C. GT 16 ","in school","96","0.541818415422959","0.474106964591768","0.60952986625415","2"
"Good","2009","Couple + C. GT 16 ","inadequately","10","","","","2"
"Good","2009","Couple + C. GT 16 ","general elemantary","144","0.414607319779439","0.363787090917858","0.46542754864102","2"
"Poor","2009","1-pers.-HH","inadequately","5","","","","4"
"Poor","2009","1-pers.-HH","general elemantary","111","0.264773018742257","0.221317185699212","0.308228851785302","4"
"Poor","2009","1-pers.-HH","in school","","","","","4"
"Poor","2009","1-pers.-HH","middle vocational","299","0.194667154798301","0.174643323789735","0.214690985806867","4"
"Poor","2009","1-pers.-HH","vocational + Abi","25","","","","4"
"Poor","2009","1-pers.-HH","higher vocational","36","0.195639057790341","0.138933916779851","0.25234419880083","4"
"Poor","2009","1-pers.-HH","higher education","77","0.115453258568165","0.0900934094984991","0.140813107637831","4"
"Poor","2009","(Married) couple without C. ","in school","","","","","4"
"Poor","2009","(Married) couple without C. ","inadequately","20","","","","4"
"Poor","2009","(Married) couple without C. ","vocational + Abi","37","0.135746673058876","0.0965941681141269","0.174899178003625","4"
"Poor","2009","(Married) couple without C. ","higher vocational","92","0.188950985187937","0.155108311818262","0.222793658557613","4"
"Poor","2009","(Married) couple without C. ","higher education","239","0.14993896880442","0.133154580489323","0.166723357119517","4"
"Poor","2009","Single parent ","in school","1","","","","4"
"Poor","2009","Single parent ","inadequately","6","","","","4"
"Poor","2009","Single parent ","general elemantary","26","","","","4"
"Poor","2009","Single parent ","middle vocational","53","0.111493474693589","0.0833073499034756","0.139679599483702","4"
"Poor","2009","Single parent ","vocational + Abi","6","","","","4"
"Poor","2009","Single parent ","higher vocational","6","","","","4"
"Poor","2009","Single parent ","higher education","21","","","","4"
"Poor","2009","Couple + C. LE 16 ","in school","","","","","4"
"Poor","2009","Couple + C. LE 16 ","inadequately","2","","","","4"
"Poor","2009","Couple + C. LE 16 ","general elemantary","25","","","","4"
"Poor","2009","Couple + C. LE 16 ","middle vocational","121","0.0968719813823329","0.0811404154269993","0.112603547337666","4"
"Poor","2009","Couple + C. LE 16 ","vocational + Abi","21","","","","4"
"Poor","2009","Couple + C. LE 16 ","higher vocational","24","","","","4"
"Poor","2009","Couple + C. LE 16 ","higher education","36","0.0531490359511966","0.0366014651079419","0.0696966067944513","4"
"Poor","2009","Couple + C. GT 16 ","in school","7","","","","4"
"Poor","2009","Couple + C. GT 16 ","middle vocational","190","0.115666675634188","0.0999215699502644","0.131411781318112","4"
"Poor","2009","Couple + C. GT 16 ","vocational + Abi","14","","","","4"
"Poor","2009","Couple + C. GT 16 ","higher vocational","29","","","","4"
"Poor","2009","Couple + C. GT 16 ","higher education","51","0.107483558441569","0.0823203665569888","0.132646750326148","4"
"Poor","2009","Couple + C. LE and GT 16","in school","7","","","","4"
"Poor","2009","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Poor","2009","Couple + C. LE and GT 16","general elemantary","9","","","","4"
"Poor","2009","Couple + C. LE and GT 16","middle vocational","53","0.0917945554995968","0.066281289807349","0.117307821191845","4"
"Poor","2009","Couple + C. LE and GT 16","vocational + Abi","3","","","","4"
"Poor","2009","Couple + C. LE and GT 16","higher vocational","5","","","","4"
