"m11126","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Poor","2011","16-34 y.","Rural Area","169","0.0537845624403027","0.0450627776973115","0.0625063471832939","4"
"Poor","2011","35-65 y.","Urban Area","1403","0.148762635142373","0.141974827400212","0.155550442884535","4"
"Poor","2011","35-65 y.","Rural Area","800","0.154625153358994","0.145386399443658","0.16386390727433","4"
"Poor","2011","66 and older","Rural Area","400","0.225589186414472","0.206285685614662","0.244892687214282","4"
"Poor","2011","66 and older","Urban Area","806","0.261652331572617","0.246880391623595","0.276424271521639","4"
"Satisfactory","2011","16-34 y.","Rural Area","558","0.249627096472439","0.232894398829827","0.266359794115051","3"
"Satisfactory","2011","16-34 y.","Urban Area","943","0.189908145928571","0.178779641499775","0.201036650357368","3"
"Satisfactory","2011","35-65 y.","Urban Area","3331","0.332806588297081","0.323818256528532","0.34179492006563","3"
"Satisfactory","2011","35-65 y.","Rural Area","1930","0.356077600952075","0.343841649063887","0.368313552840263","3"
"Satisfactory","2011","66 and older","Urban Area","1322","0.381338736589069","0.365014732352493","0.397662740825644","3"
"Satisfactory","2011","66 and older","Rural Area","823","0.462274574050921","0.439248413721863","0.485300734379978","3"
"Very good","2011","16-34 y.","Urban Area","1101","0.249371110671024","0.237095769233531","0.261646452108516","1"
"Very good","2011","16-34 y.","Rural Area","559","0.218232910278173","0.202263813847039","0.234202006709307","1"
"Very good","2011","35-65 y.","Urban Area","1056","0.0862667829138214","0.0809114216859861","0.0916221441416568","1"
"Very good","2011","35-65 y.","Rural Area","448","0.0582819864017623","0.0522954410295633","0.0642685317739613","1"
"Very good","2011","66 and older","Urban Area","120","0.027246178694376","0.0217747713616374","0.0327175860271147","1"
"Very good","2011","66 and older","Rural Area","30","0.0185284891118746","0.012300467845316","0.0247565103784333","1"
"Bad ","2012","16-34 y.","Urban Area","49","0.00748056015433029","0.0049663584512815","0.00999476185737908","5"
"Bad ","2012","16-34 y.","Rural Area","30","0.0119824076376266","0.00760555305746563","0.0163592622177876","5"
"Bad ","2012","35-65 y.","Urban Area","325","0.0346418416083667","0.0310906863575016","0.0381929968592318","5"
"Bad ","2012","35-65 y.","Rural Area","209","0.0410459946160005","0.0359930077412789","0.0460989814907221","5"
"Bad ","2012","66 and older","Urban Area","232","0.075965074397431","0.067063469920314","0.084866678874548","5"
"Bad ","2012","66 and older","Rural Area","119","0.0659190978780708","0.054617874118468","0.0772203216376736","5"
"Good","2012","16-34 y.","Rural Area","1167","0.471900065365262","0.451818812293533","0.491981318436992","2"
"Good","2012","16-34 y.","Urban Area","2202","0.491095904294557","0.476508948236676","0.505682860352438","2"
"Good","2012","35-65 y.","Urban Area","4448","0.406377186462082","0.396839459426317","0.415914913497846","2"
"Good","2012","35-65 y.","Rural Area","2526","0.397933705917838","0.385467295805163","0.410400116030513","2"
"Good","2012","66 and older","Urban Area","873","0.235217726530692","0.220967523664053","0.249467929397332","2"
"Good","2012","66 and older","Rural Area","471","0.231918639777394","0.212696619089308","0.25114066046548","2"
"Poor","2012","16-34 y.","Urban Area","287","0.0593418046981727","0.0524479862439092","0.0662356231524362","4"
"Poor","2012","16-34 y.","Rural Area","157","0.0688347911471941","0.0586506337265292","0.079018948567859","4"
"Poor","2012","35-65 y.","Urban Area","1288","0.137069663126814","0.130391093173957","0.14374823307967","4"
"Poor","2012","35-65 y.","Rural Area","746","0.136565042935285","0.127819264393569","0.145310821477001","4"
"Poor","2012","66 and older","Urban Area","766","0.240276446894199","0.225921535624022","0.254631358164376","4"
"Poor","2012","66 and older","Rural Area","408","0.239511153893754","0.220073811016096","0.258948496771413","4"
"Satisfactory","2012","16-34 y.","Urban Area","905","0.203225208994458","0.191483802401278","0.214966615587638","3"
"Satisfactory","2012","16-34 y.","Rural Area","515","0.21178722641877","0.195351861568963","0.228222591268577","3"
"Satisfactory","2012","35-65 y.","Urban Area","3246","0.344072673389834","0.334847428765648","0.35329791801402","3"
"Satisfactory","2012","35-65 y.","Rural Area","1983","0.359893628365021","0.347669242683087","0.372118014046955","3"
"Satisfactory","2012","66 and older","Rural Area","804","0.433890095694568","0.411318209873237","0.456461981515899","3"
"Satisfactory","2012","66 and older","Urban Area","1420","0.415355667378474","0.39879899485732","0.431912339899628","3"
"Very good","2012","16-34 y.","Urban Area","1069","0.238856521858482","0.226415233308611","0.251297810408352","1"
"Very good","2012","16-34 y.","Rural Area","505","0.235495509431147","0.218427256531743","0.252563762330551","1"
"Very good","2012","35-65 y.","Urban Area","880","0.0778386354129035","0.0726359686918584","0.0830413021339485","1"
"Very good","2012","35-65 y.","Rural Area","458","0.0645616281658551","0.0583025738985495","0.0708206824331607","1"
"Very good","2012","66 and older","Rural Area","50","0.0287610127562133","0.02114911859743","0.0363729069149966","1"
"Very good","2012","66 and older","Urban Area","112","0.0331850847992041","0.0271669729752887","0.0392031966231196","1"
"Bad ","2013","16-34 y.","Urban Area","62","0.00934596020228707","0.00687453388454114","0.011817386520033","5"
"Bad ","2013","16-34 y.","Rural Area","32","0.01325754576994","0.00887127963010065","0.0176438119097794","5"
"Bad ","2013","35-65 y.","Urban Area","433","0.0409852070199543","0.0373745808100705","0.044595833229838","5"
"Bad ","2013","35-65 y.","Rural Area","213","0.0428065043582082","0.0377561125801001","0.0478568961363163","5"
"Bad ","2013","66 and older","Urban Area","252","0.0862880436463819","0.076756894654544","0.0958191926382198","5"
"Bad ","2013","66 and older","Rural Area","111","0.0661583700343502","0.054585388879483","0.0777313511892175","5"
"Good","2013","16-34 y.","Urban Area","2730","0.473892227769622","0.46106739095441","0.486717064584835","2"
"Good","2013","16-34 y.","Rural Area","1234","0.47026581627395","0.451124922652453","0.489406709895448","2"
"Good","2013","35-65 y.","Urban Area","4723","0.377756396465965","0.36892676769628","0.38658602523565","2"
"Good","2013","66 and older","Urban Area","863","0.249318285530276","0.234633409730274","0.264003161330278","2"
"Good","2013","35-65 y.","Rural Area","2541","0.393301335195643","0.381113697151993","0.405488973239292","2"
"Good","2013","66 and older","Rural Area","437","0.224022170378585","0.204609450442211","0.243434890314959","2"
"Poor","2013","16-34 y.","Urban Area","375","0.062610742198285","0.0563883252582329","0.068833159138337","4"
"Poor","2013","16-34 y.","Rural Area","176","0.0608050454658213","0.0516405367432435","0.069969554188399","4"
"Poor","2013","35-65 y.","Urban Area","1614","0.15352386326554","0.146958608016636","0.160089118514444","4"
"Poor","2013","35-65 y.","Rural Area","871","0.144126540476452","0.135363656157054","0.15288942479585","4"
"Poor","2013","66 and older","Urban Area","757","0.234103410108511","0.219730184874697","0.248476635342326","4"
"Poor","2013","66 and older","Rural Area","381","0.226956063678402","0.207453611733449","0.246458515623355","4"
"Satisfactory","2013","16-34 y.","Urban Area","1099","0.196536953791835","0.186330385172763","0.206743522410907","3"
"Satisfactory","2013","16-34 y.","Rural Area","520","0.200453489861454","0.185100598332984","0.215806381389924","3"
"Satisfactory","2013","35-65 y.","Urban Area","3663","0.343991109682023","0.335339741748234","0.352642477615811","3"
"Satisfactory","2013","35-65 y.","Rural Area","2046","0.356193105934318","0.344245225055036","0.368140986813599","3"
"Satisfactory","2013","66 and older","Rural Area","792","0.451438721480085","0.428268605365127","0.474608837595043","3"
"Satisfactory","2013","66 and older","Urban Area","1363","0.402836080710897","0.386187536868878","0.419484624552916","3"
"Very good","2013","16-34 y.","Urban Area","1557","0.257614116037971","0.246381669065575","0.268846563010366","1"
"Very good","2013","16-34 y.","Rural Area","650","0.255218102628834","0.238498274891589","0.27193793036608","1"
"Very good","2013","35-65 y.","Urban Area","1149","0.0837434235665183","0.0786986669464495","0.0887881801865871","1"
"Very good","2013","35-65 y.","Rural Area","500","0.0635725140353799","0.0574849703993927","0.0696600576713671","1"
"Very good","2013","66 and older","Urban Area","99","0.0274541800039341","0.0219076091208563","0.0330007508870119","1"
"Very good","2013","66 and older","Rural Area","51","0.0314246744285781","0.0233016393946038","0.0395477094625523","1"
"Bad ","2014","16-34 y.","Urban Area","52","0.00948885153287693","0.00677270861267351","0.0122049944530804","5"
"Bad ","2014","16-34 y.","Rural Area","23","","","","5"
"Bad ","2014","35-65 y.","Urban Area","345","0.0360924517938686","0.0324600767050031","0.0397248268827342","5"
"Bad ","2014","35-65 y.","Rural Area","186","0.0384428633045608","0.0333501240545164","0.0435356025546052","5"
"Bad ","2014","66 and older","Urban Area","231","0.0784173731056185","0.0691594002844334","0.0876753459268036","5"
"Bad ","2014","66 and older","Rural Area","117","0.0654685747477138","0.0539322854194425","0.0770048640759851","5"
"Good","2014","16-34 y.","Urban Area","2376","0.487607064984694","0.473603046680069","0.501611083289319","2"
"Good","2014","16-34 y.","Rural Area","1088","0.475233387165539","0.454626370919008","0.49584040341207","2"
"Good","2014","35-65 y.","Urban Area","4177","0.38579449963264","0.376314688784784","0.395274310480497","2"
"Good","2014","35-65 y.","Rural Area","2261","0.398286889012855","0.385319612501373","0.411254165524337","2"
"Good","2014","66 and older","Urban Area","810","0.230334168653109","0.215834004985605","0.244834332320613","2"
"Good","2014","66 and older","Rural Area","443","0.223639705003789","0.20420585461707","0.243073555390508","2"
"Poor","2014","16-34 y.","Urban Area","341","0.0650292763304216","0.0581210020017368","0.0719375506591064","4"
"Poor","2014","35-65 y.","Urban Area","1444","0.158324351785353","0.151215310345385","0.165433393225322","4"
"Poor","2014","16-34 y.","Rural Area","166","0.0872253767842359","0.0755819249989976","0.0988688285694743","4"
"Poor","2014","35-65 y.","Rural Area","748","0.14707556356375","0.137693862977769","0.156457264149731","4"
"Poor","2014","66 and older","Urban Area","779","0.243218483486925","0.228443528605766","0.257993438368084","4"
"Poor","2014","66 and older","Rural Area","389","0.234137990976206","0.214388134291252","0.253887847661159","4"
"Satisfactory","2014","16-34 y.","Urban Area","952","0.192297603729329","0.181256087112169","0.203339120346489","3"
"Satisfactory","2014","16-34 y.","Rural Area","487","0.194762130955437","0.178420594104858","0.211103667806017","3"
"Satisfactory","2014","35-65 y.","Urban Area","3320","0.342991274805226","0.333746594223594","0.352235955386857","3"
"Satisfactory","2014","35-65 y.","Rural Area","1879","0.348401207823834","0.335780433805332","0.361021981842335","3"
"Satisfactory","2014","66 and older","Urban Area","1318","0.417227409611613","0.400245810215633","0.434209009007593","3"
"Satisfactory","2014","66 and older","Rural Area","771","0.448791117197551","0.425594055827343","0.47198817856776","3"
"Very good","2014","16-34 y.","Urban Area","1173","0.245577203422678","0.233518030166909","0.257636376678448","1"
"Very good","2014","16-34 y.","Rural Area","492","0.231438025982202","0.214034576050857","0.248841475913546","1"
"Very good","2014","35-65 y.","Urban Area","843","0.0767974219829122","0.0716119698402294","0.0819828741255951","1"
"Very good","2014","35-65 y.","Rural Area","401","0.0677934762950001","0.0611345217514722","0.074452430838528","1"
"Very good","2014","66 and older","Urban Area","101","0.0308025651427348","0.0248522195863404","0.0367529106991292","1"
"Very good","2014","66 and older","Rural Area","46","0.0279626120747404","0.0202733777645668","0.0356518463849139","1"
"Bad ","2015","16-34 y.","Urban Area","39","0.00925199499751702","0.00660484009268521","0.0118991499023488","5"
"Bad ","2015","16-34 y.","Rural Area","25","","","","5"
"Bad ","2015","35-65 y.","Urban Area","320","0.0389985825754257","0.0351849499497338","0.0428122152011176","5"
"Bad ","2015","35-65 y.","Rural Area","190","0.0410551003933869","0.035737787973935","0.0463724128128387","5"
"Bad ","2015","66 and older","Urban Area","214","0.0763758320543146","0.0671518384292504","0.0855998256793789","5"
"Bad ","2015","66 and older","Rural Area","118","0.076431906558736","0.0640508992058581","0.088812913911614","5"
"Good","2015","16-34 y.","Rural Area","1100","0.494264408456046","0.473592147279836","0.514936669632257","2"
"Good","2015","16-34 y.","Urban Area","2405","0.479929940125788","0.466116561813477","0.493743318438098","2"
"Good","2015","35-65 y.","Urban Area","4086","0.379923953364133","0.370362514681524","0.389485392046743","2"
"Good","2015","35-65 y.","Rural Area","2207","0.393335513999854","0.380244669673924","0.406426358325785","2"
"Good","2015","66 and older","Urban Area","824","0.253030709141393","0.237932293986509","0.268129124296277","2"
"Good","2015","66 and older","Rural Area","438","0.236857228243686","0.217045133622035","0.256669322865336","2"
"Poor","2015","16-34 y.","Urban Area","346","0.0656669643245971","0.0588183236576836","0.0725156049915107","4"
"Poor","2015","16-34 y.","Rural Area","148","0.0765949641309035","0.0655987602701581","0.0875911679916489","4"
"Poor","2015","35-65 y.","Urban Area","1390","0.147851811205827","0.140859458671547","0.154844163740107","4"
"Poor","2015","35-65 y.","Rural Area","724","0.149970406874349","0.14040217701867","0.159538636730028","4"
"Poor","2015","66 and older","Urban Area","757","0.244586441174312","0.229658430069013","0.25951445227961","4"
"Poor","2015","66 and older","Rural Area","385","0.235489469777641","0.215716966494363","0.255261973060918","4"
"Satisfactory","2015","16-34 y.","Urban Area","930","0.194613158037119","0.183666830902265","0.205559485171973","3"
"Satisfactory","2015","16-34 y.","Rural Area","471","0.199526488825719","0.183002293597249","0.216050684054188","3"
"Satisfactory","2015","35-65 y.","Urban Area","3215","0.349263310144145","0.339871883758208","0.358654736530082","3"
"Satisfactory","2015","35-65 y.","Rural Area","1788","0.347630687856727","0.334868721140264","0.36039265457319","3"
"Satisfactory","2015","66 and older","Rural Area","791","0.428960649438555","0.405897111962064","0.452024186915047","3"
"Satisfactory","2015","66 and older","Urban Area","1304","0.398159256094304","0.381158721681958","0.41515979050665","3"
"Very good","2015","16-34 y.","Urban Area","1305","0.250537942514979","0.238556982003644","0.262518903026313","1"
"Very good","2015","16-34 y.","Rural Area","503","0.216328902031906","0.19930454404954","0.233353260014271","1"
"Very good","2015","35-65 y.","Urban Area","888","0.0839623427104693","0.0784990890367342","0.0894255963842043","1"
"Very good","2015","35-65 y.","Rural Area","440","0.068008290875683","0.0612614767290247","0.0747551050223412","1"
"Very good","2015","66 and older","Urban Area","86","0.0278477615356762","0.0221335586176784","0.033561964453674","1"
"Very good","2015","66 and older","Rural Area","37","0.0222607459813825","0.0153858590915788","0.0291356328711862","1"
"Bad ","2016","16-34 y.","Urban Area","94","0.0113370011879484","0.00865167039550599","0.0140223319803907","5"
"Bad ","2016","16-34 y.","Rural Area","46","0.0129958255336629","0.00878501938353732","0.0172066316837884","5"
"Bad ","2016","35-65 y.","Urban Area","382","0.0346019015812472","0.0310758358433007","0.0381279673191937","5"
"Bad ","2016","35-65 y.","Rural Area","213","0.0420839951900967","0.0367699950215126","0.0473979953586807","5"
"Bad ","2016","66 and older","Urban Area","220","0.0833304360151802","0.0735586253447394","0.093102246685621","5"
"Bad ","2016","66 and older","Rural Area","104","0.0639358026151352","0.0524079101267075","0.0754636951035628","5"
"Good","2016","16-34 y.","Urban Area","2566","0.491487293166409","0.478806932470896","0.504167653861923","2"
"Good","2016","16-34 y.","Rural Area","1232","0.500859849587444","0.482270115404479","0.519449583770408","2"
"Good","2016","35-65 y.","Rural Area","2269","0.400258765973675","0.387291400582379","0.413226131364971","2"
"Good","2016","35-65 y.","Urban Area","4057","0.384295562797389","0.374911173215493","0.393679952379284","2"
"Good","2016","66 and older","Urban Area","789","0.249905798498791","0.234597994899834","0.265213602097747","2"
"Good","2016","66 and older","Rural Area","451","0.243235635911465","0.223018530413539","0.26345274140939","2"
"Poor","2016","16-34 y.","Urban Area","432","0.0755432778692613","0.0688403312558915","0.082246224482631","4"
"Poor","2016","16-34 y.","Rural Area","196","0.0775103462606689","0.0675685603167326","0.0874521322046052","4"
"Poor","2016","35-65 y.","Rural Area","761","0.15191612635228","0.142416189695592","0.161416063008969","4"
"Poor","2016","35-65 y.","Urban Area","1508","0.158078784859758","0.151040615338472","0.165116954381044","4"
"Poor","2016","66 and older","Rural Area","376","0.230026264802316","0.210194940863182","0.24985758874145","4"
"Poor","2016","66 and older","Urban Area","684","0.23630018998116","0.2212805270098","0.251319852952521","4"
"Satisfactory","2016","16-34 y.","Urban Area","986","0.187108843619739","0.177216756963572","0.197000930275905","3"
"Satisfactory","2016","16-34 y.","Rural Area","491","0.182658082121644","0.168292436443401","0.197023727799886","3"
"Satisfactory","2016","35-65 y.","Urban Area","3232","0.346274070581222","0.337095077474172","0.355453063688273","3"
"Satisfactory","2016","35-65 y.","Rural Area","1779","0.352887877147056","0.3402402950984","0.365535459195712","3"
"Satisfactory","2016","66 and older","Rural Area","757","0.436717566389125","0.413345964826729","0.46008916795152","3"
"Satisfactory","2016","66 and older","Urban Area","1296","0.406297505042038","0.388932563500282","0.423662446583793","3"
"Very good","2016","16-34 y.","Urban Area","1893","0.234523584156642","0.223776671378213","0.245270496935072","1"
"Very good","2016","16-34 y.","Rural Area","814","0.225975896496581","0.210426550794304","0.241525242198858","1"
"Very good","2016","35-65 y.","Urban Area","1142","0.0767496801803837","0.0716141507476417","0.0818852096131258","1"
"Very good","2016","35-65 y.","Rural Area","462","0.0528532353368918","0.0469315708586345","0.0587748998151491","1"
"Very good","2016","66 and older","Urban Area","84","0.0241660704628312","0.0187365960999062","0.0295955448257562","1"
"Very good","2016","66 and older","Rural Area","42","0.0260847302819596","0.0185740581787184","0.0335954023852008","1"
"Bad ","2017","16-34 y.","Urban Area","69","0.00568308477530292","0.00391920812736947","0.00744696142323637","5"
"Bad ","2017","16-34 y.","Rural Area","42","0.0167670541919922","0.0122667616552005","0.0212673467287838","5"
"Bad ","2017","35-65 y.","Urban Area","416","0.0377916507968121","0.0343011032876503","0.0412821983059739","5"
"Bad ","2017","35-65 y.","Rural Area","207","0.0376241424102659","0.0328933576496007","0.042354927170931","5"
"Bad ","2017","66 and older","Urban Area","194","0.0666552040726532","0.058005152008266","0.0753052561370403","5"
"Bad ","2017","66 and older","Rural Area","123","0.0617495506183757","0.0508778064968992","0.0726212947398522","5"
"Good","2017","16-34 y.","Urban Area","2963","0.458787095308832","0.447094702476466","0.470479488141198","2"
"Good","2017","16-34 y.","Rural Area","1375","0.51009901046838","0.492577741792592","0.527620279144168","2"
"Good","2017","35-65 y.","Urban Area","4526","0.384985267398063","0.376078381756469","0.393892153039657","2"
"Good","2017","35-65 y.","Rural Area","2571","0.395701355618174","0.383544056461584","0.407858654774765","2"
"Good","2017","66 and older","Urban Area","867","0.249388298960158","0.234383632817703","0.264392965102612","2"
"Good","2017","66 and older","Rural Area","489","0.245719383878673","0.226274331674828","0.265164436082519","2"
"Poor","2017","16-34 y.","Rural Area","194","0.0758776145520047","0.066596380384273","0.0851588487197363","4"
"Poor","2017","16-34 y.","Urban Area","499","0.0786956434096337","0.0723774831553652","0.0850138036639022","4"
"Poor","2017","35-65 y.","Urban Area","1633","0.1497054949156","0.143174721467081","0.156236268364119","4"
"Poor","2017","35-65 y.","Rural Area","854","0.156975961677232","0.147931888244188","0.166020035110277","4"
"Poor","2017","66 and older","Urban Area","675","0.235799079113444","0.221077463776614","0.250520694450274","4"
"Poor","2017","66 and older","Rural Area","382","0.225929409192989","0.207040816655273","0.244818001730705","4"
"Satisfactory","2017","16-34 y.","Urban Area","1155","0.20225980173525","0.1928344133152","0.2116851901553","3"
"Satisfactory","2017","16-34 y.","Rural Area","564","0.19208403441067","0.178276603460017","0.205891465361323","3"
"Satisfactory","2017","35-65 y.","Rural Area","2018","0.350399445751464","0.338538142123755","0.362260749379173","3"
"Satisfactory","2017","35-65 y.","Urban Area","3599","0.344137262739453","0.335440985231774","0.352833540247131","3"
"Satisfactory","2017","66 and older","Urban Area","1345","0.413365607470557","0.39628782153749","0.430443393403623","3"
"Satisfactory","2017","66 and older","Rural Area","856","0.450234994311957","0.427763544105207","0.472706444518707","3"
"Very good","2017","16-34 y.","Urban Area","2291","0.254574374770981","0.244352672393435","0.264796077148528","1"
"Very good","2017","16-34 y.","Rural Area","952","0.205172286376953","0.191018260013752","0.219326312740154","1"
"Very good","2017","35-65 y.","Urban Area","1291","0.0833803241500722","0.0783198939512674","0.088440754348877","1"
"Very good","2017","35-65 y.","Rural Area","565","0.0592990945428633","0.053427212312226","0.0651709767735006","1"
"Very good","2017","66 and older","Urban Area","113","0.0347918103831885","0.0284366041553432","0.0411470166110337","1"
"Very good","2017","66 and older","Rural Area","33","0.0163666619980053","0.0106358045250896","0.022097519470921","1"
"Bad ","2018","16-34 y.","Urban Area","70","0.0115291333988197","0.00887530487809395","0.0141829619195455","5"
"Bad ","2018","16-34 y.","Rural Area","32","0.0133957749887911","0.00907303932359552","0.0177185106539867","5"
"Bad ","2018","35-65 y.","Urban Area","388","0.0364875403584764","0.0329503547782886","0.0400247259386642","5"
"Bad ","2018","35-65 y.","Rural Area","207","0.0401511345501625","0.0351110402956812","0.0451912288046438","5"
"Bad ","2018","66 and older","Urban Area","187","0.0614933401631566","0.0531944441310364","0.0697922361952768","5"
"Bad ","2018","66 and older","Rural Area","116","0.0594448276347682","0.0487391916620692","0.0701504636074671","5"
"Good","2018","16-34 y.","Rural Area","1171","0.494947446775429","0.476147738877842","0.513747154673017","2"
"Good","2018","16-34 y.","Urban Area","2541","0.450946994544298","0.438577200375432","0.463316788713164","2"
"Good","2018","35-65 y.","Urban Area","4309","0.393316270385653","0.384100980226187","0.40253156054512","2"
"Good","2018","35-65 y.","Rural Area","2352","0.396755027492639","0.384194832134409","0.409315222850869","2"
"Good","2018","66 and older","Rural Area","477","0.235906086972066","0.216683747568429","0.255128426375703","2"
"Good","2018","66 and older","Urban Area","907","0.263072192178101","0.247861900336436","0.278282484019765","2"
"Poor","2018","16-34 y.","Urban Area","402","0.0753126809248297","0.0687523749899448","0.0818729868597146","4"
"Poor","2018","16-34 y.","Rural Area","164","0.0738998471340708","0.0640630430958245","0.0837366511723171","4"
"Poor","2018","35-65 y.","Urban Area","1445","0.147991225251941","0.141292426961181","0.1546900235427","4"
"Poor","2018","66 and older","Urban Area","700","0.22637140038945","0.211914851154065","0.240827949624836","4"
"Poor","2018","66 and older","Rural Area","374","0.203238851543695","0.185019591344487","0.221458111742903","4"
"Poor","2018","35-65 y.","Rural Area","800","0.140305527284584","0.131388958239845","0.149222096329323","4"
"Satisfactory","2018","16-34 y.","Rural Area","507","0.19140882162995","0.176616077474164","0.206201565785735","3"
"Satisfactory","2018","16-34 y.","Urban Area","1090","0.198643212879525","0.188724794737943","0.208561631021107","3"
"Satisfactory","2018","35-65 y.","Urban Area","3397","0.333449447332417","0.324555625367693","0.342343269297142","3"
"Satisfactory","2018","35-65 y.","Rural Area","1920","0.363146010229574","0.350799367111442","0.375492653347706","3"
"Satisfactory","2018","66 and older","Rural Area","867","0.47649945893773","0.453886725090534","0.499112192784926","3"
"Satisfactory","2018","66 and older","Urban Area","1313","0.418182853539234","0.401143074000183","0.435222633078285","3"
"Very good","2018","16-34 y.","Urban Area","2113","0.263567978252528","0.252615680480352","0.274520276024703","1"
"Very good","2018","16-34 y.","Rural Area","843","0.226348109471759","0.210613190778919","0.2420830281646","1"
"Very good","2018","35-65 y.","Urban Area","1255","0.0887555166715125","0.0833904883555561","0.0941205449874689","1"
"Very good","2018","35-65 y.","Rural Area","549","0.0596423004430408","0.0535621817845013","0.0657224191015802","1"
"Very good","2018","66 and older","Urban Area","112","0.0308802137300584","0.0249041326416032","0.0368562948185137","1"
"Very good","2018","66 and older","Rural Area","40","0.0249107749117409","0.0178544414639645","0.0319671083595174","1"
"Bad ","2019","16-34 y.","Urban Area","70","0.0168880089841107","0.0133363171181727","0.0204397008500487","5"
"Bad ","2019","16-34 y.","Rural Area","24","","","","5"
"Bad ","2019","35-65 y.","Urban Area","303","0.030632415234288","0.027302296658511","0.0339625338100649","5"
"Bad ","2019","35-65 y.","Rural Area","165","0.033593150106221","0.0289811053940312","0.0382051948184107","5"
"Bad ","2019","66 and older","Urban Area","177","0.0619509495006388","0.0534429459211292","0.0704589530801485","5"
"Bad ","2019","66 and older","Rural Area","108","0.0549265695802746","0.0447141614669783","0.065138977693571","5"
"Good","2019","16-34 y.","Urban Area","2201","0.492157547410689","0.478377169289143","0.505937925532236","2"
"Good","2019","16-34 y.","Rural Area","1088","0.505262720017258","0.484900517155401","0.525624922879116","2"
"Good","2019","35-65 y.","Urban Area","4330","0.405342692090226","0.395854807681872","0.41483057649858","2"
"Good","2019","35-65 y.","Rural Area","2442","0.401228077932861","0.388681811208392","0.413774344657331","2"
"Good","2019","66 and older","Rural Area","519","0.234757978296622","0.215759722420071","0.253756234173173","2"
"Good","2019","66 and older","Urban Area","904","0.26809833775584","0.252464545606369","0.283732129905312","2"
"Poor","2019","16-34 y.","Urban Area","307","0.0619617287826773","0.0553163980484178","0.0686070595169367","4"
"Poor","2019","16-34 y.","Rural Area","153","0.0767249144688934","0.0658853313946286","0.0875644975431581","4"
"Poor","2019","35-65 y.","Urban Area","1332","0.155197719980272","0.148200185646408","0.162195254314135","4"
"Poor","2019","35-65 y.","Rural Area","770","0.147060817814029","0.13799523634649","0.156126399281568","4"
"Poor","2019","66 and older","Rural Area","386","0.235475435755462","0.216457092847803","0.25449377866312","4"
"Poor","2019","66 and older","Urban Area","592","0.208832060193513","0.194486291210234","0.223177829176791","4"
"Satisfactory","2019","16-34 y.","Rural Area","419","0.200544760462459","0.184237479643737","0.216852041281181","3"
"Satisfactory","2019","16-34 y.","Urban Area","872","0.192209761245232","0.181348467023632","0.203071055466832","3"
"Satisfactory","2019","35-65 y.","Urban Area","3016","0.316932788385787","0.307941123009603","0.325924453761972","3"
"Satisfactory","2019","35-65 y.","Rural Area","1888","0.356113185452736","0.343856107817689","0.368370263087782","3"
"Satisfactory","2019","66 and older","Rural Area","830","0.451804176488476","0.429496870274301","0.474111482702652","3"
"Satisfactory","2019","66 and older","Urban Area","1279","0.428732037446646","0.411265621039539","0.446198453853754","3"
"Very good","2019","16-34 y.","Urban Area","1606","0.236782953577291","0.225065214963194","0.248500692191388","1"
"Very good","2019","16-34 y.","Rural Area","632","0.207437222921584","0.190923728115536","0.223950717727632","1"
"Very good","2019","35-65 y.","Urban Area","1305","0.0918943843094274","0.0863117716268814","0.0974769969919734","1"
"Very good","2019","35-65 y.","Rural Area","598","0.0620047686941532","0.0558317014898891","0.0681778358984172","1"
"Very good","2019","66 and older","Urban Area","132","0.0323866151033617","0.0261388510515082","0.0386343791552152","1"
"Very good","2019","66 and older","Rural Area","69","0.0230358398791655","0.0163115645342467","0.0297601152240844","1"
