"m11126","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Poor","2012","66 and older","Female","672","0.261564914771723","0.245018292545398","0.278111536998049","4"
"Satisfactory","2012","16-34 y.","Male","556","0.195980046537192","0.181857660300341","0.210102432774042","3"
"Satisfactory","2012","16-34 y.","Female","864","0.215741586761053","0.20275012979141","0.228733043730696","3"
"Satisfactory","2012","35-65 y.","Male","2378","0.353779736631686","0.342785700564558","0.364773772698813","3"
"Satisfactory","2012","35-65 y.","Female","2851","0.344949701757603","0.335042215245517","0.354857188269689","3"
"Satisfactory","2012","66 and older","Female","1146","0.420087804291716","0.401504856641283","0.438670751942149","3"
"Satisfactory","2012","66 and older","Male","1078","0.422496569025585","0.403305769205907","0.441687368845263","3"
"Very good","2012","16-34 y.","Male","808","0.271190601794312","0.255374005021036","0.287007198567588","1"
"Very good","2012","16-34 y.","Female","766","0.203896228840921","0.191171434587338","0.216621023094505","1"
"Very good","2012","35-65 y.","Male","599","0.0707293062796905","0.0648344772436716","0.0766241353157094","1"
"Very good","2012","35-65 y.","Female","739","0.0760654427299344","0.0705400572419976","0.0815908282178711","1"
"Very good","2012","66 and older","Female","80","0.0306134214682355","0.0241275568066499","0.0370992861298211","1"
"Very good","2012","66 and older","Male","82","0.0333533517312272","0.0263773301722771","0.0403293732901772","1"
"Bad ","2013","16-34 y.","Male","39","0.00872132361191251","0.00574777952375163","0.0116948677000734","5"
"Bad ","2013","16-34 y.","Female","55","0.0122544820270915","0.00910208011780689","0.0154068839363761","5"
"Bad ","2013","35-65 y.","Male","302","0.0437650544900522","0.0393006347023397","0.0482294742777647","5"
"Bad ","2013","35-65 y.","Female","344","0.0394547616771281","0.0355780628302509","0.0433314605240052","5"
"Bad ","2013","66 and older","Male","145","0.0685756248500293","0.0586148134040859","0.0785364362959727","5"
"Bad ","2013","66 and older","Female","218","0.0889910714831223","0.0781153720648248","0.0998667709014198","5"
"Good","2013","16-34 y.","Male","1782","0.482054700438268","0.466074750726823","0.498034650149712","2"
"Good","2013","16-34 y.","Female","2182","0.463451731430943","0.4491635083634","0.477739954498487","2"
"Good","2013","35-65 y.","Male","3321","0.393643996098082","0.382982095255057","0.404305896941107","2"
"Good","2013","66 and older","Male","683","0.266470092302698","0.249045236939396","0.283894947665999","2"
"Good","2013","35-65 y.","Female","3943","0.372517137572336","0.362889327724241","0.382144947420432","2"
"Good","2013","66 and older","Female","617","0.222112313013158","0.20623535020528","0.237989275821036","2"
"Poor","2013","16-34 y.","Male","165","0.0493887682403127","0.0424592847025837","0.0563182517780417","4"
"Poor","2013","16-34 y.","Female","386","0.0750646117882477","0.0675146476659249","0.0826145759105704","4"
"Poor","2013","35-65 y.","Male","1033","0.139532911144014","0.131971124112241","0.147094698175787","4"
"Poor","2013","35-65 y.","Female","1452","0.161068985268754","0.153748792335422","0.168389178202085","4"
"Poor","2013","66 and older","Male","484","0.198296465775471","0.182581971147118","0.214010960403823","4"
"Poor","2013","66 and older","Female","654","0.257984310811226","0.241272409851763","0.274696211770688","4"
"Satisfactory","2013","16-34 y.","Male","629","0.171357729228091","0.159306795716694","0.183408662739489","3"
"Satisfactory","2013","16-34 y.","Female","990","0.22452309791619","0.212567081168661","0.236479114663719","3"
"Satisfactory","2013","35-65 y.","Male","2628","0.34101405883756","0.330668756225186","0.351359361449933","3"
"Satisfactory","2013","35-65 y.","Female","3081","0.355296183794466","0.345765395274708","0.364826972314224","3"
"Satisfactory","2013","66 and older","Female","1062","0.399046888364899","0.380342008642231","0.417751768087567","3"
"Satisfactory","2013","66 and older","Male","1093","0.442077336263718","0.422503670866982","0.461651001660454","3"
"Very good","2013","16-34 y.","Male","1141","0.288477478481416","0.27398857292774","0.302966384035092","1"
"Very good","2013","16-34 y.","Female","1066","0.224706076837528","0.212746600411153","0.236665553263903","1"
"Very good","2013","35-65 y.","Male","782","0.082043979430292","0.076054993704216","0.0880329651563681","1"
"Very good","2013","35-65 y.","Female","867","0.0716629316873159","0.0665265939518835","0.0767992694227483","1"
"Very good","2013","66 and older","Male","68","0.0245804808080846","0.0184777116787567","0.0306832499374126","1"
"Very good","2013","66 and older","Female","82","0.0318654163275951","0.0251565316429435","0.0385743010122466","1"
"Bad ","2014","16-34 y.","Male","35","0.0102422244836319","0.00679551068641475","0.013688938280849","5"
"Bad ","2014","16-34 y.","Female","40","0.00977261491123003","0.00667410224398972","0.0128711275784703","5"
"Bad ","2014","35-65 y.","Male","229","0.0357252317286739","0.0313933173119924","0.0400571461453554","5"
"Bad ","2014","35-65 y.","Female","302","0.0380438540906095","0.0339893836787125","0.0420983245025064","5"
"Bad ","2014","66 and older","Male","154","0.063633206288043","0.0539577030065271","0.0733087095695588","5"
"Bad ","2014","66 and older","Female","194","0.082907192593533","0.0722257267346084","0.0935886584524577","5"
"Good","2014","16-34 y.","Male","1586","0.480502679204225","0.463399250593806","0.497606107814643","2"
"Good","2014","16-34 y.","Female","1878","0.487882833961347","0.472138552234707","0.503627115687986","2"
"Good","2014","35-65 y.","Male","3021","0.408288591472798","0.396816818780896","0.419760364164699","2"
"Good","2014","35-65 y.","Female","3417","0.371722204185586","0.361479860315212","0.381964548055961","2"
"Good","2014","66 and older","Male","692","0.261342259476884","0.243926793198034","0.278757725755734","2"
"Good","2014","66 and older","Female","561","0.202070823914931","0.186516107879488","0.217625539950374","2"
"Poor","2014","16-34 y.","Male","162","0.054256860945513","0.0465022940285821","0.062011427862444","4"
"Poor","2014","35-65 y.","Male","882","0.140180853100107","0.132077964941664","0.148283741258551","4"
"Poor","2014","16-34 y.","Female","345","0.0891850612299791","0.0802078478793472","0.098162274580611","4"
"Poor","2014","35-65 y.","Female","1310","0.168884597087405","0.160944241866866","0.176824952307944","4"
"Poor","2014","66 and older","Male","520","0.220487311748776","0.204054493387467","0.236920130110086","4"
"Poor","2014","66 and older","Female","648","0.256150240344148","0.239241233273937","0.273059247414359","4"
"Satisfactory","2014","16-34 y.","Male","584","0.177953005806774","0.164859841940507","0.191046169673041","3"
"Satisfactory","2014","16-34 y.","Female","855","0.208762305893482","0.195960832921203","0.221563778865761","3"
"Satisfactory","2014","35-65 y.","Male","2341","0.339903370074685","0.328847996252515","0.350958743896854","3"
"Satisfactory","2014","35-65 y.","Female","2858","0.349725311295765","0.339618219675937","0.359832402915593","3"
"Satisfactory","2014","66 and older","Male","1010","0.425848924897567","0.406249220198662","0.445448629596471","3"
"Satisfactory","2014","66 and older","Female","1079","0.427977215517589","0.408810614756117","0.447143816279061","3"
"Very good","2014","16-34 y.","Male","911","0.277045229559857","0.261724673845544","0.292365785274169","1"
"Very good","2014","16-34 y.","Female","754","0.204397184003962","0.19169536187961","0.217099006128314","1"
"Very good","2014","35-65 y.","Male","579","0.0759019536237363","0.0697206874915645","0.082083219755908","1"
"Very good","2014","35-65 y.","Female","665","0.0716240333406338","0.066158839423227","0.0770892272580406","1"
"Very good","2014","66 and older","Male","69","0.02868829758873","0.0220716141307272","0.0353049810467328","1"
"Very good","2014","66 and older","Female","78","0.0308945276297993","0.0241917561817944","0.0375972990778041","1"
"Bad ","2015","16-34 y.","Male","18","","","","5"
"Bad ","2015","16-34 y.","Female","46","0.0131094896410743","0.00955379916937113","0.0166651801127775","5"
"Bad ","2015","35-65 y.","Male","232","0.0420325341516798","0.0372964693955542","0.0467685989078054","5"
"Bad ","2015","35-65 y.","Female","278","0.0373437843838981","0.0332775011926277","0.0414100675751685","5"
"Bad ","2015","66 and older","Male","146","0.0704739418915117","0.0602618551119205","0.0806860286711028","5"
"Bad ","2015","66 and older","Female","186","0.0810839479069473","0.0704706312853043","0.0916972645285904","5"
"Good","2015","16-34 y.","Female","1852","0.484605675178012","0.468982811865277","0.500228538490748","2"
"Good","2015","16-34 y.","Male","1653","0.483338329172094","0.466393445431786","0.500283212912402","2"
"Good","2015","35-65 y.","Male","2929","0.394907857694182","0.383370453469622","0.406445261918742","2"
"Good","2015","35-65 y.","Female","3364","0.373894417458203","0.363517911813495","0.384270923102912","2"
"Good","2015","66 and older","Male","692","0.279663915734452","0.261755579800674","0.29757225166823","2"
"Good","2015","66 and older","Female","570","0.22292306497641","0.206740205217223","0.239105924735598","2"
"Poor","2015","16-34 y.","Male","176","0.0610691999031829","0.0529495414557149","0.069188858350651","4"
"Poor","2015","16-34 y.","Female","318","0.0769248634193523","0.0685947970309171","0.0852549298077875","4"
"Poor","2015","35-65 y.","Male","850","0.13344488770905","0.12541889928025","0.141470876137849","4"
"Poor","2015","35-65 y.","Female","1264","0.163534327148545","0.15560235147014","0.171466302826951","4"
"Poor","2015","66 and older","Male","470","0.199220243752125","0.183283752581994","0.215156734922256","4"
"Poor","2015","66 and older","Female","672","0.275473010575709","0.258102500550683","0.292843520600734","4"
"Satisfactory","2015","16-34 y.","Male","561","0.18777496729443","0.174532561690032","0.201017372898829","3"
"Satisfactory","2015","16-34 y.","Female","840","0.204775403790639","0.192160603868912","0.217390203712366","3"
"Satisfactory","2015","35-65 y.","Male","2257","0.350367741815919","0.339107562342153","0.361627921289684","3"
"Satisfactory","2015","35-65 y.","Female","2746","0.347093092678304","0.336883663394381","0.357302521962226","3"
"Satisfactory","2015","66 and older","Female","1049","0.394558599996174","0.37555492594802","0.413562274044329","3"
"Satisfactory","2015","66 and older","Male","1046","0.424338003354877","0.404617900572422","0.444058106137332","3"
"Very good","2015","16-34 y.","Male","933","0.259984144646531","0.245110965907324","0.274857323385738","1"
"Very good","2015","16-34 y.","Female","875","0.220584567970922","0.20762266899371","0.233546466948135","1"
"Very good","2015","35-65 y.","Male","628","0.07924697862917","0.0728715058242139","0.0856224514341261","1"
"Very good","2015","35-65 y.","Female","700","0.0781343783310499","0.0723785512462725","0.0838902054158272","1"
"Very good","2015","66 and older","Male","59","0.0263038952670345","0.0199184501026924","0.0326893404313765","1"
"Very good","2015","66 and older","Female","64","0.0259613765447594","0.019778398480243","0.0321443546092759","1"
"Bad ","2016","16-34 y.","Male","69","0.00960891188050923","0.00674719631810551","0.0124706274429129","5"
"Bad ","2016","16-34 y.","Female","71","0.0141491843319701","0.0106133385888597","0.0176850300750805","5"
"Bad ","2016","35-65 y.","Male","253","0.0352610306978841","0.0310542036340031","0.0394678577617651","5"
"Bad ","2016","35-65 y.","Female","342","0.0389191470372803","0.0347884068798942","0.0430498871946664","5"
"Bad ","2016","66 and older","Male","137","0.06679153799795","0.0566824493997606","0.0769006265961394","5"
"Bad ","2016","66 and older","Female","187","0.0856351083279055","0.0745773718877248","0.0966928447680861","5"
"Good","2016","16-34 y.","Male","1860","0.500235070360756","0.485567575173214","0.514902565548299","2"
"Good","2016","16-34 y.","Female","1938","0.487326940322662","0.472362776082084","0.50229110456324","2"
"Good","2016","35-65 y.","Female","3279","0.376183224077397","0.365836699484729","0.386529748670065","2"
"Good","2016","35-65 y.","Male","3047","0.402997949195604","0.391810229504776","0.414185668886431","2"
"Good","2016","66 and older","Male","683","0.284604168407909","0.266333443543936","0.302874893271881","2"
"Good","2016","66 and older","Female","557","0.21885561932093","0.202516635417057","0.235194603224802","2"
"Poor","2016","16-34 y.","Male","244","0.0647803706807587","0.0575599164524645","0.0720008249090529","4"
"Poor","2016","16-34 y.","Female","384","0.0883156062213948","0.0798206138115998","0.0968105986311898","4"
"Poor","2016","35-65 y.","Female","1339","0.166473504208471","0.158517435540669","0.174429572876273","4"
"Poor","2016","35-65 y.","Male","930","0.145603984005826","0.137559124140706","0.153648843870946","4"
"Poor","2016","66 and older","Female","633","0.269518084579585","0.251984156230799","0.287052012928372","4"
"Poor","2016","66 and older","Male","427","0.189765186608049","0.173887922558565","0.205642450657532","4"
"Satisfactory","2016","16-34 y.","Male","660","0.173796508796422","0.162680470481851","0.184912547110992","3"
"Satisfactory","2016","16-34 y.","Female","817","0.199003552049526","0.187050805328207","0.210956298770845","3"
"Satisfactory","2016","35-65 y.","Male","2298","0.34722630891066","0.336367307734353","0.358085310086967","3"
"Satisfactory","2016","35-65 y.","Female","2713","0.349720124952985","0.339534756910796","0.359905492995173","3"
"Satisfactory","2016","66 and older","Female","1019","0.402430150235016","0.383051651388674","0.421808649081358","3"
"Satisfactory","2016","66 and older","Male","1034","0.432558687973811","0.412498040696557","0.452619335251066","3"
"Very good","2016","16-34 y.","Male","1631","0.251579138281554","0.238850080643738","0.26430819591937","1"
"Very good","2016","16-34 y.","Female","1076","0.211204717074447","0.198985145857073","0.223424288291821","1"
"Very good","2016","35-65 y.","Male","856","0.0689107271900259","0.063133208953121","0.0746882454269307","1"
"Very good","2016","35-65 y.","Female","748","0.068703999723867","0.0633014205921386","0.0741065788555954","1"
"Very good","2016","66 and older","Male","62","0.0262804190122813","0.0198031036651609","0.0327577343594018","1"
"Very good","2016","66 and older","Female","64","0.023561037536563","0.0175672645047981","0.029554810568328","1"
"Bad ","2017","16-34 y.","Male","55","0.00885250089774078","0.00631046643452457","0.011394535360957","5"
"Bad ","2017","16-34 y.","Female","56","0.00854435792507285","0.00596412535463135","0.0111245904955143","5"
"Bad ","2017","35-65 y.","Male","272","0.0382514859156444","0.0341154271833909","0.0423875446478979","5"
"Bad ","2017","35-65 y.","Female","351","0.0372177719398336","0.0333949426022355","0.0410406012774317","5"
"Bad ","2017","66 and older","Male","142","0.0638338780002133","0.0542398287956584","0.0734279272047683","5"
"Bad ","2017","66 and older","Female","175","0.0660628187936284","0.056483750470238","0.0756418871170187","5"
"Good","2017","16-34 y.","Male","2153","0.481044353375237","0.46748506238281","0.494603644367664","2"
"Good","2017","16-34 y.","Female","2185","0.463720815369532","0.449740844771864","0.4777007859672","2"
"Good","2017","35-65 y.","Male","3397","0.399996769622799","0.389432564718607","0.410560974526991","2"
"Good","2017","35-65 y.","Female","3700","0.376888424742246","0.367101753451299","0.386675096033192","2"
"Good","2017","66 and older","Male","746","0.283413086314649","0.265726490441335","0.301099682187963","2"
"Good","2017","66 and older","Female","610","0.220213999243509","0.204233289369463","0.236194709117555","2"
"Poor","2017","16-34 y.","Female","413","0.0937871926807752","0.0856144211497465","0.101959964211804","4"
"Poor","2017","16-34 y.","Male","280","0.063455109544473","0.0568393928645038","0.0700708262244423","4"
"Poor","2017","35-65 y.","Male","1047","0.146263747042226","0.138643623905517","0.153883870178936","4"
"Poor","2017","35-65 y.","Female","1440","0.157955470242131","0.15059033785889","0.165320602625373","4"
"Poor","2017","66 and older","Male","432","0.18129211961136","0.16617204914775","0.19641219007497","4"
"Poor","2017","66 and older","Female","625","0.273433182655529","0.256244235498547","0.290622129812511","4"
"Satisfactory","2017","16-34 y.","Male","755","0.178781034055812","0.168382562516469","0.189179505595155","3"
"Satisfactory","2017","16-34 y.","Female","964","0.222174581264687","0.210520695859169","0.233828466670204","3"
"Satisfactory","2017","35-65 y.","Female","3061","0.354996629260574","0.345333032503848","0.3646602260173","3"
"Satisfactory","2017","35-65 y.","Male","2556","0.337451232410492","0.327254847667343","0.347647617153641","3"
"Satisfactory","2017","66 and older","Male","1104","0.445059901153717","0.425555520974958","0.464564281332475","3"
"Satisfactory","2017","66 and older","Female","1097","0.40947700846872","0.390513484085339","0.428440532852101","3"
"Very good","2017","16-34 y.","Male","1973","0.267867002126737","0.255848955103813","0.279885049149662","1"
"Very good","2017","16-34 y.","Female","1270","0.211773052759934","0.200319414043122","0.223226691476746","1"
"Very good","2017","35-65 y.","Male","989","0.078036765008839","0.07225263281172","0.083820897205958","1"
"Very good","2017","35-65 y.","Female","867","0.0729417038152157","0.0676901579025831","0.0781932497278483","1"
"Very good","2017","66 and older","Male","70","0.0264010149200617","0.0201088480174102","0.0326931818227132","1"
"Very good","2017","66 and older","Female","76","0.0308129908386129","0.0241486590978908","0.0374773225793349","1"
"Bad ","2018","16-34 y.","Male","46","0.00736568858424957","0.00488279817214036","0.00984857899635878","5"
"Bad ","2018","16-34 y.","Female","56","0.0170778312818882","0.0132395593322939","0.0209161032314826","5"
"Bad ","2018","35-65 y.","Male","251","0.0350280254894923","0.0309308637288538","0.0391251872501308","5"
"Bad ","2018","35-65 y.","Female","344","0.0403499991709963","0.0362588181121525","0.0444411802298401","5"
"Bad ","2018","66 and older","Male","149","0.0620880600715221","0.0526058847578744","0.0715702353851698","5"
"Bad ","2018","66 and older","Female","154","0.0598126520629431","0.0507062261611586","0.0689190779647277","5"
"Good","2018","16-34 y.","Female","1889","0.462603354929401","0.447832294251886","0.477374415606915","2"
"Good","2018","16-34 y.","Male","1823","0.463400621899435","0.448920919965307","0.477880323833564","2"
"Good","2018","35-65 y.","Male","3199","0.399118211178625","0.388204731976016","0.410031690381234","2"
"Good","2018","35-65 y.","Female","3462","0.38973084974872","0.379591418346392","0.399870281151047","2"
"Good","2018","66 and older","Female","636","0.223850091787599","0.207843617886615","0.239856565688582","2"
"Good","2018","66 and older","Male","748","0.291967360112115","0.274101797636079","0.309832922588151","2"
"Poor","2018","16-34 y.","Male","208","0.055538404268845","0.0488880453679742","0.0621887631697159","4"
"Poor","2018","16-34 y.","Female","358","0.0958094292278769","0.0870898820653027","0.104528976390451","4"
"Poor","2018","35-65 y.","Male","949","0.139251372398527","0.13153601864517","0.146966726151884","4"
"Poor","2018","66 and older","Male","443","0.172065063974079","0.157234169065275","0.186895958882884","4"
"Poor","2018","66 and older","Female","631","0.256579538453376","0.239808015839656","0.273351061067095","4"
"Poor","2018","35-65 y.","Female","1296","0.151754144684827","0.14429478318444","0.159213506185213","4"
"Satisfactory","2018","16-34 y.","Female","891","0.207428415467373","0.195416474435019","0.219440356499727","3"
"Satisfactory","2018","16-34 y.","Male","706","0.186661339148777","0.175347262148413","0.197975416149141","3"
"Satisfactory","2018","35-65 y.","Male","2376","0.341092562233124","0.330527641045108","0.35165748342114","3"
"Satisfactory","2018","35-65 y.","Female","2941","0.345178477102245","0.335293997082705","0.355062957121786","3"
"Satisfactory","2018","66 and older","Female","1105","0.430474537778657","0.411460492052672","0.449488583504642","3"
"Satisfactory","2018","66 and older","Male","1075","0.445360974035423","0.425831785671065","0.464890162399781","3"
"Very good","2018","16-34 y.","Male","1773","0.287033946098693","0.273898123022413","0.300169769174974","1"
"Very good","2018","16-34 y.","Female","1183","0.217080969093461","0.204867778951712","0.229294159235211","1"
"Very good","2018","35-65 y.","Male","960","0.0855098287002314","0.0792780005122983","0.0917416568881645","1"
"Very good","2018","35-65 y.","Female","844","0.0729865292932121","0.0675785517490317","0.0783945068373925","1"
"Very good","2018","66 and older","Male","73","0.0285185418068604","0.0219781492014519","0.035058934412269","1"
"Very good","2018","66 and older","Female","79","0.0292831799174253","0.022808778498302","0.0357575813365487","1"
"Bad ","2019","16-34 y.","Male","51","0.0142339500880183","0.0105520283680289","0.0179158718080077","5"
"Bad ","2019","16-34 y.","Female","49","0.0147209227973218","0.0109176970932405","0.0185241485014031","5"
"Bad ","2019","35-65 y.","Male","227","0.0335012832758731","0.0296217069616598","0.0373808595900864","5"
"Bad ","2019","35-65 y.","Female","290","0.0329759514613356","0.0292468681083982","0.0367050348142729","5"
"Bad ","2019","66 and older","Male","157","0.0623290566722055","0.0531557548174941","0.0715023585269169","5"
"Bad ","2019","66 and older","Female","144","0.0575611807370612","0.0486290939343317","0.0664932675397906","5"
"Good","2019","16-34 y.","Male","1773","0.505994232775003","0.49045377899081","0.521534686559196","2"
"Good","2019","16-34 y.","Female","1728","0.489678052319515","0.473891678062329","0.5054644265767","2"
"Good","2019","35-65 y.","Male","3537","0.406545251972877","0.3959551244971","0.417135379448655","2"
"Good","2019","35-65 y.","Female","3577","0.394700221683217","0.384493089743087","0.404907353623347","2"
"Good","2019","66 and older","Female","698","0.239825563424518","0.223451145455283","0.256199981393752","2"
"Good","2019","66 and older","Male","808","0.281954216107334","0.264880795351086","0.299027636863582","2"
"Poor","2019","16-34 y.","Male","185","0.0553563706873305","0.0482484477994217","0.0624642935752393","4"
"Poor","2019","16-34 y.","Female","317","0.0792448927689435","0.0707146250592075","0.0877751604786795","4"
"Poor","2019","35-65 y.","Male","963","0.138418922319645","0.130973338712369","0.145864505926921","4"
"Poor","2019","35-65 y.","Female","1277","0.165719233804449","0.157954485902922","0.173483981705975","4"
"Poor","2019","66 and older","Female","594","0.25330876089749","0.236630255191563","0.269987266603417","4"
"Poor","2019","66 and older","Male","444","0.174397621714942","0.159999331431258","0.188795911998627","4"
"Satisfactory","2019","16-34 y.","Female","783","0.214738769340087","0.201770940793502","0.227706597886673","3"
"Satisfactory","2019","16-34 y.","Male","589","0.173169040801221","0.161407386955158","0.184930694647283","3"
"Satisfactory","2019","35-65 y.","Male","2413","0.33222170588358","0.322066631990065","0.342376779777094","3"
"Satisfactory","2019","35-65 y.","Female","2764","0.327692052172925","0.317890341862382","0.337493762483468","3"
"Satisfactory","2019","66 and older","Female","1080","0.42438982084562","0.405435500481399","0.44334414120984","3"
"Satisfactory","2019","66 and older","Male","1134","0.445002685510652","0.42614528022097","0.463860090800334","3"
"Very good","2019","16-34 y.","Male","1378","0.251246405648428","0.237764717036424","0.264728094260431","1"
"Very good","2019","16-34 y.","Female","975","0.201617362774133","0.188947425685257","0.214287299863009","1"
"Very good","2019","35-65 y.","Male","1124","0.089312836548025","0.0831639782376571","0.095461694858393","1"
"Very good","2019","35-65 y.","Female","901","0.0789125408780737","0.073282542959013","0.0845425387971344","1"
"Very good","2019","66 and older","Male","125","0.0363164199948662","0.0292178000821904","0.0434150399075421","1"
"Very good","2019","66 and older","Female","96","0.0249146740953113","0.0189373002297389","0.0308920479608838","1"
