"ple0044_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2009","higher vocational","West Germany","305","0.294212553853055","0.265189663166598","0.323235444539511","1"
"Yes","2009","in school","East Germany","2","","","","1"
"Yes","2009","inadequately","West Germany","33","0.237453751841037","0.168898639695793","0.306008863986281","1"
"Yes","2009","higher vocational","East Germany","102","0.263038682843039","0.217746115855215","0.308331249830863","1"
"Yes","2009","higher education","West Germany","928","0.336617565996553","0.319038785971806","0.3541963460213","1"
"No","2010","in school","West Germany","344","0.946883198974351","0.923938666115204","0.969827731833497","2"
"No","2010","in school","East Germany","46","0.971765351951018","0.924409783250606","1.01912092065143","2"
"No","2010","inadequately","West Germany","252","0.809505030107334","0.765720531240646","0.853289528974023","2"
"No","2010","inadequately","East Germany","25","","","","2"
"No","2010","general elemantary","West Germany","1654","0.803327161667286","0.786375215971007","0.820279107363565","2"
"No","2010","higher vocational","West Germany","794","0.685281064196247","0.658917400312663","0.711644728079831","2"
"No","2010","higher vocational","East Germany","273","0.689901360229077","0.645075372465452","0.734727347992701","2"
"No","2010","higher education","West Germany","2635","0.688838965481799","0.674399338295271","0.703278592668328","2"
"No","2010","higher education","East Germany","938","0.686975212410696","0.662517763781106","0.711432661040286","2"
"No","2010","general elemantary","East Germany","279","0.852061358999575","0.81381321710959","0.89030950088956","2"
"No","2010","middle vocational","West Germany","6189","0.726913666782873","0.717576077774384","0.736251255791362","2"
"No","2010","middle vocational","East Germany","2026","0.714891768147635","0.698454716227775","0.731328820067495","2"
"No","2010","vocational + Abi","West Germany","975","0.673591904821961","0.64939028965078","0.697793519993142","2"
"No","2010","vocational + Abi","East Germany","166","0.711494940101652","0.656103308924079","0.766886571279224","2"
"Yes","2010","general elemantary","West Germany","458","0.196672838332714","0.179720892636435","0.213624784028993","1"
"Yes","2010","general elemantary","East Germany","52","0.147938641000425","0.109690499110441","0.18618678289041","1"
"Yes","2010","middle vocational","West Germany","2557","0.273086333217127","0.263748744208638","0.282423922225616","1"
"Yes","2010","middle vocational","East Germany","872","0.285108231852365","0.268671179932505","0.301545283772225","1"
"Yes","2010","inadequately","East Germany","4","","","","1"
"Yes","2010","in school","West Germany","23","","","","1"
"Yes","2010","vocational + Abi","West Germany","467","0.326408095178039","0.302206480006858","0.35060971034922","1"
"Yes","2010","higher education","East Germany","443","0.313024787589304","0.288567338959714","0.337482236218894","1"
"Yes","2010","in school","East Germany","1","","","","1"
"Yes","2010","inadequately","West Germany","57","0.190494969892666","0.146710471025977","0.234279468759354","1"
"Yes","2010","higher vocational","West Germany","398","0.314718935803753","0.288355271920169","0.341082599687337","1"
"Yes","2010","higher education","West Germany","1314","0.311161034518201","0.296721407331672","0.325600661704729","1"
"Yes","2010","vocational + Abi","East Germany","91","0.288505059898348","0.233113428720776","0.343896691075921","1"
"Yes","2010","higher vocational","East Germany","136","0.310098639770923","0.265272652007299","0.354924627534548","1"
"No","2011","in school","West Germany","392","0.953132037506257","0.93264868647653","0.973615388535984","2"
"No","2011","in school","East Germany","46","0.989264728408507","0.960111258500404","1.01841819831661","2"
"No","2011","inadequately","West Germany","273","0.822755696767339","0.781616511560181","0.863894881974497","2"
"No","2011","inadequately","East Germany","38","0.804335215021386","0.687116588224266","0.921553841818505","2"
"No","2011","general elemantary","West Germany","1818","0.864920551549789","0.850653752579673","0.879187350519906","2"
"No","2011","general elemantary","East Germany","312","0.898967896089899","0.867529344597983","0.930406447581815","2"
"No","2011","middle vocational","West Germany","6081","0.80198257969458","0.793241360846892","0.810723798542267","2"
"No","2011","middle vocational","East Germany","1857","0.804551627256093","0.78867355871204","0.820429695800145","2"
"No","2011","vocational + Abi","West Germany","878","0.738739192654126","0.714539272074968","0.762939113233283","2"
"No","2011","vocational + Abi","East Germany","144","0.736236549297207","0.674385541553173","0.798087557041241","2"
"No","2011","higher vocational","West Germany","684","0.806735265607832","0.781344133669663","0.832126397546","2"
"No","2011","higher vocational","East Germany","229","0.799329607076728","0.75400938138804","0.844649832765415","2"
"No","2011","higher education","West Germany","2312","0.749096357657979","0.734047232282858","0.7641454830331","2"
"No","2011","higher education","East Germany","724","0.823430589387152","0.799080874997429","0.847780303776875","2"
"Yes","2011","general elemantary","West Germany","387","0.135079448450211","0.120812649480094","0.149346247420327","1"
"Yes","2011","general elemantary","East Germany","41","0.101032103910101","0.0695935524181854","0.132470655402017","1"
"Yes","2011","middle vocational","West Germany","1903","0.19801742030542","0.189276201457733","0.206758639153108","1"
"Yes","2011","middle vocational","East Germany","539","0.195448372743908","0.179570304199855","0.21132644128796","1"
"Yes","2011","higher education","East Germany","218","0.176569410612848","0.152219696223125","0.200919125002571","1"
"Yes","2011","inadequately","East Germany","6","","","","1"
"Yes","2011","in school","West Germany","17","","","","1"
"Yes","2011","vocational + Abi","West Germany","388","0.261260807345874","0.237060886766717","0.285460727925032","1"
"Yes","2011","higher education","West Germany","876","0.250903642342021","0.2358545169669","0.265952767717142","1"
"Yes","2011","in school","East Germany","2","","","","1"
"Yes","2011","inadequately","West Germany","58","0.177244303232661","0.136105118025503","0.218383488439819","1"
"Yes","2011","higher vocational","West Germany","245","0.193264734392168","0.167873602454","0.218655866330337","1"
"Yes","2011","higher vocational","East Germany","71","0.200670392923272","0.155350167234585","0.24599061861196","1"
"Yes","2011","vocational + Abi","East Germany","51","0.263763450702793","0.201912442958759","0.325614458446827","1"
"No","2012","in school","West Germany","385","0.893427168451127","0.863881493923373","0.92297284297888","2"
"No","2012","in school","East Germany","53","0.985347742765965","0.953299941311053","1.01739554422088","2"
"No","2012","inadequately","West Germany","266","0.821773631928347","0.780792139789054","0.86275512406764","2"
"No","2012","inadequately","East Germany","40","0.85996623760428","0.759683483075902","0.960248992132657","2"
"No","2012","general elemantary","West Germany","1994","0.795191208569496","0.779415984495992","0.810966432642999","2"
"No","2012","general elemantary","East Germany","300","0.831581368978614","0.793602579602573","0.869560158354655","2"
"No","2012","middle vocational","West Germany","7396","0.742991961225429","0.734490337569382","0.751493584881476","2"
"No","2012","middle vocational","East Germany","2346","0.727691278363506","0.71245954472795","0.742923011999063","2"
"No","2012","vocational + Abi","West Germany","1162","0.721251377077856","0.699622984327062","0.742879769828649","2"
"No","2012","vocational + Abi","East Germany","195","0.636573862616072","0.581779646790508","0.691368078441636","2"
"No","2012","higher vocational","West Germany","909","0.727661513448643","0.703637536318345","0.751685490578942","2"
"No","2012","higher vocational","East Germany","328","0.657743235827321","0.614939536275373","0.700546935379269","2"
"No","2012","higher education","West Germany","3133","0.706858546394797","0.693639236748159","0.720077856041434","2"
"No","2012","higher education","East Germany","1056","0.699308291394613","0.67628588728864","0.722330695500586","2"
"Yes","2012","general elemantary","West Germany","520","0.204808791430504","0.189033567357001","0.220584015504008","1"
"Yes","2012","general elemantary","East Germany","73","0.168418631021386","0.130439841645345","0.206397420397428","1"
"Yes","2012","middle vocational","West Germany","2753","0.257008038774571","0.248506415118524","0.265509662430618","1"
"Yes","2012","middle vocational","East Germany","935","0.272308721636494","0.257076988000937","0.28754045527205","1"
"Yes","2012","higher education","East Germany","468","0.300691708605387","0.277669304499414","0.32371411271136","1"
"Yes","2012","inadequately","East Germany","6","","","","1"
"Yes","2012","in school","West Germany","34","0.106572831548873","0.0770271570211201","0.136118506076627","1"
"Yes","2012","vocational + Abi","West Germany","489","0.278748622922144","0.257120230171351","0.300377015672938","1"
"Yes","2012","higher education","West Germany","1422","0.293141453605203","0.279922143958566","0.306360763251841","1"
"Yes","2012","in school","East Germany","1","","","","1"
"Yes","2012","higher vocational","West Germany","410","0.272338486551357","0.248314509421058","0.296362463681655","1"
"Yes","2012","inadequately","West Germany","69","0.178226368071653","0.13724487593236","0.219207860210946","1"
"Yes","2012","higher vocational","East Germany","144","0.342256764172679","0.299453064620731","0.385060463724627","1"
"Yes","2012","vocational + Abi","East Germany","101","0.363426137383928","0.308631921558364","0.418220353209492","1"
"No","2013","in school","West Germany","503","0.911902358656143","0.888236154770756","0.93556856254153","2"
"No","2013","in school","East Germany","67","0.959161563847217","0.913125376185714","1.00519775150872","2"
"No","2013","inadequately","West Germany","438","0.80929026457396","0.776723037901456","0.841857491246464","2"
"No","2013","inadequately","East Germany","48","0.728343786409899","0.619366463412573","0.837321109407226","2"
"No","2013","general elemantary","West Germany","2581","0.828815433858808","0.815924855972573","0.841706011745044","2"
"No","2013","general elemantary","East Germany","342","0.845352435257733","0.810396765567515","0.880308104947952","2"
"No","2013","middle vocational","West Germany","7927","0.75620908280997","0.748145205391373","0.764272960228567","2"
"No","2013","middle vocational","East Germany","2283","0.737445195957742","0.722105713643207","0.752784678272278","2"
"No","2013","vocational + Abi","West Germany","1382","0.711860844649743","0.692144794741732","0.731576894557754","2"
"No","2013","vocational + Abi","East Germany","214","0.688677043234263","0.637705024242667","0.73964906222586","2"
"No","2013","higher vocational","West Germany","895","0.723746325915088","0.699298302965774","0.748194348864402","2"
"No","2013","higher vocational","East Germany","299","0.684473315084357","0.640851758948383","0.728094871220332","2"
"No","2013","higher education","West Germany","3655","0.722971450048135","0.710878374159259","0.735064525937012","2"
"No","2013","higher education","East Germany","1084","0.707960536069408","0.685272838517444","0.730648233621371","2"
"Yes","2013","general elemantary","West Germany","699","0.171184566141192","0.158293988254956","0.184075144027427","1"
"Yes","2013","general elemantary","East Germany","69","0.154647564742267","0.119691895052048","0.189603234432485","1"
"Yes","2013","middle vocational","West Germany","2964","0.24379091719003","0.235727039771433","0.251854794608627","1"
"Yes","2013","middle vocational","East Germany","878","0.262554804042258","0.247215321727722","0.277894286356793","1"
"Yes","2013","higher education","East Germany","459","0.292039463930592","0.269351766378629","0.314727161482556","1"
"Yes","2013","in school","West Germany","48","0.0880976413438572","0.0644314374584698","0.111763845229245","1"
"Yes","2013","inadequately","East Germany","16","","","","1"
"Yes","2013","vocational + Abi","West Germany","645","0.288139155350257","0.268423105442246","0.307855205258267","1"
"Yes","2013","in school","East Germany","4","","","","1"
"Yes","2013","inadequately","West Germany","121","0.19070973542604","0.158142508753536","0.223276962098544","1"
"Yes","2013","higher education","West Germany","1606","0.277028549951865","0.264935474062988","0.289121625840741","1"
"Yes","2013","higher vocational","West Germany","390","0.276253674084912","0.251805651135598","0.300701697034226","1"
"Yes","2013","higher vocational","East Germany","137","0.315526684915642","0.271905128779668","0.359148241051617","1"
"Yes","2013","vocational + Abi","East Germany","103","0.311322956765737","0.26035093777414","0.362294975757333","1"
"No","2014","in school","West Germany","306","0.810104980149259","0.771327529444624","0.848882430853895","2"
"No","2014","in school","East Germany","49","0.886216733346424","0.802294715375058","0.97013875131779","2"
"No","2014","inadequately","West Germany","256","0.673825006596578","0.62961657465863","0.718033438534527","2"
"No","2014","inadequately","East Germany","41","0.786442852925722","0.678135638445701","0.894750067405744","2"
"No","2014","general elemantary","West Germany","1890","0.764883349872692","0.748890528179671","0.780876171565714","2"
"No","2014","general elemantary","East Germany","297","0.818898742235992","0.779869679213371","0.857927805258614","2"
"No","2014","middle vocational","West Germany","6787","0.743070875102148","0.734335873309208","0.751805876895088","2"
"No","2014","middle vocational","East Germany","2058","0.743407423589246","0.727310463065513","0.759504384112978","2"
"No","2014","vocational + Abi","West Germany","1092","0.684181743705949","0.662309028013351","0.706054459398547","2"
"No","2014","vocational + Abi","East Germany","189","0.638525366597385","0.583794764484977","0.693255968709792","2"
"No","2014","higher vocational","West Germany","799","0.698409006417852","0.672178387995675","0.72463962484003","2"
"No","2014","higher vocational","East Germany","284","0.620392043797425","0.57312903754244","0.66765505005241","2"
"No","2014","higher education","West Germany","3206","0.689063563257447","0.675880762276325","0.702246364238569","2"
"No","2014","higher education","East Germany","1013","0.727198392698772","0.704056676752363","0.750340108645182","2"
"Yes","2014","general elemantary","West Germany","811","0.235116650127308","0.219123828434286","0.251109471820329","1"
"Yes","2014","general elemantary","East Germany","77","0.181101257764008","0.142072194741386","0.220130320786629","1"
"Yes","2014","middle vocational","West Germany","2825","0.256929124897852","0.248194123104912","0.265664126690792","1"
"Yes","2014","middle vocational","East Germany","770","0.256592576410754","0.240495615887022","0.272689536934487","1"
"Yes","2014","higher education","East Germany","410","0.272801607301228","0.249659891354818","0.295943323247637","1"
"Yes","2014","vocational + Abi","West Germany","643","0.315818256294051","0.293945540601453","0.337690971986649","1"
"Yes","2014","vocational + Abi","East Germany","107","0.361474633402615","0.306744031290208","0.416205235515023","1"
"Yes","2014","in school","West Germany","87","0.189895019850741","0.151117569146105","0.228672470555376","1"
"Yes","2014","inadequately","East Germany","14","","","","1"
"Yes","2014","higher vocational","West Germany","377","0.301590993582148","0.27536037515997","0.327821612004325","1"
"Yes","2014","higher education","West Germany","1530","0.310936436742553","0.297753635761431","0.324119237723676","1"
"Yes","2014","in school","East Germany","6","","","","1"
"Yes","2014","inadequately","West Germany","176","0.326174993403422","0.281966561465473","0.37038342534137","1"
"Yes","2014","higher vocational","East Germany","121","0.379607956202575","0.33234494994759","0.42687096245756","1"
"No","2015","in school","West Germany","292","0.938315119312471","0.911955640225764","0.964674598399178","2"
"No","2015","in school","East Germany","51","0.953294859544412","0.898029876089654","1.00855984299917","2"
"No","2015","inadequately","West Germany","378","0.800090205307852","0.764349586601613","0.835830824014091","2"
"No","2015","inadequately","East Germany","46","0.767606333326852","0.653898188232346","0.881314478421358","2"
"No","2015","general elemantary","West Germany","1981","0.79719402431772","0.781687720857426","0.812700327778014","2"
"No","2015","general elemantary","East Germany","292","0.821293335941263","0.781773601878144","0.860813070004382","2"
"No","2015","middle vocational","West Germany","6911","0.759165202555646","0.750499104332774","0.767831300778518","2"
"No","2015","middle vocational","East Germany","1991","0.737275347532172","0.720729514623778","0.753821180440567","2"
"No","2015","vocational + Abi","West Germany","1266","0.702059301802646","0.681296930593296","0.722821673011996","2"
"No","2015","vocational + Abi","East Germany","194","0.661754940444767","0.607019140468878","0.716490740420655","2"
"No","2015","higher vocational","West Germany","778","0.72521715561755","0.699096714646757","0.751337596588344","2"
"No","2015","higher vocational","East Germany","270","0.641895041751756","0.594372803211536","0.689417280291977","2"
"No","2015","higher education","West Germany","3460","0.722436186986686","0.709980444155175","0.734891929818197","2"
"No","2015","higher education","East Germany","1012","0.711030715800478","0.687421232282923","0.734640199318034","2"
"Yes","2015","general elemantary","West Germany","602","0.20280597568228","0.187299672221986","0.218312279142574","1"
"Yes","2015","general elemantary","East Germany","69","0.178706664058737","0.139186929995618","0.218226398121856","1"
"Yes","2015","middle vocational","West Germany","2441","0.240834797444354","0.232168699221482","0.249500895667226","1"
"Yes","2015","middle vocational","East Germany","727","0.262724652467828","0.246178819559434","0.279270485376223","1"
"Yes","2015","higher education","East Germany","404","0.288969284199522","0.265359800681966","0.312578767717077","1"
"Yes","2015","vocational + Abi","West Germany","598","0.297940698197354","0.277178326988004","0.318703069406705","1"
"Yes","2015","vocational + Abi","East Germany","93","0.338245059555233","0.283509259579345","0.392980859531122","1"
"Yes","2015","higher vocational","West Germany","344","0.27478284438245","0.248662403411656","0.300903285353243","1"
"Yes","2015","in school","West Germany","28","","","","1"
"Yes","2015","inadequately","East Germany","7","","","","1"
"Yes","2015","higher education","West Germany","1505","0.277563813013314","0.265108070181803","0.290019555844824","1"
"Yes","2015","in school","East Germany","5","","","","1"
"Yes","2015","inadequately","West Germany","103","0.199909794692148","0.164169175985909","0.235650413398388","1"
"Yes","2015","higher vocational","East Germany","121","0.358104958248244","0.310582719708023","0.405627196788464","1"
"No","2016","in school","West Germany","270","0.93539249878165","0.907387171709266","0.963397825854034","2"
"No","2016","in school","East Germany","41","0.966379898104856","0.912504893577632","1.02025490263208","2"
"No","2016","inadequately","West Germany","284","0.808885006971434","0.768549043866812","0.849220970076056","2"
"No","2016","inadequately","East Germany","37","0.872195765107347","0.771223277700251","0.973168252514444","2"
"No","2016","general elemantary","West Germany","1760","0.805012193209146","0.788659858258076","0.821364528160216","2"
"No","2016","general elemantary","East Germany","268","0.823853213690944","0.782049483925613","0.865656943456274","2"
"No","2016","middle vocational","West Germany","6213","0.754260805944175","0.745056245491797","0.763465366396552","2"
"No","2016","middle vocational","East Germany","1892","0.746667194020215","0.729686436026157","0.763647952014274","2"
"No","2016","vocational + Abi","West Germany","1214","0.719237637541314","0.698129284343883","0.740345990738744","2"
"No","2016","vocational + Abi","East Germany","178","0.707907952097026","0.653768767827942","0.76204713636611","2"
"No","2016","higher vocational","West Germany","722","0.707371943615994","0.679573383568211","0.735170503663776","2"
"No","2016","higher vocational","East Germany","258","0.692161466700396","0.644478634818331","0.739844298582461","2"
"No","2016","higher education","West Germany","3147","0.704532516358198","0.691250604335511","0.717814428380885","2"
"No","2016","higher education","East Germany","966","0.708158321066073","0.683753711998871","0.732562930133275","2"
"Yes","2016","general elemantary","West Germany","495","0.194987806790854","0.178635471839784","0.211340141741924","1"
"Yes","2016","general elemantary","East Germany","51","0.176146786309056","0.134343056543726","0.217950516074387","1"
"Yes","2016","middle vocational","West Germany","2191","0.245739194055825","0.236534633603448","0.254943754508203","1"
"Yes","2016","middle vocational","East Germany","628","0.253332805979785","0.236352047985726","0.270313563973843","1"
"Yes","2016","inadequately","East Germany","5","","","","1"
"Yes","2016","higher education","East Germany","367","0.291841678933927","0.267437069866725","0.316246288001129","1"
"Yes","2016","in school","East Germany","2","","","","1"
"Yes","2016","vocational + Abi","West Germany","527","0.280762362458687","0.259654009261256","0.301870715656117","1"
"Yes","2016","inadequately","West Germany","81","0.191114993028566","0.150779029923944","0.231450956133188","1"
"Yes","2016","vocational + Abi","East Germany","93","0.292092047902974","0.23795286363389","0.346231232172058","1"
"Yes","2016","higher vocational","West Germany","307","0.292628056384006","0.264829496336224","0.320426616431788","1"
"Yes","2016","in school","West Germany","26","","","","1"
"Yes","2016","higher education","West Germany","1386","0.295467483641802","0.282185571619115","0.308749395664489","1"
"Yes","2016","higher vocational","East Germany","102","0.307838533299604","0.260155701417539","0.355521365181669","1"
"No","2017","in school","West Germany","310","0.904138460752594","0.87298253199918","0.935294389506008","2"
"No","2017","in school","East Germany","64","0.983985820144452","0.953928001445929","1.01404363884297","2"
"No","2017","inadequately","West Germany","329","0.856505395635993","0.821976448556364","0.891034342715623","2"
"No","2017","inadequately","East Germany","42","0.801126004036323","0.690488465931012","0.911763542141635","2"
"No","2017","general elemantary","West Germany","1864","0.808643702986032","0.792756310708093","0.824531095263971","2"
"No","2017","general elemantary","East Germany","310","0.83883946950296","0.801576190988804","0.876102748017116","2"
"No","2017","middle vocational","West Germany","6890","0.758357965001671","0.749602500987744","0.767113429015599","2"
"No","2017","middle vocational","East Germany","2108","0.762996345354292","0.747262205430425","0.778730485278159","2"
"No","2017","vocational + Abi","West Germany","1330","0.730312175084271","0.710240425142922","0.750383925025621","2"
"No","2017","vocational + Abi","East Germany","237","0.772062516297834","0.726454569719283","0.817670462876386","2"
"No","2017","higher vocational","West Germany","809","0.718611991133637","0.692439709389607","0.744784272877668","2"
"No","2017","higher vocational","East Germany","288","0.712768925513887","0.6682604286229","0.757277422404874","2"
"No","2017","higher education","West Germany","3615","0.726025479903959","0.713725895829654","0.738325063978264","2"
"No","2017","higher education","East Germany","1068","0.750069967605128","0.727683796539005","0.772456138671251","2"
"Yes","2017","general elemantary","West Germany","491","0.191356297013968","0.175468904736029","0.207243689291907","1"
"Yes","2017","general elemantary","East Germany","64","0.16116053049704","0.123897251982884","0.198423809011196","1"
"Yes","2017","middle vocational","West Germany","2293","0.241642034998329","0.232886570984401","0.250397499012257","1"
"Yes","2017","middle vocational","East Germany","698","0.237003654645708","0.221269514721841","0.252737794569575","1"
"Yes","2017","inadequately","East Germany","8","","","","1"
"Yes","2017","higher education","East Germany","369","0.249930032394872","0.227543861328749","0.272316203460995","1"
"Yes","2017","in school","East Germany","3","","","","1"
"Yes","2017","vocational + Abi","West Germany","548","0.269687824915729","0.249616074974379","0.289759574857078","1"
"Yes","2017","vocational + Abi","East Germany","88","0.227937483702166","0.182329537123614","0.273545430280717","1"
"Yes","2017","higher vocational","West Germany","325","0.281388008866363","0.255215727122332","0.307560290610393","1"
"Yes","2017","inadequately","West Germany","67","0.143494604364007","0.108965657284378","0.178023551443636","1"
"Yes","2017","in school","West Germany","33","0.0958615392474062","0.0647056104939922","0.12701746800082","1"
"Yes","2017","higher education","West Germany","1436","0.273974520096041","0.261674936021736","0.286274104170346","1"
"Yes","2017","higher vocational","East Germany","109","0.287231074486113","0.242722577595125","0.3317395713771","1"
"No","2018","in school","West Germany","263","0.933783262922508","0.905014971227509","0.962551554617506","2"
"No","2018","in school","East Germany","56","0.954092585352653","0.900232036787965","1.00795313391734","2"
"No","2018","inadequately","West Germany","344","0.835339341228949","0.799912418086774","0.870766264371123","2"
"No","2018","inadequately","East Germany","48","0.806270630899168","0.703670287220996","0.908870974577339","2"
"No","2018","general elemantary","West Germany","1774","0.820402050266507","0.804555483275723","0.836248617257292","2"
"No","2018","general elemantary","East Germany","327","0.783451613368462","0.742677115325208","0.824226111411716","2"
"No","2018","middle vocational","West Germany","6522","0.771342981579528","0.762489137516955","0.780196825642101","2"
"No","2018","middle vocational","East Germany","2082","0.756165429964911","0.740061076670124","0.772269783259698","2"
"No","2018","vocational + Abi","West Germany","1275","0.746962732326961","0.726783059008275","0.767142405645647","2"
"No","2018","vocational + Abi","East Germany","232","0.725775532242481","0.676742495211877","0.774808569273084","2"
"No","2018","higher vocational","West Germany","764","0.723486565652197","0.696509824448705","0.750463306855689","2"
"No","2018","higher vocational","East Germany","273","0.732641237322509","0.688546627944286","0.776735846700732","2"
"No","2018","higher education","West Germany","3562","0.741515468013617","0.729255996228008","0.753774939799226","2"
"No","2018","higher education","East Germany","1044","0.783295613103916","0.761566202304945","0.805025023902888","2"
"Yes","2018","general elemantary","West Germany","480","0.179597949733493","0.163751382742708","0.195444516724277","1"
"Yes","2018","general elemantary","East Germany","65","0.216548386631538","0.175773888588284","0.257322884674792","1"
"Yes","2018","middle vocational","West Germany","2121","0.228657018420472","0.219803174357899","0.237510862483045","1"
"Yes","2018","middle vocational","East Germany","649","0.243834570035089","0.227730216740302","0.259938923329876","1"
"Yes","2018","inadequately","East Germany","9","","","","1"
"Yes","2018","higher education","East Germany","337","0.216704386896084","0.194974976097112","0.238433797695055","1"
"Yes","2018","in school","East Germany","2","","","","1"
"Yes","2018","inadequately","West Germany","77","0.164660658771051","0.129233735628877","0.200087581913226","1"
"Yes","2018","vocational + Abi","East Germany","86","0.274224467757519","0.225191430726916","0.323257504788123","1"
"Yes","2018","vocational + Abi","West Germany","508","0.253037267673039","0.232857594354353","0.273216940991725","1"
"Yes","2018","in school","West Germany","24","","","","1"
"Yes","2018","higher vocational","West Germany","292","0.276513434347803","0.249536693144311","0.303490175551295","1"
"Yes","2018","higher education","West Germany","1337","0.258484531986383","0.246225060200774","0.270744003771992","1"
"Yes","2018","higher vocational","East Germany","114","0.267358762677491","0.223264153299268","0.311453372055714","1"
"No","2019","in school","West Germany","254","0.953403207722321","0.928581907855819","0.978224507588823","2"
"No","2019","in school","East Germany","48","0.970997373144222","0.925818244428915","1.01617650185953","2"
"No","2019","inadequately","West Germany","283","0.854940492530069","0.817617532407354","0.892263452652785","2"
"No","2019","inadequately","East Germany","41","0.856606063731517","0.755325726052017","0.957886401411017","2"
"No","2019","general elemantary","West Germany","1582","0.816630880884239","0.799743156182538","0.83351860558594","2"
"No","2019","general elemantary","East Germany","304","0.849705986999433","0.813094891203343","0.886317082795522","2"
"No","2019","middle vocational","West Germany","6302","0.772518928796866","0.763550493554688","0.781487364039043","2"
"No","2019","middle vocational","East Germany","1927","0.777784003047472","0.761723431998551","0.793844574096394","2"
"No","2019","vocational + Abi","West Germany","1301","0.745346376162918","0.725347354113442","0.765345398212394","2"
"No","2019","vocational + Abi","East Germany","224","0.752581054685673","0.704699977711817","0.800462131659528","2"
"No","2019","higher vocational","West Germany","847","0.720367988338151","0.695058389002948","0.745677587673354","2"
"No","2019","higher vocational","East Germany","296","0.736849729682667","0.69527773812258","0.778421721242754","2"
"No","2019","higher education","West Germany","3732","0.739705528696666","0.727931020310262","0.75148003708307","2"
"No","2019","higher education","East Germany","1101","0.786547663201864","0.766253778363605","0.806841548040123","2"
"Yes","2019","general elemantary","West Germany","435","0.183369119115761","0.16648139441406","0.200256843817462","1"
"Yes","2019","general elemantary","East Germany","62","0.150294013000568","0.113682917204478","0.186905108796657","1"
"Yes","2019","middle vocational","West Germany","2091","0.227481071203134","0.218512635960957","0.236449506445312","1"
"Yes","2019","middle vocational","East Germany","647","0.222215996952528","0.206155425903606","0.238276568001449","1"
"Yes","2019","in school","West Germany","23","","","","1"
"Yes","2019","inadequately","East Germany","5","","","","1"
"Yes","2019","in school","East Germany","5","","","","1"
"Yes","2019","inadequately","West Germany","59","0.145059507469931","0.107736547347215","0.182382467592646","1"
"Yes","2019","higher education","East Germany","465","0.213452336798136","0.193158451959877","0.233746221636395","1"
"Yes","2019","higher vocational","East Germany","135","0.263150270317333","0.221578278757246","0.30472226187742","1"
"Yes","2019","higher vocational","West Germany","361","0.279632011661849","0.254322412326646","0.304941610997052","1"
"Yes","2019","vocational + Abi","East Germany","88","0.247418945314327","0.199537868340472","0.295300022288183","1"
"Yes","2019","higher education","West Germany","1603","0.260294471303334","0.24851996291693","0.272068979689738","1"
"Yes","2019","vocational + Abi","West Germany","522","0.254653623837082","0.234654601787606","0.274652645886558","1"
