"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1996","Saxony","East Germany","629","0.611925878423766","0.583193359358827","0.640658397488705","1"
"Almost never or never","1996","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","1996","Thuringia","West Germany","","","","","1"
"Almost never or never","1996","Mecklenburg-Western Pomerania","East Germany","208","0.551392825789342","0.502469440521713","0.60031621105697","1"
"Almost never or never","1996","Saxony","West Germany","","","","","1"
"Almost never or never","1996","Saxony-Anhalt","East Germany","404","0.675366718153712","0.639938184355845","0.71079525195158","1"
"At lease once a week","1996","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","1996","Hamburg","West Germany","37","0.324133810313628","0.242408731815383","0.405858888811874","4"
"At lease once a week","1996","Schleswig-Holstein","West Germany","83","0.319382429337896","0.264965926826247","0.373798931849545","4"
"At lease once a week","1996","Hamburg","East Germany","","","","","4"
"At lease once a week","1996","Lower Saxony","West Germany","283","0.27194720383057","0.244943105995076","0.298951301666065","4"
"At lease once a week","1996","Bremen","West Germany","25","","","","4"
"At lease once a week","1996","Lower Saxony","East Germany","","","","","4"
"At lease once a week","1996","Bremen","East Germany","","","","","4"
"At lease once a week","1996","North Rhine-Westphalia","West Germany","617","0.264327050989064","0.247224895781163","0.281429206196966","4"
"At lease once a week","1996","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","1996","Hesse","West Germany","228","0.26367331664486","0.235029260922863","0.292317372366857","4"
"At lease once a week","1996","Hesse","East Germany","","","","","4"
"At lease once a week","1996","Baden-Württemberg","West Germany","385","0.251825553738628","0.23124635819315","0.272404749284105","4"
"At lease once a week","1996","Rhineland-Palatinate,Saarland","West Germany","143","0.209103256110437","0.178803764935333","0.239402747285541","4"
"At lease once a week","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","1996","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","1996","Bavaria","West Germany","438","0.278129059512286","0.256469473692396","0.299788645332175","4"
"At lease once a week","1996","Bavaria","East Germany","","","","","4"
"At lease once a week","1996","Berlin","West Germany","70","0.237252146686363","0.189194730679233","0.285309562693494","4"
"At lease once a week","1996","Berlin","East Germany","56","0.217185163924433","0.164800493739785","0.26956983410908","4"
"At lease once a week","1996","Brandenburg","West Germany","","","","","4"
"At lease once a week","1996","Brandenburg","East Germany","76","0.126334862993139","0.0997295244458849","0.152940201540394","4"
"At lease once a week","1996","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","1996","Mecklenburg-Western Pomerania","East Germany","60","0.121520245876293","0.0893804557916111","0.153660035960974","4"
"At lease once a week","1996","Saxony","West Germany","","","","","4"
"At lease once a week","1996","Saxony","East Germany","184","0.158905992824547","0.137350430376581","0.180461555272513","4"
"At lease once a week","1996","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","1996","Saxony-Anhalt","East Germany","102","0.124279269838825","0.099317866797746","0.149240672879905","4"
"At lease once a week","1996","Thuringia","West Germany","","","","","4"
"At lease once a week","1996","Thuringia","East Germany","105","0.140877680100967","0.114235114872904","0.16752024532903","4"
"At least once a month","1996","Hamburg","East Germany","","","","","3"
"At least once a month","1996","Lower Saxony","East Germany","","","","","3"
"At least once a month","1996","Schleswig-Holstein","West Germany","28","","","","3"
"At least once a month","1996","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","1996","Lower Saxony","West Germany","73","0.0631352772935987","0.0483754788819068","0.0778950757052906","3"
"At least once a month","1996","Hamburg","West Germany","9","","","","3"
"At least once a month","1996","Bremen","West Germany","7","","","","3"
"At least once a month","1996","Bremen","East Germany","","","","","3"
"At least once a month","1996","North Rhine-Westphalia","West Germany","212","0.0873049327287945","0.0763573083693928","0.0982525570881963","3"
"At least once a month","1996","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","1996","Hesse","West Germany","48","0.0650101541688562","0.0489828605009536","0.0810374478367587","3"
"At least once a month","1996","Hesse","East Germany","","","","","3"
"At least once a month","1996","Rhineland-Palatinate,Saarland","West Germany","43","0.0628067014781841","0.0447302731419032","0.080883129814465","3"
"At least once a month","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","1996","Baden-Württemberg","West Germany","130","0.0653622717956433","0.0536440346431751","0.0770805089481116","3"
"At least once a month","1996","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","1996","Bavaria","West Germany","145","0.0806752736906873","0.0675108491728996","0.0938396982084751","3"
"At least once a month","1996","Bavaria","East Germany","","","","","3"
"At least once a month","1996","Berlin","East Germany","14","","","","3"
"At least once a month","1996","Berlin","West Germany","22","","","","3"
"At least once a month","1996","Brandenburg","West Germany","","","","","3"
"At least once a month","1996","Brandenburg","East Germany","25","","","","3"
"At least once a month","1996","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","1996","Mecklenburg-Western Pomerania","East Germany","30","0.0620377566222592","0.0383090777828854","0.085766435461633","3"
"At least once a month","1996","Saxony","West Germany","","","","","3"
"At least once a month","1996","Saxony","East Germany","76","0.0532421129612471","0.0400043664933842","0.06647985942911","3"
"At least once a month","1996","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","1996","Saxony-Anhalt","East Germany","29","","","","3"
"At least once a month","1996","Thuringia","West Germany","","","","","3"
"At least once a month","1996","Thuringia","East Germany","30","0.0392027425959277","0.0243399114497241","0.0540655737421313","3"
"Several times a year","1996","Schleswig-Holstein","West Germany","55","0.195375964614889","0.149099986690422","0.241651942539356","2"
"Several times a year","1996","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","1996","Hamburg","West Germany","20","","","","2"
"Several times a year","1996","Hamburg","East Germany","","","","","2"
"Several times a year","1996","Lower Saxony","West Germany","205","0.211510501575427","0.186726589418275","0.236294413732579","2"
"Several times a year","1996","Lower Saxony","East Germany","","","","","2"
"Several times a year","1996","Bremen","West Germany","14","","","","2"
"Several times a year","1996","Bremen","East Germany","","","","","2"
"Several times a year","1996","North Rhine-Westphalia","West Germany","538","0.206257203448387","0.19056506592497","0.221949340971804","2"
"Several times a year","1996","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","1996","Hesse","West Germany","148","0.16501599384675","0.140885386798365","0.189146600895136","2"
"Several times a year","1996","Hesse","East Germany","","","","","2"
"Several times a year","1996","Rhineland-Palatinate,Saarland","West Germany","126","0.181117959202001","0.152424264373225","0.209811654030777","2"
"Several times a year","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","1996","Baden-Württemberg","West Germany","363","0.203734055600931","0.184638251717012","0.22282985948485","2"
"Several times a year","1996","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","1996","Bavaria","West Germany","373","0.208887006110626","0.189236571687933","0.22853744053332","2"
"Several times a year","1996","Bavaria","East Germany","","","","","2"
"Several times a year","1996","Berlin","West Germany","55","0.188389024725571","0.144215037852993","0.232563011598149","2"
"Several times a year","1996","Berlin","East Germany","63","0.251128158512044","0.196033300399341","0.306223016624747","2"
"Several times a year","1996","Brandenburg","West Germany","","","","","2"
"Several times a year","1996","Saxony-Anhalt","East Germany","136","0.1605534063959","0.132775908164085","0.188330904627715","2"
"Several times a year","1996","Brandenburg","East Germany","141","0.221191588605037","0.187953633230769","0.254429543979306","2"
"Several times a year","1996","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","1996","Mecklenburg-Western Pomerania","East Germany","99","0.265049171712106","0.22163363190714","0.308464711517073","2"
"Several times a year","1996","Thuringia","East Germany","148","0.193302668212596","0.163061283319052","0.22354405310614","2"
"Several times a year","1996","Saxony","East Germany","216","0.17592601579044","0.153476080808649","0.198375950772231","2"
"Several times a year","1996","Thuringia","West Germany","","","","","2"
"Several times a year","1996","Saxony","West Germany","","","","","2"
"Several times a year","1996","Saxony-Anhalt","West Germany","","","","","2"
"Almost never or never","1997","Hamburg","East Germany","","","","","1"
"Almost never or never","1997","Lower Saxony","West Germany","474","0.482853112209728","0.452350766881075","0.513355457538382","1"
"Almost never or never","1997","Lower Saxony","East Germany","","","","","1"
"Almost never or never","1997","Bremen","West Germany","53","0.647931340038925","0.550861392729994","0.745001287347856","1"
"Almost never or never","1997","Bremen","East Germany","","","","","1"
"Almost never or never","1997","North Rhine-Westphalia","West Germany","1237","0.479067778742631","0.459473561843738","0.498661995641524","1"
"Almost never or never","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","1997","Hesse","West Germany","438","0.504087615721136","0.470336370943496","0.537838860498777","1"
"Almost never or never","1997","Hesse","East Germany","","","","","1"
