"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","2001","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2001","Bavaria","East Germany","","","","","3"
"At least once a month","2001","Bavaria","West Germany","233","0.0730790721859438","0.0638088954960223","0.0823492488758654","3"
"At least once a month","2001","Berlin","West Germany","41","0.087375658876134","0.0608998871274092","0.113851430624859","3"
"At least once a month","2001","Berlin","East Germany","18","","","","3"
"At least once a month","2001","Brandenburg","West Germany","","","","","3"
"At least once a month","2001","Brandenburg","East Germany","57","0.063970988516077","0.0484268806088001","0.0795150964233539","3"
"At least once a month","2001","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2001","Mecklenburg-Western Pomerania","East Germany","31","0.0644444671816053","0.043175778470364","0.0857131558928466","3"
"At least once a month","2001","Saxony","West Germany","","","","","3"
"At least once a month","2001","Saxony","East Germany","88","0.0481694018916093","0.037818870610496","0.0585199331727225","3"
"At least once a month","2001","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2001","Saxony-Anhalt","East Germany","42","0.0383919043993362","0.0264472446804804","0.050336564118192","3"
"At least once a month","2001","Thuringia","West Germany","","","","","3"
"At least once a month","2001","Thuringia","East Germany","45","0.0470607781081659","0.0336926152709658","0.060428940945366","3"
"Several times a year","2001","Schleswig-Holstein","West Germany","139","0.207419751634866","0.176080452330904","0.238759050938827","2"
"Several times a year","2001","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2001","Hamburg","West Germany","36","0.127828633458535","0.0879273434713154","0.167729923445755","2"
"Several times a year","2001","Hamburg","East Germany","","","","","2"
"Several times a year","2001","Lower Saxony","West Germany","314","0.159291320791202","0.142579564247822","0.176003077334583","2"
"Several times a year","2001","Lower Saxony","East Germany","","","","","2"
"Several times a year","2001","Bremen","West Germany","29","","","","2"
"Several times a year","2001","Bremen","East Germany","","","","","2"
"Several times a year","2001","North Rhine-Westphalia","West Germany","739","0.154031495596022","0.143628124608074","0.164434866583969","2"
"Several times a year","2001","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2001","Hesse","West Germany","199","0.125328262489837","0.108482983937633","0.142173541042041","2"
"Several times a year","2001","Hesse","East Germany","","","","","2"
"Several times a year","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2001","Rhineland-Palatinate,Saarland","West Germany","202","0.151656903720519","0.13250905434846","0.170804753092577","2"
"Several times a year","2001","Baden-Württemberg","West Germany","393","0.149212385022652","0.135530143800172","0.162894626245131","2"
"Several times a year","2001","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2001","Bavaria","West Germany","532","0.166925948417442","0.153643630057481","0.180208266777403","2"
"Several times a year","2001","Bavaria","East Germany","","","","","2"
"Several times a year","2001","Berlin","West Germany","110","0.250854757685376","0.210210279098796","0.291499236271956","2"
"Several times a year","2001","Berlin","East Germany","72","0.192018266796752","0.151044493675288","0.232992039918216","2"
"Several times a year","2001","Brandenburg","East Germany","194","0.193909461407355","0.168795164243408","0.219023758571303","2"
"Several times a year","2001","Mecklenburg-Western Pomerania","East Germany","92","0.158645105162151","0.126999306414531","0.190290903909771","2"
"Several times a year","2001","Saxony-Anhalt","East Germany","157","0.14125200698647","0.119600652030399","0.16290336194254","2"
"Several times a year","2001","Brandenburg","West Germany","","","","","2"
"Several times a year","2001","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2001","Saxony","West Germany","","","","","2"
"Several times a year","2001","Saxony","East Germany","300","0.163192227036726","0.14532900601419","0.181055448059262","2"
"Several times a year","2001","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2001","Thuringia","West Germany","","","","","2"
"Several times a year","2001","Thuringia","East Germany","184","0.162575825801426","0.139283636812859","0.185868014789992","2"
"Almost never or never","2002","Hamburg","East Germany","","","","","1"
"Almost never or never","2002","Lower Saxony","West Germany","","","","","1"
"Almost never or never","2002","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2002","Bremen","West Germany","","","","","1"
"Almost never or never","2002","Bremen","East Germany","","","","","1"
"Almost never or never","2002","North Rhine-Westphalia","West Germany","","","","","1"
"Almost never or never","2002","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2002","Hesse","West Germany","","","","","1"
"Almost never or never","2002","Hesse","East Germany","","","","","1"
"Almost never or never","2002","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Almost never or never","2002","Hamburg","West Germany","","","","","1"
"Almost never or never","2002","Schleswig-Holstein","West Germany","","","","","1"
"Almost never or never","2002","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2002","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2002","Bavaria","East Germany","","","","","1"
"Almost never or never","2002","Baden-Württemberg","West Germany","","","","","1"
"Almost never or never","2002","Bavaria","West Germany","","","","","1"
"Almost never or never","2002","Berlin","West Germany","","","","","1"
"Almost never or never","2002","Berlin","East Germany","","","","","1"
"Almost never or never","2002","Brandenburg","West Germany","","","","","1"
"Almost never or never","2002","Brandenburg","East Germany","","","","","1"
"Almost never or never","2002","Thuringia","West Germany","","","","","1"
"Almost never or never","2002","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2002","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Almost never or never","2002","Saxony","East Germany","","","","","1"
"Almost never or never","2002","Thuringia","East Germany","","","","","1"
"Almost never or never","2002","Saxony","West Germany","","","","","1"
"Almost never or never","2002","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","2002","Saxony-Anhalt","East Germany","","","","","1"
"At lease once a week","2002","Hamburg","East Germany","","","","","4"
"At lease once a week","2002","Hamburg","West Germany","","","","","4"
"At lease once a week","2002","Lower Saxony","West Germany","","","","","4"
"At lease once a week","2002","Bremen","West Germany","","","","","4"
"At lease once a week","2002","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2002","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2002","Schleswig-Holstein","West Germany","","","","","4"
"At lease once a week","2002","Bremen","East Germany","","","","","4"
"At lease once a week","2002","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2002","North Rhine-Westphalia","West Germany","","","","","4"
"At lease once a week","2002","Hesse","East Germany","","","","","4"
"At lease once a week","2002","Hesse","West Germany","","","","","4"
"At lease once a week","2002","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"At lease once a week","2002","Baden-Württemberg","West Germany","","","","","4"
"At lease once a week","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2002","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2002","Bavaria","West Germany","","","","","4"
"At lease once a week","2002","Thuringia","West Germany","","","","","4"
"At lease once a week","2002","Thuringia","East Germany","","","","","4"
"At lease once a week","2002","Saxony-Anhalt","East Germany","","","","","4"
"At lease once a week","2002","Bavaria","East Germany","","","","","4"
"At lease once a week","2002","Berlin","West Germany","","","","","4"
"At lease once a week","2002","Berlin","East Germany","","","","","4"
"At lease once a week","2002","Brandenburg","West Germany","","","","","4"
"At lease once a week","2002","Brandenburg","East Germany","","","","","4"
"At lease once a week","2002","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2002","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"At lease once a week","2002","Saxony","West Germany","","","","","4"
"At lease once a week","2002","Saxony","East Germany","","","","","4"
"At lease once a week","2002","Saxony-Anhalt","West Germany","","","","","4"
"At least once a month","2002","Schleswig-Holstein","West Germany","","","","","3"
"At least once a month","2002","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2002","Hamburg","East Germany","","","","","3"
"At least once a month","2002","Lower Saxony","West Germany","","","","","3"
"At least once a month","2002","Lower Saxony","East Germany","","","","","3"
"At least once a month","2002","Bremen","East Germany","","","","","3"
"At least once a month","2002","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2002","Hamburg","West Germany","","","","","3"
"At least once a month","2002","Bremen","West Germany","","","","","3"
"At least once a month","2002","North Rhine-Westphalia","West Germany","","","","","3"
"At least once a month","2002","Hesse","West Germany","","","","","3"
"At least once a month","2002","Hesse","East Germany","","","","","3"
"At least once a month","2002","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"At least once a month","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2002","Baden-Württemberg","West Germany","","","","","3"
"At least once a month","2002","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2002","Bavaria","East Germany","","","","","3"
"At least once a month","2002","Bavaria","West Germany","","","","","3"
"At least once a month","2002","Berlin","West Germany","","","","","3"
"At least once a month","2002","Berlin","East Germany","","","","","3"
"At least once a month","2002","Brandenburg","West Germany","","","","","3"
"At least once a month","2002","Brandenburg","East Germany","","","","","3"
"At least once a month","2002","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2002","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"At least once a month","2002","Saxony","West Germany","","","","","3"
"At least once a month","2002","Saxony","East Germany","","","","","3"
"At least once a month","2002","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2002","Saxony-Anhalt","East Germany","","","","","3"
"At least once a month","2002","Thuringia","West Germany","","","","","3"
"At least once a month","2002","Thuringia","East Germany","","","","","3"
"Several times a year","2002","Schleswig-Holstein","West Germany","","","","","2"
"Several times a year","2002","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2002","Hamburg","West Germany","","","","","2"
"Several times a year","2002","Hamburg","East Germany","","","","","2"
"Several times a year","2002","Lower Saxony","West Germany","","","","","2"
"Several times a year","2002","Lower Saxony","East Germany","","","","","2"
"Several times a year","2002","Bremen","West Germany","","","","","2"
"Several times a year","2002","Bremen","East Germany","","","","","2"
"Several times a year","2002","North Rhine-Westphalia","West Germany","","","","","2"
"Several times a year","2002","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2002","Hesse","West Germany","","","","","2"
"Several times a year","2002","Hesse","East Germany","","","","","2"
"Several times a year","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2002","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Several times a year","2002","Baden-Württemberg","West Germany","","","","","2"
"Several times a year","2002","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2002","Bavaria","West Germany","","","","","2"
"Several times a year","2002","Bavaria","East Germany","","","","","2"
"Several times a year","2002","Berlin","West Germany","","","","","2"
"Several times a year","2002","Berlin","East Germany","","","","","2"
"Several times a year","2002","Brandenburg","West Germany","","","","","2"
"Several times a year","2002","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2002","Saxony-Anhalt","East Germany","","","","","2"
"Several times a year","2002","Brandenburg","East Germany","","","","","2"
"Several times a year","2002","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Several times a year","2002","Saxony","West Germany","","","","","2"
"Several times a year","2002","Saxony","East Germany","","","","","2"
"Several times a year","2002","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2002","Thuringia","West Germany","","","","","2"
"Several times a year","2002","Thuringia","East Germany","","","","","2"
"Almost never or never","2003","Schleswig-Holstein","West Germany","221","0.337693858981816","0.301937406293599","0.373450311670033","1"
"Almost never or never","2003","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2003","Hamburg","West Germany","115","0.4412607532855","0.384790191745106","0.497731314825894","1"
"Almost never or never","2003","Hamburg","East Germany","","","","","1"
"Almost never or never","2003","Lower Saxony","West Germany","668","0.376173254999057","0.354448376313917","0.397898133684197","1"
"Almost never or never","2003","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2003","Bremen","West Germany","55","0.367919001589615","0.296058951454591","0.439779051724639","1"
"Almost never or never","2003","Bremen","East Germany","","","","","1"
"Almost never or never","2003","North Rhine-Westphalia","West Germany","1780","0.412212143904966","0.398045942418656","0.426378345391275","1"
"Almost never or never","2003","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2003","Hesse","West Germany","560","0.428012617635815","0.402956504884547","0.453068730387083","1"
"Almost never or never","2003","Hesse","East Germany","","","","","1"
"Almost never or never","2003","Rhineland-Palatinate,Saarland","West Germany","593","0.459004194057801","0.43233321378651","0.485675174329093","1"
"Almost never or never","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2003","Baden-Württemberg","West Germany","1006","0.388156658935356","0.369764561577186","0.406548756293525","1"
"Almost never or never","2003","Bavaria","West Germany","983","0.374933402789313","0.357973782106917","0.391893023471708","1"
"Almost never or never","2003","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2003","Bavaria","East Germany","","","","","1"
"Almost never or never","2003","Berlin","West Germany","133","0.321369159086497","0.278269015740233","0.364469302432761","1"
"Almost never or never","2003","Berlin","East Germany","105","0.310658938641745","0.263884006095356","0.357433871188134","1"
"Almost never or never","2003","Brandenburg","West Germany","","","","","1"
"Almost never or never","2003","Brandenburg","East Germany","364","0.421514759653508","0.390031135348732","0.452998383958284","1"
"Almost never or never","2003","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2003","Mecklenburg-Western Pomerania","East Germany","210","0.447070618574626","0.404581461297627","0.489559775851625","1"
"Almost never or never","2003","Saxony","West Germany","","","","","1"
"Almost never or never","2003","Saxony","East Germany","647","0.42092830129369","0.39687198829881","0.444984614288571","1"
"Almost never or never","2003","Thuringia","East Germany","415","0.46818502028838","0.436521226845429","0.499848813731331","1"
"Almost never or never","2003","Saxony-Anhalt","East Germany","419","0.51011392672143","0.478002885549743","0.542224967893118","1"
"Almost never or never","2003","Thuringia","West Germany","","","","","1"
"Almost never or never","2003","Saxony-Anhalt","West Germany","","","","","1"
"At lease once a week","2003","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2003","Hamburg","West Germany","122","0.343812921940861","0.289794138287983","0.397831705593739","4"
"At lease once a week","2003","Hamburg","East Germany","","","","","4"
"At lease once a week","2003","Bremen","West Germany","77","0.375961036339887","0.303783457137148","0.448138615542626","4"
"At lease once a week","2003","Schleswig-Holstein","West Germany","222","0.321185197745601","0.285881770590236","0.356488624900967","4"
"At lease once a week","2003","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2003","Lower Saxony","West Germany","785","0.379926004472004","0.35815879900143","0.401693209942578","4"
"At lease once a week","2003","North Rhine-Westphalia","West Germany","1691","0.345099970093193","0.331418187508586","0.3587817526778","4"
"At lease once a week","2003","Bremen","East Germany","","","","","4"
"At lease once a week","2003","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2003","Hesse","West Germany","582","0.329117630171082","0.305322343158025","0.35291291718414","4"
"At lease once a week","2003","Hesse","East Germany","","","","","4"
"At lease once a week","2003","Rhineland-Palatinate,Saarland","West Germany","418","0.284465015620816","0.260317994061017","0.308612037180615","4"
"At lease once a week","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2003","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2003","Baden-Württemberg","West Germany","1021","0.363049220181028","0.344900612660665","0.381197827701391","4"
"At lease once a week","2003","Bavaria","West Germany","1197","0.332853794842848","0.316345082941156","0.34936250674454","4"
"At lease once a week","2003","Saxony-Anhalt","East Germany","232","0.230997257285638","0.203923994010588","0.258070520560688","4"
"At lease once a week","2003","Thuringia","West Germany","","","","","4"
"At lease once a week","2003","Thuringia","East Germany","254","0.248533735330981","0.221110333865508","0.275957136796455","4"
"At lease once a week","2003","Bavaria","East Germany","","","","","4"
"At lease once a week","2003","Berlin","West Germany","184","0.406440648326408","0.361110153095945","0.451771143556872","4"
"At lease once a week","2003","Berlin","East Germany","146","0.354338946922617","0.305992350131177","0.402685543714057","4"
"At lease once a week","2003","Brandenburg","West Germany","","","","","4"
"At lease once a week","2003","Brandenburg","East Germany","267","0.26872377347032","0.240460272340979","0.29698727459966","4"
"At lease once a week","2003","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2003","Mecklenburg-Western Pomerania","East Germany","177","0.3123904219813","0.272783140703613","0.351997703258987","4"
"At lease once a week","2003","Saxony","West Germany","","","","","4"
"At lease once a week","2003","Saxony","East Germany","494","0.298797199769276","0.276493910619305","0.321100488919247","4"
"At lease once a week","2003","Saxony-Anhalt","West Germany","","","","","4"
"At least once a month","2003","Lower Saxony","East Germany","","","","","3"
"At least once a month","2003","Schleswig-Holstein","West Germany","98","0.121107741007373","0.0964406903398674","0.145774791674878","3"
"At least once a month","2003","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2003","Hamburg","East Germany","","","","","3"
"At least once a month","2003","Lower Saxony","West Germany","127","0.0669867358826192","0.0557750809081059","0.0781983908571325","3"
"At least once a month","2003","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2003","Bremen","West Germany","12","","","","3"
"At least once a month","2003","North Rhine-Westphalia","West Germany","348","0.0699581118216327","0.0626171491939186","0.0772990744493468","3"
"At least once a month","2003","Hamburg","West Germany","20","","","","3"
"At least once a month","2003","Bremen","East Germany","","","","","3"
"At least once a month","2003","Hesse","West Germany","115","0.0808630248683867","0.0670573610229107","0.0946686887138626","3"
"At least once a month","2003","Hesse","East Germany","","","","","3"
"At least once a month","2003","Rhineland-Palatinate,Saarland","West Germany","82","0.0646636690809772","0.0515008844441051","0.0778264537178494","3"
"At least once a month","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2003","Baden-Württemberg","West Germany","199","0.0743768028999932","0.0644743340284056","0.0842792717715809","3"
"At least once a month","2003","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2003","Bavaria","West Germany","277","0.0867524241847573","0.0768916503955464","0.0966131979739681","3"
"At least once a month","2003","Bavaria","East Germany","","","","","3"
"At least once a month","2003","Berlin","West Germany","56","0.111929183766447","0.0828317098400114","0.141026657692884","3"
"At least once a month","2003","Berlin","East Germany","23","","","","3"
"At least once a month","2003","Brandenburg","West Germany","","","","","3"
"At least once a month","2003","Brandenburg","East Germany","83","0.0903922617087671","0.0721102119574842","0.10867431146005","3"
"At least once a month","2003","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2003","Mecklenburg-Western Pomerania","East Germany","34","0.0530754860399006","0.0339170572649521","0.0722339148148491","3"
"At least once a month","2003","Saxony","West Germany","","","","","3"
"At least once a month","2003","Saxony","East Germany","139","0.0837396290842262","0.0702427362214995","0.097236521946953","3"
"At least once a month","2003","Saxony-Anhalt","East Germany","58","0.0530845541476082","0.038682881406186","0.0674862268890303","3"
"At least once a month","2003","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2003","Thuringia","West Germany","","","","","3"
"At least once a month","2003","Thuringia","East Germany","63","0.056200280938373","0.0415858109817907","0.0708147508949553","3"
"Several times a year","2003","Schleswig-Holstein","West Germany","131","0.22001320226521","0.188692502861175","0.251333901669244","2"
"Several times a year","2003","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2003","Hamburg","West Germany","40","0.169424072005554","0.126761494116334","0.212086649894773","2"
"Several times a year","2003","Hamburg","East Germany","","","","","2"
"Several times a year","2003","Lower Saxony","West Germany","330","0.17691400464632","0.159800651192295","0.194027358100345","2"
"Several times a year","2003","Lower Saxony","East Germany","","","","","2"
"Several times a year","2003","Bremen","West Germany","29","","","","2"
"Several times a year","2003","Bremen","East Germany","","","","","2"
"Several times a year","2003","North Rhine-Westphalia","West Germany","819","0.172729774180209","0.161850748085267","0.18360880027515","2"
"Several times a year","2003","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2003","Hesse","West Germany","241","0.162006727324716","0.143348130742373","0.18066532390706","2"
"Several times a year","2003","Hesse","East Germany","","","","","2"
"Several times a year","2003","Rhineland-Palatinate,Saarland","West Germany","248","0.191867121240405","0.170791743371858","0.212942499108953","2"
"Several times a year","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2003","Baden-Württemberg","West Germany","471","0.174417317983623","0.160096009257327","0.188738626709919","2"
"Several times a year","2003","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2003","Bavaria","West Germany","673","0.205460378183082","0.191305773538536","0.219614982827628","2"
"Several times a year","2003","Bavaria","East Germany","","","","","2"
"Several times a year","2003","Berlin","West Germany","78","0.160261008820647","0.126404208223438","0.194117809417856","2"
"Several times a year","2003","Berlin","East Germany","102","0.268469828573689","0.22367601555604","0.313263641591337","2"
"Several times a year","2003","Brandenburg","East Germany","231","0.219369205167406","0.192985070352654","0.245753339982157","2"
"Several times a year","2003","Mecklenburg-Western Pomerania","East Germany","105","0.187463473404174","0.154110466346866","0.220816480461482","2"
"Several times a year","2003","Saxony-Anhalt","East Germany","222","0.205804261845324","0.179834724738489","0.231773798952159","2"
"Several times a year","2003","Brandenburg","West Germany","","","","","2"
"Several times a year","2003","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2003","Saxony","West Germany","","","","","2"
"Several times a year","2003","Saxony","East Germany","338","0.196534869852808","0.177172337482118","0.215897402223497","2"
"Several times a year","2003","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2003","Thuringia","West Germany","","","","","2"
"Several times a year","2003","Thuringia","East Germany","222","0.227080963442266","0.200496293689671","0.253665633194861","2"
"Almost never or never","2004","Schleswig-Holstein","West Germany","","","","","1"
"Almost never or never","2004","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2004","Hamburg","West Germany","","","","","1"
"Almost never or never","2004","Hamburg","East Germany","","","","","1"
"Almost never or never","2004","Lower Saxony","West Germany","","","","","1"
"Almost never or never","2004","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2004","Bremen","West Germany","","","","","1"
"Almost never or never","2004","Bremen","East Germany","","","","","1"
"Almost never or never","2004","North Rhine-Westphalia","West Germany","","","","","1"
"Almost never or never","2004","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2004","Hesse","West Germany","","","","","1"
"Almost never or never","2004","Hesse","East Germany","","","","","1"
"Almost never or never","2004","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Almost never or never","2004","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2004","Baden-Württemberg","West Germany","","","","","1"
"Almost never or never","2004","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2004","Bavaria","West Germany","","","","","1"
"Almost never or never","2004","Bavaria","East Germany","","","","","1"
"Almost never or never","2004","Berlin","West Germany","","","","","1"
"Almost never or never","2004","Berlin","East Germany","","","","","1"
"Almost never or never","2004","Brandenburg","West Germany","","","","","1"
"Almost never or never","2004","Brandenburg","East Germany","","","","","1"
"Almost never or never","2004","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2004","Saxony","East Germany","","","","","1"
"Almost never or never","2004","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Almost never or never","2004","Saxony","West Germany","","","","","1"
"Almost never or never","2004","Saxony-Anhalt","East Germany","","","","","1"
"Almost never or never","2004","Thuringia","West Germany","","","","","1"
"Almost never or never","2004","Thuringia","East Germany","","","","","1"
"Almost never or never","2004","Saxony-Anhalt","West Germany","","","","","1"
"At lease once a week","2004","Schleswig-Holstein","West Germany","","","","","4"
"At lease once a week","2004","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2004","Hamburg","East Germany","","","","","4"
"At lease once a week","2004","Hamburg","West Germany","","","","","4"
"At lease once a week","2004","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2004","Lower Saxony","West Germany","","","","","4"
"At lease once a week","2004","Bremen","West Germany","","","","","4"
"At lease once a week","2004","Bremen","East Germany","","","","","4"
"At lease once a week","2004","North Rhine-Westphalia","West Germany","","","","","4"
"At lease once a week","2004","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2004","Hesse","East Germany","","","","","4"
"At lease once a week","2004","Hesse","West Germany","","","","","4"
"At lease once a week","2004","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"At lease once a week","2004","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2004","Baden-Württemberg","West Germany","","","","","4"
"At lease once a week","2004","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2004","Bavaria","West Germany","","","","","4"
"At lease once a week","2004","Saxony-Anhalt","East Germany","","","","","4"
"At lease once a week","2004","Thuringia","West Germany","","","","","4"
"At lease once a week","2004","Thuringia","East Germany","","","","","4"
"At lease once a week","2004","Bavaria","East Germany","","","","","4"
"At lease once a week","2004","Berlin","West Germany","","","","","4"
"At lease once a week","2004","Berlin","East Germany","","","","","4"
"At lease once a week","2004","Brandenburg","West Germany","","","","","4"
"At lease once a week","2004","Brandenburg","East Germany","","","","","4"
"At lease once a week","2004","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2004","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"At lease once a week","2004","Saxony","West Germany","","","","","4"
"At lease once a week","2004","Saxony","East Germany","","","","","4"
"At lease once a week","2004","Saxony-Anhalt","West Germany","","","","","4"
"At least once a month","2004","Lower Saxony","West Germany","","","","","3"
"At least once a month","2004","Schleswig-Holstein","West Germany","","","","","3"
"At least once a month","2004","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2004","Hamburg","East Germany","","","","","3"
"At least once a month","2004","Lower Saxony","East Germany","","","","","3"
"At least once a month","2004","North Rhine-Westphalia","West Germany","","","","","3"
"At least once a month","2004","Bremen","East Germany","","","","","3"
"At least once a month","2004","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2004","Hamburg","West Germany","","","","","3"
"At least once a month","2004","Bremen","West Germany","","","","","3"
"At least once a month","2004","Hesse","West Germany","","","","","3"
"At least once a month","2004","Hesse","East Germany","","","","","3"
"At least once a month","2004","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"At least once a month","2004","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2004","Baden-Württemberg","West Germany","","","","","3"
"At least once a month","2004","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2004","Bavaria","West Germany","","","","","3"
"At least once a month","2004","Bavaria","East Germany","","","","","3"
"At least once a month","2004","Berlin","West Germany","","","","","3"
"At least once a month","2004","Berlin","East Germany","","","","","3"
"At least once a month","2004","Brandenburg","West Germany","","","","","3"
"At least once a month","2004","Brandenburg","East Germany","","","","","3"
"At least once a month","2004","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2004","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"At least once a month","2004","Saxony","West Germany","","","","","3"
"At least once a month","2004","Saxony","East Germany","","","","","3"
"At least once a month","2004","Saxony-Anhalt","East Germany","","","","","3"
"At least once a month","2004","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2004","Thuringia","West Germany","","","","","3"
"At least once a month","2004","Thuringia","East Germany","","","","","3"
"Several times a year","2004","Schleswig-Holstein","West Germany","","","","","2"
"Several times a year","2004","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2004","Hamburg","West Germany","","","","","2"
"Several times a year","2004","Hamburg","East Germany","","","","","2"
"Several times a year","2004","Lower Saxony","West Germany","","","","","2"
"Several times a year","2004","Lower Saxony","East Germany","","","","","2"
"Several times a year","2004","Bremen","West Germany","","","","","2"
"Several times a year","2004","Bremen","East Germany","","","","","2"
"Several times a year","2004","North Rhine-Westphalia","West Germany","","","","","2"
"Several times a year","2004","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2004","Hesse","East Germany","","","","","2"
"Several times a year","2004","Hesse","West Germany","","","","","2"
"Several times a year","2004","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
