"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1993","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Single parent ","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Hesse","1-pers.-HH","","","",""
"Almost never or never","1993","Hesse","(Married) couple without C. ","","","",""
"Almost never or never","1993","Hesse","Single parent ","","","",""
"Almost never or never","1993","Hesse","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Hesse","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Hesse","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Baden-Württemberg","1-pers.-HH","","","",""
"Almost never or never","1993","Baden-Württemberg","(Married) couple without C. ","","","",""
"Almost never or never","1993","Baden-Württemberg","Single parent ","","","",""
"Almost never or never","1993","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Bavaria","1-pers.-HH","","","",""
"Almost never or never","1993","Bavaria","(Married) couple without C. ","","","",""
"Almost never or never","1993","Bavaria","Single parent ","","","",""
"Almost never or never","1993","Bavaria","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Bavaria","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Bavaria","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Berlin","1-pers.-HH","","","",""
"Almost never or never","1993","Berlin","(Married) couple without C. ","","","",""
"Almost never or never","1993","Berlin","Single parent ","","","",""
"Almost never or never","1993","Berlin","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Berlin","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Berlin","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Brandenburg","1-pers.-HH","","","",""
"Almost never or never","1993","Brandenburg","(Married) couple without C. ","","","",""
"Almost never or never","1993","Brandenburg","Single parent ","","","",""
"Almost never or never","1993","Brandenburg","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Brandenburg","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Brandenburg","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Saxony","1-pers.-HH","","","",""
"Almost never or never","1993","Saxony","(Married) couple without C. ","","","",""
"Almost never or never","1993","Saxony","Single parent ","","","",""
"Almost never or never","1993","Saxony","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Saxony","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Saxony","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Saxony-Anhalt","1-pers.-HH","","","",""
"Almost never or never","1993","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Almost never or never","1993","Saxony-Anhalt","Single parent ","","","",""
"Almost never or never","1993","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Thuringia","1-pers.-HH","","","",""
"Almost never or never","1993","Thuringia","(Married) couple without C. ","","","",""
"Almost never or never","1993","Thuringia","Single parent ","","","",""
"Almost never or never","1993","Thuringia","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Thuringia","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Thuringia","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Schleswig-Holstein","1-pers.-HH","","","",""
"Several times a year","1993","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Several times a year","1993","Schleswig-Holstein","Single parent ","","","",""
"Several times a year","1993","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Hamburg","1-pers.-HH","","","",""
"Several times a year","1993","Hamburg","(Married) couple without C. ","","","",""
"Several times a year","1993","Hamburg","Single parent ","","","",""
"Several times a year","1993","Hamburg","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Hamburg","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Hamburg","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Lower Saxony","1-pers.-HH","","","",""
"Several times a year","1993","Lower Saxony","(Married) couple without C. ","","","",""
"Several times a year","1993","Lower Saxony","Single parent ","","","",""
"Several times a year","1993","Lower Saxony","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Lower Saxony","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Bremen","1-pers.-HH","","","",""
"Several times a year","1993","Bremen","(Married) couple without C. ","","","",""
"Several times a year","1993","Bremen","Single parent ","","","",""
"Several times a year","1993","Bremen","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Bremen","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Bremen","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","North Rhine-Westphalia","1-pers.-HH","","","",""
"Several times a year","1993","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Several times a year","1993","North Rhine-Westphalia","Single parent ","","","",""
"Several times a year","1993","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Several times a year","1993","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Several times a year","1993","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Hesse","1-pers.-HH","","","",""
"Several times a year","1993","Hesse","(Married) couple without C. ","","","",""
"Several times a year","1993","Hesse","Single parent ","","","",""
"Several times a year","1993","Hesse","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Hesse","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Hesse","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Several times a year","1993","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Several times a year","1993","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Several times a year","1993","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Baden-Württemberg","1-pers.-HH","","","",""
"Several times a year","1993","Baden-Württemberg","(Married) couple without C. ","","","",""
"Several times a year","1993","Baden-Württemberg","Single parent ","","","",""
"Several times a year","1993","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Bavaria","1-pers.-HH","","","",""
"Several times a year","1993","Bavaria","(Married) couple without C. ","","","",""
"Several times a year","1993","Bavaria","Single parent ","","","",""
"Several times a year","1993","Bavaria","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Bavaria","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Bavaria","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Berlin","1-pers.-HH","","","",""
"Several times a year","1993","Berlin","(Married) couple without C. ","","","",""
"Several times a year","1993","Berlin","Single parent ","","","",""
"Several times a year","1993","Berlin","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Berlin","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Berlin","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Brandenburg","1-pers.-HH","","","",""
"Several times a year","1993","Brandenburg","(Married) couple without C. ","","","",""
"Several times a year","1993","Brandenburg","Single parent ","","","",""
"Several times a year","1993","Brandenburg","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Brandenburg","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Brandenburg","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Several times a year","1993","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Several times a year","1993","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Several times a year","1993","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Saxony","1-pers.-HH","","","",""
"Several times a year","1993","Saxony","(Married) couple without C. ","","","",""
"Several times a year","1993","Saxony","Single parent ","","","",""
"Several times a year","1993","Saxony","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Saxony","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Saxony","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Saxony-Anhalt","1-pers.-HH","","","",""
"Several times a year","1993","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Several times a year","1993","Saxony-Anhalt","Single parent ","","","",""
"Several times a year","1993","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Several times a year","1993","Thuringia","1-pers.-HH","","","",""
"Several times a year","1993","Thuringia","(Married) couple without C. ","","","",""
"Several times a year","1993","Thuringia","Single parent ","","","",""
"Several times a year","1993","Thuringia","Couple + C. LE 16 ","","","",""
"Several times a year","1993","Thuringia","Couple + C. GT 16 ","","","",""
"Several times a year","1993","Thuringia","Couple + C. LE and GT 16","","","",""
"At least once a month","1993","Schleswig-Holstein","1-pers.-HH","","","",""
"At least once a month","1993","Schleswig-Holstein","(Married) couple without C. ","","","",""
"At least once a month","1993","Schleswig-Holstein","Single parent ","","","",""
"At least once a month","1993","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"At least once a month","1993","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"At least once a month","1993","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"At least once a month","1993","Hamburg","1-pers.-HH","","","",""
