"m11104","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","2014","no migration background","West Germany","","","","","1"
"Almost never or never","2014","direct migration background","West Germany","","","","","1"
"Almost never or never","2014","direct migration background","East Germany","","","","","1"
"Almost never or never","2014","no migration background","East Germany","","","","","1"
"Almost never or never","2014","indirect migration background","West Germany","","","","","1"
"Almost never or never","2014","indirect migration background","East Germany","","","","","1"
"At lease once a week","2014","no migration background","West Germany","","","","","4"
"At lease once a week","2014","no migration background","East Germany","","","","","4"
"At lease once a week","2014","direct migration background","West Germany","","","","","4"
"At lease once a week","2014","direct migration background","East Germany","","","","","4"
"At lease once a week","2014","indirect migration background","West Germany","","","","","4"
"At lease once a week","2014","indirect migration background","East Germany","","","","","4"
"At least once a month","2014","no migration background","West Germany","","","","","3"
"At least once a month","2014","no migration background","East Germany","","","","","3"
"At least once a month","2014","direct migration background","East Germany","","","","","3"
"At least once a month","2014","direct migration background","West Germany","","","","","3"
"At least once a month","2014","indirect migration background","East Germany","","","","","3"
"At least once a month","2014","indirect migration background","West Germany","","","","","3"
"Several times a year","2014","no migration background","West Germany","","","","","2"
"Several times a year","2014","no migration background","East Germany","","","","","2"
"Several times a year","2014","direct migration background","East Germany","","","","","2"
"Several times a year","2014","direct migration background","West Germany","","","","","2"
"Several times a year","2014","indirect migration background","East Germany","","","","","2"
"Several times a year","2014","indirect migration background","West Germany","","","","","2"
"Almost never or never","2015","no migration background","West Germany","4763","0.342686628591536","0.334922974465819","0.350450282717253","1"
"Almost never or never","2015","no migration background","East Germany","2241","0.456731953480753","0.442774754750986","0.470689152210519","1"
"Almost never or never","2015","direct migration background","West Germany","2685","0.477257244247058","0.464050842070779","0.490463646423337","1"
"Almost never or never","2015","direct migration background","East Germany","231","0.479701673251712","0.432426701696159","0.526976644807265","1"
"Almost never or never","2015","indirect migration background","West Germany","462","0.258183270657673","0.236611066749432","0.279755474565915","1"
"Almost never or never","2015","indirect migration background","East Germany","45","0.432434748478335","0.337675494484899","0.527194002471771","1"
"At lease once a week","2015","no migration background","West Germany","6828","0.46630285575528","0.45814242952285","0.47446328198771","4"
"At lease once a week","2015","no migration background","East Germany","1683","0.346627958884846","0.333293587363939","0.359962330405753","4"
"At lease once a week","2015","direct migration background","West Germany","1832","0.350510922795437","0.33789552508336","0.363126320507514","4"
"At lease once a week","2015","direct migration background","East Germany","125","0.333372325723108","0.288762976585166","0.377981674861049","4"
"At lease once a week","2015","indirect migration background","West Germany","779","0.542071653190417","0.517512732947921","0.566630573432912","4"
"At lease once a week","2015","indirect migration background","East Germany","41","0.396188652407446","0.302636218036993","0.489741086777899","4"
"At least once a month","2015","no migration background","West Germany","801","0.0558008148435246","0.0520460439097449","0.0595555857773044","3"
"At least once a month","2015","no migration background","East Germany","292","0.0571712848110085","0.0506660068238191","0.0636765627981978","3"
"At least once a month","2015","direct migration background","East Germany","21","","","","3"
"At least once a month","2015","direct migration background","West Germany","239","0.0505070427674726","0.0447169424668639","0.0562971430680813","3"
"At least once a month","2015","indirect migration background","West Germany","93","0.0655542070462137","0.0533542164243279","0.0777541976680995","3"
"At least once a month","2015","indirect migration background","East Germany","3","","","","3"
"Several times a year","2015","no migration background","West Germany","1964","0.13520970080966","0.129616109953014","0.140803291666306","2"
"Several times a year","2015","no migration background","East Germany","677","0.139468802823393","0.129761863175468","0.149175742471318","2"
"Several times a year","2015","direct migration background","West Germany","739","0.121724790190033","0.113079709080852","0.130369871299213","2"
"Several times a year","2015","direct migration background","East Germany","52","0.136492132723064","0.104005372414205","0.168978893031922","2"
"Several times a year","2015","indirect migration background","West Germany","247","0.134190869105696","0.117389111317376","0.150992626894017","2"
"Several times a year","2015","indirect migration background","East Germany","16","","","","2"
"Almost never or never","2016","no migration background","West Germany","","","","","1"
"Almost never or never","2016","direct migration background","West Germany","","","","","1"
"Almost never or never","2016","no migration background","East Germany","","","","","1"
"Almost never or never","2016","direct migration background","East Germany","","","","","1"
"Almost never or never","2016","indirect migration background","West Germany","","","","","1"
"Almost never or never","2016","indirect migration background","East Germany","","","","","1"
"At lease once a week","2016","no migration background","West Germany","","","","","4"
"At lease once a week","2016","no migration background","East Germany","","","","","4"
"At lease once a week","2016","direct migration background","West Germany","","","","","4"
"At lease once a week","2016","direct migration background","East Germany","","","","","4"
"At lease once a week","2016","indirect migration background","West Germany","","","","","4"
"At lease once a week","2016","indirect migration background","East Germany","","","","","4"
"At least once a month","2016","no migration background","West Germany","","","","","3"
"At least once a month","2016","no migration background","East Germany","","","","","3"
"At least once a month","2016","direct migration background","East Germany","","","","","3"
"At least once a month","2016","direct migration background","West Germany","","","","","3"
"At least once a month","2016","indirect migration background","East Germany","","","","","3"
"At least once a month","2016","indirect migration background","West Germany","","","","","3"
"Several times a year","2016","no migration background","West Germany","","","","","2"
"Several times a year","2016","no migration background","East Germany","","","","","2"
"Several times a year","2016","direct migration background","East Germany","","","","","2"
"Several times a year","2016","direct migration background","West Germany","","","","","2"
"Several times a year","2016","indirect migration background","East Germany","","","","","2"
"Several times a year","2016","indirect migration background","West Germany","","","","","2"
"Almost never or never","2017","no migration background","West Germany","4752","0.332032780689909","0.324524991468347","0.339540569911471","1"
"Almost never or never","2017","direct migration background","West Germany","4430","0.463989877343163","0.453736225298427","0.474243529387899","1"
"Almost never or never","2017","no migration background","East Germany","2232","0.426379585180627","0.412870083711312","0.439889086649941","1"
"Almost never or never","2017","direct migration background","East Germany","514","0.414393418782445","0.385387434320968","0.443399403243922","1"
"Almost never or never","2017","indirect migration background","West Germany","499","0.259422626379739","0.237992274694792","0.280852978064687","1"
"Almost never or never","2017","indirect migration background","East Germany","39","0.294755669688979","0.20836694004971","0.381144399328248","1"
"At lease once a week","2017","no migration background","West Germany","7540","0.487009298800901","0.479040967390801","0.494977630211","4"
"At lease once a week","2017","no migration background","East Germany","1908","0.378680446445583","0.365430236094298","0.391930656796867","4"
"At lease once a week","2017","direct migration background","West Germany","3040","0.377353792363288","0.367387517510175","0.3873200672164","4"
"At lease once a week","2017","direct migration background","East Germany","416","0.4572188469081","0.427886105574207","0.486551588241994","4"
"At lease once a week","2017","indirect migration background","West Germany","802","0.546825912895762","0.522487221153476","0.571164604638047","4"
"At lease once a week","2017","indirect migration background","East Germany","38","0.43268999599163","0.33881393676364","0.52656605521962","4"
"At least once a month","2017","no migration background","West Germany","828","0.0523092868202027","0.0487597905256225","0.0558587831147828","3"
"At least once a month","2017","no migration background","East Germany","269","0.0542842646429993","0.0480948994393232","0.0604736298466753","3"
"At least once a month","2017","direct migration background","West Germany","409","0.0421388489060651","0.0380080843612945","0.0462696134508358","3"
"At least once a month","2017","direct migration background","East Germany","48","0.0332898935937425","0.0227270087832322","0.0438527784042528","3"
"At least once a month","2017","indirect migration background","West Germany","83","0.0513278345335428","0.0405389957650759","0.0621166733020097","3"
"At least once a month","2017","indirect migration background","East Germany","10","","","","3"
"Several times a year","2017","no migration background","West Germany","1995","0.128648633688988","0.123311067634888","0.133986199743088","2"
"Several times a year","2017","no migration background","East Germany","739","0.140655703730791","0.131158601887044","0.150152805574539","2"
"Several times a year","2017","direct migration background","West Germany","1208","0.116517481387484","0.109920696059854","0.123114266715115","2"
"Several times a year","2017","direct migration background","East Germany","130","0.095097840715712","0.0778249768143122","0.112370704617112","2"
"Several times a year","2017","indirect migration background","West Germany","223","0.142423626190956","0.12533655708051","0.159510695301403","2"
"Several times a year","2017","indirect migration background","East Germany","20","","","","2"
"Almost never or never","2018","no migration background","West Germany","","","","","1"
"Almost never or never","2018","direct migration background","West Germany","1555","0.394547717770782","0.377874667602464","0.4112207679391","1"
"Almost never or never","2018","no migration background","East Germany","","","","","1"
"Almost never or never","2018","direct migration background","East Germany","264","0.363466258661255","0.323413173522705","0.403519343799806","1"
"Almost never or never","2018","indirect migration background","West Germany","","","","","1"
"Almost never or never","2018","indirect migration background","East Germany","","","","","1"
"At lease once a week","2018","no migration background","West Germany","","","","","4"
"At lease once a week","2018","no migration background","East Germany","","","","","4"
"At lease once a week","2018","direct migration background","West Germany","988","0.359390816457713","0.343022447846863","0.375759185068563","4"
"At lease once a week","2018","direct migration background","East Germany","214","0.479371628524016","0.437771632639267","0.520971624408764","4"
"At lease once a week","2018","indirect migration background","West Germany","","","","","4"
"At lease once a week","2018","indirect migration background","East Germany","","","","","4"
"At least once a month","2018","no migration background","West Germany","","","","","3"
"At least once a month","2018","no migration background","East Germany","","","","","3"
"At least once a month","2018","direct migration background","East Germany","12","","","","3"
"At least once a month","2018","direct migration background","West Germany","204","0.0748308674925203","0.0658550030296118","0.0838067319554288","3"
"At least once a month","2018","indirect migration background","West Germany","","","","","3"
"At least once a month","2018","indirect migration background","East Germany","","","","","3"
"Several times a year","2018","no migration background","West Germany","","","","","2"
"Several times a year","2018","no migration background","East Germany","","","","","2"
"Several times a year","2018","direct migration background","West Germany","554","0.171230598278985","0.158379718221767","0.184081478336202","2"
"Several times a year","2018","direct migration background","East Germany","64","0.129740266343714","0.101759793720198","0.15772073896723","2"
"Several times a year","2018","indirect migration background","West Germany","","","","","2"
"Several times a year","2018","indirect migration background","East Germany","","","","","2"
"Almost never or never","2019","no migration background","West Germany","3563","0.253369937853009","0.246418129840274","0.260321745865745","1"
"Almost never or never","2019","direct migration background","West Germany","2659","0.38173403638268","0.370055098105767","0.393412974659594","1"
"Almost never or never","2019","no migration background","East Germany","1618","0.312130734699463","0.299464558973564","0.324796910425362","1"
"Almost never or never","2019","direct migration background","East Germany","333","0.379992375281982","0.345641614071684","0.41434313649228","1"
"Almost never or never","2019","indirect migration background","West Germany","381","0.229266221906712","0.208459805049044","0.250072638764381","1"
"Almost never or never","2019","indirect migration background","East Germany","33","0.225832547831211","0.154771273402265","0.296893822260157","1"
"At lease once a week","2019","no migration background","West Germany","8954","0.571853781119735","0.5639450639227","0.57976249831677","4"
"At lease once a week","2019","no migration background","East Germany","2461","0.476835633864042","0.463182645558418","0.490488622169666","4"
"At lease once a week","2019","direct migration background","West Germany","2813","0.448018880964936","0.436063992699436","0.459973769230436","4"
"At lease once a week","2019","direct migration background","East Germany","299","0.454042727696475","0.418807417537915","0.489278037855034","4"
"At lease once a week","2019","indirect migration background","West Germany","925","0.620358423310208","0.596337854474426","0.64437899214599","4"
"At lease once a week","2019","indirect migration background","East Germany","70","0.549697638304996","0.465143217606893","0.634252059003098","4"
"At least once a month","2019","no migration background","West Germany","663","0.0468088593585658","0.0434327110289281","0.0501850076882034","3"
"At least once a month","2019","no migration background","East Germany","273","0.0561671133109281","0.0498733139503295","0.0624609126715268","3"
"At least once a month","2019","direct migration background","West Germany","319","0.0395164151347309","0.0348329316328483","0.0441998986366135","3"
"At least once a month","2019","direct migration background","East Germany","35","0.070884963929294","0.0527230248492784","0.0890469030093096","3"
"At least once a month","2019","indirect migration background","East Germany","10","","","","3"
"At least once a month","2019","indirect migration background","West Germany","63","0.0403313388978477","0.030593624380957","0.0500690534147384","3"
"Several times a year","2019","no migration background","West Germany","1857","0.12796742166869","0.122628131101423","0.133306712235957","2"
"Several times a year","2019","no migration background","East Germany","789","0.154866518125567","0.144977214522887","0.164755821728246","2"
"Several times a year","2019","direct migration background","East Germany","100","0.0950799330922499","0.0743212426701351","0.115838623514365","2"
"Several times a year","2019","direct migration background","West Germany","856","0.130730667517653","0.122626635091699","0.138834699943606","2"
"Several times a year","2019","indirect migration background","West Germany","199","0.110044015885232","0.0945543324857506","0.125533699284714","2"
"Several times a year","2019","indirect migration background","East Germany","20","","","","2"
