"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","2013","35-65 y.","Bremen","53","0.407692170002857","0.311378481946082","0.504005858059631","4"
"At lease once a week","2013","35-65 y.","North Rhine-Westphalia","1412","0.467133316849437","0.449193150308118","0.485073483390756","4"
"At lease once a week","2013","35-65 y.","Hesse","601","0.549835624219972","0.520581098561993","0.579090149877951","4"
"At lease once a week","2013","35-65 y.","Rhineland-Palatinate,Saarland","371","0.474613856111219","0.440723621161085","0.508504091061354","4"
"At lease once a week","2013","35-65 y.","Baden-Württemberg","955","0.510401576693475","0.487288909734541","0.533514243652409","4"
"At lease once a week","2013","35-65 y.","Bavaria","1204","0.493029834950776","0.472884776943074","0.513174892958477","4"
"At lease once a week","2013","35-65 y.","Berlin","273","0.520823884862443","0.478882490247487","0.562765279477399","4"
"At lease once a week","2013","35-65 y.","Brandenburg","228","0.392337799288305","0.352938974092226","0.431736624484384","4"
"At lease once a week","2013","35-65 y.","Mecklenburg-Western Pomerania","144","0.378095889557723","0.327294363270839","0.428897415844608","4"
"At lease once a week","2013","35-65 y.","Saxony","399","0.423484122186896","0.392373377645027","0.454594866728765","4"
"At lease once a week","2013","35-65 y.","Saxony-Anhalt","208","0.371540425890628","0.331625474540488","0.411455377240767","4"
"At lease once a week","2013","35-65 y.","Thuringia","211","0.341673153710008","0.302772558363371","0.380573749056645","4"
"At lease once a week","2013","66 and older","Schleswig-Holstein","71","0.406505065822248","0.333100114198059","0.479910017446438","4"
"At lease once a week","2013","66 and older","Hamburg","48","0.409105024520855","0.311761378578246","0.506448670463464","4"
"At lease once a week","2013","66 and older","Lower Saxony","233","0.441930140784371","0.397913716794413","0.48594656477433","4"
"At lease once a week","2013","66 and older","Bremen","13","","","","4"
"At lease once a week","2013","66 and older","North Rhine-Westphalia","409","0.422879143750842","0.391298157971732","0.454460129529952","4"
"At lease once a week","2013","66 and older","Hesse","124","0.367119235430782","0.312207299680942","0.422031171180622","4"
"At lease once a week","2013","66 and older","Rhineland-Palatinate,Saarland","98","0.312603759154073","0.258691243716938","0.366516274591207","4"
"At lease once a week","2013","66 and older","Baden-Württemberg","255","0.470644479638013","0.428777466623774","0.512511492652252","4"
"At lease once a week","2013","66 and older","Bavaria","306","0.350953858319314","0.317022277609212","0.384885439029416","4"
"At lease once a week","2013","66 and older","Berlin","94","0.431277795861066","0.364294411681585","0.498261180040547","4"
"At lease once a week","2013","66 and older","Brandenburg","100","0.368894711346428","0.308843140138864","0.428946282553991","4"
"At lease once a week","2013","66 and older","Mecklenburg-Western Pomerania","43","0.324365640792304","0.240606781545889","0.40812450003872","4"
"At lease once a week","2013","66 and older","Saxony","146","0.387508275630101","0.336395910101319","0.438620641158883","4"
"At lease once a week","2013","66 and older","Saxony-Anhalt","56","0.280317842685067","0.21806935108927","0.342566334280865","4"
"At lease once a week","2013","66 and older","Thuringia","55","0.194448592924859","0.141422425704187","0.24747476014553","4"
"At least once a month","2013","16-34 y.","Baden-Württemberg","34","0.0438506399764647","0.0282878267380011","0.0594134532149283","3"
"At least once a month","2013","16-34 y.","Bavaria","76","0.125733007358611","0.103950905704819","0.147515109012403","3"
"At least once a month","2013","16-34 y.","Hamburg","12","","","","3"
"At least once a month","2013","16-34 y.","Lower Saxony","34","0.058268832049319","0.0384191831807887","0.0781184809178493","3"
"At least once a month","2013","16-34 y.","Bremen","3","","","","3"
"At least once a month","2013","16-34 y.","North Rhine-Westphalia","73","0.0571895373245119","0.0439909438679667","0.070388130781057","3"
"At least once a month","2013","16-34 y.","Hesse","29","","","","3"
"At least once a month","2013","16-34 y.","Rhineland-Palatinate,Saarland","27","","","","3"
"At least once a month","2013","16-34 y.","Berlin","22","","","","3"
"At least once a month","2013","16-34 y.","Mecklenburg-Western Pomerania","12","","","","3"
"At least once a month","2013","16-34 y.","Saxony","27","","","","3"
"At least once a month","2013","16-34 y.","Schleswig-Holstein","11","","","","3"
"At least once a month","2013","16-34 y.","Brandenburg","14","","","","3"
"At least once a month","2013","16-34 y.","Saxony-Anhalt","6","","","","3"
"At least once a month","2013","16-34 y.","Thuringia","14","","","","3"
"At least once a month","2013","35-65 y.","Hamburg","7","","","","3"
"At least once a month","2013","35-65 y.","Hesse","54","0.051922056615291","0.0388757065879049","0.0649684066426771","3"
"At least once a month","2013","35-65 y.","Schleswig-Holstein","16","","","","3"
"At least once a month","2013","35-65 y.","Lower Saxony","61","0.0405292036356347","0.0303013641716148","0.0507570430996546","3"
"At least once a month","2013","35-65 y.","Bremen","2","","","","3"
"At least once a month","2013","35-65 y.","North Rhine-Westphalia","129","0.0507607747083217","0.0428676543708769","0.0586538950457665","3"
"At least once a month","2013","35-65 y.","Rhineland-Palatinate,Saarland","37","0.0531945889644615","0.0379635629443024","0.0684256149846206","3"
"At least once a month","2013","35-65 y.","Berlin","26","","","","3"
"At least once a month","2013","35-65 y.","Brandenburg","23","","","","3"
"At least once a month","2013","35-65 y.","Mecklenburg-Western Pomerania","19","","","","3"
"At least once a month","2013","35-65 y.","Thuringia","25","","","","3"
"At least once a month","2013","35-65 y.","Baden-Württemberg","87","0.0541528317834421","0.0436888946356988","0.0646167689311854","3"
"At least once a month","2013","35-65 y.","Bavaria","145","0.0590865909670066","0.0495857944507681","0.068587387483245","3"
"At least once a month","2013","35-65 y.","Saxony","65","0.0542026665174551","0.0399467359569391","0.0684585970779711","3"
"At least once a month","2013","35-65 y.","Saxony-Anhalt","25","","","","3"
"At least once a month","2013","66 and older","Schleswig-Holstein","7","","","","3"
"At least once a month","2013","66 and older","Hamburg","2","","","","3"
"At least once a month","2013","66 and older","Bremen","1","","","","3"
"At least once a month","2013","66 and older","Lower Saxony","10","","","","3"
"At least once a month","2013","66 and older","North Rhine-Westphalia","18","","","","3"
"At least once a month","2013","66 and older","Baden-Württemberg","17","","","","3"
"At least once a month","2013","66 and older","Bavaria","42","0.054865388082237","0.0386757419378424","0.0710550342266317","3"
"At least once a month","2013","66 and older","Mecklenburg-Western Pomerania","3","","","","3"
"At least once a month","2013","66 and older","Saxony","9","","","","3"
"At least once a month","2013","66 and older","Hesse","9","","","","3"
"At least once a month","2013","66 and older","Rhineland-Palatinate,Saarland","2","","","","3"
"At least once a month","2013","66 and older","Brandenburg","4","","","","3"
"At least once a month","2013","66 and older","Saxony-Anhalt","3","","","","3"
"At least once a month","2013","66 and older","Berlin","7","","","","3"
"At least once a month","2013","66 and older","Thuringia","6","","","","3"
"Several times a year","2013","35-65 y.","Brandenburg","120","0.196917625682781","0.164829494261506","0.229005757104057","2"
"Several times a year","2013","35-65 y.","Saxony-Anhalt","113","0.188882631381424","0.156550691963786","0.221214570799062","2"
"Several times a year","2013","35-65 y.","Thuringia","109","0.182081909801866","0.150428657187572","0.21373516241616","2"
"Several times a year","2013","66 and older","Schleswig-Holstein","8","","","","2"
"Several times a year","2013","66 and older","Hamburg","5","","","","2"
"Several times a year","2013","16-34 y.","Hesse","42","0.0678214445392379","0.0414039552018454","0.0942389338766304","2"
"Several times a year","2013","16-34 y.","Rhineland-Palatinate,Saarland","45","0.140875850030756","0.101442948411994","0.180308751649518","2"
"Several times a year","2013","35-65 y.","North Rhine-Westphalia","445","0.172905457038045","0.159307342563527","0.186503571512564","2"
"Several times a year","2013","35-65 y.","Hesse","158","0.149484635530627","0.128517919088688","0.170451351972566","2"
"Several times a year","2013","35-65 y.","Baden-Württemberg","245","0.145393173996449","0.129095364394594","0.161690983598303","2"
"Several times a year","2013","35-65 y.","Bavaria","388","0.155372412613577","0.140775523570569","0.169969301656586","2"
"Several times a year","2013","35-65 y.","Berlin","86","0.152856985995927","0.122645585873116","0.183068386118739","2"
"Several times a year","2013","35-65 y.","Mecklenburg-Western Pomerania","43","0.165878264316278","0.126908881360795","0.204847647271761","2"
"Several times a year","2013","35-65 y.","Saxony","167","0.210570935266848","0.184899983452662","0.236241887081034","2"
"Several times a year","2013","66 and older","Lower Saxony","51","0.101622915235492","0.0748424067396905","0.128403423731294","2"
"Several times a year","2013","66 and older","Bremen","3","","","","2"
"Several times a year","2013","66 and older","North Rhine-Westphalia","73","0.0642588242332958","0.048583070870815","0.0799345775957766","2"
"Several times a year","2013","66 and older","Hesse","24","","","","2"
"Several times a year","2013","66 and older","Rhineland-Palatinate,Saarland","38","0.140537851787481","0.100117605662513","0.180958097912448","2"
"Several times a year","2013","66 and older","Baden-Württemberg","50","0.0913531030368896","0.0671867566854566","0.115519449388323","2"
"Several times a year","2013","16-34 y.","Schleswig-Holstein","27","","","","2"
"Several times a year","2013","16-34 y.","Hamburg","10","","","","2"
"Several times a year","2013","16-34 y.","Lower Saxony","81","0.107264566586148","0.0810428736439041","0.133486259528392","2"
"Several times a year","2013","16-34 y.","Bremen","7","","","","2"
"Several times a year","2013","16-34 y.","North Rhine-Westphalia","170","0.15363439774926","0.133137865172068","0.174130930326453","2"
"Several times a year","2013","16-34 y.","Saxony-Anhalt","30","0.183801077084991","0.129987286110012","0.23761486805997","2"
"Several times a year","2013","16-34 y.","Thuringia","43","0.186002641249367","0.133375534206061","0.238629748292674","2"
"Several times a year","2013","35-65 y.","Hamburg","31","0.176660369354418","0.124066940778676","0.22925379793016","2"
"Several times a year","2013","35-65 y.","Lower Saxony","227","0.165264799245342","0.146000707782901","0.184528890707784","2"
"Several times a year","2013","35-65 y.","Bremen","20","","","","2"
"Several times a year","2013","35-65 y.","Rhineland-Palatinate,Saarland","121","0.12379507747146","0.101442912298364","0.146147242644555","2"
"Several times a year","2013","66 and older","Bavaria","83","0.120803830020114","0.0976339096923893","0.143973750347838","2"
"Several times a year","2013","66 and older","Berlin","27","","","","2"
"Several times a year","2013","66 and older","Brandenburg","28","","","","2"
"Several times a year","2013","66 and older","Mecklenburg-Western Pomerania","11","","","","2"
"Several times a year","2013","66 and older","Saxony","41","0.133320100487996","0.0976575371609084","0.168982663815084","2"
"Several times a year","2013","16-34 y.","Baden-Württemberg","102","0.13066848124516","0.105052240099178","0.156284722391142","2"
"Several times a year","2013","16-34 y.","Bavaria","122","0.128474550726802","0.106490805706766","0.150458295746838","2"
"Several times a year","2013","16-34 y.","Brandenburg","36","0.240275464944168","0.178541813052348","0.302009116835989","2"
"Several times a year","2013","16-34 y.","Mecklenburg-Western Pomerania","7","","","","2"
"Several times a year","2013","16-34 y.","Saxony","74","0.196844959697177","0.157332402781345","0.236357516613009","2"
"Several times a year","2013","35-65 y.","Schleswig-Holstein","75","0.149037115404984","0.118038190025064","0.180036040784904","2"
"Several times a year","2013","66 and older","Saxony-Anhalt","27","","","","2"
"Several times a year","2013","66 and older","Thuringia","24","","","","2"
"Several times a year","2013","16-34 y.","Berlin","28","","","","2"
"Almost never or never","2014","16-34 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","2014","16-34 y.","Hamburg","","","","","1"
