"m11104","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2013","35-65 y.","Female","4185","0.510975202197938","0.500172174467395","0.521778229928482"
"At lease once a week","2013","66 and older","Male","955","0.37640323678583","0.356987847434242","0.395818626137418"
"At lease once a week","2013","66 and older","Female","1096","0.409134164310225","0.390114078604115","0.428154250016334"
"Almost never or never","2014","16-34 y.","Male","","","",""
"Almost never or never","2014","16-34 y.","Female","","","",""
"Almost never or never","2014","35-65 y.","Male","","","",""
"Almost never or never","2014","35-65 y.","Female","","","",""
"Almost never or never","2014","66 and older","Male","","","",""
"Almost never or never","2014","66 and older","Female","","","",""
"Several times a year","2014","16-34 y.","Male","","","",""
"Several times a year","2014","16-34 y.","Female","","","",""
"Several times a year","2014","35-65 y.","Male","","","",""
"Several times a year","2014","35-65 y.","Female","","","",""
"Several times a year","2014","66 and older","Male","","","",""
"Several times a year","2014","66 and older","Female","","","",""
"At least once a month","2014","16-34 y.","Male","","","",""
"At least once a month","2014","16-34 y.","Female","","","",""
"At least once a month","2014","35-65 y.","Male","","","",""
"At least once a month","2014","35-65 y.","Female","","","",""
"At least once a month","2014","66 and older","Male","","","",""
"At least once a month","2014","66 and older","Female","","","",""
"At lease once a week","2014","16-34 y.","Male","","","",""
"At lease once a week","2014","16-34 y.","Female","","","",""
"At lease once a week","2014","35-65 y.","Male","","","",""
"At lease once a week","2014","35-65 y.","Female","","","",""
"At lease once a week","2014","66 and older","Male","","","",""
"At lease once a week","2014","66 and older","Female","","","",""
"Almost never or never","2015","16-34 y.","Male","733","0.208519461745881","0.19413018664664","0.222908736845123"
"Almost never or never","2015","16-34 y.","Female","1204","0.239232096509266","0.225374957761371","0.253089235257161"
"Almost never or never","2015","35-65 y.","Male","2710","0.375681350831921","0.364245118462601","0.387117583201241"
"Almost never or never","2015","35-65 y.","Female","3179","0.365426811013948","0.355088815189497","0.375764806838399"
"Almost never or never","2015","66 and older","Male","1255","0.529326359677106","0.509381913612943","0.54927080574127"
"Almost never or never","2015","66 and older","Female","1346","0.549259874727805","0.529856223257504","0.568663526198106"
"Several times a year","2015","16-34 y.","Male","434","0.128447225416992","0.116596233374701","0.140298217459282"
"Several times a year","2015","16-34 y.","Female","547","0.150609022826423","0.138991405460733","0.162226640192114"
"Several times a year","2015","35-65 y.","Male","1141","0.173171913319067","0.164236465216996","0.182107361421137"
"Several times a year","2015","35-65 y.","Female","1153","0.13875422064462","0.13133288722847","0.146175554060771"
"Several times a year","2015","66 and older","Male","250","0.106532865175092","0.0942051845570389","0.118860545793145"
"Several times a year","2015","66 and older","Female","170","0.0647258204109146","0.055130937655137","0.0743207031666922"
"At least once a month","2015","16-34 y.","Male","228","0.0840489069429067","0.0742213023327954","0.0938765115530181"
"At least once a month","2015","16-34 y.","Female","239","0.0773246734408383","0.0686486392977632","0.0860007075839135"
"At least once a month","2015","35-65 y.","Male","452","0.0629695087536866","0.0572334708450679","0.0687055466623052"
"At least once a month","2015","35-65 y.","Female","405","0.0544933125230275","0.049620281282277","0.059366343763778"
"At least once a month","2015","66 and older","Male","70","0.0283738457055219","0.0217393337776727","0.0350083576333712"
"At least once a month","2015","66 and older","Female","55","0.0226918407777836","0.0168844367161263","0.0284992448394409"
"At lease once a week","2015","16-34 y.","Male","1667","0.578984405894221","0.561496894024665","0.596471917763777"
"At lease once a week","2015","16-34 y.","Female","1651","0.532834207223472","0.516628450387372","0.549039964059573"
"At lease once a week","2015","35-65 y.","Male","2586","0.388177227095326","0.376669280327054","0.399685173863598"
"At lease once a week","2015","35-65 y.","Female","3598","0.441325655818404","0.43066572857606","0.451985583060747"
"At lease once a week","2015","66 and older","Male","831","0.33576692944228","0.316896599827306","0.354637259057254"
"At lease once a week","2015","66 and older","Female","955","0.363322464083497","0.344566590072745","0.382078338094249"
"Almost never or never","2016","16-34 y.","Male","","","",""
"Almost never or never","2016","16-34 y.","Female","","","",""
"Almost never or never","2016","35-65 y.","Male","","","",""
"Almost never or never","2016","35-65 y.","Female","","","",""
"Almost never or never","2016","66 and older","Male","","","",""
"Almost never or never","2016","66 and older","Female","","","",""
"Several times a year","2016","16-34 y.","Male","","","",""
"Several times a year","2016","16-34 y.","Female","","","",""
"Several times a year","2016","35-65 y.","Male","","","",""
"Several times a year","2016","35-65 y.","Female","","","",""
"Several times a year","2016","66 and older","Male","","","",""
"Several times a year","2016","66 and older","Female","","","",""
"At least once a month","2016","16-34 y.","Male","","","",""
"At least once a month","2016","16-34 y.","Female","","","",""
"At least once a month","2016","35-65 y.","Male","","","",""
"At least once a month","2016","35-65 y.","Female","","","",""
"At least once a month","2016","66 and older","Male","","","",""
"At least once a month","2016","66 and older","Female","","","",""
"At lease once a week","2016","16-34 y.","Male","","","",""
"At lease once a week","2016","16-34 y.","Female","","","",""
"At lease once a week","2016","35-65 y.","Male","","","",""
"At lease once a week","2016","35-65 y.","Female","","","",""
"At lease once a week","2016","66 and older","Male","","","",""
"At lease once a week","2016","66 and older","Female","","","",""
"Almost never or never","2017","16-34 y.","Male","1206","0.210502912082966","0.199103589878134","0.221902234287798"
"Almost never or never","2017","16-34 y.","Female","1800","0.260496043688562","0.247752817448771","0.273239269928353"
"Almost never or never","2017","35-65 y.","Male","3265","0.356126543616129","0.345792985830188","0.366460101402069"
"Almost never or never","2017","35-65 y.","Female","3740","0.35807739669132","0.348387445965082","0.367767347417557"
"Almost never or never","2017","66 and older","Male","1191","0.504793951425071","0.485108404672163","0.524479498177978"
"Almost never or never","2017","66 and older","Female","1264","0.512107949705832","0.49278650117416","0.531429398237505"
"Several times a year","2017","16-34 y.","Male","677","0.132545165524912","0.123063599125729","0.142026731924096"
"Several times a year","2017","16-34 y.","Female","661","0.141479795030732","0.131360947594935","0.151598642466529"
"Several times a year","2017","35-65 y.","Male","1297","0.165538112732491","0.157517645074667","0.173558580390315"
"Several times a year","2017","35-65 y.","Female","1235","0.127245566609206","0.12051023252176","0.133980900696652"
"Several times a year","2017","66 and older","Male","286","0.114721763964579","0.102174176207144","0.127269351722014"
"Several times a year","2017","66 and older","Female","159","0.0611615282383471","0.0518989549794602","0.0704241014972339"
"At least once a month","2017","16-34 y.","Male","326","0.0591299456499067","0.0525345132716741","0.0657253780281394"
"At least once a month","2017","16-34 y.","Female","277","0.0748358274240274","0.0671961897414731","0.0824754651065817"
"At least once a month","2017","35-65 y.","Male","491","0.0667230615662723","0.0613379997974217","0.072108123335123"
"At least once a month","2017","35-65 y.","Female","408","0.0423007065254285","0.038232713731716","0.046368699319141"
"At least once a month","2017","66 and older","Male","84","0.0306694468029782","0.0238807507884794","0.037458142817477"
"At least once a month","2017","66 and older","Female","61","0.0253873442606819","0.0193070904009322","0.0314675981204315"
"At lease once a week","2017","16-34 y.","Male","2704","0.597821976742215","0.584110955153186","0.611532998331243"
"At lease once a week","2017","16-34 y.","Female","1819","0.523188333856678","0.508686896902072","0.537689770811284"
"At lease once a week","2017","35-65 y.","Male","3196","0.411612282085108","0.400992309365885","0.42223225480433"
"At lease once a week","2017","35-65 y.","Female","4021","0.472376330174046","0.462286171871194","0.482466488476897"
"At lease once a week","2017","66 and older","Male","917","0.349814837807372","0.331037454122106","0.368592221492639"
"At lease once a week","2017","66 and older","Female","1087","0.401343177795139","0.382396024745566","0.420290330844711"
"Almost never or never","2018","16-34 y.","Male","384","0.261146754276794","0.237073531894277","0.285219976659312"
"Almost never or never","2018","16-34 y.","Female","447","0.538395874174299","0.503184057592044","0.573607690756555"
"Almost never or never","2018","35-65 y.","Male","526","0.436234459004181","0.406861325506771","0.465607592501592"
"Almost never or never","2018","35-65 y.","Female","440","0.697872617350956","0.663360090469749","0.732385144232164"
"Almost never or never","2018","66 and older","Male","7","","",""
"Almost never or never","2018","66 and older","Female","15","","",""
"Several times a year","2018","16-34 y.","Male","207","0.164406531083937","0.144093727448886","0.184719334718988"
"Several times a year","2018","16-34 y.","Female","131","0.215554041960036","0.186509647346436","0.244598436573636"
"Several times a year","2018","35-65 y.","Male","181","0.158222550250212","0.136606623239965","0.179838477260459"
"Several times a year","2018","35-65 y.","Female","97","0.102207644867882","0.0794397290638304","0.124975560671933"
"Several times a year","2018","66 and older","Male","1","","",""
"Several times a year","2018","66 and older","Female","1","","",""
"At least once a month","2018","16-34 y.","Male","86","0.0783996064664967","0.0636683060602647","0.0931309068727287"
"At least once a month","2018","16-34 y.","Female","28","","",""
"At least once a month","2018","35-65 y.","Male","76","0.0884729030691768","0.0716527105549203","0.105293095583433"
"At least once a month","2018","35-65 y.","Female","25","","",""
"At least once a month","2018","66 and older","Male","","","",""
"At least once a month","2018","66 and older","Female","1","","",""
"At lease once a week","2018","16-34 y.","Male","602","0.496047108172772","0.468645929114625","0.52344828723092"
"At lease once a week","2018","16-34 y.","Female","164","0.218499498458876","0.189312288570227","0.247686708347525"
"At lease once a week","2018","35-65 y.","Male","312","0.31707008767643","0.289508341085143","0.344631834267717"
"At lease once a week","2018","35-65 y.","Female","118","0.158543913195326","0.131091271016054","0.185996555374597"
"At lease once a week","2018","66 and older","Male","5","","",""
"At lease once a week","2018","66 and older","Female","1","","",""
"Almost never or never","2019","16-34 y.","Male","720","0.158301237468463","0.146475505060658","0.170126969876267"
"Almost never or never","2019","16-34 y.","Female","1013","0.206983309012885","0.19361450274773","0.22035211527804"
"Almost never or never","2019","35-65 y.","Male","2352","0.279841728397371","0.270120451063627","0.289563005731115"
"Almost never or never","2019","35-65 y.","Female","2576","0.262869331111857","0.253635473580587","0.272103188643127"
"Almost never or never","2019","66 and older","Male","972","0.395330937173116","0.376715877636818","0.413945996709415"
"Almost never or never","2019","66 and older","Female","967","0.405432723479709","0.386571454530256","0.424293992429161"
"Several times a year","2019","16-34 y.","Male","437","0.114084610506606","0.103785085334936","0.124384135678276"
"Several times a year","2019","16-34 y.","Female","475","0.13075625370144","0.119631617315","0.14188089008788"
"Several times a year","2019","35-65 y.","Male","1230","0.156006701660017","0.148149023336297","0.163864379983738"
"Several times a year","2019","35-65 y.","Female","1131","0.134616640663337","0.127456944156093","0.141776337170581"
"Several times a year","2019","66 and older","Male","317","0.123607996238656","0.111076652574593","0.136139339902719"
"Several times a year","2019","66 and older","Female","235","0.0999793351030439","0.0884556237989076","0.11150304640718"
"At least once a month","2019","16-34 y.","Male","250","0.0634426957649537","0.0555456339011282","0.0713397576287792"
"At least once a month","2019","16-34 y.","Female","226","0.0700286936741521","0.0616078309083705","0.0784495564399336"
"At least once a month","2019","35-65 y.","Male","427","0.0521356528279322","0.0473217909924903","0.056949514663374"
"At least once a month","2019","35-65 y.","Female","313","0.0419078745728165","0.0377045548824891","0.0461111942631438"
"At least once a month","2019","66 and older","Male","94","0.0340311614627502","0.0271280466262881","0.0409342762992122"
"At least once a month","2019","66 and older","Female","55","0.0236928702934555","0.0178501771775522","0.0295355634093588"
"At lease once a week","2019","16-34 y.","Male","2253","0.664171456259978","0.648870926954028","0.679471985565928"
"At lease once a week","2019","16-34 y.","Female","1814","0.592231743611523","0.576016019351534","0.608447467871512"
"At lease once a week","2019","35-65 y.","Male","4183","0.512015917114679","0.501191670499935","0.522840163729423"
"At lease once a week","2019","35-65 y.","Female","4710","0.56060615365199","0.550195047258235","0.571017260045745"
"At lease once a week","2019","66 and older","Male","1267","0.447029905125477","0.42810018185589","0.465959628395065"
"At lease once a week","2019","66 and older","Female","1346","0.470895071123792","0.451719690957472","0.490070451290112"
