"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"At least once a month","1999","(Married) couple without C. ","Rural Area","65","0.0482423057798132","0.0368707959105273","0.0596138156490991"
"At least once a month","1999","Single parent ","Urban Area","36","0.0905645797651258","0.0642812446377255","0.116847914892526"
"At least once a month","1999","Single parent ","Rural Area","16","","",""
"At least once a month","1999","Couple + C. LE 16 ","Urban Area","152","0.0774220737496301","0.0656738061416154","0.0891703413576447"
"At least once a month","1999","Couple + C. LE 16 ","Rural Area","69","0.0660889072057554","0.0509094075736944","0.0812684068378165"
"At least once a month","1999","Couple + C. GT 16 ","Urban Area","119","0.0673268254840963","0.0549786252527451","0.0796750257154476"
"At least once a month","1999","Couple + C. GT 16 ","Rural Area","72","0.0818086934899518","0.063981971836039","0.0996354151438646"
"At least once a month","1999","Couple + C. LE and GT 16","Urban Area","42","0.0632673266257928","0.0450765413238336","0.081458111927752"
"At least once a month","1999","Couple + C. LE and GT 16","Rural Area","40","0.104139715975701","0.0764372782708051","0.131842153680596"
"At lease once a week","1999","1-pers.-HH","Urban Area","315","0.244273866953461","0.219913441871209","0.268634292035713"
"At lease once a week","1999","1-pers.-HH","Rural Area","82","0.175059005938978","0.14106274576972","0.209055266108235"
"At lease once a week","1999","(Married) couple without C. ","Urban Area","686","0.259500509421559","0.243047815761384","0.275953203081735"
"At lease once a week","1999","(Married) couple without C. ","Rural Area","238","0.18030883515486","0.159906750900916","0.200710919408803"
"At lease once a week","1999","Single parent ","Urban Area","137","0.292201220421111","0.250551578735068","0.333850862107153"
"At lease once a week","1999","Single parent ","Rural Area","63","0.29009366673199","0.23417491353784","0.346012419926141"
"At lease once a week","1999","Couple + C. LE 16 ","Urban Area","465","0.259436281765435","0.240168289100383","0.278704274430487"
"At lease once a week","1999","Couple + C. LE 16 ","Rural Area","230","0.23384300450377","0.207981041834789","0.259704967172751"
"At lease once a week","1999","Couple + C. GT 16 ","Urban Area","418","0.311073630948743","0.28826165764692","0.333885604250566"
"At lease once a week","1999","Couple + C. GT 16 ","Rural Area","242","0.298726660699656","0.268956181655689","0.328497139743623"
"At lease once a week","1999","Couple + C. LE and GT 16","Urban Area","215","0.376560096145333","0.340355115627256","0.41276507666341"
"At lease once a week","1999","Couple + C. LE and GT 16","Rural Area","111","0.286181011517958","0.245188539753265","0.327173483282652"
"Almost never or never","2000","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2000","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2000","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2000","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2000","Single parent ","Urban Area","","","",""
"Almost never or never","2000","Single parent ","Rural Area","","","",""
"Almost never or never","2000","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2000","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2000","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2000","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2000","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2000","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2000","1-pers.-HH","Urban Area","","","",""
"Several times a year","2000","1-pers.-HH","Rural Area","","","",""
"Several times a year","2000","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2000","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2000","Single parent ","Urban Area","","","",""
"Several times a year","2000","Single parent ","Rural Area","","","",""
"Several times a year","2000","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2000","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2000","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2000","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2000","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2000","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2000","1-pers.-HH","Urban Area","","","",""
"At least once a month","2000","1-pers.-HH","Rural Area","","","",""
"At least once a month","2000","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2000","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2000","Single parent ","Urban Area","","","",""
"At least once a month","2000","Single parent ","Rural Area","","","",""
"At least once a month","2000","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2000","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2000","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2000","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2000","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2000","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2000","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2000","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2000","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2000","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2000","Single parent ","Urban Area","","","",""
"At lease once a week","2000","Single parent ","Rural Area","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2001","1-pers.-HH","Urban Area","1044","0.520173314552359","0.498941819387328","0.541404809717389"
"Almost never or never","2001","1-pers.-HH","Rural Area","532","0.640976031101682","0.608858637306526","0.673093424896837"
"Almost never or never","2001","(Married) couple without C. ","Urban Area","2487","0.549792846648643","0.535357454220881","0.564228239076406"
"Almost never or never","2001","(Married) couple without C. ","Rural Area","1472","0.653613045141366","0.63412060028196","0.673105490000771"
"Almost never or never","2001","Single parent ","Urban Area","356","0.485392059862094","0.449087015088843","0.521697104635346"
"Almost never or never","2001","Single parent ","Rural Area","181","0.380848633401666","0.332716586522433","0.4289806802809"
"Almost never or never","2001","Couple + C. LE 16 ","Urban Area","1320","0.398337056639098","0.381311166328648","0.415362946949548"
"Almost never or never","2001","Couple + C. LE 16 ","Rural Area","689","0.450312796763513","0.425679159021695","0.47494643450533"
"Almost never or never","2001","Couple + C. GT 16 ","Urban Area","944","0.416811269767707","0.39617163043064","0.437450909104773"
"Almost never or never","2001","Couple + C. GT 16 ","Rural Area","637","0.444954958471402","0.419107011272036","0.470802905670768"
"Almost never or never","2001","Couple + C. LE and GT 16","Urban Area","434","0.388420853626526","0.359135202768777","0.417706504484274"
"Almost never or never","2001","Couple + C. LE and GT 16","Rural Area","320","0.491367702198547","0.45370954820018","0.529025856196915"
"Several times a year","2001","1-pers.-HH","Urban Area","289","0.130177261153939","0.115876890654806","0.144477631653072"
"Several times a year","2001","1-pers.-HH","Rural Area","97","0.10206248631431","0.0817943503104624","0.122330622318157"
"Several times a year","2001","(Married) couple without C. ","Urban Area","615","0.130732575248847","0.1209513903817","0.140513760115994"
"Several times a year","2001","(Married) couple without C. ","Rural Area","304","0.131535646192109","0.117689690906021","0.145381601478197"
"Several times a year","2001","Single parent ","Urban Area","121","0.156590416609466","0.130191612287287","0.182989220931646"
"Several times a year","2001","Single parent ","Rural Area","75","0.215404175092108","0.174655849550877","0.25615250063334"
"Several times a year","2001","Couple + C. LE 16 ","Urban Area","722","0.236549385630637","0.221769903021389","0.251328868239885"
"Several times a year","2001","Couple + C. LE 16 ","Rural Area","376","0.2145481541435","0.194222910216894","0.234873398070106"
"Several times a year","2001","Couple + C. GT 16 ","Urban Area","384","0.175910846752915","0.159971841100643","0.191849852405188"
"Several times a year","2001","Couple + C. GT 16 ","Rural Area","268","0.180487484765859","0.160484018398237","0.20049095113348"
"Several times a year","2001","Couple + C. LE and GT 16","Urban Area","206","0.180400987916791","0.157296441555885","0.203505534277697"
"Several times a year","2001","Couple + C. LE and GT 16","Rural Area","124","0.162677557082465","0.134876331376248","0.190478782788681"
"At least once a month","2001","1-pers.-HH","Urban Area","154","0.0712349660504003","0.0603038655987892","0.0821660665020113"
"At least once a month","2001","1-pers.-HH","Rural Area","45","0.0464591743619508","0.0323674847130122","0.0605508640108895"
"At least once a month","2001","(Married) couple without C. ","Urban Area","239","0.0494481708854718","0.0431576606506597","0.0557386811202839"
"At least once a month","2001","(Married) couple without C. ","Rural Area","99","0.0349717126779047","0.0274458954404982","0.0424975299153113"
"At least once a month","2001","Single parent ","Urban Area","57","0.0935705826867651","0.0724152887361432","0.114725876637387"
"At least once a month","2001","Single parent ","Rural Area","14","","",""
"At least once a month","2001","Couple + C. LE 16 ","Urban Area","245","0.0802466052328815","0.0707982355292472","0.0896949749365159"
"At least once a month","2001","Couple + C. LE 16 ","Rural Area","104","0.0701066429493191","0.0574648186187669","0.0827484672798714"
"At least once a month","2001","Couple + C. GT 16 ","Urban Area","144","0.0688465978041394","0.0582472370186811","0.0794459585895976"
"At least once a month","2001","Couple + C. GT 16 ","Rural Area","104","0.0742459312862896","0.060609897673157","0.0878819648994221"
"At least once a month","2001","Couple + C. LE and GT 16","Urban Area","76","0.0799549604739332","0.0636580782266882","0.0962518427211781"
"At least once a month","2001","Couple + C. LE and GT 16","Rural Area","51","0.0676576584699179","0.0487385815783389","0.0865767353614969"
"At lease once a week","2001","1-pers.-HH","Urban Area","640","0.278414458243302","0.259366249145163","0.29746266734144"
"At lease once a week","2001","1-pers.-HH","Rural Area","183","0.210502308222058","0.183208662905598","0.237795953538518"
"At lease once a week","2001","(Married) couple without C. ","Urban Area","1222","0.270026407217038","0.257144518282312","0.282908296151764"
"At lease once a week","2001","(Married) couple without C. ","Rural Area","414","0.17987959598862","0.164145023233489","0.195614168743752"
"At lease once a week","2001","Single parent ","Urban Area","194","0.264446940841674","0.232409436496769","0.29648444518658"
"At lease once a week","2001","Single parent ","Rural Area","121","0.366866762009176","0.319096078814902","0.41463744520345"
