"m11104","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","1998","Not Employed","Single parent ","79","0.338781001981902","0.281251104159323","0.39631089980448","4"
"At lease once a week","1998","Not Employed","Couple + C. GT 16 ","266","0.367374109295207","0.334907708938951","0.399840509651463","4"
"At lease once a week","1998","Not Employed","Couple + C. LE and GT 16","155","0.453099878636641","0.403695348837935","0.502504408435347","4"
"At lease once a week","1998","Employed","1-pers.-HH","369","0.447610901639275","0.414143419364857","0.481078383913694","4"
"At lease once a week","1998","Employed","(Married) couple without C. ","702","0.347188205148054","0.327231010652051","0.367145399644056","4"
"At lease once a week","1998","Employed","Single parent ","164","0.392303281806138","0.347039717935504","0.437566845676772","4"
"At lease once a week","1998","Employed","Couple + C. LE 16 ","670","0.31992787138362","0.301108911518923","0.338746831248317","4"
"At lease once a week","1998","Employed","Couple + C. GT 16 ","532","0.336594667993264","0.314184389542485","0.359004946444044","4"
"At lease once a week","1998","Employed","Couple + C. LE and GT 16","232","0.312079202743056","0.281076034244749","0.343082371241363","4"
"At least once a month","1998","Not Employed","1-pers.-HH","30","0.0263407968134795","0.0158664279600673","0.0368151656668917","3"
"At least once a month","1998","Not Employed","(Married) couple without C. ","72","0.0368299311337752","0.0284853484815793","0.0451745137859712","3"
"At least once a month","1998","Not Employed","Couple + C. LE 16 ","50","0.0749447085610543","0.0557918273960747","0.0940975897260338","3"
"At least once a month","1998","Not Employed","Single parent ","14","","","","3"
"At least once a month","1998","Not Employed","Couple + C. GT 16 ","58","0.07821981927965","0.0601364865624067","0.0963031519968933","3"
"At least once a month","1998","Not Employed","Couple + C. LE and GT 16","32","0.0990127002860939","0.0693698080951313","0.128655592477057","3"
"At least once a month","1998","Employed","1-pers.-HH","80","0.0969107967572934","0.07699940707009","0.116822186444497","3"
"At least once a month","1998","Employed","(Married) couple without C. ","214","0.104061974670021","0.0912620318893461","0.116861917450696","3"
"At least once a month","1998","Employed","Single parent ","48","0.101539796819599","0.0735395475908294","0.129540046048368","3"
"At least once a month","1998","Employed","Couple + C. LE 16 ","239","0.101316226860474","0.0891421779166296","0.113490275804319","3"
"At least once a month","1998","Employed","Couple + C. GT 16 ","138","0.0793804358120384","0.0665600528818743","0.0922008187422024","3"
"At least once a month","1998","Employed","Couple + C. LE and GT 16","76","0.10037175450211","0.0802650106098419","0.120478498394378","3"
"Several times a year","1998","Not Employed","1-pers.-HH","75","0.0831046815688387","0.0650503029757096","0.101159060161968","2"
"Several times a year","1998","Employed","(Married) couple without C. ","546","0.242189637795085","0.224230682854557","0.260148592735613","2"
"Several times a year","1998","Not Employed","Couple + C. LE 16 ","178","0.235397933320341","0.204537726148027","0.266258140492654","2"
"Several times a year","1998","Not Employed","Couple + C. LE and GT 16","75","0.177198895219667","0.139302864347736","0.215094926091599","2"
"Several times a year","1998","Not Employed","(Married) couple without C. ","284","0.165068065329952","0.148620192292484","0.181515938367421","2"
"Several times a year","1998","Not Employed","Single parent ","44","0.148142301700044","0.104962117830827","0.191322485569261","2"
"Several times a year","1998","Employed","1-pers.-HH","176","0.196652266850555","0.169900564130949","0.22340396957016","2"
"Several times a year","1998","Not Employed","Couple + C. GT 16 ","153","0.173654381551147","0.148143226458333","0.199165536643962","2"
"Several times a year","1998","Employed","Single parent ","96","0.223524873973293","0.184904094681484","0.262145653265101","2"
"Several times a year","1998","Employed","Couple + C. LE 16 ","712","0.309577931140437","0.290925544091782","0.328230318189092","2"
"Several times a year","1998","Employed","Couple + C. GT 16 ","463","0.25595629530202","0.235260301345543","0.276652289258497","2"
"Several times a year","1998","Employed","Couple + C. LE and GT 16","258","0.284009514188856","0.253836095628414","0.314182932749298","2"
"Almost never or never","1999","Not Employed","1-pers.-HH","647","0.78776375845697","0.759879067286933","0.815648449627008","1"
"Almost never or never","1999","Not Employed","(Married) couple without C. ","1347","0.71858773703169","0.698074053432571","0.739101420630809","1"
"Almost never or never","1999","Not Employed","Single parent ","129","0.488641415252918","0.4265536069197","0.550729223586136","1"
"Almost never or never","1999","Not Employed","Couple + C. LE 16 ","344","0.483767794783211","0.445141448598918","0.522394140967504","1"
"Almost never or never","1999","Not Employed","Couple + C. GT 16 ","397","0.494993003414679","0.459493781587711","0.530492225241646","1"
"Almost never or never","1999","Not Employed","Couple + C. LE and GT 16","130","0.328284298179167","0.276993676764357","0.379574919593977","1"
"Almost never or never","1999","Employed","1-pers.-HH","263","0.328992335579651","0.297387693485397","0.360596977673905","1"
"Almost never or never","1999","Employed","(Married) couple without C. ","903","0.384275176761229","0.364153951865219","0.404396401657239","1"
"Almost never or never","1999","Employed","Single parent ","172","0.354379679398971","0.310763250551167","0.397996108246774","1"
"Almost never or never","1999","Employed","Couple + C. LE 16 ","945","0.375469223443142","0.355989991518007","0.394948455368276","1"
"Almost never or never","1999","Employed","Couple + C. GT 16 ","710","0.392188780685032","0.36916863006263","0.415208931307433","1"
"Almost never or never","1999","Employed","Couple + C. LE and GT 16","345","0.355008025510001","0.322512629699385","0.387503421320617","1"
"At lease once a week","1999","Not Employed","Couple + C. LE 16 ","131","0.241718176577989","0.208626971571117","0.274809381584862","4"
"At lease once a week","1999","Not Employed","1-pers.-HH","98","0.118254212675745","0.09623316006217","0.140275265289321","4"
"At lease once a week","1999","Not Employed","Single parent ","59","0.239225657281846","0.186237328242367","0.292213986321326","4"
"At lease once a week","1999","Not Employed","(Married) couple without C. ","271","0.15320229646408","0.136771647540117","0.169632945388044","4"
"At lease once a week","1999","Not Employed","Couple + C. GT 16 ","203","0.309592806803536","0.276766752023853","0.342418861583218","4"
"At lease once a week","1999","Not Employed","Couple + C. LE and GT 16","119","0.441626491762814","0.387387686263845","0.495865297261783","4"
"At lease once a week","1999","Employed","1-pers.-HH","299","0.359565425195014","0.327286386452687","0.391844463937341","4"
"At lease once a week","1999","Employed","(Married) couple without C. ","653","0.320219022097158","0.300919436421536","0.33951860777278","4"
"At lease once a week","1999","Employed","Single parent ","141","0.318962452167746","0.276463089987314","0.361461814348178","4"
"At lease once a week","1999","Employed","Couple + C. LE 16 ","564","0.253997042169301","0.236486792518897","0.271507291819706","4"
"At lease once a week","1999","Employed","Couple + C. GT 16 ","457","0.306014268623395","0.284286139621332","0.327742397625458","4"
"At lease once a week","1999","Employed","Couple + C. LE and GT 16","207","0.306107531048304","0.274810100486218","0.337404961610389","4"
"At least once a month","1999","Not Employed","(Married) couple without C. ","50","0.0276432389956095","0.0201643080021597","0.0351221699890593","3"
"At least once a month","1999","Not Employed","Couple + C. LE 16 ","28","","","","3"
"At least once a month","1999","Not Employed","1-pers.-HH","26","","","","3"
"At least once a month","1999","Not Employed","Single parent ","13","","","","3"
"At least once a month","1999","Not Employed","Couple + C. GT 16 ","40","0.0465621987948455","0.0316021321253989","0.0615222654642921","3"
"At least once a month","1999","Not Employed","Couple + C. LE and GT 16","21","","","","3"
"At least once a month","1999","Employed","1-pers.-HH","90","0.0968756839999577","0.0769792427158313","0.116772125284084","3"
"At least once a month","1999","Employed","(Married) couple without C. ","188","0.0821373306021738","0.070779403836801","0.0934952573675466","3"
"At least once a month","1999","Employed","Single parent ","39","0.0883126408985688","0.0624387640998878","0.11418651769725","3"
"At least once a month","1999","Employed","Couple + C. LE 16 ","193","0.0783796077645867","0.0675681236530871","0.0891910918760863","3"
"At least once a month","1999","Employed","Couple + C. GT 16 ","151","0.0833497219068392","0.070317149790499","0.0963822940231795","3"
"At least once a month","1999","Employed","Couple + C. LE and GT 16","61","0.0827295880370649","0.0640225635983921","0.101436612475738","3"
"Several times a year","1999","Not Employed","(Married) couple without C. ","178","0.100566727508621","0.0868470508422841","0.114286404174957","2"
"Several times a year","1999","Not Employed","Single parent ","48","0.217532632351453","0.166288547410391","0.268776717292515","2"
"Several times a year","1999","Not Employed","Couple + C. LE 16 ","140","0.218144464344516","0.186223356118169","0.250065572570863","2"
"Several times a year","1999","Not Employed","Couple + C. GT 16 ","122","0.14885199098694","0.123579359011699","0.174124622962181","2"
"Several times a year","1999","Not Employed","1-pers.-HH","55","0.067651060346085","0.0505239296431438","0.0847781910490262","2"
"Several times a year","1999","Employed","(Married) couple without C. ","501","0.213368470539439","0.196421553040032","0.230315388038846","2"
"Several times a year","1999","Not Employed","Couple + C. LE and GT 16","52","0.167778650060496","0.126964765705726","0.208592534415267","2"
"Several times a year","1999","Employed","1-pers.-HH","197","0.214566555225377","0.186952514857299","0.242180595593455","2"
"Several times a year","1999","Employed","Single parent ","110","0.238345227534715","0.199493582046804","0.277196873022625","2"
"Several times a year","1999","Employed","Couple + C. LE 16 ","672","0.29215412662297","0.273861203952532","0.310447049293409","2"
"Several times a year","1999","Employed","Couple + C. GT 16 ","410","0.218447228784734","0.198965448304217","0.237929009265251","2"
"Several times a year","1999","Employed","Couple + C. LE and GT 16","220","0.256154855404631","0.226512128512382","0.28579758229688","2"
"Almost never or never","2000","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","2000","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2000","Not Employed","Single parent ","","","","","1"
"Almost never or never","2000","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2000","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2000","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2000","Employed","1-pers.-HH","","","","","1"
"Almost never or never","2000","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2000","Employed","Single parent ","","","","","1"
