"m11104","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2011","Single parent ","1015","0.338228882350694","0.320868613169232","0.355589151532156"
"At lease once a week","2011","Couple + C. LE 16 ","2800","0.374599270912343","0.363996238759358","0.385202303065327"
"At lease once a week","2011","Couple + C. GT 16 ","1341","0.410978790082997","0.394148646502734","0.42780893366326"
"At lease once a week","2011","Couple + C. LE and GT 16","827","0.403877876827618","0.382740281931871","0.425015471723365"
"Almost never or never","2012","1-pers.-HH","","","",""
"Almost never or never","2012","(Married) couple without C. ","","","",""
"Almost never or never","2012","Single parent ","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","","","",""
"Several times a year","2012","1-pers.-HH","","","",""
"Several times a year","2012","(Married) couple without C. ","","","",""
"Several times a year","2012","Single parent ","","","",""
"Several times a year","2012","Couple + C. LE 16 ","","","",""
"Several times a year","2012","Couple + C. GT 16 ","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","","","",""
"At least once a month","2012","1-pers.-HH","","","",""
"At least once a month","2012","(Married) couple without C. ","","","",""
"At least once a month","2012","Single parent ","","","",""
"At least once a month","2012","Couple + C. LE 16 ","","","",""
"At least once a month","2012","Couple + C. GT 16 ","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","","","",""
"At lease once a week","2012","1-pers.-HH","","","",""
"At lease once a week","2012","(Married) couple without C. ","","","",""
"At lease once a week","2012","Single parent ","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","","","",""
"Almost never or never","2013","1-pers.-HH","1297","0.370458469202379","0.354603653426827","0.386313284977932"
"Almost never or never","2013","(Married) couple without C. ","2596","0.341438555790714","0.330786716458963","0.352090395122465"
"Almost never or never","2013","Single parent ","899","0.347289382661503","0.329006262273956","0.365572503049051"
"Almost never or never","2013","Couple + C. LE 16 ","2196","0.284766981128106","0.273777866731005","0.295756095525207"
"Almost never or never","2013","Couple + C. GT 16 ","704","0.2328861850665","0.217148835435318","0.248623534697683"
"Almost never or never","2013","Couple + C. LE and GT 16","562","0.273614551183605","0.254158786504335","0.293070315862875"
"Several times a year","2013","1-pers.-HH","440","0.129101501107418","0.118092988089433","0.140110014125404"
"Several times a year","2013","(Married) couple without C. ","980","0.131036020831308","0.123456069600293","0.138615972062323"
"Several times a year","2013","Single parent ","348","0.124556099432483","0.111875467772753","0.137236731092213"
"Several times a year","2013","Couple + C. LE 16 ","1121","0.190324486416677","0.180765828112848","0.199883144720505"
"Several times a year","2013","Couple + C. GT 16 ","433","0.151392652763889","0.138047129048532","0.164738176479246"
"Several times a year","2013","Couple + C. LE and GT 16","295","0.155599839018134","0.139781026922477","0.171418651113791"
"At least once a month","2013","1-pers.-HH","161","0.0446820699744905","0.0378991006971047","0.0514650392518763"
"At least once a month","2013","(Married) couple without C. ","337","0.0505037985386755","0.0455847759838715","0.0554228210934796"
"At least once a month","2013","Single parent ","122","0.0575303821890133","0.0485885495679268","0.0664722148100999"
"At least once a month","2013","Couple + C. LE 16 ","341","0.0546758115347482","0.0491399896881803","0.0602116333813161"
"At least once a month","2013","Couple + C. GT 16 ","177","0.0569317387350707","0.0483043649099557","0.0655591125601858"
"At least once a month","2013","Couple + C. LE and GT 16","96","0.0500329954632658","0.040518677639565","0.0595473132869666"
"At lease once a week","2013","1-pers.-HH","1666","0.455757959715712","0.439407031288959","0.472108888142465"
"At lease once a week","2013","(Married) couple without C. ","3700","0.477021624839302","0.465801929207625","0.48824132047098"
"At lease once a week","2013","Single parent ","1236","0.470624135717001","0.451456727445382","0.489791543988619"
"At lease once a week","2013","Couple + C. LE 16 ","2821","0.470232720920469","0.45807945251521","0.482385989325728"
"At lease once a week","2013","Couple + C. GT 16 ","1457","0.55878942343454","0.540301979321945","0.577276867547134"
"At lease once a week","2013","Couple + C. LE and GT 16","1064","0.520752614334995","0.49895089484184","0.542554333828151"
"Almost never or never","2014","1-pers.-HH","","","",""
"Almost never or never","2014","(Married) couple without C. ","","","",""
"Almost never or never","2014","Single parent ","","","",""
"Almost never or never","2014","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","1-pers.-HH","","","",""
"Several times a year","2014","(Married) couple without C. ","","","",""
"Several times a year","2014","Single parent ","","","",""
"Several times a year","2014","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","1-pers.-HH","","","",""
"At least once a month","2014","(Married) couple without C. ","","","",""
"At least once a month","2014","Single parent ","","","",""
"At least once a month","2014","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","1-pers.-HH","","","",""
"At lease once a week","2014","(Married) couple without C. ","","","",""
"At lease once a week","2014","Single parent ","","","",""
"At lease once a week","2014","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Couple + C. LE and GT 16","","","",""
"Almost never or never","2015","1-pers.-HH","1548","0.430501576533637","0.414598655917238","0.446404497150035"
"Almost never or never","2015","(Married) couple without C. ","3185","0.388227374216162","0.377497699573621","0.398957048858703"
"Almost never or never","2015","Single parent ","917","0.389390033780922","0.369861497528271","0.408918570033574"
"Almost never or never","2015","Couple + C. LE 16 ","2641","0.345539248477326","0.334217334685136","0.356861162269516"
"Almost never or never","2015","Couple + C. GT 16 ","976","0.298058403153915","0.281580444441115","0.314536361866714"
"Almost never or never","2015","Couple + C. LE and GT 16","775","0.33114846639359","0.311645919240063","0.350651013547117"
"Several times a year","2015","1-pers.-HH","388","0.102145847516588","0.0924193493171486","0.111872345716028"
"Several times a year","2015","(Married) couple without C. ","982","0.124615682777612","0.117344012350944","0.131887353204281"
"Several times a year","2015","Single parent ","340","0.149586847432642","0.135302611294377","0.163871083570906"
"Several times a year","2015","Couple + C. LE 16 ","1143","0.184017179572153","0.174791485676039","0.193242873468267"
"Several times a year","2015","Couple + C. GT 16 ","440","0.157441762607674","0.144320906536924","0.170562618678425"
"Several times a year","2015","Couple + C. LE and GT 16","299","0.132950689730688","0.118881072097025","0.147020307364352"
"At least once a month","2015","1-pers.-HH","184","0.0546618849877799","0.0473609389058592","0.0619628310697006"
"At least once a month","2015","(Married) couple without C. ","344","0.0457795108015072","0.0411779157417094","0.0503811058613049"
"At least once a month","2015","Single parent ","151","0.0739206624906188","0.0634420843926671","0.0843992405885705"
"At least once a month","2015","Couple + C. LE 16 ","431","0.0733953232300308","0.0671864786910084","0.0796041677690532"
"At least once a month","2015","Couple + C. GT 16 ","182","0.0563214571388531","0.0480162356923725","0.0646266785853337"
"At least once a month","2015","Couple + C. LE and GT 16","121","0.0506078581800976","0.0415244904997554","0.0596912258604398"
"At lease once a week","2015","1-pers.-HH","1604","0.412690690961995","0.396878609850515","0.428502772073475"
"At lease once a week","2015","(Married) couple without C. ","3414","0.441377432204718","0.430445101622147","0.452309762787289"
"At lease once a week","2015","Single parent ","987","0.387102456295817","0.367594928423688","0.406609984167946"
"At lease once a week","2015","Couple + C. LE 16 ","2562","0.397048248720491","0.385399151466229","0.408697345974752"
"At lease once a week","2015","Couple + C. GT 16 ","1362","0.488178377099558","0.470170985051776","0.50618576914734"
"At lease once a week","2015","Couple + C. LE and GT 16","1042","0.485292985695624","0.464582172598337","0.506003798792911"
"Almost never or never","2016","1-pers.-HH","","","",""
"Almost never or never","2016","(Married) couple without C. ","","","",""
"Almost never or never","2016","Single parent ","","","",""
"Almost never or never","2016","Couple + C. LE 16 ","","","",""
"Almost never or never","2016","Couple + C. GT 16 ","","","",""
"Almost never or never","2016","Couple + C. LE and GT 16","","","",""
"Several times a year","2016","1-pers.-HH","","","",""
"Several times a year","2016","(Married) couple without C. ","","","",""
"Several times a year","2016","Single parent ","","","",""
"Several times a year","2016","Couple + C. LE 16 ","","","",""
"Several times a year","2016","Couple + C. GT 16 ","","","",""
"Several times a year","2016","Couple + C. LE and GT 16","","","",""
"At least once a month","2016","1-pers.-HH","","","",""
"At least once a month","2016","(Married) couple without C. ","","","",""
"At least once a month","2016","Single parent ","","","",""
"At least once a month","2016","Couple + C. LE 16 ","","","",""
"At least once a month","2016","Couple + C. GT 16 ","","","",""
"At least once a month","2016","Couple + C. LE and GT 16","","","",""
"At lease once a week","2016","1-pers.-HH","","","",""
"At lease once a week","2016","(Married) couple without C. ","","","",""
"At lease once a week","2016","Single parent ","","","",""
"At lease once a week","2016","Couple + C. LE 16 ","","","",""
"At lease once a week","2016","Couple + C. GT 16 ","","","",""
"At lease once a week","2016","Couple + C. LE and GT 16","","","",""
"Almost never or never","2017","1-pers.-HH","1825","0.396087166103873","0.38260867757389","0.409565654633856"
"Almost never or never","2017","(Married) couple without C. ","3141","0.365667812587666","0.355384966497681","0.375950658677651"
"Almost never or never","2017","Single parent ","1071","0.374714054871244","0.356200489874769","0.39322761986772"
"Almost never or never","2017","Couple + C. LE 16 ","3473","0.343423032618117","0.333160898906831","0.353685166329404"
"Almost never or never","2017","Couple + C. GT 16 ","1126","0.314236462812693","0.298554279768071","0.329918645857315"
"Almost never or never","2017","Couple + C. LE and GT 16","1104","0.341502014805228","0.324167845785995","0.358836183824461"
"Several times a year","2017","1-pers.-HH","568","0.105825159457017","0.0973477264343146","0.114302592479719"
"Several times a year","2017","(Married) couple without C. ","1081","0.129807484141872","0.122631703861194","0.136983264422551"
"Several times a year","2017","Single parent ","379","0.136559547158582","0.123426123316956","0.149692971000208"
"Several times a year","2017","Couple + C. LE 16 ","1240","0.16139576581202","0.153445077439752","0.169346454184288"
"Several times a year","2017","Couple + C. GT 16 ","448","0.133140270989292","0.12166348806409","0.144617053914494"
"Several times a year","2017","Couple + C. LE and GT 16","397","0.145654143107004","0.132759555812134","0.158548730401875"
"At least once a month","2017","1-pers.-HH","268","0.0490217512116388","0.0430714578052231","0.0549720446180544"
"At least once a month","2017","(Married) couple without C. ","369","0.0448496144917823","0.0404305857231261","0.0492686432604386"
"At least once a month","2017","Single parent ","135","0.048039044507342","0.0398599075831382","0.0562181814315458"
"At least once a month","2017","Couple + C. LE 16 ","474","0.0710650217934889","0.0655123661282738","0.0766176774587041"
"At least once a month","2017","Couple + C. GT 16 ","193","0.0556522110736857","0.0479076246430404","0.063396797504331"
"At least once a month","2017","Couple + C. LE and GT 16","150","0.0377300824671313","0.0307650764126593","0.0446950885216032"
"At lease once a week","2017","1-pers.-HH","2397","0.449065923227471","0.435358256198731","0.462773590256211"
"At lease once a week","2017","(Married) couple without C. ","3836","0.459675088778679","0.449034526603068","0.470315650954291"
"At lease once a week","2017","Single parent ","1041","0.440687353462832","0.421698736083277","0.459675970842386"
"At lease once a week","2017","Couple + C. LE 16 ","3038","0.424116179776373","0.413435718823308","0.434796640729439"
"At lease once a week","2017","Couple + C. GT 16 ","1599","0.496971055124329","0.480080144243768","0.513861966004891"
"At lease once a week","2017","Couple + C. LE and GT 16","1224","0.475113759620637","0.45685965376834","0.493367865472933"
"Almost never or never","2018","1-pers.-HH","245","0.268302011503621","0.237307045985337","0.299296977021905"
"Almost never or never","2018","(Married) couple without C. ","57","0.381751782233344","0.298874958447556","0.464628606019131"
"Almost never or never","2018","Single parent ","185","0.525624279294032","0.47141941938414","0.579829139203923"
"Almost never or never","2018","Couple + C. LE 16 ","867","0.530604095782243","0.506472599229402","0.554735592335084"
"Almost never or never","2018","Couple + C. GT 16 ","47","0.489867571297181","0.386011019539089","0.593724123055273"
"Almost never or never","2018","Couple + C. LE and GT 16","270","0.533784675412429","0.490658310378255","0.576911040446603"
"Several times a year","2018","1-pers.-HH","134","0.182057390100116","0.15506266958815","0.209052110612082"
"Several times a year","2018","(Married) couple without C. ","18","","",""
"Several times a year","2018","Single parent ","46","0.169287811778434","0.128580030923076","0.209995592633792"
"Several times a year","2018","Couple + C. LE 16 ","279","0.169257573177846","0.151125955224976","0.187389191130715"
"Several times a year","2018","Couple + C. GT 16 ","12","","",""
"Several times a year","2018","Couple + C. LE and GT 16","80","0.116641952357271","0.0888919958600916","0.14439190885445"
"At least once a month","2018","1-pers.-HH","60","0.0847213122467864","0.0652414323645612","0.104201192129012"
"At least once a month","2018","(Married) couple without C. ","8","","",""
"At least once a month","2018","Single parent ","8","","",""
"At least once a month","2018","Couple + C. LE 16 ","89","0.0518130688780281","0.0410955082243508","0.0625306295317054"
"At least once a month","2018","Couple + C. GT 16 ","6","","",""
"At least once a month","2018","Couple + C. LE and GT 16","21","","",""
"At lease once a week","2018","1-pers.-HH","346","0.464919286149476","0.430028424663346","0.499810147635607"
"At lease once a week","2018","(Married) couple without C. ","49","0.435625262372904","0.351038688048598","0.520211836697209"
"At lease once a week","2018","Single parent ","87","0.284329168948616","0.235361812680742","0.333296525216489"
"At lease once a week","2018","Couple + C. LE 16 ","408","0.248325262161883","0.227434478195225","0.269216046128541"
"At lease once a week","2018","Couple + C. GT 16 ","24","","",""
"At lease once a week","2018","Couple + C. LE and GT 16","143","0.305511505463515","0.265690442903213","0.345332568023817"
"Almost never or never","2019","1-pers.-HH","1430","0.319523844882883","0.306509009412899","0.332538680352868"
"Almost never or never","2019","(Married) couple without C. ","2374","0.278687683927732","0.269232125268544","0.288143242586921"
"Almost never or never","2019","Single parent ","779","0.334951496024485","0.315812053092387","0.354090938956584"
"Almost never or never","2019","Couple + C. LE 16 ","2077","0.251965933179269","0.241585215685374","0.262346650673164"
"Almost never or never","2019","Couple + C. GT 16 ","780","0.222619704244857","0.207911306152961","0.237328102336753"
"Almost never or never","2019","Couple + C. LE and GT 16","836","0.270661186651615","0.254073487950981","0.28724888535225"
"Several times a year","2019","1-pers.-HH","514","0.10386665800655","0.0953512593067479","0.112382056706351"
"Several times a year","2019","(Married) couple without C. ","1008","0.124010601045278","0.117059630268521","0.130961571822034"
"Several times a year","2019","Single parent ","317","0.123395185061331","0.110058045229354","0.136732324893308"
"Several times a year","2019","Couple + C. LE 16 ","1080","0.188042079595361","0.178698999874881","0.197385159315841"
"Several times a year","2019","Couple + C. GT 16 ","400","0.14135935260022","0.129041505568014","0.153677199632425"
"Several times a year","2019","Couple + C. LE and GT 16","384","0.134314033108319","0.121583418583338","0.1470446476333"
"At least once a month","2019","1-pers.-HH","212","0.0355146038094288","0.030348871406943","0.0406803362119145"
"At least once a month","2019","(Married) couple without C. ","340","0.043523650362799","0.0392206993130831","0.0478266014125148"
"At least once a month","2019","Single parent ","114","0.0509935265014374","0.0420727269131711","0.0599143260897037"
"At least once a month","2019","Couple + C. LE 16 ","385","0.0670373663161121","0.0610575703281744","0.0730171623040497"
"At least once a month","2019","Couple + C. GT 16 ","144","0.0547401923273231","0.046697609051537","0.0627827756031092"
"At least once a month","2019","Couple + C. LE and GT 16","130","0.0633282960288234","0.0542354238502749","0.0724211682073719"
"At lease once a week","2019","1-pers.-HH","2775","0.541094893301138","0.527186442691255","0.555003343911022"
"At lease once a week","2019","(Married) couple without C. ","4915","0.553778064664191","0.543294476217213","0.56426165311117"
"At lease once a week","2019","Single parent ","1126","0.490659792412746","0.470387358763619","0.510932226061873"
"At lease once a week","2019","Couple + C. LE 16 ","3177","0.492954620909258","0.481000362044867","0.504908879773649"
"At lease once a week","2019","Couple + C. GT 16 ","1749","0.5812807508276","0.563837748252509","0.598723753402691"
"At lease once a week","2019","Couple + C. LE and GT 16","1406","0.531696484211242","0.513066860289678","0.550326108132806"
