"m11104","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","2017","Schleswig-Holstein","middle vocational","23","","",""
"At least once a month","2017","Schleswig-Holstein","vocational + Abi","4","","",""
"At least once a month","2017","Schleswig-Holstein","higher vocational","3","","",""
"At least once a month","2017","Schleswig-Holstein","higher education","19","","",""
"At least once a month","2017","Hamburg","in school","2","","",""
"At least once a month","2017","Hamburg","inadequately","6","","",""
"At least once a month","2017","Hamburg","general elemantary","3","","",""
"At least once a month","2017","Hamburg","middle vocational","10","","",""
"At least once a month","2017","Hamburg","vocational + Abi","1","","",""
"At least once a month","2017","Hamburg","higher vocational","","","",""
"At least once a month","2017","Hamburg","higher education","12","","",""
"At least once a month","2017","Lower Saxony","in school","1","","",""
"At least once a month","2017","Lower Saxony","inadequately","13","","",""
"At least once a month","2017","Lower Saxony","general elemantary","22","","",""
"At least once a month","2017","Lower Saxony","middle vocational","62","0.0519457331839785","0.0400460225498834","0.0638454438180736"
"At least once a month","2017","Lower Saxony","vocational + Abi","8","","",""
"At least once a month","2017","Lower Saxony","higher vocational","6","","",""
"At least once a month","2017","Lower Saxony","higher education","32","0.0460628245017981","0.0300583819096223","0.062067267093974"
"At least once a month","2017","Bremen","in school","1","","",""
"At least once a month","2017","Bremen","inadequately","3","","",""
"At least once a month","2017","Bremen","general elemantary","","","",""
"At least once a month","2017","Bremen","middle vocational","6","","",""
"At least once a month","2017","Bremen","vocational + Abi","1","","",""
"At least once a month","2017","Bremen","higher vocational","","","",""
"At least once a month","2017","Bremen","higher education","2","","",""
"At least once a month","2017","North Rhine-Westphalia","in school","6","","",""
"At least once a month","2017","North Rhine-Westphalia","inadequately","13","","",""
"At least once a month","2017","North Rhine-Westphalia","general elemantary","27","","",""
"At least once a month","2017","North Rhine-Westphalia","middle vocational","120","0.0461658805004697","0.0380874390690669","0.0542443219318724"
"At least once a month","2017","North Rhine-Westphalia","vocational + Abi","22","","",""
"At least once a month","2017","North Rhine-Westphalia","higher vocational","10","","",""
"At least once a month","2017","North Rhine-Westphalia","higher education","81","0.0613695907506967","0.0490076193721903","0.0737315621292032"
"At least once a month","2017","Hesse","in school","4","","",""
"At least once a month","2017","Hesse","inadequately","8","","",""
"At least once a month","2017","Hesse","general elemantary","13","","",""
"At least once a month","2017","Hesse","middle vocational","41","0.0356394124385188","0.0232777689595708","0.0480010559174667"
"At least once a month","2017","Hesse","vocational + Abi","7","","",""
"At least once a month","2017","Hesse","higher vocational","5","","",""
"At least once a month","2017","Hesse","higher education","36","0.0696265708956561","0.0490370996789472","0.090216042112365"
"At least once a month","2017","Rhineland-Palatinate,Saarland","in school","","","",""
"At least once a month","2017","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"At least once a month","2017","Rhineland-Palatinate,Saarland","general elemantary","12","","",""
"At least once a month","2017","Rhineland-Palatinate,Saarland","middle vocational","40","0.0483683079360543","0.0333024364681318","0.0634341794039767"
"At least once a month","2017","Rhineland-Palatinate,Saarland","vocational + Abi","6","","",""
"At least once a month","2017","Rhineland-Palatinate,Saarland","higher vocational","3","","",""
"At least once a month","2017","Rhineland-Palatinate,Saarland","higher education","24","","",""
"At least once a month","2017","Baden-Württemberg","in school","2","","",""
"At least once a month","2017","Baden-Württemberg","inadequately","12","","",""
"At least once a month","2017","Baden-Württemberg","general elemantary","27","","",""
"At least once a month","2017","Baden-Württemberg","middle vocational","74","0.0456776098828845","0.0346540282027822","0.0567011915629868"
"At least once a month","2017","Baden-Württemberg","vocational + Abi","13","","",""
"At least once a month","2017","Baden-Württemberg","higher vocational","12","","",""
"At least once a month","2017","Baden-Württemberg","higher education","76","0.0635983296222012","0.0482725506783655","0.0789241085660368"
"At least once a month","2017","Bavaria","in school","3","","",""
"At least once a month","2017","Bavaria","inadequately","15","","",""
"At least once a month","2017","Bavaria","general elemantary","30","0.0412199173452102","0.0248277293110811","0.0576121053793394"
"At least once a month","2017","Bavaria","middle vocational","122","0.0677269169153565","0.0569695823100391","0.0784842515206739"
"At least once a month","2017","Bavaria","vocational + Abi","19","","",""
"At least once a month","2017","Bavaria","higher vocational","15","","",""
"At least once a month","2017","Bavaria","higher education","80","0.0891951372971239","0.0726424127344375","0.10574786185981"
"At least once a month","2017","Berlin","in school","1","","",""
"At least once a month","2017","Berlin","inadequately","3","","",""
"At least once a month","2017","Berlin","general elemantary","7","","",""
"At least once a month","2017","Berlin","middle vocational","24","","",""
"At least once a month","2017","Berlin","vocational + Abi","10","","",""
"At least once a month","2017","Berlin","higher vocational","2","","",""
"At least once a month","2017","Berlin","higher education","23","","",""
"At least once a month","2017","Brandenburg","in school","","","",""
"At least once a month","2017","Brandenburg","inadequately","3","","",""
"At least once a month","2017","Brandenburg","general elemantary","5","","",""
"At least once a month","2017","Brandenburg","middle vocational","30","0.0354995859742974","0.0201051262176557","0.050894045730939"
"At least once a month","2017","Brandenburg","vocational + Abi","6","","",""
"At least once a month","2017","Brandenburg","higher vocational","6","","",""
"At least once a month","2017","Brandenburg","higher education","15","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","in school","","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","inadequately","","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","middle vocational","13","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"At least once a month","2017","Mecklenburg-Western Pomerania","higher education","9","","",""
"At least once a month","2017","Saxony","in school","2","","",""
"At least once a month","2017","Saxony","inadequately","8","","",""
"At least once a month","2017","Saxony","general elemantary","5","","",""
"At least once a month","2017","Saxony","middle vocational","50","0.0758747623264283","0.0582893279278003","0.0934601967250563"
"At least once a month","2017","Saxony","vocational + Abi","6","","",""
"At least once a month","2017","Saxony","higher vocational","5","","",""
"At least once a month","2017","Saxony","higher education","32","0.0762838273866395","0.0520784078530132","0.100489246920266"
"At least once a month","2017","Saxony-Anhalt","in school","","","",""
"At least once a month","2017","Saxony-Anhalt","inadequately","1","","",""
"At least once a month","2017","Saxony-Anhalt","general elemantary","4","","",""
"At least once a month","2017","Saxony-Anhalt","middle vocational","17","","",""
"At least once a month","2017","Saxony-Anhalt","vocational + Abi","2","","",""
"At least once a month","2017","Saxony-Anhalt","higher vocational","2","","",""
"At least once a month","2017","Saxony-Anhalt","higher education","9","","",""
"At least once a month","2017","Thuringia","in school","1","","",""
"At least once a month","2017","Thuringia","inadequately","","","",""
"At least once a month","2017","Thuringia","general elemantary","3","","",""
"At least once a month","2017","Thuringia","middle vocational","30","0.030425327438856","0.0164474137076737","0.0444032411700383"
"At least once a month","2017","Thuringia","vocational + Abi","1","","",""
"At least once a month","2017","Thuringia","higher vocational","1","","",""
"At least once a month","2017","Thuringia","higher education","15","","",""
"At lease once a week","2017","Schleswig-Holstein","in school","11","","",""
"At lease once a week","2017","Schleswig-Holstein","inadequately","35","0.0867954943676417","0.0391273435000938","0.13446364523519"
"At lease once a week","2017","Schleswig-Holstein","general elemantary","60","0.394611343198243","0.320921664848797","0.468301021547689"
"At lease once a week","2017","Schleswig-Holstein","middle vocational","211","0.532109143475473","0.487094923210785","0.577123363740162"
"At lease once a week","2017","Schleswig-Holstein","vocational + Abi","48","0.619489400474061","0.519735998817101","0.719242802131021"
"At lease once a week","2017","Schleswig-Holstein","higher vocational","35","0.510841029072566","0.382193339455442","0.63948871868969"
"At lease once a week","2017","Schleswig-Holstein","higher education","137","0.6039248160236","0.544130241011888","0.663719391035311"
"At lease once a week","2017","Hamburg","in school","2","","",""
"At lease once a week","2017","Hamburg","inadequately","20","","",""
"At lease once a week","2017","Hamburg","general elemantary","27","","",""
"At lease once a week","2017","Hamburg","middle vocational","58","0.386079226249802","0.311794333509982","0.460364118989622"
"At lease once a week","2017","Hamburg","vocational + Abi","28","","",""
"At lease once a week","2017","Hamburg","higher vocational","11","","",""
"At lease once a week","2017","Hamburg","higher education","111","0.616638820526952","0.548744339131582","0.684533301922321"
"At lease once a week","2017","Lower Saxony","in school","27","","",""
"At lease once a week","2017","Lower Saxony","inadequately","102","0.341958417624967","0.289984384335335","0.393932450914599"
"At lease once a week","2017","Lower Saxony","general elemantary","171","0.371343580458117","0.327938631257041","0.414748529659193"
"At lease once a week","2017","Lower Saxony","middle vocational","575","0.447113736565671","0.420453023041123","0.47377445009022"
"At lease once a week","2017","Lower Saxony","vocational + Abi","124","0.529437882442475","0.466809792730645","0.592065972154304"
"At lease once a week","2017","Lower Saxony","higher vocational","69","0.518688208183534","0.43408981192473","0.603286604442338"
"At lease once a week","2017","Lower Saxony","higher education","388","0.671621817574306","0.635766388090804","0.707477247057807"
"At lease once a week","2017","Bremen","in school","5","","",""
"At lease once a week","2017","Bremen","inadequately","7","","",""
"At lease once a week","2017","Bremen","general elemantary","9","","",""
"At lease once a week","2017","Bremen","middle vocational","46","0.38813671228801","0.297478706621687","0.478794717954333"
"At lease once a week","2017","Bremen","vocational + Abi","15","","",""
"At lease once a week","2017","Bremen","higher vocational","3","","",""
"At lease once a week","2017","Bremen","higher education","42","0.800430878560229","0.697571787066223","0.903289970054235"
"At lease once a week","2017","North Rhine-Westphalia","in school","75","0.61551408616845","0.52736569808516","0.703662474251739"
"At lease once a week","2017","North Rhine-Westphalia","inadequately","145","0.23588270269897","0.202108756398132","0.269656648999807"
"At lease once a week","2017","North Rhine-Westphalia","general elemantary","289","0.335341426642197","0.304131225843741","0.366551627440653"
"At lease once a week","2017","North Rhine-Westphalia","middle vocational","1049","0.39860763777411","0.379758896440865","0.417456379107355"
"At lease once a week","2017","North Rhine-Westphalia","vocational + Abi","332","0.50439530681369","0.466480130189929","0.542310483437451"
"At lease once a week","2017","North Rhine-Westphalia","higher vocational","131","0.452394586921473","0.392581001139707","0.512208172703239"
"At lease once a week","2017","North Rhine-Westphalia","higher education","812","0.615114766956395","0.590053240994161","0.64017629291863"
"At lease once a week","2017","Hesse","in school","25","","",""
"At lease once a week","2017","Hesse","inadequately","76","0.394140460416817","0.337605300146406","0.450675620687228"
"At lease once a week","2017","Hesse","general elemantary","97","0.332963204873006","0.279899228135662","0.386027181610349"
"At lease once a week","2017","Hesse","middle vocational","390","0.469994401045181","0.436714824572299","0.503273977518063"
"At lease once a week","2017","Hesse","vocational + Abi","90","0.522768287210172","0.447463254158091","0.598073320262253"
"At lease once a week","2017","Hesse","higher vocational","39","0.436744844719015","0.329393461130431","0.544096228307598"
"At lease once a week","2017","Hesse","higher education","347","0.607517764711598","0.56801581484605","0.647019714577147"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","in school","24","","",""
"At lease once a week","2017","Rhineland-Palatinate,Saarland","inadequately","46","0.291619260309246","0.210635697339928","0.372602823278564"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","general elemantary","88","0.245237676604262","0.196715159436065","0.29376019377246"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","middle vocational","308","0.347497006176795","0.314058555241484","0.380935457112105"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","vocational + Abi","73","0.60700389471147","0.526099160550891","0.687908628872049"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","higher vocational","33","0.423233944396778","0.316942297222503","0.529525591571054"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","higher education","178","0.557095297292196","0.504295953563334","0.609894641021059"
"At lease once a week","2017","Baden-Württemberg","in school","33","0.83485508420663","0.71978663834249","0.949923530070771"
"At lease once a week","2017","Baden-Württemberg","inadequately","84","0.181555361075566","0.136484679676799","0.226626042474333"
"At lease once a week","2017","Baden-Württemberg","general elemantary","153","0.34483675653774","0.301773516522744","0.387899996552736"
"At lease once a week","2017","Baden-Württemberg","middle vocational","622","0.502847337419116","0.47644840011921","0.529246274719023"
"At lease once a week","2017","Baden-Württemberg","vocational + Abi","124","0.470840231635242","0.411845675858071","0.529834787412412"
"At lease once a week","2017","Baden-Württemberg","higher vocational","85","0.447089161720507","0.375828162082415","0.518350161358598"
"At lease once a week","2017","Baden-Württemberg","higher education","565","0.641325501431636","0.611205282989725","0.671445719873546"
"At lease once a week","2017","Bavaria","in school","46","0.777394329876357","0.673001187892348","0.881787471860366"
"At lease once a week","2017","Bavaria","inadequately","90","0.343862752853236","0.295199911602024","0.392525594104449"
"At lease once a week","2017","Bavaria","general elemantary","167","0.318349206337797","0.279938108042243","0.356760304633351"
"At lease once a week","2017","Bavaria","middle vocational","829","0.386361659908093","0.365516477168557","0.407206842647628"
"At lease once a week","2017","Bavaria","vocational + Abi","151","0.479115683126402","0.424295108456202","0.533936257796602"
"At lease once a week","2017","Bavaria","higher vocational","140","0.534175473174751","0.474341807869439","0.594009138480063"
"At lease once a week","2017","Bavaria","higher education","650","0.591550199601861","0.563003797713551","0.620096601490171"
"At lease once a week","2017","Berlin","in school","9","","",""
"At lease once a week","2017","Berlin","inadequately","27","","",""
"At lease once a week","2017","Berlin","general elemantary","29","","",""
"At lease once a week","2017","Berlin","middle vocational","147","0.402535038218537","0.353356629196394","0.45171344724068"
"At lease once a week","2017","Berlin","vocational + Abi","34","0.565719014137341","0.454282609835817","0.677155418438864"
"At lease once a week","2017","Berlin","higher vocational","31","0.525479523692078","0.401183388843892","0.649775658540264"
"At lease once a week","2017","Berlin","higher education","261","0.688072161098984","0.644385356583541","0.731758965614427"
"At lease once a week","2017","Brandenburg","in school","9","","",""
"At lease once a week","2017","Brandenburg","inadequately","45","0.285005500321717","0.192762770158526","0.377248230484908"
"At lease once a week","2017","Brandenburg","general elemantary","26","","",""
"At lease once a week","2017","Brandenburg","middle vocational","151","0.28905743426108","0.251342710614015","0.326772157908145"
"At lease once a week","2017","Brandenburg","vocational + Abi","17","","",""
"At lease once a week","2017","Brandenburg","higher vocational","21","","",""
"At lease once a week","2017","Brandenburg","higher education","123","0.500311991020054","0.441000794242427","0.559623187797682"
"At lease once a week","2017","Mecklenburg-Western Pomerania","in school","7","","",""
"At lease once a week","2017","Mecklenburg-Western Pomerania","inadequately","6","","",""
"At lease once a week","2017","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"At lease once a week","2017","Mecklenburg-Western Pomerania","middle vocational","96","0.310749842822969","0.259479075405744","0.362020610240194"
"At lease once a week","2017","Mecklenburg-Western Pomerania","vocational + Abi","17","","",""
"At lease once a week","2017","Mecklenburg-Western Pomerania","higher vocational","20","","",""
"At lease once a week","2017","Mecklenburg-Western Pomerania","higher education","80","0.632004066956263","0.554044239426971","0.709963894485554"
"At lease once a week","2017","Saxony","in school","19","","",""
"At lease once a week","2017","Saxony","inadequately","24","","",""
"At lease once a week","2017","Saxony","general elemantary","45","0.286861396673246","0.214958013621224","0.358764779725268"
"At lease once a week","2017","Saxony","middle vocational","262","0.266517284333262","0.237154539885632","0.295880028780892"
"At lease once a week","2017","Saxony","vocational + Abi","41","0.411683259492629","0.308859385615264","0.514507133369994"
"At lease once a week","2017","Saxony","higher vocational","55","0.486567146439501","0.397510031031907","0.575624261847095"
"At lease once a week","2017","Saxony","higher education","262","0.619923986197602","0.575661933105538","0.664186039289667"
"At lease once a week","2017","Saxony-Anhalt","in school","8","","",""
"At lease once a week","2017","Saxony-Anhalt","inadequately","10","","",""
"At lease once a week","2017","Saxony-Anhalt","general elemantary","20","","",""
"At lease once a week","2017","Saxony-Anhalt","middle vocational","128","0.236514319864699","0.19926723769668","0.273761402032717"
"At lease once a week","2017","Saxony-Anhalt","vocational + Abi","19","","",""
"At lease once a week","2017","Saxony-Anhalt","higher vocational","25","","",""
"At lease once a week","2017","Saxony-Anhalt","higher education","128","0.529536420140149","0.465170938544582","0.593901901735715"
"At lease once a week","2017","Thuringia","in school","5","","",""
"At lease once a week","2017","Thuringia","inadequately","13","","",""
"At lease once a week","2017","Thuringia","general elemantary","26","","",""
"At lease once a week","2017","Thuringia","middle vocational","174","0.309214005741505","0.271601225677481","0.346826785805528"
"At lease once a week","2017","Thuringia","vocational + Abi","27","","",""
"At lease once a week","2017","Thuringia","higher vocational","28","","",""
"At lease once a week","2017","Thuringia","higher education","142","0.608154299593921","0.547520769857228","0.668787829330615"
"Almost never or never","2018","Schleswig-Holstein","in school","","","",""
"Almost never or never","2018","Schleswig-Holstein","inadequately","39","0.491269111350207","0.373311130815861","0.609227091884553"
"Almost never or never","2018","Schleswig-Holstein","general elemantary","7","","",""
"Almost never or never","2018","Schleswig-Holstein","middle vocational","16","","",""
"Almost never or never","2018","Schleswig-Holstein","vocational + Abi","6","","",""
"Almost never or never","2018","Schleswig-Holstein","higher vocational","","","",""
"Almost never or never","2018","Schleswig-Holstein","higher education","18","","",""
"Almost never or never","2018","Hamburg","in school","","","",""
"Almost never or never","2018","Hamburg","inadequately","10","","",""
"Almost never or never","2018","Hamburg","general elemantary","4","","",""
"Almost never or never","2018","Hamburg","middle vocational","2","","",""
"Almost never or never","2018","Hamburg","vocational + Abi","","","",""
"Almost never or never","2018","Hamburg","higher vocational","","","",""
"Almost never or never","2018","Hamburg","higher education","","","",""
"Almost never or never","2018","Lower Saxony","in school","","","",""
"Almost never or never","2018","Lower Saxony","inadequately","78","0.375092776387331","0.304365169911545","0.445820382863117"
"Almost never or never","2018","Lower Saxony","general elemantary","37","0.322266950482677","0.228289533219277","0.416244367746076"
"Almost never or never","2018","Lower Saxony","middle vocational","23","","",""
"Almost never or never","2018","Lower Saxony","vocational + Abi","4","","",""
"Almost never or never","2018","Lower Saxony","higher vocational","","","",""
"Almost never or never","2018","Lower Saxony","higher education","25","","",""
"Almost never or never","2018","Bremen","in school","","","",""
"Almost never or never","2018","Bremen","inadequately","17","","",""
"Almost never or never","2018","Bremen","general elemantary","2","","",""
"Almost never or never","2018","Bremen","middle vocational","9","","",""
"Almost never or never","2018","Bremen","vocational + Abi","","","",""
"Almost never or never","2018","Bremen","higher vocational","","","",""
"Almost never or never","2018","Bremen","higher education","3","","",""
"Almost never or never","2018","North Rhine-Westphalia","in school","","","",""
"Almost never or never","2018","North Rhine-Westphalia","inadequately","151","0.478118996608454","0.420627603009255","0.535610390207654"
"Almost never or never","2018","North Rhine-Westphalia","general elemantary","58","0.348118517259501","0.271110257631376","0.425126776887625"
"Almost never or never","2018","North Rhine-Westphalia","middle vocational","57","0.352457048172423","0.27469790256089","0.430216193783956"
"Almost never or never","2018","North Rhine-Westphalia","vocational + Abi","11","","",""
"Almost never or never","2018","North Rhine-Westphalia","higher vocational","","","",""
"Almost never or never","2018","North Rhine-Westphalia","higher education","85","0.379635060005918","0.309514405832464","0.449755714179372"
"Almost never or never","2018","Hesse","in school","","","",""
"Almost never or never","2018","Hesse","inadequately","108","0.477689073511021","0.408114155179973","0.547263991842068"
"Almost never or never","2018","Hesse","general elemantary","35","0.331791068521453","0.226621228789738","0.436960908253168"
"Almost never or never","2018","Hesse","middle vocational","54","0.487854725232405","0.39037164417071","0.585337806294101"
"Almost never or never","2018","Hesse","vocational + Abi","5","","",""
"Almost never or never","2018","Hesse","higher vocational","","","",""
"Almost never or never","2018","Hesse","higher education","26","","",""
"Almost never or never","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"Almost never or never","2018","Rhineland-Palatinate,Saarland","inadequately","39","0.414277279131742","0.302043438587493","0.52651111967599"
"Almost never or never","2018","Rhineland-Palatinate,Saarland","general elemantary","28","","",""
"Almost never or never","2018","Rhineland-Palatinate,Saarland","middle vocational","21","","",""
"Almost never or never","2018","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Almost never or never","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Almost never or never","2018","Rhineland-Palatinate,Saarland","higher education","19","","",""
"Almost never or never","2018","Baden-Württemberg","in school","","","",""
"Almost never or never","2018","Baden-Württemberg","inadequately","73","0.238542026154361","0.174286547950863","0.30279750435786"
"Almost never or never","2018","Baden-Württemberg","general elemantary","44","0.283876757553","0.196377008422307","0.371376506683692"
"Almost never or never","2018","Baden-Württemberg","middle vocational","36","0.478829352448959","0.362631186511372","0.595027518386546"
"Almost never or never","2018","Baden-Württemberg","vocational + Abi","6","","",""
"Almost never or never","2018","Baden-Württemberg","higher vocational","","","",""
"Almost never or never","2018","Baden-Württemberg","higher education","34","0.330751988364386","0.226341153999486","0.435162822729286"
"Almost never or never","2018","Bavaria","in school","","","",""
"Almost never or never","2018","Bavaria","inadequately","92","0.389798412045932","0.318943641404056","0.460653182687807"
"Almost never or never","2018","Bavaria","general elemantary","56","0.417005413894284","0.318373926592382","0.515636901196187"
"Almost never or never","2018","Bavaria","middle vocational","31","0.409021573925719","0.298486471963264","0.519556675888173"
"Almost never or never","2018","Bavaria","vocational + Abi","6","","",""
"Almost never or never","2018","Bavaria","higher vocational","","","",""
"Almost never or never","2018","Bavaria","higher education","31","0.365913373193705","0.24601433915611","0.485812407231301"
"Almost never or never","2018","Berlin","in school","","","",""
"Almost never or never","2018","Berlin","inadequately","28","","",""
"Almost never or never","2018","Berlin","general elemantary","20","","",""
"Almost never or never","2018","Berlin","middle vocational","12","","",""
"Almost never or never","2018","Berlin","vocational + Abi","","","",""
"Almost never or never","2018","Berlin","higher vocational","","","",""
"Almost never or never","2018","Berlin","higher education","19","","",""
"Almost never or never","2018","Brandenburg","in school","","","",""
"Almost never or never","2018","Brandenburg","inadequately","27","","",""
"Almost never or never","2018","Brandenburg","general elemantary","12","","",""
"Almost never or never","2018","Brandenburg","middle vocational","8","","",""
"Almost never or never","2018","Brandenburg","vocational + Abi","1","","",""
"Almost never or never","2018","Brandenburg","higher vocational","","","",""
"Almost never or never","2018","Brandenburg","higher education","10","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","in school","","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","inadequately","7","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","middle vocational","3","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Almost never or never","2018","Mecklenburg-Western Pomerania","higher education","3","","",""
"Almost never or never","2018","Saxony","in school","","","",""
"Almost never or never","2018","Saxony","inadequately","31","0.534517783975485","0.405025679375351","0.664009888575619"
"Almost never or never","2018","Saxony","general elemantary","17","","",""
"Almost never or never","2018","Saxony","middle vocational","9","","",""
"Almost never or never","2018","Saxony","vocational + Abi","","","",""
"Almost never or never","2018","Saxony","higher vocational","","","",""
"Almost never or never","2018","Saxony","higher education","12","","",""
"Almost never or never","2018","Saxony-Anhalt","in school","","","",""
"Almost never or never","2018","Saxony-Anhalt","inadequately","25","","",""
"Almost never or never","2018","Saxony-Anhalt","general elemantary","12","","",""
"Almost never or never","2018","Saxony-Anhalt","middle vocational","10","","",""
"Almost never or never","2018","Saxony-Anhalt","vocational + Abi","1","","",""
"Almost never or never","2018","Saxony-Anhalt","higher vocational","","","",""
"Almost never or never","2018","Saxony-Anhalt","higher education","6","","",""
"Almost never or never","2018","Thuringia","in school","","","",""
"Almost never or never","2018","Thuringia","inadequately","8","","",""
"Almost never or never","2018","Thuringia","general elemantary","4","","",""
"Almost never or never","2018","Thuringia","middle vocational","4","","",""
"Almost never or never","2018","Thuringia","vocational + Abi","2","","",""
"Almost never or never","2018","Thuringia","higher vocational","","","",""
"Almost never or never","2018","Thuringia","higher education","2","","",""
"Several times a year","2018","Schleswig-Holstein","in school","","","",""
"Several times a year","2018","Schleswig-Holstein","inadequately","9","","",""
"Several times a year","2018","Schleswig-Holstein","general elemantary","6","","",""
"Several times a year","2018","Schleswig-Holstein","middle vocational","3","","",""
"Several times a year","2018","Schleswig-Holstein","vocational + Abi","","","",""
"Several times a year","2018","Schleswig-Holstein","higher vocational","","","",""
"Several times a year","2018","Schleswig-Holstein","higher education","6","","",""
"Several times a year","2018","Hamburg","in school","","","",""
"Several times a year","2018","Hamburg","inadequately","8","","",""
"Several times a year","2018","Hamburg","general elemantary","1","","",""
"Several times a year","2018","Hamburg","middle vocational","3","","",""
"Several times a year","2018","Hamburg","vocational + Abi","","","",""
"Several times a year","2018","Hamburg","higher vocational","","","",""
"Several times a year","2018","Hamburg","higher education","4","","",""
"Several times a year","2018","Lower Saxony","in school","","","",""
"Several times a year","2018","Lower Saxony","inadequately","29","","",""
"Several times a year","2018","Lower Saxony","general elemantary","22","","",""
"Several times a year","2018","Lower Saxony","middle vocational","17","","",""
"Several times a year","2018","Lower Saxony","vocational + Abi","1","","",""
"Several times a year","2018","Lower Saxony","higher vocational","","","",""
"Several times a year","2018","Lower Saxony","higher education","8","","",""
"Several times a year","2018","Bremen","in school","","","",""
"Several times a year","2018","Bremen","inadequately","5","","",""
"Several times a year","2018","Bremen","general elemantary","2","","",""
"Several times a year","2018","Bremen","middle vocational","3","","",""
"Several times a year","2018","Bremen","vocational + Abi","","","",""
"Several times a year","2018","Bremen","higher vocational","","","",""
"Several times a year","2018","Bremen","higher education","2","","",""
"Several times a year","2018","North Rhine-Westphalia","in school","","","",""
"Several times a year","2018","North Rhine-Westphalia","inadequately","51","0.165337131423651","0.122581843238829","0.208092419608474"
"Several times a year","2018","North Rhine-Westphalia","general elemantary","36","0.247352226791484","0.177602385074165","0.317102068508803"
"Several times a year","2018","North Rhine-Westphalia","middle vocational","21","","",""
"Several times a year","2018","North Rhine-Westphalia","vocational + Abi","3","","",""
"Several times a year","2018","North Rhine-Westphalia","higher vocational","","","",""
"Several times a year","2018","North Rhine-Westphalia","higher education","41","0.24518102172348","0.183022022973919","0.307340020473041"
"Several times a year","2018","Hesse","in school","","","",""
"Several times a year","2018","Hesse","inadequately","30","0.133827622879407","0.0864044570698571","0.181250788688957"
"Several times a year","2018","Hesse","general elemantary","10","","",""
"Several times a year","2018","Hesse","middle vocational","9","","",""
"Several times a year","2018","Hesse","vocational + Abi","","","",""
"Several times a year","2018","Hesse","higher vocational","","","",""
"Several times a year","2018","Hesse","higher education","11","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","general elemantary","8","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","middle vocational","11","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","vocational + Abi","3","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Several times a year","2018","Rhineland-Palatinate,Saarland","higher education","9","","",""
"Several times a year","2018","Baden-Württemberg","in school","","","",""
"Several times a year","2018","Baden-Württemberg","inadequately","36","0.233470782325876","0.16969065752338","0.297250907128372"
"Several times a year","2018","Baden-Württemberg","general elemantary","17","","",""
"Several times a year","2018","Baden-Württemberg","middle vocational","14","","",""
"Several times a year","2018","Baden-Württemberg","vocational + Abi","2","","",""
"Several times a year","2018","Baden-Württemberg","higher vocational","","","",""
"Several times a year","2018","Baden-Württemberg","higher education","15","","",""
"Several times a year","2018","Bavaria","in school","","","",""
"Several times a year","2018","Bavaria","inadequately","19","","",""
"Several times a year","2018","Bavaria","general elemantary","11","","",""
"Several times a year","2018","Bavaria","middle vocational","9","","",""
"Several times a year","2018","Bavaria","vocational + Abi","","","",""
"Several times a year","2018","Bavaria","higher vocational","","","",""
"Several times a year","2018","Bavaria","higher education","8","","",""
"Several times a year","2018","Berlin","in school","","","",""
"Several times a year","2018","Berlin","inadequately","6","","",""
"Several times a year","2018","Berlin","general elemantary","1","","",""
"Several times a year","2018","Berlin","middle vocational","7","","",""
"Several times a year","2018","Berlin","vocational + Abi","2","","",""
"Several times a year","2018","Berlin","higher vocational","","","",""
"Several times a year","2018","Berlin","higher education","2","","",""
"Several times a year","2018","Brandenburg","in school","","","",""
