"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1997","Saxony-Anhalt","Not Employed","4","","","","3"
"At least once a month","1997","Thuringia","Not Employed","2","","","","3"
"At least once a month","1997","Thuringia","Employed","14","","","","3"
"Several times a year","1997","Schleswig-Holstein","Not Employed","11","","","","2"
"Several times a year","1997","Schleswig-Holstein","Employed","39","0.211057893255158","0.149717437638772","0.272398348871543","2"
"Several times a year","1997","Hamburg","Employed","11","","","","2"
"Several times a year","1997","Hamburg","Not Employed","2","","","","2"
"Several times a year","1997","Lower Saxony","Not Employed","43","0.102900577041284","0.0725119084712654","0.133289245611303","2"
"Several times a year","1997","Lower Saxony","Employed","149","0.224039297847215","0.191911725087829","0.2561668706066","2"
"Several times a year","1997","Bremen","Not Employed","2","","","","2"
"Several times a year","1997","Bremen","Employed","5","","","","2"
"Several times a year","1997","North Rhine-Westphalia","Not Employed","105","0.101041956234679","0.0815564847107118","0.120527427758647","2"
"Several times a year","1997","North Rhine-Westphalia","Employed","363","0.252572444408213","0.231135043604612","0.274009845211815","2"
"Several times a year","1997","Hesse","Not Employed","26","","","","2"
"Several times a year","1997","Hesse","Employed","103","0.202725645413484","0.168595139196023","0.236856151630946","2"
"Several times a year","1997","Rhineland-Palatinate,Saarland","Not Employed","33","0.0960983807050402","0.0622357874870197","0.129960973923061","2"
"Several times a year","1997","Rhineland-Palatinate,Saarland","Employed","89","0.226300849651086","0.186187483997218","0.266414215304955","2"
"Several times a year","1997","Baden-Württemberg","Not Employed","79","0.108809493337059","0.0842979353716715","0.133321051302447","2"
"Several times a year","1997","Baden-Württemberg","Employed","236","0.221487661393179","0.196858802491579","0.246116520294779","2"
"Several times a year","1997","Bavaria","Not Employed","84","0.151812962038906","0.121406111276079","0.182219812801733","2"
"Several times a year","1997","Bavaria","Employed","279","0.262885500724147","0.236668400369553","0.289102601078741","2"
"Several times a year","1997","Berlin","Not Employed","19","","","","2"
"Several times a year","1997","Berlin","Employed","79","0.233572900942545","0.188060923817385","0.279084878067704","2"
"Several times a year","1997","Saxony-Anhalt","Employed","108","0.24185912670091","0.201243762746529","0.28247449065529","2"
"Several times a year","1997","Brandenburg","Not Employed","33","0.131297143848388","0.0876508434766492","0.174943444220126","2"
"Several times a year","1997","Brandenburg","Employed","98","0.266829847848812","0.22163969876526","0.312019996932364","2"
"Several times a year","1997","Mecklenburg-Western Pomerania","Not Employed","24","","","","2"
"Several times a year","1997","Thuringia","Employed","122","0.298552618635341","0.254524306756591","0.342580930514091","2"
"Several times a year","1997","Mecklenburg-Western Pomerania","Employed","58","0.291396808678963","0.234380758843488","0.348412858514438","2"
"Several times a year","1997","Saxony","Not Employed","43","0.0761509772432643","0.049826847060667","0.102475107425861","2"
"Several times a year","1997","Saxony-Anhalt","Not Employed","27","","","","2"
"Several times a year","1997","Thuringia","Not Employed","36","0.125413630636214","0.0836869218823974","0.167140339390032","2"
"Several times a year","1997","Saxony","Employed","172","0.260151882592399","0.227321888377276","0.292981876807522","2"
"Almost never or never","1998","Hamburg","Employed","21","","","","1"
"Almost never or never","1998","Lower Saxony","Not Employed","225","0.498582093385012","0.452790726230865","0.544373460539159","1"
"Almost never or never","1998","Lower Saxony","Employed","229","0.285990539384342","0.253388277877435","0.318592800891249","1"
"Almost never or never","1998","Bremen","Not Employed","31","0.693670446389858","0.564601698782032","0.822739193997683","1"
"Almost never or never","1998","Bremen","Employed","14","","","","1"
"Almost never or never","1998","North Rhine-Westphalia","Not Employed","638","0.580240572023407","0.551062706336622","0.609418437710192","1"
"Almost never or never","1998","North Rhine-Westphalia","Employed","501","0.247142404788411","0.226851412641881","0.267433396934941","1"
"Almost never or never","1998","Hesse","Not Employed","221","0.609424863853974","0.559027337394612","0.659822390313336","1"
"Almost never or never","1998","Hesse","Employed","206","0.312061385482652","0.27451526945955","0.349607501505754","1"
"Almost never or never","1998","Rhineland-Palatinate,Saarland","Not Employed","202","0.629386275846368","0.57759051216603","0.681182039526707","1"
"Almost never or never","1998","Schleswig-Holstein","Not Employed","56","0.404102009927367","0.321629330887967","0.486574688966766","1"
"Almost never or never","1998","Schleswig-Holstein","Employed","58","0.229963981330046","0.173318458456078","0.286609504204014","1"
"Almost never or never","1998","Hamburg","Not Employed","41","0.706118795440983","0.590853847809079","0.821383743072887","1"
"Almost never or never","1998","Rhineland-Palatinate,Saarland","Employed","181","0.336313248471732","0.29346399964473","0.379162497298733","1"
"Almost never or never","1998","Baden-Württemberg","Not Employed","417","0.603142553685798","0.566179502740627","0.640105604630968","1"
"Almost never or never","1998","Bavaria","Not Employed","349","0.506832245534946","0.469474270539311","0.544190220530581","1"
"Almost never or never","1998","Bavaria","Employed","329","0.274442985828141","0.248971573351279","0.299914398305002","1"
"Almost never or never","1998","Baden-Württemberg","Employed","399","0.313111736337686","0.286143555818688","0.340079916856684","1"
"Almost never or never","1998","Berlin","Not Employed","99","0.566470674054908","0.49655615209032","0.636385196019496","1"
"Almost never or never","1998","Berlin","Employed","93","0.252917112212733","0.206299678790045","0.299534545635421","1"
"Almost never or never","1998","Brandenburg","Employed","145","0.375604146448931","0.327663901172693","0.423544391725169","1"
"Almost never or never","1998","Brandenburg","Not Employed","134","0.609955576954725","0.547055925247551","0.6728552286619","1"
"Almost never or never","1998","Mecklenburg-Western Pomerania","Not Employed","88","0.651991317709222","0.572803816901501","0.731178818516944","1"
"Almost never or never","1998","Mecklenburg-Western Pomerania","Employed","91","0.34210982636161","0.285097764612887","0.399121888110333","1"
"Almost never or never","1998","Saxony","Not Employed","245","0.635017725052377","0.588975929013508","0.681059521091246","1"
"Almost never or never","1998","Saxony","Employed","274","0.371218669379653","0.336756759747784","0.405680579011521","1"
"Almost never or never","1998","Saxony-Anhalt","Not Employed","169","0.668588882752574","0.612020940021147","0.725156825484002","1"
"Almost never or never","1998","Saxony-Anhalt","Employed","161","0.380956069616585","0.334568114670146","0.427344024563025","1"
"Almost never or never","1998","Thuringia","Employed","156","0.379784334864699","0.335140647943593","0.424428021785804","1"
"Almost never or never","1998","Thuringia","Not Employed","168","0.665237355731677","0.609563620578431","0.720911090884924","1"
"At lease once a week","1998","Schleswig-Holstein","Not Employed","49","0.378309909917722","0.296803930948733","0.459815888886711","4"
"At lease once a week","1998","Hamburg","Not Employed","10","","","","4"
"At lease once a week","1998","Schleswig-Holstein","Employed","75","0.435465905060006","0.368723427003029","0.502208383116983","4"
"At lease once a week","1998","Hamburg","Employed","45","0.520705046235992","0.418622498870463","0.62278759360152","4"
"At lease once a week","1998","Bremen","Not Employed","9","","","","4"
"At lease once a week","1998","Lower Saxony","Not Employed","144","0.306892693216003","0.264654156451791","0.349131229980214","4"
"At lease once a week","1998","Lower Saxony","Employed","268","0.381196533589298","0.346155996811407","0.416237070367189","4"
"At lease once a week","1998","Bremen","Employed","26","","","","4"
"At lease once a week","1998","North Rhine-Westphalia","Not Employed","240","0.23036034020606","0.205466217844041","0.255254462568079","4"
"At lease once a week","1998","North Rhine-Westphalia","Employed","587","0.368331167041478","0.345641026304802","0.391021307778154","4"
"At lease once a week","1998","Hesse","Not Employed","71","0.184759597047044","0.144668938398638","0.22485025569545","4"
"At lease once a week","1998","Hesse","Employed","199","0.387355421425815","0.347879772795851","0.426831070055778","4"
"At lease once a week","1998","Rhineland-Palatinate,Saarland","Not Employed","75","0.23750749454349","0.19186900038337","0.28314598870361","4"
"At lease once a week","1998","Baden-Württemberg","Not Employed","142","0.219719930583977","0.188437496188729","0.251002364979225","4"
"At lease once a week","1998","Rhineland-Palatinate,Saarland","Employed","149","0.343798278924462","0.300719817636037","0.386876740212886","4"
"At lease once a week","1998","Baden-Württemberg","Employed","373","0.3816383847889","0.353389181017912","0.409887588559888","4"
"At lease once a week","1998","Bavaria","Not Employed","156","0.235517920952134","0.203811333202785","0.267224508701484","4"
"At lease once a week","1998","Bavaria","Employed","385","0.357911167153378","0.330547369433509","0.385274964873246","4"
"At lease once a week","1998","Berlin","Not Employed","53","0.254373827459944","0.192931703405649","0.315815951514238","4"
"At lease once a week","1998","Berlin","Employed","111","0.339594343824804","0.288806418331723","0.390382269317886","4"
"At lease once a week","1998","Brandenburg","Not Employed","48","0.191558561117848","0.140810767224377","0.242306355011319","4"
"At lease once a week","1998","Brandenburg","Employed","87","0.229511152966826","0.187882713265766","0.271139592667887","4"
"At lease once a week","1998","Mecklenburg-Western Pomerania","Not Employed","23","","","","4"
"At lease once a week","1998","Mecklenburg-Western Pomerania","Employed","79","0.258649037989002","0.206026155416157","0.311271920561847","4"
"At lease once a week","1998","Saxony","Not Employed","68","0.132292393734352","0.0998899634085994","0.164694824060104","4"
"At lease once a week","1998","Saxony","Employed","189","0.247551692984625","0.216766215048191","0.278337170921059","4"
"At lease once a week","1998","Saxony-Anhalt","Not Employed","38","0.135947279800708","0.0947600431914756","0.177134516409941","4"
"At lease once a week","1998","Saxony-Anhalt","Employed","95","0.2241768977384","0.184340154684807","0.264013640791994","4"
"At lease once a week","1998","Thuringia","Not Employed","56","0.174368165285487","0.12960504377407","0.219131286796905","4"
"At lease once a week","1998","Thuringia","Employed","100","0.203840766173532","0.16678415894769","0.240897373399373","4"
"At least once a month","1998","Schleswig-Holstein","Not Employed","10","","","","3"
"At least once a month","1998","Hamburg","Not Employed","4","","","","3"
"At least once a month","1998","Hamburg","Employed","6","","","","3"
"At least once a month","1998","Lower Saxony","Not Employed","28","","","","3"
