"m11104","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","2012","indirect migration background","Rural Area","","","","","3"
"At least once a month","2012","indirect migration background","Urban Area","","","","","3"
"Several times a year","2012","no migration background","Urban Area","","","","","2"
"Several times a year","2012","no migration background","Rural Area","","","","","2"
"Several times a year","2012","direct migration background","Urban Area","","","","","2"
"Several times a year","2012","direct migration background","Rural Area","","","","","2"
"Several times a year","2012","indirect migration background","Rural Area","","","","","2"
"Several times a year","2012","indirect migration background","Urban Area","","","","","2"
"Almost never or never","2013","no migration background","Urban Area","3984","0.301094536531715","0.293326612535754","0.308862460527676","1"
"Almost never or never","2013","direct migration background","Urban Area","991","0.448785973804749","0.427042454919206","0.470529492690292","1"
"Almost never or never","2013","direct migration background","Rural Area","304","0.461428984143679","0.422987003464867","0.499870964822491","1"
"Almost never or never","2013","no migration background","Rural Area","2869","0.340013611133213","0.329798398270781","0.350228823995644","1"
"Almost never or never","2013","indirect migration background","Urban Area","258","0.236948890023308","0.210079073029963","0.263818707016653","1"
"Almost never or never","2013","indirect migration background","Rural Area","67","0.35485964985874","0.29206088932053","0.41765841039695","1"
"At lease once a week","2013","no migration background","Urban Area","6963","0.517299795756322","0.508838162327375","0.525761429185269","4"
"At lease once a week","2013","no migration background","Rural Area","3642","0.449089878028787","0.438363853416259","0.459815902641315","4"
"At lease once a week","2013","direct migration background","Urban Area","665","0.354033909592619","0.333127601168986","0.374940218016252","4"
"At lease once a week","2013","direct migration background","Rural Area","230","0.356953306444514","0.320008040989125","0.393898571899903","4"
"At lease once a week","2013","indirect migration background","Urban Area","499","0.55011944697739","0.518682695337165","0.581556198617615","4"
"At lease once a week","2013","indirect migration background","Rural Area","107","0.428051135388824","0.363109669534528","0.492992601243119","4"
"At least once a month","2013","no migration background","Urban Area","672","0.0509171374925434","0.0471946918202097","0.0546395831648772","3"
"At least once a month","2013","no migration background","Rural Area","398","0.049554890570236","0.0448749691515232","0.0542348119889488","3"
"At least once a month","2013","direct migration background","Rural Area","27","","","","3"
"At least once a month","2013","direct migration background","Urban Area","85","0.050169930928507","0.0406267145507734","0.0597131473062406","3"
"At least once a month","2013","indirect migration background","Urban Area","58","0.0704237511396883","0.05425551507594","0.0865919872034366","3"
"At least once a month","2013","indirect migration background","Rural Area","15","","","","3"
"Several times a year","2013","no migration background","Urban Area","1778","0.13068853021942","0.124980966691565","0.136396093747274","2"
"Several times a year","2013","no migration background","Rural Area","1352","0.161341620267764","0.153409349465269","0.169273891070259","2"
"Several times a year","2013","direct migration background","Urban Area","269","0.147010185674125","0.131529303758055","0.162491067590195","2"
"Several times a year","2013","direct migration background","Rural Area","85","0.138867864421797","0.112201266749101","0.165534462094494","2"
"Several times a year","2013","indirect migration background","Rural Area","34","0.112409165712947","0.0709516832031564","0.153866648222738","2"
"Several times a year","2013","indirect migration background","Urban Area","147","0.142507911859614","0.120417942979139","0.164597880740088","2"
"Almost never or never","2014","no migration background","Urban Area","","","","","1"
"Almost never or never","2014","direct migration background","Urban Area","","","","","1"
"Almost never or never","2014","no migration background","Rural Area","","","","","1"
"Almost never or never","2014","direct migration background","Rural Area","","","","","1"
"Almost never or never","2014","indirect migration background","Urban Area","","","","","1"
"Almost never or never","2014","indirect migration background","Rural Area","","","","","1"
"At lease once a week","2014","no migration background","Urban Area","","","","","4"
"At lease once a week","2014","no migration background","Rural Area","","","","","4"
"At lease once a week","2014","direct migration background","Urban Area","","","","","4"
"At lease once a week","2014","direct migration background","Rural Area","","","","","4"
"At lease once a week","2014","indirect migration background","Urban Area","","","","","4"
"At lease once a week","2014","indirect migration background","Rural Area","","","","","4"
"At least once a month","2014","no migration background","Urban Area","","","","","3"
"At least once a month","2014","no migration background","Rural Area","","","","","3"
"At least once a month","2014","direct migration background","Urban Area","","","","","3"
"At least once a month","2014","direct migration background","Rural Area","","","","","3"
"At least once a month","2014","indirect migration background","Rural Area","","","","","3"
"At least once a month","2014","indirect migration background","Urban Area","","","","","3"
"Several times a year","2014","no migration background","Urban Area","","","","","2"
"Several times a year","2014","no migration background","Rural Area","","","","","2"
"Several times a year","2014","direct migration background","Rural Area","","","","","2"
"Several times a year","2014","direct migration background","Urban Area","","","","","2"
"Several times a year","2014","indirect migration background","Urban Area","","","","","2"
"Several times a year","2014","indirect migration background","Rural Area","","","","","2"
"Almost never or never","2015","no migration background","Urban Area","3981","0.345010270638344","0.336471798391672","0.353548742885017","1"
"Almost never or never","2015","direct migration background","Urban Area","2137","0.480819057023816","0.46610289731022","0.495535216737413","1"
"Almost never or never","2015","no migration background","Rural Area","3023","0.408190034822471","0.396947526005712","0.41943254363923","1"
"Almost never or never","2015","direct migration background","Rural Area","779","0.464674281004095","0.439400764872119","0.48994779713607","1"
"Almost never or never","2015","indirect migration background","Urban Area","406","0.266097218891416","0.242730692333786","0.289463745449046","1"
"Almost never or never","2015","indirect migration background","Rural Area","101","0.263696690312","0.214803147213337","0.312590233410662","1"
"At lease once a week","2015","no migration background","Urban Area","5672","0.470735580464804","0.461770136995331","0.479701023934277","4"
"At lease once a week","2015","no migration background","Rural Area","2839","0.384311960168606","0.373185341357937","0.395438578979275","4"
"At lease once a week","2015","direct migration background","Urban Area","1513","0.352344160632342","0.3382739704766","0.366414350788084","4"
"At lease once a week","2015","direct migration background","Rural Area","444","0.339552097330602","0.315555217007355","0.363548977653848","4"
"At lease once a week","2015","indirect migration background","Urban Area","688","0.546735303067588","0.52041328209545","0.573057324039726","4"
"At lease once a week","2015","indirect migration background","Rural Area","132","0.480044172856862","0.424607823884101","0.535480521829622","4"
"At least once a month","2015","no migration background","Urban Area","673","0.0568383951992875","0.0526796637728031","0.060997126625772","3"
"At least once a month","2015","no migration background","Rural Area","420","0.0546403648336198","0.0494416472706915","0.0598390823965481","3"
"At least once a month","2015","direct migration background","Rural Area","66","0.0451925947749228","0.0346663413347147","0.0557188482151309","3"
"At least once a month","2015","direct migration background","Urban Area","194","0.0519385770101336","0.04540264469617","0.0584745093240972","3"
"At least once a month","2015","indirect migration background","Urban Area","76","0.059354724087536","0.0468609022305457","0.0718485459445262","3"
"At least once a month","2015","indirect migration background","Rural Area","20","","","","3"
"Several times a year","2015","no migration background","Urban Area","1581","0.127415753697564","0.121426645459383","0.133404861935745","2"
"Several times a year","2015","no migration background","Rural Area","1060","0.152857640175303","0.144626449249276","0.161088831101331","2"
"Several times a year","2015","direct migration background","Rural Area","207","0.150581026890381","0.132458097423491","0.168703956357271","2"
"Several times a year","2015","direct migration background","Urban Area","584","0.114898205333708","0.105505352493642","0.124291058173775","2"
"Several times a year","2015","indirect migration background","Rural Area","59","0.175197801297928","0.133017466282788","0.217378136313068","2"
"Several times a year","2015","indirect migration background","Urban Area","204","0.12781275395346","0.110158609053964","0.145466898852956","2"
"Almost never or never","2016","no migration background","Urban Area","","","","","1"
"Almost never or never","2016","no migration background","Rural Area","","","","","1"
"Almost never or never","2016","direct migration background","Urban Area","","","","","1"
"Almost never or never","2016","direct migration background","Rural Area","","","","","1"
"Almost never or never","2016","indirect migration background","Urban Area","","","","","1"
"Almost never or never","2016","indirect migration background","Rural Area","","","","","1"
"At lease once a week","2016","no migration background","Urban Area","","","","","4"
"At lease once a week","2016","no migration background","Rural Area","","","","","4"
"At lease once a week","2016","direct migration background","Urban Area","","","","","4"
"At lease once a week","2016","direct migration background","Rural Area","","","","","4"
"At lease once a week","2016","indirect migration background","Urban Area","","","","","4"
"At lease once a week","2016","indirect migration background","Rural Area","","","","","4"
"At least once a month","2016","no migration background","Urban Area","","","","","3"
"At least once a month","2016","no migration background","Rural Area","","","","","3"
"At least once a month","2016","direct migration background","Urban Area","","","","","3"
"At least once a month","2016","indirect migration background","Rural Area","","","","","3"
"At least once a month","2016","direct migration background","Rural Area","","","","","3"
"At least once a month","2016","indirect migration background","Urban Area","","","","","3"
"Several times a year","2016","no migration background","Urban Area","","","","","2"
"Several times a year","2016","no migration background","Rural Area","","","","","2"
"Several times a year","2016","direct migration background","Rural Area","","","","","2"
"Several times a year","2016","direct migration background","Urban Area","","","","","2"
"Several times a year","2016","indirect migration background","Urban Area","","","","","2"
"Several times a year","2016","indirect migration background","Rural Area","","","","","2"
"Almost never or never","2017","no migration background","Urban Area","3847","0.324783059086787","0.316528965670842","0.333037152502732","1"
"Almost never or never","2017","direct migration background","Urban Area","3539","0.463703331066068","0.452339792633339","0.475066869498797","1"
"Almost never or never","2017","no migration background","Rural Area","3137","0.40190620363385","0.391093444464971","0.412718962802728","1"
"Almost never or never","2017","direct migration background","Rural Area","1405","0.451150679208295","0.432709476947639","0.469591881468951","1"
"Almost never or never","2017","indirect migration background","Urban Area","436","0.263329311101037","0.240331903053024","0.286326719149051","1"
"Almost never or never","2017","indirect migration background","Rural Area","102","0.248513399004655","0.200014297067047","0.297012500942262","1"
"At lease once a week","2017","no migration background","Urban Area","6269","0.497108491800283","0.488295694671032","0.505921288929534","4"
"At lease once a week","2017","no migration background","Rural Area","3179","0.403416129710417","0.392596761299831","0.414235498121004","4"
"At lease once a week","2017","direct migration background","Urban Area","2544","0.380696559429448","0.369632050341347","0.391761068517549","4"
"At lease once a week","2017","direct migration background","Rural Area","912","0.387520508030105","0.369465612534681","0.40557540352553","4"
"At lease once a week","2017","indirect migration background","Urban Area","701","0.54317523173048","0.517165408841997","0.569185054618964","4"
"At lease once a week","2017","indirect migration background","Rural Area","139","0.529881068530268","0.473867757755082","0.585894379305454","4"
"At least once a month","2017","no migration background","Urban Area","677","0.053307953071812","0.0493483523170054","0.0572675538266185","3"
"At least once a month","2017","no migration background","Rural Area","420","0.051591351464193","0.0467129702857207","0.0564697326426654","3"
"At least once a month","2017","direct migration background","Rural Area","131","0.0442213526221122","0.0366023779294662","0.0518403273147582","3"
"At least once a month","2017","indirect migration background","Urban Area","75","0.0438633343508001","0.0331702399234163","0.054556428778184","3"
"At least once a month","2017","direct migration background","Urban Area","326","0.0408885792554848","0.0363759831006419","0.0454011754103277","3"
"At least once a month","2017","indirect migration background","Rural Area","18","","","","3"
"Several times a year","2017","no migration background","Urban Area","1572","0.124800496041118","0.118975270864611","0.130625721217624","2"
"Several times a year","2017","no migration background","Rural Area","1162","0.14308631519154","0.13536382944419","0.150808800938889","2"
"Several times a year","2017","direct migration background","Rural Area","349","0.117107460139487","0.105190978109311","0.129023942169664","2"
"Several times a year","2017","direct migration background","Urban Area","989","0.114711530248999","0.107449854242888","0.121973206255111","2"
"Several times a year","2017","indirect migration background","Urban Area","197","0.149632122817682","0.131006601543243","0.168257644092121","2"
"Several times a year","2017","indirect migration background","Rural Area","46","0.109061715586678","0.0740786274251615","0.144044803748195","2"
"Almost never or never","2018","no migration background","Urban Area","","","","","1"
"Almost never or never","2018","direct migration background","Urban Area","1326","0.393642500019317","0.375677474366884","0.411607525671749","1"
"Almost never or never","2018","no migration background","Rural Area","","","","","1"
"Almost never or never","2018","direct migration background","Rural Area","493","0.37899886278581","0.349138556047205","0.408859169524415","1"
"Almost never or never","2018","indirect migration background","Urban Area","","","","","1"
"Almost never or never","2018","indirect migration background","Rural Area","","","","","1"
"At lease once a week","2018","no migration background","Urban Area","","","","","4"
"At lease once a week","2018","no migration background","Rural Area","","","","","4"
"At lease once a week","2018","direct migration background","Urban Area","865","0.363201411773903","0.345517135784599","0.380885687763207","4"
"At lease once a week","2018","direct migration background","Rural Area","337","0.418555647490052","0.388191590707155","0.448919704272949","4"
"At lease once a week","2018","indirect migration background","Urban Area","","","","","4"
"At lease once a week","2018","indirect migration background","Rural Area","","","","","4"
"At least once a month","2018","no migration background","Urban Area","","","","","3"
"At least once a month","2018","no migration background","Rural Area","","","","","3"
"At least once a month","2018","direct migration background","Rural Area","44","0.058646177000088","0.0441842750661576","0.0731080789340184","3"
"At least once a month","2018","direct migration background","Urban Area","172","0.0706702299853468","0.0612466558557565","0.0800938041149372","3"
"At least once a month","2018","indirect migration background","Rural Area","","","","","3"
"At least once a month","2018","indirect migration background","Urban Area","","","","","3"
"Several times a year","2018","no migration background","Urban Area","","","","","2"
"Several times a year","2018","no migration background","Rural Area","","","","","2"
"Several times a year","2018","direct migration background","Urban Area","478","0.172485858221434","0.158593469290601","0.186378247152266","2"
"Several times a year","2018","direct migration background","Rural Area","140","0.14379931272405","0.122202219408401","0.1653964060397","2"
"Several times a year","2018","indirect migration background","Urban Area","","","","","2"
"Several times a year","2018","indirect migration background","Rural Area","","","","","2"
"Almost never or never","2019","no migration background","Urban Area","2739","0.250924771348885","0.242991996017771","0.258857546679999","1"
"Almost never or never","2019","direct migration background","Urban Area","2048","0.387112638681402","0.373845536436442","0.400379740926361","1"
"Almost never or never","2019","no migration background","Rural Area","2152","0.289186379085423","0.278950045425816","0.29942271274503","1"
"Almost never or never","2019","direct migration background","Rural Area","843","0.407932074263386","0.386029278663442","0.429834869863331","1"
"Almost never or never","2019","indirect migration background","Urban Area","314","0.232476972319445","0.209272613806155","0.255681330832734","1"
"Almost never or never","2019","indirect migration background","Rural Area","83","0.216380778064717","0.171749831884489","0.261011724244945","1"
"At lease once a week","2019","no migration background","Urban Area","6822","0.573394852199353","0.564345226663271","0.582444477735436","4"
"At lease once a week","2019","no migration background","Rural Area","3911","0.508246765705096","0.496959504629635","0.519534026780556","4"
"At lease once a week","2019","direct migration background","Urban Area","2220","0.443998387479703","0.430465334252526","0.45753144070688","4"
"At lease once a week","2019","direct migration background","Rural Area","746","0.433589634408624","0.41150323620092","0.455676032616329","4"
"At lease once a week","2019","indirect migration background","Urban Area","749","0.6211543973948","0.594506386542337","0.647802408247263","4"
"At lease once a week","2019","indirect migration background","Rural Area","180","0.606598713966027","0.553651532661951","0.659545895270102","4"
"At least once a month","2019","no migration background","Urban Area","505","0.0483036093530008","0.0443805067097526","0.0522267119962491","3"
"At least once a month","2019","no migration background","Rural Area","365","0.0492671971878522","0.0443808332148858","0.0541535611608187","3"
"At least once a month","2019","indirect migration background","Rural Area","17","","","","3"
"At least once a month","2019","direct migration background","Urban Area","242","0.0378063101569592","0.0326113709861069","0.0430012493278116","3"
"At least once a month","2019","direct migration background","Rural Area","103","0.046348007111434","0.0369782065061776","0.0557178077166903","3"
"At least once a month","2019","indirect migration background","Urban Area","52","0.0420277946055506","0.0310053317472295","0.0530502574638716","3"
"Several times a year","2019","no migration background","Urban Area","1408","0.127376767098761","0.121276495587654","0.133477038609868","2"
"Several times a year","2019","no migration background","Rural Area","1108","0.153299658021629","0.145165490605544","0.161433825437714","2"
"Several times a year","2019","direct migration background","Urban Area","668","0.131082663681936","0.12189026338638","0.140275063977493","2"
"Several times a year","2019","direct migration background","Rural Area","242","0.112130284216555","0.0980679978054728","0.126192570627638","2"
"Several times a year","2019","indirect migration background","Urban Area","158","0.104340835680205","0.0875476754599406","0.121133995900469","2"
"Several times a year","2019","indirect migration background","Rural Area","47","0.14849173390333","0.109951017066249","0.187032450740412","2"
