"plb0050","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2019","(1b) general elementary school","middle vocational","","","",""
"Yes","2019","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2019","(1b) general elementary school","higher vocational","","","",""
"Yes","2019","(1b) general elementary school","higher education","","","",""
"Yes","2019","(1c) basic vocational qualification","in school","","","",""
"Yes","2019","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2019","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2019","(1c) basic vocational qualification","middle vocational","863","0.468893819853067","0.446601223318764","0.491186416387369"
"Yes","2019","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2019","(1c) basic vocational qualification","higher vocational","64","0.500685603455183","0.4257445779288","0.575626628981566"
"Yes","2019","(1c) basic vocational qualification","higher education","","","",""
"Yes","2019","(2b) intermediate general qualification","in school","","","",""
"Yes","2019","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2019","(2b) intermediate general qualification","general elemantary","202","0.459249319941359","0.413659849627713","0.504838790255006"
"Yes","2019","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2019","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2019","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2019","(2b) intermediate general qualification","higher education","","","",""
"Yes","2019","(2a) intermediate vocational","in school","","","",""
"Yes","2019","(2a) intermediate vocational","inadequately","","","",""
"Yes","2019","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2019","(2a) intermediate vocational","middle vocational","1657","0.511486701967989","0.494893134390825","0.528080269545153"
"Yes","2019","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2019","(2a) intermediate vocational","higher vocational","239","0.546679892092174","0.505075825003958","0.58828395918039"
"Yes","2019","(2a) intermediate vocational","higher education","","","",""
"Yes","2019","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2019","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2019","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2019","(2c_gen) general maturity certificate","middle vocational","374","0.479656950290583","0.445751047259808","0.513562853321359"
"Yes","2019","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2019","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2019","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","vocational + Abi","809","0.568556204945746","0.544482849078655","0.592629560812838"
"Yes","2019","(2c_voc) vocational maturity certificate","higher vocational","203","0.657409191081684","0.608722820740013","0.706095561423354"
"Yes","2019","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2019","(3a) lower tertiary education","in school","","","",""
"Yes","2019","(3a) lower tertiary education","inadequately","","","",""
"Yes","2019","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2019","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2019","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2019","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2019","(3a) lower tertiary education","higher education","823","0.670221644626583","0.646221180087622","0.694222109165544"
"Yes","2019","(3b) higher tertiary education","in school","","","",""
"Yes","2019","(3b) higher tertiary education","inadequately","","","",""
"Yes","2019","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2019","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2019","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2019","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2019","(3b) higher tertiary education","higher education","1774","0.633991960232801","0.617376925387956","0.650606995077646"
"No","2019","(0) in school","in school","35","0.569317397234982","0.44188202661754","0.696752767852424"
"No","2019","(0) in school","inadequately","","","",""
"No","2019","(0) in school","general elemantary","","","",""
"No","2019","(0) in school","middle vocational","1","","",""
"No","2019","(0) in school","vocational + Abi","","","",""
"No","2019","(0) in school","higher vocational","","","",""
"No","2019","(0) in school","higher education","","","",""
"No","2019","(1a) inadequately completed","in school","","","",""
"No","2019","(1a) inadequately completed","inadequately","73","0.49920950110514","0.411905875446775","0.586513126763505"
"No","2019","(1a) inadequately completed","general elemantary","","","",""
"No","2019","(1a) inadequately completed","middle vocational","33","0.594203035205511","0.453817942812083","0.73458812759894"
"No","2019","(1a) inadequately completed","vocational + Abi","","","",""
"No","2019","(1a) inadequately completed","higher vocational","6","","",""
"No","2019","(1a) inadequately completed","higher education","","","",""
"No","2019","(1b) general elementary school","in school","","","",""
"No","2019","(1b) general elementary school","inadequately","13","","",""
"No","2019","(1b) general elementary school","general elemantary","431","0.610405285181471","0.573966025680963","0.646844544681979"
"No","2019","(1b) general elementary school","middle vocational","","","",""
"No","2019","(1b) general elementary school","vocational + Abi","","","",""
"No","2019","(1b) general elementary school","higher vocational","","","",""
"No","2019","(1b) general elementary school","higher education","","","",""
"No","2019","(1c) basic vocational qualification","in school","","","",""
"No","2019","(1c) basic vocational qualification","inadequately","","","",""
"No","2019","(1c) basic vocational qualification","general elemantary","","","",""
"No","2019","(1c) basic vocational qualification","middle vocational","1062","0.531106180146933","0.508813583612631","0.553398776681236"
"No","2019","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","2019","(1c) basic vocational qualification","higher vocational","107","0.499314396544817","0.424373371018434","0.5742554220712"
"No","2019","(1c) basic vocational qualification","higher education","","","",""
"No","2019","(2b) intermediate general qualification","in school","","","",""
"No","2019","(2b) intermediate general qualification","inadequately","","","",""
"No","2019","(2b) intermediate general qualification","general elemantary","257","0.540750680058641","0.495161209744994","0.586340150372288"
"No","2019","(2b) intermediate general qualification","middle vocational","","","",""
"No","2019","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","2019","(2b) intermediate general qualification","higher vocational","","","",""
"No","2019","(2b) intermediate general qualification","higher education","","","",""
"No","2019","(2a) intermediate vocational","in school","","","",""
"No","2019","(2a) intermediate vocational","inadequately","","","",""
"No","2019","(2a) intermediate vocational","general elemantary","","","",""
"No","2019","(2a) intermediate vocational","middle vocational","1829","0.488513298032011","0.471919730454847","0.505106865609175"
"No","2019","(2a) intermediate vocational","vocational + Abi","","","",""
"No","2019","(2a) intermediate vocational","higher vocational","311","0.453320107907826","0.41171604081961","0.494924174996042"
"No","2019","(2a) intermediate vocational","higher education","","","",""
"No","2019","(2c_gen) general maturity certificate","in school","","","",""
"No","2019","(2c_gen) general maturity certificate","inadequately","","","",""
"No","2019","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","2019","(2c_gen) general maturity certificate","middle vocational","460","0.520343049709417","0.486437146678641","0.554248952740192"
"No","2019","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","2019","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","2019","(2c_gen) general maturity certificate","higher education","","","",""
"No","2019","(2c_voc) vocational maturity certificate","in school","","","",""
"No","2019","(2c_voc) vocational maturity certificate","inadequately","","","",""
