"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"10 Very willing to take risks","2019","Full Time","Couple + C. LE and GT 16","31","0.0386900753489142","0.026200954875243","0.0511791958225854","10"
"10 Very willing to take risks","2019","Part Time","1-pers.-HH","44","0.037382707471022","0.0259413293769649","0.0488240855650791","10"
"10 Very willing to take risks","2019","Part Time","(Married) couple without C. ","21","","","","10"
"10 Very willing to take risks","2019","Part Time","Single parent ","23","","","","10"
"10 Very willing to take risks","2019","Part Time","Couple + C. LE 16 ","52","0.0198975893256528","0.013939008653031","0.0258561699982746","10"
"10 Very willing to take risks","2019","Part Time","Couple + C. GT 16 ","25","","","","10"
"10 Very willing to take risks","2019","Part Time","Couple + C. LE and GT 16","35","0.049844250013378","0.035118682407938","0.064569817618818","10"
"10 Very willing to take risks","2019","Not Working","1-pers.-HH","58","0.0173341268019803","0.011875469314748","0.0227927842892125","10"
"10 Very willing to take risks","2019","Not Working","(Married) couple without C. ","49","0.00855412403420306","0.005595949120265","0.0115122989481411","10"
"10 Very willing to take risks","2019","Not Working","Single parent ","42","0.0474796408077754","0.0332083117019618","0.0617509699135891","10"
"10 Very willing to take risks","2019","Not Working","Couple + C. LE 16 ","75","0.0340988182010385","0.0259492121904495","0.0422484242116276","10"
"10 Very willing to take risks","2019","Not Working","Couple + C. GT 16 ","19","","","","10"
"10 Very willing to take risks","2019","Not Working","Couple + C. LE and GT 16","52","0.0363349707313185","0.0250435830700283","0.0476263583926088","10"
"2","2019","Full Time","(Married) couple without C. ","204","0.0762907410792507","0.0669997160669148","0.0855817660915866","2"
"2","2019","Full Time","1-pers.-HH","118","0.0841191057447772","0.0708817850772811","0.0973564264122733","2"
"2","2019","Not Working","(Married) couple without C. ","382","0.109558639366714","0.0995257147253319","0.119591564008096","2"
"2","2019","Not Working","Single parent ","57","0.0670139611323151","0.0502338901868597","0.0837940320777706","2"
"2","2019","Full Time","Single parent ","63","0.0661064736540258","0.0482526064077334","0.0839603409003182","2"
"2","2019","Full Time","Couple + C. LE 16 ","220","0.0794824139397424","0.0694365553515865","0.0895282725278982","2"
"2","2019","Full Time","Couple + C. GT 16 ","92","0.0675105795280114","0.0540464571337312","0.0809747019222916","2"
"2","2019","Full Time","Couple + C. LE and GT 16","68","0.0829449738986089","0.0650844954221042","0.100805452375114","2"
"2","2019","Part Time","1-pers.-HH","82","0.0815699685854975","0.0650615938945325","0.0980783432764624","2"
"2","2019","Part Time","(Married) couple without C. ","162","0.0862875212023447","0.0733625982271883","0.099212444177501","2"
"2","2019","Part Time","Single parent ","75","0.100034792748591","0.0785897177690289","0.121479867728152","2"
"2","2019","Not Working","1-pers.-HH","252","0.124189711252788","0.110396043745776","0.137983378759799","2"
"2","2019","Not Working","Couple + C. LE 16 ","169","0.0925829952992201","0.0795672311204733","0.105598759477967","2"
"2","2019","Not Working","Couple + C. GT 16 ","67","0.0742939138528128","0.0561213469672762","0.0924664807383495","2"
"2","2019","Not Working","Couple + C. LE and GT 16","66","0.0834527267333878","0.0667641399392438","0.100141313527532","2"
"2","2019","Part Time","Couple + C. LE 16 ","225","0.107720678568959","0.0944922938240123","0.120949063313906","2"
"2","2019","Part Time","Couple + C. LE and GT 16","67","0.0901299749116511","0.070752757386929","0.109507192436373","2"
"2","2019","Part Time","Couple + C. GT 16 ","81","0.106375211057319","0.0868105771953584","0.12593984491928","2"
"3","2019","Not Working","Single parent ","69","0.112436168507291","0.0912366307049371","0.133635706309645","3"
"3","2019","Not Working","Couple + C. LE 16 ","155","0.129440983663975","0.114366737181306","0.144515230146644","3"
"3","2019","Full Time","1-pers.-HH","157","0.0999402279407045","0.0856368336792849","0.114243622202124","3"
"3","2019","Full Time","(Married) couple without C. ","334","0.111448445329683","0.10043461487197","0.122462275787396","3"
"3","2019","Full Time","Single parent ","62","0.100046159732033","0.0784850081926101","0.121607311271455","3"
"3","2019","Full Time","Couple + C. LE 16 ","318","0.131260225583159","0.118718799660811","0.143801651505507","3"
"3","2019","Full Time","Couple + C. GT 16 ","146","0.126616662253253","0.108771600392092","0.144461724114413","3"
"3","2019","Full Time","Couple + C. LE and GT 16","93","0.0997454926054095","0.0803397777262103","0.119151207484609","3"
"3","2019","Part Time","1-pers.-HH","109","0.120325433056762","0.100702863981522","0.139948002132002","3"
"3","2019","Part Time","(Married) couple without C. ","222","0.128467323539181","0.113064960186894","0.143869686891468","3"
"3","2019","Part Time","Single parent ","94","0.140690738903597","0.115839578521084","0.165541899286109","3"
"3","2019","Part Time","Couple + C. LE 16 ","295","0.159962036727343","0.144321027126593","0.175603046328093","3"
"3","2019","Part Time","Couple + C. GT 16 ","134","0.131722540493142","0.110262367614865","0.153182713371419","3"
"3","2019","Part Time","Couple + C. LE and GT 16","96","0.0776511290973823","0.0595423734590314","0.0957598847357333","3"
"3","2019","Not Working","1-pers.-HH","241","0.122097730560097","0.108404409061337","0.135791052058857","3"
"3","2019","Not Working","(Married) couple without C. ","485","0.140669123341509","0.12950097505458","0.151837271628438","3"
"3","2019","Not Working","Couple + C. GT 16 ","111","0.160379012796946","0.134950643603553","0.185807381990339","3"
"3","2019","Not Working","Couple + C. LE and GT 16","83","0.0737142658165459","0.0579465014530074","0.0894820301800844","3"
"4","2019","Part Time","Couple + C. LE and GT 16","77","0.063675817218173","0.0471536316952338","0.0801980027411121","4"
"4","2019","Not Working","Single parent ","66","0.0984004951384035","0.078412048294572","0.118388941982235","4"
"4","2019","Not Working","Couple + C. LE 16 ","140","0.115807517261865","0.101437993141953","0.130177041381776","4"
"4","2019","Not Working","Couple + C. GT 16 ","74","0.0725100841298856","0.0545397190467652","0.0904804492130059","4"
"4","2019","Full Time","1-pers.-HH","166","0.116009210268853","0.100736948072522","0.131281472465185","4"
"4","2019","Full Time","(Married) couple without C. ","285","0.0893741217871027","0.079389400381514","0.0993588431926915","4"
"4","2019","Full Time","Single parent ","60","0.0623733232163263","0.0449962735407078","0.0797503728919447","4"
"4","2019","Full Time","Couple + C. LE 16 ","226","0.0926046031099312","0.0818387099758031","0.103370496244059","4"
"4","2019","Full Time","Couple + C. GT 16 ","108","0.0775698628887019","0.0632155162424179","0.0919242095349858","4"
"4","2019","Full Time","Couple + C. LE and GT 16","77","0.0931671986910685","0.0743439108544879","0.111990486527649","4"
"4","2019","Part Time","1-pers.-HH","83","0.0875819694581772","0.0705321252562311","0.104631813660123","4"
"4","2019","Part Time","(Married) couple without C. ","184","0.111651356112933","0.0971545305888307","0.126148181637034","4"
"4","2019","Part Time","Single parent ","63","0.115239067364744","0.092417156384012","0.138060978345477","4"
"4","2019","Part Time","Couple + C. LE 16 ","204","0.121319058080729","0.107387907653383","0.135250208508074","4"
"4","2019","Part Time","Couple + C. GT 16 ","101","0.0987020329186969","0.0797754963471491","0.117628569490245","4"
"4","2019","Not Working","1-pers.-HH","164","0.0755235609950351","0.0644720648550676","0.0865750571350027","4"
"4","2019","Not Working","(Married) couple without C. ","375","0.0997813138759063","0.0901541094507523","0.10940851830106","4"
"4","2019","Not Working","Couple + C. LE and GT 16","75","0.0916049151059422","0.074198127213149","0.109011702998735","4"
"5","2019","Full Time","(Married) couple without C. ","495","0.172347459397181","0.159128826759476","0.185566092034885","5"
"5","2019","Full Time","Single parent ","168","0.201277111962964","0.172466208037463","0.230088015888465","5"
"5","2019","Full Time","Couple + C. LE and GT 16","141","0.129970098656714","0.108193544088211","0.151746653225217","5"
"5","2019","Full Time","1-pers.-HH","277","0.187054901076146","0.168457664290463","0.20565213786183","5"
"5","2019","Full Time","Couple + C. LE 16 ","433","0.164899996450045","0.151117907225817","0.178682085674273","5"
"5","2019","Full Time","Couple + C. GT 16 ","247","0.179543490292569","0.158947494682895","0.200139485902243","5"
"5","2019","Part Time","1-pers.-HH","202","0.189598050100572","0.165956099591852","0.213240000609292","5"
"5","2019","Part Time","(Married) couple without C. ","342","0.196593905570899","0.178300196203085","0.214887614938714","5"
"5","2019","Part Time","Single parent ","140","0.166663445252592","0.140027410996121","0.193299479509063","5"
"5","2019","Part Time","Couple + C. LE 16 ","351","0.168723854940334","0.152744186387884","0.184703523492785","5"
"5","2019","Part Time","Couple + C. GT 16 ","164","0.171989153036276","0.148042631017129","0.195935675055424","5"
"5","2019","Part Time","Couple + C. LE and GT 16","162","0.223568855605365","0.195376962742885","0.251760748467845","5"
"5","2019","Not Working","(Married) couple without C. ","747","0.196541533815737","0.183776838320337","0.209306229311137","5"
"5","2019","Not Working","Single parent ","155","0.193707208794015","0.167186028036071","0.22022838955196","5"
"5","2019","Not Working","Couple + C. LE 16 ","261","0.156798967759304","0.140470788282496","0.173127147236112","5"
"5","2019","Not Working","Couple + C. GT 16 ","144","0.178028580976527","0.151520620093669","0.204536541859384","5"
"5","2019","Not Working","Couple + C. LE and GT 16","175","0.215470884899519","0.19066123181129","0.240280537987749","5"
"5","2019","Not Working","1-pers.-HH","432","0.203113416605984","0.186286695894485","0.219940137317484","5"
"6","2019","Full Time","Couple + C. LE and GT 16","125","0.182602176703514","0.157583169755211","0.207621183651816","6"
"6","2019","Part Time","1-pers.-HH","117","0.120879871434904","0.101218344680852","0.140541398188955","6"
"6","2019","Part Time","(Married) couple without C. ","200","0.101751610990911","0.0878354943751055","0.115667727606716","6"
"6","2019","Full Time","1-pers.-HH","253","0.167560810196568","0.149749504769213","0.185372115623923","6"
"6","2019","Full Time","(Married) couple without C. ","447","0.147932173215677","0.13550625570465","0.160358090726704","6"
"6","2019","Full Time","Single parent ","82","0.126148357382901","0.102291058213965","0.150005656551837","6"
"6","2019","Full Time","Couple + C. LE 16 ","399","0.154361461688288","0.140943167296608","0.167779756079967","6"
"6","2019","Full Time","Couple + C. GT 16 ","177","0.141957398342064","0.123228871513434","0.160685925170694","6"
"6","2019","Part Time","Single parent ","90","0.110223746476908","0.0878408049325698","0.132606688021245","6"
"6","2019","Part Time","Couple + C. LE 16 ","258","0.122436959983298","0.108450677540001","0.136423242426595","6"
"6","2019","Part Time","Couple + C. GT 16 ","108","0.104560885825","0.0851441348296008","0.123977636820399","6"
"6","2019","Part Time","Couple + C. LE and GT 16","89","0.0857799949902079","0.0668310306265088","0.104728959353907","6"
"6","2019","Not Working","1-pers.-HH","189","0.0906596245179097","0.0786507552104965","0.102668493825323","6"
"6","2019","Not Working","(Married) couple without C. ","428","0.110574177517819","0.100500610066402","0.120647744969236","6"
"6","2019","Not Working","Single parent ","75","0.0822500764549566","0.0638124968209664","0.100687656088947","6"
"6","2019","Not Working","Couple + C. LE 16 ","127","0.109952099481339","0.0959042755851986","0.12399992337748","6"
"6","2019","Not Working","Couple + C. GT 16 ","84","0.129401976431927","0.106143439573459","0.152660513290394","6"
"6","2019","Not Working","Couple + C. LE and GT 16","87","0.11594122921036","0.0966223743365711","0.135260084084149","6"
"7","2019","Full Time","(Married) couple without C. ","513","0.165359313343345","0.152356893954668","0.178361732732023","7"
"7","2019","Full Time","Single parent ","108","0.171820017714258","0.14471430272369","0.198925732704826","7"
"7","2019","Full Time","1-pers.-HH","255","0.134745869878165","0.11846180447754","0.151029935278789","7"
"7","2019","Full Time","Couple + C. LE 16 ","489","0.182777782562268","0.168423969829178","0.197131595295358","7"
"7","2019","Full Time","Couple + C. GT 16 ","226","0.160677212810898","0.140970607063944","0.180383818557851","7"
"7","2019","Full Time","Couple + C. LE and GT 16","171","0.178294797480273","0.153507583952455","0.203082011008092","7"
"7","2019","Part Time","1-pers.-HH","136","0.125405862952647","0.105431251816212","0.145380474089082","7"
"7","2019","Part Time","(Married) couple without C. ","272","0.141807369429226","0.125749386947078","0.157865351911373","7"
"7","2019","Not Working","(Married) couple without C. ","429","0.123168531719725","0.112612285318111","0.133724778121339","7"
"7","2019","Part Time","Single parent ","95","0.119604381213705","0.0964116630065687","0.142797099420842","7"
"7","2019","Part Time","Couple + C. LE 16 ","252","0.116747636226473","0.103045972151587","0.130449300301359","7"
"7","2019","Part Time","Couple + C. GT 16 ","133","0.139257874443667","0.117288367319299","0.161227381568034","7"
"7","2019","Part Time","Couple + C. LE and GT 16","110","0.129073505995252","0.106386540259154","0.151760471731349","7"
"7","2019","Not Working","1-pers.-HH","244","0.113568224552278","0.100297855553733","0.126838593550823","7"
"7","2019","Not Working","Couple + C. LE 16 ","170","0.105326544402177","0.09154170232397","0.119111386480385","7"
"7","2019","Not Working","Single parent ","89","0.0913914187069964","0.0720532786153747","0.110729558798618","7"
