"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"7","2011","lower secondary degree","West Germany","469","0.0868831210825041","0.0794024568035239","0.0943637853614842"
"7","2011","lower secondary degree","East Germany","101","0.0831542521463779","0.067962507614858","0.0983459966778977"
"7","2011","secondary school degree","West Germany","449","0.11841263209364","0.108332964167905","0.128492300019375"
"7","2011","secondary school degree","East Germany","253","0.120208589521337","0.106671576273517","0.133745602769157"
"7","2011","college entrance qualification","West Germany","667","0.149183000113192","0.138741210433464","0.159624789792921"
"7","2011","college entrance qualification","East Germany","172","0.145653627048544","0.125602683898732","0.165704570198356"
"7","2011","Other degree","West Germany","108","0.098263125952398","0.0804106824539445","0.116115569450852"
"7","2011","Other degree","East Germany","7","","",""
"7","2011","no degree/no degree yet","West Germany","75","0.153524467422182","0.121894858470329","0.185154076374034"
"7","2011","no degree/no degree yet","East Germany","10","","",""
"8","2011","lower secondary degree","West Germany","354","0.0594323735155661","0.0531530071385941","0.065711739892538"
"8","2011","lower secondary degree","East Germany","67","0.0615032568697351","0.0482847402325457","0.0747217735069246"
"8","2011","secondary school degree","West Germany","295","0.0823739983222646","0.0737968591558662","0.0909511374886629"
"8","2011","secondary school degree","East Germany","150","0.0641749863207086","0.0539739225741309","0.0743760500672862"
"8","2011","college entrance qualification","West Germany","361","0.0879139956282912","0.0796146452684071","0.0962133459881754"
"8","2011","college entrance qualification","East Germany","91","0.0926187985574359","0.07614090762086","0.109096689494012"
"8","2011","Other degree","West Germany","64","0.0631511730783979","0.0485634357559922","0.0777389104008037"
"8","2011","Other degree","East Germany","6","","",""
"8","2011","no degree/no degree yet","West Germany","47","0.0920912449873009","0.0667207995487418","0.11746169042586"
"8","2011","no degree/no degree yet","East Germany","8","","",""
"9","2011","lower secondary degree","West Germany","78","0.0133535437936191","0.0103050289063797","0.0164020586808585"
"9","2011","lower secondary degree","East Germany","6","","",""
"9","2011","secondary school degree","West Germany","67","0.0168512355781922","0.0128357319586888","0.0208667391976956"
"9","2011","secondary school degree","East Germany","44","0.0184276630220272","0.0128292938888637","0.0240260321551906"
"9","2011","college entrance qualification","West Germany","55","0.0141887083322417","0.0107224133506327","0.0176550033138507"
"9","2011","college entrance qualification","East Germany","12","","",""
"9","2011","Other degree","West Germany","23","","",""
"9","2011","Other degree","East Germany","","","",""
"9","2011","no degree/no degree yet","West Germany","18","","",""
"9","2011","no degree/no degree yet","East Germany","3","","",""
"10 Very willing to take risks","2011","lower secondary degree","West Germany","51","0.00903648123523181","0.00652321913933216","0.0115497433311315"
"10 Very willing to take risks","2011","lower secondary degree","East Germany","13","","",""
"10 Very willing to take risks","2011","secondary school degree","West Germany","49","0.0123664367752275","0.00891869493954769","0.0158141786109073"
"10 Very willing to take risks","2011","secondary school degree","East Germany","20","","",""
"10 Very willing to take risks","2011","college entrance qualification","West Germany","26","","",""
"10 Very willing to take risks","2011","college entrance qualification","East Germany","4","","",""
"10 Very willing to take risks","2011","Other degree","West Germany","17","","",""
"10 Very willing to take risks","2011","Other degree","East Germany","3","","",""
"10 Very willing to take risks","2011","no degree/no degree yet","West Germany","9","","",""
"10 Very willing to take risks","2011","no degree/no degree yet","East Germany","3","","",""
"0 Not at all Willing to take risks","2012","lower secondary degree","West Germany","363","0.0654571373677178","0.0594453622697474","0.0714689124656881"
"0 Not at all Willing to take risks","2012","lower secondary degree","East Germany","84","0.0611395544979884","0.0486913332926464","0.0735877757033303"
"0 Not at all Willing to take risks","2012","secondary school degree","West Germany","173","0.0302482891914856","0.0257653432854467","0.0347312350975245"
"0 Not at all Willing to take risks","2012","secondary school degree","East Germany","54","0.0157015004856807","0.0111405527395708","0.0202624482317907"
"0 Not at all Willing to take risks","2012","college entrance qualification","West Germany","97","0.0147526693753259","0.0117711225627175","0.0177342161879343"
"0 Not at all Willing to take risks","2012","college entrance qualification","East Germany","20","","",""
"0 Not at all Willing to take risks","2012","Other degree","West Germany","124","0.0745768073285784","0.062165151074612","0.0869884635825447"
"0 Not at all Willing to take risks","2012","Other degree","East Germany","6","","",""
"0 Not at all Willing to take risks","2012","no degree/no degree yet","West Germany","40","0.0811386811728122","0.062134443451693","0.100142918893931"
"0 Not at all Willing to take risks","2012","no degree/no degree yet","East Germany","2","","",""
"1","2012","lower secondary degree","West Germany","286","0.0503747794534494","0.0450585060516007","0.0556910528552981"
"1","2012","lower secondary degree","East Germany","59","0.0382983844497006","0.0283269866819811","0.0482697822174201"
"1","2012","secondary school degree","West Germany","200","0.0366805229893322","0.0317602891543747","0.0416007568242897"
"1","2012","secondary school degree","East Germany","81","0.0256846125263926","0.0198808799004341","0.0314883451523511"
"1","2012","college entrance qualification","West Germany","182","0.0245195904947512","0.0206948711130914","0.0283443098764111"
"1","2012","college entrance qualification","East Germany","23","","",""
"1","2012","Other degree","West Germany","103","0.0726326226834063","0.0603709582604038","0.0848942871064088"
"1","2012","Other degree","East Germany","9","","",""
"1","2012","no degree/no degree yet","West Germany","34","0.05107806983022","0.035755063609301","0.066401076051139"
"1","2012","no degree/no degree yet","East Germany","5","","",""
"2","2012","lower secondary degree","West Germany","654","0.111219462553562","0.103577370364682","0.118861554742442"
"2","2012","lower secondary degree","East Germany","141","0.0939341558077157","0.0787763168407914","0.10909199477464"
"2","2012","secondary school degree","West Germany","525","0.0918149897732476","0.0842566437038206","0.0993733358426745"
"2","2012","secondary school degree","East Germany","223","0.074403610487839","0.0647757688589751","0.0840314521167028"
"2","2012","college entrance qualification","West Germany","588","0.0836425592866779","0.0767958828218581","0.0904892357514978"
"2","2012","college entrance qualification","East Germany","132","0.083018565419531","0.0692383624533447","0.0967987683857173"
"2","2012","Other degree","West Germany","199","0.111325018072591","0.096464788458035","0.126185247687147"
"2","2012","Other degree","East Germany","10","","",""
"2","2012","no degree/no degree yet","West Germany","60","0.102808406521083","0.0816701867384711","0.123946626303694"
"2","2012","no degree/no degree yet","East Germany","6","","",""
"3","2012","lower secondary degree","West Germany","760","0.111148588698403","0.103508627235736","0.118788550161071"
"3","2012","lower secondary degree","East Germany","173","0.123923227605715","0.106803648541723","0.141042806669707"
"3","2012","secondary school degree","West Germany","730","0.124276465886207","0.115641497125124","0.132911434647291"
"3","2012","secondary school degree","East Germany","367","0.131598460439151","0.119196029904365","0.144000890973937"
"3","2012","college entrance qualification","West Germany","914","0.141092145183137","0.132483032349929","0.149701258016344"
"3","2012","college entrance qualification","East Germany","208","0.124490036853688","0.108001368811225","0.140978704896152"
"3","2012","Other degree","West Germany","199","0.117429322237926","0.102219621108644","0.132639023367208"
"3","2012","Other degree","East Germany","10","","",""
"3","2012","no degree/no degree yet","West Germany","75","0.0744576991446269","0.0561866098767512","0.0927287884125026"
"3","2012","no degree/no degree yet","East Germany","6","","",""
"4","2012","lower secondary degree","West Germany","587","0.0924707352616818","0.0854293665996474","0.0995121039237163"
"4","2012","lower secondary degree","East Germany","163","0.129808517581011","0.112346088709875","0.147270946452148"
"4","2012","secondary school degree","West Germany","563","0.0940386681183397","0.0863987117466961","0.101678624489983"
"4","2012","secondary school degree","East Germany","306","0.115474521970119","0.103749346071552","0.127199697868687"
"4","2012","college entrance qualification","West Germany","723","0.118130617436664","0.110148519287867","0.12611271558546"
"4","2012","college entrance qualification","East Germany","201","0.129650021392059","0.112872763186196","0.146427279597922"
"4","2012","Other degree","West Germany","134","0.0760892760539589","0.0635626421287994","0.0886159099791183"
"4","2012","Other degree","East Germany","15","","",""
"4","2012","no degree/no degree yet","West Germany","69","0.0797446144570679","0.0608900561661794","0.0985991727479565"
