"plh0204_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"7","2018","East Germany","Male","337","0.103319879500336","0.0922285248960036","0.114411234104668","7"
"7","2018","West Germany","Female","1026","0.0777595240433639","0.0730327435018943","0.0824863045848335","7"
"8","2018","West Germany","Male","1167","0.108306561967047","0.102627979334331","0.113985144599764","8"
"8","2018","East Germany","Female","178","0.0598494061177574","0.0516524766981424","0.0680463355373723","8"
"8","2018","West Germany","Female","770","0.0637964053641701","0.0594827066465244","0.0681101040818157","8"
"8","2018","East Germany","Male","289","0.107411776526596","0.0961287554265942","0.118694797626598","8"
"9","2018","West Germany","Male","365","0.0326720954989299","0.0294236159837987","0.0359205750140611","9"
"9","2018","West Germany","Female","225","0.016222311425626","0.0139924832214932","0.0184521396297589","9"
"9","2018","East Germany","Male","85","0.0260727246439128","0.020266011828039","0.0318794374597867","9"
"9","2018","East Germany","Female","48","0.011184465841701","0.00755044156228616","0.0148184901211159","9"
"0 Not at all Willing to take risks","2019","West Germany","Male","716","0.0287488622741689","0.0257144130846809","0.0317833114636569","0"
"0 Not at all Willing to take risks","2019","West Germany","Female","879","0.0518120670882964","0.0478167898796873","0.0558073442969055","0"
"0 Not at all Willing to take risks","2019","East Germany","Male","91","0.0214087219487265","0.0161766890397021","0.0266407548577508","0"
"0 Not at all Willing to take risks","2019","East Germany","Female","131","0.0404904474255365","0.033576396389515","0.0474044984615579","0"
"1","2019","West Germany","Male","363","0.0233013772188587","0.0205618548471958","0.0260408995905215","1"
"1","2019","West Germany","Female","676","0.0570269362494243","0.0528469590794031","0.0612069134194455","1"
"1","2019","East Germany","Female","153","0.0524425779818186","0.0446231240231575","0.0602620319404796","1"
"1","2019","East Germany","Male","94","0.032238176210082","0.0258534261445918","0.0386229262755721","1"
"10 Very willing to take risks","2019","West Germany","Male","487","0.0286967016085954","0.0256649250472344","0.0317284781699564","10"
"10 Very willing to take risks","2019","West Germany","Female","257","0.0169560469972034","0.0146288506847742","0.0192832433096326","10"
"10 Very willing to take risks","2019","East Germany","Male","98","0.025518812251968","0.0198185953188048","0.0312190291851312","10"
"10 Very willing to take risks","2019","East Germany","Female","46","0.0121407900246954","0.00829927406091818","0.0159823059884726","10"
"2","2019","West Germany","Male","758","0.0732317998079956","0.0685009497433431","0.077962649872648","2"
"2","2019","East Germany","Female","375","0.127679945631046","0.115973341983074","0.139386549279018","2"
"2","2019","West Germany","Female","1190","0.108174876708668","0.102576175355031","0.113773578062305","2"
"2","2019","East Germany","Male","221","0.0778579153554578","0.0681723554218838","0.0875434752890319","2"
"3","2019","West Germany","Female","1547","0.141694693967354","0.135408584513775","0.147980803420934","3"
"3","2019","East Germany","Female","385","0.122592188283402","0.111087793177695","0.13409658338911","3"
"3","2019","West Germany","Male","1074","0.110372761603794","0.104682414498859","0.116063108708728","3"
"3","2019","East Germany","Male","264","0.102718337438988","0.0917443915935235","0.113692283284453","3"
"4","2019","East Germany","Female","286","0.0908274588722886","0.080747392797263","0.100907524947314","4"
"4","2019","West Germany","Male","940","0.0907897482942096","0.0855723458611681","0.0960071507272512","4"
"4","2019","West Germany","Female","1120","0.0994084067975769","0.0940150426073699","0.104801770987784","4"
"4","2019","East Germany","Male","250","0.0893988211824647","0.0790853602927483","0.099712282072181","4"
"5","2019","West Germany","Male","1929","0.176183035420315","0.169264706946785","0.183101363893845","5"
"5","2019","East Germany","Female","643","0.214118276028446","0.199729060912697","0.228507491144195","5"
"5","2019","West Germany","Female","2084","0.185453767515103","0.178447931846775","0.192459603183431","5"
"5","2019","East Germany","Male","515","0.189793033862607","0.175618377262828","0.203967690462386","5"
"6","2019","West Germany","Male","1380","0.13122694756682","0.125095423282968","0.137358471850673","6"
"6","2019","East Germany","Female","369","0.122950971630221","0.1114321100334","0.134469833227042","6"
"6","2019","West Germany","Female","1284","0.115544099198771","0.109781794440229","0.121306403957312","6"
"6","2019","East Germany","Male","385","0.141163334543189","0.128577249304098","0.153749419782281","6"
"7","2019","West Germany","Male","1812","0.167169646608986","0.160393843884742","0.173945449333229","7"
"7","2019","East Germany","Female","368","0.113688379251966","0.102553566938846","0.124823191565087","7"
"7","2019","West Germany","Female","1377","0.116639909452175","0.110853932220894","0.122425886683456","7"
"7","2019","East Germany","Male","444","0.141792416920219","0.129182939093819","0.154401894746619","7"
"8","2019","West Germany","Male","1525","0.125124628994696","0.119116375259529","0.131132882729862","8"
"8","2019","West Germany","Female","1012","0.082131508071933","0.0771823722129718","0.0870806439308941","8"
"8","2019","East Germany","Male","432","0.138089480989681","0.125618925046101","0.150560036933261","8"
"8","2019","East Germany","Female","295","0.0864621757646587","0.0766037405108151","0.0963206110185023","8"
"9","2019","West Germany","Male","665","0.0451544906015617","0.041383800881029","0.0489251803220944","9"
"9","2019","West Germany","Female","397","0.0251576879534955","0.0223348444960438","0.0279805314109472","9"
"9","2019","East Germany","Male","146","0.040020949296616","0.0329358001539222","0.0471060984393098","9"
"9","2019","East Germany","Female","71","0.0166067891059209","0.0121241055731689","0.021089472638673","9"
