"plh0204_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2013","Other degree","general elemantary","123","0.171511634625511","0.144533776940729","0.198489492310292"
"0 Not at all Willing to take risks","2013","Other degree","middle vocational","157","0.109730756844342","0.0919275961441601","0.127533917544523"
"0 Not at all Willing to take risks","2013","Other degree","vocational + Abi","61","0.101911295155341","0.0767645678151969","0.127058022495484"
"0 Not at all Willing to take risks","2013","Other degree","higher vocational","1","","",""
"0 Not at all Willing to take risks","2013","Other degree","higher education","52","0.0461659013335549","0.0327368988744376","0.0595949037926721"
"0 Not at all Willing to take risks","2013","no degree/no degree yet","in school","14","","",""
"0 Not at all Willing to take risks","2013","no degree/no degree yet","inadequately","67","0.116800904919735","0.0870594989266086","0.146542310912862"
"0 Not at all Willing to take risks","2013","no degree/no degree yet","general elemantary","","","",""
"0 Not at all Willing to take risks","2013","no degree/no degree yet","middle vocational","7","","",""
"0 Not at all Willing to take risks","2013","no degree/no degree yet","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2013","no degree/no degree yet","higher vocational","2","","",""
"0 Not at all Willing to take risks","2013","no degree/no degree yet","higher education","2","","",""
"1","2013","lower secondary degree","in school","","","",""
"1","2013","lower secondary degree","inadequately","","","",""
"1","2013","lower secondary degree","general elemantary","127","0.0872358503926183","0.0729462866233263","0.10152541416191"
"1","2013","lower secondary degree","middle vocational","313","0.0718748162944839","0.0642922114099478","0.07945742117902"
"1","2013","lower secondary degree","vocational + Abi","2","","",""
"1","2013","lower secondary degree","higher vocational","16","","",""
"1","2013","lower secondary degree","higher education","9","","",""
"1","2013","secondary school degree","in school","","","",""
"1","2013","secondary school degree","inadequately","","","",""
"1","2013","secondary school degree","general elemantary","28","","",""
"1","2013","secondary school degree","middle vocational","273","0.0579428897670837","0.0509653977795418","0.0649203817546255"
"1","2013","secondary school degree","vocational + Abi","5","","",""
"1","2013","secondary school degree","higher vocational","27","","",""
"1","2013","secondary school degree","higher education","26","","",""
"1","2013","college entrance qualification","in school","","","",""
"1","2013","college entrance qualification","inadequately","","","",""
"1","2013","college entrance qualification","general elemantary","","","",""
"1","2013","college entrance qualification","middle vocational","42","0.0322230494359901","0.0206923234570797","0.0437537754149006"
"1","2013","college entrance qualification","vocational + Abi","53","0.0425540981662896","0.0306635439239404","0.0544446524086387"
"1","2013","college entrance qualification","higher vocational","21","","",""
"1","2013","college entrance qualification","higher education","162","0.0379379301671216","0.0317645707905835","0.0441112895436597"
"1","2013","Other degree","in school","","","",""
"1","2013","Other degree","inadequately","1","","",""
"1","2013","Other degree","general elemantary","71","0.105789275006996","0.0837773402474375","0.127801209766555"
"1","2013","Other degree","middle vocational","94","0.0772500982023362","0.0620423902512805","0.0924578061533919"
"1","2013","Other degree","vocational + Abi","47","0.0899603007355772","0.066177318380767","0.113743283090388"
"1","2013","Other degree","higher vocational","3","","",""
"1","2013","Other degree","higher education","55","0.0515665223287424","0.0374139940566906","0.0657190506007942"
"1","2013","no degree/no degree yet","in school","6","","",""
"1","2013","no degree/no degree yet","inadequately","47","0.118749397787232","0.0887940404022421","0.148704755172222"
"1","2013","no degree/no degree yet","general elemantary","","","",""
"1","2013","no degree/no degree yet","middle vocational","12","","",""
"1","2013","no degree/no degree yet","vocational + Abi","","","",""
"1","2013","no degree/no degree yet","higher vocational","","","",""
"1","2013","no degree/no degree yet","higher education","","","",""
"2","2013","lower secondary degree","in school","","","",""
"2","2013","lower secondary degree","inadequately","","","",""
"2","2013","lower secondary degree","general elemantary","174","0.122449439123616","0.10584949376472","0.139049384482511"
"2","2013","lower secondary degree","middle vocational","565","0.123216813979326","0.113567246046453","0.132866381912198"
"2","2013","lower secondary degree","vocational + Abi","1","","",""
"2","2013","lower secondary degree","higher vocational","45","0.119406620510342","0.0857225162045728","0.153090724816112"
"2","2013","lower secondary degree","higher education","13","","",""
"2","2013","secondary school degree","in school","","","",""
"2","2013","secondary school degree","inadequately","","","",""
"2","2013","secondary school degree","general elemantary","60","0.081261215180018","0.0608886015458829","0.101633828814153"
"2","2013","secondary school degree","middle vocational","526","0.116039377093359","0.106474490851778","0.125604263334939"
"2","2013","secondary school degree","vocational + Abi","2","","",""
"2","2013","secondary school degree","higher vocational","74","0.117069441170354","0.0911710799204607","0.142967802420247"
"2","2013","secondary school degree","higher education","75","0.11755527131978","0.0918481027341309","0.143262439905429"
"2","2013","college entrance qualification","in school","","","",""
"2","2013","college entrance qualification","inadequately","","","",""
"2","2013","college entrance qualification","general elemantary","","","",""
"2","2013","college entrance qualification","middle vocational","73","0.067509231682409","0.0511263781447343","0.0838920852200836"
"2","2013","college entrance qualification","vocational + Abi","140","0.147669514214909","0.126770600405945","0.168568428023873"
"2","2013","college entrance qualification","higher vocational","38","0.123418123996822","0.0893940291318749","0.15744221886177"
"2","2013","college entrance qualification","higher education","437","0.117657146864597","0.107245701136221","0.128068592592974"
"2","2013","Other degree","in school","","","",""
"2","2013","Other degree","inadequately","7","","",""
"2","2013","Other degree","general elemantary","117","0.141050674470386","0.116139809111054","0.165961539829718"
"2","2013","Other degree","middle vocational","153","0.118287301330516","0.0998920871206128","0.136682515540419"
"2","2013","Other degree","vocational + Abi","73","0.159944598046024","0.129476212107943","0.190412983984105"
"2","2013","Other degree","higher vocational","12","","",""
"2","2013","Other degree","higher education","125","0.114441147949307","0.0940685465108024","0.134813749387811"
"2","2013","no degree/no degree yet","in school","23","","",""
"2","2013","no degree/no degree yet","inadequately","56","0.1362235355184","0.104459487700648","0.167987583336151"
"2","2013","no degree/no degree yet","general elemantary","","","",""
"2","2013","no degree/no degree yet","middle vocational","9","","",""
"2","2013","no degree/no degree yet","vocational + Abi","","","",""
"2","2013","no degree/no degree yet","higher vocational","","","",""
"2","2013","no degree/no degree yet","higher education","","","",""
"3","2013","lower secondary degree","in school","","","",""
"3","2013","lower secondary degree","inadequately","","","",""
"3","2013","lower secondary degree","general elemantary","176","0.109944431244381","0.094103257266367","0.125785605222395"
"3","2013","lower secondary degree","middle vocational","578","0.133626100721275","0.123637029678857","0.143615171763693"
"3","2013","lower secondary degree","vocational + Abi","2","","",""
"3","2013","lower secondary degree","higher vocational","42","0.118343026053699","0.0847890298817843","0.151897022225614"
"3","2013","lower secondary degree","higher education","15","","",""
"3","2013","secondary school degree","in school","","","",""
"3","2013","secondary school degree","inadequately","","","",""
"3","2013","secondary school degree","general elemantary","79","0.135709864246806","0.110174353220086","0.161245375273526"
"3","2013","secondary school degree","middle vocational","610","0.137065182552974","0.126794170813034","0.147336194292913"
"3","2013","secondary school degree","vocational + Abi","1","","",""
"3","2013","secondary school degree","higher vocational","84","0.125568758662017","0.0988761591242986","0.152261358199736"
"3","2013","secondary school degree","higher education","87","0.187016375566682","0.15589418541304","0.218138565720324"
"3","2013","college entrance qualification","in school","","","",""
"3","2013","college entrance qualification","inadequately","","","",""
"3","2013","college entrance qualification","general elemantary","","","",""
"3","2013","college entrance qualification","middle vocational","117","0.115276312492038","0.0944237437794922","0.136128881204584"
"3","2013","college entrance qualification","vocational + Abi","199","0.178510925850054","0.155952563017104","0.201069288683004"
"3","2013","college entrance qualification","higher vocational","56","0.213271591798743","0.170899511348041","0.255643672249445"
"3","2013","college entrance qualification","higher education","581","0.162205240963022","0.150293247183649","0.174117234742395"
"3","2013","Other degree","in school","","","",""
"3","2013","Other degree","inadequately","7","","",""
"3","2013","Other degree","general elemantary","85","0.0975805609280649","0.0763430636894617","0.118818058166668"
"3","2013","Other degree","middle vocational","139","0.103183380830379","0.0858561588006828","0.120510602860076"
"3","2013","Other degree","vocational + Abi","67","0.150437228226569","0.120721519459332","0.180152936993806"
"3","2013","Other degree","higher vocational","8","","",""
"3","2013","Other degree","higher education","112","0.121483698767758","0.100577234660683","0.142390162874833"
"3","2013","no degree/no degree yet","in school","34","0.0713258311029932","0.0469431583539182","0.0957085038520681"
"3","2013","no degree/no degree yet","inadequately","45","0.105750393682011","0.0772743625383284","0.134226424825693"
"3","2013","no degree/no degree yet","general elemantary","","","",""
"3","2013","no degree/no degree yet","middle vocational","8","","",""
"3","2013","no degree/no degree yet","vocational + Abi","","","",""
"3","2013","no degree/no degree yet","higher vocational","","","",""
"3","2013","no degree/no degree yet","higher education","2","","",""
"4","2013","lower secondary degree","in school","","","",""
"4","2013","lower secondary degree","inadequately","","","",""
"4","2013","lower secondary degree","general elemantary","100","0.0781677433476316","0.0645742236163004","0.0917612630789627"
"4","2013","lower secondary degree","middle vocational","367","0.0888654007060379","0.0805115945197867","0.0972192068922892"
"4","2013","lower secondary degree","vocational + Abi","","","",""
"4","2013","lower secondary degree","higher vocational","35","0.101173000874818","0.0698478289989929","0.132498172750643"
"4","2013","lower secondary degree","higher education","23","","",""
"4","2013","secondary school degree","in school","","","",""
"4","2013","secondary school degree","inadequately","","","",""
"4","2013","secondary school degree","general elemantary","61","0.125236418549703","0.100557863146173","0.149914973953232"
"4","2013","secondary school degree","middle vocational","389","0.0939166710617808","0.0852047070998905","0.102628635023671"
"4","2013","secondary school degree","vocational + Abi","2","","",""
"4","2013","secondary school degree","higher vocational","60","0.0805770375306772","0.0586514843823258","0.102502590679029"
"4","2013","secondary school degree","higher education","70","0.108953048877515","0.0840839858439008","0.133822111911129"
"4","2013","college entrance qualification","in school","","","",""
"4","2013","college entrance qualification","inadequately","","","",""
"4","2013","college entrance qualification","general elemantary","","","",""
"4","2013","college entrance qualification","middle vocational","102","0.101115406114375","0.081429911589615","0.120800900639136"
"4","2013","college entrance qualification","vocational + Abi","98","0.0837392040536929","0.0674219059703093","0.100056502137077"
"4","2013","college entrance qualification","higher vocational","38","0.120933289904931","0.0872057459079802","0.154660833901882"
"4","2013","college entrance qualification","higher education","404","0.107002544636278","0.0970139276439773","0.116991161628578"
"4","2013","Other degree","in school","","","",""
"4","2013","Other degree","inadequately","7","","",""
"4","2013","Other degree","general elemantary","51","0.0648453083126628","0.0472215524668845","0.082469064158441"
"4","2013","Other degree","middle vocational","69","0.061748039538511","0.0480378465879215","0.0754582324891006"
"4","2013","Other degree","vocational + Abi","27","","",""
"4","2013","Other degree","higher vocational","3","","",""
"4","2013","Other degree","higher education","68","0.0674808792179621","0.0514275204795722","0.0835342379563519"
"4","2013","no degree/no degree yet","in school","29","","",""
"4","2013","no degree/no degree yet","inadequately","19","","",""
"4","2013","no degree/no degree yet","general elemantary","","","",""
"4","2013","no degree/no degree yet","middle vocational","6","","",""
"4","2013","no degree/no degree yet","vocational + Abi","","","",""
"4","2013","no degree/no degree yet","higher vocational","","","",""
"4","2013","no degree/no degree yet","higher education","","","",""
"5","2013","lower secondary degree","in school","","","",""
"5","2013","lower secondary degree","inadequately","","","",""
"5","2013","lower secondary degree","general elemantary","280","0.180921810401456","0.161427838864016","0.200415781938896"
"5","2013","lower secondary degree","middle vocational","939","0.220453815762129","0.208283369330112","0.232624262194146"
"5","2013","lower secondary degree","vocational + Abi","","","",""
"5","2013","lower secondary degree","higher vocational","80","0.212713952277158","0.170204319040548","0.255223585513768"
"5","2013","lower secondary degree","higher education","23","","",""
"5","2013","secondary school degree","in school","","","",""
"5","2013","secondary school degree","inadequately","","","",""
"5","2013","secondary school degree","general elemantary","117","0.183136967233202","0.154298531630339","0.211975402836065"
"5","2013","secondary school degree","middle vocational","914","0.207335593370427","0.195228433816786","0.219442752924069"
"5","2013","secondary school degree","vocational + Abi","6","","",""
"5","2013","secondary school degree","higher vocational","111","0.19626502404763","0.164271275476571","0.228258772618689"
"5","2013","secondary school degree","higher education","107","0.202570631927411","0.170491412706897","0.234649851147925"
"5","2013","college entrance qualification","in school","","","",""
"5","2013","college entrance qualification","inadequately","","","",""
"5","2013","college entrance qualification","general elemantary","","","",""
"5","2013","college entrance qualification","middle vocational","148","0.170534293215168","0.145976418693175","0.195092167737162"
"5","2013","college entrance qualification","vocational + Abi","194","0.180494855884233","0.15783889234495","0.203150819423517"
"5","2013","college entrance qualification","higher vocational","78","0.222488669291941","0.179464927411058","0.265512411172825"
"5","2013","college entrance qualification","higher education","633","0.167780287371042","0.155705689852248","0.179854884889836"
"5","2013","Other degree","in school","","","",""
"5","2013","Other degree","inadequately","9","","",""
"5","2013","Other degree","general elemantary","127","0.133179535486532","0.108863051145403","0.157496019827661"
"5","2013","Other degree","middle vocational","227","0.183297163848264","0.161258658145818","0.205335669550711"
"5","2013","Other degree","vocational + Abi","103","0.141825256301142","0.112826768690496","0.170823743911788"
"5","2013","Other degree","higher vocational","6","","",""
"5","2013","Other degree","higher education","175","0.187757343422337","0.162766090226203","0.212748596618471"
"5","2013","no degree/no degree yet","in school","70","0.176278129691247","0.140177421468015","0.212378837914479"
"5","2013","no degree/no degree yet","inadequately","91","0.181632251194163","0.145931297330689","0.217333205057637"
"5","2013","no degree/no degree yet","general elemantary","","","",""
"5","2013","no degree/no degree yet","middle vocational","17","","",""
"5","2013","no degree/no degree yet","vocational + Abi","","","",""
"5","2013","no degree/no degree yet","higher vocational","1","","",""
"5","2013","no degree/no degree yet","higher education","2","","",""
"6","2013","lower secondary degree","in school","","","",""
"6","2013","lower secondary degree","inadequately","","","",""
"6","2013","lower secondary degree","general elemantary","120","0.0766663051481666","0.0631930109425442","0.090139599353789"
"6","2013","lower secondary degree","middle vocational","404","0.0838664604912978","0.0757287858383927","0.0920041351442029"
"6","2013","lower secondary degree","vocational + Abi","","","",""
"6","2013","lower secondary degree","higher vocational","34","0.0901747061879412","0.0604207675383259","0.119928644837557"
"6","2013","lower secondary degree","higher education","22","","",""
"6","2013","secondary school degree","in school","","","",""
"6","2013","secondary school degree","inadequately","","","",""
"6","2013","secondary school degree","general elemantary","70","0.0918674581171392","0.0703314832085745","0.113403433025704"
"6","2013","secondary school degree","middle vocational","424","0.105012370449637","0.0958567158078318","0.114168025091441"
"6","2013","secondary school degree","vocational + Abi","","","",""
"6","2013","secondary school degree","higher vocational","70","0.134326374668842","0.106857240063093","0.161795509274592"
"6","2013","secondary school degree","higher education","70","0.106667356930503","0.0820289965188621","0.131305717342145"
"6","2013","college entrance qualification","in school","","","",""
"6","2013","college entrance qualification","inadequately","","","",""
"6","2013","college entrance qualification","general elemantary","","","",""
"6","2013","college entrance qualification","middle vocational","125","0.189604495598424","0.164009295901751","0.215199695295097"
"6","2013","college entrance qualification","vocational + Abi","112","0.103422280973325","0.0854842277813755","0.121360334165274"
"6","2013","college entrance qualification","higher vocational","33","0.0785792860481548","0.0507447561001909","0.106413815996119"
"6","2013","college entrance qualification","higher education","451","0.121653107044229","0.111090336772554","0.132215877315903"
"6","2013","Other degree","in school","","","",""
"6","2013","Other degree","inadequately","4","","",""
"6","2013","Other degree","general elemantary","43","0.0784645881589419","0.0592199245847949","0.0977092517330889"
"6","2013","Other degree","middle vocational","81","0.0858003459198149","0.069847532510645","0.101753159328985"
"6","2013","Other degree","vocational + Abi","47","0.124273743760707","0.0968526627639265","0.151694824757487"
"6","2013","Other degree","higher vocational","5","","",""
"6","2013","Other degree","higher education","100","0.123103800496734","0.102077808433128","0.144129792560341"
"6","2013","no degree/no degree yet","in school","57","0.166246100672461","0.130974848383011","0.201517352961912"
"6","2013","no degree/no degree yet","inadequately","27","","",""
"6","2013","no degree/no degree yet","general elemantary","","","",""
"6","2013","no degree/no degree yet","middle vocational","11","","",""
"6","2013","no degree/no degree yet","vocational + Abi","","","",""
"6","2013","no degree/no degree yet","higher vocational","","","",""
"6","2013","no degree/no degree yet","higher education","1","","",""
"7","2013","lower secondary degree","in school","","","",""
"7","2013","lower secondary degree","inadequately","","","",""
"7","2013","lower secondary degree","general elemantary","161","0.094153484254564","0.0793645223054624","0.108942446203666"
"7","2013","lower secondary degree","middle vocational","453","0.0959652972307801","0.0873180787642227","0.104612515697337"
"7","2013","lower secondary degree","vocational + Abi","","","",""
"7","2013","lower secondary degree","higher vocational","37","0.13097722091063","0.0959313741301935","0.166023067691066"
"7","2013","lower secondary degree","higher education","15","","",""
"7","2013","secondary school degree","in school","","","",""
"7","2013","secondary school degree","inadequately","","","",""
"7","2013","secondary school degree","general elemantary","100","0.135800207742438","0.110257533581009","0.161342881903868"
"7","2013","secondary school degree","middle vocational","492","0.112214820028705","0.102788553631648","0.121641086425762"
"7","2013","secondary school degree","vocational + Abi","","","",""
"7","2013","secondary school degree","higher vocational","69","0.123385170565765","0.0968926593323423","0.149877681799188"
"7","2013","secondary school degree","higher education","82","0.112513398060795","0.0872918082536973","0.137734987867893"
"7","2013","college entrance qualification","in school","","","",""
"7","2013","college entrance qualification","inadequately","","","",""
"7","2013","college entrance qualification","general elemantary","","","",""
"7","2013","college entrance qualification","middle vocational","141","0.173581022916554","0.14885029167234","0.198311754160768"
"7","2013","college entrance qualification","vocational + Abi","138","0.121907913305669","0.102634427824613","0.141181398786725"
"7","2013","college entrance qualification","higher vocational","45","0.119716619869602","0.0861359510945024","0.153297288644702"
"7","2013","college entrance qualification","higher education","495","0.144457128801898","0.133097253218489","0.155817004385307"
"7","2013","Other degree","in school","","","",""
"7","2013","Other degree","inadequately","2","","",""
"7","2013","Other degree","general elemantary","46","0.0887108426477829","0.0683622717761382","0.109059413519428"
"7","2013","Other degree","middle vocational","104","0.113632043175863","0.0955549052612164","0.131709181090509"
"7","2013","Other degree","vocational + Abi","46","0.0620462964965267","0.0419942211220913","0.082098371870962"
"7","2013","Other degree","higher vocational","4","","",""
"7","2013","Other degree","higher education","108","0.1227907635299","0.10178777381449","0.143793753245311"
"7","2013","no degree/no degree yet","in school","80","0.174378286627367","0.138431260886967","0.210325312367767"
"7","2013","no degree/no degree yet","inadequately","27","","",""
"7","2013","no degree/no degree yet","general elemantary","","","",""
"7","2013","no degree/no degree yet","middle vocational","8","","",""
"7","2013","no degree/no degree yet","vocational + Abi","","","",""
"7","2013","no degree/no degree yet","higher vocational","1","","",""
"7","2013","no degree/no degree yet","higher education","3","","",""
"8","2013","lower secondary degree","in school","","","",""
"8","2013","lower secondary degree","inadequately","","","",""
"8","2013","lower secondary degree","general elemantary","109","0.0719585809511566","0.058872272301041","0.0850448896012722"
"8","2013","lower secondary degree","middle vocational","337","0.0685567519851367","0.061138013019851","0.0759754909504224"
"8","2013","lower secondary degree","vocational + Abi","","","",""
"8","2013","lower secondary degree","higher vocational","26","","",""
"8","2013","lower secondary degree","higher education","26","","",""
"8","2013","secondary school degree","in school","","","",""
"8","2013","secondary school degree","inadequately","","","",""
"8","2013","secondary school degree","general elemantary","91","0.117242773400395","0.0932559493370922","0.141229597463698"
"8","2013","secondary school degree","middle vocational","333","0.0816184091333828","0.0734419305661281","0.0897948877006375"
"8","2013","secondary school degree","vocational + Abi","","","",""
"8","2013","secondary school degree","higher vocational","52","0.0692288052928508","0.0487807447052464","0.0896768658804552"
"8","2013","secondary school degree","higher education","54","0.0756076073905314","0.0545067372951993","0.0967084774858634"
"8","2013","college entrance qualification","in school","","","",""
"8","2013","college entrance qualification","inadequately","","","",""
"8","2013","college entrance qualification","general elemantary","","","",""
"8","2013","college entrance qualification","middle vocational","91","0.0952910628950856","0.076119115823119","0.114463009967052"
"8","2013","college entrance qualification","vocational + Abi","91","0.0712064421485679","0.0560571088295969","0.0863557754675389"
"8","2013","college entrance qualification","higher vocational","34","0.0620654448066028","0.0371073131685743","0.0870235764446312"
"8","2013","college entrance qualification","higher education","322","0.0855957847124318","0.0765555751987336","0.0946359942261299"
"8","2013","Other degree","in school","","","",""
"8","2013","Other degree","inadequately","4","","",""
"8","2013","Other degree","general elemantary","52","0.0799417561425031","0.0605323627667099","0.0993511495182964"
"8","2013","Other degree","middle vocational","95","0.0831278923393161","0.0674025537542409","0.0988532309243912"
"8","2013","Other degree","vocational + Abi","49","0.0728070485947597","0.0512105935777712","0.0944035036117481"
"8","2013","Other degree","higher vocational","2","","",""
"8","2013","Other degree","higher education","84","0.109724847233625","0.0897234059994116","0.129726288467839"
"8","2013","no degree/no degree yet","in school","65","0.140414050983053","0.107500393529769","0.173327708436336"
"8","2013","no degree/no degree yet","inadequately","27","","",""
"8","2013","no degree/no degree yet","general elemantary","","","",""
"8","2013","no degree/no degree yet","middle vocational","7","","",""
"8","2013","no degree/no degree yet","vocational + Abi","","","",""
"8","2013","no degree/no degree yet","higher vocational","","","",""
"8","2013","no degree/no degree yet","higher education","1","","",""
"9","2013","lower secondary degree","in school","","","",""
"9","2013","lower secondary degree","inadequately","","","",""
"9","2013","lower secondary degree","general elemantary","45","0.0309695692911427","0.0221969663150566","0.0397421722672288"
"9","2013","lower secondary degree","middle vocational","111","0.0229383748379416","0.018543271660634","0.0273334780152492"
"9","2013","lower secondary degree","vocational + Abi","","","",""
"9","2013","lower secondary degree","higher vocational","9","","",""
"9","2013","lower secondary degree","higher education","1","","",""
"9","2013","secondary school degree","in school","","","",""
"9","2013","secondary school degree","inadequately","","","",""
"9","2013","secondary school degree","general elemantary","29","","",""
"9","2013","secondary school degree","middle vocational","98","0.0264287697494501","0.0216382460320928","0.0312192934668074"
"9","2013","secondary school degree","vocational + Abi","1","","",""
"9","2013","secondary school degree","higher vocational","15","","",""
"9","2013","secondary school degree","higher education","12","","",""
"9","2013","college entrance qualification","in school","","","",""
"9","2013","college entrance qualification","inadequately","","","",""
"9","2013","college entrance qualification","general elemantary","","","",""
"9","2013","college entrance qualification","middle vocational","31","0.0263508301773318","0.0158919762974305","0.0368096840572331"
"9","2013","college entrance qualification","vocational + Abi","30","0.0254641091477748","0.0161843342129463","0.0347438840826034"
"9","2013","college entrance qualification","higher vocational","5","","",""
"9","2013","college entrance qualification","higher education","82","0.0268834383822448","0.0216569735063073","0.0321099032581823"
"9","2013","Other degree","in school","","","",""
"9","2013","Other degree","inadequately","1","","",""
"9","2013","Other degree","general elemantary","14","","",""
"9","2013","Other degree","middle vocational","31","0.031434472938936","0.0214955382870638","0.0413734075908083"
"9","2013","Other degree","vocational + Abi","14","","",""
"9","2013","Other degree","higher vocational","2","","",""
"9","2013","Other degree","higher education","26","","",""
"9","2013","no degree/no degree yet","in school","34","0.101621194452517","0.0729960225822553","0.130246366322778"
"9","2013","no degree/no degree yet","inadequately","15","","",""
"9","2013","no degree/no degree yet","general elemantary","","","",""
"9","2013","no degree/no degree yet","middle vocational","2","","",""
"9","2013","no degree/no degree yet","vocational + Abi","","","",""
"9","2013","no degree/no degree yet","higher vocational","","","",""
"9","2013","no degree/no degree yet","higher education","","","",""
"10 Very willing to take risks","2013","lower secondary degree","in school","","","",""
"10 Very willing to take risks","2013","lower secondary degree","inadequately","","","",""
"10 Very willing to take risks","2013","lower secondary degree","general elemantary","44","0.0231520597852642","0.0155365236265199","0.0307675959440085"
"10 Very willing to take risks","2013","lower secondary degree","middle vocational","70","0.0151736880546425","0.0115848639655388","0.0187625121437462"
"10 Very willing to take risks","2013","lower secondary degree","vocational + Abi","","","",""
"10 Very willing to take risks","2013","lower secondary degree","higher vocational","4","","",""
"10 Very willing to take risks","2013","lower secondary degree","higher education","2","","",""
"10 Very willing to take risks","2013","secondary school degree","in school","","","",""
"10 Very willing to take risks","2013","secondary school degree","inadequately","","","",""
"10 Very willing to take risks","2013","secondary school degree","general elemantary","26","","",""
"10 Very willing to take risks","2013","secondary school degree","middle vocational","56","0.0137580758180764","0.0102792616161962","0.0172368900199566"
"10 Very willing to take risks","2013","secondary school degree","vocational + Abi","","","",""
"10 Very willing to take risks","2013","secondary school degree","higher vocational","7","","",""
"10 Very willing to take risks","2013","secondary school degree","higher education","4","","",""
"10 Very willing to take risks","2013","college entrance qualification","in school","","","",""
"10 Very willing to take risks","2013","college entrance qualification","inadequately","","","",""
"10 Very willing to take risks","2013","college entrance qualification","general elemantary","","","",""
"10 Very willing to take risks","2013","college entrance qualification","middle vocational","13","","",""
"10 Very willing to take risks","2013","college entrance qualification","vocational + Abi","17","","",""
"10 Very willing to take risks","2013","college entrance qualification","higher vocational","2","","",""
"10 Very willing to take risks","2013","college entrance qualification","higher education","32","0.00757627589436766","0.00477433056901241","0.0103782212197229"
"10 Very willing to take risks","2013","Other degree","in school","","","",""
"10 Very willing to take risks","2013","Other degree","inadequately","2","","",""
"10 Very willing to take risks","2013","Other degree","general elemantary","21","","",""
"10 Very willing to take risks","2013","Other degree","middle vocational","34","0.0325085050317219","0.0224068085182116","0.0426102015452322"
"10 Very willing to take risks","2013","Other degree","vocational + Abi","22","","",""
"10 Very willing to take risks","2013","Other degree","higher vocational","","","",""
"10 Very willing to take risks","2013","Other degree","higher education","33","0.0259229076356419","0.0157537449998513","0.0360920702714324"
"10 Very willing to take risks","2013","no degree/no degree yet","in school","16","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","inadequately","27","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","general elemantary","","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","middle vocational","5","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","vocational + Abi","","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","higher vocational","","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","higher education","","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","in school","","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","inadequately","","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","general elemantary","161","0.108077815281245","0.0929307642871629","0.123224866275327"
"0 Not at all Willing to take risks","2014","lower secondary degree","middle vocational","347","0.0779478815619368","0.070316678559524","0.0855790845643497"
"0 Not at all Willing to take risks","2014","lower secondary degree","vocational + Abi","1","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","higher vocational","22","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","higher education","11","","",""
"0 Not at all Willing to take risks","2014","secondary school degree","in school","","","",""
"0 Not at all Willing to take risks","2014","secondary school degree","inadequately","","","",""
"0 Not at all Willing to take risks","2014","secondary school degree","general elemantary","32","0.0525946791848257","0.0372221829090585","0.0679671754605929"
"0 Not at all Willing to take risks","2014","secondary school degree","middle vocational","221","0.0414683981766821","0.0361315231234405","0.0468052732299237"
"0 Not at all Willing to take risks","2014","secondary school degree","vocational + Abi","2","","",""
"0 Not at all Willing to take risks","2014","secondary school degree","higher vocational","17","","",""
"0 Not at all Willing to take risks","2014","secondary school degree","higher education","20","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","in school","","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","inadequately","","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","general elemantary","","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","middle vocational","29","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","vocational + Abi","53","0.0438438562044373","0.0335372122688055","0.0541505001400691"
"0 Not at all Willing to take risks","2014","college entrance qualification","higher vocational","9","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","higher education","89","0.0169965617189815","0.0131807639094741","0.020812359528489"
"0 Not at all Willing to take risks","2014","Other degree","in school","","","",""
"0 Not at all Willing to take risks","2014","Other degree","inadequately","10","","",""
"0 Not at all Willing to take risks","2014","Other degree","general elemantary","115","0.179879387267191","0.150817996478733","0.20894077805565"
"0 Not at all Willing to take risks","2014","Other degree","middle vocational","139","0.114331590570708","0.0955181621824677","0.133145018958948"
"0 Not at all Willing to take risks","2014","Other degree","vocational + Abi","52","0.0662419813401457","0.0444206297207918","0.0880633329594996"
"0 Not at all Willing to take risks","2014","Other degree","higher vocational","1","","",""
"0 Not at all Willing to take risks","2014","Other degree","higher education","54","0.0504585965014904","0.0360860482471503","0.0648311447558305"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","in school","9","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","inadequately","60","0.136358049813192","0.104109460769355","0.168606638857029"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","general elemantary","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","middle vocational","6","","",""
