"plh0204_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","(2c_gen) general maturity certificate","29","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","(2c_voc) vocational maturity certificate","62","0.0384664880773391","0.0299261100169153","0.0470068661377629"
"0 Not at all Willing to take risks","2014","college entrance qualification","(3a) lower tertiary education","26","","",""
"0 Not at all Willing to take risks","2014","college entrance qualification","(3b) higher tertiary education","63","0.0164490639878746","0.0119401765376191","0.0209579514381301"
"0 Not at all Willing to take risks","2014","Other degree","(0) in school","","","",""
"0 Not at all Willing to take risks","2014","Other degree","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2014","Other degree","(1b) general elementary school","125","0.183306097213816","0.155353169853086","0.211259024574546"
"0 Not at all Willing to take risks","2014","Other degree","(1c) basic vocational qualification","84","0.102561855862169","0.0807177544184282","0.12440595730591"
"0 Not at all Willing to take risks","2014","Other degree","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2014","Other degree","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2014","Other degree","(2c_gen) general maturity certificate","56","0.130310599422004","0.0970274989777974","0.163593699866211"
"0 Not at all Willing to take risks","2014","Other degree","(2c_voc) vocational maturity certificate","52","0.0607921784864576","0.0402149009696288","0.0813694560032864"
"0 Not at all Willing to take risks","2014","Other degree","(3a) lower tertiary education","1","","",""
"0 Not at all Willing to take risks","2014","Other degree","(3b) higher tertiary education","53","0.0480698339138034","0.0337564176159728","0.0623832502116339"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(0) in school","9","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(1a) inadequately completed","67","0.120781277348427","0.0932705557859232","0.148291998910931"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","(3b) higher tertiary education","2","","",""
"1","2014","lower secondary degree","(0) in school","","","",""
"1","2014","lower secondary degree","(1a) inadequately completed","","","",""
"1","2014","lower secondary degree","(1b) general elementary school","126","0.0976821667065781","0.0831938370233555","0.112170496389801"
"1","2014","lower secondary degree","(1c) basic vocational qualification","261","0.0560240913952373","0.0497119974892732","0.0623361853012014"
"1","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"1","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"1","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"1","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"1","2014","lower secondary degree","(3a) lower tertiary education","2","","",""
"1","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"1","2014","secondary school degree","(0) in school","","","",""
"1","2014","secondary school degree","(1a) inadequately completed","","","",""
"1","2014","secondary school degree","(1b) general elementary school","","","",""
"1","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"1","2014","secondary school degree","(2b) intermediate general qualification","27","","",""
"1","2014","secondary school degree","(2a) intermediate vocational","253","0.0453896857295769","0.0401427509155","0.0506366205436538"
"1","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"1","2014","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"1","2014","secondary school degree","(3a) lower tertiary education","16","","",""
"1","2014","secondary school degree","(3b) higher tertiary education","2","","",""
"1","2014","college entrance qualification","(0) in school","","","",""
"1","2014","college entrance qualification","(1a) inadequately completed","","","",""
"1","2014","college entrance qualification","(1b) general elementary school","","","",""
"1","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"1","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"1","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"1","2014","college entrance qualification","(2c_gen) general maturity certificate","23","","",""
"1","2014","college entrance qualification","(2c_voc) vocational maturity certificate","60","0.0248302866039903","0.0179201826115388","0.0317403905964417"
"1","2014","college entrance qualification","(3a) lower tertiary education","38","0.022693561498781","0.014752343360068","0.030634779637494"
"1","2014","college entrance qualification","(3b) higher tertiary education","106","0.0340354826571855","0.0276079111718023","0.0404630541425688"
"1","2014","Other degree","(0) in school","","","",""
"1","2014","Other degree","(1a) inadequately completed","","","",""
"1","2014","Other degree","(1b) general elementary school","53","0.0736024731638392","0.0547375916807416","0.0924673546469369"
"1","2014","Other degree","(1c) basic vocational qualification","61","0.085256441876884","0.0651492108100386","0.105363672943729"
"1","2014","Other degree","(2b) intermediate general qualification","","","",""
"1","2014","Other degree","(2a) intermediate vocational","","","",""
"1","2014","Other degree","(2c_gen) general maturity certificate","26","","",""
"1","2014","Other degree","(2c_voc) vocational maturity certificate","37","0.0708562440424992","0.0487602404815033","0.0929522476034951"
"1","2014","Other degree","(3a) lower tertiary education","","","",""
"1","2014","Other degree","(3b) higher tertiary education","46","0.0706854799837876","0.0535360016372987","0.0878349583302765"
"1","2014","no degree/no degree yet","(0) in school","8","","",""
"1","2014","no degree/no degree yet","(1a) inadequately completed","41","0.0587279415066139","0.0388791677673629","0.0785767152458648"
"1","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"1","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","2014","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"2","2014","lower secondary degree","(0) in school","","","",""
"2","2014","lower secondary degree","(1a) inadequately completed","","","",""
"2","2014","lower secondary degree","(1b) general elementary school","168","0.11796527053431","0.102223599437964","0.133706941630656"
"2","2014","lower secondary degree","(1c) basic vocational qualification","550","0.114282643026023","0.105550048393689","0.123015237658356"
"2","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","2014","lower secondary degree","(2a) intermediate vocational","1","","",""
"2","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"2","2014","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"2","2014","lower secondary degree","(3a) lower tertiary education","8","","",""
"2","2014","lower secondary degree","(3b) higher tertiary education","3","","",""
"2","2014","secondary school degree","(0) in school","","","",""
"2","2014","secondary school degree","(1a) inadequately completed","","","",""
"2","2014","secondary school degree","(1b) general elementary school","","","",""
"2","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"2","2014","secondary school degree","(2b) intermediate general qualification","53","0.0584672509646633","0.0423095474758165","0.07462495445351"
"2","2014","secondary school degree","(2a) intermediate vocational","614","0.0932136582934464","0.085885306976298","0.100542009610595"
"2","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2","2014","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"2","2014","secondary school degree","(3a) lower tertiary education","37","0.0574908118824364","0.0373278129213044","0.0776538108435685"
"2","2014","secondary school degree","(3b) higher tertiary education","11","","",""
"2","2014","college entrance qualification","(0) in school","","","",""
"2","2014","college entrance qualification","(1a) inadequately completed","","","",""
"2","2014","college entrance qualification","(1b) general elementary school","","","",""
"2","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"2","2014","college entrance qualification","(2c_gen) general maturity certificate","78","0.0590381714169251","0.0447614921811309","0.0733148506527194"
"2","2014","college entrance qualification","(2c_voc) vocational maturity certificate","209","0.094733077701936","0.0817286044964211","0.107737550907451"
"2","2014","college entrance qualification","(3a) lower tertiary education","122","0.0788400625334868","0.0644699086983375","0.0932102163686362"
"2","2014","college entrance qualification","(3b) higher tertiary education","273","0.0890971516749122","0.0789983856124525","0.0991959177373719"
"2","2014","Other degree","(0) in school","","","",""
"2","2014","Other degree","(1a) inadequately completed","","","",""
"2","2014","Other degree","(1b) general elementary school","103","0.143954844988208","0.118593594485282","0.169316095491135"
"2","2014","Other degree","(1c) basic vocational qualification","67","0.088014466901206","0.0676154145268128","0.108413519275599"
"2","2014","Other degree","(2b) intermediate general qualification","","","",""
"2","2014","Other degree","(2a) intermediate vocational","","","",""
"2","2014","Other degree","(2c_gen) general maturity certificate","49","0.124458687773046","0.091822250284202","0.15709512526189"
"2","2014","Other degree","(2c_voc) vocational maturity certificate","59","0.101258243554003","0.075279636198312","0.127236850909693"
"2","2014","Other degree","(3a) lower tertiary education","3","","",""
"2","2014","Other degree","(3b) higher tertiary education","72","0.0722354212012923","0.0549134047948754","0.0895574376077092"
"2","2014","no degree/no degree yet","(0) in school","22","","",""
"2","2014","no degree/no degree yet","(1a) inadequately completed","67","0.117358359928487","0.0901875283573058","0.144529191499668"
"2","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"2","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3","2014","lower secondary degree","(0) in school","","","",""
"3","2014","lower secondary degree","(1a) inadequately completed","","","",""
"3","2014","lower secondary degree","(1b) general elementary school","156","0.0857267552780027","0.0720643518306533","0.0993891587253521"
"3","2014","lower secondary degree","(1c) basic vocational qualification","597","0.120431771082953","0.111498492276183","0.129365049889723"
"3","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"3","2014","lower secondary degree","(2a) intermediate vocational","1","","",""
"3","2014","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"3","2014","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"3","2014","lower secondary degree","(3a) lower tertiary education","12","","",""
"3","2014","lower secondary degree","(3b) higher tertiary education","5","","",""
"3","2014","secondary school degree","(0) in school","","","",""
"3","2014","secondary school degree","(1a) inadequately completed","","","",""
"3","2014","secondary school degree","(1b) general elementary school","","","",""
"3","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"3","2014","secondary school degree","(2b) intermediate general qualification","78","0.116733751404944","0.0946206518818029","0.138846850928086"
"3","2014","secondary school degree","(2a) intermediate vocational","746","0.119455676627598","0.111280577513319","0.127630775741877"
"3","2014","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"3","2014","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"3","2014","secondary school degree","(3a) lower tertiary education","63","0.0881473014219364","0.0635900382199941","0.112704564623879"
"3","2014","secondary school degree","(3b) higher tertiary education","20","","",""
"3","2014","college entrance qualification","(0) in school","","","",""
"3","2014","college entrance qualification","(1a) inadequately completed","","","",""
"3","2014","college entrance qualification","(1b) general elementary school","","","",""
"3","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"3","2014","college entrance qualification","(2c_gen) general maturity certificate","111","0.102105285500377","0.0837647686732171","0.120445802327536"
"3","2014","college entrance qualification","(2c_voc) vocational maturity certificate","262","0.136586021400817","0.121336146541152","0.151835896260481"
"3","2014","college entrance qualification","(3a) lower tertiary education","184","0.144843264036671","0.126076368847635","0.163610159225706"
"3","2014","college entrance qualification","(3b) higher tertiary education","449","0.146432603262089","0.133900090013141","0.158965116511036"
"3","2014","Other degree","(0) in school","","","",""
"3","2014","Other degree","(1a) inadequately completed","","","",""
"3","2014","Other degree","(1b) general elementary school","81","0.108409542887042","0.0859487208829028","0.130870364891181"
"3","2014","Other degree","(1c) basic vocational qualification","88","0.121201378345043","0.0977030239195137","0.144699732770572"
"3","2014","Other degree","(2b) intermediate general qualification","","","",""
"3","2014","Other degree","(2a) intermediate vocational","","","",""
"3","2014","Other degree","(2c_gen) general maturity certificate","33","0.0592811952453649","0.0359337049083304","0.0826286855823995"
"3","2014","Other degree","(2c_voc) vocational maturity certificate","58","0.137147915478164","0.107523759001349","0.16677207195498"
"3","2014","Other degree","(3a) lower tertiary education","3","","",""
"3","2014","Other degree","(3b) higher tertiary education","107","0.11527001290702","0.09390181035574","0.136638215458299"
"3","2014","no degree/no degree yet","(0) in school","30","0.0486629450201193","0.0288492537949974","0.0684766362452411"
"3","2014","no degree/no degree yet","(1a) inadequately completed","46","0.0937661785789373","0.0691570095065734","0.118375347651301"
"3","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"3","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4","2014","lower secondary degree","(0) in school","","","",""
"4","2014","lower secondary degree","(1a) inadequately completed","","","",""
"4","2014","lower secondary degree","(1b) general elementary school","114","0.0799810258827115","0.0667430134515146","0.0932190383139085"
"4","2014","lower secondary degree","(1c) basic vocational qualification","439","0.0882760795171192","0.0804892838543746","0.0960628751798638"
"4","2014","lower secondary degree","(2b) intermediate general qualification","1","","",""
"4","2014","lower secondary degree","(2a) intermediate vocational","1","","",""
"4","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4","2014","lower secondary degree","(3a) lower tertiary education","10","","",""
"4","2014","lower secondary degree","(3b) higher tertiary education","2","","",""
"4","2014","secondary school degree","(0) in school","","","",""
"4","2014","secondary school degree","(1a) inadequately completed","","","",""
"4","2014","secondary school degree","(1b) general elementary school","","","",""
"4","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"4","2014","secondary school degree","(2b) intermediate general qualification","64","0.0668095280049116","0.0496142211103","0.0840048348995232"
"4","2014","secondary school degree","(2a) intermediate vocational","573","0.0912955317232594","0.0840353061792282","0.0985557572672906"
"4","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4","2014","secondary school degree","(3a) lower tertiary education","50","0.115302660450959","0.0876376948051154","0.142967626096803"
"4","2014","secondary school degree","(3b) higher tertiary education","13","","",""
"4","2014","college entrance qualification","(0) in school","","","",""
"4","2014","college entrance qualification","(1a) inadequately completed","","","",""
"4","2014","college entrance qualification","(1b) general elementary school","","","",""
"4","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"4","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"4","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"4","2014","college entrance qualification","(2c_gen) general maturity certificate","106","0.0994877877076747","0.0813575106655351","0.117618064749814"
"4","2014","college entrance qualification","(2c_voc) vocational maturity certificate","215","0.118525217325534","0.10417151480932","0.132878919841747"
"4","2014","college entrance qualification","(3a) lower tertiary education","153","0.108905673550978","0.0922942248843315","0.125517122217624"
"4","2014","college entrance qualification","(3b) higher tertiary education","340","0.113067858073671","0.101842113632724","0.124293602514618"
"4","2014","Other degree","(0) in school","","","",""
"4","2014","Other degree","(1a) inadequately completed","","","",""
"4","2014","Other degree","(1b) general elementary school","53","0.0794274119393183","0.0598919624151384","0.0989628614634982"
"4","2014","Other degree","(1c) basic vocational qualification","43","0.0518394728620308","0.0358766310099063","0.0678023147141554"
"4","2014","Other degree","(2b) intermediate general qualification","","","",""
"4","2014","Other degree","(2a) intermediate vocational","","","",""
"4","2014","Other degree","(2c_gen) general maturity certificate","30","0.129326533495606","0.0961505895124536","0.162502477478758"
"4","2014","Other degree","(2c_voc) vocational maturity certificate","30","0.0559945474154251","0.036195543938186","0.0757935508926642"
"4","2014","Other degree","(3a) lower tertiary education","","","",""
"4","2014","Other degree","(3b) higher tertiary education","69","0.103343248765985","0.0829747691109386","0.123711728421031"
"4","2014","no degree/no degree yet","(0) in school","39","0.100368802689078","0.072697435619577","0.128040169758579"
"4","2014","no degree/no degree yet","(1a) inadequately completed","37","0.0623368022770203","0.041926501538227","0.0827471030158136"
"4","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"4","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4","2014","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"5","2014","lower secondary degree","(0) in school","","","",""
"5","2014","lower secondary degree","(1a) inadequately completed","","","",""
"5","2014","lower secondary degree","(1b) general elementary school","298","0.183186743977801","0.164309468321236","0.202064019634366"
"5","2014","lower secondary degree","(1c) basic vocational qualification","1095","0.212541089624616","0.201312092072027","0.223770087177204"
"5","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"5","2014","lower secondary degree","(2a) intermediate vocational","3","","",""
"5","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5","2014","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"5","2014","lower secondary degree","(3a) lower tertiary education","26","","",""
"5","2014","lower secondary degree","(3b) higher tertiary education","9","","",""
"5","2014","secondary school degree","(0) in school","","","",""
"5","2014","secondary school degree","(1a) inadequately completed","","","",""
"5","2014","secondary school degree","(1b) general elementary school","","","",""
"5","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"5","2014","secondary school degree","(2b) intermediate general qualification","176","0.232414048105938","0.203326957880551","0.261501138331325"
"5","2014","secondary school degree","(2a) intermediate vocational","1368","0.232742338145695","0.222090554587823","0.243394121703567"
"5","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5","2014","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"5","2014","secondary school degree","(3a) lower tertiary education","136","0.324116212543726","0.283574741523535","0.364657683563917"
"5","2014","secondary school degree","(3b) higher tertiary education","28","","",""
"5","2014","college entrance qualification","(0) in school","","","",""
"5","2014","college entrance qualification","(1a) inadequately completed","","","",""
"5","2014","college entrance qualification","(1b) general elementary school","","","",""
"5","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"5","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"5","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"5","2014","college entrance qualification","(2c_gen) general maturity certificate","190","0.171522199536478","0.148688548648052","0.194355850424904"
"5","2014","college entrance qualification","(2c_voc) vocational maturity certificate","387","0.19196103106399","0.174471574925682","0.209450487202298"
"5","2014","college entrance qualification","(3a) lower tertiary education","243","0.182812053713078","0.162201777774996","0.20342232965116"
"5","2014","college entrance qualification","(3b) higher tertiary education","573","0.18255208320182","0.168858288456176","0.196245877947464"
"5","2014","Other degree","(0) in school","","","",""
"5","2014","Other degree","(1a) inadequately completed","","","",""
"5","2014","Other degree","(1b) general elementary school","118","0.166517780552242","0.139603197242839","0.193432363861645"
"5","2014","Other degree","(1c) basic vocational qualification","145","0.208355181030061","0.179113231308204","0.237597130751917"
"5","2014","Other degree","(2b) intermediate general qualification","","","",""
"5","2014","Other degree","(2a) intermediate vocational","","","",""
"5","2014","Other degree","(2c_gen) general maturity certificate","49","0.0924037491861528","0.0637723245070407","0.121035173865265"
"5","2014","Other degree","(2c_voc) vocational maturity certificate","99","0.233793101200811","0.197345236853379","0.270240965548244"
"5","2014","Other degree","(3a) lower tertiary education","7","","",""
"5","2014","Other degree","(3b) higher tertiary education","163","0.165935851152174","0.14104302031693","0.190828681987418"
"5","2014","no degree/no degree yet","(0) in school","89","0.176230952208793","0.141144228354776","0.211317676062809"
"5","2014","no degree/no degree yet","(1a) inadequately completed","93","0.185564071877653","0.152744786727212","0.218383357028094"
"5","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"5","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5","2014","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"6","2014","lower secondary degree","(0) in school","","","",""
"6","2014","lower secondary degree","(1a) inadequately completed","","","",""
"6","2014","lower secondary degree","(1b) general elementary school","140","0.0837235102262703","0.0702068967983188","0.0972401236542219"
"6","2014","lower secondary degree","(1c) basic vocational qualification","537","0.106763496557217","0.0982873157763206","0.115239677338114"
"6","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"6","2014","lower secondary degree","(2a) intermediate vocational","3","","",""
"6","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"6","2014","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"6","2014","lower secondary degree","(3a) lower tertiary education","18","","",""
"6","2014","lower secondary degree","(3b) higher tertiary education","5","","",""
"6","2014","secondary school degree","(0) in school","","","",""
"6","2014","secondary school degree","(1a) inadequately completed","","","",""
"6","2014","secondary school degree","(1b) general elementary school","","","",""
"6","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"6","2014","secondary school degree","(2b) intermediate general qualification","91","0.106884260727764","0.0856069697932093","0.128161551662318"
"6","2014","secondary school degree","(2a) intermediate vocational","718","0.113976752175196","0.105966527143784","0.121986977206608"
"6","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"6","2014","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"6","2014","secondary school degree","(3a) lower tertiary education","65","0.120651563511652","0.0924378608216099","0.148865266201695"
"6","2014","secondary school degree","(3b) higher tertiary education","25","","",""
"6","2014","college entrance qualification","(0) in school","","","",""
"6","2014","college entrance qualification","(1a) inadequately completed","","","",""
"6","2014","college entrance qualification","(1b) general elementary school","","","",""
"6","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"6","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"6","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"6","2014","college entrance qualification","(2c_gen) general maturity certificate","163","0.187224501113003","0.163595715992385","0.210853286233621"
"6","2014","college entrance qualification","(2c_voc) vocational maturity certificate","250","0.136602134955637","0.121351502890875","0.151852767020398"
"6","2014","college entrance qualification","(3a) lower tertiary education","221","0.159529403950308","0.140003909076626","0.17905489882399"
"6","2014","college entrance qualification","(3b) higher tertiary education","489","0.152316510003265","0.139578818567439","0.165054201439091"
"6","2014","Other degree","(0) in school","","","",""
"6","2014","Other degree","(1a) inadequately completed","","","",""
"6","2014","Other degree","(1b) general elementary school","45","0.054070186707955","0.037731483826046","0.070408889589864"
"6","2014","Other degree","(1c) basic vocational qualification","71","0.0838526169187056","0.0638963193926481","0.103808914444763"
"6","2014","Other degree","(2b) intermediate general qualification","","","",""
"6","2014","Other degree","(2a) intermediate vocational","","","",""
"6","2014","Other degree","(2c_gen) general maturity certificate","44","0.110128928390382","0.0791785425940088","0.141079314186754"
"6","2014","Other degree","(2c_voc) vocational maturity certificate","50","0.119724713252998","0.0917681122237255","0.14768131428227"
"6","2014","Other degree","(3a) lower tertiary education","6","","",""
"6","2014","Other degree","(3b) higher tertiary education","98","0.111503743526023","0.0904428412792913","0.132564645772755"
"6","2014","no degree/no degree yet","(0) in school","59","0.123436806478706","0.0931458529931163","0.153727759964295"
"6","2014","no degree/no degree yet","(1a) inadequately completed","50","0.104383213331989","0.0785707084012272","0.13019571826275"
"6","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"6","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7","2014","lower secondary degree","(0) in school","","","",""
"7","2014","lower secondary degree","(1a) inadequately completed","","","",""
"7","2014","lower secondary degree","(1b) general elementary school","164","0.0866131415665391","0.0728869459974594","0.100339337135619"
"7","2014","lower secondary degree","(1c) basic vocational qualification","594","0.108900270953225","0.10034993417361","0.11745060773284"
"7","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"7","2014","lower secondary degree","(2a) intermediate vocational","2","","",""
"7","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"7","2014","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"7","2014","lower secondary degree","(3a) lower tertiary education","15","","",""
"7","2014","lower secondary degree","(3b) higher tertiary education","5","","",""
"7","2014","secondary school degree","(0) in school","","","",""
"7","2014","secondary school degree","(1a) inadequately completed","","","",""
"7","2014","secondary school degree","(1b) general elementary school","","","",""
"7","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"7","2014","secondary school degree","(2b) intermediate general qualification","110","0.14359437859261","0.119444549838898","0.167744207346321"
"7","2014","secondary school degree","(2a) intermediate vocational","787","0.132595143763221","0.124046666646275","0.141143620880167"
"7","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"7","2014","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"7","2014","secondary school degree","(3a) lower tertiary education","70","0.136813689151328","0.107047025543238","0.166580352759419"
"7","2014","secondary school degree","(3b) higher tertiary education","17","","",""
"7","2014","college entrance qualification","(0) in school","","","",""
"7","2014","college entrance qualification","(1a) inadequately completed","","","",""
"7","2014","college entrance qualification","(1b) general elementary school","","","",""
"7","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"7","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"7","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"7","2014","college entrance qualification","(2c_gen) general maturity certificate","184","0.183703645219954","0.160247450092641","0.207159840347266"
"7","2014","college entrance qualification","(2c_voc) vocational maturity certificate","278","0.140595172433082","0.125159067806462","0.156031277059702"
"7","2014","college entrance qualification","(3a) lower tertiary education","222","0.174427184978381","0.154192092461701","0.194662277495061"
"7","2014","college entrance qualification","(3b) higher tertiary education","442","0.152133200985164","0.13940180025905","0.164864601711278"
"7","2014","Other degree","(0) in school","","","",""
"7","2014","Other degree","(1a) inadequately completed","","","",""
"7","2014","Other degree","(1b) general elementary school","63","0.0572656493030674","0.0404795053008171","0.0740517933053178"
