"plh0204_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2004","66 and older","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2004","66 and older","(1b) general elementary school","","","",""
"10 Very willing to take risks","2004","66 and older","(1c) basic vocational qualification","6","","",""
"10 Very willing to take risks","2004","66 and older","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2004","66 and older","(2a) intermediate vocational","4","","",""
"10 Very willing to take risks","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2004","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"10 Very willing to take risks","2004","66 and older","(3a) lower tertiary education","2","","",""
"10 Very willing to take risks","2004","66 and older","(3b) higher tertiary education","5","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(0) in school","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2005","16-34 y.","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(0) in school","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2005","35-65 y.","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(0) in school","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2005","66 and older","(3b) higher tertiary education","","","",""
"1","2005","16-34 y.","(0) in school","","","",""
"1","2005","16-34 y.","(1a) inadequately completed","","","",""
"1","2005","16-34 y.","(1b) general elementary school","","","",""
"1","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"1","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"1","2005","16-34 y.","(2a) intermediate vocational","","","",""
"1","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"1","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"1","2005","16-34 y.","(3a) lower tertiary education","","","",""
"1","2005","16-34 y.","(3b) higher tertiary education","","","",""
"1","2005","35-65 y.","(0) in school","","","",""
"1","2005","35-65 y.","(1a) inadequately completed","","","",""
"1","2005","35-65 y.","(1b) general elementary school","","","",""
"1","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"1","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"1","2005","35-65 y.","(2a) intermediate vocational","","","",""
"1","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"1","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"1","2005","35-65 y.","(3a) lower tertiary education","","","",""
"1","2005","35-65 y.","(3b) higher tertiary education","","","",""
"1","2005","66 and older","(0) in school","","","",""
"1","2005","66 and older","(1a) inadequately completed","","","",""
"1","2005","66 and older","(1b) general elementary school","","","",""
"1","2005","66 and older","(1c) basic vocational qualification","","","",""
"1","2005","66 and older","(2b) intermediate general qualification","","","",""
"1","2005","66 and older","(2a) intermediate vocational","","","",""
"1","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"1","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1","2005","66 and older","(3a) lower tertiary education","","","",""
"1","2005","66 and older","(3b) higher tertiary education","","","",""
"2","2005","16-34 y.","(0) in school","","","",""
"2","2005","16-34 y.","(1a) inadequately completed","","","",""
"2","2005","16-34 y.","(1b) general elementary school","","","",""
"2","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"2","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"2","2005","16-34 y.","(2a) intermediate vocational","","","",""
"2","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"2","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"2","2005","16-34 y.","(3a) lower tertiary education","","","",""
"2","2005","16-34 y.","(3b) higher tertiary education","","","",""
"2","2005","35-65 y.","(0) in school","","","",""
"2","2005","35-65 y.","(1a) inadequately completed","","","",""
"2","2005","35-65 y.","(1b) general elementary school","","","",""
"2","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"2","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"2","2005","35-65 y.","(2a) intermediate vocational","","","",""
"2","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"2","2005","35-65 y.","(3a) lower tertiary education","","","",""
"2","2005","35-65 y.","(3b) higher tertiary education","","","",""
"2","2005","66 and older","(0) in school","","","",""
"2","2005","66 and older","(1a) inadequately completed","","","",""
"2","2005","66 and older","(1b) general elementary school","","","",""
"2","2005","66 and older","(1c) basic vocational qualification","","","",""
"2","2005","66 and older","(2b) intermediate general qualification","","","",""
"2","2005","66 and older","(2a) intermediate vocational","","","",""
"2","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"2","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2","2005","66 and older","(3a) lower tertiary education","","","",""
"2","2005","66 and older","(3b) higher tertiary education","","","",""
"3","2005","16-34 y.","(0) in school","","","",""
"3","2005","16-34 y.","(1a) inadequately completed","","","",""
"3","2005","16-34 y.","(1b) general elementary school","","","",""
"3","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"3","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"3","2005","16-34 y.","(2a) intermediate vocational","","","",""
"3","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"3","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"3","2005","16-34 y.","(3a) lower tertiary education","","","",""
"3","2005","16-34 y.","(3b) higher tertiary education","","","",""
"3","2005","35-65 y.","(0) in school","","","",""
"3","2005","35-65 y.","(1a) inadequately completed","","","",""
"3","2005","35-65 y.","(1b) general elementary school","","","",""
"3","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"3","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"3","2005","35-65 y.","(2a) intermediate vocational","","","",""
"3","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"3","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"3","2005","35-65 y.","(3a) lower tertiary education","","","",""
"3","2005","35-65 y.","(3b) higher tertiary education","","","",""
"3","2005","66 and older","(0) in school","","","",""
"3","2005","66 and older","(1a) inadequately completed","","","",""
"3","2005","66 and older","(1b) general elementary school","","","",""
"3","2005","66 and older","(1c) basic vocational qualification","","","",""
"3","2005","66 and older","(2b) intermediate general qualification","","","",""
"3","2005","66 and older","(2a) intermediate vocational","","","",""
"3","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"3","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"3","2005","66 and older","(3a) lower tertiary education","","","",""
"3","2005","66 and older","(3b) higher tertiary education","","","",""
"4","2005","16-34 y.","(0) in school","","","",""
"4","2005","16-34 y.","(1a) inadequately completed","","","",""
"4","2005","16-34 y.","(1b) general elementary school","","","",""
"4","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"4","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"4","2005","16-34 y.","(2a) intermediate vocational","","","",""
"4","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"4","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"4","2005","16-34 y.","(3a) lower tertiary education","","","",""
"4","2005","16-34 y.","(3b) higher tertiary education","","","",""
"4","2005","35-65 y.","(0) in school","","","",""
"4","2005","35-65 y.","(1a) inadequately completed","","","",""
"4","2005","35-65 y.","(1b) general elementary school","","","",""
"4","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"4","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"4","2005","35-65 y.","(2a) intermediate vocational","","","",""
"4","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"4","2005","35-65 y.","(3a) lower tertiary education","","","",""
"4","2005","35-65 y.","(3b) higher tertiary education","","","",""
"4","2005","66 and older","(0) in school","","","",""
"4","2005","66 and older","(1a) inadequately completed","","","",""
"4","2005","66 and older","(1b) general elementary school","","","",""
"4","2005","66 and older","(1c) basic vocational qualification","","","",""
"4","2005","66 and older","(2b) intermediate general qualification","","","",""
"4","2005","66 and older","(2a) intermediate vocational","","","",""
"4","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"4","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"4","2005","66 and older","(3a) lower tertiary education","","","",""
"4","2005","66 and older","(3b) higher tertiary education","","","",""
"5","2005","16-34 y.","(0) in school","","","",""
"5","2005","16-34 y.","(1a) inadequately completed","","","",""
"5","2005","16-34 y.","(1b) general elementary school","","","",""
"5","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"5","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"5","2005","16-34 y.","(2a) intermediate vocational","","","",""
"5","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"5","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"5","2005","16-34 y.","(3a) lower tertiary education","","","",""
"5","2005","16-34 y.","(3b) higher tertiary education","","","",""
"5","2005","35-65 y.","(0) in school","","","",""
"5","2005","35-65 y.","(1a) inadequately completed","","","",""
