"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Not at all Willing to take risks","2013","66 and older","1-pers.-HH","147","0.120839772348629","0.103784517190835","0.137895027506422","0"
"0 Not at all Willing to take risks","2013","66 and older","Couple + C. GT 16 ","13","","","","0"
"0 Not at all Willing to take risks","2013","66 and older","Couple + C. LE and GT 16","","","","","0"
"1","2013","16-34 y.","1-pers.-HH","26","","","","1"
"1","2013","16-34 y.","Single parent ","14","","","","1"
"1","2013","16-34 y.","Couple + C. LE 16 ","73","0.0506099561088163","0.0390699299644845","0.0621499822531481","1"
"1","2013","35-65 y.","(Married) couple without C. ","264","0.0574168324402641","0.0502802375333554","0.0645534273471728","1"
"1","2013","16-34 y.","(Married) couple without C. ","44","0.0372456224906248","0.0256867857979609","0.0488044591832887","1"
"1","2013","16-34 y.","Couple + C. GT 16 ","31","0.0228437695462477","0.0139497242325134","0.0317378148599819","1"
"1","2013","16-34 y.","Couple + C. LE and GT 16","21","","","","1"
"1","2013","35-65 y.","1-pers.-HH","98","0.0592255573622917","0.0477204569159105","0.0707306578086729","1"
"1","2013","35-65 y.","Single parent ","51","0.063630360489844","0.0468825180914526","0.0803782028882354","1"
"1","2013","35-65 y.","Couple + C. LE 16 ","206","0.0600331340422701","0.0515985504924313","0.0684677175921089","1"
"1","2013","35-65 y.","Couple + C. GT 16 ","142","0.0680981328512409","0.0570769781655952","0.0791192875368865","1"
"1","2013","35-65 y.","Couple + C. LE and GT 16","63","0.0672675520320825","0.0513810691350013","0.0831540349291637","1"
"1","2013","66 and older","1-pers.-HH","137","0.0942882135967095","0.0789969642912712","0.109579462902148","1"
"1","2013","66 and older","(Married) couple without C. ","223","0.0673519224312733","0.0588533936203522","0.0758504512421944","1"
"1","2013","66 and older","Single parent ","11","","","","1"
"1","2013","66 and older","Couple + C. LE 16 ","","","","","1"
"1","2013","66 and older","Couple + C. GT 16 ","13","","","","1"
"1","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Very willing to take risks","2013","16-34 y.","1-pers.-HH","21","","","","10"
"10 Very willing to take risks","2013","16-34 y.","(Married) couple without C. ","27","","","","10"
"10 Very willing to take risks","2013","16-34 y.","Single parent ","22","","","","10"
"10 Very willing to take risks","2013","16-34 y.","Couple + C. LE 16 ","32","0.0222524235085688","0.0144869398810983","0.0300179071360393","10"
"10 Very willing to take risks","2013","16-34 y.","Couple + C. GT 16 ","21","","","","10"
"10 Very willing to take risks","2013","16-34 y.","Couple + C. LE and GT 16","30","0.045183366390415","0.0273310037695948","0.0630357290112352","10"
"10 Very willing to take risks","2013","35-65 y.","1-pers.-HH","39","0.0224843501747228","0.0152583975343231","0.0297103028151224","10"
"10 Very willing to take risks","2013","35-65 y.","(Married) couple without C. ","60","0.013267408239711","0.00975743040657314","0.0167773860728488","10"
"10 Very willing to take risks","2013","35-65 y.","Single parent ","19","","","","10"
"10 Very willing to take risks","2013","35-65 y.","Couple + C. LE 16 ","53","0.0114179274137695","0.00764557838566258","0.0151902764418765","10"
"10 Very willing to take risks","2013","35-65 y.","Couple + C. GT 16 ","23","","","","10"
"10 Very willing to take risks","2013","35-65 y.","Couple + C. LE and GT 16","12","","","","10"
"10 Very willing to take risks","2013","66 and older","1-pers.-HH","10","","","","10"
"10 Very willing to take risks","2013","66 and older","(Married) couple without C. ","26","","","","10"
"10 Very willing to take risks","2013","66 and older","Single parent ","","","","","10"
"10 Very willing to take risks","2013","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Very willing to take risks","2013","66 and older","Couple + C. GT 16 ","","","","","10"
"10 Very willing to take risks","2013","66 and older","Couple + C. LE and GT 16","","","","","10"
"2","2013","16-34 y.","1-pers.-HH","57","0.0552748181647345","0.0394298595752459","0.0711197767542231","2"
"2","2013","16-34 y.","(Married) couple without C. ","110","0.0963544594938507","0.0783428002130233","0.114366118774678","2"
"2","2013","16-34 y.","Single parent ","34","0.08033781999455","0.0578250848308304","0.10285055515827","2"
"2","2013","16-34 y.","Couple + C. LE 16 ","163","0.129279573089055","0.111616315719427","0.146942830458684","2"
"2","2013","16-34 y.","Couple + C. GT 16 ","78","0.0664983057021","0.0516664225542183","0.0813301888499817","2"
"2","2013","16-34 y.","Couple + C. LE and GT 16","35","0.0524914812013358","0.0333232343008698","0.0716597281018018","2"
"2","2013","35-65 y.","1-pers.-HH","185","0.111839182782302","0.0964776030851179","0.127200762479486","2"
"2","2013","35-65 y.","(Married) couple without C. ","547","0.137464897167177","0.126901687844342","0.148028106490011","2"
"2","2013","35-65 y.","Single parent ","93","0.124876397052627","0.102194577540126","0.147558216565127","2"
"2","2013","35-65 y.","Couple + C. LE 16 ","387","0.126396209171478","0.114597455253061","0.138194963089895","2"
"2","2013","35-65 y.","Couple + C. GT 16 ","268","0.113530039974768","0.0996509237770884","0.127409156172448","2"
"2","2013","35-65 y.","Couple + C. LE and GT 16","147","0.130982562414824","0.1095848477542","0.152380277075447","2"
"2","2013","66 and older","1-pers.-HH","188","0.139309892586236","0.121190916999023","0.15742886817345","2"
"2","2013","66 and older","(Married) couple without C. ","433","0.128866255550868","0.117505116469655","0.140227394632082","2"
"2","2013","66 and older","Single parent ","14","","","","2"
"2","2013","66 and older","Couple + C. LE 16 ","2","","","","2"
"2","2013","66 and older","Couple + C. GT 16 ","24","","","","2"
"2","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"3","2013","16-34 y.","Single parent ","48","0.100891913097841","0.0759466431519495","0.125837183043732","3"
"3","2013","16-34 y.","1-pers.-HH","105","0.139238267040569","0.115233611315638","0.163242922765501","3"
"3","2013","16-34 y.","Couple + C. LE 16 ","194","0.150191897612542","0.131383570826011","0.169000224399074","3"
"3","2013","16-34 y.","(Married) couple without C. ","158","0.146216915763788","0.124649836185247","0.167783995342329","3"
"3","2013","16-34 y.","Couple + C. GT 16 ","131","0.112906529991148","0.0940666699904119","0.131746389991883","3"
"3","2013","16-34 y.","Couple + C. LE and GT 16","40","0.0737444313295118","0.0512809816678529","0.0962078809911707","3"
"3","2013","35-65 y.","1-pers.-HH","221","0.133391486003892","0.1168197268769","0.149963245130884","3"
"3","2013","35-65 y.","Couple + C. LE 16 ","435","0.154368200452225","0.141539536242647","0.167196864661802","3"
"3","2013","35-65 y.","(Married) couple without C. ","571","0.144508806869067","0.133722655269521","0.155294958468612","3"
"3","2013","35-65 y.","Single parent ","104","0.129939852661686","0.106869786773328","0.153009918550043","3"
"3","2013","35-65 y.","Couple + C. GT 16 ","301","0.149452848580926","0.133854604907173","0.165051092254679","3"
"3","2013","35-65 y.","Couple + C. LE and GT 16","127","0.168425878109115","0.144690218875564","0.192161537342665","3"
"3","2013","66 and older","1-pers.-HH","199","0.136949350120926","0.118959920846343","0.15493877939551","3"
"3","2013","66 and older","(Married) couple without C. ","417","0.122793959195481","0.111665138089354","0.133922780301607","3"
"3","2013","66 and older","Single parent ","8","","","","3"
"3","2013","66 and older","Couple + C. LE 16 ","1","","","","3"
"3","2013","66 and older","Couple + C. GT 16 ","28","","","","3"
"3","2013","66 and older","Couple + C. LE and GT 16","","","","","3"
"4","2013","16-34 y.","1-pers.-HH","75","0.099090150500954","0.0783729717659524","0.119807329235956","4"
"4","2013","16-34 y.","(Married) couple without C. ","95","0.1035104886984","0.0849160298242925","0.122104947572507","4"
"4","2013","16-34 y.","Single parent ","42","0.0932578453733256","0.0691732879865938","0.117342402760057","4"
"4","2013","35-65 y.","Couple + C. LE and GT 16","77","0.0644934708053087","0.0489148971652101","0.0800720444454072","4"
"4","2013","66 and older","1-pers.-HH","99","0.0713483286586411","0.0578792595905766","0.0848173977267055","4"
"4","2013","66 and older","(Married) couple without C. ","341","0.104871336938982","0.094482163716555","0.115260510161408","4"
"4","2013","66 and older","Single parent ","4","","","","4"
"4","2013","66 and older","Couple + C. LE 16 ","1","","","","4"
"4","2013","66 and older","Couple + C. GT 16 ","13","","","","4"
"4","2013","16-34 y.","Couple + C. LE 16 ","114","0.0984837461039894","0.0827969035937422","0.114170588614237","4"
"4","2013","16-34 y.","Couple + C. GT 16 ","101","0.0803528669960105","0.0641703992875068","0.0965353347045142","4"
"4","2013","16-34 y.","Couple + C. LE and GT 16","27","","","","4"
"4","2013","35-65 y.","1-pers.-HH","148","0.0935051564805343","0.0793147926450248","0.107695520316044","4"
"4","2013","35-65 y.","(Married) couple without C. ","370","0.0965346034259548","0.087475006809028","0.105594200042882","4"
"4","2013","35-65 y.","Single parent ","65","0.0811372758197035","0.0624029297010404","0.0998716219383667","4"
"4","2013","35-65 y.","Couple + C. LE 16 ","261","0.0840071604626193","0.0741576180205342","0.0938567029047044","4"
"4","2013","35-65 y.","Couple + C. GT 16 ","167","0.0942326769217686","0.0814511277995885","0.107014226043949","4"
"4","2013","66 and older","Couple + C. LE and GT 16","","","","","4"
"5","2013","16-34 y.","Couple + C. LE and GT 16","69","0.139625528798795","0.109835385487444","0.169415672110145","5"
"5","2013","16-34 y.","(Married) couple without C. ","176","0.165703232478511","0.143007482991851","0.188398981965172","5"
"5","2013","16-34 y.","Couple + C. GT 16 ","196","0.174279402293485","0.151696849200554","0.196861955386416","5"
"5","2013","16-34 y.","1-pers.-HH","156","0.202694173723981","0.174819627705907","0.230568719742056","5"
"5","2013","16-34 y.","Single parent ","107","0.176660069773764","0.145072743565499","0.208247395982028","5"
"5","2013","16-34 y.","Couple + C. LE 16 ","287","0.1830377602242","0.16267963346376","0.20339588698464","5"
"5","2013","35-65 y.","Couple + C. LE and GT 16","166","0.171267001688608","0.147372907653747","0.19516109572347","5"
"5","2013","35-65 y.","1-pers.-HH","318","0.205218695378114","0.185534151151247","0.224903239604981","5"
"5","2013","35-65 y.","(Married) couple without C. ","780","0.201315311484966","0.189014389223753","0.213616233746178","5"
"5","2013","35-65 y.","Single parent ","165","0.180749515450932","0.15434671849063","0.207152312411233","5"
"5","2013","35-65 y.","Couple + C. LE 16 ","591","0.195758678707244","0.18167015237772","0.209847205036768","5"
"5","2013","35-65 y.","Couple + C. GT 16 ","386","0.200792473763475","0.183266671701224","0.218318275825726","5"
"5","2013","66 and older","1-pers.-HH","286","0.191599899735281","0.171006404025725","0.212193395444837","5"
"5","2013","66 and older","(Married) couple without C. ","672","0.199082286629044","0.185542241471882","0.212622331786207","5"
"5","2013","66 and older","Single parent ","14","","","","5"
"5","2013","66 and older","Couple + C. LE 16 ","3","","","","5"
"5","2013","66 and older","Couple + C. GT 16 ","27","","","","5"
"5","2013","66 and older","Couple + C. LE and GT 16","","","","","5"
"6","2013","35-65 y.","Couple + C. GT 16 ","185","0.108487250220405","0.0948813420720616","0.122093158368749","6"
"6","2013","35-65 y.","Couple + C. LE and GT 16","82","0.0775002637296829","0.0605420103177863","0.0944585171415795","6"
"6","2013","66 and older","Single parent ","5","","","","6"
"6","2013","66 and older","Couple + C. LE 16 ","","","","","6"
"6","2013","16-34 y.","1-pers.-HH","106","0.130053534915531","0.106730662005551","0.153376407825512","6"
"6","2013","16-34 y.","Couple + C. LE and GT 16","67","0.125917559441078","0.0974030591002698","0.154432059781886","6"
"6","2013","35-65 y.","1-pers.-HH","157","0.1091866882768","0.0939857191480117","0.124387657405588","6"
"6","2013","66 and older","(Married) couple without C. ","349","0.0990955999758246","0.0889640382906995","0.10922716166095","6"
"6","2013","66 and older","Couple + C. GT 16 ","9","","","","6"
"6","2013","66 and older","Couple + C. LE and GT 16","","","","","6"
"6","2013","35-65 y.","Couple + C. LE 16 ","280","0.0952251069339437","0.0848029437509352","0.105647270116952","6"
"6","2013","16-34 y.","(Married) couple without C. ","115","0.115064478101372","0.0955864401123329","0.134542516090412","6"
"6","2013","16-34 y.","Couple + C. GT 16 ","157","0.159146272187052","0.137369580021622","0.180922964352482","6"
"6","2013","35-65 y.","(Married) couple without C. ","400","0.0937430600694598","0.0848016332473137","0.102684486891606","6"
"6","2013","35-65 y.","Single parent ","78","0.0987161651944661","0.0782504021945578","0.119181928194374","6"
"6","2013","16-34 y.","Single parent ","77","0.157490386690795","0.127320857373168","0.187659916008423","6"
"6","2013","66 and older","1-pers.-HH","109","0.0767518750031667","0.0628227777839848","0.0906809722223486","6"
"6","2013","16-34 y.","Couple + C. LE 16 ","113","0.0917223922863575","0.0765269457703507","0.106917838802364","6"
"7","2013","16-34 y.","1-pers.-HH","125","0.154309999699038","0.129261752867989","0.179358246530087","7"
"7","2013","16-34 y.","(Married) couple without C. ","140","0.163270981405631","0.140709600619691","0.185832362191571","7"
"7","2013","16-34 y.","Single parent ","107","0.180368911272667","0.148523700265105","0.212214122280229","7"
"7","2013","16-34 y.","Couple + C. LE 16 ","157","0.12504945238064","0.107635428863191","0.142463475898089","7"
"7","2013","16-34 y.","Couple + C. GT 16 ","161","0.173085092428309","0.150563780135206","0.195606404721412","7"
"7","2013","16-34 y.","Couple + C. LE and GT 16","105","0.220907289721325","0.185250190189349","0.2565643892533","7"
"7","2013","35-65 y.","1-pers.-HH","178","0.105448027977997","0.0904782589035014","0.120417797052492","7"
"7","2013","35-65 y.","(Married) couple without C. ","466","0.10965561829109","0.100070310871769","0.119240925710412","7"
"7","2013","35-65 y.","Couple + C. GT 16 ","211","0.106602616589347","0.0931011584201256","0.120104074758568","7"
"7","2013","35-65 y.","Couple + C. LE and GT 16","97","0.140214925718571","0.118193852590449","0.162235998846692","7"
"7","2013","66 and older","1-pers.-HH","115","0.081370750431576","0.0670645748516912","0.0956769260114608","7"
"7","2013","66 and older","Single parent ","","","","","7"
"7","2013","66 and older","Couple + C. LE 16 ","3","","","","7"
"7","2013","35-65 y.","Single parent ","86","0.0988112074294396","0.0783366743827029","0.119285740476176","7"
"7","2013","35-65 y.","Couple + C. LE 16 ","338","0.117931526400694","0.106479615147764","0.129383437653624","7"
"7","2013","66 and older","(Married) couple without C. ","336","0.0978474400640793","0.0877729150374403","0.107921965090718","7"
"7","2013","66 and older","Couple + C. LE and GT 16","","","","","7"
"7","2013","66 and older","Couple + C. GT 16 ","12","","","","7"
"8","2013","16-34 y.","1-pers.-HH","90","0.1123778711436","0.0904786251447914","0.134277117142408","8"
"8","2013","16-34 y.","(Married) couple without C. ","112","0.0988159246115241","0.0806005133054966","0.117031335917552","8"
"8","2013","16-34 y.","Couple + C. LE and GT 16","76","0.180527162502173","0.147468522844159","0.213585802160187","8"
"8","2013","35-65 y.","1-pers.-HH","135","0.0766724412442304","0.0637039149812961","0.0896409675071647","8"
"8","2013","35-65 y.","(Married) couple without C. ","311","0.0743153101116043","0.0662692684221145","0.0823613518010941","8"
"8","2013","35-65 y.","Single parent ","72","0.105196582561892","0.0841458291277711","0.126247335996013","8"
"8","2013","35-65 y.","Couple + C. LE and GT 16","77","0.0835968714365515","0.0660425236200376","0.101151219253065","8"
"8","2013","66 and older","1-pers.-HH","96","0.0677967166781265","0.054642078699781","0.0809513546564719","8"
"8","2013","66 and older","(Married) couple without C. ","246","0.0707934603708646","0.0620965988969641","0.0794903218447652","8"
"8","2013","66 and older","Single parent ","2","","","","8"
"8","2013","66 and older","Couple + C. LE 16 ","","","","","8"
"8","2013","66 and older","Couple + C. GT 16 ","15","","","","8"
"8","2013","66 and older","Couple + C. LE and GT 16","","","","","8"
"8","2013","16-34 y.","Single parent ","59","0.095060204555424","0.0707682033889958","0.119352205721852","8"
"8","2013","16-34 y.","Couple + C. LE 16 ","100","0.0620328507340294","0.0493338028772792","0.0747318985907796","8"
"8","2013","35-65 y.","Couple + C. LE 16 ","260","0.0841280799346288","0.0742721019556026","0.093984057913655","8"
"8","2013","16-34 y.","Couple + C. GT 16 ","124","0.104861921761376","0.0866234950574561","0.123100348465295","8"
"8","2013","35-65 y.","Couple + C. GT 16 ","159","0.0724201924595329","0.0610810585257147","0.0837593263933512","8"
"9","2013","16-34 y.","1-pers.-HH","25","","","","9"
"9","2013","16-34 y.","(Married) couple without C. ","33","0.0355952802349973","0.02428574832873","0.0469048121412646","9"
"9","2013","16-34 y.","Single parent ","29","","","","9"
"9","2013","16-34 y.","Couple + C. LE 16 ","34","0.0182181888859552","0.0111773149729067","0.0252590627990037","9"
"9","2013","35-65 y.","Couple + C. GT 16 ","45","0.0250120097766903","0.0181800023035158","0.0318440172498648","9"
"9","2013","35-65 y.","Couple + C. LE and GT 16","33","0.0247153925227459","0.0148685759865519","0.0345622090589399","9"
"9","2013","66 and older","1-pers.-HH","17","","","","9"
"9","2013","66 and older","(Married) couple without C. ","60","0.0239325924557898","0.0187500289624654","0.0291151559491142","9"
"9","2013","66 and older","Single parent ","","","","","9"
"9","2013","66 and older","Couple + C. LE 16 ","","","","","9"
"9","2013","16-34 y.","Couple + C. LE and GT 16","31","0.063736342822475","0.0427402215701714","0.0847324640747787","9"
"9","2013","35-65 y.","1-pers.-HH","49","0.0279423652196459","0.0199094964647882","0.0359752339745036","9"
"9","2013","35-65 y.","(Married) couple without C. ","93","0.0195237757731891","0.0152794175627564","0.0237681339836217","9"
"9","2013","35-65 y.","Single parent ","20","","","","9"
"9","2013","35-65 y.","Couple + C. LE 16 ","65","0.0250916717493508","0.0195382769039421","0.0306450665947595","9"
"9","2013","66 and older","Couple + C. GT 16 ","2","","","","9"
"9","2013","66 and older","Couple + C. LE and GT 16","","","","","9"
"9","2013","16-34 y.","Couple + C. GT 16 ","54","0.0608290437781082","0.0466004732325575","0.0750576143236588","9"
"0 Not at all Willing to take risks","2014","35-65 y.","Couple + C. LE and GT 16","67","0.0373375133507103","0.0277940016559915","0.0468810250454291","0"
"0 Not at all Willing to take risks","2014","66 and older","1-pers.-HH","151","0.113265951982032","0.0965754427896384","0.129956461174425","0"
"0 Not at all Willing to take risks","2014","66 and older","(Married) couple without C. ","261","0.0928758181445988","0.0828797935626921","0.102871842726505","0"
"0 Not at all Willing to take risks","2014","66 and older","Single parent ","14","","","","0"
"0 Not at all Willing to take risks","2014","66 and older","Couple + C. LE 16 ","3","","","","0"
"0 Not at all Willing to take risks","2014","66 and older","Couple + C. GT 16 ","26","","","","0"
"0 Not at all Willing to take risks","2014","66 and older","Couple + C. LE and GT 16","1","","","","0"
"0 Not at all Willing to take risks","2014","16-34 y.","1-pers.-HH","18","","","","0"
"0 Not at all Willing to take risks","2014","16-34 y.","(Married) couple without C. ","19","","","","0"
"0 Not at all Willing to take risks","2014","16-34 y.","Single parent ","21","","","","0"
"0 Not at all Willing to take risks","2014","16-34 y.","Couple + C. LE 16 ","97","0.0423980153102457","0.0332409375672176","0.0515550930532738","0"
"0 Not at all Willing to take risks","2014","16-34 y.","Couple + C. GT 16 ","50","0.0471909740957189","0.0342286183604197","0.0601533298310181","0"
"0 Not at all Willing to take risks","2014","16-34 y.","Couple + C. LE and GT 16","20","","","","0"
"0 Not at all Willing to take risks","2014","35-65 y.","1-pers.-HH","76","0.0406449165590587","0.0307503862235499","0.0505394468945676","0"
"0 Not at all Willing to take risks","2014","35-65 y.","(Married) couple without C. ","195","0.0483053069787708","0.0414318583768548","0.0551787555806868","0"
"0 Not at all Willing to take risks","2014","35-65 y.","Single parent ","74","0.0576922464931936","0.045997692051763","0.0693868009346241","0"
"0 Not at all Willing to take risks","2014","35-65 y.","Couple + C. LE 16 ","201","0.0336951693347139","0.0286729932709869","0.0387173453984408","0"
"0 Not at all Willing to take risks","2014","35-65 y.","Couple + C. GT 16 ","143","0.0619886367158392","0.0510360085204136","0.0729412649112647","0"
"1","2014","16-34 y.","1-pers.-HH","15","","","","1"
"1","2014","16-34 y.","Single parent ","20","","","","1"
"1","2014","16-34 y.","Couple + C. LE 16 ","89","0.0535407477851301","0.0433105319677245","0.0637709636025358","1"
"1","2014","16-34 y.","Couple + C. LE and GT 16","14","","","","1"
"1","2014","35-65 y.","1-pers.-HH","73","0.0416835620866676","0.0316688318171023","0.0516982923562328","1"
"1","2014","16-34 y.","(Married) couple without C. ","19","","","","1"
"1","2014","16-34 y.","Couple + C. GT 16 ","23","","","","1"
"1","2014","35-65 y.","(Married) couple without C. ","180","0.0415476156554601","0.0351504622362106","0.0479447690747095","1"
"1","2014","66 and older","(Married) couple without C. ","164","0.0567376055224715","0.0487706135601013","0.0647045974848417","1"
"1","2014","35-65 y.","Single parent ","80","0.0519377681904179","0.0408079354637657","0.0630676009170701","1"
"1","2014","35-65 y.","Couple + C. LE 16 ","206","0.0392577982126908","0.0338525276189332","0.0446630688064484","1"
"1","2014","35-65 y.","Couple + C. GT 16 ","83","0.0542027301624462","0.0439185929637159","0.0644868673611765","1"
"1","2014","35-65 y.","Couple + C. LE and GT 16","72","0.0518977764243131","0.0407317037964556","0.0630638490521706","1"
"1","2014","66 and older","1-pers.-HH","128","0.094731049581457","0.0793084284007881","0.110153670762126","1"
"1","2014","66 and older","Single parent ","13","","","","1"
"1","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"1","2014","66 and older","Couple + C. GT 16 ","16","","","","1"
"1","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Very willing to take risks","2014","16-34 y.","1-pers.-HH","21","","","","10"
"10 Very willing to take risks","2014","16-34 y.","(Married) couple without C. ","22","","","","10"
"10 Very willing to take risks","2014","16-34 y.","Single parent ","28","","","","10"
"10 Very willing to take risks","2014","16-34 y.","Couple + C. LE 16 ","57","0.0319499345224642","0.0239575657463003","0.0399423032986281","10"
"10 Very willing to take risks","2014","16-34 y.","Couple + C. GT 16 ","34","0.0260746708512642","0.0163332169085103","0.0358161247940182","10"
"10 Very willing to take risks","2014","16-34 y.","Couple + C. LE and GT 16","23","","","","10"
"10 Very willing to take risks","2014","35-65 y.","1-pers.-HH","30","0.0183478775246168","0.0116231592175809","0.0250725958316526","10"
"10 Very willing to take risks","2014","35-65 y.","(Married) couple without C. ","47","0.0157655321455806","0.0117722311662373","0.0197588331249238","10"
"10 Very willing to take risks","2014","35-65 y.","Single parent ","35","0.025132800997679","0.0172818593804253","0.0329837426149327","10"
"10 Very willing to take risks","2014","35-65 y.","Couple + C. LE 16 ","67","0.0114792749851658","0.00851443570293358","0.014444114267398","10"
"10 Very willing to take risks","2014","35-65 y.","Couple + C. GT 16 ","19","","","","10"
"10 Very willing to take risks","2014","35-65 y.","Couple + C. LE and GT 16","26","","","","10"
"10 Very willing to take risks","2014","66 and older","(Married) couple without C. ","26","","","","10"
"10 Very willing to take risks","2014","66 and older","Single parent ","1","","","","10"
"10 Very willing to take risks","2014","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Very willing to take risks","2014","66 and older","Couple + C. GT 16 ","1","","","","10"
"10 Very willing to take risks","2014","66 and older","Couple + C. LE and GT 16","","","","","10"
"10 Very willing to take risks","2014","66 and older","1-pers.-HH","12","","","","10"
"2","2014","16-34 y.","1-pers.-HH","33","0.0422378430304522","0.0275464984407398","0.0569291876201647","2"
"2","2014","16-34 y.","(Married) couple without C. ","78","0.0667853990443999","0.0511869267109231","0.0823838713778767","2"
"2","2014","66 and older","Single parent ","10","","","","2"
"2","2014","66 and older","Couple + C. LE 16 ","3","","","","2"
"2","2014","16-34 y.","Couple + C. LE and GT 16","34","0.0310420392772418","0.0182308528498575","0.0438532257046262","2"
"2","2014","35-65 y.","1-pers.-HH","134","0.0874955127584143","0.0733371586422692","0.101653866874559","2"
"2","2014","35-65 y.","(Married) couple without C. ","383","0.102827476427725","0.0930905696155357","0.112564383239915","2"
"2","2014","16-34 y.","Single parent ","64","0.0686180460423845","0.0515828948475188","0.0856531972372501","2"
"2","2014","16-34 y.","Couple + C. LE 16 ","163","0.084327686586987","0.0716993324161681","0.0969560407578059","2"
"2","2014","16-34 y.","Couple + C. GT 16 ","62","0.0537713851204511","0.0399826260179393","0.0675601442229629","2"
"2","2014","35-65 y.","Couple + C. LE and GT 16","180","0.107557895680203","0.0919620235923307","0.123153767768074","2"
"2","2014","66 and older","1-pers.-HH","185","0.142957458155084","0.124523109248833","0.161391807061334","2"
"2","2014","66 and older","(Married) couple without C. ","338","0.100993226986547","0.0906162650560652","0.111370188917028","2"
"2","2014","66 and older","Couple + C. GT 16 ","19","","","","2"
"2","2014","66 and older","Couple + C. LE and GT 16","2","","","","2"
"2","2014","35-65 y.","Couple + C. GT 16 ","200","0.108551548732025","0.0944221271933065","0.122680970270744","2"
"2","2014","35-65 y.","Single parent ","152","0.0786286362347648","0.0651285575679327","0.0921287149015969","2"
"2","2014","35-65 y.","Couple + C. LE 16 ","524","0.106313537865512","0.0977345132922952","0.114892562438728","2"
"3","2014","16-34 y.","1-pers.-HH","63","0.0811955548113955","0.0612447916314574","0.101146317991334","3"
"3","2014","16-34 y.","(Married) couple without C. ","123","0.134584441589082","0.113260851782399","0.155908031395765","3"
"3","2014","16-34 y.","Single parent ","77","0.0902088200941432","0.0709043327970228","0.109513307391264","3"
"3","2014","16-34 y.","Couple + C. LE 16 ","209","0.132304854671375","0.116906898016419","0.14770281132633","3"
"3","2014","16-34 y.","Couple + C. GT 16 ","72","0.0586881698111085","0.0443202605948242","0.0730560790273928","3"
"3","2014","16-34 y.","Couple + C. LE and GT 16","51","0.0878067429877408","0.0669008306815353","0.108712655293946","3"
"3","2014","35-65 y.","1-pers.-HH","184","0.127486535081603","0.110774836136128","0.144198234027078","3"
"3","2014","35-65 y.","(Married) couple without C. ","475","0.12886675557091","0.118125842947189","0.13960766819463","3"
"3","2014","35-65 y.","Single parent ","181","0.116316332297827","0.100235914198426","0.132396750397228","3"
"3","2014","35-65 y.","Couple + C. LE 16 ","665","0.138342225140455","0.128732835117027","0.147951615163883","3"
"3","2014","35-65 y.","Couple + C. LE and GT 16","206","0.133864101450321","0.116723598013945","0.151004604886697","3"
"3","2014","66 and older","1-pers.-HH","165","0.113926831974199","0.0971939399920769","0.130659723956322","3"
"3","2014","66 and older","(Married) couple without C. ","406","0.12315627439412","0.111839256889586","0.134473291898654","3"
"3","2014","66 and older","Single parent ","10","","","","3"
"3","2014","66 and older","Couple + C. LE 16 ","","","","","3"
"3","2014","35-65 y.","Couple + C. GT 16 ","234","0.123831953819169","0.108870688642106","0.138793218996233","3"
"3","2014","66 and older","Couple + C. LE and GT 16","","","","","3"
"3","2014","66 and older","Couple + C. GT 16 ","21","","","","3"
"4","2014","35-65 y.","Couple + C. GT 16 ","188","0.098950266325272","0.0853877236495091","0.112512809001035","4"
"4","2014","35-65 y.","Couple + C. LE and GT 16","133","0.0683791298464602","0.0556739774170522","0.0810842822758683","4"
"4","2014","66 and older","1-pers.-HH","118","0.0919567445767405","0.0767383700876862","0.107175119065795","4"
"4","2014","66 and older","(Married) couple without C. ","301","0.0887137068435863","0.0789218422507272","0.0985055714364455","4"
"4","2014","66 and older","Single parent ","2","","","","4"
"4","2014","66 and older","Couple + C. LE 16 ","","","","","4"
"4","2014","16-34 y.","1-pers.-HH","65","0.0796662780950157","0.0598878499241258","0.0994447062659056","4"
"4","2014","35-65 y.","1-pers.-HH","137","0.0914284193504775","0.0769865784727364","0.105870260228219","4"
"4","2014","16-34 y.","(Married) couple without C. ","115","0.113972417586622","0.0941172277808808","0.133827607392363","4"
"4","2014","66 and older","Couple + C. GT 16 ","17","","","","4"
"4","2014","66 and older","Couple + C. LE and GT 16","","","","","4"
"4","2014","16-34 y.","Couple + C. LE and GT 16","51","0.0808150527761421","0.0606820133638524","0.100948092188432","4"
"4","2014","16-34 y.","Couple + C. GT 16 ","91","0.0965610151200572","0.0785058336160341","0.11461619662408","4"
"4","2014","35-65 y.","(Married) couple without C. ","370","0.110160302962785","0.100123465493434","0.120197140432136","4"
"4","2014","35-65 y.","Single parent ","143","0.076737751605698","0.0633873095361569","0.0900881936752391","4"
"4","2014","35-65 y.","Couple + C. LE 16 ","431","0.0959929295716005","0.0877940109952509","0.10419184814795","4"
"4","2014","16-34 y.","Couple + C. LE 16 ","158","0.0805701670290727","0.0682010685701149","0.0929392654880305","4"
