"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1","2013","(Married) couple without C. ","direct migration background","95","0.0838258702893746","0.0679735773124252","0.099678163266324","1"
"1","2013","(Married) couple without C. ","indirect migration background","12","","","","1"
"1","2013","Single parent ","no migration background","52","0.0546286952647523","0.0400622390564648","0.0691951514730399","1"
"1","2013","Single parent ","indirect migration background","8","","","","1"
"1","2013","Couple + C. LE 16 ","no migration background","136","0.0509017398196869","0.0420824264692184","0.0597210531701554","1"
"1","2013","Couple + C. LE 16 ","direct migration background","123","0.0710051631242937","0.0584752534366646","0.0835350728119229","1"
"1","2013","Couple + C. LE 16 ","indirect migration background","20","","","","1"
"1","2013","Couple + C. GT 16 ","no migration background","119","0.0486037937358159","0.0397616062402931","0.0574459812313387","1"
"1","2013","Couple + C. GT 16 ","direct migration background","56","0.0655647416246784","0.0475474763327646","0.0835820069165921","1"
"1","2013","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"1","2013","Couple + C. LE and GT 16","no migration background","37","0.0495823547666906","0.0338133886152241","0.0653513209181572","1"
"1","2013","Couple + C. LE and GT 16","direct migration background","41","0.0760312909002598","0.054329499032852","0.0977330827676676","1"
"1","2013","Couple + C. LE and GT 16","indirect migration background","6","","","","1"
"10 Very willing to take risks","2013","1-pers.-HH","no migration background","44","0.0152400534784708","0.0109687248826995","0.019511382074242","10"
"10 Very willing to take risks","2013","1-pers.-HH","direct migration background","19","","","","10"
"10 Very willing to take risks","2013","1-pers.-HH","indirect migration background","7","","","","10"
"10 Very willing to take risks","2013","(Married) couple without C. ","no migration background","78","0.0110512924108808","0.00861218204976863","0.013490402771993","10"
"10 Very willing to take risks","2013","(Married) couple without C. ","direct migration background","26","","","","10"
"10 Very willing to take risks","2013","(Married) couple without C. ","indirect migration background","9","","","","10"
"10 Very willing to take risks","2013","Single parent ","no migration background","17","","","","10"
"10 Very willing to take risks","2013","Single parent ","direct migration background","14","","","","10"
"10 Very willing to take risks","2013","Single parent ","indirect migration background","10","","","","10"
"10 Very willing to take risks","2013","Couple + C. LE 16 ","no migration background","23","","","","10"
"10 Very willing to take risks","2013","Couple + C. LE 16 ","direct migration background","41","0.0249834810481138","0.0173692020177213","0.0325977600785063","10"
"10 Very willing to take risks","2013","Couple + C. LE 16 ","indirect migration background","21","","","","10"
"10 Very willing to take risks","2013","Couple + C. GT 16 ","no migration background","15","","","","10"
"10 Very willing to take risks","2013","Couple + C. GT 16 ","direct migration background","23","","","","10"
"10 Very willing to take risks","2013","Couple + C. GT 16 ","indirect migration background","6","","","","10"
"10 Very willing to take risks","2013","Couple + C. LE and GT 16","no migration background","8","","","","10"
"10 Very willing to take risks","2013","Couple + C. LE and GT 16","direct migration background","19","","","","10"
"10 Very willing to take risks","2013","Couple + C. LE and GT 16","indirect migration background","15","","","","10"
"2","2013","1-pers.-HH","no migration background","367","0.113897445710817","0.102820920603858","0.124973970817775","2"
"2","2013","1-pers.-HH","direct migration background","58","0.120925632485777","0.0915430805225489","0.150308184449004","2"
"2","2013","1-pers.-HH","indirect migration background","5","","","","2"
"2","2013","(Married) couple without C. ","no migration background","913","0.130763467718056","0.122897534912469","0.138629400523644","2"
"2","2013","(Married) couple without C. ","direct migration background","163","0.134012817223601","0.114525908847473","0.153499725599729","2"
"2","2013","(Married) couple without C. ","indirect migration background","14","","","","2"
"2","2013","Single parent ","no migration background","94","0.106799014943857","0.087001963766897","0.126596066120818","2"
"2","2013","Single parent ","direct migration background","38","0.0993887264734488","0.0673986185894431","0.131378834357454","2"
"2","2013","Single parent ","indirect migration background","9","","","","2"
"2","2013","Couple + C. LE 16 ","no migration background","304","0.12731780717","0.113943062389218","0.140692551950782","2"
"2","2013","Couple + C. LE 16 ","direct migration background","203","0.130678716880377","0.114235419439293","0.147122014321461","2"
"2","2013","Couple + C. LE 16 ","indirect migration background","45","0.112163636461685","0.0827777542950002","0.14154951862837","2"
"2","2013","Couple + C. GT 16 ","no migration background","265","0.0993809382818533","0.0870792125213226","0.111682664042384","2"
"2","2013","Couple + C. GT 16 ","direct migration background","85","0.109416288114485","0.0866937180907026","0.132138858138267","2"
"2","2013","Couple + C. GT 16 ","indirect migration background","20","","","","2"
"2","2013","Couple + C. LE and GT 16","no migration background","78","0.106951666487259","0.0845018052196777","0.129401527754841","2"
"2","2013","Couple + C. LE and GT 16","direct migration background","86","0.114401722654115","0.0883398604862231","0.140463584822007","2"
"2","2013","Couple + C. LE and GT 16","indirect migration background","18","","","","2"
"3","2013","1-pers.-HH","indirect migration background","19","","","","3"
"3","2013","1-pers.-HH","no migration background","459","0.140254375944298","0.128147063591151","0.152361688297444","3"
"3","2013","(Married) couple without C. ","no migration background","1004","0.143570561977583","0.135389371090816","0.151751752864349","3"
"3","2013","1-pers.-HH","direct migration background","47","0.101785780673475","0.074536751141411","0.12903481020554","3"
"3","2013","(Married) couple without C. ","direct migration background","113","0.0833716644627857","0.0675584588565516","0.0991848700690198","3"
"3","2013","(Married) couple without C. ","indirect migration background","29","","","","3"
"3","2013","Single parent ","no migration background","106","0.119657194662683","0.0988536373550811","0.140460751970284","3"
"3","2013","Couple + C. LE 16 ","no migration background","358","0.161403456386133","0.146641435320183","0.176165477452083","3"
"3","2013","Single parent ","direct migration background","33","0.078703177313061","0.0499110090432471","0.107495345582875","3"
"3","2013","Single parent ","indirect migration background","21","","","","3"
"3","2013","Couple + C. LE 16 ","direct migration background","212","0.123564162377881","0.107509445384199","0.139618879371562","3"
"3","2013","Couple + C. LE 16 ","indirect migration background","60","0.180157594995257","0.144369572258742","0.215945617731771","3"
"3","2013","Couple + C. GT 16 ","no migration background","360","0.145582255065047","0.131080075495858","0.160084434634236","3"
"3","2013","Couple + C. GT 16 ","direct migration background","80","0.118585317045388","0.0950519164456027","0.142118717645173","3"
"3","2013","Couple + C. GT 16 ","indirect migration background","20","","","","3"
"3","2013","Couple + C. LE and GT 16","no migration background","99","0.152228496936839","0.126132746639644","0.178324247234033","3"
"3","2013","Couple + C. LE and GT 16","direct migration background","57","0.114058701876124","0.0880309015911859","0.140086502161062","3"
"3","2013","Couple + C. LE and GT 16","indirect migration background","11","","","","3"
"4","2013","1-pers.-HH","no migration background","282","0.0918427978216739","0.0817733045031419","0.101912291140206","4"
"4","2013","1-pers.-HH","direct migration background","26","","","","4"
"4","2013","1-pers.-HH","indirect migration background","14","","","","4"
"4","2013","Couple + C. LE 16 ","indirect migration background","41","0.0938335062449366","0.0666797946998005","0.120987217790073","4"
"4","2013","Couple + C. GT 16 ","no migration background","218","0.0961322783156171","0.0840114867275585","0.108253069903676","4"
"4","2013","Couple + C. GT 16 ","direct migration background","43","0.0519623016866886","0.0358062184738638","0.0681183848995134","4"
"4","2013","Couple + C. GT 16 ","indirect migration background","20","","","","4"
"4","2013","Couple + C. LE and GT 16","no migration background","61","0.0598443086385497","0.0426139737635068","0.0770746435135927","4"
"4","2013","Couple + C. LE and GT 16","direct migration background","35","0.0527233587241047","0.0344250593507648","0.0710216580974447","4"
"4","2013","(Married) couple without C. ","no migration background","720","0.106991786963438","0.0997800317124838","0.114203542214392","4"
"4","2013","(Married) couple without C. ","direct migration background","75","0.0668862553262783","0.0525956779081898","0.0811768327443669","4"
"4","2013","(Married) couple without C. ","indirect migration background","11","","","","4"
"4","2013","Single parent ","no migration background","88","0.100854999511073","0.081552841420706","0.120157157601439","4"
"4","2013","Single parent ","direct migration background","11","","","","4"
"4","2013","Single parent ","indirect migration background","12","","","","4"
"4","2013","Couple + C. LE 16 ","no migration background","230","0.0895741620929135","0.0781156946328322","0.101032629552995","4"
"4","2013","Couple + C. LE 16 ","direct migration background","105","0.0843373989372384","0.0707800689988044","0.0978947288756724","4"
"4","2013","Couple + C. LE and GT 16","indirect migration background","8","","","","4"
"5","2013","(Married) couple without C. ","indirect migration background","46","0.189592362611579","0.138145624844776","0.241039100378383","5"
"5","2013","1-pers.-HH","direct migration background","85","0.185636571268049","0.150597029264693","0.220676113271405","5"
"5","2013","(Married) couple without C. ","direct migration background","225","0.201581715853019","0.17863318707404","0.224530244631998","5"
"5","2013","1-pers.-HH","no migration background","637","0.19947606379676","0.185543305416904","0.213408822176617","5"
"5","2013","1-pers.-HH","indirect migration background","38","0.239341125233303","0.178022098721055","0.300660151745551","5"
"5","2013","(Married) couple without C. ","no migration background","1357","0.19522582602026","0.185977914151795","0.204473737888725","5"
"5","2013","Couple + C. LE 16 ","indirect migration background","91","0.186787735209213","0.15049477721311","0.223080693205316","5"
"5","2013","Single parent ","no migration background","177","0.165220570941001","0.141416007889605","0.189025133992397","5"
"5","2013","Single parent ","direct migration background","73","0.206665009971753","0.163369761776946","0.24996025816656","5"
"5","2013","Single parent ","indirect migration background","36","0.22812720512443","0.165415981536471","0.290838428712389","5"
"5","2013","Couple + C. LE 16 ","no migration background","482","0.194206143513408","0.17833324171309","0.210079045313726","5"
"5","2013","Couple + C. LE 16 ","direct migration background","308","0.189494861697291","0.170375520164142","0.20861420323044","5"
"5","2013","Couple + C. GT 16 ","no migration background","432","0.19162146195523","0.175437927026182","0.207804996884277","5"
"5","2013","Couple + C. GT 16 ","direct migration background","133","0.164419190411167","0.137438716793865","0.191399664028469","5"
"5","2013","Couple + C. GT 16 ","indirect migration background","44","0.208859054852087","0.158470526820149","0.259247582884026","5"
"5","2013","Couple + C. LE and GT 16","no migration background","131","0.179246390454551","0.151384279877156","0.207108501031947","5"
"5","2013","Couple + C. LE and GT 16","direct migration background","84","0.129373938351507","0.101894363378563","0.156853513324451","5"
"5","2013","Couple + C. LE and GT 16","indirect migration background","20","","","","5"
"6","2013","Couple + C. LE 16 ","direct migration background","114","0.0739803677856075","0.0612111390697569","0.086749596501458","6"
"6","2013","Couple + C. LE 16 ","indirect migration background","31","0.0666652631858406","0.0434371067762943","0.089893419595387","6"
"6","2013","Couple + C. GT 16 ","indirect migration background","36","0.130052911092339","0.0883578566544333","0.171747965530245","6"
"6","2013","Couple + C. LE and GT 16","no migration background","76","0.0967902193695279","0.0753122877998603","0.118268150939195","6"
"6","2013","1-pers.-HH","no migration background","309","0.100350682402335","0.0898745412292893","0.11082682357538","6"
"6","2013","(Married) couple without C. ","indirect migration background","20","","","","6"
"6","2013","Single parent ","no migration background","123","0.142465331726191","0.120061478142927","0.164869185309456","6"
"6","2013","Couple + C. GT 16 ","direct migration background","55","0.0941319633179478","0.0728760331722401","0.115387893463655","6"
"6","2013","Couple + C. LE and GT 16","direct migration background","50","0.0892210158628452","0.0658804778605526","0.112561553865138","6"
"6","2013","Couple + C. LE and GT 16","indirect migration background","23","","","","6"
"6","2013","Couple + C. LE 16 ","no migration background","248","0.104327097316697","0.0920615720573727","0.116592622576021","6"
"6","2013","1-pers.-HH","direct migration background","44","0.104096218828834","0.0765751255248926","0.131617312132776","6"
"6","2013","(Married) couple without C. ","direct migration background","101","0.092096492430217","0.0755557334084908","0.108637251451943","6"
"6","2013","Single parent ","direct migration background","22","","","","6"
"6","2013","Single parent ","indirect migration background","15","","","","6"
"6","2013","1-pers.-HH","indirect migration background","19","","","","6"
"6","2013","Couple + C. GT 16 ","no migration background","260","0.130445831021623","0.116597183864719","0.144294478178526","6"
"6","2013","(Married) couple without C. ","no migration background","743","0.0989925171466556","0.0920245929890735","0.105960441304238","6"
"7","2013","1-pers.-HH","no migration background","329","0.100562238272357","0.0900762933141202","0.111048183230594","7"
"7","2013","1-pers.-HH","direct migration background","55","0.129758600217644","0.0994751420887137","0.160042058346575","7"
"7","2013","1-pers.-HH","indirect migration background","34","0.173329403994534","0.118930019490576","0.227728788498492","7"
"7","2013","(Married) couple without C. ","no migration background","793","0.110131104043332","0.102827183462617","0.117435024624047","7"
"7","2013","(Married) couple without C. ","direct migration background","112","0.105268979609368","0.0877135890202039","0.122824370198532","7"
"7","2013","(Married) couple without C. ","indirect migration background","37","0.214446013353013","0.160576547851761","0.268315478854264","7"
"7","2013","Single parent ","no migration background","136","0.138760987286833","0.116602616600216","0.16091935797345","7"
"7","2013","Single parent ","direct migration background","39","0.121337230346823","0.0864242757539945","0.156250184939651","7"
"7","2013","Couple + C. LE 16 ","direct migration background","152","0.0960599636305401","0.0816839874066088","0.110435939854471","7"
"7","2013","Couple + C. LE 16 ","indirect migration background","49","0.0864782987987172","0.0603049537225205","0.112651643874914","7"
"7","2013","Couple + C. GT 16 ","no migration background","269","0.12424947383327","0.110685672812765","0.137813274853775","7"
"7","2013","Couple + C. GT 16 ","indirect migration background","32","0.129527179468026","0.0879039140228208","0.17115044491323","7"
"7","2013","Couple + C. LE and GT 16","no migration background","121","0.188447145312106","0.160039477052163","0.21685481357205","7"
"7","2013","Single parent ","indirect migration background","18","","","","7"
"7","2013","Couple + C. LE 16 ","no migration background","297","0.133271154307114","0.119634037000873","0.146908271613354","7"
"7","2013","Couple + C. GT 16 ","direct migration background","83","0.159865926696801","0.133189273563427","0.186542579830174","7"
"7","2013","Couple + C. LE and GT 16","indirect migration background","27","","","","7"
"7","2013","Couple + C. LE and GT 16","direct migration background","54","0.132726778063039","0.104947047787516","0.160506508338561","7"
"8","2013","1-pers.-HH","no migration background","252","0.078561277313416","0.0691804304319092","0.0879421241949229","8"
"8","2013","1-pers.-HH","direct migration background","44","0.0871002840387667","0.0616882842963481","0.112512283781185","8"
"8","2013","(Married) couple without C. ","indirect migration background","30","0.121491644572641","0.0786129245053119","0.164370364639969","8"
"8","2013","Single parent ","no migration background","71","0.0775389455296468","0.0603963629301654","0.0946815281291282","8"
"8","2013","Single parent ","direct migration background","40","0.140806888903054","0.103616065225661","0.177997712580446","8"
"8","2013","Single parent ","indirect migration background","22","","","","8"
"8","2013","Couple + C. LE 16 ","indirect migration background","32","0.0672898812904114","0.0439609709961275","0.0906187915846953","8"
"8","2013","Couple + C. GT 16 ","no migration background","188","0.0788179024642852","0.0677381742156923","0.0898976307128782","8"
"8","2013","Couple + C. GT 16 ","direct migration background","77","0.0941200502476459","0.0728653254301006","0.115374775065191","8"
"8","2013","Couple + C. GT 16 ","indirect migration background","33","0.138031270481443","0.0952737428781171","0.180788798084768","8"
"8","2013","Couple + C. LE and GT 16","no migration background","67","0.0952155266864471","0.0738944634620968","0.116536589910797","8"
"8","2013","Couple + C. LE and GT 16","direct migration background","56","0.112644864280992","0.0867582524402852","0.1385314761217","8"
"8","2013","Couple + C. LE and GT 16","indirect migration background","30","0.265041055798576","0.199462540034847","0.330619571562305","8"
"8","2013","1-pers.-HH","indirect migration background","25","","","","8"
"8","2013","(Married) couple without C. ","no migration background","532","0.0732523286099113","0.0671733655889717","0.079331291630851","8"
"8","2013","Couple + C. LE 16 ","no migration background","196","0.0757590642672778","0.0651415519788772","0.0863765765556785","8"
"8","2013","(Married) couple without C. ","direct migration background","107","0.0878007782143594","0.0716122236322056","0.103989332796513","8"
"8","2013","Couple + C. LE 16 ","direct migration background","132","0.0841791340986486","0.0706333602705891","0.0977249079267081","8"
"9","2013","1-pers.-HH","no migration background","62","0.0211479447994787","0.0161314870098211","0.0261644025891364","9"
"9","2013","1-pers.-HH","direct migration background","18","","","","9"
"9","2013","1-pers.-HH","indirect migration background","11","","","","9"
"9","2013","(Married) couple without C. ","no migration background","150","0.0229109726086696","0.0194201573674549","0.0264017878498844","9"
"9","2013","Couple + C. LE 16 ","direct migration background","43","0.0280261782970587","0.0199741452211514","0.036078211372966","9"
"9","2013","Couple + C. LE 16 ","indirect migration background","13","","","","9"
"9","2013","Couple + C. GT 16 ","no migration background","59","0.03700700972284","0.0292445834634811","0.044769435982199","9"
"9","2013","Couple + C. GT 16 ","direct migration background","25","","","","9"
"9","2013","Couple + C. GT 16 ","indirect migration background","17","","","","9"
"9","2013","Couple + C. LE and GT 16","no migration background","28","","","","9"
"9","2013","(Married) couple without C. ","indirect migration background","9","","","","9"
"9","2013","Single parent ","no migration background","26","","","","9"
"9","2013","Single parent ","direct migration background","14","","","","9"
"9","2013","Single parent ","indirect migration background","9","","","","9"
"9","2013","Couple + C. LE 16 ","no migration background","43","0.0204954079695126","0.0148102256949989","0.0261805902440263","9"
"9","2013","Couple + C. LE and GT 16","direct migration background","28","","","","9"
"9","2013","Couple + C. LE and GT 16","indirect migration background","8","","","","9"
"9","2013","(Married) couple without C. ","direct migration background","27","","","","9"
"0 Not at all Willing to take risks","2014","Couple + C. LE 16 ","indirect migration background","39","0.054173083564631","0.0355904066563318","0.0727557604729302","0"
"0 Not at all Willing to take risks","2014","Couple + C. GT 16 ","no migration background","125","0.0469056839741348","0.0381182641426738","0.0556931038055958","0"
"0 Not at all Willing to take risks","2014","Couple + C. GT 16 ","direct migration background","80","0.134709039509141","0.107253225657344","0.162164853360938","0"
"0 Not at all Willing to take risks","2014","Couple + C. GT 16 ","indirect migration background","14","","","","0"
"0 Not at all Willing to take risks","2014","Couple + C. LE and GT 16","no migration background","31","0.0235382797443968","0.0155968436682378","0.0314797158205559","0"
"0 Not at all Willing to take risks","2014","Couple + C. LE and GT 16","direct migration background","47","0.0592362428472674","0.0404255650278737","0.078046920666661","0"
"0 Not at all Willing to take risks","2014","Couple + C. LE and GT 16","indirect migration background","10","","","","0"
"0 Not at all Willing to take risks","2014","1-pers.-HH","no migration background","195","0.0625741168645833","0.0540193322178163","0.0711289015113504","0"
"0 Not at all Willing to take risks","2014","1-pers.-HH","direct migration background","42","0.0817487197057905","0.0548316483296959","0.108665791081885","0"
"0 Not at all Willing to take risks","2014","1-pers.-HH","indirect migration background","8","","","","0"
"0 Not at all Willing to take risks","2014","(Married) couple without C. ","no migration background","357","0.0546707411442231","0.0492474210842954","0.0600940612041507","0"
"0 Not at all Willing to take risks","2014","(Married) couple without C. ","direct migration background","108","0.108320058048144","0.0891057831035414","0.127534332992747","0"
"0 Not at all Willing to take risks","2014","(Married) couple without C. ","indirect migration background","10","","","","0"
"0 Not at all Willing to take risks","2014","Single parent ","no migration background","71","0.0518373580283268","0.041794483929576","0.0618802321270776","0"
"0 Not at all Willing to take risks","2014","Single parent ","direct migration background","29","","","","0"
"0 Not at all Willing to take risks","2014","Single parent ","indirect migration background","9","","","","0"
"0 Not at all Willing to take risks","2014","Couple + C. LE 16 ","no migration background","106","0.0242885315800386","0.0197776499011892","0.028799413258888","0"
"0 Not at all Willing to take risks","2014","Couple + C. LE 16 ","direct migration background","156","0.0697241782856845","0.0579225891773603","0.0815257673940086","0"
"1","2014","1-pers.-HH","no migration background","177","0.0559301789116529","0.0478136861015644","0.0640466717217415","1"
"1","2014","1-pers.-HH","indirect migration background","6","","","","1"
"1","2014","(Married) couple without C. ","no migration background","286","0.0419535688239697","0.037170860031494","0.0467362776164455","1"
"1","2014","(Married) couple without C. ","indirect migration background","5","","","","1"
"1","2014","Single parent ","no migration background","81","0.0509011452630555","0.0409444624888148","0.0608578280372962","1"
"1","2014","1-pers.-HH","direct migration background","33","0.07285503135177","0.0473215429399101","0.0983885197636298","1"
"1","2014","(Married) couple without C. ","direct migration background","72","0.070903233274867","0.0550350007964493","0.0867714657532848","1"
"1","2014","Single parent ","direct migration background","24","","","","1"
"1","2014","Couple + C. GT 16 ","direct migration background","37","0.0729192479695087","0.0520101767813488","0.0938283191576686","1"
"1","2014","Single parent ","indirect migration background","8","","","","1"
"1","2014","Couple + C. LE 16 ","no migration background","146","0.0287706909410125","0.023872495193655","0.0336688866883699","1"
"1","2014","Couple + C. LE 16 ","direct migration background","112","0.0802390692081299","0.0676505878609191","0.0928275505553407","1"
"1","2014","Couple + C. LE 16 ","indirect migration background","37","0.0687779631615022","0.0480019629686846","0.0895539633543197","1"
"1","2014","Couple + C. GT 16 ","no migration background","75","0.0439407007556374","0.0354223287163141","0.0524590727949606","1"
"1","2014","Couple + C. GT 16 ","indirect migration background","10","","","","1"
"1","2014","Couple + C. LE and GT 16","no migration background","50","0.036768523670923","0.0269105534391806","0.0466264939026654","1"
"1","2014","Couple + C. LE and GT 16","direct migration background","30","0.0477596585719215","0.0307664926243989","0.0647528245194441","1"
"1","2014","Couple + C. LE and GT 16","indirect migration background","6","","","","1"
"10 Very willing to take risks","2014","1-pers.-HH","no migration background","45","0.0167277730064474","0.0121977626376836","0.0212577833752111","10"
"10 Very willing to take risks","2014","1-pers.-HH","direct migration background","13","","","","10"
"10 Very willing to take risks","2014","1-pers.-HH","indirect migration background","5","","","","10"
"10 Very willing to take risks","2014","(Married) couple without C. ","no migration background","68","0.0118415272368101","0.00926097079065832","0.0144220836829619","10"
"10 Very willing to take risks","2014","(Married) couple without C. ","direct migration background","23","","","","10"
"10 Very willing to take risks","2014","(Married) couple without C. ","indirect migration background","4","","","","10"
"10 Very willing to take risks","2014","Single parent ","no migration background","39","0.0299397498480728","0.0222197266203222","0.0376597730758233","10"
"10 Very willing to take risks","2014","Single parent ","direct migration background","16","","","","10"
"10 Very willing to take risks","2014","Single parent ","indirect migration background","9","","","","10"
"10 Very willing to take risks","2014","Couple + C. LE 16 ","no migration background","62","0.0122080701769741","0.00899029018784803","0.0154258501661001","10"
"10 Very willing to take risks","2014","Couple + C. LE 16 ","direct migration background","43","0.0246015454444376","0.0174233521760468","0.0317797387128284","10"
"10 Very willing to take risks","2014","Couple + C. LE 16 ","indirect migration background","19","","","","10"
"10 Very willing to take risks","2014","Couple + C. GT 16 ","direct migration background","12","","","","10"
"10 Very willing to take risks","2014","Couple + C. GT 16 ","indirect migration background","8","","","","10"
"10 Very willing to take risks","2014","Couple + C. LE and GT 16","no migration background","16","","","","10"
"10 Very willing to take risks","2014","Couple + C. LE and GT 16","direct migration background","18","","","","10"
"10 Very willing to take risks","2014","Couple + C. LE and GT 16","indirect migration background","15","","","","10"
"10 Very willing to take risks","2014","Couple + C. GT 16 ","no migration background","34","0.0134379781998406","0.0086526705700631","0.018223285829618","10"
"2","2014","1-pers.-HH","no migration background","302","0.101217335287111","0.0905636947298022","0.111870975844419","2"
"2","2014","1-pers.-HH","direct migration background","40","0.105125833599439","0.0749928408765075","0.13525882632237","2"
"2","2014","Couple + C. GT 16 ","indirect migration background","16","","","","2"
"2","2014","Couple + C. LE and GT 16","no migration background","133","0.0751039326151186","0.0612981230428976","0.0889097421873396","2"
"2","2014","(Married) couple without C. ","indirect migration background","14","","","","2"
"2","2014","Single parent ","no migration background","173","0.0699620261211754","0.058406846557983","0.0815172056843678","2"
"2","2014","Single parent ","direct migration background","34","0.114645705803704","0.080580117183403","0.148711294424006","2"
"2","2014","1-pers.-HH","indirect migration background","10","","","","2"
"2","2014","(Married) couple without C. ","no migration background","683","0.0983841078151565","0.0912790198440491","0.105489195786264","2"
"2","2014","(Married) couple without C. ","direct migration background","102","0.0976618579678801","0.0793086405674217","0.116015075368338","2"
"2","2014","Couple + C. LE 16 ","indirect migration background","49","0.08291595462218","0.0602781511770466","0.105553758067313","2"
"2","2014","Couple + C. GT 16 ","no migration background","204","0.085660543125026","0.0740293345923714","0.0972917516576807","2"
"2","2014","Couple + C. GT 16 ","direct migration background","61","0.113034700334181","0.0875714360922417","0.138497964576121","2"
"2","2014","Couple + C. LE and GT 16","direct migration background","73","0.121615544405439","0.0955715694744944","0.147659519336384","2"
"2","2014","Couple + C. LE and GT 16","indirect migration background","10","","","","2"
"2","2014","Couple + C. LE 16 ","direct migration background","188","0.114076961835529","0.0993457019386496","0.128808221732409","2"
"2","2014","Single parent ","indirect migration background","19","","","","2"
"2","2014","Couple + C. LE 16 ","no migration background","453","0.0976520340985534","0.0889538665296811","0.106350201667426","2"
"3","2014","1-pers.-HH","no migration background","358","0.114945991393764","0.103679853865361","0.126212128922166","3"
"3","2014","1-pers.-HH","direct migration background","42","0.112063083695652","0.0810725614000696","0.143053605991235","3"
"3","2014","1-pers.-HH","indirect migration background","12","","","","3"
"3","2014","(Married) couple without C. ","no migration background","865","0.130258351011233","0.122228747032696","0.13828795498977","3"
"3","2014","(Married) couple without C. ","direct migration background","113","0.10380636068303","0.0849491274983723","0.122663593867687","3"
"3","2014","(Married) couple without C. ","indirect migration background","26","","","","3"
"3","2014","Single parent ","no migration background","201","0.0997375934461538","0.0861635520637302","0.113311634828577","3"
"3","2014","Single parent ","direct migration background","38","0.130775567221976","0.0947253636763166","0.166825770767635","3"
"3","2014","Single parent ","indirect migration background","29","","","","3"
"3","2014","Couple + C. LE 16 ","no migration background","619","0.144363255830204","0.134064775390346","0.154661736270063","3"
"3","2014","Couple + C. LE 16 ","indirect migration background","70","0.122030877760253","0.0951597959062655","0.148901959614241","3"
"3","2014","Couple + C. GT 16 ","no migration background","255","0.105533764780515","0.0927647205640438","0.118302808996987","3"
"3","2014","Couple + C. GT 16 ","direct migration background","55","0.0849805616543166","0.0625556971739364","0.107405426134697","3"
"3","2014","Couple + C. GT 16 ","indirect migration background","17","","","","3"
"3","2014","Couple + C. LE and GT 16","no migration background","178","0.133988874811104","0.116145369320668","0.15183238030154","3"
"3","2014","Couple + C. LE 16 ","direct migration background","185","0.115394096091713","0.100589054482536","0.130199137700889","3"
"3","2014","Couple + C. LE and GT 16","indirect migration background","16","","","","3"
"3","2014","Couple + C. LE and GT 16","direct migration background","63","0.0973744541304004","0.0737508186858499","0.120998089574951","3"
"4","2014","Couple + C. LE 16 ","direct migration background","112","0.0584810401896582","0.0476076493184377","0.0693544310608787","4"
"4","2014","Couple + C. LE 16 ","indirect migration background","45","0.0728655678721975","0.0515280845199695","0.0942030512244255","4"
"4","2014","Couple + C. GT 16 ","no migration background","232","0.0991489753890805","0.0867281257841757","0.111569824993985","4"
"4","2014","Couple + C. GT 16 ","direct migration background","49","0.0887246372258412","0.0658580264698451","0.111591247981837","4"
"4","2014","Couple + C. GT 16 ","indirect migration background","15","","","","4"
"4","2014","Couple + C. LE and GT 16","no migration background","138","0.087154326566941","0.0723793354082503","0.101929317725632","4"
"4","2014","1-pers.-HH","no migration background","284","0.0929571726114177","0.0827006865031418","0.103213658719694","4"
"4","2014","Single parent ","no migration background","175","0.0835927539894281","0.0710548845589132","0.0961306234199431","4"
"4","2014","1-pers.-HH","direct migration background","19","","","","4"
"4","2014","Couple + C. LE and GT 16","direct migration background","38","0.0462144541987492","0.0294848877538279","0.0629440206436706","4"
"4","2014","Couple + C. LE and GT 16","indirect migration background","8","","","","4"
"4","2014","(Married) couple without C. ","indirect migration background","17","","","","4"
"4","2014","(Married) couple without C. ","direct migration background","84","0.0962828544610906","0.0780457536136962","0.114519955308485","4"
"4","2014","Single parent ","direct migration background","22","","","","4"
"4","2014","Single parent ","indirect migration background","19","","","","4"
"4","2014","Couple + C. LE 16 ","no migration background","432","0.103847469360996","0.0949084674980974","0.112786471223896","4"
"4","2014","(Married) couple without C. ","no migration background","685","0.10388994515856","0.096611080600428","0.111168809716693","4"
"4","2014","1-pers.-HH","indirect migration background","17","","","","4"
"5","2014","Couple + C. LE 16 ","indirect migration background","117","0.199110722301134","0.166328059488158","0.231893385114109","5"
"5","2014","1-pers.-HH","no migration background","701","0.228307576767751","0.213481524497316","0.243133629038187","5"
"5","2014","1-pers.-HH","direct migration background","69","0.151988056992494","0.116717503836984","0.187258610148004","5"
"5","2014","1-pers.-HH","indirect migration background","25","","","","5"
"5","2014","(Married) couple without C. ","no migration background","1445","0.207601075234425","0.197925363019348","0.217276787449501","5"
"5","2014","(Married) couple without C. ","direct migration background","171","0.17334459891751","0.149941009460345","0.196748188374675","5"
"5","2014","(Married) couple without C. ","indirect migration background","45","0.167472921877891","0.116482810155651","0.218463033600131","5"
"5","2014","Single parent ","no migration background","435","0.22931183901079","0.210268295995634","0.248355382025947","5"
"5","2014","Single parent ","direct migration background","59","0.145915478880099","0.108168729272303","0.183662228487894","5"
"5","2014","Single parent ","indirect migration background","39","0.159284735825508","0.112497681203532","0.206071790447483","5"
"5","2014","Couple + C. LE 16 ","no migration background","903","0.208244139381723","0.196345915447232","0.220142363316214","5"
