"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"6","2007","(2c_voc) vocational maturity certificate","","","",""
"6","2007","(3a) lower tertiary education","","","",""
"6","2007","(3b) higher tertiary education","","","",""
"7","2007","(0) in school","","","",""
"7","2007","(1a) inadequately completed","","","",""
"7","2007","(1b) general elementary school","","","",""
"7","2007","(1c) basic vocational qualification","","","",""
"7","2007","(2b) intermediate general qualification","","","",""
"7","2007","(2a) intermediate vocational","","","",""
"7","2007","(2c_gen) general maturity certificate","","","",""
"7","2007","(2c_voc) vocational maturity certificate","","","",""
"7","2007","(3a) lower tertiary education","","","",""
"7","2007","(3b) higher tertiary education","","","",""
"8","2007","(0) in school","","","",""
"8","2007","(1a) inadequately completed","","","",""
"8","2007","(1b) general elementary school","","","",""
"8","2007","(1c) basic vocational qualification","","","",""
"8","2007","(2b) intermediate general qualification","","","",""
"8","2007","(2a) intermediate vocational","","","",""
"8","2007","(2c_gen) general maturity certificate","","","",""
"8","2007","(2c_voc) vocational maturity certificate","","","",""
"8","2007","(3a) lower tertiary education","","","",""
"8","2007","(3b) higher tertiary education","","","",""
"9","2007","(0) in school","","","",""
"9","2007","(1a) inadequately completed","","","",""
"9","2007","(1b) general elementary school","","","",""
"9","2007","(1c) basic vocational qualification","","","",""
"9","2007","(2b) intermediate general qualification","","","",""
"9","2007","(2a) intermediate vocational","","","",""
"9","2007","(2c_gen) general maturity certificate","","","",""
"9","2007","(2c_voc) vocational maturity certificate","","","",""
"9","2007","(3a) lower tertiary education","","","",""
"9","2007","(3b) higher tertiary education","","","",""
"10 Very willing to take risks","2007","(0) in school","","","",""
"10 Very willing to take risks","2007","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2007","(1b) general elementary school","","","",""
"10 Very willing to take risks","2007","(1c) basic vocational qualification","","","",""
"10 Very willing to take risks","2007","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2007","(2a) intermediate vocational","","","",""
"10 Very willing to take risks","2007","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2007","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2007","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2007","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2008","(0) in school","5","","",""
"0 Not at all Willing to take risks","2008","(1a) inadequately completed","28","","",""
"0 Not at all Willing to take risks","2008","(1b) general elementary school","172","0.120172455413171","0.104174632973593","0.13617027785275"
"0 Not at all Willing to take risks","2008","(1c) basic vocational qualification","341","0.0669426150764048","0.0601931097246374","0.0736921204281722"
"0 Not at all Willing to take risks","2008","(2b) intermediate general qualification","8","","",""
"0 Not at all Willing to take risks","2008","(2a) intermediate vocational","169","0.0379913930016594","0.0324953880029613","0.0434873980003574"
"0 Not at all Willing to take risks","2008","(2c_gen) general maturity certificate","15","","",""
"0 Not at all Willing to take risks","2008","(2c_voc) vocational maturity certificate","43","0.0273324107237519","0.0189313327232604","0.0357334887242434"
"0 Not at all Willing to take risks","2008","(3a) lower tertiary education","29","","",""
"0 Not at all Willing to take risks","2008","(3b) higher tertiary education","47","0.0181771036015009","0.0129940383647543","0.0233601688382475"
"1","2008","(0) in school","5","","",""
"1","2008","(1a) inadequately completed","22","","",""
"1","2008","(1b) general elementary school","159","0.106032390773377","0.0908849314029142","0.121179850143839"
"1","2008","(1c) basic vocational qualification","371","0.0697323727588639","0.0628539699142661","0.0766107756034617"
"1","2008","(2b) intermediate general qualification","22","","",""
"1","2008","(2a) intermediate vocational","211","0.0420135557343697","0.0362460314397667","0.0477810800289726"
"1","2008","(2c_gen) general maturity certificate","19","","",""
"1","2008","(2c_voc) vocational maturity certificate","70","0.0458107830338535","0.0350383219156306","0.0565832441520764"
"1","2008","(3a) lower tertiary education","59","0.0330733424447774","0.0244289794595822","0.0417177054299726"
"1","2008","(3b) higher tertiary education","92","0.0358829269272605","0.0286665938025211","0.043099260052"
"2","2008","(0) in school","14","","",""
"2","2008","(1a) inadequately completed","23","","",""
"2","2008","(1b) general elementary school","244","0.150465435424847","0.132875326551753","0.168055544297941"
"2","2008","(1c) basic vocational qualification","734","0.138949980739879","0.1296086259381","0.148291335541657"
"2","2008","(2b) intermediate general qualification","45","0.103451904171615","0.0763199265073531","0.130583881835877"
"2","2008","(2a) intermediate vocational","575","0.118693652891976","0.109395595378958","0.127991710404995"
"2","2008","(2c_gen) general maturity certificate","79","0.100646891356554","0.0789258996421437","0.122367883070965"
"2","2008","(2c_voc) vocational maturity certificate","174","0.119417896032376","0.10270955001369","0.136126242051061"
"2","2008","(3a) lower tertiary education","170","0.10283609336258","0.08815339536535","0.11751879135981"
"2","2008","(3b) higher tertiary education","272","0.106190397804886","0.0942375087667764","0.118143286842996"
"3","2008","(0) in school","49","0.174144871039668","0.134750844677323","0.213538897402013"
"3","2008","(1a) inadequately completed","27","","",""
"3","2008","(1b) general elementary school","216","0.114560195459266","0.0988906636119298","0.130229727306601"
"3","2008","(1c) basic vocational qualification","777","0.145817702121137","0.136286518415155","0.155348885827119"
"3","2008","(2b) intermediate general qualification","65","0.132198256500631","0.102023169348415","0.162373343652847"
"3","2008","(2a) intermediate vocational","731","0.152733157882177","0.14239146105002","0.163074854714333"
"3","2008","(2c_gen) general maturity certificate","106","0.124579543793879","0.100737358408666","0.148421729179092"
"3","2008","(2c_voc) vocational maturity certificate","232","0.161232649024128","0.14228474925274","0.180180548795516"
"3","2008","(3a) lower tertiary education","273","0.191036966604011","0.172034051445075","0.210039881762946"
"3","2008","(3b) higher tertiary education","388","0.143687918602299","0.130078677172218","0.157297160032379"
"4","2008","(0) in school","44","0.139273409596549","0.103307602893","0.175239216300097"
"4","2008","(1a) inadequately completed","19","","",""
"4","2008","(1b) general elementary school","140","0.0848303415095864","0.0711219644387702","0.0985387185804026"
"4","2008","(1c) basic vocational qualification","570","0.109167767978861","0.100745838346963","0.117589697610758"
"4","2008","(2b) intermediate general qualification","39","0.0755882474102956","0.0520385529263512","0.0991379418942401"
"4","2008","(2a) intermediate vocational","559","0.121277099028336","0.111892182725501","0.130662015331171"
"4","2008","(2c_gen) general maturity certificate","87","0.0935010000005322","0.0724822860586325","0.114519713942432"
"4","2008","(2c_voc) vocational maturity certificate","198","0.144015190058514","0.125924671941275","0.162105708175753"
"4","2008","(3a) lower tertiary education","194","0.111725597190539","0.0964974487896081","0.126953745591471"
"4","2008","(3b) higher tertiary education","302","0.117899240111009","0.10538736625855","0.130411113963467"
"5","2008","(0) in school","70","0.193471448769486","0.152437679985528","0.234505217553444"
"5","2008","(1a) inadequately completed","35","0.191571044528844","0.135613692588913","0.247528396468775"
"5","2008","(1b) general elementary school","270","0.168884206087443","0.150451677605548","0.187316734569338"
"5","2008","(1c) basic vocational qualification","1059","0.204209763408211","0.193322869614736","0.215096657201687"
"5","2008","(2b) intermediate general qualification","110","0.246259540716545","0.207877076230284","0.284642005202805"
"5","2008","(2a) intermediate vocational","989","0.210033413985626","0.198323233517991","0.22174359445326"
"5","2008","(2c_gen) general maturity certificate","139","0.20892968031255","0.179578743856461","0.238280616768639"
"5","2008","(2c_voc) vocational maturity certificate","260","0.183734723037199","0.163780946408843","0.203688499665554"
"5","2008","(3a) lower tertiary education","329","0.193206568219261","0.174121693885614","0.212291442552908"
"5","2008","(3b) higher tertiary education","484","0.205660452864969","0.189979001972621","0.221341903757317"
"6","2008","(0) in school","43","0.105404825801724","0.073506593610632","0.137303057992817"
"6","2008","(1a) inadequately completed","10","","",""
"6","2008","(1b) general elementary school","128","0.0889813174801493","0.07497342869144","0.102989206268859"
"6","2008","(1c) basic vocational qualification","467","0.0842697811942275","0.0767676243763653","0.0917719380120897"
"6","2008","(2b) intermediate general qualification","56","0.1218760961257","0.092731195606742","0.151020996644658"
"6","2008","(2a) intermediate vocational","485","0.116703909153932","0.107473713916932","0.125934104390933"
"6","2008","(2c_gen) general maturity certificate","94","0.116071158860746","0.0929459768532719","0.13919634086822"
"6","2008","(2c_voc) vocational maturity certificate","171","0.121168772197858","0.104355125427724","0.137982418967992"
"6","2008","(3a) lower tertiary education","213","0.1109694955806","0.0957865050295529","0.126152486131647"
"6","2008","(3b) higher tertiary education","309","0.112099515232141","0.0998592234717425","0.12433980699254"
"7","2008","(0) in school","57","0.140615999708221","0.10450545052602","0.176726548890422"
"7","2008","(1a) inadequately completed","12","","",""
"7","2008","(1b) general elementary school","106","0.0698400243633828","0.0573002234136963","0.0823798253130693"
"7","2008","(1c) basic vocational qualification","446","0.0838294474086089","0.0763451179320381","0.0913137768851797"
"7","2008","(2b) intermediate general qualification","64","0.107733217656436","0.0801116967406409","0.13535473857223"
"7","2008","(2a) intermediate vocational","485","0.1054099219078","0.096581810286606","0.114238033528993"
"7","2008","(2c_gen) general maturity certificate","111","0.155416328677583","0.129259564899046","0.18157309245612"
"7","2008","(2c_voc) vocational maturity certificate","155","0.104134058160233","0.088396703389597","0.119871412930869"
