"plh0204_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"8","2012","college entrance qualification","Male","418","0.1234495275908","0.112867295373627","0.134031759807973"
"8","2012","college entrance qualification","Female","273","0.0716252300085806","0.0637407201623251","0.079509739854836"
"8","2012","Other degree","Male","85","0.109059946782075","0.0877506526130174","0.130369240951132"
"8","2012","Other degree","Female","72","0.0621448844438299","0.047465397214691","0.0768243716729689"
"8","2012","no degree/no degree yet","Male","68","0.186527497156083","0.149095388240512","0.223959606071654"
"8","2012","no degree/no degree yet","Female","44","0.0808696280308425","0.0566308211908313","0.105108434870854"
"9","2012","lower secondary degree","Male","133","0.0329200798450067","0.0273086943742411","0.0385314653157723"
"9","2012","lower secondary degree","Female","59","0.00977884110765991","0.00674485588225787","0.0128128263330619"
"9","2012","secondary school degree","Male","115","0.0314121546305493","0.0255334768004158","0.0372908324606828"
"9","2012","secondary school degree","Female","78","0.0164776377641781","0.0129765856154142","0.0199786899129419"
"9","2012","college entrance qualification","Male","91","0.0238808543413142","0.0189692830448242","0.0287924256378043"
"9","2012","college entrance qualification","Female","54","0.0123493264158212","0.00897254197918575","0.0157261108524567"
"9","2012","Other degree","Male","32","0.0438633103216806","0.0298634766411895","0.0578631440021718"
"9","2012","Other degree","Female","24","","",""
"9","2012","no degree/no degree yet","Male","19","","",""
"9","2012","no degree/no degree yet","Female","11","","",""
"10 Very willing to take risks","2012","lower secondary degree","Male","95","0.0188076958376649","0.0145354784489491","0.0230799132263807"
"10 Very willing to take risks","2012","lower secondary degree","Female","52","0.00902258711558814","0.00610716740454898","0.0119380068266273"
"10 Very willing to take risks","2012","secondary school degree","Male","56","0.0125180622792219","0.00877096969729172","0.0162651548611521"
"10 Very willing to take risks","2012","secondary school degree","Female","53","0.00824336252375251","0.00575671778964082","0.0107300072578642"
"10 Very willing to take risks","2012","college entrance qualification","Male","39","0.0126263298490779","0.0090344364136654","0.0162182232844904"
"10 Very willing to take risks","2012","college entrance qualification","Female","26","","",""
"10 Very willing to take risks","2012","Other degree","Male","19","","",""
"10 Very willing to take risks","2012","Other degree","Female","23","","",""
"10 Very willing to take risks","2012","no degree/no degree yet","Male","14","","",""
"10 Very willing to take risks","2012","no degree/no degree yet","Female","14","","",""
"0 Not at all Willing to take risks","2013","lower secondary degree","Male","178","0.0538311653456788","0.0460044084348159","0.0616579222565417"
"0 Not at all Willing to take risks","2013","lower secondary degree","Female","342","0.115555448915033","0.10461650248064","0.126494395349425"
"0 Not at all Willing to take risks","2013","secondary school degree","Male","61","0.0225441242903019","0.0168708277744374","0.0282174208061664"
"0 Not at all Willing to take risks","2013","secondary school degree","Female","201","0.0639768614400784","0.0559619138243375","0.0719918090558193"
"0 Not at all Willing to take risks","2013","college entrance qualification","Male","54","0.0193152275161104","0.0144324104213322","0.0241980446108887"
"0 Not at all Willing to take risks","2013","college entrance qualification","Female","88","0.0272938557979455","0.0214574501515204","0.0331302614443707"
"0 Not at all Willing to take risks","2013","Other degree","Male","152","0.0915750772194558","0.0773623304395381","0.105787823999374"
"0 Not at all Willing to take risks","2013","Other degree","Female","245","0.122520617586613","0.10792635232629","0.137114882846937"
"0 Not at all Willing to take risks","2013","no degree/no degree yet","Male","31","0.0424307354998504","0.0241686427815455","0.0606928282181553"
"0 Not at all Willing to take risks","2013","no degree/no degree yet","Female","61","0.109473594061473","0.0825072193141601","0.136439968808785"
"1","2013","lower secondary degree","Male","134","0.0454221832267265","0.0382008014385182","0.0526435650149348"
"1","2013","lower secondary degree","Female","333","0.101045549266069","0.0907328485622262","0.111358249969911"
"1","2013","secondary school degree","Male","102","0.0386486884641175","0.031281892207522","0.0460154847207129"
"1","2013","secondary school degree","Female","257","0.0720066078629674","0.0635400954666002","0.0804731202593347"
"1","2013","college entrance qualification","Male","80","0.0214617399963695","0.0163203896800513","0.0266030903126876"
"1","2013","college entrance qualification","Female","198","0.0552140330922358","0.0470328964639328","0.0633951697205388"
"1","2013","Other degree","Male","100","0.0583293819582449","0.0467805503573692","0.0698782135591205"
"1","2013","Other degree","Female","171","0.0986507212203471","0.085378125179404","0.11192331726129"
"1","2013","no degree/no degree yet","Male","22","","",""
"1","2013","no degree/no degree yet","Female","43","0.105979092159515","0.0793945973531052","0.132563586965926"
"2","2013","lower secondary degree","Male","348","0.111196864459738","0.100294274101065","0.122099454818411"
"2","2013","lower secondary degree","Female","450","0.13220937698293","0.120619373094279","0.14379938087158"
"2","2013","secondary school degree","Male","233","0.0857106226346502","0.0750119628130977","0.0964092824562027"
"2","2013","secondary school degree","Female","504","0.135554214151849","0.124342517906586","0.146765910397111"
"2","2013","college entrance qualification","Male","273","0.0884626291655455","0.0783881410951595","0.0985371172359314"
"2","2013","college entrance qualification","Female","415","0.148413778065252","0.135679520887477","0.161148035243026"
"2","2013","Other degree","Male","205","0.122797043815112","0.106624108459327","0.138969979170897"
"2","2013","Other degree","Female","282","0.134566871861671","0.119377317840747","0.149756425882594"
"2","2013","no degree/no degree yet","Male","39","0.0804341017938502","0.0557943288594784","0.105073874728222"
"2","2013","no degree/no degree yet","Female","49","0.115543704614538","0.0879343783294247","0.143153030899651"
"3","2013","lower secondary degree","Male","371","0.127147085036573","0.115593829680833","0.138700340392314"
"3","2013","lower secondary degree","Female","442","0.128216044229058","0.116776187150769","0.139655901307346"
"3","2013","secondary school degree","Male","334","0.130603735588407","0.117725484118598","0.143481987058217"
"3","2013","secondary school degree","Female","527","0.147291210052875","0.135683816343235","0.158898603762515"
"3","2013","college entrance qualification","Male","414","0.140005309483083","0.127694801777062","0.152315817189103"
"3","2013","college entrance qualification","Female","539","0.186374064918723","0.172425570801302","0.200322559036144"
"3","2013","Other degree","Male","179","0.100175457445553","0.085380816292275","0.114970098598831"
"3","2013","Other degree","Female","239","0.124566357442098","0.109867919429826","0.13926479545437"
"3","2013","no degree/no degree yet","Male","34","0.0768119607403384","0.0526859967817018","0.100937924698975"
"3","2013","no degree/no degree yet","Female","55","0.105257710858875","0.0787531618369823","0.131762259880768"
"4","2013","lower secondary degree","Male","258","0.0876725714821043","0.0778644039933587","0.0974807389708499"
"4","2013","lower secondary degree","Female","267","0.0869902238347001","0.0773470962253319","0.0966333514440684"
"4","2013","secondary school degree","Male","225","0.0866868994582241","0.0759332272249521","0.0974405716914961"
"4","2013","secondary school degree","Female","357","0.104998108856391","0.0949577636374141","0.115038454075369"
"4","2013","college entrance qualification","Male","328","0.103586000334962","0.0927751296180548","0.114396871051869"
"4","2013","college entrance qualification","Female","314","0.100767162200585","0.0899847039301879","0.111549620470982"
"4","2013","Other degree","Male","86","0.049789024883083","0.0390708291701727","0.0605072205959933"
"4","2013","Other degree","Female","139","0.0738812906948862","0.0622384286293868","0.0855241527603855"
"4","2013","no degree/no degree yet","Male","23","","",""
"4","2013","no degree/no degree yet","Female","31","0.057520542190363","0.0374114757695144","0.0776296086112116"
"5","2013","lower secondary degree","Male","639","0.198575681435203","0.184740816482071","0.212410546388336"
"5","2013","lower secondary degree","Female","683","0.219704134296791","0.205536617263961","0.233871651329621"
"5","2013","secondary school degree","Male","516","0.203895312839019","0.188497503832367","0.219293121845672"
"5","2013","secondary school degree","Female","739","0.204425560873493","0.191217047502759","0.217634074244227"
"5","2013","college entrance qualification","Male","522","0.173657808725684","0.160218313775718","0.187097303675651"
"5","2013","college entrance qualification","Female","531","0.175120082007188","0.161506088651192","0.188734075363185"
"5","2013","Other degree","Male","296","0.17301949679499","0.154379749974431","0.191659243615549"
"5","2013","Other degree","Female","351","0.164271989570706","0.147779985846925","0.180763993294486"
"5","2013","no degree/no degree yet","Male","96","0.228652309891453","0.190603764984191","0.266700854798715"
"5","2013","no degree/no degree yet","Female","85","0.142731525959546","0.11252068202389","0.172942369895202"
"6","2013","lower secondary degree","Male","333","0.0985901968305176","0.0882516704470651","0.10892872321397"
"6","2013","lower secondary degree","Female","247","0.0713917000658188","0.0625815132323974","0.0802018868992402"
"6","2013","secondary school degree","Male","307","0.124194065165188","0.111589595421794","0.136798534908582"
"6","2013","secondary school degree","Female","327","0.0914695371385168","0.0820277562420744","0.100911318034959"
"6","2013","college entrance qualification","Male","407","0.137320248868581","0.125109341984512","0.149531155752649"
"6","2013","college entrance qualification","Female","314","0.111955309227126","0.100660940786693","0.123249677667559"
"6","2013","Other degree","Male","144","0.103778630953587","0.0887504482112942","0.11880681369588"
"6","2013","Other degree","Female","136","0.0935117753145849","0.0805527176901223","0.106470832939047"
"6","2013","no degree/no degree yet","Male","44","0.10035803851428","0.0731350312768553","0.127581045751704"
"6","2013","no degree/no degree yet","Female","52","0.128566076547382","0.0996576201229452","0.157474532971819"
"7","2013","lower secondary degree","Male","404","0.123435537277648","0.112027979664157","0.134843094891138"
"7","2013","lower secondary degree","Female","262","0.0730293313465493","0.0641265309978032","0.0819321316952955"
"7","2013","secondary school degree","Male","409","0.142835846622018","0.129463093603354","0.156208599640682"
"7","2013","secondary school degree","Female","334","0.0922542272037243","0.0827761294030703","0.101732325004378"
"7","2013","college entrance qualification","Male","502","0.174133402487409","0.16067939019886","0.187587414775957"
"7","2013","college entrance qualification","Female","317","0.106980525022292","0.0959090618305994","0.118051988213985"
"7","2013","Other degree","Male","152","0.114137698442974","0.0984686538304913","0.129806743055458"
"7","2013","Other degree","Female","158","0.0896167253436837","0.0769032039879773","0.10233024669939"
"7","2013","no degree/no degree yet","Male","63","0.14240681245319","0.110745332699723","0.174068292206656"
"7","2013","no degree/no degree yet","Female","56","0.0939401773256926","0.0687431909706028","0.119137163680782"
"8","2013","lower secondary degree","Male","326","0.0931033392656105","0.0830260861894528","0.103180592341768"
"8","2013","lower secondary degree","Female","172","0.0513287830351086","0.0437781507326446","0.0588794153375726"
"8","2013","secondary school degree","Male","305","0.109555588847061","0.097618707095013","0.121492470599109"
"8","2013","secondary school degree","Female","225","0.0610453001827199","0.0532038864777858","0.0688867138876539"
"8","2013","college entrance qualification","Male","329","0.0936687436846141","0.0833316928296533","0.104005794539575"
"8","2013","college entrance qualification","Female","209","0.0700519350772488","0.0609095058140293","0.0791943643404683"
"8","2013","Other degree","Male","154","0.119495848746428","0.103511793774461","0.135479903718395"
"8","2013","Other degree","Female","132","0.0514650867008237","0.0416308150340645","0.0612993583675828"
"8","2013","no degree/no degree yet","Male","60","0.114321921070134","0.0854930345096897","0.143150807630578"
"8","2013","no degree/no degree yet","Female","40","0.0698335887729829","0.047821716529195","0.0918454610167707"
"9","2013","lower secondary degree","Male","111","0.0341872348582607","0.0278855149904642","0.0404889547260572"
"9","2013","lower secondary degree","Female","55","0.0140108162889738","0.00998908758769367","0.0180325449902539"
"9","2013","secondary school degree","Male","89","0.0401094405650178","0.0326104228545781","0.0476084582754575"
"9","2013","secondary school degree","Female","66","0.0158032358672715","0.0117185382881177","0.0198879334464252"
"9","2013","college entrance qualification","Male","107","0.0384525346873715","0.0316306609599976","0.0452744084147453"
"9","2013","college entrance qualification","Female","41","0.0106087195259686","0.00693895907347872","0.0142784799784584"
"9","2013","Other degree","Male","51","0.0367843565482456","0.0275088380292056","0.0460598750672856"
"9","2013","Other degree","Female","37","0.0212532978219712","0.0148337046513491","0.0276728909925934"
"9","2013","no degree/no degree yet","Male","28","","",""
"9","2013","no degree/no degree yet","Female","23","","",""
"10 Very willing to take risks","2013","lower secondary degree","Male","92","0.0268381407819396","0.0212334792795914","0.0324428022842878"
"10 Very willing to take risks","2013","lower secondary degree","Female","28","","",""
"10 Very willing to take risks","2013","secondary school degree","Male","49","0.0152156755259944","0.0105373934984098","0.0198939575535789"
"10 Very willing to take risks","2013","secondary school degree","Female","44","0.011175136370114","0.00773217590899243","0.0146180968312356"
"10 Very willing to take risks","2013","college entrance qualification","Male","36","0.00993635505027059","0.00641750359510375","0.0134552065054374"
"10 Very willing to take risks","2013","college entrance qualification","Female","28","","",""
"10 Very willing to take risks","2013","Other degree","Male","63","0.0301179831923256","0.0216959441924079","0.0385400221922433"
"10 Very willing to take risks","2013","Other degree","Female","49","0.0256952664426159","0.0186526642849142","0.0327378686003177"
"10 Very willing to take risks","2013","no degree/no degree yet","Male","28","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","Female","20","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","Male","183","0.0564544376373824","0.0486725585936156","0.0642363166811491"
"0 Not at all Willing to take risks","2014","lower secondary degree","Female","359","0.107212818171757","0.0969762652503863","0.117449371093128"
"0 Not at all Willing to take risks","2014","secondary school degree","Male","76","0.0259237834901577","0.02028701300953","0.0315605539707854"
"0 Not at all Willing to take risks","2014","secondary school degree","Female","216","0.0544122159178512","0.0477700729864532","0.0610543588492492"
"0 Not at all Willing to take risks","2014","college entrance qualification","Male","67","0.0185525983433512","0.0141249659705961","0.0229802307161062"
"0 Not at all Willing to take risks","2014","college entrance qualification","Female","113","0.0308133705795178","0.0253439827808009","0.0362827583782347"
"0 Not at all Willing to take risks","2014","Other degree","Male","122","0.0700587520159367","0.0570854191600568","0.0830320848718166"
"0 Not at all Willing to take risks","2014","Other degree","Female","249","0.142844744355423","0.126643776228399","0.159045712482447"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","Male","27","","",""
"0 Not at all Willing to take risks","2014","no degree/no degree yet","Female","51","0.112844906593384","0.0862322069734833","0.139457606213286"
"1","2014","lower secondary degree","Male","114","0.0378285378468175","0.0313958865662813","0.0442611891273537"
"1","2014","lower secondary degree","Female","275","0.0902653408554147","0.0807839010860834","0.0997467806247459"
"1","2014","secondary school degree","Male","80","0.0246626022686668","0.0191610964468475","0.0301641080904862"
"1","2014","secondary school degree","Female","219","0.0565729681924868","0.0498079693817164","0.0633379670032571"
"1","2014","college entrance qualification","Male","69","0.0136449702294178","0.00983835837116934","0.0174515820876662"
"1","2014","college entrance qualification","Female","158","0.041166120802184","0.0348781999801674","0.0474540416242007"
"1","2014","Other degree","Male","94","0.0627866474273303","0.050457146788482","0.0751161480661787"
"1","2014","Other degree","Female","129","0.0843140819619624","0.0714493004773879","0.0971788634465369"
"1","2014","no degree/no degree yet","Male","19","","",""
"1","2014","no degree/no degree yet","Female","31","0.0463922584563345","0.0287011185148635","0.0640833983978054"
"2","2014","lower secondary degree","Male","288","0.0943584839527585","0.0845019860483207","0.104214981857196"
"2","2014","lower secondary degree","Female","443","0.132372554284679","0.121159549116901","0.143585559452456"
"2","2014","secondary school degree","Male","201","0.0598107358080101","0.0513990720266201","0.0682223995894"
"2","2014","secondary school degree","Female","518","0.110330846737209","0.101156570215121","0.119505123259297"
"2","2014","college entrance qualification","Male","240","0.0580526951992588","0.0503797841100512","0.0657256062884664"
"2","2014","college entrance qualification","Female","442","0.11242855368172","0.10243073215238","0.122426375211059"
"2","2014","Other degree","Male","142","0.0937626321528066","0.078946716905334","0.108578547400279"
"2","2014","Other degree","Female","211","0.114632830588074","0.0998827190827359","0.129382942093413"
"2","2014","no degree/no degree yet","Male","28","","",""
"2","2014","no degree/no degree yet","Female","61","0.122128747515125","0.0945882017969961","0.149669293233254"
"3","2014","lower secondary degree","Male","351","0.112784847719306","0.102119037569356","0.123450657869257"
"3","2014","lower secondary degree","Female","422","0.113131840358116","0.102651428146656","0.123612252569576"
"3","2014","secondary school degree","Male","312","0.105807850214095","0.0948969882722062","0.116718712155985"
"3","2014","secondary school degree","Female","601","0.129107289168106","0.119288299725825","0.138926278610388"
"3","2014","college entrance qualification","Male","428","0.121232411023026","0.110522593908338","0.131942228137714"
"3","2014","college entrance qualification","Female","578","0.153711520330738","0.142296470007585","0.165126570653891"
"3","2014","Other degree","Male","151","0.103727776730142","0.0882303315024757","0.119225221957809"
"3","2014","Other degree","Female","219","0.122655556155684","0.107467305129095","0.137843807182273"
"3","2014","no degree/no degree yet","Male","33","0.0674476673701877","0.0444034233021428","0.0904919114382326"
"3","2014","no degree/no degree yet","Female","43","0.0822595641104668","0.0591494914051523","0.105369636815781"
"4","2014","lower secondary degree","Male","252","0.0734737187896386","0.0646764294222811","0.0822710081569962"
"4","2014","lower secondary degree","Female","315","0.0984851127784208","0.0886262198135517","0.10834400574329"
"4","2014","secondary school degree","Male","250","0.0831184850491553","0.0733260633650489","0.0929109067332618"
"4","2014","secondary school degree","Female","450","0.0963899504877176","0.0877479260759814","0.105031974899454"
"4","2014","college entrance qualification","Male","366","0.10607076790772","0.0959669596883519","0.116174576127088"
"4","2014","college entrance qualification","Female","448","0.117847149140356","0.107642528406467","0.128051769874245"
"4","2014","Other degree","Male","105","0.0825330286084856","0.0685467647500051","0.0965192924669662"
"4","2014","Other degree","Female","120","0.0761036095972462","0.0638265786251981","0.0883806405692942"
"4","2014","no degree/no degree yet","Male","31","0.0640634409964098","0.0415640517326923","0.0865628302601273"
"4","2014","no degree/no degree yet","Female","46","0.0893900314866298","0.0653929226354389","0.113387140337821"
"5","2014","lower secondary degree","Male","707","0.212823385590713","0.199022728634691","0.226624042546735"
"5","2014","lower secondary degree","Female","725","0.197780673053365","0.184601295712616","0.210960050394113"
"5","2014","secondary school degree","Male","628","0.216467168239265","0.201858544404354","0.231075792074176"
"5","2014","secondary school degree","Female","1084","0.254215223465255","0.241465034591457","0.266965412339054"
"5","2014","college entrance qualification","Male","630","0.176544348192163","0.164033617228741","0.189055079155584"
"5","2014","college entrance qualification","Female","763","0.191059079217674","0.178616579212707","0.203501579222641"
"5","2014","Other degree","Male","258","0.176717489696932","0.157330658971729","0.196104320422136"
"5","2014","Other degree","Female","323","0.17851669162307","0.160786318508023","0.196247064738117"
"5","2014","no degree/no degree yet","Male","91","0.219960834065077","0.181900440376533","0.258021227753621"
"5","2014","no degree/no degree yet","Female","92","0.147827247764522","0.117974160960432","0.177680334568613"
"6","2014","lower secondary degree","Male","397","0.119427964680717","0.108493703201734","0.1303622261597"
"6","2014","lower secondary degree","Female","307","0.0893573316999447","0.0799189942531619","0.0987956691467275"
"6","2014","secondary school degree","Male","432","0.132382949754926","0.120361281067131","0.144404618442721"
"6","2014","secondary school degree","Female","472","0.102806011780794","0.0939127409709313","0.111699282590657"
"6","2014","college entrance qualification","Male","583","0.164754033366325","0.152582062913688","0.176926003818962"
"6","2014","college entrance qualification","Female","540","0.143682043882524","0.132580479526062","0.154783608238985"
"6","2014","Other degree","Male","169","0.117812054945308","0.101426240526369","0.134197869364247"
"6","2014","Other degree","Female","145","0.0682418647350339","0.056566885204441","0.0799168442656268"
"6","2014","no degree/no degree yet","Male","44","0.0933476760247942","0.0666167171735461","0.120078634876042"
"6","2014","no degree/no degree yet","Female","65","0.127526504316761","0.0994705836277033","0.155582425005818"
"7","2014","lower secondary degree","Male","459","0.126369878034591","0.115166742807385","0.137573013261797"
"7","2014","lower secondary degree","Female","323","0.0860012256175499","0.0767247814750895","0.0952776697600103"
"7","2014","secondary school degree","Male","533","0.177812201809314","0.164249351067814","0.191375052550813"
"7","2014","secondary school degree","Female","452","0.0966586553894503","0.0880058805533507","0.10531143022555"
"7","2014","college entrance qualification","Male","667","0.193645833965902","0.180679934069952","0.206611733861851"
"7","2014","college entrance qualification","Female","459","0.119420185686442","0.109156847468952","0.129683523903932"
"7","2014","Other degree","Male","192","0.110499655605099","0.0945648734986397","0.126434437711558"
"7","2014","Other degree","Female","186","0.0993812639656401","0.0855296035760527","0.113232924355228"
"7","2014","no degree/no degree yet","Male","73","0.176333957364029","0.141316391785468","0.211351522942589"
"7","2014","no degree/no degree yet","Female","66","0.116799552366859","0.0897849608114332","0.143814143922284"
"8","2014","lower secondary degree","Male","416","0.112204481708318","0.101562669979","0.122846293437636"
"8","2014","lower secondary degree","Female","220","0.0581912319679662","0.0504454271822954","0.0659370367536371"
"8","2014","secondary school degree","Male","379","0.127762915621339","0.115921479688776","0.139604351553902"
"8","2014","secondary school degree","Female","333","0.0687978572930973","0.061386145496174","0.0762095690900206"
"8","2014","college entrance qualification","Male","413","0.122839823065511","0.112069103646253","0.13361054248477"
"8","2014","college entrance qualification","Female","246","0.0647300563292315","0.0569427566450897","0.0725173560133732"
"8","2014","Other degree","Male","152","0.109236018910062","0.0933813614862501","0.125090676333874"
"8","2014","Other degree","Female","130","0.066778676894168","0.055220473835079","0.0783368799532571"
"8","2014","no degree/no degree yet","Male","68","0.171159469317286","0.136551322189662","0.205767616444911"
"8","2014","no degree/no degree yet","Female","57","0.0955134499266957","0.0707915696547629","0.120235330198629"
"9","2014","lower secondary degree","Male","113","0.0264684892011608","0.0210560431800801","0.0318809352222415"
"9","2014","lower secondary degree","Female","57","0.0133006275454401","0.0095102288055759","0.0170910262853044"
"9","2014","secondary school degree","Male","90","0.0276671559664493","0.0218491464677403","0.0334851654651583"
"9","2014","secondary school degree","Female","85","0.0175389738480316","0.0136951025340212","0.021382845162042"
"9","2014","college entrance qualification","Male","75","0.0170513254753849","0.0128033679955614","0.0212992829552085"
"9","2014","college entrance qualification","Female","59","0.0144359841971279","0.0106608619026215","0.0182111064916343"
"9","2014","Other degree","Male","57","0.0275346567069434","0.0192176029926474","0.0358517104212394"
"9","2014","Other degree","Female","42","0.0192538098258021","0.0128914864048438","0.0256161332467603"
"9","2014","no degree/no degree yet","Male","22","","",""
"9","2014","no degree/no degree yet","Female","20","","",""
"10 Very willing to take risks","2014","lower secondary degree","Male","99","0.0278057748385965","0.0222620966114909","0.0333494530657021"
"10 Very willing to take risks","2014","lower secondary degree","Female","63","0.0139012436673472","0.0100273879578532","0.0177750993768411"
"10 Very willing to take risks","2014","secondary school degree","Male","72","0.0185841517786222","0.013793632479007","0.0233746710782373"
"10 Very willing to take risks","2014","secondary school degree","Female","50","0.0131700077200003","0.00983172381204129","0.0165082916279594"
"10 Very willing to take risks","2014","college entrance qualification","Male","30","0.00761119323194116","0.00475949891124578","0.0104628875526365"
"10 Very willing to take risks","2014","college entrance qualification","Female","29","","",""
"10 Very willing to take risks","2014","Other degree","Male","45","0.0453312872009534","0.0347578064928186","0.0559047679090882"
"10 Very willing to take risks","2014","Other degree","Female","38","0.0272768702978959","0.0197351403186401","0.0348186002771517"
"10 Very willing to take risks","2014","no degree/no degree yet","Male","19","","",""
"10 Very willing to take risks","2014","no degree/no degree yet","Female","11","","",""
"0 Not at all Willing to take risks","2015","lower secondary degree","Male","115","0.0407772321518089","0.0338859748649192","0.0476684894386985"
"0 Not at all Willing to take risks","2015","lower secondary degree","Female","268","0.0974777142573962","0.0872614691348988","0.107693959379894"
"0 Not at all Willing to take risks","2015","secondary school degree","Male","55","0.0169615144019875","0.0122931379361661","0.0216298908678089"
"0 Not at all Willing to take risks","2015","secondary school degree","Female","190","0.0472131492223274","0.0408515908597461","0.0535747075849087"
"0 Not at all Willing to take risks","2015","college entrance qualification","Male","40","0.011729386306502","0.0081460783614966","0.0153126942515073"
"0 Not at all Willing to take risks","2015","college entrance qualification","Female","102","0.0260611661367767","0.0209627260194319","0.0311596062541215"
"0 Not at all Willing to take risks","2015","Other degree","Male","116","0.0678985772792873","0.0565837603585267","0.0792133942000478"
"0 Not at all Willing to take risks","2015","Other degree","Female","227","0.112249358070724","0.0991120994165936","0.125386616724854"
"0 Not at all Willing to take risks","2015","no degree/no degree yet","Male","23","","",""
"0 Not at all Willing to take risks","2015","no degree/no degree yet","Female","54","0.0944051070350685","0.0699021129787249","0.118908101091412"
"1","2015","lower secondary degree","Male","135","0.0467501630094845","0.039394449801084","0.054105876217885"
"1","2015","lower secondary degree","Female","238","0.0792960414649135","0.0699893476149392","0.0886027353148879"
"1","2015","secondary school degree","Male","70","0.0237112931316864","0.0182106299793518","0.0292119562840209"
"1","2015","secondary school degree","Female","226","0.0518801942297966","0.0452279749039941","0.0585324135555991"
"1","2015","college entrance qualification","Male","71","0.0164287679515517","0.0121980511692142","0.0206594847338893"
"1","2015","college entrance qualification","Female","150","0.0416407689654629","0.0352478662646499","0.0480336716662759"
"1","2015","Other degree","Male","105","0.0509672273748186","0.0410755095742855","0.0608589451753517"
"1","2015","Other degree","Female","177","0.0750867313409221","0.0641194388855441","0.0860540237963001"
"1","2015","no degree/no degree yet","Male","10","","",""
"1","2015","no degree/no degree yet","Female","45","0.0762378552370392","0.053998620267325","0.0984770902067535"
"2","2015","lower secondary degree","Male","244","0.0721233012035118","0.0631094001515287","0.0811372022554949"
"2","2015","lower secondary degree","Female","393","0.119912929664794","0.108723563245787","0.131102296083801"
"2","2015","secondary school degree","Male","203","0.0695663560719375","0.0603684148792235","0.0787642972646516"
"2","2015","secondary school degree","Female","505","0.118253493116684","0.108568194473616","0.127938791759752"
"2","2015","college entrance qualification","Male","225","0.0550964884071882","0.0475025995249525","0.0626903772894239"
"2","2015","college entrance qualification","Female","408","0.102228482301779","0.0925335802196165","0.111923384383941"
"2","2015","Other degree","Male","181","0.107519262591719","0.0935867907838054","0.121451734399633"
"2","2015","Other degree","Female","276","0.115204192603564","0.101917313285132","0.128491071921997"
"2","2015","no degree/no degree yet","Male","44","0.0864172867906625","0.0598287954945485","0.113005778086777"
"2","2015","no degree/no degree yet","Female","68","0.107607773091133","0.081638838100973","0.133576708081292"
"3","2015","lower secondary degree","Male","315","0.114961011145864","0.103846602956275","0.126075419335454"
"3","2015","lower secondary degree","Female","443","0.146181153846624","0.134012620686602","0.158349687006646"
"3","2015","secondary school degree","Male","283","0.0934609732577062","0.0829375581909828","0.10398438832443"
"3","2015","secondary school degree","Female","599","0.151905072765892","0.141139366535491","0.162670778996293"
"3","2015","college entrance qualification","Male","429","0.133415135264344","0.122098517508505","0.144731753020183"
"3","2015","college entrance qualification","Female","560","0.144524599403637","0.133272094548862","0.155777104258412"
"3","2015","Other degree","Male","180","0.0972526897851297","0.083926084919141","0.110579294651118"
"3","2015","Other degree","Female","239","0.116196794213772","0.102860284686477","0.129533303741068"
"3","2015","no degree/no degree yet","Male","31","0.0582870742217305","0.0361171178385934","0.0804570306048676"
"3","2015","no degree/no degree yet","Female","62","0.115849405733506","0.0890290548930548","0.142669756573957"
"4","2015","lower secondary degree","Male","255","0.0818342871489171","0.0722830849129987","0.0913854893848356"
"4","2015","lower secondary degree","Female","324","0.100169457245165","0.0898285725824786","0.110510341907851"
"4","2015","secondary school degree","Male","270","0.0899504318070891","0.0796065762300565","0.100294287384122"
"4","2015","secondary school degree","Female","444","0.111224663802148","0.101794251048816","0.12065507655548"
"4","2015","college entrance qualification","Male","380","0.0982976280834512","0.0883890423397714","0.108206213827131"
"4","2015","college entrance qualification","Female","460","0.130935287653623","0.120140130469021","0.141730444838224"
"4","2015","Other degree","Male","151","0.0934633649842322","0.0803715760528957","0.106555153915569"
"4","2015","Other degree","Female","151","0.0754877435351956","0.0644935879534768","0.0864818991169143"
"4","2015","no degree/no degree yet","Male","26","","",""
"4","2015","no degree/no degree yet","Female","33","0.060707903935224","0.040696508178932","0.0807192996915161"
"5","2015","lower secondary degree","Male","630","0.218270823632507","0.203877673419094","0.23266397384592"
"5","2015","lower secondary degree","Female","609","0.183254465284767","0.169929062781675","0.196579867787858"
"5","2015","secondary school degree","Male","564","0.203763628930543","0.189201239624845","0.218326018236241"
"5","2015","secondary school degree","Female","860","0.192054688547782","0.180239583345268","0.203869793750296"
"5","2015","college entrance qualification","Male","576","0.169242986895025","0.156763380286146","0.181722593503904"
"5","2015","college entrance qualification","Female","703","0.184323431035778","0.171914801310257","0.196732060761299"
"5","2015","Other degree","Male","354","0.194177714988878","0.176386527413124","0.211968902564632"
"5","2015","Other degree","Female","407","0.180053212338958","0.164062765808459","0.196043658869456"
"5","2015","no degree/no degree yet","Male","67","0.224080670076378","0.184623137130236","0.26353820302252"
"5","2015","no degree/no degree yet","Female","95","0.176467230710292","0.144520464356718","0.208413997063866"
"6","2015","lower secondary degree","Male","365","0.110484355664063","0.0995609756515313","0.121407735676595"
"6","2015","lower secondary degree","Female","296","0.090860819960825","0.0809613217409771","0.100760318180673"
