"plh0204_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"8","2018","Employed","East Germany","311","0.0955160633085171","0.0859079684922375","0.105124158124797"
"9","2018","Not Employed","West Germany","184","0.0151913338151309","0.0127253904739235","0.0176572771563384"
"9","2018","Not Employed","East Germany","54","0.0203913664551955","0.0148676857919523","0.0259150471184388"
"9","2018","Employed","West Germany","406","0.0292353848328452","0.0264822997698111","0.0319884698958793"
"9","2018","Employed","East Germany","79","0.0173830189452726","0.0131108012160442","0.0216552366745009"
"10 Very willing to take risks","2018","Not Employed","West Germany","303","0.0139346299415099","0.0115713793090912","0.0162978805739287"
"10 Very willing to take risks","2018","Not Employed","East Germany","69","0.0125562019231365","0.00820444694143899","0.016907956904834"
"10 Very willing to take risks","2018","Employed","West Germany","263","0.0161435862384348","0.0140840277802844","0.0182031446965852"
"10 Very willing to take risks","2018","Employed","East Germany","61","0.0136716586647871","0.0098757128597472","0.017467604469827"
"0 Not at all Willing to take risks","2019","Not Employed","West Germany","1091","0.067750931054343","0.0624547399156366","0.0730471221930495"
"0 Not at all Willing to take risks","2019","Not Employed","East Germany","152","0.0589656193583194","0.0494335703898874","0.0684976683267514"
"0 Not at all Willing to take risks","2019","Employed","West Germany","504","0.0258880152844634","0.0233318442187102","0.0284441863502166"
"0 Not at all Willing to take risks","2019","Employed","East Germany","70","0.0137537203942392","0.0100095587067061","0.0174978820817724"
"1","2019","Not Employed","West Germany","555","0.0617015668791774","0.0566309753185392","0.0667721584398156"
"1","2019","Not Employed","East Germany","137","0.05824873680294","0.0487712006747704","0.0677262729311097"
"1","2019","Employed","West Germany","484","0.0290514224877997","0.0263479751807054","0.031754869794894"
"1","2019","Employed","East Germany","110","0.0328219691396059","0.0270941758222672","0.0385497624569447"
"2","2019","Not Employed","West Germany","769","0.103837185013828","0.0974086805460306","0.110265689481626"
"2","2019","Not Employed","East Germany","279","0.127990555205779","0.114471895282231","0.141509215129328"
"2","2019","Employed","West Germany","1179","0.0840671443957062","0.0796005032744674","0.088533785516945"
"2","2019","Employed","East Germany","317","0.0881474234579433","0.0790332154397819","0.0972616314761048"
"3","2019","Not Employed","West Germany","921","0.134019657904236","0.126840420637313","0.14119889517116"
"3","2019","Not Employed","East Germany","256","0.119014556149429","0.105911623938082","0.132117488360775"
"3","2019","Employed","West Germany","1700","0.122090047705883","0.116820161820898","0.127359933590867"
"3","2019","Employed","East Germany","393","0.109146725318634","0.0991222821973831","0.119171168439885"
"4","2019","Not Employed","West Germany","713","0.0892276069291045","0.0832200957310828","0.0952351181271262"
"4","2019","Not Employed","East Germany","217","0.0894205044059475","0.0778737061455328","0.100967302666362"
"4","2019","Employed","West Germany","1347","0.0982957730769939","0.0935035660987343","0.103087980055254"
"4","2019","Employed","East Germany","319","0.0905705170032728","0.0813441707590799","0.0997968632474657"
"5","2019","Not Employed","West Germany","1505","0.192719332954562","0.184407152650004","0.20103151325912"
"5","2019","Not Employed","East Germany","482","0.205486503900605","0.189136179334763","0.221836828466448"
"5","2019","Employed","West Germany","2511","0.174771722803348","0.16865866183401","0.180884783772687"
"5","2019","Employed","East Germany","677","0.200540482188148","0.187668332645838","0.213412631730458"
"6","2019","Not Employed","West Germany","778","0.101634854290776","0.0952670776898706","0.108002630891681"
"6","2019","Not Employed","East Germany","252","0.117920780643517","0.104870103218083","0.13097145806895"
"6","2019","Employed","West Germany","1887","0.134810206050877","0.129312858770523","0.140307553331232"
"6","2019","Employed","East Germany","502","0.14047355216086","0.129302895206108","0.151644209115612"
"7","2019","Not Employed","West Germany","927","0.123271257434283","0.116343326130599","0.130199188737966"
"7","2019","Not Employed","East Germany","254","0.104324476551621","0.0919549650888079","0.116693988014433"
"7","2019","Employed","West Germany","2262","0.151231034778098","0.145464016860417","0.15699805269578"
"7","2019","Employed","East Germany","558","0.141755557500746","0.130542414581478","0.152968700420015"
"8","2019","Not Employed","West Germany","775","0.0822159720090854","0.0764271741726595","0.0880047698455114"
"8","2019","Not Employed","East Germany","220","0.0887052113369813","0.077200172263746","0.100210250410217"
"8","2019","Employed","West Germany","1762","0.114529571104748","0.109403531688204","0.119655610521291"
"8","2019","Employed","East Germany","507","0.125761676647989","0.115102077092496","0.136421276203483"
"9","2019","Not Employed","West Germany","343","0.025867808319435","0.0225225566036585","0.0292130600352114"
"9","2019","Not Employed","East Germany","50","0.0149843786132717","0.010068229862598","0.0199005273639454"
"9","2019","Employed","West Germany","719","0.0398728875852775","0.036723404327113","0.043022370843442"
"9","2019","Employed","East Germany","167","0.0361024206323709","0.0301054017504154","0.0420994395143264"
"10 Very willing to take risks","2019","Not Employed","West Germany","273","0.0177538272111695","0.0149709361594048","0.0205367182629343"
"10 Very willing to take risks","2019","Not Employed","East Germany","47","0.0149386770315896","0.0100299171346058","0.0198474369285734"
"10 Very willing to take risks","2019","Employed","West Germany","471","0.0253921747268047","0.0228599573244773","0.0279243921291322"
"10 Very willing to take risks","2019","Employed","East Germany","97","0.0209259555561898","0.0163244258665503","0.0255274852458293"
