"plh0204_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"3","2019","Employed","Female","1240","0.140135281107561","0.132962890948307","0.147307671266816"
"4","2019","Not Employed","Male","409","0.0841540419738372","0.0764812048392079","0.0918268791084666"
"4","2019","Not Employed","Female","523","0.0932299389103624","0.0858631439099035","0.100596733910821"
"4","2019","Employed","Male","784","0.0934891226285783","0.087665076983078","0.0993131682740785"
"4","2019","Employed","Female","887","0.101002870177667","0.0947766982813213","0.107229042074013"
"5","2019","Not Employed","Male","912","0.197377897173395","0.186377405674798","0.208378388671991"
"5","2019","Not Employed","Female","1075","0.192893726326543","0.182896564744174","0.202890887908913"
"5","2019","Employed","Male","1539","0.169924105693254","0.162410574121102","0.177437637265406"
"5","2019","Employed","Female","1656","0.18868334117562","0.180599140745318","0.196767541605923"
"6","2019","Not Employed","Male","500","0.110665048603818","0.101994527630454","0.119335569577182"
"6","2019","Not Employed","Female","534","0.100158287694458","0.0925518939172516","0.107764681471664"
"6","2019","Employed","Male","1272","0.143039175340456","0.136034859817318","0.150043490863594"
"6","2019","Employed","Female","1123","0.127547592355172","0.120655007810404","0.134440176899941"
"7","2019","Not Employed","Male","610","0.137205450489446","0.127696192027616","0.146714708951276"
"7","2019","Not Employed","Female","573","0.106484708598595","0.0986693858700058","0.114300031327184"
"7","2019","Employed","Male","1650","0.174533179654873","0.166939600412914","0.182126758896832"
"7","2019","Employed","Female","1185","0.122952845747023","0.116167751868215","0.129737939625831"
"8","2019","Not Employed","Male","551","0.109751122954125","0.101112043330908","0.118390202577342"
"8","2019","Not Employed","Female","447","0.0632627227350887","0.057094853752374","0.0694305917178034"
"8","2019","Employed","Male","1412","0.13540555750363","0.128560419901065","0.142250695106194"
"8","2019","Employed","Female","865","0.0957264459588359","0.0896473222803859","0.101805569637286"
"9","2019","Not Employed","Male","218","0.030522218387335","0.025767943910061","0.0352764928646089"
"9","2019","Not Employed","Female","178","0.0188715981738853","0.0154239768127535","0.0223192195350171"
"9","2019","Employed","Male","596","0.0506321481572998","0.0462459509344274","0.0550183453801722"
"9","2019","Employed","Female","290","0.0267283997843364","0.0233958349953493","0.0300609645733236"
"10 Very willing to take risks","2019","Not Employed","Male","172","0.0165006757853178","0.0129798448480246","0.0200215067226111"
"10 Very willing to take risks","2019","Not Employed","Female","149","0.0178138110718173","0.0144624005324038","0.0211652216112309"
"10 Very willing to take risks","2019","Employed","Male","415","0.0335773999393507","0.0299735658523308","0.0371812340263706"
"10 Very willing to take risks","2019","Employed","Female","155","0.0150137036943189","0.0125010414671761","0.0175263659214618"
