"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"9","2012","Couple + C. LE and GT 16","in school","11","","",""
"9","2012","Couple + C. LE and GT 16","inadequately","2","","",""
"9","2012","Couple + C. LE and GT 16","general elemantary","22","","",""
"9","2012","Couple + C. LE and GT 16","middle vocational","27","","",""
"9","2012","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"9","2012","Couple + C. LE and GT 16","higher vocational","3","","",""
"9","2012","Couple + C. LE and GT 16","higher education","10","","",""
"10 Very willing to take risks","2012","1-pers.-HH","in school","2","","",""
"10 Very willing to take risks","2012","1-pers.-HH","inadequately","5","","",""
"10 Very willing to take risks","2012","1-pers.-HH","general elemantary","11","","",""
"10 Very willing to take risks","2012","1-pers.-HH","middle vocational","37","0.0201464261317296","0.0138470528239399","0.0264457994395192"
"10 Very willing to take risks","2012","1-pers.-HH","vocational + Abi","4","","",""
"10 Very willing to take risks","2012","1-pers.-HH","higher vocational","1","","",""
"10 Very willing to take risks","2012","1-pers.-HH","higher education","5","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","in school","","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","inadequately","3","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","general elemantary","11","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","middle vocational","34","0.00573139762710745","0.00346026479410215","0.00800253046011274"
"10 Very willing to take risks","2012","(Married) couple without C. ","vocational + Abi","5","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","higher vocational","4","","",""
"10 Very willing to take risks","2012","(Married) couple without C. ","higher education","14","","",""
"10 Very willing to take risks","2012","Single parent ","in school","2","","",""
"10 Very willing to take risks","2012","Single parent ","inadequately","3","","",""
"10 Very willing to take risks","2012","Single parent ","general elemantary","14","","",""
"10 Very willing to take risks","2012","Single parent ","middle vocational","23","","",""
"10 Very willing to take risks","2012","Single parent ","vocational + Abi","4","","",""
"10 Very willing to take risks","2012","Single parent ","higher vocational","2","","",""
"10 Very willing to take risks","2012","Single parent ","higher education","4","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","in school","","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","inadequately","3","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","general elemantary","19","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","middle vocational","69","0.0161527884813823","0.0119234978585554","0.0203820791042091"
"10 Very willing to take risks","2012","Couple + C. LE 16 ","vocational + Abi","11","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","higher vocational","8","","",""
"10 Very willing to take risks","2012","Couple + C. LE 16 ","higher education","18","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","in school","2","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","inadequately","","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","general elemantary","8","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","middle vocational","14","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","vocational + Abi","1","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","higher vocational","1","","",""
"10 Very willing to take risks","2012","Couple + C. GT 16 ","higher education","3","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","in school","4","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","inadequately","3","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","general elemantary","13","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","middle vocational","16","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","higher vocational","4","","",""
"10 Very willing to take risks","2012","Couple + C. LE and GT 16","higher education","1","","",""
"0 Not at all Willing to take risks","2013","1-pers.-HH","in school","","","",""
"0 Not at all Willing to take risks","2013","1-pers.-HH","inadequately","8","","",""
"0 Not at all Willing to take risks","2013","1-pers.-HH","general elemantary","70","0.154767787730255","0.123033692143637","0.186501883316873"
"0 Not at all Willing to take risks","2013","1-pers.-HH","middle vocational","125","0.0727119458695675","0.0609430016679932","0.0844808900711417"
"0 Not at all Willing to take risks","2013","1-pers.-HH","vocational + Abi","12","","",""
"0 Not at all Willing to take risks","2013","1-pers.-HH","higher vocational","12","","",""
"0 Not at all Willing to take risks","2013","1-pers.-HH","higher education","19","","",""
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","in school","1","","",""
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","inadequately","5","","",""
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","general elemantary","94","0.120427094233485","0.0970408948268585","0.143813293640111"
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","middle vocational","268","0.0656069231920369","0.0581162948784947","0.0730975515055791"
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","vocational + Abi","28","","",""
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","higher vocational","23","","",""
"0 Not at all Willing to take risks","2013","(Married) couple without C. ","higher education","55","0.021249912057336","0.0153432132578648","0.0271566108568071"
"0 Not at all Willing to take risks","2013","Single parent ","in school","2","","",""
"0 Not at all Willing to take risks","2013","Single parent ","inadequately","8","","",""
"0 Not at all Willing to take risks","2013","Single parent ","general elemantary","23","","",""
"0 Not at all Willing to take risks","2013","Single parent ","middle vocational","35","0.049033879510197","0.0321585050498324","0.0659092539705615"
"0 Not at all Willing to take risks","2013","Single parent ","vocational + Abi","9","","",""
"0 Not at all Willing to take risks","2013","Single parent ","higher vocational","1","","",""
"0 Not at all Willing to take risks","2013","Single parent ","higher education","10","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","in school","","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","inadequately","19","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","general elemantary","52","0.0725931342554311","0.0500521888524821","0.09513407965838"
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","middle vocational","129","0.0486586598660988","0.0388808885581572","0.0584364311740404"
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","vocational + Abi","26","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","higher vocational","11","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE 16 ","higher education","49","0.0447803670848965","0.0331366344159188","0.0564240997538742"
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","in school","2","","",""
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","inadequately","8","","",""
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","general elemantary","25","","",""
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","middle vocational","82","0.0469188136630144","0.0365148677142516","0.0573227596117772"
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","vocational + Abi","8","","",""
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","higher vocational","11","","",""
"0 Not at all Willing to take risks","2013","Couple + C. GT 16 ","higher education","16","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","in school","4","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","inadequately","10","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","general elemantary","26","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","middle vocational","29","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","higher vocational","3","","",""
"0 Not at all Willing to take risks","2013","Couple + C. LE and GT 16","higher education","5","","",""
"1","2013","1-pers.-HH","in school","","","",""
"1","2013","1-pers.-HH","inadequately","6","","",""
"1","2013","1-pers.-HH","general elemantary","51","0.0910868603922804","0.0658411918706279","0.116332528913933"
"1","2013","1-pers.-HH","middle vocational","144","0.0763626501201699","0.0643256427353873","0.0883996575049525"
"1","2013","1-pers.-HH","vocational + Abi","12","","",""
"1","2013","1-pers.-HH","higher vocational","10","","",""
"1","2013","1-pers.-HH","higher education","37","0.0381359574450316","0.025538996579152","0.0507329183109113"
"1","2013","(Married) couple without C. ","in school","","","",""
"1","2013","(Married) couple without C. ","inadequately","13","","",""
"1","2013","(Married) couple without C. ","general elemantary","56","0.0735191925054669","0.0547657845603345","0.0922726004505992"
"1","2013","(Married) couple without C. ","middle vocational","288","0.0625346760716586","0.0552095236664032","0.0698598284769139"
"1","2013","(Married) couple without C. ","vocational + Abi","32","0.0616929874912247","0.0402139431927642","0.0831720317896852"
"1","2013","(Married) couple without C. ","higher vocational","30","0.0415845919503392","0.0257419980752785","0.0574271858253999"
"1","2013","(Married) couple without C. ","higher education","108","0.0440809831067468","0.035673489679954","0.0524884765335396"
"1","2013","Single parent ","in school","1","","",""
"1","2013","Single parent ","inadequately","3","","",""
"1","2013","Single parent ","general elemantary","18","","",""
"1","2013","Single parent ","middle vocational","38","0.0477184030579141","0.0310594227562244","0.0643773833596038"
"1","2013","Single parent ","vocational + Abi","3","","",""
"1","2013","Single parent ","higher vocational","","","",""
"1","2013","Single parent ","higher education","11","","",""
"1","2013","Couple + C. LE 16 ","in school","","","",""
"1","2013","Couple + C. LE 16 ","inadequately","11","","",""
"1","2013","Couple + C. LE 16 ","general elemantary","44","0.103176289280863","0.0767502124680225","0.129602366093703"
"1","2013","Couple + C. LE 16 ","middle vocational","121","0.0594055125458726","0.0486629916499394","0.0701480334418058"
"1","2013","Couple + C. LE 16 ","vocational + Abi","32","0.0590393634336312","0.0375003535159267","0.0805783733513358"
"1","2013","Couple + C. LE 16 ","higher vocational","15","","",""
"1","2013","Couple + C. LE 16 ","higher education","56","0.0363679789302976","0.0258286738547018","0.0469072840058933"
"1","2013","Couple + C. GT 16 ","in school","1","","",""
"1","2013","Couple + C. GT 16 ","inadequately","5","","",""
"1","2013","Couple + C. GT 16 ","general elemantary","23","","",""
"1","2013","Couple + C. GT 16 ","middle vocational","103","0.0558164068071583","0.0445218605078427","0.067110953106474"
"1","2013","Couple + C. GT 16 ","vocational + Abi","12","","",""
"1","2013","Couple + C. GT 16 ","higher vocational","7","","",""
"1","2013","Couple + C. GT 16 ","higher education","29","","",""
"1","2013","Couple + C. LE and GT 16","in school","2","","",""
"1","2013","Couple + C. LE and GT 16","inadequately","3","","",""
"1","2013","Couple + C. LE and GT 16","general elemantary","14","","",""
"1","2013","Couple + C. LE and GT 16","middle vocational","36","0.060504304436981","0.0407576006670035","0.0802510082069585"
"1","2013","Couple + C. LE and GT 16","vocational + Abi","11","","",""
"1","2013","Couple + C. LE and GT 16","higher vocational","4","","",""
"1","2013","Couple + C. LE and GT 16","higher education","8","","",""
"2","2013","1-pers.-HH","in school","","","",""
"2","2013","1-pers.-HH","inadequately","8","","",""
"2","2013","1-pers.-HH","general elemantary","66","0.131013903287753","0.10140904918893","0.160618757386575"
"2","2013","1-pers.-HH","middle vocational","204","0.106524038890387","0.092541290716895","0.120506787063879"
"2","2013","1-pers.-HH","vocational + Abi","35","0.136011135236682","0.0937706269175783","0.178251643555786"
"2","2013","1-pers.-HH","higher vocational","19","","",""
"2","2013","1-pers.-HH","higher education","93","0.0905323174223388","0.0716594859208947","0.109405148923783"
"2","2013","(Married) couple without C. ","in school","","","",""
"2","2013","(Married) couple without C. ","inadequately","19","","",""
"2","2013","(Married) couple without C. ","general elemantary","98","0.129479475427517","0.105355348966993","0.15360360188804"
"2","2013","(Married) couple without C. ","middle vocational","557","0.126956669434972","0.116884471164425","0.137028867705519"
"2","2013","(Married) couple without C. ","vocational + Abi","79","0.202794161449201","0.166898866116338","0.238689456782064"
"2","2013","(Married) couple without C. ","higher vocational","77","0.122011681289037","0.0960383145187061","0.147985048059368"
"2","2013","(Married) couple without C. ","higher education","253","0.112683894814196","0.0997329797026796","0.125634809925712"
"2","2013","Single parent ","in school","4","","",""
"2","2013","Single parent ","inadequately","1","","",""
"2","2013","Single parent ","general elemantary","20","","",""
"2","2013","Single parent ","middle vocational","73","0.12048778044711","0.0950478916123513","0.145927669281869"
"2","2013","Single parent ","vocational + Abi","10","","",""
"2","2013","Single parent ","higher vocational","5","","",""
"2","2013","Single parent ","higher education","26","","",""
"2","2013","Couple + C. LE 16 ","in school","","","",""
"2","2013","Couple + C. LE 16 ","inadequately","12","","",""
"2","2013","Couple + C. LE 16 ","general elemantary","66","0.109224907388868","0.0821271047765092","0.136322710001226"
"2","2013","Couple + C. LE 16 ","middle vocational","219","0.125124456087659","0.110088333476448","0.14016057869887"
"2","2013","Couple + C. LE 16 ","vocational + Abi","54","0.114612002101527","0.0855014099327138","0.14372259427034"
"2","2013","Couple + C. LE 16 ","higher vocational","31","0.109713912670079","0.0719422709328914","0.147485554407266"
"2","2013","Couple + C. LE 16 ","higher education","169","0.15311322083089","0.132840324302154","0.173386117359626"
"2","2013","Couple + C. GT 16 ","in school","7","","",""
"2","2013","Couple + C. GT 16 ","inadequately","5","","",""
"2","2013","Couple + C. GT 16 ","general elemantary","38","0.0825101311056683","0.0554792107902732","0.109541051421063"
"2","2013","Couple + C. GT 16 ","middle vocational","188","0.0996293893700446","0.084893918535182","0.114364860204907"
"2","2013","Couple + C. GT 16 ","vocational + Abi","18","","",""
"2","2013","Couple + C. GT 16 ","higher vocational","29","","",""
"2","2013","Couple + C. GT 16 ","higher education","76","0.125519269029565","0.0981524565432679","0.152886081515862"
"2","2013","Couple + C. LE and GT 16","in school","9","","",""
"2","2013","Couple + C. LE and GT 16","inadequately","12","","",""
"2","2013","Couple + C. LE and GT 16","general elemantary","32","0.0805036695349595","0.0485214550337474","0.112485884036171"
"2","2013","Couple + C. LE and GT 16","middle vocational","69","0.114474140336819","0.0881042455479787","0.14084403512566"
"2","2013","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"2","2013","Couple + C. LE and GT 16","higher vocational","10","","",""
"2","2013","Couple + C. LE and GT 16","higher education","35","0.14652441908703","0.0965039188394685","0.196544919334591"
"3","2013","1-pers.-HH","in school","","","",""
"3","2013","1-pers.-HH","inadequately","5","","",""
"3","2013","1-pers.-HH","general elemantary","62","0.119244844381238","0.0908103689393748","0.147679319823102"
"3","2013","1-pers.-HH","middle vocational","247","0.126168289604402","0.111118989736017","0.141217589472787"
"3","2013","1-pers.-HH","vocational + Abi","41","0.183319460710811","0.135641439845256","0.230997481576365"
"3","2013","1-pers.-HH","higher vocational","25","","",""
"3","2013","1-pers.-HH","higher education","142","0.160109904707513","0.135990758092358","0.184229051322667"
"3","2013","(Married) couple without C. ","in school","1","","",""
"3","2013","(Married) couple without C. ","inadequately","9","","",""
"3","2013","(Married) couple without C. ","general elemantary","93","0.120546631299586","0.0971504180671335","0.143942844532039"
"3","2013","(Married) couple without C. ","middle vocational","557","0.130166043015134","0.119986093207928","0.14034599282234"
"3","2013","(Married) couple without C. ","vocational + Abi","76","0.148383706064326","0.116648621497388","0.180118790631264"
"3","2013","(Married) couple without C. ","higher vocational","84","0.126557998354566","0.1001737328682","0.152942263840933"
"3","2013","(Married) couple without C. ","higher education","323","0.160255225555743","0.145230376946507","0.175280074164979"
"3","2013","Single parent ","in school","8","","",""
"3","2013","Single parent ","inadequately","5","","",""
"3","2013","Single parent ","general elemantary","33","0.124503359975868","0.0845258976056404","0.164480822346096"
"3","2013","Single parent ","middle vocational","69","0.119333606330802","0.0939992506807799","0.144667961980823"
"3","2013","Single parent ","vocational + Abi","13","","",""
"3","2013","Single parent ","higher vocational","2","","",""
"3","2013","Single parent ","higher education","27","","",""
"3","2013","Couple + C. LE 16 ","in school","","","",""
"3","2013","Couple + C. LE 16 ","inadequately","17","","",""
"3","2013","Couple + C. LE 16 ","general elemantary","66","0.117640681534148","0.0896514674441619","0.145629895624134"
"3","2013","Couple + C. LE 16 ","middle vocational","245","0.13595306468471","0.120377105984423","0.151529023384997"
"3","2013","Couple + C. LE 16 ","vocational + Abi","78","0.216300649738148","0.178675968385187","0.253925331091109"
"3","2013","Couple + C. LE 16 ","higher vocational","46","0.21110885097355","0.161787838931409","0.260429863015692"
"3","2013","Couple + C. LE 16 ","higher education","176","0.153367839457108","0.13308114390087","0.173654535013345"
"3","2013","Couple + C. GT 16 ","in school","16","","",""
"3","2013","Couple + C. GT 16 ","inadequately","8","","",""
"3","2013","Couple + C. GT 16 ","general elemantary","44","0.112147119001371","0.0811464461704181","0.143147791832324"
"3","2013","Couple + C. GT 16 ","middle vocational","222","0.128750877225918","0.112272823940053","0.145228930511784"
"3","2013","Couple + C. GT 16 ","vocational + Abi","34","0.168241732826681","0.117158319292296","0.219325146361067"
"3","2013","Couple + C. GT 16 ","higher vocational","26","","",""
"3","2013","Couple + C. GT 16 ","higher education","98","0.183809080695588","0.151814733423762","0.215803427967415"
"3","2013","Couple + C. LE and GT 16","in school","8","","",""
"3","2013","Couple + C. LE and GT 16","inadequately","4","","",""
"3","2013","Couple + C. LE and GT 16","general elemantary","21","","",""
"3","2013","Couple + C. LE and GT 16","middle vocational","82","0.184137785617498","0.15203564849352","0.216239922741475"
"3","2013","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"3","2013","Couple + C. LE and GT 16","higher vocational","10","","",""
"3","2013","Couple + C. LE and GT 16","higher education","31","0.2015512730762","0.144808080660323","0.258294465492077"
"4","2013","1-pers.-HH","in school","","","",""
"4","2013","1-pers.-HH","inadequately","5","","",""
"4","2013","1-pers.-HH","general elemantary","33","0.0727375810336902","0.049951031098059","0.0955241309693215"
"4","2013","1-pers.-HH","middle vocational","140","0.0803558477343985","0.0680348482853997","0.0926768471833972"
"4","2013","1-pers.-HH","vocational + Abi","18","","",""
"4","2013","1-pers.-HH","higher vocational","26","","",""
"4","2013","1-pers.-HH","higher education","98","0.108897980610107","0.0884092413700039","0.129386719850209"
"4","2013","(Married) couple without C. ","in school","","","",""
"4","2013","(Married) couple without C. ","inadequately","5","","",""
"4","2013","(Married) couple without C. ","general elemantary","66","0.107049271680329","0.0848332019641672","0.12926534139649"
"4","2013","(Married) couple without C. ","middle vocational","390","0.101083567851765","0.0919639099498963","0.110203225753634"
"4","2013","(Married) couple without C. ","vocational + Abi","33","0.0785225038695298","0.0545085313954005","0.102536476343659"
"4","2013","(Married) couple without C. ","higher vocational","55","0.0955138859810968","0.0721891152937129","0.118838656668481"
"4","2013","(Married) couple without C. ","higher education","256","0.105425185544281","0.0928472063971414","0.118003164691421"
"4","2013","Single parent ","in school","6","","",""
"4","2013","Single parent ","inadequately","3","","",""
"4","2013","Single parent ","general elemantary","13","","",""
"4","2013","Single parent ","middle vocational","55","0.100361226697162","0.0768789700056384","0.123843483388685"
"4","2013","Single parent ","vocational + Abi","5","","",""
"4","2013","Single parent ","higher vocational","4","","",""
"4","2013","Single parent ","higher education","19","","",""
"4","2013","Couple + C. LE 16 ","in school","","","",""
"4","2013","Couple + C. LE 16 ","inadequately","5","","",""
"4","2013","Couple + C. LE 16 ","general elemantary","34","0.103890602165646","0.0773837688200744","0.130397435511217"
"4","2013","Couple + C. LE 16 ","middle vocational","134","0.0770521358881179","0.0649329751840166","0.0891712965922193"
"4","2013","Couple + C. LE 16 ","vocational + Abi","40","0.0722456526776538","0.0485869169215166","0.0959043884337911"
"4","2013","Couple + C. LE 16 ","higher vocational","30","0.102609603985361","0.0659358868293774","0.139283321141344"
"4","2013","Couple + C. LE 16 ","higher education","132","0.109937779435603","0.092326924279194","0.127548634592012"
"4","2013","Couple + C. GT 16 ","in school","10","","",""
"4","2013","Couple + C. GT 16 ","inadequately","2","","",""
"4","2013","Couple + C. GT 16 ","general elemantary","33","0.0956612078073365","0.0667650523399598","0.124557363274713"
"4","2013","Couple + C. GT 16 ","middle vocational","155","0.0976514412919253","0.0830469605298716","0.112255922053979"
"4","2013","Couple + C. GT 16 ","vocational + Abi","17","","",""
"4","2013","Couple + C. GT 16 ","higher vocational","9","","",""
"4","2013","Couple + C. GT 16 ","higher education","49","0.0906626114787241","0.0669450229759814","0.114380199981467"
"4","2013","Couple + C. LE and GT 16","in school","10","","",""
"4","2013","Couple + C. LE and GT 16","inadequately","3","","",""
"4","2013","Couple + C. LE and GT 16","general elemantary","15","","",""
"4","2013","Couple + C. LE and GT 16","middle vocational","37","0.0490093631952898","0.0311287780198211","0.0668899483707585"
"4","2013","Couple + C. LE and GT 16","vocational + Abi","12","","",""
"4","2013","Couple + C. LE and GT 16","higher vocational","8","","",""
"4","2013","Couple + C. LE and GT 16","higher education","17","","",""
"5","2013","1-pers.-HH","in school","","","",""
"5","2013","1-pers.-HH","inadequately","8","","",""
"5","2013","1-pers.-HH","general elemantary","81","0.161172610433687","0.128911468224358","0.193433752643017"
"5","2013","1-pers.-HH","middle vocational","419","0.225129138682826","0.206198825127902","0.244059452237749"
"5","2013","1-pers.-HH","vocational + Abi","50","0.212142157804033","0.161765975430354","0.262518340177712"
"5","2013","1-pers.-HH","higher vocational","46","0.206853582721712","0.151270681144533","0.26243648429889"
"5","2013","1-pers.-HH","higher education","147","0.162006217447602","0.137772064337492","0.186240370557711"
"5","2013","(Married) couple without C. ","in school","2","","",""
"5","2013","(Married) couple without C. ","inadequately","15","","",""
"5","2013","(Married) couple without C. ","general elemantary","130","0.181444419861674","0.153752216120604","0.209136623602744"
"5","2013","(Married) couple without C. ","middle vocational","856","0.209813521406762","0.197494955830118","0.222132086983405"
"5","2013","(Married) couple without C. ","vocational + Abi","83","0.161760927696751","0.128887473774173","0.194634381619329"
"5","2013","(Married) couple without C. ","higher vocational","140","0.241057263576584","0.207114453892952","0.275000073260215"
"5","2013","(Married) couple without C. ","higher education","396","0.166785427672308","0.151517228040205","0.18205362730441"
"5","2013","Single parent ","in school","12","","",""
"5","2013","Single parent ","inadequately","14","","",""
"5","2013","Single parent ","general elemantary","57","0.205485876785206","0.156559929273203","0.254411824297209"
"5","2013","Single parent ","middle vocational","127","0.171249441778501","0.141808664791068","0.200690218765934"
"5","2013","Single parent ","vocational + Abi","19","","",""
"5","2013","Single parent ","higher vocational","8","","",""
"5","2013","Single parent ","higher education","35","0.138436052302378","0.0928003106888971","0.184071793915858"
"5","2013","Couple + C. LE 16 ","in school","","","",""
"5","2013","Couple + C. LE 16 ","inadequately","19","","",""
"5","2013","Couple + C. LE 16 ","general elemantary","98","0.184410767874714","0.150719443763657","0.218102091985772"
"5","2013","Couple + C. LE 16 ","middle vocational","402","0.201485155191245","0.18325649944826","0.21971381093423"
"5","2013","Couple + C. LE 16 ","vocational + Abi","79","0.142272907884839","0.110349823703359","0.174195992066319"
"5","2013","Couple + C. LE 16 ","higher vocational","45","0.175579884417749","0.129598516606714","0.221561252228783"
"5","2013","Couple + C. LE 16 ","higher education","229","0.204856006384456","0.182134138858954","0.227577873909958"
"5","2013","Couple + C. GT 16 ","in school","32","0.176589145527637","0.116751280714649","0.236427010340626"
"5","2013","Couple + C. GT 16 ","inadequately","11","","",""
"5","2013","Couple + C. GT 16 ","general elemantary","80","0.17048274914036","0.133537424585142","0.207428073695578"
"5","2013","Couple + C. GT 16 ","middle vocational","298","0.200673200637695","0.180968651444554","0.220377749830835"
"5","2013","Couple + C. GT 16 ","vocational + Abi","42","0.20384860908613","0.148835500479904","0.258861717692356"
"5","2013","Couple + C. GT 16 ","higher vocational","29","","",""
"5","2013","Couple + C. GT 16 ","higher education","95","0.177084863542957","0.145552092349977","0.208617634735938"
"5","2013","Couple + C. LE and GT 16","in school","13","","",""
"5","2013","Couple + C. LE and GT 16","inadequately","19","","",""
"5","2013","Couple + C. LE and GT 16","general elemantary","39","0.13609035939537","0.0957840036403049","0.176396715150436"
"5","2013","Couple + C. LE and GT 16","middle vocational","95","0.182123398860771","0.150157947393067","0.214088850328475"
"5","2013","Couple + C. LE and GT 16","vocational + Abi","16","","",""
"5","2013","Couple + C. LE and GT 16","higher vocational","14","","",""
"5","2013","Couple + C. LE and GT 16","higher education","29","","",""
"6","2013","1-pers.-HH","in school","1","","",""
"6","2013","1-pers.-HH","inadequately","5","","",""
"6","2013","1-pers.-HH","general elemantary","34","0.0581230663234103","0.0375940018947299","0.0786521307520907"
"6","2013","1-pers.-HH","middle vocational","172","0.098926057553674","0.0853940306047037","0.112458084502644"
"6","2013","1-pers.-HH","vocational + Abi","22","","",""
"6","2013","1-pers.-HH","higher vocational","21","","",""
"6","2013","1-pers.-HH","higher education","109","0.128032698807715","0.106056521126601","0.150008876488828"
"6","2013","(Married) couple without C. ","in school","","","",""
"6","2013","(Married) couple without C. ","inadequately","6","","",""
"6","2013","(Married) couple without C. ","general elemantary","58","0.0841529517502585","0.0642045651983263","0.104101338302191"
"6","2013","(Married) couple without C. ","middle vocational","407","0.092467290781311","0.0837032615691371","0.101231319993485"
"6","2013","(Married) couple without C. ","vocational + Abi","46","0.101956668140749","0.0749431570478365","0.128970179233661"
"6","2013","(Married) couple without C. ","higher vocational","59","0.0975778849218025","0.0740293583542934","0.121126411489312"
"6","2013","(Married) couple without C. ","higher education","284","0.11963429228218","0.106342310083963","0.132926274480398"
"6","2013","Single parent ","in school","15","","",""
"6","2013","Single parent ","inadequately","3","","",""
"6","2013","Single parent ","general elemantary","19","","",""
"6","2013","Single parent ","middle vocational","71","0.127585131387121","0.10151253208436","0.153657730689883"
"6","2013","Single parent ","vocational + Abi","11","","",""
"6","2013","Single parent ","higher vocational","4","","",""
"6","2013","Single parent ","higher education","31","0.194498824914886","0.142195616470408","0.246802033359365"
"6","2013","Couple + C. LE 16 ","in school","","","",""
"6","2013","Couple + C. LE 16 ","inadequately","6","","",""
"6","2013","Couple + C. LE 16 ","general elemantary","31","0.104126893016059","0.0775934318900995","0.130660354142019"
"6","2013","Couple + C. LE 16 ","middle vocational","155","0.0890793602902525","0.0761338124222054","0.1020249081583"
"6","2013","Couple + C. LE 16 ","vocational + Abi","44","0.129264677225768","0.0986060863824511","0.159923268069086"
"6","2013","Couple + C. LE 16 ","higher vocational","28","","",""
"6","2013","Couple + C. LE 16 ","higher education","128","0.0902037963036758","0.0740757690350323","0.106331823572319"
"6","2013","Couple + C. GT 16 ","in school","22","","",""
"6","2013","Couple + C. GT 16 ","inadequately","2","","",""
"6","2013","Couple + C. GT 16 ","general elemantary","35","0.0992695774035227","0.0698922652966166","0.128646889510429"
"6","2013","Couple + C. GT 16 ","middle vocational","172","0.128810816732898","0.112329495207886","0.145292138257911"
"6","2013","Couple + C. GT 16 ","vocational + Abi","21","","",""
"6","2013","Couple + C. GT 16 ","higher vocational","19","","",""
"6","2013","Couple + C. GT 16 ","higher education","71","0.138143902903199","0.109641784911131","0.166646020895267"
"6","2013","Couple + C. LE and GT 16","in school","18","","",""
"6","2013","Couple + C. LE and GT 16","inadequately","5","","",""
"6","2013","Couple + C. LE and GT 16","general elemantary","35","0.111055077055222","0.0741205681468227","0.147989585963621"
"6","2013","Couple + C. LE and GT 16","middle vocational","53","0.0824063608074112","0.0596312949005201","0.105181426714302"
"6","2013","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"6","2013","Couple + C. LE and GT 16","higher vocational","7","","",""
"6","2013","Couple + C. LE and GT 16","higher education","18","","",""
"7","2013","1-pers.-HH","in school","1","","",""
"7","2013","1-pers.-HH","inadequately","3","","",""
"7","2013","1-pers.-HH","general elemantary","36","0.0685749471143513","0.0464004123694538","0.0907494818592489"
"7","2013","1-pers.-HH","middle vocational","188","0.0931332506299266","0.0799612601620212","0.106305241097832"
"7","2013","1-pers.-HH","vocational + Abi","32","0.114240461286788","0.0750432000444748","0.153437722529102"
"7","2013","1-pers.-HH","higher vocational","28","","",""
"7","2013","1-pers.-HH","higher education","125","0.157546244667248","0.133584487026543","0.181508002307953"
"7","2013","(Married) couple without C. ","in school","","","",""
"7","2013","(Married) couple without C. ","inadequately","4","","",""
"7","2013","(Married) couple without C. ","general elemantary","74","0.090225488125741","0.0696384852038723","0.11081249104761"
