"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2008","1-pers.-HH","(3a) lower tertiary education","181","0.724596243503795","0.669332003846014","0.779860483161576"
"No","2008","1-pers.-HH","(3b) higher tertiary education","303","0.806908652544262","0.766579622720348","0.847237682368176"
"No","2008","(Married) couple without C. ","(0) in school","","","",""
"No","2008","(Married) couple without C. ","(1a) inadequately completed","50","0.658915664571543","0.553708190660414","0.764123138482672"
"No","2008","(Married) couple without C. ","(1b) general elementary school","451","0.816634445904072","0.784116630145613","0.849152261662531"
"No","2008","(Married) couple without C. ","(1c) basic vocational qualification","1894","0.781496668642146","0.765022543423428","0.797970793860863"
"No","2008","(Married) couple without C. ","(2b) intermediate general qualification","42","0.518645501444073","0.407043867381007","0.630247135507139"
"No","2008","(Married) couple without C. ","(2a) intermediate vocational","1135","0.736913468232042","0.715028775709143","0.758798160754941"
"No","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","91","0.651741492886423","0.570158244092296","0.733324741680551"
"No","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","341","0.793311050325817","0.755345670112162","0.831276430539471"
"No","2008","(Married) couple without C. ","(3a) lower tertiary education","609","0.821766518178829","0.794192433940956","0.849340602416702"
"No","2008","(Married) couple without C. ","(3b) higher tertiary education","882","0.845107129475207","0.82319188362165","0.867022375328765"
"No","2008","Single parent ","(0) in school","43","0.649188744490942","0.527417614706011","0.770959874275874"
"No","2008","Single parent ","(1a) inadequately completed","7","","",""
"No","2008","Single parent ","(1b) general elementary school","63","0.54119461160197","0.454870107330638","0.627519115873301"
"No","2008","Single parent ","(1c) basic vocational qualification","108","0.452739577518718","0.386511907625752","0.518967247411685"
"No","2008","Single parent ","(2b) intermediate general qualification","35","0.495298665063299","0.372806331174529","0.61779099895207"
"No","2008","Single parent ","(2a) intermediate vocational","144","0.552879422219249","0.493129848019972","0.612628996418526"
"No","2008","Single parent ","(2c_gen) general maturity certificate","48","0.694999332774278","0.589383446079363","0.800615219469193"
"No","2008","Single parent ","(2c_voc) vocational maturity certificate","32","0.619547043306277","0.493509975973792","0.745584110638763"
"No","2008","Single parent ","(3a) lower tertiary education","45","0.618933149145142","0.503503841189382","0.734362457100902"
"No","2008","Single parent ","(3b) higher tertiary education","55","0.62455779164035","0.51974868286131","0.72936690041939"
"No","2008","Couple + C. LE 16 ","(0) in school","","","",""
"No","2008","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"No","2008","Couple + C. LE 16 ","(1b) general elementary school","83","0.546539587330712","0.469159354777025","0.623919819884398"
"No","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","363","0.543011710250539","0.504327342048249","0.581696078452829"
"No","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","26","","",""
"No","2008","Couple + C. LE 16 ","(2a) intermediate vocational","755","0.718202718077671","0.690821634245124","0.745583801910218"
"No","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","53","0.80462218617138","0.714285146286849","0.894959226055912"
"No","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","323","0.775016309238881","0.734937851333144","0.815094767144617"
"No","2008","Couple + C. LE 16 ","(3a) lower tertiary education","224","0.831612701738211","0.786977096258004","0.876248307218418"
"No","2008","Couple + C. LE 16 ","(3b) higher tertiary education","442","0.839760347364593","0.807892562312824","0.871628132416362"
"No","2008","Couple + C. GT 16 ","(0) in school","138","0.896940770817782","0.849682823202317","0.944198718433247"
"No","2008","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"No","2008","Couple + C. GT 16 ","(1b) general elementary school","160","0.671495062743992","0.612442694852948","0.730547430635037"
"No","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","516","0.652299889923704","0.618618225258151","0.685981554589256"
"No","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","111","0.68492970519398","0.612495069847178","0.757364340540782"
"No","2008","Couple + C. GT 16 ","(2a) intermediate vocational","538","0.685040806634358","0.652274702526178","0.717806910742539"
"No","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","205","0.836417495553588","0.790381002649557","0.88245398845762"
"No","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","134","0.674886375546518","0.608456364805171","0.741316386287865"
"No","2008","Couple + C. GT 16 ","(3a) lower tertiary education","168","0.781806327999069","0.726469804584653","0.837142851413485"
"No","2008","Couple + C. GT 16 ","(3b) higher tertiary education","325","0.843718408907566","0.807679763221407","0.879757054593724"
"No","2008","Couple + C. LE and GT 16","(0) in school","114","0.856755095663703","0.79699255333003","0.916517637997376"
"No","2008","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"No","2008","Couple + C. LE and GT 16","(1b) general elementary school","49","0.539941386863093","0.432066325284995","0.647816448441191"
"No","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","118","0.537449146281102","0.470013911206552","0.604884381355652"
"No","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","53","0.791256157114323","0.695362709240216","0.887149604988431"
"No","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","218","0.771864569695987","0.723146218339283","0.820582921052691"
"No","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","44","0.834367607665593","0.739509722004888","0.929225493326298"
"No","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","68","0.814168311584025","0.732433804351133","0.895902818816917"
"No","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","70","0.875258719450431","0.805423872223807","0.945093566677055"
"No","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","110","0.917654075897038","0.86984539255431","0.965462759239767"
"Yes","2009","1-pers.-HH","(0) in school","","","",""
"Yes","2009","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2009","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2009","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2009","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2009","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2009","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2009","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2009","(Married) couple without C. ","(0) in school","","","",""
"Yes","2009","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2009","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2009","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2009","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2009","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2009","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2009","Single parent ","(0) in school","","","",""
"Yes","2009","Single parent ","(1a) inadequately completed","","","",""
"Yes","2009","Single parent ","(1b) general elementary school","","","",""
"Yes","2009","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2009","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2009","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2009","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2009","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2009","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2009","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2009","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2009","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2009","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2009","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2009","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2009","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2009","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2009","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2009","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2009","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2009","1-pers.-HH","(0) in school","","","",""
"No","2009","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2009","1-pers.-HH","(1b) general elementary school","","","",""
"No","2009","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2009","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2009","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2009","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2009","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2009","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2009","(Married) couple without C. ","(0) in school","","","",""
"No","2009","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2009","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2009","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2009","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2009","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"No","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"No","2009","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"No","2009","(Married) couple without C. ","(3b) higher tertiary education","","","",""
