"ple0081_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2008","Saxony","(3a) lower tertiary education","147","0.825400696049464","0.769474519771681","0.881326872327248"
"No","2008","Saxony","(3b) higher tertiary education","149","0.770887436441204","0.709997925983343","0.831776946899064"
"No","2008","Saxony-Anhalt","(0) in school","9","","",""
"No","2008","Saxony-Anhalt","(1a) inadequately completed","2","","",""
"No","2008","Saxony-Anhalt","(1b) general elementary school","27","","",""
"No","2008","Saxony-Anhalt","(1c) basic vocational qualification","135","0.752333920771921","0.689963630435184","0.814704211108657"
"No","2008","Saxony-Anhalt","(2b) intermediate general qualification","13","","",""
"No","2008","Saxony-Anhalt","(2a) intermediate vocational","162","0.657574454771288","0.600006157790664","0.715142751751911"
"No","2008","Saxony-Anhalt","(2c_gen) general maturity certificate","29","","",""
"No","2008","Saxony-Anhalt","(2c_voc) vocational maturity certificate","22","","",""
"No","2008","Saxony-Anhalt","(3a) lower tertiary education","79","0.758986898854686","0.677179815972748","0.840793981736625"
"No","2008","Saxony-Anhalt","(3b) higher tertiary education","79","0.83729503066143","0.763461754418775","0.911128306904084"
"No","2008","Thuringia","(0) in school","9","","",""
"No","2008","Thuringia","(1a) inadequately completed","1","","",""
"No","2008","Thuringia","(1b) general elementary school","31","0.793189006379393","0.666075721718405","0.92030229104038"
"No","2008","Thuringia","(1c) basic vocational qualification","184","0.766465241055856","0.71260157424854","0.820328907863173"
"No","2008","Thuringia","(2b) intermediate general qualification","18","","",""
"No","2008","Thuringia","(2a) intermediate vocational","205","0.683350419969945","0.631231120617813","0.735469719322077"
"No","2008","Thuringia","(2c_gen) general maturity certificate","17","","",""
"No","2008","Thuringia","(2c_voc) vocational maturity certificate","21","","",""
"No","2008","Thuringia","(3a) lower tertiary education","80","0.848790319190318","0.776367709311415","0.921212929069221"
"No","2008","Thuringia","(3b) higher tertiary education","79","0.937021523507334","0.886552611050442","0.987490435964226"
"Yes","2009","Schleswig-Holstein","(0) in school","","","",""
"Yes","2009","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2009","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","2009","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","2009","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","2009","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","2009","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","2009","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","2009","Hamburg","(0) in school","","","",""
"Yes","2009","Hamburg","(1a) inadequately completed","","","",""
"Yes","2009","Hamburg","(1b) general elementary school","","","",""
"Yes","2009","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","2009","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2009","Hamburg","(2a) intermediate vocational","","","",""
"Yes","2009","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Hamburg","(3a) lower tertiary education","","","",""
"Yes","2009","Hamburg","(3b) higher tertiary education","","","",""
"Yes","2009","Lower Saxony","(0) in school","","","",""
"Yes","2009","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","2009","Lower Saxony","(1b) general elementary school","","","",""
"Yes","2009","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes","2009","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","2009","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes","2009","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","2009","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","2009","Bremen","(0) in school","","","",""
"Yes","2009","Bremen","(1a) inadequately completed","","","",""
"Yes","2009","Bremen","(1b) general elementary school","","","",""
"Yes","2009","Bremen","(1c) basic vocational qualification","","","",""
"Yes","2009","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2009","Bremen","(2a) intermediate vocational","","","",""
"Yes","2009","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Bremen","(3a) lower tertiary education","","","",""
"Yes","2009","Bremen","(3b) higher tertiary education","","","",""
"Yes","2009","North Rhine-Westphalia","(0) in school","","","",""
"Yes","2009","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","2009","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","2009","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes","2009","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","2009","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes","2009","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","2009","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes","2009","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Yes","2009","Hesse","(0) in school","","","",""
"Yes","2009","Hesse","(1a) inadequately completed","","","",""
"Yes","2009","Hesse","(1b) general elementary school","","","",""
"Yes","2009","Hesse","(1c) basic vocational qualification","","","",""
"Yes","2009","Hesse","(2b) intermediate general qualification","","","",""
"Yes","2009","Hesse","(2a) intermediate vocational","","","",""
"Yes","2009","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Hesse","(3a) lower tertiary education","","","",""
"Yes","2009","Hesse","(3b) higher tertiary education","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","2009","Baden-Württemberg","(0) in school","","","",""
"Yes","2009","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","2009","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","2009","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Yes","2009","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","2009","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Yes","2009","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","2009","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Yes","2009","Bavaria","(0) in school","","","",""
"Yes","2009","Bavaria","(1a) inadequately completed","","","",""
"Yes","2009","Bavaria","(1b) general elementary school","","","",""
"Yes","2009","Bavaria","(1c) basic vocational qualification","","","",""
"Yes","2009","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","2009","Bavaria","(2a) intermediate vocational","","","",""
"Yes","2009","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Bavaria","(3a) lower tertiary education","","","",""
"Yes","2009","Bavaria","(3b) higher tertiary education","","","",""
"Yes","2009","Berlin","(0) in school","","","",""
"Yes","2009","Berlin","(1a) inadequately completed","","","",""
"Yes","2009","Berlin","(1b) general elementary school","","","",""
"Yes","2009","Berlin","(1c) basic vocational qualification","","","",""
"Yes","2009","Berlin","(2b) intermediate general qualification","","","",""
"Yes","2009","Berlin","(2a) intermediate vocational","","","",""
"Yes","2009","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Berlin","(3a) lower tertiary education","","","",""
"Yes","2009","Berlin","(3b) higher tertiary education","","","",""
"Yes","2009","Brandenburg","(0) in school","","","",""
"Yes","2009","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2009","Brandenburg","(1b) general elementary school","","","",""
"Yes","2009","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","2009","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","2009","Brandenburg","(2a) intermediate vocational","","","",""
"Yes","2009","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Brandenburg","(3a) lower tertiary education","","","",""
"Yes","2009","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","2009","Saxony","(0) in school","","","",""
"Yes","2009","Saxony","(1a) inadequately completed","","","",""
"Yes","2009","Saxony","(1b) general elementary school","","","",""
"Yes","2009","Saxony","(1c) basic vocational qualification","","","",""
"Yes","2009","Saxony","(2b) intermediate general qualification","","","",""
"Yes","2009","Saxony","(2a) intermediate vocational","","","",""
"Yes","2009","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Saxony","(3a) lower tertiary education","","","",""
"Yes","2009","Saxony","(3b) higher tertiary education","","","",""
"Yes","2009","Saxony-Anhalt","(0) in school","","","",""
"Yes","2009","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2009","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2009","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","2009","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2009","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","2009","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","2009","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","2009","Thuringia","(0) in school","","","",""
"Yes","2009","Thuringia","(1a) inadequately completed","","","",""
"Yes","2009","Thuringia","(1b) general elementary school","","","",""
"Yes","2009","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","2009","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2009","Thuringia","(2a) intermediate vocational","","","",""
"Yes","2009","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Thuringia","(3a) lower tertiary education","","","",""
"Yes","2009","Thuringia","(3b) higher tertiary education","","","",""
"No","2009","Schleswig-Holstein","(0) in school","","","",""
"No","2009","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2009","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","2009","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"No","2009","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","2009","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No","2009","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","2009","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","2009","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","2009","Hamburg","(0) in school","","","",""
"No","2009","Hamburg","(1a) inadequately completed","","","",""
"No","2009","Hamburg","(1b) general elementary school","","","",""
"No","2009","Hamburg","(1c) basic vocational qualification","","","",""
"No","2009","Hamburg","(2b) intermediate general qualification","","","",""
"No","2009","Hamburg","(2a) intermediate vocational","","","",""
"No","2009","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","2009","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Hamburg","(3a) lower tertiary education","","","",""
"No","2009","Hamburg","(3b) higher tertiary education","","","",""
"No","2009","Lower Saxony","(0) in school","","","",""
"No","2009","Lower Saxony","(1a) inadequately completed","","","",""
"No","2009","Lower Saxony","(1b) general elementary school","","","",""
"No","2009","Lower Saxony","(1c) basic vocational qualification","","","",""
"No","2009","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","2009","Lower Saxony","(2a) intermediate vocational","","","",""
"No","2009","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","2009","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Lower Saxony","(3a) lower tertiary education","","","",""
"No","2009","Lower Saxony","(3b) higher tertiary education","","","",""
"No","2009","Bremen","(0) in school","","","",""
"No","2009","Bremen","(1a) inadequately completed","","","",""
"No","2009","Bremen","(1b) general elementary school","","","",""
"No","2009","Bremen","(1c) basic vocational qualification","","","",""
"No","2009","Bremen","(2b) intermediate general qualification","","","",""
"No","2009","Bremen","(2a) intermediate vocational","","","",""
"No","2009","Bremen","(2c_gen) general maturity certificate","","","",""
"No","2009","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Bremen","(3a) lower tertiary education","","","",""
"No","2009","Bremen","(3b) higher tertiary education","","","",""
"No","2009","North Rhine-Westphalia","(0) in school","","","",""
"No","2009","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"No","2009","North Rhine-Westphalia","(1b) general elementary school","","","",""
"No","2009","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"No","2009","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"No","2009","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"No","2009","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"No","2009","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"No","2009","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"No","2009","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"No","2009","Hesse","(0) in school","","","",""
"No","2009","Hesse","(1a) inadequately completed","","","",""
"No","2009","Hesse","(1b) general elementary school","","","",""
"No","2009","Hesse","(1c) basic vocational qualification","","","",""
"No","2009","Hesse","(2b) intermediate general qualification","","","",""
"No","2009","Hesse","(2a) intermediate vocational","","","",""
"No","2009","Hesse","(2c_gen) general maturity certificate","","","",""
"No","2009","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Hesse","(3a) lower tertiary education","","","",""
"No","2009","Hesse","(3b) higher tertiary education","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","2009","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","2009","Baden-Württemberg","(0) in school","","","",""
"No","2009","Baden-Württemberg","(1a) inadequately completed","","","",""
"No","2009","Baden-Württemberg","(1b) general elementary school","","","",""
"No","2009","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"No","2009","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","2009","Baden-Württemberg","(2a) intermediate vocational","","","",""
"No","2009","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","2009","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","2009","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","2009","Bavaria","(0) in school","","","",""
"No","2009","Bavaria","(1a) inadequately completed","","","",""
"No","2009","Bavaria","(1b) general elementary school","","","",""
"No","2009","Bavaria","(1c) basic vocational qualification","","","",""
"No","2009","Bavaria","(2b) intermediate general qualification","","","",""
"No","2009","Bavaria","(2a) intermediate vocational","","","",""
"No","2009","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","2009","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Bavaria","(3a) lower tertiary education","","","",""
"No","2009","Bavaria","(3b) higher tertiary education","","","",""
"No","2009","Berlin","(0) in school","","","",""
"No","2009","Berlin","(1a) inadequately completed","","","",""
"No","2009","Berlin","(1b) general elementary school","","","",""
"No","2009","Berlin","(1c) basic vocational qualification","","","",""
"No","2009","Berlin","(2b) intermediate general qualification","","","",""
"No","2009","Berlin","(2a) intermediate vocational","","","",""
"No","2009","Berlin","(2c_gen) general maturity certificate","","","",""
"No","2009","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Berlin","(3a) lower tertiary education","","","",""
"No","2009","Berlin","(3b) higher tertiary education","","","",""
"No","2009","Brandenburg","(0) in school","","","",""
"No","2009","Brandenburg","(1a) inadequately completed","","","",""
"No","2009","Brandenburg","(1b) general elementary school","","","",""
"No","2009","Brandenburg","(1c) basic vocational qualification","","","",""
"No","2009","Brandenburg","(2b) intermediate general qualification","","","",""
"No","2009","Brandenburg","(2a) intermediate vocational","","","",""
"No","2009","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","2009","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Brandenburg","(3a) lower tertiary education","","","",""
"No","2009","Brandenburg","(3b) higher tertiary education","","","",""
"No","2009","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2009","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2009","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","2009","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No","2009","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","2009","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"No","2009","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","2009","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","2009","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","2009","Saxony","(0) in school","","","",""
"No","2009","Saxony","(1a) inadequately completed","","","",""
"No","2009","Saxony","(1b) general elementary school","","","",""
"No","2009","Saxony","(1c) basic vocational qualification","","","",""
"No","2009","Saxony","(2b) intermediate general qualification","","","",""
"No","2009","Saxony","(2a) intermediate vocational","","","",""
"No","2009","Saxony","(2c_gen) general maturity certificate","","","",""
"No","2009","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Saxony","(3a) lower tertiary education","","","",""
"No","2009","Saxony","(3b) higher tertiary education","","","",""
"No","2009","Saxony-Anhalt","(0) in school","","","",""
"No","2009","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","2009","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","2009","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"No","2009","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","2009","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"No","2009","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","2009","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"No","2009","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","2009","Thuringia","(0) in school","","","",""
"No","2009","Thuringia","(1a) inadequately completed","","","",""
"No","2009","Thuringia","(1b) general elementary school","","","",""
"No","2009","Thuringia","(1c) basic vocational qualification","","","",""
"No","2009","Thuringia","(2b) intermediate general qualification","","","",""
"No","2009","Thuringia","(2a) intermediate vocational","","","",""
"No","2009","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","2009","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Thuringia","(3a) lower tertiary education","","","",""
"No","2009","Thuringia","(3b) higher tertiary education","","","",""
"Yes","2010","Schleswig-Holstein","(0) in school","1","","",""
"Yes","2010","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Yes","2010","Schleswig-Holstein","(1b) general elementary school","12","","",""
"Yes","2010","Schleswig-Holstein","(1c) basic vocational qualification","37","0.32617118977206","0.246496596102395","0.405845783441725"
"Yes","2010","Schleswig-Holstein","(2b) intermediate general qualification","3","","",""
"Yes","2010","Schleswig-Holstein","(2a) intermediate vocational","25","","",""
"Yes","2010","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Yes","2010","Schleswig-Holstein","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2010","Schleswig-Holstein","(3a) lower tertiary education","6","","",""
"Yes","2010","Schleswig-Holstein","(3b) higher tertiary education","1","","",""
"Yes","2010","Hamburg","(0) in school","1","","",""
"Yes","2010","Hamburg","(1a) inadequately completed","1","","",""
"Yes","2010","Hamburg","(1b) general elementary school","","","",""
"Yes","2010","Hamburg","(1c) basic vocational qualification","14","","",""
"Yes","2010","Hamburg","(2b) intermediate general qualification","1","","",""
"Yes","2010","Hamburg","(2a) intermediate vocational","22","","",""
"Yes","2010","Hamburg","(2c_gen) general maturity certificate","6","","",""
"Yes","2010","Hamburg","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2010","Hamburg","(3a) lower tertiary education","5","","",""
"Yes","2010","Hamburg","(3b) higher tertiary education","8","","",""
"Yes","2010","Lower Saxony","(0) in school","4","","",""
"Yes","2010","Lower Saxony","(1a) inadequately completed","4","","",""
"Yes","2010","Lower Saxony","(1b) general elementary school","33","0.198906064100702","0.13002196706066","0.267790161140744"
"Yes","2010","Lower Saxony","(1c) basic vocational qualification","114","0.246566887598916","0.20514869400255","0.287985081195282"
"Yes","2010","Lower Saxony","(2b) intermediate general qualification","17","","",""
"Yes","2010","Lower Saxony","(2a) intermediate vocational","120","0.336957716664004","0.290462191925587","0.383453241402421"
"Yes","2010","Lower Saxony","(2c_gen) general maturity certificate","11","","",""
"Yes","2010","Lower Saxony","(2c_voc) vocational maturity certificate","24","","",""
"Yes","2010","Lower Saxony","(3a) lower tertiary education","26","","",""
"Yes","2010","Lower Saxony","(3b) higher tertiary education","35","0.15784957946975","0.106006852217071","0.209692306722428"
"Yes","2010","Bremen","(0) in school","1","","",""
"Yes","2010","Bremen","(1a) inadequately completed","","","",""
"Yes","2010","Bremen","(1b) general elementary school","1","","",""
"Yes","2010","Bremen","(1c) basic vocational qualification","5","","",""
"Yes","2010","Bremen","(2b) intermediate general qualification","2","","",""
"Yes","2010","Bremen","(2a) intermediate vocational","10","","",""
"Yes","2010","Bremen","(2c_gen) general maturity certificate","1","","",""
"Yes","2010","Bremen","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2010","Bremen","(3a) lower tertiary education","2","","",""
"Yes","2010","Bremen","(3b) higher tertiary education","3","","",""
"Yes","2010","North Rhine-Westphalia","(0) in school","13","","",""
"Yes","2010","North Rhine-Westphalia","(1a) inadequately completed","14","","",""
"Yes","2010","North Rhine-Westphalia","(1b) general elementary school","86","0.26477863807977","0.214767927260582","0.314789348898959"
"Yes","2010","North Rhine-Westphalia","(1c) basic vocational qualification","287","0.297963331878741","0.269136549921044","0.326790113836439"
"Yes","2010","North Rhine-Westphalia","(2b) intermediate general qualification","41","0.498121714346747","0.39424456387768","0.601998864815814"
"Yes","2010","North Rhine-Westphalia","(2a) intermediate vocational","199","0.302348972713521","0.266139081406038","0.338558864021005"
"Yes","2010","North Rhine-Westphalia","(2c_gen) general maturity certificate","36","0.166895808166789","0.108568673910809","0.225222942422769"
"Yes","2010","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","100","0.330680959943765","0.282284236157024","0.379077683730507"
"Yes","2010","North Rhine-Westphalia","(3a) lower tertiary education","41","0.220606311973409","0.166304853904483","0.274907770042335"
"Yes","2010","North Rhine-Westphalia","(3b) higher tertiary education","91","0.194544809471403","0.158757448125893","0.230332170816914"
"Yes","2010","Hesse","(0) in school","1","","",""
"Yes","2010","Hesse","(1a) inadequately completed","3","","",""
"Yes","2010","Hesse","(1b) general elementary school","25","","",""
"Yes","2010","Hesse","(1c) basic vocational qualification","74","0.330749447377445","0.273003443769379","0.388495450985511"
"Yes","2010","Hesse","(2b) intermediate general qualification","9","","",""
"Yes","2010","Hesse","(2a) intermediate vocational","81","0.388458506005977","0.326666197087927","0.450250814924026"
"Yes","2010","Hesse","(2c_gen) general maturity certificate","11","","",""
"Yes","2010","Hesse","(2c_voc) vocational maturity certificate","24","","",""
"Yes","2010","Hesse","(3a) lower tertiary education","12","","",""
"Yes","2010","Hesse","(3b) higher tertiary education","40","0.160217553978093","0.110606678804791","0.209828429151394"
"Yes","2010","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(1a) inadequately completed","3","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(1b) general elementary school","36","0.211485180189059","0.141287733656056","0.281682626722062"
"Yes","2010","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","97","0.260100985284181","0.212769694951125","0.307432275617237"
"Yes","2010","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","9","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","63","0.317807628556682","0.246545013508411","0.389070243604953"
"Yes","2010","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","5","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","15","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","10","","",""
"Yes","2010","Baden-Württemberg","(0) in school","2","","",""
"Yes","2010","Baden-Württemberg","(1a) inadequately completed","13","","",""
"Yes","2010","Baden-Württemberg","(1b) general elementary school","42","0.217461226196073","0.160146608243205","0.274775844148941"
"Yes","2010","Baden-Württemberg","(1c) basic vocational qualification","130","0.257669088158411","0.219711995845614","0.295626180471208"
"Yes","2010","Baden-Württemberg","(2b) intermediate general qualification","16","","",""
"Yes","2010","Baden-Württemberg","(2a) intermediate vocational","95","0.283803655583131","0.240270061291072","0.32733724987519"
"Yes","2010","Baden-Württemberg","(2c_gen) general maturity certificate","15","","",""
