"pli0080","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2002","Saxony","Single parent ","","","",""
"Daily","2002","Saxony","Couple + C. LE 16 ","","","",""
"Daily","2002","Saxony","Couple + C. GT 16 ","","","",""
"Daily","2002","Saxony","Couple + C. LE and GT 16","","","",""
"Daily","2002","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","2002","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","2002","Saxony-Anhalt","Single parent ","","","",""
"Daily","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","2002","Thuringia","1-pers.-HH","","","",""
"Daily","2002","Thuringia","(Married) couple without C. ","","","",""
"Daily","2002","Thuringia","Single parent ","","","",""
"Daily","2002","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","2002","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","2002","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Schleswig-Holstein","1-pers.-HH","","","",""
"Min 1x per week","2002","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per week","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Hamburg","1-pers.-HH","","","",""
"Min 1x per week","2002","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Hamburg","Single parent ","","","",""
"Min 1x per week","2002","Hamburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Lower Saxony","1-pers.-HH","","","",""
"Min 1x per week","2002","Lower Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Lower Saxony","Single parent ","","","",""
"Min 1x per week","2002","Lower Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Lower Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Bremen","1-pers.-HH","","","",""
"Min 1x per week","2002","Bremen","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Bremen","Single parent ","","","",""
"Min 1x per week","2002","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Bremen","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","1-pers.-HH","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","Single parent ","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Hesse","1-pers.-HH","","","",""
"Min 1x per week","2002","Hesse","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Hesse","Single parent ","","","",""
"Min 1x per week","2002","Hesse","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Hesse","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Hesse","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Baden-Württemberg","1-pers.-HH","","","",""
"Min 1x per week","2002","Baden-Württemberg","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Baden-Württemberg","Single parent ","","","",""
"Min 1x per week","2002","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Bavaria","1-pers.-HH","","","",""
"Min 1x per week","2002","Bavaria","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Bavaria","Single parent ","","","",""
"Min 1x per week","2002","Bavaria","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Bavaria","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Bavaria","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Berlin","1-pers.-HH","","","",""
"Min 1x per week","2002","Berlin","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Berlin","Single parent ","","","",""
"Min 1x per week","2002","Berlin","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Berlin","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Berlin","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Brandenburg","1-pers.-HH","","","",""
"Min 1x per week","2002","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Brandenburg","Single parent ","","","",""
"Min 1x per week","2002","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Saxony","1-pers.-HH","","","",""
"Min 1x per week","2002","Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Saxony","Single parent ","","","",""
"Min 1x per week","2002","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per week","2002","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per week","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2002","Thuringia","1-pers.-HH","","","",""
"Min 1x per week","2002","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per week","2002","Thuringia","Single parent ","","","",""
"Min 1x per week","2002","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per week","2002","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per week","2002","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Schleswig-Holstein","1-pers.-HH","","","",""
"Min 1x per month","2002","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per month","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Hamburg","1-pers.-HH","","","",""
"Min 1x per month","2002","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Hamburg","Single parent ","","","",""
"Min 1x per month","2002","Hamburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Lower Saxony","1-pers.-HH","","","",""
"Min 1x per month","2002","Lower Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Lower Saxony","Single parent ","","","",""
"Min 1x per month","2002","Lower Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Lower Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Bremen","1-pers.-HH","","","",""
"Min 1x per month","2002","Bremen","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Bremen","Single parent ","","","",""
"Min 1x per month","2002","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Bremen","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","1-pers.-HH","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","Single parent ","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Hesse","1-pers.-HH","","","",""
"Min 1x per month","2002","Hesse","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Hesse","Single parent ","","","",""
"Min 1x per month","2002","Hesse","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Hesse","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Hesse","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Baden-Württemberg","1-pers.-HH","","","",""
"Min 1x per month","2002","Baden-Württemberg","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Baden-Württemberg","Single parent ","","","",""
"Min 1x per month","2002","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Bavaria","1-pers.-HH","","","",""
"Min 1x per month","2002","Bavaria","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Bavaria","Single parent ","","","",""
"Min 1x per month","2002","Bavaria","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Bavaria","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Bavaria","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Berlin","1-pers.-HH","","","",""
"Min 1x per month","2002","Berlin","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Berlin","Single parent ","","","",""
"Min 1x per month","2002","Berlin","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Berlin","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Berlin","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Brandenburg","1-pers.-HH","","","",""
"Min 1x per month","2002","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Brandenburg","Single parent ","","","",""
"Min 1x per month","2002","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Saxony","1-pers.-HH","","","",""
"Min 1x per month","2002","Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Saxony","Single parent ","","","",""
"Min 1x per month","2002","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per month","2002","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per month","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2002","Thuringia","1-pers.-HH","","","",""
"Min 1x per month","2002","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per month","2002","Thuringia","Single parent ","","","",""
"Min 1x per month","2002","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per month","2002","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per month","2002","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Schleswig-Holstein","1-pers.-HH","","","",""
"Rarely","2002","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Rarely","2002","Schleswig-Holstein","Single parent ","","","",""
"Rarely","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Rarely","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Rarely","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Hamburg","1-pers.-HH","","","",""
"Rarely","2002","Hamburg","(Married) couple without C. ","","","",""
"Rarely","2002","Hamburg","Single parent ","","","",""
"Rarely","2002","Hamburg","Couple + C. LE 16 ","","","",""
"Rarely","2002","Hamburg","Couple + C. GT 16 ","","","",""
"Rarely","2002","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Lower Saxony","1-pers.-HH","","","",""
"Rarely","2002","Lower Saxony","(Married) couple without C. ","","","",""
"Rarely","2002","Lower Saxony","Single parent ","","","",""
"Rarely","2002","Lower Saxony","Couple + C. LE 16 ","","","",""
"Rarely","2002","Lower Saxony","Couple + C. GT 16 ","","","",""
"Rarely","2002","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Bremen","1-pers.-HH","","","",""
"Rarely","2002","Bremen","(Married) couple without C. ","","","",""
"Rarely","2002","Bremen","Single parent ","","","",""
"Rarely","2002","Bremen","Couple + C. LE 16 ","","","",""
"Rarely","2002","Bremen","Couple + C. GT 16 ","","","",""
"Rarely","2002","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","2002","North Rhine-Westphalia","1-pers.-HH","","","",""
"Rarely","2002","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Rarely","2002","North Rhine-Westphalia","Single parent ","","","",""
"Rarely","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Rarely","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Rarely","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Hesse","1-pers.-HH","","","",""
"Rarely","2002","Hesse","(Married) couple without C. ","","","",""
"Rarely","2002","Hesse","Single parent ","","","",""
"Rarely","2002","Hesse","Couple + C. LE 16 ","","","",""
"Rarely","2002","Hesse","Couple + C. GT 16 ","","","",""
"Rarely","2002","Hesse","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Baden-Württemberg","1-pers.-HH","","","",""
"Rarely","2002","Baden-Württemberg","(Married) couple without C. ","","","",""
"Rarely","2002","Baden-Württemberg","Single parent ","","","",""
"Rarely","2002","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Rarely","2002","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Rarely","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Bavaria","1-pers.-HH","","","",""
"Rarely","2002","Bavaria","(Married) couple without C. ","","","",""
"Rarely","2002","Bavaria","Single parent ","","","",""
"Rarely","2002","Bavaria","Couple + C. LE 16 ","","","",""
"Rarely","2002","Bavaria","Couple + C. GT 16 ","","","",""
"Rarely","2002","Bavaria","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Berlin","1-pers.-HH","","","",""
"Rarely","2002","Berlin","(Married) couple without C. ","","","",""
"Rarely","2002","Berlin","Single parent ","","","",""
"Rarely","2002","Berlin","Couple + C. LE 16 ","","","",""
"Rarely","2002","Berlin","Couple + C. GT 16 ","","","",""
"Rarely","2002","Berlin","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Brandenburg","1-pers.-HH","","","",""
"Rarely","2002","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","2002","Brandenburg","Single parent ","","","",""
"Rarely","2002","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","2002","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","2002","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Saxony","1-pers.-HH","","","",""
"Rarely","2002","Saxony","(Married) couple without C. ","","","",""
"Rarely","2002","Saxony","Single parent ","","","",""
"Rarely","2002","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","2002","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","2002","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","2002","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","2002","Saxony-Anhalt","Single parent ","","","",""
"Rarely","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","2002","Thuringia","1-pers.-HH","","","",""
"Rarely","2002","Thuringia","(Married) couple without C. ","","","",""
"Rarely","2002","Thuringia","Single parent ","","","",""
"Rarely","2002","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","2002","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","2002","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","2002","Schleswig-Holstein","1-pers.-HH","","","",""
"Never","2002","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Never","2002","Schleswig-Holstein","Single parent ","","","",""
"Never","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Never","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Never","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Never","2002","Hamburg","1-pers.-HH","","","",""
"Never","2002","Hamburg","(Married) couple without C. ","","","",""
"Never","2002","Hamburg","Single parent ","","","",""
"Never","2002","Hamburg","Couple + C. LE 16 ","","","",""
"Never","2002","Hamburg","Couple + C. GT 16 ","","","",""
"Never","2002","Hamburg","Couple + C. LE and GT 16","","","",""
"Never","2002","Lower Saxony","1-pers.-HH","","","",""
"Never","2002","Lower Saxony","(Married) couple without C. ","","","",""
"Never","2002","Lower Saxony","Single parent ","","","",""
"Never","2002","Lower Saxony","Couple + C. LE 16 ","","","",""
"Never","2002","Lower Saxony","Couple + C. GT 16 ","","","",""
"Never","2002","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Never","2002","Bremen","1-pers.-HH","","","",""
"Never","2002","Bremen","(Married) couple without C. ","","","",""
"Never","2002","Bremen","Single parent ","","","",""
"Never","2002","Bremen","Couple + C. LE 16 ","","","",""
"Never","2002","Bremen","Couple + C. GT 16 ","","","",""
"Never","2002","Bremen","Couple + C. LE and GT 16","","","",""
"Never","2002","North Rhine-Westphalia","1-pers.-HH","","","",""
"Never","2002","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Never","2002","North Rhine-Westphalia","Single parent ","","","",""
"Never","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Never","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Never","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Never","2002","Hesse","1-pers.-HH","","","",""
"Never","2002","Hesse","(Married) couple without C. ","","","",""
"Never","2002","Hesse","Single parent ","","","",""
"Never","2002","Hesse","Couple + C. LE 16 ","","","",""
"Never","2002","Hesse","Couple + C. GT 16 ","","","",""
"Never","2002","Hesse","Couple + C. LE and GT 16","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Never","2002","Baden-Württemberg","1-pers.-HH","","","",""
"Never","2002","Baden-Württemberg","(Married) couple without C. ","","","",""
"Never","2002","Baden-Württemberg","Single parent ","","","",""
"Never","2002","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Never","2002","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Never","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Never","2002","Bavaria","1-pers.-HH","","","",""
"Never","2002","Bavaria","(Married) couple without C. ","","","",""
"Never","2002","Bavaria","Single parent ","","","",""
"Never","2002","Bavaria","Couple + C. LE 16 ","","","",""
"Never","2002","Bavaria","Couple + C. GT 16 ","","","",""
"Never","2002","Bavaria","Couple + C. LE and GT 16","","","",""
"Never","2002","Berlin","1-pers.-HH","","","",""
"Never","2002","Berlin","(Married) couple without C. ","","","",""
"Never","2002","Berlin","Single parent ","","","",""
"Never","2002","Berlin","Couple + C. LE 16 ","","","",""
"Never","2002","Berlin","Couple + C. GT 16 ","","","",""
"Never","2002","Berlin","Couple + C. LE and GT 16","","","",""
"Never","2002","Brandenburg","1-pers.-HH","","","",""
"Never","2002","Brandenburg","(Married) couple without C. ","","","",""
"Never","2002","Brandenburg","Single parent ","","","",""
"Never","2002","Brandenburg","Couple + C. LE 16 ","","","",""
"Never","2002","Brandenburg","Couple + C. GT 16 ","","","",""
"Never","2002","Brandenburg","Couple + C. LE and GT 16","","","",""
"Never","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Never","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Never","2002","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Never","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Never","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Never","2002","Saxony","1-pers.-HH","","","",""
"Never","2002","Saxony","(Married) couple without C. ","","","",""
"Never","2002","Saxony","Single parent ","","","",""
"Never","2002","Saxony","Couple + C. LE 16 ","","","",""
"Never","2002","Saxony","Couple + C. GT 16 ","","","",""
"Never","2002","Saxony","Couple + C. LE and GT 16","","","",""
"Never","2002","Saxony-Anhalt","1-pers.-HH","","","",""
"Never","2002","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Never","2002","Saxony-Anhalt","Single parent ","","","",""
"Never","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Never","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Never","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Never","2002","Thuringia","1-pers.-HH","","","",""
"Never","2002","Thuringia","(Married) couple without C. ","","","",""
"Never","2002","Thuringia","Single parent ","","","",""
"Never","2002","Thuringia","Couple + C. LE 16 ","","","",""
"Never","2002","Thuringia","Couple + C. GT 16 ","","","",""
"Never","2002","Thuringia","Couple + C. LE and GT 16","","","",""
"Daily","2003","Schleswig-Holstein","1-pers.-HH","4","","",""
"Daily","2003","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"Daily","2003","Schleswig-Holstein","Single parent ","1","","",""
"Daily","2003","Schleswig-Holstein","Couple + C. LE 16 ","2","","",""
"Daily","2003","Schleswig-Holstein","Couple + C. GT 16 ","7","","",""
"Daily","2003","Schleswig-Holstein","Couple + C. LE and GT 16","4","","",""
"Daily","2003","Hamburg","1-pers.-HH","4","","",""
"Daily","2003","Hamburg","(Married) couple without C. ","4","","",""
"Daily","2003","Hamburg","Single parent ","4","","",""
"Daily","2003","Hamburg","Couple + C. LE 16 ","4","","",""
"Daily","2003","Hamburg","Couple + C. GT 16 ","3","","",""
"Daily","2003","Hamburg","Couple + C. LE and GT 16","1","","",""
"Daily","2003","Lower Saxony","1-pers.-HH","15","","",""
"Daily","2003","Lower Saxony","(Married) couple without C. ","11","","",""
"Daily","2003","Lower Saxony","Single parent ","10","","",""
"Daily","2003","Lower Saxony","Couple + C. LE 16 ","18","","",""
"Daily","2003","Lower Saxony","Couple + C. GT 16 ","32","0.119944215884801","0.0861946766744077","0.153693755095194"
"Daily","2003","Lower Saxony","Couple + C. LE and GT 16","21","","",""
"Daily","2003","Bremen","1-pers.-HH","2","","",""
"Daily","2003","Bremen","(Married) couple without C. ","1","","",""
"Daily","2003","Bremen","Single parent ","","","",""
"Daily","2003","Bremen","Couple + C. LE 16 ","1","","",""
"Daily","2003","Bremen","Couple + C. GT 16 ","3","","",""
"Daily","2003","Bremen","Couple + C. LE and GT 16","1","","",""
"Daily","2003","North Rhine-Westphalia","1-pers.-HH","39","0.0528790174934464","0.0355000971546967","0.0702579378321962"
"Daily","2003","North Rhine-Westphalia","(Married) couple without C. ","28","","",""
"Daily","2003","North Rhine-Westphalia","Single parent ","19","","",""
