"ple0098_v5","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2014","lower secondary degree","(Married) couple without C. ","509","0.19771983248658","0.18206365723588","0.21337600773728"
"Yes","2014","lower secondary degree","Single parent ","69","0.127725284278402","0.0994415804459951","0.15600898811081"
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","233","0.23820275895489","0.213017736859336","0.263387781050443"
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","110","0.200873270200848","0.169808612990834","0.231937927410862"
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","74","0.181498355129974","0.143391953468625","0.219604756791322"
"Yes","2014","secondary school degree","1-pers.-HH","237","0.277302196191561","0.246773160304891","0.307831232078232"
"Yes","2014","secondary school degree","(Married) couple without C. ","638","0.353609692512733","0.332318853369053","0.374900531656413"
"Yes","2014","secondary school degree","Single parent ","157","0.183251846524155","0.155783098486442","0.210720594561867"
"Yes","2014","secondary school degree","Couple + C. LE 16 ","488","0.27553608685404","0.254918993080936","0.296153180627145"
"Yes","2014","secondary school degree","Couple + C. GT 16 ","201","0.257507096665683","0.227523908004821","0.287490285326544"
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","122","0.237583407507516","0.201002822861025","0.274163992154007"
"Yes","2014","college entrance qualification","1-pers.-HH","222","0.299095426192052","0.266370889724336","0.331819962659767"
"Yes","2014","college entrance qualification","(Married) couple without C. ","507","0.397181860054778","0.37140275092961","0.422960969179947"
"Yes","2014","college entrance qualification","Single parent ","159","0.349758192563144","0.306505709644942","0.393010675481347"
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","607","0.364299321487622","0.341463633719676","0.387135009255568"
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","171","0.248453571852685","0.213761879129153","0.283145264576217"
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","136","0.338084712649374","0.29273506442176","0.383434360876989"
"Yes","2014","Other degree","1-pers.-HH","21","","",""
"Yes","2014","Other degree","(Married) couple without C. ","66","0.105450869963982","0.0830942435296604","0.127807496398304"
"Yes","2014","Other degree","Single parent ","10","","",""
"Yes","2014","Other degree","Couple + C. LE 16 ","102","0.116344248275239","0.0976244938888684","0.13506400266161"
"Yes","2014","Other degree","Couple + C. GT 16 ","16","","",""
"Yes","2014","Other degree","Couple + C. LE and GT 16","24","","",""
"Yes","2014","no degree/no degree yet","1-pers.-HH","5","","",""
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","14","","",""
"Yes","2014","no degree/no degree yet","Single parent ","19","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","17","","",""
"No","2014","lower secondary degree","1-pers.-HH","993","0.845391482738027","0.824824604678675","0.865958360797378"
"No","2014","lower secondary degree","(Married) couple without C. ","1977","0.80228016751342","0.78662399226272","0.81793634276412"
"No","2014","lower secondary degree","Single parent ","466","0.872274715721598","0.84399101188919","0.900558419554005"
"No","2014","lower secondary degree","Couple + C. LE 16 ","866","0.76179724104511","0.736612218949557","0.786982263140664"
"No","2014","lower secondary degree","Couple + C. GT 16 ","529","0.799126729799152","0.768062072589138","0.830191387009166"
"No","2014","lower secondary degree","Couple + C. LE and GT 16","319","0.818501644870026","0.780395243208678","0.856608046531375"
"No","2014","secondary school degree","1-pers.-HH","589","0.722697803808439","0.692168767921768","0.75322683969511"
"No","2014","secondary school degree","(Married) couple without C. ","1299","0.646390307487267","0.625099468343588","0.667681146630946"
"No","2014","secondary school degree","Single parent ","605","0.816748153475845","0.789279405438133","0.844216901513558"
"No","2014","secondary school degree","Couple + C. LE 16 ","1316","0.72446391314596","0.703846819372855","0.745081006919065"
"No","2014","secondary school degree","Couple + C. GT 16 ","616","0.742492903334317","0.712509714673456","0.772476091995178"
"No","2014","secondary school degree","Couple + C. LE and GT 16","398","0.762416592492484","0.725836007845993","0.798997177138975"
"No","2014","college entrance qualification","1-pers.-HH","530","0.700904573807948","0.668180037340233","0.733629110275664"
"No","2014","college entrance qualification","(Married) couple without C. ","877","0.602818139945222","0.577039030820053","0.62859724907039"
"No","2014","college entrance qualification","Single parent ","308","0.650241807436856","0.606989324518653","0.693494290355058"
"No","2014","college entrance qualification","Couple + C. LE 16 ","1099","0.635700678512378","0.612864990744432","0.658536366280324"
"No","2014","college entrance qualification","Couple + C. GT 16 ","425","0.751546428147315","0.716854735423783","0.786238120870847"
"No","2014","college entrance qualification","Couple + C. LE and GT 16","282","0.661915287350626","0.616565639123011","0.70726493557824"
"No","2014","Other degree","1-pers.-HH","251","0.923698720677584","0.892149058021611","0.955248383333557"
"No","2014","Other degree","(Married) couple without C. ","659","0.894549130036018","0.872192503601696","0.91690575647034"
"No","2014","Other degree","Single parent ","177","0.960677422529024","0.932820247801096","0.988534597256952"
"No","2014","Other degree","Couple + C. LE 16 ","1025","0.883655751724761","0.86493599733839","0.902375506111131"
"No","2014","Other degree","Couple + C. GT 16 ","325","0.948222217255468","0.924704363284397","0.971740071226539"
"No","2014","Other degree","Couple + C. LE and GT 16","321","0.926959395642136","0.899502522454157","0.954416268830116"
"No","2014","no degree/no degree yet","1-pers.-HH","55","0.913343268097245","0.842157916394664","0.984528619799826"
"No","2014","no degree/no degree yet","(Married) couple without C. ","89","0.86378428213668","0.797540405613967","0.930028158659393"
"No","2014","no degree/no degree yet","Single parent ","153","0.901501585625993","0.856968607982641","0.946034563269344"
"No","2014","no degree/no degree yet","Couple + C. LE 16 ","153","0.971099627256143","0.945222338691898","0.996976915820389"
"No","2014","no degree/no degree yet","Couple + C. GT 16 ","151","0.895677432398826","0.849036087095673","0.942318777701978"
"No","2014","no degree/no degree yet","Couple + C. LE and GT 16","194","0.916475033327936","0.879143542129646","0.953806524526226"
"Yes","2015","lower secondary degree","1-pers.-HH","","","",""
"Yes","2015","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2015","lower secondary degree","Single parent ","","","",""
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2015","secondary school degree","1-pers.-HH","","","",""
"Yes","2015","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2015","secondary school degree","Single parent ","","","",""
"Yes","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2015","college entrance qualification","1-pers.-HH","","","",""
"Yes","2015","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2015","college entrance qualification","Single parent ","","","",""
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2015","Other degree","1-pers.-HH","","","",""
"Yes","2015","Other degree","(Married) couple without C. ","","","",""
"Yes","2015","Other degree","Single parent ","","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2015","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2015","no degree/no degree yet","Single parent ","","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2015","lower secondary degree","1-pers.-HH","","","",""
"No","2015","lower secondary degree","(Married) couple without C. ","","","",""
"No","2015","lower secondary degree","Single parent ","","","",""
"No","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2015","secondary school degree","1-pers.-HH","","","",""
"No","2015","secondary school degree","(Married) couple without C. ","","","",""
"No","2015","secondary school degree","Single parent ","","","",""
"No","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2015","college entrance qualification","1-pers.-HH","","","",""
"No","2015","college entrance qualification","(Married) couple without C. ","","","",""
"No","2015","college entrance qualification","Single parent ","","","",""
"No","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2015","Other degree","1-pers.-HH","","","",""
"No","2015","Other degree","(Married) couple without C. ","","","",""
"No","2015","Other degree","Single parent ","","","",""
"No","2015","Other degree","Couple + C. LE 16 ","","","",""
"No","2015","Other degree","Couple + C. GT 16 ","","","",""
"No","2015","Other degree","Couple + C. LE and GT 16","","","",""
"No","2015","no degree/no degree yet","1-pers.-HH","","","",""
"No","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2015","no degree/no degree yet","Single parent ","","","",""
"No","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","150","0.14267176198317","0.121765016342092","0.163578507624248"
"Yes","2016","lower secondary degree","(Married) couple without C. ","399","0.191729681023777","0.174980314292659","0.208479047754895"
"Yes","2016","lower secondary degree","Single parent ","45","0.0721079554758473","0.0483925634816002","0.0958233474700944"
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","169","0.223112909983267","0.195432054664349","0.250793765302184"
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","85","0.131527402857147","0.103534994846713","0.159519810867582"
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","40","0.136956218371428","0.0995207839163063","0.17439165282655"
"Yes","2016","secondary school degree","1-pers.-HH","196","0.253386852209129","0.223056713230949","0.28371699118731"
"Yes","2016","secondary school degree","(Married) couple without C. ","526","0.297047945946997","0.276111706574981","0.317984185319012"
"Yes","2016","secondary school degree","Single parent ","114","0.179056220680128","0.149306070208683","0.208806371151572"
"Yes","2016","secondary school degree","Couple + C. LE 16 ","370","0.271713742059364","0.248478156419998","0.29494932769873"
"Yes","2016","secondary school degree","Couple + C. GT 16 ","166","0.230906248912657","0.19964344949697","0.262169048328343"
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","109","0.229415643125634","0.192671704535121","0.266159581716146"
"Yes","2016","college entrance qualification","1-pers.-HH","183","0.26685861043207","0.23441467978043","0.299302541083709"
"Yes","2016","college entrance qualification","(Married) couple without C. ","443","0.35315127852641","0.326957715853827","0.379344841198993"
"Yes","2016","college entrance qualification","Single parent ","130","0.218660173161034","0.18092881369731","0.256391532624759"
"Yes","2016","college entrance qualification","Couple + C. LE 16 ","523","0.397639041347958","0.372671382061729","0.422606700634186"
"Yes","2016","college entrance qualification","Couple + C. GT 16 ","157","0.199299279389856","0.166955761344471","0.231642797435241"
"Yes","2016","college entrance qualification","Couple + C. LE and GT 16","110","0.337300185490425","0.291922036358494","0.382678334622355"
"Yes","2016","Other degree","1-pers.-HH","15","","",""
"Yes","2016","Other degree","(Married) couple without C. ","80","0.123858807731877","0.100916558282015","0.146801057181739"
"Yes","2016","Other degree","Single parent ","18","","",""
"Yes","2016","Other degree","Couple + C. LE 16 ","84","0.0924633206217896","0.0754602447111966","0.109466396532383"
"Yes","2016","Other degree","Couple + C. GT 16 ","15","","",""
"Yes","2016","Other degree","Couple + C. LE and GT 16","17","","",""
"Yes","2016","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2016","no degree/no degree yet","(Married) couple without C. ","9","","",""
"Yes","2016","no degree/no degree yet","Single parent ","9","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","2016","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE and GT 16","14","","",""
"No","2016","lower secondary degree","1-pers.-HH","925","0.85732823801683","0.836421492375752","0.878234983657908"
"No","2016","lower secondary degree","(Married) couple without C. ","1723","0.808270318976223","0.791520952245105","0.825019685707341"
"No","2016","lower secondary degree","Single parent ","412","0.927892044524153","0.904176652529906","0.9516074365184"
"No","2016","lower secondary degree","Couple + C. LE 16 ","700","0.776887090016733","0.749206234697816","0.804567945335651"
"No","2016","lower secondary degree","Couple + C. GT 16 ","475","0.868472597142853","0.840480189132418","0.896465005153287"
"No","2016","lower secondary degree","Couple + C. LE and GT 16","284","0.863043781628572","0.825608347173449","0.900479216083694"
"No","2016","secondary school degree","1-pers.-HH","594","0.746613147790871","0.71628300881269","0.776943286769051"
"No","2016","secondary school degree","(Married) couple without C. ","1304","0.702952054053004","0.682015814680988","0.723888293425019"
"No","2016","secondary school degree","Single parent ","524","0.820943779319872","0.791193628848428","0.850693929791317"
"No","2016","secondary school degree","Couple + C. LE 16 ","1038","0.728286257940636","0.70505067230127","0.751521843580002"
"No","2016","secondary school degree","Couple + C. GT 16 ","532","0.769093751087343","0.737830951671657","0.80035655050303"
"No","2016","secondary school degree","Couple + C. LE and GT 16","394","0.770584356874366","0.733840418283854","0.807328295464879"
"No","2016","college entrance qualification","1-pers.-HH","531","0.73314138956793","0.700697458916291","0.76558532021957"
"No","2016","college entrance qualification","(Married) couple without C. ","836","0.64684872147359","0.620655158801007","0.673042284146173"
"No","2016","college entrance qualification","Single parent ","331","0.781339826838966","0.743608467375241","0.81907118630269"
"No","2016","college entrance qualification","Couple + C. LE 16 ","953","0.602360958652042","0.577393299365814","0.627328617938271"
"No","2016","college entrance qualification","Couple + C. GT 16 ","429","0.800700720610144","0.768357202564759","0.833044238655529"
"No","2016","college entrance qualification","Couple + C. LE and GT 16","307","0.662699814509575","0.617321665377645","0.708077963641506"
"No","2016","Other degree","1-pers.-HH","322","0.946254586463103","0.922177283151767","0.970331889774439"
"No","2016","Other degree","(Married) couple without C. ","712","0.876141192268123","0.853198942818261","0.899083441717985"
"No","2016","Other degree","Single parent ","148","0.898061024889099","0.852033554970874","0.944088494807325"
"No","2016","Other degree","Couple + C. LE 16 ","1031","0.90753667937821","0.890533603467617","0.924539755288803"
"No","2016","Other degree","Couple + C. GT 16 ","271","0.939017401554263","0.911283890315498","0.966750912793028"
"No","2016","Other degree","Couple + C. LE and GT 16","282","0.954489323430995","0.930865255638325","0.978113391223664"
"No","2016","no degree/no degree yet","1-pers.-HH","45","0.911898469771871","0.83171359751728","0.992083342026462"
"No","2016","no degree/no degree yet","(Married) couple without C. ","61","0.883373129476132","0.808181330676281","0.958564928275983"
"No","2016","no degree/no degree yet","Single parent ","118","0.972589597463767","0.944192840315046","1.00098635461249"
"No","2016","no degree/no degree yet","Couple + C. LE 16 ","142","0.980981370050566","0.958975566716751","1.00298717338438"
"No","2016","no degree/no degree yet","Couple + C. GT 16 ","117","0.858511988384151","0.798600595234599","0.918423381533702"
"No","2016","no degree/no degree yet","Couple + C. LE and GT 16","171","0.960101488496808","0.93189823927081","0.988304737722806"
"Yes","2017","lower secondary degree","1-pers.-HH","","","",""
"Yes","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2017","lower secondary degree","Single parent ","","","",""
"Yes","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2017","secondary school degree","1-pers.-HH","","","",""
"Yes","2017","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2017","secondary school degree","Single parent ","","","",""
"Yes","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2017","college entrance qualification","1-pers.-HH","","","",""
"Yes","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2017","college entrance qualification","Single parent ","","","",""
"Yes","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2017","Other degree","1-pers.-HH","","","",""
"Yes","2017","Other degree","(Married) couple without C. ","","","",""
"Yes","2017","Other degree","Single parent ","","","",""
"Yes","2017","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2017","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2017","no degree/no degree yet","Single parent ","","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2017","lower secondary degree","1-pers.-HH","","","",""
"No","2017","lower secondary degree","(Married) couple without C. ","","","",""
"No","2017","lower secondary degree","Single parent ","","","",""
"No","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2017","secondary school degree","1-pers.-HH","","","",""
"No","2017","secondary school degree","(Married) couple without C. ","","","",""
"No","2017","secondary school degree","Single parent ","","","",""
"No","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2017","college entrance qualification","1-pers.-HH","","","",""
"No","2017","college entrance qualification","(Married) couple without C. ","","","",""
"No","2017","college entrance qualification","Single parent ","","","",""
"No","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2017","Other degree","1-pers.-HH","","","",""
"No","2017","Other degree","(Married) couple without C. ","","","",""
"No","2017","Other degree","Single parent ","","","",""
"No","2017","Other degree","Couple + C. LE 16 ","","","",""
"No","2017","Other degree","Couple + C. GT 16 ","","","",""
"No","2017","Other degree","Couple + C. LE and GT 16","","","",""
"No","2017","no degree/no degree yet","1-pers.-HH","","","",""
"No","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2017","no degree/no degree yet","Single parent ","","","",""
"No","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2018","lower secondary degree","1-pers.-HH","160","0.157599188423425","0.136485142810322","0.178713234036527"
"Yes","2018","lower secondary degree","(Married) couple without C. ","412","0.187010351473454","0.170297659619406","0.203723043327502"
"Yes","2018","lower secondary degree","Single parent ","48","0.101910005454091","0.0739270705654902","0.129892940342691"
"Yes","2018","lower secondary degree","Couple + C. LE 16 ","120","0.182758713684236","0.15425116096208","0.211266266406393"
"Yes","2018","lower secondary degree","Couple + C. GT 16 ","101","0.197553258101694","0.164635508254994","0.230471007948395"
"Yes","2018","lower secondary degree","Couple + C. LE and GT 16","29","","",""
"Yes","2018","secondary school degree","1-pers.-HH","236","0.236319553785878","0.20989673592148","0.262742371650276"
"Yes","2018","secondary school degree","(Married) couple without C. ","646","0.315590133364251","0.295853270267517","0.335326996460985"
"Yes","2018","secondary school degree","Single parent ","121","0.213100990821545","0.180996904380411","0.245205077262679"
"Yes","2018","secondary school degree","Couple + C. LE 16 ","372","0.263855808677088","0.24066186303633","0.287049754317847"
"Yes","2018","secondary school degree","Couple + C. GT 16 ","198","0.256556939019517","0.225588654345196","0.287525223693838"
"Yes","2018","secondary school degree","Couple + C. LE and GT 16","121","0.261606619570081","0.224605342848626","0.298607896291536"
"Yes","2018","college entrance qualification","1-pers.-HH","241","0.283428491510477","0.254495612186737","0.312361370834217"
"Yes","2018","college entrance qualification","(Married) couple without C. ","526","0.338342414184143","0.314446124466777","0.36223870390151"
"Yes","2018","college entrance qualification","Single parent ","128","0.241102218381171","0.203720751168622","0.27848368559372"
"Yes","2018","college entrance qualification","Couple + C. LE 16 ","528","0.370338477363488","0.34591732683101","0.394759627895966"
"Yes","2018","college entrance qualification","Couple + C. GT 16 ","188","0.253226024768081","0.221011789437298","0.285440260098863"
"Yes","2018","college entrance qualification","Couple + C. LE and GT 16","127","0.274357891366448","0.235051293280348","0.313664489452548"
"Yes","2018","Other degree","1-pers.-HH","18","","",""
"Yes","2018","Other degree","(Married) couple without C. ","73","0.141133485515665","0.115720345591592","0.166546625439738"
"Yes","2018","Other degree","Single parent ","11","","",""
"Yes","2018","Other degree","Couple + C. LE 16 ","76","0.101526707749048","0.0820210314124614","0.121032384085634"
"Yes","2018","Other degree","Couple + C. GT 16 ","20","","",""
"Yes","2018","Other degree","Couple + C. LE and GT 16","20","","",""
"Yes","2018","no degree/no degree yet","1-pers.-HH","2","","",""
"Yes","2018","no degree/no degree yet","(Married) couple without C. ","9","","",""
"Yes","2018","no degree/no degree yet","Single parent ","13","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","2018","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"No","2018","lower secondary degree","1-pers.-HH","984","0.842400811576575","0.821286765963473","0.863514857189678"
"No","2018","lower secondary degree","(Married) couple without C. ","1679","0.812989648526546","0.796276956672498","0.829702340380594"
"No","2018","lower secondary degree","Single parent ","401","0.898089994545909","0.870107059657309","0.92607292943451"
"No","2018","lower secondary degree","Couple + C. LE 16 ","586","0.817241286315764","0.788733733593607","0.84574883903792"
"No","2018","lower secondary degree","Couple + C. GT 16 ","461","0.802446741898306","0.769528992051605","0.835364491745006"
"No","2018","lower secondary degree","Couple + C. LE and GT 16","285","0.932424781925943","0.904660662824182","0.960188901027704"
"No","2018","secondary school degree","1-pers.-HH","757","0.763680446214122","0.737257628349724","0.79010326407852"
"No","2018","secondary school degree","(Married) couple without C. ","1484","0.684409866635749","0.664673003539015","0.704146729732483"
"No","2018","secondary school degree","Single parent ","504","0.786899009178455","0.754794922737321","0.819003095619589"
"No","2018","secondary school degree","Couple + C. LE 16 ","1015","0.736144191322912","0.712950245682153","0.75933813696367"
"No","2018","secondary school degree","Couple + C. GT 16 ","566","0.743443060980483","0.712474776306162","0.774411345654804"
"No","2018","secondary school degree","Couple + C. LE and GT 16","421","0.738393380429919","0.701392103708464","0.775394657151374"
"No","2018","college entrance qualification","1-pers.-HH","691","0.716571508489523","0.687638629165783","0.745504387813262"
"No","2018","college entrance qualification","(Married) couple without C. ","980","0.661657585815857","0.63776129609849","0.685553875533223"
"No","2018","college entrance qualification","Single parent ","375","0.758897781618829","0.72151631440628","0.796279248831378"
"No","2018","college entrance qualification","Couple + C. LE 16 ","974","0.629661522636512","0.605240372104034","0.65408267316899"
"No","2018","college entrance qualification","Couple + C. GT 16 ","512","0.746773975231919","0.714559739901137","0.778988210562702"
"No","2018","college entrance qualification","Couple + C. LE and GT 16","368","0.725642108633552","0.686335510547452","0.764948706719652"
"No","2018","Other degree","1-pers.-HH","337","0.960755778283919","0.94055685231837","0.980954704249468"
"No","2018","Other degree","(Married) couple without C. ","648","0.858866514484335","0.833453374560261","0.884279654408408"
"No","2018","Other degree","Single parent ","148","0.935000949953746","0.896682400574922","0.97331949933257"
"No","2018","Other degree","Couple + C. LE 16 ","845","0.898473292250952","0.878967615914366","0.917978968587539"
"No","2018","Other degree","Couple + C. GT 16 ","276","0.925453583275568","0.895531423161795","0.955375743389342"
"No","2018","Other degree","Couple + C. LE and GT 16","246","0.926657283183629","0.895328369141594","0.957986197225665"
"No","2018","no degree/no degree yet","1-pers.-HH","68","0.958185082206335","0.911294092721421","1.00507607169125"
"No","2018","no degree/no degree yet","(Married) couple without C. ","84","0.888932369982553","0.825071514842748","0.952793225122357"
"No","2018","no degree/no degree yet","Single parent ","131","0.892689462302281","0.842137474849335","0.943241449755226"
"No","2018","no degree/no degree yet","Couple + C. LE 16 ","139","0.988749543328713","0.971582626084406","1.00591646057302"
"No","2018","no degree/no degree yet","Couple + C. GT 16 ","136","0.899805960881172","0.851431893123225","0.94818002863912"
"No","2018","no degree/no degree yet","Couple + C. LE and GT 16","179","0.953493808480992","0.923312253290059","0.983675363671925"
