"ple0098_v5","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Hesse","Part Time","107","0.215281817070858","0.177136503019033","0.253427131122683"
"Yes","2018","Hesse","Not Working","68","0.135820643999506","0.10281921415469","0.168822073844323"
"Yes","2018","Rhineland-Palatinate,Saarland","Full Time","98","0.218453122076082","0.181717567493033","0.255188676659131"
"Yes","2018","Rhineland-Palatinate,Saarland","Part Time","70","0.16903504766201","0.131981350349869","0.206088744974151"
"Yes","2018","Rhineland-Palatinate,Saarland","Not Working","60","0.172431490762064","0.135999463782334","0.208863517741794"
"Yes","2018","Baden-Württemberg","Full Time","277","0.316759954882301","0.287453572968685","0.346066336795916"
"Yes","2018","Baden-Württemberg","Part Time","198","0.269480673862476","0.238303412783357","0.300657934941595"
"Yes","2018","Baden-Württemberg","Not Working","149","0.25053444946568","0.216778074737365","0.284290824193995"
"Yes","2018","Bavaria","Full Time","425","0.315566219815638","0.291256748782782","0.339875690848494"
"Yes","2018","Bavaria","Part Time","315","0.282367988572969","0.255957610073195","0.308778367072742"
"Yes","2018","Bavaria","Not Working","224","0.239441207433432","0.212347559484235","0.266534855382628"
"Yes","2018","Berlin","Full Time","87","0.265386659962071","0.21745657039227","0.313316749531872"
"Yes","2018","Berlin","Part Time","48","0.152790801321456","0.11049769066903","0.195083911973881"
"Yes","2018","Berlin","Not Working","51","0.170973332869485","0.12623167441833","0.21571499132064"
"Yes","2018","Brandenburg","Full Time","95","0.292733931944108","0.244720086743549","0.340747777144668"
"Yes","2018","Brandenburg","Part Time","39","0.158297471054199","0.109842744329825","0.206752197778573"
"Yes","2018","Brandenburg","Not Working","43","0.100697367443063","0.0709455290312291","0.130449205854897"
"Yes","2018","Mecklenburg-Western Pomerania","Full Time","32","0.140806024091932","0.0905491573574536","0.19106289082641"
"Yes","2018","Mecklenburg-Western Pomerania","Part Time","17","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Not Working","27","","",""
"Yes","2018","Saxony","Full Time","156","0.240244174777708","0.206172531976279","0.274315817579136"
"Yes","2018","Saxony","Part Time","78","0.183575699118591","0.144904887847711","0.22224651038947"
"Yes","2018","Saxony","Not Working","55","0.09363513033546","0.0691771392930314","0.118093121377889"
"Yes","2018","Saxony-Anhalt","Full Time","78","0.224310863226601","0.178961058792521","0.269660667660681"
"Yes","2018","Saxony-Anhalt","Part Time","18","","",""
"Yes","2018","Saxony-Anhalt","Not Working","25","","",""
"Yes","2018","Thuringia","Full Time","77","0.221405860213008","0.177466760710979","0.265344959715037"
"Yes","2018","Thuringia","Part Time","32","0.151657902469064","0.104474458677961","0.198841346260167"
"Yes","2018","Thuringia","Not Working","27","","",""
"No","2018","Schleswig-Holstein","Full Time","208","0.698651567994472","0.644907088346078","0.752396047642866"
"No","2018","Schleswig-Holstein","Part Time","226","0.836106858709174","0.792195381208437","0.880018336209911"
"No","2018","Schleswig-Holstein","Not Working","224","0.833814030146609","0.789079894540021","0.878548165753197"
"No","2018","Hamburg","Full Time","127","0.735246824603077","0.667095810816967","0.803397838389187"
"No","2018","Hamburg","Part Time","96","0.907366533889865","0.853673936246272","0.961059131533458"
"No","2018","Hamburg","Not Working","126","0.866829431213619","0.811528169314318","0.922130693112921"
"No","2018","Lower Saxony","Full Time","583","0.645824525241644","0.612724569282764","0.678924481200523"
"No","2018","Lower Saxony","Part Time","575","0.754056954632994","0.723154140817339","0.78495976844865"
"No","2018","Lower Saxony","Not Working","570","0.829425184321826","0.800837213334711","0.858013155308942"
"No","2018","Bremen","Full Time","47","0.795582986832634","0.693542216472223","0.897623757193045"
"No","2018","Bremen","Part Time","53","0.908090730901663","0.836752539636296","0.979428922167029"
"No","2018","Bremen","Not Working","77","0.844710392868271","0.766319379397862","0.923101406338679"
"No","2018","North Rhine-Westphalia","Full Time","1257","0.765245935946111","0.744732744055125","0.785759127837098"
"No","2018","North Rhine-Westphalia","Part Time","1217","0.793353608873702","0.77312453061587","0.813582687131533"
"No","2018","North Rhine-Westphalia","Not Working","1316","0.837307571330593","0.818879794164794","0.855735348496391"
"No","2018","Hesse","Full Time","442","0.772304033204965","0.738495512312199","0.806112554097731"
"No","2018","Hesse","Part Time","339","0.784718182929142","0.746572868877317","0.822863496980967"
"No","2018","Hesse","Not Working","346","0.864179356000494","0.831177926155677","0.89718078584531"
"No","2018","Rhineland-Palatinate,Saarland","Full Time","388","0.781546877923918","0.744811323340869","0.818282432506967"
"No","2018","Rhineland-Palatinate,Saarland","Part Time","323","0.83096495233799","0.793911255025849","0.868018649650131"
"No","2018","Rhineland-Palatinate,Saarland","Not Working","353","0.827568509237936","0.791136482258206","0.864000536217666"
"No","2018","Baden-Württemberg","Full Time","691","0.683240045117699","0.653933663204084","0.712546427031315"
"No","2018","Baden-Württemberg","Part Time","580","0.730519326137524","0.699342065058405","0.761696587216643"
"No","2018","Baden-Württemberg","Not Working","484","0.74946555053432","0.715709175806005","0.783221925262635"
"No","2018","Bavaria","Full Time","979","0.684433780184362","0.660124309151506","0.708743251217218"
"No","2018","Bavaria","Part Time","801","0.717632011427031","0.691221632927258","0.744042389926805"
"No","2018","Bavaria","Not Working","729","0.760558792566569","0.733465144617372","0.787652440515765"
"No","2018","Berlin","Full Time","239","0.734613340037929","0.686683250468128","0.78254342960773"
"No","2018","Berlin","Part Time","230","0.847209198678544","0.804916088026119","0.88950230933097"
"No","2018","Berlin","Not Working","221","0.829026667130515","0.78428500867936","0.87376832558167"
"No","2018","Brandenburg","Full Time","250","0.707266068055892","0.659252222855332","0.755279913256451"
"No","2018","Brandenburg","Part Time","179","0.841702528945801","0.793247802221427","0.890157255670175"
"No","2018","Brandenburg","Not Working","350","0.899302632556937","0.869550794145103","0.929054470968771"
"No","2018","Mecklenburg-Western Pomerania","Full Time","152","0.859193975908069","0.808937109173591","0.909450842642546"
"No","2018","Mecklenburg-Western Pomerania","Part Time","130","0.871315750150261","0.817185516273284","0.925445984027239"
"No","2018","Mecklenburg-Western Pomerania","Not Working","194","0.894436690977964","0.853924731001017","0.934948650954911"
"No","2018","Saxony","Full Time","448","0.759755825222292","0.725684182420864","0.793827468023721"
"No","2018","Saxony","Part Time","307","0.816424300881409","0.77775348961053","0.855095112152289"
"No","2018","Saxony","Not Working","490","0.90636486966454","0.881906878622111","0.930822860706969"
"No","2018","Saxony-Anhalt","Full Time","247","0.775689136773399","0.73033933233932","0.821038941207479"
"No","2018","Saxony-Anhalt","Part Time","192","0.897284770117968","0.856224574595374","0.938344965640563"
"No","2018","Saxony-Anhalt","Not Working","304","0.935618216044558","0.909097760507031","0.962138671582085"
"No","2018","Thuringia","Full Time","266","0.778594139786992","0.734655040284963","0.822533239289021"
"No","2018","Thuringia","Part Time","190","0.848342097530936","0.801158653739833","0.895525541322039"
"No","2018","Thuringia","Not Working","282","0.931636928861196","0.903498296768394","0.959775560953998"
